mouse adr,mouse aor,mouse bfat,mouse bst,mouse cer,mouse hea,mouse hyp,mouse lun,mouse mus,mouse wat,mouse kid,mouse liv
GO:0016042,GO:0001763,GO:0001938,GO:0021915,GO:0044271,GO:0050769,,GO:0051092,GO:0050819,GO:0051050,GO:0010810,GO:1905952
GO:0051223,GO:0051235,GO:0030336,GO:0009267,GO:0051241,GO:0045859,,GO:0043255,GO:0055008,GO:0051049,GO:0015031,GO:0005996
GO:1901342,GO:0006163,GO:0006639,GO:0030278,GO:0051239,GO:0051174,,GO:0110053,GO:0014706,GO:0044057,GO:0051054,GO:0031396
GO:0043436,GO:0030334,GO:0016525,GO:0001568,GO:0006928,GO:0045860,,GO:0035051,GO:0034032,GO:0040017,GO:0090066,GO:0006302
GO:0019216,GO:1901652,GO:0048661,GO:0046887,GO:0065009,GO:0019220,,GO:0046777,GO:0033875,GO:0051272,GO:0006082,GO:0019439
GO:1903169,GO:0006417,GO:0019318,GO:0031346,GO:0009888,GO:0014070,,GO:0048754,GO:0033865,GO:0031324,GO:0090087,GO:0046488
GO:0097746,GO:0006091,GO:0001936,GO:0051271,GO:0042221,GO:0030155,,GO:0050772,GO:0048644,GO:0006974,GO:2000145,GO:0035967
GO:0035296,GO:0032368,GO:0048514,GO:0072001,GO:0032270,GO:0043410,,GO:0034284,GO:0070098,GO:0051172,GO:0042886,GO:0009410
GO:0042752,GO:0009165,GO:0051271,GO:0001667,GO:0044085,GO:0070372,,GO:0051270,GO:0055117,GO:0031328,GO:1901361,GO:0010769
GO:0044070,GO:0034248,GO:0008016,GO:0048754,GO:0010033,GO:0051338,,GO:0045185,GO:0045598,GO:0051174,GO:0015833,GO:0010906
GO:0035150,GO:0001944,GO:0045598,GO:0001655,GO:0042325,GO:0061458,,GO:0010717,GO:1901343,GO:0045892,GO:0051236,GO:0019218
GO:0031669,GO:1901615,GO:0032890,GO:0030334,GO:0033036,GO:1902105,,GO:0007169,GO:0090132,GO:0031401,GO:0032271,GO:1901617
GO:0044403,GO:0061138,GO:0001678,GO:2000027,GO:0071705,GO:0034330,,GO:0030029,GO:0010171,GO:0045935,GO:0030833,GO:0051235
GO:0030258,GO:1901342,GO:0051057,GO:0050680,GO:0048731,GO:0048608,,GO:0032370,GO:2000401,GO:0019220,GO:0046907,GO:0044255
GO:0016053,GO:0009259,GO:0046683,GO:0051216,GO:0051246,GO:0042176,,GO:0044242,GO:0001936,GO:0031325,GO:0044281,GO:0043488
GO:0062013,GO:0071407,GO:0019395,GO:0000902,GO:0008104,GO:0002237,,GO:0040012,GO:0010522,GO:0032270,GO:0072659,GO:0045913
GO:0001525,GO:0050796,GO:0003206,GO:0072006,GO:0051649,GO:0042325,,GO:0051495,GO:0045661,GO:0048583,GO:0050658,GO:0031647
GO:0071241,GO:0007169,GO:0022612,GO:0048863,GO:0016043,GO:0043067,,GO:0002274,GO:0061572,GO:0010557,GO:0050657,GO:1903322
GO:0071417,GO:0010608,GO:0003279,GO:0007015,GO:0048583,GO:0045786,,GO:0090287,GO:0010632,GO:0051247,GO:1903362,GO:0000724
GO:0071214,GO:0045765,GO:2000181,GO:0050807,GO:0009653,GO:0009968,,GO:0000187,GO:0051489,GO:0009967,GO:0043436,GO:0072522
GO:0104004,GO:0030258,GO:0048145,GO:0000904,GO:0048522,GO:0071310,,GO:0045785,GO:0046635,GO:0023056,GO:0030100,GO:0009451
GO:0001763,GO:0034250,GO:0050679,GO:0045598,GO:0051240,GO:1902531,,GO:0030036,GO:0016525,GO:1901701,GO:0051050,GO:0045333
GO:1905954,GO:0001568,GO:2001237,GO:2000145,GO:0009058,GO:0001934,,GO:0001525,GO:0006006,GO:0000122,GO:0006631,GO:0006665
GO:0010810,GO:0032787,GO:0060840,GO:0001822,GO:0042127,GO:0060548,,GO:0014074,GO:0019217,GO:0051726,GO:0048514,GO:1901615
GO:0061138,GO:0044283,GO:0032388,GO:0010975,GO:0030154,GO:0042326,,GO:0030324,GO:0007160,GO:0009893,GO:0009101,GO:0000077
GO:0034329,GO:0043547,GO:0019229,GO:0043393,GO:0071840,GO:0050808,,GO:0051896,GO:0060191,GO:0031399,GO:1905475,GO:0010770
GO:0044281,GO:0005975,GO:0032526,GO:0050803,GO:0048518,GO:0051960,,GO:0071496,GO:0048017,GO:0010647,GO:0040012,GO:0031668
GO:0031668,GO:0044281,GO:0009062,GO:0007411,GO:0048869,GO:0060322,,GO:0002699,GO:0050870,GO:0010604,GO:0070085,GO:1901136
GO:0022604,GO:1903311,GO:0006641,GO:0098657,GO:1901564,GO:0009416,,GO:0007264,GO:0002429,GO:0010562,GO:0007005,GO:0032368
GO:0008202,GO:0048639,GO:2000146,GO:0015711,GO:0007275,GO:0042981,,GO:0030323,GO:0060415,GO:0045937,GO:0099111,GO:1901361
GO:0006913,GO:0010876,GO:1905330,GO:0097485,GO:0032268,GO:0071407,,GO:1990778,GO:0006942,GO:0035556,GO:0120032,GO:0000725
GO:0051169,GO:2000145,GO:0045600,GO:0003205,GO:1901576,GO:2000026,,GO:0016049,GO:0070613,GO:0001932,GO:0010506,GO:0006417
GO:0030856,GO:0019637,GO:0002062,GO:0060541,GO:0032502,GO:0032970,,GO:0009746,GO:0110020,GO:0051173,GO:0010721,GO:0031398
GO:0030336,GO:0040012,GO:0061138,GO:0040012,GO:0048584,GO:0030029,,GO:0045833,GO:0090130,GO:0006082,GO:0032535,GO:0050773
GO:0035966,GO:0006629,GO:0032507,GO:0051960,GO:0044249,GO:0097435,,GO:0045860,GO:0022409,GO:0051254,GO:0019439,GO:0007005
GO:0010243,GO:0033673,GO:1901343,GO:0051588,GO:0048523,GO:0010563,,GO:0010769,GO:0050818,GO:0048523,GO:2001242,GO:0032868
GO:0045766,GO:0036293,GO:0043434,GO:0003206,GO:0048856,GO:0045936,,GO:1902806,GO:0003206,GO:0009892,GO:0072001,GO:0010256
GO:0006979,GO:0048871,GO:0040013,GO:0001503,GO:0044237,GO:0030036,,GO:0002685,GO:0002757,GO:1901575,GO:0006886,GO:0010212
GO:1904018,GO:0045732,GO:0001525,GO:1903531,GO:0034641,GO:2001233,,GO:0022409,GO:0060537,GO:0040008,GO:0040013,GO:0046907
GO:0010594,GO:0001666,GO:0014031,GO:0051270,GO:0031325,GO:0045595,,GO:1905039,GO:0043370,GO:0006796,GO:2000146,GO:0016482
GO:0090087,GO:1901293,GO:0014910,GO:0035295,GO:0048519,GO:0044093,,GO:0042594,GO:0042246,GO:0043412,GO:0031589,GO:0046034
GO:1901617,GO:0055086,GO:0060560,GO:0046883,GO:0009893,GO:0050767,,GO:0042113,GO:0045580,GO:0048519,GO:0051270,GO:0006631
GO:0033135,GO:0090092,GO:0048660,GO:0070372,GO:0006996,GO:0009314,,GO:0030155,GO:0048514,GO:0006793,GO:0031330,GO:1901362
GO:0009267,GO:0050920,GO:0033138,GO:0061448,GO:0031324,GO:0016477,,GO:0010721,GO:0046649,GO:0010558,GO:0008064,GO:0051650
GO:0006790,GO:0033993,GO:0001944,GO:0046661,GO:0008152,GO:0023057,,GO:0001936,GO:0060411,GO:0032269,GO:0043543,GO:0000041
GO:0001666,GO:0006913,GO:0048545,GO:0010720,GO:0044267,GO:0000122,,GO:0007162,GO:0007229,GO:0044093,GO:0071417,GO:0006518
GO:0006650,GO:0051169,GO:0043154,GO:0045216,GO:0006807,GO:0051051,,GO:0048514,GO:0030500,GO:0006464,GO:0030832,GO:0048024
GO:0032880,GO:0010810,GO:0000165,GO:0045834,GO:0071704,GO:0043085,,GO:0007015,GO:0035051,GO:0036211,GO:0006643,GO:1901566
GO:0042594,GO:0019693,GO:2000379,GO:0031669,GO:0031323,GO:0010648,,GO:0006937,GO:2000181,GO:2000113,GO:0045184,GO:0001889
GO:0006644,GO:0008361,GO:0045667,GO:0051272,GO:0080090,GO:0090066,,GO:0050768,GO:0010712,GO:0048878,GO:0019637,GO:0006629
GO:0043433,GO:0043087,GO:0050673,GO:0009611,GO:0044238,GO:1903827,,GO:1903825,GO:0060485,GO:0043085,GO:0051345,GO:0016197
GO:0009266,GO:1903792,GO:0030048,GO:0032989,GO:0019222,GO:1902533,,GO:0030010,GO:0048754,GO:0051046,GO:0060491,GO:0044403
GO:0042326,GO:0098656,GO:0042177,GO:0001763,GO:0051171,GO:0031401,,GO:0009636,GO:1903131,GO:1903508,GO:0080135,GO:0061013
GO:0044255,GO:0071241,GO:0032414,GO:0030335,GO:0009987,GO:0043408,,GO:0022604,GO:0035914,GO:0045893,GO:0050708,GO:0061008
GO:0001933,GO:0051348,GO:0015980,GO:0046890,GO:0065007,GO:0040008,,GO:0042552,GO:0043434,GO:1902680,GO:0062012,GO:0043487
GO:0006520,GO:0006469,GO:1905039,GO:0072359,GO:0050794,GO:0051247,,GO:0062013,GO:0030193,GO:0031327,GO:0050878,GO:0006457
GO:2001236,GO:0050679,GO:0042594,GO:2000147,,GO:0001932,,GO:0032496,GO:0046545,GO:0042327,GO:0044265,GO:0031331
GO:0010506,GO:0010563,GO:2000117,GO:0048729,,GO:0010557,,GO:0055088,GO:0030098,GO:0001934,GO:0043161,GO:0042176
GO:1904064,GO:0045936,GO:0043242,GO:2001242,,GO:0001933,,GO:0043123,GO:0001570,GO:0032268,GO:1901699,GO:0071496
GO:0051051,GO:0031346,GO:0034440,GO:1903034,,GO:0051094,,GO:0030183,GO:1901879,GO:0080134,GO:0001655,GO:0032434
GO:0042445,GO:0043393,GO:1902905,GO:0031668,,GO:0009888,,GO:0040013,GO:0010565,GO:0048522,GO:0061138,GO:0035966
GO:0051345,GO:0051270,GO:0034763,GO:0019932,,GO:0051093,,GO:0009611,GO:0051492,GO:0051239,GO:0071214,GO:0007030
GO:0010035,GO:0048872,GO:1905954,GO:2001233,,GO:0051254,,GO:0098609,GO:0007568,GO:0009058,GO:0104004,GO:0009894
GO:0072594,GO:1901701,GO:1900542,GO:0030308,,GO:0043066,,GO:0032787,GO:0051056,GO:0022603,GO:0006629,GO:0032869
GO:0008654,GO:0060548,GO:1901880,GO:0006936,,GO:0046486,,GO:0002237,GO:0045744,GO:0009890,GO:0051271,GO:1901135
GO:0003013,GO:0043603,GO:0051896,GO:0031644,,GO:0032270,,GO:0030336,GO:0043030,GO:0071310,GO:0044283,GO:0051648
GO:0050921,GO:0060562,GO:0001666,GO:0031175,,GO:0045944,,GO:0042593,GO:0010594,GO:0050793,GO:0060341,GO:1903362
GO:0006066,GO:0006082,GO:0071901,GO:0033674,,GO:0032956,,GO:0043410,GO:0045766,GO:0033043,GO:0006511,GO:0006633
GO:0071478,GO:0006979,GO:0001568,GO:0010001,,GO:0031400,,GO:0050900,GO:1904018,GO:0044092,GO:0010498,GO:1901800
GO:0048545,GO:0070482,GO:0046890,GO:0007507,,GO:0009891,,GO:0070374,GO:1902107,GO:0051248,GO:0043632,GO:0009152
GO:0009895,GO:0019752,GO:1903825,GO:0050769,,GO:0043069,,GO:0000165,GO:1903708,GO:0044249,GO:1901990,GO:0006164
GO:0043393,GO:0071345,GO:0051651,GO:0043406,,GO:0051090,,GO:0051493,GO:0051017,GO:0010605,GO:0110053,GO:0015850
GO:0010632,GO:0003013,GO:0035304,GO:0034599,,GO:0048878,,GO:0043549,GO:0050994,GO:0019725,GO:0031345,GO:0034248
GO:0009416,GO:0006650,GO:0046888,GO:0061138,,GO:0070887,,GO:0031396,GO:0007517,GO:0051246,GO:0001763,GO:0006109
GO:0008610,GO:0009117,GO:0008203,GO:0040017,,GO:0031328,,GO:0043085,GO:0120161,GO:0051240,GO:0032787,GO:0043604
GO:0009150,GO:0035239,GO:1901652,GO:0045787,,GO:0010629,,GO:0010821,GO:0045446,GO:0048518,GO:1903532,GO:0006605
GO:0009314,GO:0032386,GO:0018210,GO:0030900,,GO:0006793,,GO:0033500,GO:0002690,GO:1901576,GO:0072594,GO:0043161
GO:0036293,GO:0071214,GO:0007507,GO:0048646,,GO:0006796,,GO:0031668,GO:0002521,GO:0045595,GO:0070848,GO:0044271
GO:0031334,GO:0104004,GO:0032368,GO:0051048,,GO:0018193,,GO:1902904,GO:1901342,GO:0046907,GO:1901215,GO:1901576
GO:0090287,GO:0006753,GO:0003014,GO:0032970,,GO:0043254,,GO:0051347,GO:0042102,GO:0071495,GO:1903792,GO:0010821
GO:0009719,GO:0034097,GO:0032411,GO:0007167,,GO:0080135,,GO:0006650,GO:0006941,GO:0051241,GO:0031331,GO:0070482
GO:0030198,GO:1901137,GO:0006720,GO:0071496,,GO:1902903,,GO:0042327,GO:0007623,GO:0070887,GO:0051603,GO:0043484
GO:0007163,GO:0060284,GO:1901019,GO:0051962,,GO:0001501,,GO:0010952,GO:0045765,GO:0042592,GO:0001568,GO:0010675
GO:0045229,GO:0043436,GO:1904589,GO:0060173,,GO:0031399,,GO:1901653,GO:0045834,GO:0050790,GO:0002064,GO:1903076
GO:0043062,GO:1901362,GO:1905952,GO:0048736,,GO:0010975,,GO:1903052,GO:1901653,GO:0065009,GO:1901135,GO:2000058
GO:0006629,GO:0031647,GO:0033135,GO:0048638,,GO:0001558,,GO:0060560,GO:0001885,GO:0048584,GO:0019216,GO:0048511
GO:2000146,GO:0031400,GO:0006140,GO:0003007,,GO:1903508,,GO:2000146,GO:0033077,GO:0035295,GO:0001894,GO:0009791
GO:0022898,GO:0009894,GO:1900076,GO:0110053,,GO:0045893,,GO:0001934,GO:0050671,GO:0051093,GO:0019941,GO:0009058
GO:0045216,GO:0045944,GO:0046777,GO:0051347,,GO:1902680,,GO:0017157,GO:0046637,GO:0045944,GO:0051656,GO:0006886
GO:0032409,GO:0022603,GO:0034766,GO:0030036,,GO:0045935,,GO:0003018,GO:1903317,GO:0044267,GO:0044257,GO:0031329
GO:0032412,GO:1901135,GO:1902806,GO:0071902,,GO:0030900,,GO:0051271,GO:0002768,GO:0065008,GO:0010959,GO:0050821
GO:0007169,GO:0035295,GO:0017015,GO:0044057,,GO:0009967,,GO:0050731,GO:0060538,GO:0009056,GO:0032956,GO:0010498
GO:1901698,GO:1903362,GO:0014033,GO:0045926,,GO:0010035,,GO:0032868,GO:0046660,GO:0019538,GO:0001944,GO:1903364
GO:0010976,GO:0031329,GO:0019216,GO:0009725,,GO:0042592,,GO:0010562,GO:0043535,GO:0071704,GO:0032970,GO:0043434
GO:0043524,GO:0071310,GO:0035305,GO:0044087,,GO:0060429,,GO:0045937,GO:0034103,GO:1901564,GO:0071363,GO:0006402
GO:0019637,GO:0010941,GO:1904063,GO:0016477,,GO:0072507,,GO:0007033,GO:0055021,GO:0044238,GO:0016311,GO:0010608
GO:0048514,GO:0031328,GO:0045765,GO:0043010,,GO:0051241,,GO:0001944,GO:0046626,GO:0010033,GO:0043254,GO:0018130
GO:0071396,GO:0014070,GO:0036293,GO:0070374,,GO:0055065,,GO:0042129,GO:0032946,GO:2000026,GO:0120031,GO:0015931
GO:0019693,GO:0009891,GO:0050921,GO:0003013,,GO:0010628,,GO:0051961,GO:0045428,GO:0044237,GO:0051924,GO:0009896
GO:0030335,GO:0034654,GO:0009408,GO:0003012,,GO:0019725,,GO:1903522,GO:0051251,GO:0034641,GO:0051493,GO:0008380
GO:0009259,GO:0048638,GO:0005996,GO:0007169,,GO:0051253,,GO:0045859,GO:0046850,GO:0009889,GO:0007264,GO:0048545
GO:0031400,GO:0072359,GO:0090288,GO:0035556,,GO:0009887,,GO:0007204,GO:0019218,GO:0044248,GO:0051640,GO:0006914
GO:0033993,GO:0008015,GO:0009267,GO:1903522,,GO:0009966,,GO:1903305,GO:0032231,GO:0006807,GO:0050920,GO:0061919
GO:0050727,GO:0043069,GO:0071375,GO:0009719,,GO:0071345,,GO:0006469,GO:0003007,GO:0043170,GO:0090407,GO:0044249
GO:0042060,GO:0018130,GO:0048639,GO:0045596,,GO:0048732,,GO:0050670,GO:0046578,GO:0006950,GO:0009611,GO:1903311
GO:0030323,GO:0050708,GO:1903522,GO:0042391,,GO:0001701,,GO:0034766,GO:0002764,GO:0044260,GO:0062197,GO:0071375
GO:1901700,GO:0006869,GO:0001763,GO:0048666,,GO:1901615,,GO:0090257,GO:0002688,GO:0006139,GO:0009057,GO:0006412
GO:0007015,GO:0019438,GO:0051235,GO:0071407,,GO:0007420,,GO:0030198,GO:0070665,GO:0080090,GO:0051259,GO:0030258
GO:0006163,GO:0051247,GO:1904950,GO:0032956,,GO:0006464,,GO:0007265,GO:1901880,GO:0008152,GO:0016192,GO:0034249
GO:0003012,GO:1903508,GO:1903531,GO:0021537,,GO:0036211,,GO:1902903,GO:0031032,GO:0031323,GO:0043271,GO:0043043
GO:0044283,GO:0097190,GO:0031334,GO:0010876,,GO:0009653,,GO:0030258,GO:0050679,GO:0031326,GO:0043434,GO:0022618
GO:1901701,GO:0045893,GO:0006066,GO:1902903,,GO:0048585,,GO:0010950,GO:0002886,GO:0046483,GO:0006979,GO:0050658
GO:0043269,GO:1902680,GO:0045834,GO:0030029,,GO:0008283,,GO:1905954,GO:0080164,GO:0019219,GO:0009259,GO:0050657
GO:0051271,GO:0050769,GO:0001952,GO:0048562,,GO:0051239,,GO:0045229,GO:0032869,GO:0019222,GO:0034248,GO:0042752
GO:1901699,GO:0071417,GO:0003013,GO:0006869,,GO:0032879,,GO:0043062,GO:0019216,GO:0051171,GO:0030163,GO:0001666
GO:0008015,GO:1901214,GO:1901342,GO:0043405,,GO:0009790,,GO:0060541,GO:0070167,GO:0010556,GO:1902903,GO:0044242
GO:2001234,GO:0051254,GO:0009895,GO:0051093,,GO:0050793,,GO:0022407,GO:0002285,GO:2000112,GO:0060249,GO:0006839
GO:1905475,GO:0010557,GO:0097435,GO:1901342,,GO:0032989,,GO:0043271,GO:0043506,GO:0010468,GO:0042326,GO:0050684
GO:0071495,GO:0032270,GO:2000045,GO:0090066,,GO:0008610,,GO:0032103,GO:0008016,GO:1901360,GO:0001933,GO:0022604
GO:0030324,GO:0050767,GO:0014032,GO:0032103,,GO:0044089,,GO:0046649,GO:0050921,GO:0042221,GO:0060828,GO:0044248
GO:0010959,GO:0032269,GO:0034032,GO:0097435,,GO:0016071,,GO:0001568,GO:0060420,GO:0051252,GO:0044248,GO:0036293
GO:0010563,GO:0043066,GO:0016051,GO:0043523,,GO:0010033,,GO:0034763,GO:0045619,GO:0060255,GO:0045732,GO:0016071
GO:0045936,GO:0042326,GO:0033875,GO:0051674,,GO:0051129,,GO:0009150,GO:0055002,GO:0051641,GO:1901137,GO:1904375
GO:1903829,GO:0001558,GO:0033865,GO:0048870,,GO:0051240,,GO:0031330,GO:0030509,GO:0033036,GO:1901652,GO:1901991
GO:0051924,GO:0043067,GO:0003018,GO:0008284,,GO:0007417,,GO:0050865,GO:0003151,GO:0006725,GO:1901575,GO:0071826
GO:1901215,GO:0042981,GO:0060485,GO:0060322,,GO:0045934,,GO:2000116,GO:0008585,GO:0016043,GO:0033036,GO:0061136
GO:2000147,GO:0072594,GO:0046034,GO:0045595,,GO:0006875,,GO:0022603,GO:0071347,GO:1903506,GO:0030031,GO:0031330
GO:0010876,GO:0009896,GO:0062013,GO:0032102,,GO:0009890,,GO:0042060,GO:0043507,GO:0048731,GO:0016071,GO:0051236
GO:0007162,GO:0010720,GO:0009152,GO:0051130,,GO:0030855,,GO:0043281,GO:0045927,GO:2001141,GO:0019693,GO:0030705
GO:0030029,GO:0022604,GO:1902652,GO:0071363,,GO:0031327,,GO:0032944,GO:0009791,GO:0006355,GO:0048878,GO:0045727
GO:0031330,GO:0070887,GO:0072359,GO:0007399,,GO:0010558,,GO:0051235,GO:0030099,GO:0051179,GO:0022603,GO:0034641
GO:0001568,GO:0043271,GO:0003007,GO:0045765,,GO:0051173,,GO:0120161,GO:0001666,GO:0071840,GO:0009150,GO:0000209
GO:0040013,GO:0050727,GO:0016125,GO:0030030,,GO:0051172,,GO:0031345,GO:0010717,GO:0006810,GO:0043087,GO:0034654
GO:0070482,GO:0051248,GO:1903844,GO:0045860,,GO:0031325,,GO:0001822,GO:0031532,GO:0007275,GO:0051649,GO:0018205
GO:0009628,GO:0040008,GO:0051924,GO:0120036,,GO:0034097,,GO:0022610,GO:0007519,GO:0048856,GO:0010243,GO:0009895
GO:0030334,GO:0001933,GO:1901879,GO:0010817,,GO:1903507,,GO:0030307,GO:1901222,GO:0032502,GO:1901214,GO:1901653
GO:0001655,GO:0006886,GO:0051495,GO:0019216,,GO:0072503,,GO:0046486,GO:0001568,GO:0050794,GO:0010608,GO:0019438
GO:0001944,GO:0007167,GO:0016049,GO:0043087,,GO:1902679,,GO:0009895,GO:0036293,GO:0050789,GO:0032870,GO:1901575
GO:0051272,GO:0006793,GO:0019751,GO:0043085,,GO:0031344,,GO:0002694,GO:0009725,GO:0065007,GO:0050767,GO:1901360
GO:0007167,GO:0009719,GO:0071496,GO:0051098,,GO:0055082,,GO:1903792,GO:0050865,GO:0009987,GO:0090287,GO:1901652
GO:1903530,GO:0032102,GO:0031330,GO:0061061,,GO:2000113,,GO:0072001,GO:0071677,,GO:0008104,GO:1901990
GO:0071363,GO:0006796,GO:0072329,GO:1903530,,GO:0051130,,GO:1903320,GO:0032868,,GO:0007169,GO:2001252
GO:0002237,GO:0045935,GO:0009749,GO:1903532,,GO:0051248,,GO:0055067,GO:0070482,,GO:0006790,GO:0016311
GO:0043270,GO:0071495,GO:1904035,GO:0051046,,GO:0045892,,GO:1903364,GO:0008593,,GO:0006811,GO:1901988
GO:1901990,GO:0031399,GO:0046822,GO:1901214,,GO:0044087,,GO:0045321,GO:0045785,,GO:0055086,GO:0072594
GO:0048872,GO:0010817,GO:0009725,GO:0051493,,GO:0050801,,GO:1901652,GO:0005996,,GO:0022604,GO:1902115
GO:1903827,GO:0042592,GO:2001236,GO:0150063,,GO:0010647,,GO:0008217,GO:0045321,,GO:0002791,GO:0010970
GO:0060341,GO:0009628,GO:0070482,GO:0009628,,GO:0060341,,GO:0061136,GO:0061138,,GO:0043085,GO:0010876
GO:1901987,GO:0031401,GO:0032870,GO:0043549,,GO:0034762,,GO:0034097,GO:0046620,,GO:0031329,GO:0015031
GO:0030036,GO:0042176,GO:0018105,GO:0040011,,GO:0031324,,GO:0031401,GO:1901652,,GO:0044403,GO:0006397
GO:0032496,GO:1901700,GO:0006457,GO:0008015,,GO:0009892,,GO:1901888,GO:0048639,,GO:0051051,GO:0009725
GO:0033673,GO:0051173,GO:0009266,GO:0045597,,GO:0120035,,GO:0050870,GO:0110149,,GO:0006793,GO:1901137
GO:0035239,GO:0009058,GO:0032370,GO:1903793,,GO:0010605,,GO:0035556,GO:0046777,,GO:0030111,GO:0046483
GO:0034762,GO:0031325,GO:0032273,GO:0050793,,GO:0032268,,GO:0034767,GO:0022407,,GO:1990778,GO:0009056
GO:1903311,GO:1901576,GO:0046165,GO:0022008,,GO:0010646,,GO:0034764,GO:0003205,,GO:0048812,GO:1903050
GO:0022603,GO:0048878,GO:0031110,GO:0051047,,GO:0044070,,GO:0043433,GO:0042752,,GO:0006796,GO:0042886
GO:0006897,GO:0009893,GO:0046928,GO:0006979,,GO:0051223,,GO:0071345,GO:0061008,,GO:0006897,GO:0006403
GO:0019439,GO:0007507,GO:0048588,GO:0060429,,GO:0043412,,GO:0001775,GO:0061061,,GO:0032990,GO:0006139
GO:0034765,GO:0051093,GO:0098773,GO:0048880,,GO:0033554,,GO:0007155,GO:0030512,,GO:0043269,GO:0032870
GO:0040017,GO:0031327,GO:0034284,GO:0051345,,GO:0010604,,GO:0001933,GO:1903037,,GO:0072521,GO:0006725
GO:0007611,GO:0010558,GO:0003205,GO:0030855,,GO:0023056,,GO:0045862,GO:0002573,,GO:1901698,GO:0006869
GO:0055086,GO:0045595,GO:0055088,GO:0007420,,GO:0009893,,GO:0044093,GO:0001944,,GO:0006163,GO:0006796
GO:0001822,GO:0043086,GO:0031669,GO:0140352,,GO:0000904,,GO:1903039,GO:0055001,,GO:0018193,GO:0061024
GO:0045862,GO:0043549,GO:1901653,GO:0051094,,GO:0045596,,GO:0016042,GO:0051249,,GO:0007346,GO:0080135
GO:0051348,GO:0042325,GO:1900180,GO:0001654,,GO:0023051,,GO:0030098,GO:0050863,,GO:1901615,GO:0005975
GO:0034097,GO:0044249,GO:0001942,GO:0043408,,GO:0032269,,GO:0002819,GO:0050867,,GO:0031400,GO:0016042
GO:0042493,GO:0048585,GO:0070507,GO:0030155,,GO:0044267,,GO:0033673,GO:0035023,,GO:1901701,GO:0006793
GO:0060541,GO:0051253,GO:0008015,GO:0071900,,GO:0055080,,GO:1903532,GO:1902105,,GO:0044087,GO:0015833
GO:0009117,GO:0050790,GO:1902904,GO:0048699,,GO:0048534,,GO:0007167,GO:0070304,,GO:0051347,GO:1901987
GO:0006869,GO:0048646,GO:0090316,GO:0009314,,GO:0098771,,GO:0001763,GO:0003279,,GO:0043412,GO:0010506
GO:0072521,GO:0070201,GO:0051224,GO:0051338,,GO:0051246,,GO:1902533,GO:0043409,,GO:0048511,GO:0000398
GO:0048871,GO:0010604,GO:0002792,GO:0048468,,GO:0050790,,GO:0051091,GO:0051282,,GO:0120039,GO:0000377
GO:0090407,GO:0032268,GO:2000377,GO:0008283,,GO:0051336,,GO:0050730,GO:0050728,,GO:0009725,GO:0000375
GO:0005975,GO:0009890,GO:0009743,GO:0070848,,GO:0070201,,GO:0051338,GO:0043242,,GO:0009896,GO:0051649
GO:2000145,GO:1901699,GO:0030029,GO:0051128,,GO:0006629,,GO:0048762,GO:0007507,,GO:0061024,GO:0010948
GO:0051046,GO:0051174,GO:1903076,GO:0030031,,GO:0051674,,GO:0051494,GO:0090257,,GO:0060284,GO:0034622
GO:0046578,GO:0044271,GO:1901654,GO:1902533,,GO:0048870,,GO:0071219,GO:0097191,,GO:0050769,GO:0045184
GO:0072001,GO:0051223,GO:0010921,GO:0014070,,GO:0030097,,GO:0060485,GO:0001889,,GO:0042592,GO:0032388
GO:0072359,GO:0071900,GO:0043467,GO:0034330,,GO:0065009,,GO:0010563,GO:0030335,,GO:0042176,GO:1901565
GO:0070848,GO:0071363,GO:0022405,GO:0032879,,GO:0008219,,GO:0045936,GO:1900076,,GO:0022898,GO:0044257
GO:0051056,GO:0051172,GO:0022404,GO:0010243,,GO:0090087,,GO:0072359,GO:0032890,,GO:0035239,GO:0045732
GO:0043085,GO:0031324,GO:0051494,GO:0044089,,GO:0000902,,GO:0006631,GO:0031589,,GO:0046903,GO:0034976
GO:0071310,GO:2000026,GO:0010959,GO:0007423,,GO:0043269,,GO:0042326,GO:0006936,,GO:0060627,GO:0043632
GO:0006753,GO:0051246,GO:0050920,GO:0071417,,GO:0044255,,GO:0006163,GO:0035265,,GO:0006810,GO:0033554
GO:1904062,GO:0001501,GO:0090287,GO:0055085,,GO:0034765,,GO:0006816,GO:0043405,,GO:0006464,GO:0044265
GO:0009894,GO:0045597,GO:0008277,GO:0030182,,GO:0048523,,GO:0001667,GO:0071675,,GO:0036211,GO:0071705
GO:0009991,GO:0019220,GO:0051897,GO:0040007,,GO:0007010,,GO:0009259,GO:0002696,,GO:0006417,GO:0015849
GO:0070887,GO:0046907,GO:0090100,GO:0007010,,GO:0002520,,GO:1903555,GO:0033673,,GO:0048858,GO:0051259
GO:0040012,GO:0051051,GO:0003231,GO:0007610,,GO:0065008,,GO:0051247,GO:0030198,,GO:0034660,GO:0065003
GO:0032103,GO:0010243,GO:1903426,GO:0071495,,GO:0022610,,GO:0061138,GO:0050920,,GO:1901987,GO:0034645
GO:1903793,GO:0035556,GO:0044057,GO:0006897,,GO:0051049,,GO:0070663,GO:0030097,,GO:0030036,GO:0031667
GO:0051270,GO:1903827,GO:0045931,GO:0044093,,GO:0042221,,GO:0060284,GO:0045637,,GO:0045927,GO:0071702
GO:0010942,GO:0016310,GO:0009260,GO:0032535,,GO:0012501,,GO:0042325,GO:0045229,,GO:0010876,GO:0006979
