mouse adr,mouse aor,mouse bfat,mouse bst,mouse cer,mouse hea,mouse hyp,mouse lun,mouse mus,mouse wat,mouse kid,mouse liv
GO:0002578,GO:0038089,GO:0106057,GO:0097750,GO:2000322,GO:0003179,GO:0061687,GO:0048739,GO:0032237,GO:1905135,GO:0042044,GO:0009169
GO:2000491,GO:0010867,GO:0014733,GO:1904527,GO:0071872,GO:0001953,GO:0038089,GO:0032344,GO:1905380,GO:1905041,GO:0010888,GO:0046322
GO:0010746,GO:2000322,GO:2000489,GO:0015817,GO:0071871,GO:0070873,GO:0031666,GO:0061620,GO:1905007,GO:0009257,GO:0001771,GO:0006144
GO:0006655,GO:0046463,GO:0044539,GO:0060915,GO:0051775,GO:0071364,GO:0010561,GO:0150172,GO:0014883,GO:0086092,GO:0070633,GO:0050667
GO:0070995,GO:0046460,GO:0140052,GO:0061386,GO:0090091,GO:0098801,GO:0099532,GO:0060753,GO:0060666,GO:1904325,GO:1904816,GO:0009435
GO:0010944,GO:0046322,GO:0048739,GO:0034486,GO:0070327,GO:0033144,GO:0050667,GO:0010882,GO:0003057,GO:1904323,GO:0009437,GO:0042454
GO:2000322,GO:0019432,GO:0014850,GO:0014886,GO:0097091,GO:0090049,GO:0016558,GO:0010801,GO:0048842,GO:0016129,GO:0030320,GO:0006783
GO:0009437,GO:2000973,GO:0050849,GO:0021997,GO:0001913,GO:0010613,GO:0006646,GO:1902287,GO:1903753,GO:0016128,GO:0006577,GO:0031998
GO:0019432,GO:0033629,GO:0010831,GO:0060690,GO:0002315,GO:0014897,GO:0000097,GO:0061615,GO:0019694,GO:1903542,GO:0019755,GO:0016126
GO:2000489,GO:0044829,GO:0045647,GO:0060667,GO:0097104,GO:1900026,GO:0042026,GO:2001214,GO:0019530,GO:1902963,GO:0050435,GO:0046040
GO:0043568,GO:2000489,GO:0046929,GO:0060615,GO:0043508,GO:0046622,GO:0006625,GO:0031943,GO:0090091,GO:1902962,GO:0006833,GO:0006699
GO:0048009,GO:0038066,GO:0034755,GO:0060595,GO:1903055,GO:0001570,GO:0072663,GO:0035924,GO:2000322,GO:0072554,GO:0006595,GO:0070207
GO:0006577,GO:1905651,GO:0061299,GO:2000323,GO:0031915,GO:0055021,GO:0072662,GO:0010566,GO:0001993,GO:2000323,GO:0055083,GO:0009128
GO:0042026,GO:0032056,GO:0014874,GO:0003150,GO:0048681,GO:0060325,GO:0048103,GO:0090030,GO:2000726,GO:0070859,GO:0030002,GO:0010889
GO:0070141,GO:0045945,GO:2001014,GO:2001013,GO:0016082,GO:0014742,GO:0031054,GO:1902285,GO:0002313,GO:0140213,GO:0010763,GO:0045898
GO:0046068,GO:0046349,GO:0060602,GO:2000563,GO:0009200,GO:0010830,GO:0071294,GO:0051284,GO:2000668,GO:1904253,GO:0006654,GO:0071218
GO:0048041,GO:0010866,GO:0048742,GO:2000546,GO:0035461,GO:0060323,GO:0032328,GO:0045793,GO:0070672,GO:0010748,GO:0038084,GO:0009151
GO:0055091,GO:0046339,GO:1904294,GO:1904849,GO:0015669,GO:0060043,GO:0080111,GO:2001212,GO:0048752,GO:0021910,GO:0043117,GO:0045922
GO:0002484,GO:0045647,GO:0005978,GO:0035443,GO:0010761,GO:0006110,GO:1903019,GO:0030050,GO:0048743,GO:0060120,GO:0055064,GO:0009112
GO:0002476,GO:0048845,GO:0009250,GO:0034775,GO:0019755,GO:0002040,GO:2001028,GO:0048010,GO:0086036,GO:0032364,GO:0006817,GO:0019359
GO:0042744,GO:0006171,GO:0060841,GO:0014826,GO:2001212,GO:0003170,GO:2001241,GO:0005978,GO:0010881,GO:0009912,GO:0043129,GO:0002753
GO:0035435,GO:0043619,GO:0014904,GO:0042939,GO:0070571,GO:0060411,GO:0031115,GO:2000251,GO:0014733,GO:0061304,GO:0010766,GO:0019363
GO:0009083,GO:0061299,GO:0060742,GO:0034635,GO:0046329,GO:0070849,GO:0035196,GO:0032495,GO:0060389,GO:0010746,GO:0032469,GO:0044783
GO:0046463,GO:0097011,GO:2001026,GO:0010881,GO:0010866,GO:0032881,GO:0070918,GO:0009250,GO:0048742,GO:2000322,GO:0048875,GO:0009164
GO:0046460,GO:0033235,GO:0006991,GO:1902744,GO:0032873,GO:0043470,GO:0031050,GO:0038084,GO:1901163,GO:0006651,GO:0051016,GO:0031571
GO:0010039,GO:0006359,GO:0090110,GO:0060318,GO:0070303,GO:0055006,GO:0006308,GO:0099515,GO:0010958,GO:0006012,GO:1904358,GO:0009200
GO:0010801,GO:0071398,GO:1901298,GO:2001137,GO:0048512,GO:0060420,GO:0043574,GO:0042026,GO:0010882,GO:1900122,GO:0048010,GO:0010867
GO:0002428,GO:0071635,GO:0061615,GO:0015825,GO:0043153,GO:0072091,GO:0001516,GO:0046365,GO:1903789,GO:0061299,GO:1902235,GO:0072413
GO:0002483,GO:0010831,GO:0046339,GO:0042249,GO:0032922,GO:0043536,GO:0015919,GO:0043551,GO:1903055,GO:0140212,GO:0061028,GO:0010866
GO:0019885,GO:0032908,GO:0097084,GO:0060689,GO:0051769,GO:1904036,GO:0046457,GO:0043552,GO:2001135,GO:0019432,GO:0016073,GO:0006515
GO:0002486,GO:0048009,GO:0060525,GO:1902953,GO:0014912,GO:0048844,GO:0006656,GO:1902176,GO:0038166,GO:2000489,GO:0045047,GO:0051788
GO:0032897,GO:0035437,GO:0045663,GO:0014719,GO:0009648,GO:0051155,GO:0007031,GO:1904424,GO:0072531,GO:0051549,GO:1905898,GO:0090169
GO:0070932,GO:0150079,GO:0014823,GO:0006868,GO:0007622,GO:0032835,GO:0051085,GO:0003184,GO:0002335,GO:0051204,GO:0090140,GO:0009159
GO:1904478,GO:0097012,GO:0030239,GO:0045039,GO:0090162,GO:0010611,GO:0035510,GO:0006825,GO:0034139,GO:0046463,GO:0050765,GO:0090151
GO:0019883,GO:2000811,GO:0071635,GO:0032488,GO:0009409,GO:0048286,GO:0016556,GO:0044406,GO:0002407,GO:0046460,GO:0046473,GO:0032239
GO:0050873,GO:0043031,GO:0090114,GO:0031987,GO:0045761,GO:0005977,GO:0006760,GO:2000047,GO:0038089,GO:0038063,GO:0030866,GO:0009162
GO:0009409,GO:0042026,GO:0090075,GO:0090084,GO:0006734,GO:0033120,GO:0038084,GO:0032328,GO:0031946,GO:0035336,GO:0032212,GO:0009125
GO:0032922,GO:0034405,GO:0045214,GO:0042918,GO:0009649,GO:0006073,GO:0150105,GO:0070486,GO:0006000,GO:0051547,GO:0090317,GO:0034656
GO:0002475,GO:0034389,GO:0045793,GO:0035672,GO:1905145,GO:0044042,GO:0006458,GO:0042178,GO:0050855,GO:0048011,GO:0048489,GO:0008206
GO:0043032,GO:0005978,GO:2001212,GO:0086100,GO:1905144,GO:0010171,GO:0051084,GO:0003188,GO:0035767,GO:0046339,GO:0072599,GO:0009167
GO:0002577,GO:0009250,GO:0071786,GO:0015734,GO:0071709,GO:0071230,GO:0061077,GO:0090218,GO:1904753,GO:0061298,GO:0001569,GO:0042537
GO:0043153,GO:0003091,GO:0071696,GO:0086036,GO:0018208,GO:0071229,GO:0044743,GO:0010935,GO:0000188,GO:0031650,GO:0032922,GO:0072525
GO:0071260,GO:0006809,GO:2000291,GO:0003149,GO:1904752,GO:0007623,GO:2001026,GO:0007512,GO:0035581,GO:0035269,GO:0000096,GO:0000038
GO:0061484,GO:0051549,GO:0051589,GO:0003100,GO:0051180,GO:0014743,GO:0006457,GO:0046031,GO:0008354,GO:0032922,GO:1903421,GO:0045540
GO:0040037,GO:0009437,GO:0006089,GO:0006857,GO:0019935,GO:1900024,GO:0017145,GO:0006757,GO:0060710,GO:1903146,GO:0071260,GO:0106118
GO:1904754,GO:0009404,GO:0106070,GO:0010882,GO:0007269,GO:0046580,GO:1901031,GO:0033006,GO:0002885,GO:1902236,GO:0032835,GO:1904292
GO:0150104,GO:0010958,GO:0048010,GO:2001214,GO:0099643,GO:0003151,GO:1903205,GO:0006096,GO:0003223,GO:0090151,GO:0001885,GO:0046320
GO:0010763,GO:1904322,GO:0010867,GO:2000322,GO:0095500,GO:0030522,GO:0065002,GO:0002026,GO:0034351,GO:0042754,GO:0048813,GO:0006779
GO:0009648,GO:1904321,GO:0061440,GO:2000392,GO:0044091,GO:0051058,GO:0008652,GO:0090023,GO:1904385,GO:0035337,GO:0035924,GO:0033014
GO:0042537,GO:0010839,GO:0061437,GO:0051775,GO:0033144,GO:0010812,GO:0006636,GO:0046885,GO:0010715,GO:0046209,GO:0051973,GO:0009264
GO:0046471,GO:1904294,GO:0003401,GO:0032329,GO:0030517,GO:0043502,GO:0000096,GO:0043304,GO:0006991,GO:0021513,GO:1904646,GO:0009123
GO:0006635,GO:1903789,GO:0010232,GO:0034379,GO:0010559,GO:0048662,GO:0071806,GO:0046939,GO:0060368,GO:0046365,GO:0009167,GO:0036314
GO:0032891,GO:0061418,GO:1903146,GO:0060601,GO:1900026,GO:0051153,GO:0072337,GO:0006165,GO:0001991,GO:0043153,GO:0006457,GO:0009161
GO:0043534,GO:0045906,GO:0010830,GO:0002604,GO:1903018,GO:0060324,GO:0043153,GO:0009179,GO:0038092,GO:0050995,GO:0055081,GO:0043153
GO:0009649,GO:0090208,GO:0048741,GO:0060022,GO:0043550,GO:0006986,GO:0042558,GO:0009135,GO:1905208,GO:0009648,GO:1901998,GO:0009158
GO:0007044,GO:0045793,GO:2000651,GO:2000489,GO:0010770,GO:0034620,GO:1902883,GO:0030511,GO:0060347,GO:0021511,GO:0051972,GO:0046337
GO:0018904,GO:0060444,GO:0071697,GO:1904526,GO:0016079,GO:0003014,GO:0033120,GO:1903846,GO:0050853,GO:1902235,GO:0006635,GO:0070328
GO:0019934,GO:0032012,GO:1904590,GO:0015810,GO:0006904,GO:0035051,GO:0033144,GO:0043491,GO:0051014,GO:0009649,GO:0006458,GO:0055090
GO:0071402,GO:0046320,GO:0042308,GO:0014829,GO:1990573,GO:0006112,GO:0061028,GO:2000249,GO:0002026,GO:0060612,GO:0018208,GO:0009126
GO:0043457,GO:0031998,GO:0060788,GO:0080009,GO:0007157,GO:0055013,GO:0032922,GO:0019432,GO:0001771,GO:0010893,GO:0043628,GO:0045723
GO:0010829,GO:0019433,GO:2001028,GO:2001212,GO:0009395,GO:0070555,GO:1901607,GO:0071526,GO:0048636,GO:0090335,GO:1901068,GO:0046386
GO:0150115,GO:0046209,GO:0072012,GO:0072102,GO:0120192,GO:0007179,GO:0035195,GO:0010763,GO:0009404,GO:0010866,GO:0051084,GO:0009394
GO:0048002,GO:2001057,GO:0090336,GO:0033327,GO:0017156,GO:0051149,GO:0010043,GO:0019674,GO:0045844,GO:1903747,GO:0009261,GO:0019692
GO:0060444,GO:2000209,GO:0019432,GO:0071635,GO:0046326,GO:0071456,GO:0035194,GO:1902624,GO:0038084,GO:1900078,GO:0015804,GO:0009262
GO:0002478,GO:0090140,GO:1902430,GO:0071397,GO:0007566,GO:0046620,GO:0018208,GO:0033630,GO:0071404,GO:2000134,GO:0030501,GO:0006506
GO:0032376,GO:0045922,GO:0150104,GO:0051782,GO:0007043,GO:0071347,GO:0016575,GO:0043299,GO:1901863,GO:0008286,GO:1903961,GO:0009649
GO:0032373,GO:1902653,GO:0019674,GO:0032328,GO:0050771,GO:0019318,GO:0032418,GO:0097352,GO:0051894,GO:1903170,GO:1903573,GO:0042168
GO:0055094,GO:0006695,GO:0038084,GO:2001028,GO:0097479,GO:0060976,GO:0010257,GO:0003177,GO:0001569,GO:1901186,GO:0008089,GO:0006749
GO:0043030,GO:1903140,GO:0031065,GO:0043153,GO:0032892,GO:0045446,GO:0032981,GO:0033008,GO:2001026,GO:0010762,GO:0061077,GO:0006998
GO:0010866,GO:2000725,GO:0014888,GO:0036315,GO:0045744,GO:0006006,GO:0015807,GO:0043306,GO:0072525,GO:0019915,GO:0070972,GO:0046931
GO:0072329,GO:1901550,GO:0055002,GO:0070932,GO:0120193,GO:0043535,GO:0043297,GO:0090022,GO:0036336,GO:1903573,GO:0047496,GO:1901532
GO:0002474,GO:0030728,GO:0048384,GO:0071280,GO:0043297,GO:0036294,GO:0043484,GO:0051085,GO:0015936,GO:1905953,GO:0010883,GO:0000096
GO:0009187,GO:0016126,GO:0035641,GO:0070307,GO:0006836,GO:0048514,GO:2001238,GO:0006749,GO:0009649,GO:0007623,GO:0007585,GO:0042304
GO:0019884,GO:0060841,GO:0010880,GO:0009648,GO:0050775,GO:0042752,GO:0016441,GO:0071624,GO:2001028,GO:0072348,GO:1905897,GO:0060261
GO:0005979,GO:0090335,GO:0006862,GO:0042908,GO:0120162,GO:0048660,GO:0043487,GO:0007159,GO:1901741,GO:1902807,GO:0032387,GO:0060260
GO:0051497,GO:0055094,GO:0090335,GO:0015740,GO:0070830,GO:0043255,GO:1905039,GO:0009185,GO:0140131,GO:0035904,GO:0030837,GO:0044819
GO:0010962,GO:0070542,GO:0035924,GO:0060997,GO:0035088,GO:0055007,GO:0006476,GO:0002313,GO:0010801,GO:0097009,GO:0006890,GO:1901658
GO:1904752,GO:0032922,GO:0010866,GO:1903358,GO:0061245,GO:0035966,GO:0003333,GO:2001026,GO:0060445,GO:1903670,GO:0032781,GO:0009648
GO:0008286,GO:0006862,GO:0014912,GO:0009649,GO:0001738,GO:1904035,GO:1903825,GO:1905314,GO:0007202,GO:0032369,GO:2000193,GO:0032922
GO:0010765,GO:2001026,GO:0046463,GO:0045540,GO:0007623,GO:0001525,GO:0006400,GO:0002011,GO:1990776,GO:0006006,GO:0032272,GO:0006505
GO:0033144,GO:0010830,GO:0046460,GO:0106118,GO:0048278,GO:0001938,GO:1905515,GO:0061756,GO:0032332,GO:0032456,GO:1904356,GO:0009069
GO:0009062,GO:0071402,GO:0051145,GO:1905564,GO:0046888,GO:0048661,GO:0009451,GO:0035024,GO:0090050,GO:0046320,GO:0098930,GO:0090208
GO:0046320,GO:0050995,GO:0043500,GO:0051131,GO:0010769,GO:0001936,GO:1902882,GO:1900087,GO:0035970,GO:0045747,GO:0006487,GO:0031063
GO:0006749,GO:0045601,GO:0055001,GO:0072337,GO:0046324,GO:0048017,GO:0006986,GO:0043550,GO:0009651,GO:0032007,GO:0019395,GO:0008299
GO:1901861,GO:0060260,GO:0048747,GO:0035567,GO:0140029,GO:0071560,GO:0098732,GO:1902175,GO:0046321,GO:0030199,GO:0097479,GO:0006694
GO:0001953,GO:0035924,GO:0120163,GO:0051900,GO:0006006,GO:0036293,GO:0035601,GO:0036230,GO:0090330,GO:0051926,GO:0030433,GO:0006220
GO:0006641,GO:0000038,GO:0070884,GO:0032332,GO:0120161,GO:0071453,GO:0035966,GO:0051491,GO:0048643,GO:0034605,GO:0070849,GO:0032456
GO:0060441,GO:0050994,GO:0003009,GO:0051894,GO:0042632,GO:0001666,GO:1900407,GO:0071320,GO:0002312,GO:0061098,GO:0010518,GO:0072527
GO:0051085,GO:0033233,GO:0006515,GO:0006595,GO:0060291,GO:0003279,GO:0043488,GO:0006458,GO:0070233,GO:0010332,GO:0007030,GO:0007032
GO:1900078,GO:0090207,GO:0051957,GO:0072348,GO:0048260,GO:0010675,GO:0033108,GO:0051084,GO:0043153,GO:0090207,GO:0099518,GO:0007031
GO:0030199,GO:1901798,GO:0051155,GO:0150117,GO:0042593,GO:0071559,GO:0007623,GO:0009132,GO:0150117,GO:0061337,GO:0006888,GO:0150117
GO:0006458,GO:0032891,GO:0035886,GO:0060071,GO:0055092,GO:0035967,GO:1903201,GO:0048843,GO:1900744,GO:0019318,GO:0071456,GO:0032781
GO:2000249,GO:0032770,GO:0005977,GO:0021756,GO:0046889,GO:0035265,GO:0031047,GO:0048041,GO:0090398,GO:0010633,GO:0006446,GO:0006984
GO:0018208,GO:0000096,GO:0006073,GO:0034063,GO:0033500,GO:0060840,GO:1903313,GO:0002335,GO:0055003,GO:0046324,GO:0043648,GO:0005977
GO:0051084,GO:0046464,GO:0044042,GO:0071157,GO:0045216,GO:0014031,GO:2001243,GO:0030947,GO:0014829,GO:0032963,GO:2000573,GO:0006073
GO:1904707,GO:0046461,GO:0060421,GO:1905244,GO:0034329,GO:0010906,GO:0070585,GO:0051642,GO:0032924,GO:0016239,GO:0043536,GO:0044042
GO:1904705,GO:0046503,GO:0033002,GO:0010880,GO:0061178,GO:0010595,GO:0048024,GO:0043534,GO:0006084,GO:0010812,GO:0030968,GO:0046473
GO:0150116,GO:0061077,GO:0034389,GO:0030947,GO:0030516,GO:0001952,GO:0019395,GO:0048841,GO:0044273,GO:0006641,GO:0032210,GO:0090181
GO:1901889,GO:1905207,GO:1902307,GO:0032922,GO:0010827,GO:0031099,GO:0007043,GO:0046640,GO:0035994,GO:0005996,GO:2000278,GO:0009154
GO:0018215,GO:0008299,GO:0035994,GO:2001026,GO:0001678,GO:0070482,GO:0036503,GO:0003300,GO:0009648,GO:0070936,GO:0071453,GO:2000144
GO:0009225,GO:0030149,GO:0040037,GO:0051491,GO:0014910,GO:0014910,GO:1903312,GO:0032007,GO:0070229,GO:0042752,GO:0036294,GO:0019217
GO:0010762,GO:0006739,GO:1904292,GO:0089718,GO:0048640,GO:0003158,GO:0090150,GO:0002040,GO:0002902,GO:0032869,GO:0006906,GO:0046889
GO:0007623,GO:0043536,GO:0010763,GO:1905562,GO:0019318,GO:0043488,GO:0051028,GO:0006090,GO:0050854,GO:0050810,GO:0009123,GO:0019362
GO:0070873,GO:0046466,GO:0061298,GO:0016556,GO:0098739,GO:0042552,GO:0098656,GO:0034110,GO:0045601,GO:0016051,GO:0007589,GO:0009124
GO:0061077,GO:0048255,GO:0055006,GO:0062009,GO:0007160,GO:0006109,GO:0045582,GO:0021591,GO:0010543,GO:0006639,GO:0046834,GO:0030488
GO:1903960,GO:0046889,GO:0055013,GO:0045778,GO:0006665,GO:0046889,GO:0035967,GO:0032350,GO:0043534,GO:0045833,GO:0002028,GO:0055088
GO:0010827,GO:0008286,GO:0014741,GO:0007266,GO:0022604,GO:0110020,GO:0046394,GO:0061842,GO:0060343,GO:1905897,GO:0006986,GO:0090207
GO:0010464,GO:0043618,GO:0006936,GO:0043902,GO:1901890,GO:0043467,GO:1901605,GO:0015804,GO:1902895,GO:0050994,GO:0009062,GO:0010257
GO:0051893,GO:0006639,GO:0043502,GO:0036314,GO:0045638,GO:0001568,GO:0006633,GO:0150117,GO:0019363,GO:0046888,GO:0035966,GO:0032981
GO:0090109,GO:0045444,GO:0106056,GO:0042474,GO:0140056,GO:0010594,GO:0017148,GO:0016052,GO:0044783,GO:0010827,GO:0051954,GO:0010823
GO:0120162,GO:0021680,GO:0060977,GO:0010894,GO:0046626,GO:0005996,GO:0050684,GO:0035025,GO:0043951,GO:0006638,GO:0032206,GO:0032392
GO:0009154,GO:0050873,GO:0010614,GO:0003333,GO:0010977,GO:0010634,GO:0050658,GO:0061028,GO:0050873,GO:0034766,GO:0042632,GO:2000142
GO:0019395,GO:0009409,GO:0042908,GO:0048713,GO:0007416,GO:0007272,GO:0050657,GO:0007160,GO:0061298,GO:0050796,GO:0009132,GO:0043648
GO:0032781,GO:0045923,GO:0055023,GO:0060996,GO:0050709,GO:0008366,GO:0061013,GO:0007229,GO:0010614,GO:2000045,GO:0001954,GO:0032509
GO:0002040,GO:0006638,GO:0003012,GO:0048841,GO:0045834,GO:0010632,GO:0070507,GO:0043536,GO:2000107,GO:0034763,GO:0007040,GO:0032508
GO:0045444,GO:2000142,GO:0060045,GO:0090218,GO:1905039,GO:0003206,GO:0045621,GO:0034446,GO:0010863,GO:0032868,GO:0080171,GO:0006084
GO:0001916,GO:0060261,GO:0061077,GO:0048566,GO:0061387,GO:0010770,GO:0016053,GO:0003179,GO:0003081,GO:0009755,GO:0034440,GO:0072524
GO:0019882,GO:0006641,GO:0006941,GO:0008299,GO:0031345,GO:0001101,GO:1903311,GO:1902622,GO:0045663,GO:1901019,GO:1901264,GO:0010565
GO:0032232,GO:0032007,GO:1903747,GO:0060740,GO:0007272,GO:2001236,GO:0051236,GO:0033628,GO:0014912,GO:1901184,GO:0045446,GO:0006497
GO:0032868,GO:0060603,GO:0035024,GO:0038179,GO:1903825,GO:0045766,GO:0034249,GO:0010799,GO:0045822,GO:0042306,GO:0045778,GO:0016125
GO:0032374,GO:0002686,GO:0001570,GO:0140354,GO:0008366,GO:1904018,GO:0016458,GO:0035307,GO:0030857,GO:0008203,GO:0046128,GO:0046165
GO:0032371,GO:0042304,GO:1903115,GO:0048266,GO:0005996,GO:0003018,GO:0006520,GO:0014896,GO:0061384,GO:0042542,GO:0055092,GO:0008203
GO:0032369,GO:1902373,GO:0031998,GO:0045939,GO:0031589,GO:0097746,GO:0034470,GO:0014897,GO:1903077,GO:0036294,GO:0032892,GO:0006195
GO:0044091,GO:0010634,GO:1902992,GO:0071526,GO:0042752,GO:0035296,GO:0006399,GO:0007044,GO:0050857,GO:0006637,GO:0061001,GO:2000008
GO:2000649,GO:0032885,GO:0045601,GO:0048710,GO:0045807,GO:0051492,GO:0042752,GO:0032231,GO:1904706,GO:0044272,GO:0035967,GO:0006637
GO:0010907,GO:0050685,GO:0006112,GO:0090181,GO:0018212,GO:0001944,GO:0015931,GO:0014065,GO:0090218,GO:0035383,GO:0072384,GO:0043038
GO:0060603,GO:0048008,GO:0032922,GO:0032965,GO:0046890,GO:0032869,GO:0048511,GO:0032232,GO:1903053,GO:0034284,GO:1901016,GO:0035383
GO:0007160,GO:0019915,GO:0032835,GO:0032967,GO:0007626,GO:0035150,GO:0050821,GO:0050853,GO:0046580,GO:1902806,GO:0030865,GO:0072523
GO:0006638,GO:0010595,GO:0003148,GO:0060512,GO:0006457,GO:1901342,GO:0034660,GO:0034122,GO:0071880,GO:0046822,GO:0055067,GO:0055092
GO:0005977,GO:0060612,GO:0046320,GO:0046326,GO:0042552,GO:0048511,GO:0008380,GO:1905898,GO:0038083,GO:0062207,GO:1905953,GO:0009166
GO:0006073,GO:1903960,GO:0060444,GO:1900024,GO:0023061,GO:0055001,GO:0015849,GO:1901224,GO:0002042,GO:0048511,GO:0036503,GO:0009261
GO:0044042,GO:0032869,GO:1901863,GO:1903825,GO:1903959,GO:0044262,GO:0034976,GO:0033003,GO:1901623,GO:0090276,GO:0090174,GO:0045923
GO:0033143,GO:0045912,GO:0046622,GO:0014065,GO:0008360,GO:0061013,GO:0010810,GO:0061077,GO:0048635,GO:1903959,GO:0034976,GO:0009116
GO:0046324,GO:0043620,GO:0014896,GO:0048678,GO:1902652,GO:0045765,GO:0006397,GO:0043300,GO:0050918,GO:0071456,GO:0009185,GO:0032374
GO:1903959,GO:0032768,GO:0014743,GO:0060412,GO:0098657,GO:0046890,GO:0008654,GO:0010595,GO:0048535,GO:0009749,GO:1903959,GO:0032371
GO:0016575,GO:0006006,GO:0051693,GO:0010712,GO:0090263,GO:0048738,GO:0072330,GO:0032881,GO:0051016,GO:0046165,GO:1902369,GO:0042632
GO:0060191,GO:0036294,GO:0071260,GO:0048013,GO:0051963,GO:0007178,GO:0006396,GO:0043506,GO:0043407,GO:1904063,GO:0009119,GO:0030522
GO:0006639,GO:0071456,GO:0048641,GO:1902475,GO:0008203,GO:1901654,GO:0045580,GO:0032008,GO:0043116,GO:1901991,GO:0010595,GO:0006112
GO:0045601,GO:0006040,GO:1900181,GO:0071634,GO:0010811,GO:0031589,GO:0045216,GO:0032885,GO:0042310,GO:0016241,GO:0032092,GO:1901605
GO:0032885,GO:0010765,GO:0051146,GO:0030501,GO:1903531,GO:0051147,GO:0006575,GO:0032735,GO:0043550,GO:0009266,GO:0050673,GO:1901606
GO:0006476,GO:0097009,GO:0010611,GO:0042310,GO:0046777,GO:0046777,GO:0016071,GO:0048008,GO:0070228,GO:0034032,GO:0048260,GO:0000959
GO:0016202,GO:0019217,GO:0043536,GO:0032835,GO:0048259,GO:0001667,GO:0031503,GO:1900026,GO:0014741,GO:0033875,GO:1904705,GO:0009066
GO:0046676,GO:0046890,GO:0014897,GO:1905039,GO:0015711,GO:0009895,GO:0034329,GO:0010762,GO:1904376,GO:0033865,GO:0150116,GO:0046839
GO:0031952,GO:0051155,GO:0055007,GO:0061098,GO:0018105,GO:0003007,GO:0031647,GO:0001954,GO:0048634,GO:0010212,GO:0014068,GO:0042398
GO:0034440,GO:0051145,GO:0014902,GO:0061005,GO:0050796,GO:0021782,GO:0016569,GO:0033144,GO:0043551,GO:0016125,GO:0034620,GO:0006418
GO:1903961,GO:0051149,GO:0031032,GO:0043550,GO:0030177,GO:0010769,GO:0006605,GO:0050873,GO:0051154,GO:0009746,GO:0003158,GO:0070873
GO:0032869,GO:0007623,GO:0009225,GO:1902930,GO:0045055,GO:0034250,GO:0016570,GO:0150115,GO:0046320,GO:0019751,GO:0001952,GO:1901292
GO:0006606,GO:0033120,GO:0042692,GO:0001569,GO:0046942,GO:0045727,GO:0010608,GO:0046320,GO:0060037,GO:0032368,GO:0006885,GO:0006778
GO:0010906,GO:0006637,GO:0060419,GO:0043090,GO:0030308,GO:0046822,GO:0033673,GO:0003170,GO:0050858,GO:0044262,GO:0003014,GO:0043039
GO:0010828,GO:0035383,GO:0060048,GO:0010714,GO:0099504,GO:0051146,GO:0032886,GO:0051492,GO:1900745,GO:0009743,GO:0050821,GO:0034198
GO:0010517,GO:0051153,GO:0003300,GO:0032330,GO:0046883,GO:0043484,GO:0046942,GO:0050810,GO:1904752,GO:1902652,GO:0055088,GO:0042158
GO:1901998,GO:0008203,GO:0140115,GO:0051893,GO:0045926,GO:0045834,GO:0003018,GO:0050869,GO:0010830,GO:2001237,GO:0061008,GO:1990928
GO:0006112,GO:0060135,GO:0120161,GO:0090109,GO:0040013,GO:0008015,GO:0006469,GO:0046580,GO:0035162,GO:0009895,GO:0046889,GO:0033013
GO:0042773,GO:0010718,GO:0045661,GO:2001239,GO:0048511,GO:0043487,GO:0018205,GO:0035023,GO:1903523,GO:0019218,GO:0045600,GO:0035456
GO:0019748,GO:1902652,GO:0060047,GO:0030517,GO:0008277,GO:0048545,GO:0010498,GO:1903202,GO:1902893,GO:0036293,GO:0050818,GO:0006766
GO:0044058,GO:0006112,GO:0001709,GO:0150116,GO:0007163,GO:0003013,GO:0006412,GO:0090630,GO:0051058,GO:0001666,GO:0050771,GO:1902652
GO:0006111,GO:2000144,GO:0010762,GO:0033144,GO:1901888,GO:0050679,GO:0016070,GO:0006826,GO:0043502,GO:0071453,GO:0010594,GO:0034032
GO:0051851,GO:0070534,GO:0019915,GO:0015804,GO:0008361,GO:0008016,GO:0015711,GO:0061098,GO:0001782,GO:1905952,GO:0030258,GO:0033875
GO:0032881,GO:1901655,GO:0007595,GO:0007173,GO:0060041,GO:0010810,GO:0043043,GO:0050766,GO:0048641,GO:0062013,GO:0008654,GO:0033865
GO:0042073,GO:0120162,GO:0010927,GO:0008347,GO:2000146,GO:0030278,GO:0022613,GO:0051058,GO:0071354,GO:0070482,GO:0045807,GO:0042157
GO:0001952,GO:0051353,GO:0060420,GO:0006835,GO:0018209,GO:0050678,GO:0006518,GO:0050764,GO:0046473,GO:0000302,GO:0046942,GO:0006520
GO:0043627,GO:0016125,GO:0002026,GO:0060325,GO:0030336,GO:0034504,GO:0006644,GO:0043507,GO:1901861,GO:0031330,GO:0019751,GO:0033209
GO:0051170,GO:0032890,GO:0051497,GO:0003151,GO:0034330,GO:0003205,GO:0006631,GO:0055023,GO:0002053,GO:0031669,GO:0043535,GO:0051205
GO:0120193,GO:0043489,GO:0060538,GO:0010559,GO:0051271,GO:0010811,GO:0044265,GO:0048255,GO:0033137,GO:0033157,GO:0009267,GO:0046148
GO:1905953,GO:0150116,GO:0060612,GO:0015807,GO:0060284,GO:0032868,GO:0007005,GO:0045823,GO:0043552,GO:0006066,GO:0042594,GO:0006606
