SAMPLE2,SAMPLE6
YEL057C,YFR008W
YEL058W,YFR009W
YEL060C,YFR009W-A
YEL061C,YFR011C
YEL062W,YFR013W
YEL063C,YFR015C
YEL064C,YFR020W
YEL065W,YFR022W
YEL066W,YFR023W
YEL069C,YFR025C
YEL070W,YFR026C
YEL071W,YFR027W
YEL072W,YFR028C
YEL073C,YFR029W
YEL077C,YFR030W
YER001W,YFR031C
YER002W,YFR031C-A
YER003C,YFR032C
YER004W,YFR032C-A
YER005W,YFR033C
YER006W,YFR034C
YER007C-A,YFR034W-A
YER007W,YFR035C
YER009W,YFR036W
YER010C,YFR037C
YER013W,YFR038W
YER015W,YFR041C
YER016W,YFR042W
YER017C,YFR044C
YER018C,YFR045W
YER019W,YFR046C
YER020W,YFR051C
YER021W,YFR052W
YER022W,YFR053C
YER025W,YFR054C
YER027C,YFR055W
YER028C,YGL001C
YER029C,YGL003C
YER030W,YGL005C
YER031C,YGL006W
YER034W,YGL007C-A
YER035W,YGL008C
YER036C,YGL009C
YER037W,YGL010W
YER038C,YGL012W
YER038W-A,YGL014W
YER039C,YGL015C
YER039C-A,YGL019W
YER040W,YGL020C
YER042W,YGL021W
YER043C,YGL022W
YER044C,YGL025C
YER044C-A,YGL027C
YER045C,YGL028C
YER048C,YGL029W
YER048W-A,YGL030W
YER049W,YGL031C
YER050C,YGL032C
YER052C,YGL033W
YER053C,YGL035C
YER053C-A,YGL036W
YER054C,YGL037C
YER055C,YGL038C
YER056C,YGL039W
YER056C-A,YGL040C
YER058W,YGL041W-A
YER060W,YGL043W
YER060W-A,YGL045W
YER061C,YGL055W
YER062C,YGL059W
YER064C,YGL061C
YER065C,YGL063W
YER066W,YGL064C
YER067W,YGL065C
YER068W,YGL067W
YER069W,YGL068W
YER070W,YGL070C
YER072W,YGL073W
YER073W,YGL075C
YER074W,YGL076C
YER075C,YGL077C
YER077C,YGL078C
YER078C,YGL080W
YER080W,YGL081W
YER081W,YGL085W
YER082C,YGL087C
YER083C,YGL090W
YER084W,YGL091C
YER084W-A,YGL092W
YER086W,YGL093W
YER087C-B,YGL096W
YER087W,YGL097W
YER089C,YGL098W
YER090W,YGL099W
YER091C,YGL100W
YER092W,YGL101W
YER093C,YGL103W
YER093C-A,YGL105W
YER094C,YGL106W
YER095W,YGL107C
YER096W,YGL111W
YER098W,YGL112C
YER099C,YGL114W
YER100W,YGL115W
YER101C,YGL116W
YER102W,YGL117W
YER103W,YGL120C
YER104W,YGL121C
YER105C,YGL122C
YER106W,YGL123W
YER107C,YGL125W
YER109C,YGL129C
YER110C,YGL130W
YER113C,YGL133W
YER114C,YGL134W
YER115C,YGL135W
YER116C,YGL136C
YER117W,YGL137W
YER118C,YGL139W
YER119C,YGL140C
YER119C-A,YGL142C
YER120W,YGL143C
YER121W,YGL144C
YER122C,YGL147C
YER123W,YGL148W
YER124C,YGL153W
YER126C,YGL154C
YER127W,YGL155W
YER128W,YGL156W
YER129W,YGL157W
YER130C,YGL159W
YER131W,YGL162W
YER132C,YGL166W
YER134C,YGL169W
YER135C,YGL170C
YER137C,YGL171W
YER139C,YGL172W
YER140W,YGL173C
YER141W,YGL174W
YER143W,YGL176C
YER145C,YGL178W
YER145C-A,YGL179C
YER147C,YGL180W
YER148W,YGL182C
YER149C,YGL183C
YER150W,YGL184C
YER151C,YGL185C
YER152C,YGL186C
YER154W,YGL187C
YER155C,YGL188C
YER156C,YGL189C
YER157W,YGL190C
YER158C,YGL191W
YER159C,YGL194C
YER161C,YGL195W
YER163C,YGL200C
YER164W,YGL202W
YER165W,YGL203C
YER166W,YGL205W
YER167W,YGL208W
YER168C,YGL211W
YER169W,YGL213C
YER170W,YGL215W
YER171W,YGL216W
YER172C,YGL219C
YER174C,YGL220W
YER176W,YGL224C
YER177W,YGL225W
YER178W,YGL226W
YER179W,YGL227W
YER180C,YGL228W
YER182W,YGL229C
YER183C,YGL230C
YER184C,YGL232W
YER186C,YGL234W
YFL001W,YGL236C
YFL002C,YGL237C
YFL003C,YGL238W
YFL004W,YGL240W
YFL007W,YGL243W
YFL008W,YGL244W
YFL009W,YGL246C
YFL010C,YGL252C
YFL012W,YGL253W
YFL013W-A,YGL254W
YFL014W,YGL255W
YFL015C,YGL262W
YFL016C,YGR001C
YFL017C,YGR002C
YFL018C,YGR003W
YFL021W,YGR004W
YFL022C,YGR005C
YFL023W,YGR006W
YFL024C,YGR007W
YFL025C,YGR008C
YFL026W,YGR012W
YFL027C,YGR013W
YFL028C,YGR014W
YFL030W,YGR017W
YFL031W,YGR019W
YFL032W,YGR020C
YFL034C-A,YGR021W
YFL034C-B,YGR024C
YFL036W,YGR026W
YFL037W,YGR028W
YFL038C,YGR029W
YFL042C,YGR030C
YFL044C,YGR031W
YFL045C,YGR032W
YFL047W,YGR033C
YFL048C,YGR034W
YFL050C,YGR035C
YFL052W,YGR036C
YFL053W,YGR038W
YFL054C,YGR039W
YFL055W,YGR040W
YFL056C,YGR041W
YFL057C,YGR043C
YFL058W,YGR044C
YFL059W,YGR045C
YFL060C,YGR047C
YFL066C,YGR049W
YFR001W,YGR050C
YFR002W,YGR052W
YFR003C,YGR054W
YFR004W,YGR055W
YFR005C,YGR058W
YFR006W,YGR059W
YFR007W,YGR060W
YFR009W,YGR061C
YFR009W-A,YGR062C
YFR011C,YGR065C
YFR012W,YGR066C
YFR013W,YGR068C
YFR014C,YGR070W
YFR015C,YGR074W
YFR016C,YGR076C
YFR017C,YGR079W
YFR018C,YGR081C
YFR019W,YGR082W
YFR020W,YGR083C
YFR022W,YGR084C
YFR023W,YGR085C
YFR024C-A,YGR086C
YFR025C,YGR087C
YFR026C,YGR088W
YFR027W,YGR089W
YFR028C,YGR090W
YFR029W,YGR091W
YFR030W,YGR092W
YFR031C,YGR093W
YFR031C-A,YGR094W
YFR032C-A,YGR095C
YFR033C,YGR096W
YFR034C,YGR097W
YFR034W-A,YGR098C
YFR036W,YGR099W
YFR037C,YGR101W
YFR038W,YGR102C
YFR039C,YGR103W
YFR040W,YGR104C
YFR041C,YGR108W
YFR042W,YGR109C
YFR044C,YGR109W-B
YFR045W,YGR110W
YFR046C,YGR118W
YFR048W,YGR119C
YFR050C,YGR120C
YFR051C,YGR121C
YFR052C-A,YGR123C
YFR052W,YGR124W
YFR053C,YGR125W
YFR055W,YGR126W
YGL001C,YGR127W
YGL007C-A,YGR128C
YGL008C,YGR129W
YGL009C,YGR130C
YGL010W,YGR133W
YGL011C,YGR136W
YGL012W,YGR137W
YGL014W,YGR140W
YGL016W,YGR142W
YGL017W,YGR143W
YGL019W,YGR144W
YGL020C,YGR145W
YGL021W,YGR146C
YGL022W,YGR146C-A
YGL023C,YGR147C
YGL026C,YGR148C
YGL027C,YGR150C
YGL028C,YGR151C
YGL029W,YGR152C
YGL030W,YGR153W
YGL031C,YGR154C
YGL032C,YGR155W
YGL035C,YGR157W
YGL037C,YGR158C
YGL040C,YGR159C
YGL041W-A,YGR161C
YGL043W,YGR161W-C
YGL044C,YGR162W
YGL045W,YGR163W
YGL049C,YGR165W
YGL050W,YGR166W
YGL054C,YGR167W
YGL055W,YGR168C
YGL056C,YGR169C
YGL057C,YGR170W
YGL058W,YGR171C
YGL060W,YGR172C
YGL061C,YGR173W
YGL062W,YGR174C
YGL063W,YGR174W-A
YGL064C,YGR175C
YGL065C,YGR178C
YGL067W,YGR179C
YGL068W,YGR180C
YGL070C,YGR181W
YGL071W,YGR182C
YGL075C,YGR183C
YGL076C,YGR188C
YGL077C,YGR191W
YGL078C,YGR192C
YGL079W,YGR193C
YGL080W,YGR194C
YGL084C,YGR195W
YGL085W,YGR197C
YGL086W,YGR198W
YGL087C,YGR199W
YGL090W,YGR200C
YGL091C,YGR201C
YGL092W,YGR202C
YGL093W,YGR203W
YGL097W,YGR204W
YGL099W,YGR205W
YGL100W,YGR206W
YGL101W,YGR207C
YGL103W,YGR208W
YGL104C,YGR210C
YGL105W,YGR211W
YGL107C,YGR213C
YGL108C,YGR214W
YGL110C,YGR215W
YGL111W,YGR220C
YGL112C,YGR221C
YGL113W,YGR224W
YGL114W,YGR225W
YGL115W,YGR227W
YGL116W,YGR229C
YGL119W,YGR230W
YGL120C,YGR231C
YGL121C,YGR232W
YGL122C,YGR234W
YGL123W,YGR236C
YGL125W,YGR238C
YGL129C,YGR239C
YGL130W,YGR240C
YGL133W,YGR241C
YGL134W,YGR243W
YGL135W,YGR244C
YGL136C,YGR245C
YGL137W,YGR248W
YGL140C,YGR251W
YGL143C,YGR252W
YGL144C,YGR253C
YGL145W,YGR254W
YGL146C,YGR256W
YGL147C,YGR257C
YGL148W,YGR258C
YGL150C,YGR260W
YGL153W,YGR261C
YGL154C,YGR262C
YGL155W,YGR266W
YGL156W,YGR267C
YGL157W,YGR268C
YGL158W,YGR273C
YGL159W,YGR275W
YGL161C,YGR277C
YGL162W,YGR279C
YGL163C,YGR281W
YGL164C,YGR282C
YGL166W,YGR283C
YGL167C,YGR284C
YGL168W,YGR285C
YGL169W,YGR286C
YGL171W,YGR287C
YGL172W,YGR289C
YGL173C,YGR292W
YGL174W,YGR295C
YGL175C,YHL001W
YGL178W,YHL003C
YGL179C,YHL004W
YGL180W,YHL006W-A
YGL183C,YHL009C
YGL184C,YHL009W-B
YGL186C,YHL010C
YGL189C,YHL011C
YGL191W,YHL013C
YGL194C,YHL014C
YGL194C-A,YHL015W
YGL195W,YHL016C
YGL196W,YHL017W
YGL197W,YHL020C
YGL198W,YHL021C
YGL200C,YHL024W
YGL201C,YHL027W
YGL202W,YHL028W
YGL203C,YHL029C
YGL205W,YHL030W
YGL207W,YHL030W-A
YGL208W,YHL032C
YGL209W,YHL033C
YGL210W,YHL034C
YGL211W,YHL035C
YGL213C,YHL036W
YGL215W,YHL038C
YGL216W,YHL039W
YGL219C,YHL040C
YGL223C,YHR001W-A
YGL224C,YHR005C-A
YGL225W,YHR006W
YGL226C-A,YHR007C
YGL226W,YHR007C-A
YGL229C,YHR008C
YGL231C,YHR009C
YGL232W,YHR010W
YGL234W,YHR011W
YGL236C,YHR013C
YGL237C,YHR015W
YGL238W,YHR016C
YGL240W,YHR017W
YGL241W,YHR019C
YGL243W,YHR020W
YGL244W,YHR021C
YGL245W,YHR022C
YGL246C,YHR023W
YGL249W,YHR024C
YGL250W,YHR025W
YGL251C,YHR026W
YGL252C,YHR030C
YGL253W,YHR031C
YGL254W,YHR032W
YGL255W,YHR033W
YGL256W,YHR034C
YGL257C,YHR038W
YGR001C,YHR039C-A
YGR002C,YHR040W
YGR003W,YHR043C
YGR004W,YHR044C
YGR005C,YHR045W
YGR007W,YHR046C
YGR008C,YHR047C
YGR009C,YHR048W
YGR012W,YHR049W
YGR013W,YHR050W
YGR014W,YHR051W
YGR017W,YHR052W
YGR019W,YHR056C
YGR020C,YHR057C
YGR021W,YHR058C
YGR024C,YHR059W
YGR025W,YHR061C
YGR027C,YHR062C
YGR028W,YHR063C
YGR029W,YHR064C
YGR030C,YHR065C
YGR031W,YHR066W
YGR032W,YHR068W
YGR033C,YHR069C
YGR034W,YHR070W
YGR035C,YHR071C-A
YGR037C,YHR071W
YGR038W,YHR072W
YGR039W,YHR072W-A
YGR040W,YHR074W
YGR041W,YHR075C
YGR042W,YHR076W
YGR043C,YHR078W
YGR045C,YHR081W
YGR047C,YHR082C
YGR049W,YHR085W
YGR051C,YHR086W
YGR052W,YHR087W
YGR053C,YHR089C
YGR054W,YHR091C
YGR055W,YHR092C
YGR056W,YHR096C
YGR057C,YHR097C
YGR058W,YHR098C
YGR060W,YHR099W
YGR061C,YHR101C
YGR062C,YHR103W
YGR063C,YHR104W
YGR065C,YHR105W
YGR066C,YHR106W
YGR067C,YHR107C
YGR068C,YHR109W
YGR068W-A,YHR111W
YGR071C,YHR116W
YGR072W,YHR117W
YGR075C,YHR119W
YGR076C,YHR120W
YGR078C,YHR121W
YGR079W,YHR122W
YGR081C,YHR123W
YGR082W,YHR126C
YGR083C,YHR128W
YGR084C,YHR131C
YGR085C,YHR132C
YGR086C,YHR132W-A
YGR087C,YHR133C
YGR088W,YHR134W
YGR089W,YHR137W
YGR090W,YHR138C
YGR091W,YHR139C
YGR092W,YHR140W
YGR093W,YHR141C
YGR094W,YHR143W
YGR095C,YHR144C
YGR096W,YHR146W
YGR097W,YHR147C
YGR098C,YHR148W
YGR099W,YHR149C
YGR101W,YHR150W
YGR102C,YHR152W
YGR103W,YHR153C
YGR104C,YHR154W
YGR106C,YHR156C
YGR107W,YHR160C
YGR108W,YHR162W
YGR109C,YHR163W
YGR111W,YHR165C
YGR112W,YHR167W
YGR118W,YHR168W
YGR119C,YHR169W
YGR120C,YHR171W
YGR121C,YHR172W
YGR123C,YHR174W
YGR124W,YHR175W-A
YGR125W,YHR176W
YGR127W,YHR179W
YGR128C,YHR180W
YGR129W,YHR183W
YGR130C,YHR184W
YGR131W,YHR186C
YGR132C,YHR187W
YGR134W,YHR193C-A
YGR136W,YHR195W
YGR137W,YHR197W
YGR138C,YHR198C
YGR140W,YHR201C
YGR141W,YHR202W
YGR142W,YHR203C
YGR144W,YHR204W
YGR145W,YHR206W
YGR146C,YHR207C
YGR147C,YHR208W
YGR148C,YHR209W
YGR150C,YHR210C
YGR151C,YHR213W-A
YGR152C,YHR216W
YGR153W,YIL001W
YGR154C,YIL003W
YGR155W,YIL004C
YGR158C,YIL008W
YGR159C,YIL009W
YGR161C,YIL012W
YGR161W-C,YIL013C
YGR162W,YIL014W
YGR163W,YIL015W
YGR165W,YIL017C
YGR166W,YIL018W
YGR167W,YIL019W
YGR168C,YIL020C
YGR169C,YIL020C-A
YGR171C,YIL021W
YGR172C,YIL022W
YGR173W,YIL023C
YGR174C,YIL026C
YGR174W-A,YIL029C
YGR175C,YIL035C
YGR177C,YIL036W
YGR179C,YIL039W
YGR180C,YIL041W
YGR181W,YIL043C
YGR182C,YIL044C
YGR183C,YIL045W
YGR185C,YIL046W
YGR187C,YIL047C
YGR188C,YIL047C-A
YGR189C,YIL049W
YGR191W,YIL050W
YGR192C,YIL051C
YGR194C,YIL052C
YGR195W,YIL053W
YGR197C,YIL055C
YGR198W,YIL057C
YGR199W,YIL059C
YGR200C,YIL061C
YGR201C,YIL064W
YGR202C,YIL066C
YGR203W,YIL067C
YGR204W,YIL068C
YGR205W,YIL069C
YGR207C,YIL070C
YGR208W,YIL071C
YGR209C,YIL072W
YGR210C,YIL073C
YGR211W,YIL074C
YGR214W,YIL076W
YGR215W,YIL077C
YGR216C,YIL078W
YGR217W,YIL079C
YGR218W,YIL083C
YGR220C,YIL085C
YGR221C,YIL087C
YGR222W,YIL089W
YGR227W,YIL090W
YGR229C,YIL091C
YGR230W,YIL092W
YGR231C,YIL093C
YGR232W,YIL094C
YGR233C,YIL095W
YGR234W,YIL096C
YGR235C,YIL097W
YGR236C,YIL098C
YGR238C,YIL099W
YGR239C,YIL101C
YGR240C,YIL103W
YGR240C-A,YIL104C
YGR241C,YIL105C
YGR243W,YIL106W
YGR244C,YIL107C
YGR245C,YIL109C
YGR246C,YIL113W
YGR247W,YIL114C
YGR248W,YIL115C
YGR249W,YIL116W
YGR251W,YIL117C
YGR252W,YIL118W
YGR254W,YIL120W
YGR255C,YIL121W
YGR256W,YIL123W
YGR257C,YIL124W
YGR259C,YIL125W
YGR260W,YIL127C
YGR261C,YIL128W
YGR262C,YIL130W
YGR264C,YIL131C
YGR266W,YIL132C
YGR267C,YIL133C
YGR271C-A,YIL134W
YGR271W,YIL135C
YGR273C,YIL136W
YGR274C,YIL138C
YGR276C,YIL139C
YGR277C,YIL140W
YGR278W,YIL141W
YGR279C,YIL142W
YGR280C,YIL144W
YGR281W,YIL145C
YGR282C,YIL146C
YGR283C,YIL147C
YGR284C,YIL148W
YGR285C,YIL150C
YGR286C,YIL151C
YGR287C,YIL154C
YGR288W,YIL155C
YGR289C,YIL156W-B
YGR290W,YIL157C
YGR292W,YIL158W
YGR295C,YIL160C
YHL001W,YIL161W
YHL003C,YIL162W
YHL004W,YIL164C
YHL006W-A,YIL165C
YHL007C,YIL169C
YHL008C,YIR004W
YHL009C,YIR008C
YHL011C,YIR009W
YHL013C,YIR010W
YHL014C,YIR011C
YHL015W,YIR012W
YHL016C,YIR014W
YHL017W,YIR015W
YHL020C,YIR018W
YHL021C,YIR020W-A
YHL022C,YIR021W
YHL024W,YIR023W
YHL026C,YIR024C
YHL027W,YIR025W
YHL029C,YIR026C
YHL030W-A,YIR027C
YHL031C,YIR028W
YHL032C,YIR029W
YHL033C,YIR030C
YHL034C,YIR031C
YHL036W,YIR032C
YHL038C,YIR033W
YHL039W,YIR034C
YHL040C,YIR035C
YHL050C,YIR036C
YHR003C,YIR037W
YHR005C,YIR038C
YHR005C-A,YIR042C
YHR006W,YJL002C
YHR007C,YJL003W
YHR007C-A,YJL010C
YHR008C,YJL012C
YHR009C,YJL013C
YHR010W,YJL014W
YHR011W,YJL016W
YHR012W,YJL019W
YHR013C,YJL020C
YHR015W,YJL023C
YHR016C,YJL024C
YHR019C,YJL026W
YHR020W,YJL033W
YHR021C,YJL034W
YHR022C,YJL035C
YHR023W,YJL044C
YHR024C,YJL045W
YHR025W,YJL046W
YHR026W,YJL048C
YHR027C,YJL050W
YHR028C,YJL051W
YHR029C,YJL052W
YHR030C,YJL054W
YHR032W,YJL057C
YHR032W-A,YJL058C
YHR034C,YJL059W
YHR036W,YJL062W
YHR037W,YJL062W-A
YHR038W,YJL063C
YHR039C,YJL066C
YHR039C-A,YJL069C
YHR040W,YJL071W
YHR041C,YJL073W
YHR042W,YJL074C
YHR043C,YJL076W
YHR044C,YJL078C
YHR045W,YJL080C
YHR046C,YJL082W
YHR047C,YJL084C
YHR048W,YJL089W
YHR049W,YJL092W
YHR050W,YJL093C
YHR051W,YJL096W
YHR052W,YJL098W
YHR057C,YJL100W
YHR058C,YJL101C
YHR059W,YJL102W
YHR060W,YJL104W
YHR061C,YJL105W
YHR062C,YJL106W
YHR063C,YJL107C
YHR064C,YJL108C
YHR065C,YJL109C
YHR066W,YJL110C
YHR068W,YJL111W
YHR069C,YJL112W
YHR069C-A,YJL115W
YHR070W,YJL116C
YHR071W,YJL118W
YHR072W,YJL119C
YHR072W-A,YJL121C
YHR075C,YJL122W
YHR076W,YJL123C
YHR077C,YJL124C
YHR078W,YJL125C
YHR079C,YJL126W
YHR081W,YJL128C
YHR084W,YJL129C
YHR085W,YJL132W
YHR086W,YJL133C-A
YHR087W,YJL133W
YHR088W,YJL134W
YHR089C,YJL136C
YHR091C,YJL137C
YHR092C,YJL139C
YHR094C,YJL140W
YHR096C,YJL141C
YHR098C,YJL142C
YHR099W,YJL143W
YHR100C,YJL144W
YHR101C,YJL145W
YHR103W,YJL148W
YHR104W,YJL149W
YHR105W,YJL151C
YHR106W,YJL153C
YHR107C,YJL154C
YHR108W,YJL156C
YHR109W,YJL158C
YHR110W,YJL159W
YHR111W,YJL161W
YHR112C,YJL162C
YHR115C,YJL163C
YHR116W,YJL164C
YHR117W,YJL165C
YHR118C,YJL166W
YHR119W,YJL168C
YHR120W,YJL171C
YHR121W,YJL174W
YHR122W,YJL176C
YHR123W,YJL177W
YHR127W,YJL178C
YHR128W,YJL179W
YHR129C,YJL180C
YHR131C,YJL181W
YHR132W-A,YJL183W
YHR133C,YJL184W
YHR134W,YJL185C
YHR137W,YJL186W
YHR138C,YJL187C
YHR139C,YJL190C
YHR140W,YJL191W
YHR141C,YJL192C
YHR142W,YJL193W
YHR143W,YJL196C
YHR143W-A,YJL197W
YHR144C,YJL198W
YHR146W,YJL200C
YHR147C,YJL201W
YHR148W,YJL206C
YHR149C,YJL208C
YHR150W,YJL209W
YHR151C,YJL210W
YHR152W,YJL212C
YHR153C,YJL213W
YHR154W,YJL214W
YHR156C,YJL216C
YHR159W,YJL217W
YHR160C,YJL218W
YHR161C,YJR001W
YHR162W,YJR002W
YHR165C,YJR003C
YHR167W,YJR004C
YHR168W,YJR005C-A
YHR169W,YJR005W
YHR170W,YJR006W
YHR171W,YJR007W
YHR172W,YJR008W
YHR174W,YJR010W
YHR175W,YJR013W
YHR176W,YJR014W
YHR177W,YJR015W
YHR179W,YJR016C
YHR181W,YJR019C
YHR182W,YJR021C
YHR184W,YJR022W
YHR186C,YJR030C
YHR187W,YJR031C
YHR188C,YJR032W
YHR190W,YJR034W
YHR192W,YJR035W
YHR193C,YJR041C
YHR194W,YJR042W
YHR196W,YJR043C
YHR197W,YJR044C
YHR198C,YJR045C
YHR199C,YJR046W
YHR199C-A,YJR048W
YHR200W,YJR049C
YHR201C,YJR050W
YHR202W,YJR052W
YHR203C,YJR054W
YHR204W,YJR055W
YHR205W,YJR061W
YHR206W,YJR063W
YHR207C,YJR067C
YHR208W,YJR069C
YHR209W,YJR070C
YHR210C,YJR072C
YHR211W,YJR073C
YHR214C-B,YJR075W
YHR216W,YJR076C
YHR217C,YJR077C
YIL001W,YJR078W
YIL002W-A,YJR079W
YIL003W,YJR080C
YIL004C,YJR082C
YIL005W,YJR085C
YIL006W,YJR092W
YIL008W,YJR093C
YIL009C-A,YJR094C
YIL009W,YJR094W-A
YIL010W,YJR095W
YIL011W,YJR096W
YIL014W,YJR098C
YIL015W,YJR099W
YIL016W,YJR100C
YIL017C,YJR101W
YIL018W,YJR103W
YIL019W,YJR104C
YIL020C,YJR105W
YIL020C-A,YJR106W
YIL021W,YJR110W
YIL022W,YJR111C
YIL026C,YJR113C
YIL027C,YJR117W
YIL029C,YJR119C
YIL030C,YJR121W
YIL033C,YJR122W
YIL034C,YJR123W
YIL035C,YJR124C
YIL036W,YJR125C
YIL037C,YJR126C
YIL038C,YJR127C
YIL039W,YJR128W
YIL040W,YJR129C
YIL041W,YJR132W
YIL042C,YJR133W
YIL043C,YJR135W-A
YIL044C,YJR137C
YIL045W,YJR139C
YIL046W,YJR140C
YIL046W-A,YJR143C
YIL047C,YJR145C
YIL047C-A,YJR146W
YIL050W,YJR147W
YIL051C,YJR148W
YIL052C,YJR151C
YIL053W,YJR152W
YIL055C,YJR154W
YIL056W,YJR155W
YIL057C,YJR157W
YIL058W,YJR161C
YIL059C,YKL001C
YIL061C,YKL003C
YIL062C,YKL004W
YIL063C,YKL005C
YIL064W,YKL006W
YIL066C,YKL009W
YIL067C,YKL010C
YIL069C,YKL011C
YIL070C,YKL013C
YIL071C,YKL015W
YIL071W-A,YKL016C
YIL072W,YKL018W
YIL073C,YKL020C
YIL074C,YKL021C
YIL076W,YKL023C-A
YIL077C,YKL024C
YIL078W,YKL026C
YIL079C,YKL027W
YIL084C,YKL028W
YIL085C,YKL029C
YIL087C,YKL032C
YIL088C,YKL033W-A
YIL090W,YKL039W
YIL091C,YKL040C
YIL092W,YKL042W
YIL093C,YKL043W
YIL094C,YKL044W
YIL095W,YKL045W
YIL096C,YKL046C
YIL098C,YKL048C
YIL099W,YKL050C
YIL101C,YKL051W
YIL103W,YKL053C-A
YIL104C,YKL055C
YIL105C,YKL056C
YIL106W,YKL057C
YIL107C,YKL060C
YIL108W,YKL062W
YIL110W,YKL063C
YIL111W,YKL064W
YIL113W,YKL065W-A
YIL114C,YKL071W
YIL116W,YKL072W
YIL117C,YKL073W
YIL118W,YKL076C
YIL119C,YKL078W
YIL121W,YKL080W
YIL122W,YKL081W
YIL123W,YKL082C
YIL124W,YKL086W
YIL125W,YKL087C
YIL127C,YKL088W
YIL128W,YKL089W
YIL130W,YKL090W
YIL132C,YKL091C
YIL133C,YKL092C
YIL134W,YKL093W
YIL136W,YKL095W
YIL139C,YKL096C-B
YIL140W,YKL096W-A
YIL141W,YKL098W
YIL142W,YKL099C
YIL143C,YKL100C
YIL145C,YKL101W
YIL147C,YKL106W
YIL148W,YKL107W
YIL150C,YKL108W
YIL151C,YKL109W
YIL153W,YKL110C
YIL154C,YKL112W
YIL155C,YKL113C
YIL156W-B,YKL114C
YIL157C,YKL116C
YIL158W,YKL119C
YIL159W,YKL120W
YIL160C,YKL123W
YIL161W,YKL124W
YIL162W,YKL127W
YIL163C,YKL128C
YIL164C,YKL133C
YIL165C,YKL134C
YIL166C,YKL136W
YIL169C,YKL137W
YIR001C,YKL138C
YIR002C,YKL139W
YIR003W,YKL141W
YIR004W,YKL142W
YIR005W,YKL143W
YIR008C,YKL145W
YIR009W,YKL147C
YIR011C,YKL148C
YIR012W,YKL149C
YIR014W,YKL151C
YIR015W,YKL152C
YIR016W,YKL154W
YIR017C,YKL155C
YIR017W-A,YKL156W
YIR018W,YKL159C
YIR019C,YKL161C
YIR021W,YKL162C-A
YIR023C-A,YKL163W
YIR023W,YKL164C
YIR024C,YKL165C
YIR026C,YKL166C
YIR027C,YKL167C
YIR028W,YKL168C
YIR029W,YKL170W
YIR030C,YKL171W
YIR031C,YKL172W
YIR032C,YKL174C
YIR033W,YKL175W
YIR034C,YKL177W
YIR036C,YKL178C
YIR037W,YKL180W
YIR038C,YKL181W
YIR039C,YKL182W
YIR041W,YKL184W
YIR042C,YKL185W
YJL001W,YKL186C
YJL002C,YKL188C
YJL003W,YKL189W
YJL005W,YKL191W
YJL006C,YKL192C
YJL008C,YKL194C
YJL010C,YKL195W
YJL011C,YKL197C
YJL012C,YKL201C
YJL014W,YKL207W
YJL016W,YKL208W
YJL019W,YKL210W
YJL020C,YKL211C
YJL023C,YKL212W
YJL024C,YKL213C
YJL025W,YKL215C
YJL026W,YKL216W
YJL029C,YKL217W
YJL031C,YKL218C
YJL033W,YKL221W
YJL034W,YKL222C
YJL035C,YKR002W
YJL039C,YKR004C
YJL041W,YKR005C
YJL044C,YKR006C
YJL045W,YKR007W
YJL046W,YKR008W
YJL048C,YKR009C
YJL050W,YKR010C
YJL051W,YKR011C
YJL052W,YKR012C
YJL054W,YKR013W
YJL055W,YKR016W
YJL057C,YKR017C
YJL058C,YKR018C
YJL059W,YKR023W
YJL060W,YKR024C
YJL061W,YKR025W
YJL062W-A,YKR026C
YJL063C,YKR027W
YJL065C,YKR030W
YJL066C,YKR033C
YJL068C,YKR034W
YJL069C,YKR036C
YJL071W,YKR037C
YJL072C,YKR038C
YJL073W,YKR039W
YJL074C,YKR042W
YJL076W,YKR043C
YJL077C,YKR044W
YJL078C,YKR048C
YJL079C,YKR049C
YJL080C,YKR050W
YJL081C,YKR051W
YJL083W,YKR053C
YJL084C,YKR054C
YJL085W,YKR057W
YJL087C,YKR058W
YJL088W,YKR059W
YJL089W,YKR060W
YJL090C,YKR061W
YJL091C,YKR063C
YJL092W,YKR065C
YJL093C,YKR067W
YJL095W,YKR069W
YJL096W,YKR071C
YJL098W,YKR072C
YJL100W,YKR076W
YJL101C,YKR079C
YJL102W,YKR081C
YJL104W,YKR083C
YJL105W,YKR084C
YJL106W,YKR085C
YJL107C,YKR086W
YJL108C,YKR087C
YJL109C,YKR090W
YJL110C,YKR091W
YJL111W,YKR094C
YJL112W,YKR097W
YJL115W,YKR098C
YJL116C,YKR099W
YJL118W,YKR100C
YJL119C,YLL001W
YJL121C,YLL002W
YJL122W,YLL004W
YJL123C,YLL005C
YJL124C,YLL008W
YJL125C,YLL009C
YJL126W,YLL011W
YJL127C,YLL012W
YJL128C,YLL013C
YJL129C,YLL014W
YJL130C,YLL015W
YJL131C,YLL018C
YJL132W,YLL018C-A
YJL133C-A,YLL019C
YJL133W,YLL021W
YJL134W,YLL022C
YJL136C,YLL023C
YJL137C,YLL026W
YJL138C,YLL027W
YJL139C,YLL028W
YJL141C,YLL029W
YJL142C,YLL032C
YJL143W,YLL033W
YJL144W,YLL034C
YJL145W,YLL035W
YJL146W,YLL036C
YJL148W,YLL039C
YJL149W,YLL042C
YJL151C,YLL043W
YJL153C,YLL045C
YJL156C,YLL046C
YJL157C,YLL052C
YJL158C,YLL053C
YJL159W,YLL054C
YJL160C,YLL055W
YJL161W,YLL056C
