SAMPLE2,SAMPLE6
YJL162C,YLL057C
YJL163C,YLL059C
YJL164C,YLL060C
YJL166W,YLL062C
YJL167W,YLR002C
YJL168C,YLR004C
YJL170C,YLR005W
YJL171C,YLR007W
YJL172W,YLR008C
YJL173C,YLR009W
YJL174W,YLR010C
YJL177W,YLR012C
YJL178C,YLR015W
YJL179W,YLR016C
YJL180C,YLR017W
YJL181W,YLR018C
YJL183W,YLR020C
YJL184W,YLR022C
YJL185C,YLR023C
YJL186W,YLR024C
YJL187C,YLR026C
YJL189W,YLR027C
YJL190C,YLR028C
YJL191W,YLR029C
YJL192C,YLR030W
YJL193W,YLR031W
YJL194W,YLR032W
YJL196C,YLR033W
YJL197W,YLR034C
YJL198W,YLR035C
YJL199C,YLR038C
YJL200C,YLR040C
YJL201W,YLR041W
YJL203W,YLR042C
YJL205C,YLR044C
YJL207C,YLR045C
YJL208C,YLR046C
YJL209W,YLR048W
YJL210W,YLR052W
YJL211C,YLR054C
YJL212C,YLR055C
YJL213W,YLR056W
YJL214W,YLR058C
YJL216C,YLR059C
YJL218W,YLR060W
YJR001W,YLR061W
YJR002W,YLR063W
YJR003C,YLR064W
YJR004C,YLR065C
YJR005C-A,YLR067C
YJR005W,YLR069C
YJR006W,YLR070C
YJR007W,YLR071C
YJR008W,YLR073C
YJR009C,YLR074C
YJR010W,YLR075W
YJR011C,YLR079W
YJR012C,YLR080W
YJR013W,YLR081W
YJR014W,YLR083C
YJR015W,YLR084C
YJR016C,YLR089C
YJR019C,YLR090W
YJR021C,YLR091W
YJR023C,YLR092W
YJR024C,YLR093C
YJR027W,YLR094C
YJR030C,YLR096W
YJR032W,YLR099C
YJR034W,YLR099W-A
YJR039W,YLR100W
YJR041C,YLR102C
YJR042W,YLR103C
YJR043C,YLR104W
YJR044C,YLR105C
YJR045C,YLR106C
YJR046W,YLR107W
YJR048W,YLR108C
YJR050W,YLR109W
YJR051W,YLR110C
YJR052W,YLR111W
YJR054W,YLR112W
YJR055W,YLR113W
YJR056C,YLR116W
YJR057W,YLR118C
YJR059W,YLR119W
YJR061W,YLR120C
YJR062C,YLR121C
YJR063W,YLR122C
YJR064W,YLR125W
YJR065C,YLR127C
YJR066W,YLR128W
YJR067C,YLR130C
YJR068W,YLR131C
YJR069C,YLR132C
YJR070C,YLR133W
YJR072C,YLR134W
YJR073C,YLR136C
YJR075W,YLR138W
YJR076C,YLR139C
YJR077C,YLR141W
YJR078W,YLR142W
YJR079W,YLR143W
YJR080C,YLR144C
YJR082C,YLR145W
YJR084W,YLR146C
YJR085C,YLR149C
YJR088C,YLR150W
YJR089W,YLR151C
YJR090C,YLR153C
YJR092W,YLR154C
YJR093C,YLR154W-E
YJR094C,YLR163C
YJR094W-A,YLR164W
YJR095W,YLR167W
YJR096W,YLR168C
YJR097W,YLR173W
YJR099W,YLR174W
YJR100C,YLR175W
YJR101W,YLR176C
YJR102C,YLR178C
YJR103W,YLR180W
YJR104C,YLR181C
YJR105W,YLR182W
YJR106W,YLR183C
YJR108W,YLR185W
YJR111C,YLR186W
YJR113C,YLR187W
YJR115W,YLR188W
YJR116W,YLR190W
YJR117W,YLR191W
YJR118C,YLR193C
YJR119C,YLR194C
YJR121W,YLR195C
YJR122W,YLR196W
YJR123W,YLR197W
YJR124C,YLR199C
YJR125C,YLR202C
YJR126C,YLR203C
YJR127C,YLR204W
YJR129C,YLR205C
YJR130C,YLR209C
YJR131W,YLR210W
YJR132W,YLR211C
YJR133W,YLR212C
YJR135W-A,YLR214W
YJR136C,YLR215C
YJR137C,YLR216C
YJR138W,YLR219W
YJR139C,YLR220W
YJR140C,YLR222C
YJR142W,YLR223C
YJR143C,YLR224W
YJR144W,YLR226W
YJR145C,YLR228C
YJR147W,YLR229C
YJR148W,YLR237W
YJR149W,YLR239C
YJR152W,YLR242C
YJR154W,YLR244C
YJR155W,YLR246W
YKL001C,YLR248W
YKL003C,YLR249W
YKL004W,YLR251W
YKL006C-A,YLR252W
YKL006W,YLR253W
YKL008C,YLR254C
YKL009W,YLR256W
YKL011C,YLR257W
YKL012W,YLR258W
YKL013C,YLR259C
YKL014C,YLR260W
YKL015W,YLR263W
YKL016C,YLR265C
YKL018C-A,YLR267W
YKL018W,YLR268W
YKL021C,YLR270W
YKL022C,YLR272C
YKL023C-A,YLR273C
YKL024C,YLR274W
YKL026C,YLR276C
YKL027W,YLR277C
YKL028W,YLR284C
YKL029C,YLR285C-A
YKL031W,YLR285W
YKL032C,YLR286C
YKL033W,YLR287C
YKL035W,YLR287C-A
YKL037W,YLR288C
YKL039W,YLR289W
YKL040C,YLR291C
YKL041W,YLR292C
YKL042W,YLR293C
YKL043W,YLR294C
YKL045W,YLR295C
YKL046C,YLR296W
YKL048C,YLR297W
YKL050C,YLR298C
YKL051W,YLR300W
YKL052C,YLR301W
YKL053C-A,YLR303W
YKL054C,YLR306W
YKL055C,YLR307W
YKL056C,YLR309C
YKL057C,YLR310C
YKL059C,YLR311C
YKL060C,YLR312C
YKL063C,YLR312W-A
YKL065C,YLR314C
YKL065W-A,YLR316C
YKL066W,YLR318W
YKL067W,YLR323C
YKL068W,YLR324W
YKL068W-A,YLR325C
YKL069W,YLR326W
YKL072W,YLR327C
YKL073W,YLR328W
YKL074C,YLR330W
YKL075C,YLR331C
YKL076C,YLR332W
YKL077W,YLR333C
YKL078W,YLR335W
YKL079W,YLR336C
YKL080W,YLR338W
YKL081W,YLR340W
YKL082C,YLR342W
YKL085W,YLR342W-A
YKL086W,YLR343W
YKL087C,YLR344W
YKL088W,YLR345W
YKL089W,YLR346C
YKL090W,YLR347C
YKL091C,YLR348C
YKL092C,YLR350W
YKL093W,YLR352W
YKL094W,YLR353W
YKL095W,YLR355C
YKL096C-B,YLR356W
YKL096W,YLR357W
YKL096W-A,YLR359W
YKL098W,YLR362W
YKL099C,YLR364W
YKL100C,YLR366W
YKL101W,YLR367W
YKL104C,YLR368W
YKL106W,YLR370C
YKL107W,YLR372W
YKL108W,YLR373C
YKL109W,YLR374C
YKL110C,YLR375W
YKL113C,YLR376C
YKL114C,YLR377C
YKL116C,YLR380W
YKL117W,YLR382C
YKL119C,YLR383W
YKL120W,YLR386W
YKL122C,YLR387C
YKL123W,YLR390W
YKL124W,YLR390W-A
YKL125W,YLR393W
YKL126W,YLR394W
YKL127W,YLR397C
YKL128C,YLR398C
YKL130C,YLR399C
YKL133C,YLR401C
YKL134C,YLR402W
YKL136W,YLR403W
YKL137W,YLR405W
YKL138C,YLR406C
YKL138C-A,YLR407W
YKL139W,YLR409C
YKL141W,YLR411W
YKL142W,YLR412W
YKL143W,YLR413W
YKL144C,YLR414C
YKL145W,YLR420W
YKL146W,YLR426W
YKL148C,YLR429W
YKL149C,YLR431C
YKL150W,YLR432W
YKL151C,YLR433C
YKL154W,YLR434C
YKL155C,YLR435W
YKL156W,YLR436C
YKL159C,YLR437C
YKL163W,YLR438C-A
YKL164C,YLR439W
YKL165C,YLR440C
YKL165C-A,YLR441C
YKL166C,YLR443W
YKL167C,YLR446W
YKL170W,YLR447C
YKL171W,YLR448W
YKL172W,YLR449W
YKL173W,YLR453C
YKL174C,YLR454W
YKL175W,YLR455W
YKL176C,YLR457C
YKL178C,YLR459W
YKL179C,YLR460C
YKL180W,YML002W
YKL181W,YML003W
YKL182W,YML004C
YKL183W,YML006C
YKL184W,YML007W
YKL185W,YML009C
YKL186C,YML011C
YKL187C,YML014W
YKL188C,YML016C
YKL189W,YML018C
YKL191W,YML019W
YKL192C,YML021C
YKL193C,YML022W
YKL194C,YML023C
YKL195W,YML024W
YKL196C,YML025C
YKL201C,YML026C
YKL205W,YML027W
YKL206C,YML030W
YKL207W,YML031W
YKL208W,YML032C
YKL209C,YML034W
YKL210W,YML035C
YKL211C,YML036W
YKL212W,YML038C
YKL215C,YML042W
YKL216W,YML043C
YKL217W,YML046W
YKL218C,YML047C
YKL220C,YML048W
YKL221W,YML050W
YKR001C,YML051W
YKR004C,YML052W
YKR005C,YML053C
YKR006C,YML054C
YKR007W,YML055W
YKR008W,YML056C
YKR009C,YML058W
YKR013W,YML059C
YKR014C,YML060W
YKR015C,YML061C
YKR016W,YML063W
YKR018C,YML064C
YKR019C,YML067C
YKR021W,YML069W
YKR022C,YML073C
YKR023W,YML074C
YKR024C,YML077W
YKR025W,YML081C-A
YKR026C,YML082W
YKR027W,YML083C
YKR028W,YML085C
YKR030W,YML086C
YKR034W,YML087C
YKR035W-A,YML088W
YKR036C,YML091C
YKR037C,YML093W
YKR038C,YML094W
YKR039W,YML096W
YKR041W,YML098W
YKR042W,YML099C
YKR043C,YML101C
YKR044W,YML102W
YKR045C,YML104C
YKR046C,YML105C
YKR047W,YML106W
YKR048C,YML108W
YKR049C,YML109W
YKR050W,YML112W
YKR051W,YML113W
YKR052C,YML115C
YKR053C,YML116W
YKR054C,YML118W
YKR056W,YML119W
YKR057W,YML120C
YKR058W,YML121W
YKR059W,YML124C
YKR060W,YML125C
YKR061W,YML126C
YKR062W,YML127W
YKR063C,YML128C
YKR065C,YML129C
YKR066C,YML130C
YKR067W,YML131W
YKR068C,YMR001C
YKR069W,YMR002W
YKR070W,YMR003W
YKR071C,YMR005W
YKR072C,YMR006C
YKR075C,YMR008C
YKR076W,YMR009W
YKR077W,YMR010W
YKR079C,YMR012W
YKR080W,YMR013C
YKR081C,YMR013C-A
YKR082W,YMR014W
YKR083C,YMR015C
YKR084C,YMR016C
YKR085C,YMR017W
YKR086W,YMR018W
YKR087C,YMR020W
YKR088C,YMR021C
YKR090W,YMR022W
YKR092C,YMR023C
YKR093W,YMR024W
YKR094C,YMR030W
YKR097W,YMR030W-A
YKR098C,YMR031C
YKR099W,YMR032W
YKR100C,YMR033W
YKR101W,YMR034C
YKR102W,YMR036C
YLL001W,YMR038C
YLL002W,YMR039C
YLL004W,YMR040W
YLL005C,YMR041C
YLL008W,YMR042W
YLL009C,YMR045C
YLL010C,YMR046C
YLL011W,YMR047C
YLL012W,YMR048W
YLL013C,YMR049C
YLL014W,YMR053C
YLL015W,YMR054W
YLL018C,YMR056C
YLL018C-A,YMR058W
YLL021W,YMR059W
YLL022C,YMR060C
YLL023C,YMR062C
YLL024C,YMR064W
YLL026W,YMR066W
YLL027W,YMR069W
YLL028W,YMR073C
YLL031C,YMR075C-A
YLL033W,YMR075W
YLL034C,YMR076C
YLL035W,YMR078C
YLL036C,YMR079W
YLL038C,YMR084W
YLL039C,YMR085W
YLL040C,YMR088C
YLL041C,YMR089C
YLL043W,YMR090W
YLL045C,YMR091C
YLL048C,YMR093W
YLL050C,YMR094W
YLL051C,YMR095C
YLL052C,YMR096W
YLL053C,YMR097C
YLL054C,YMR098C
YLL055W,YMR100W
YLL056C,YMR101C
YLL057C,YMR103C
YLL058W,YMR104C
YLL059C,YMR107W
YLL060C,YMR108W
YLL061W,YMR110C
YLL062C,YMR111C
YLR002C,YMR113W
YLR003C,YMR114C
YLR004C,YMR115W
YLR005W,YMR116C
YLR007W,YMR117C
YLR008C,YMR118C
YLR009W,YMR119W
YLR010C,YMR120C
YLR014C,YMR121C
YLR015W,YMR122W-A
YLR016C,YMR127C
YLR017W,YMR128W
YLR018C,YMR129W
YLR019W,YMR131C
YLR020C,YMR132C
YLR021W,YMR134W
YLR022C,YMR136W
YLR023C,YMR137C
YLR026C,YMR138W
YLR027C,YMR139W
YLR028C,YMR140W
YLR029C,YMR142C
YLR030W,YMR143W
YLR032W,YMR144W
YLR033W,YMR145C
YLR035C,YMR146C
YLR036C,YMR147W
YLR039C,YMR148W
YLR040C,YMR149W
YLR041W,YMR152W
YLR042C,YMR154C
YLR043C,YMR157C
YLR044C,YMR158C-A
YLR045C,YMR158W
YLR048W,YMR159C
YLR049C,YMR160W
YLR050C,YMR161W
YLR051C,YMR164C
YLR052W,YMR165C
YLR054C,YMR166C
YLR055C,YMR169C
YLR056W,YMR170C
YLR057W,YMR171C
YLR058C,YMR173W
YLR060W,YMR173W-A
YLR061W,YMR174C
YLR063W,YMR175W
YLR064W,YMR175W-A
YLR065C,YMR177W
YLR066W,YMR179W
YLR067C,YMR180C
YLR068W,YMR181C
YLR069C,YMR182W-A
YLR070C,YMR183C
YLR071C,YMR186W
YLR072W,YMR187C
YLR073C,YMR188C
YLR074C,YMR189W
YLR075W,YMR190C
YLR077W,YMR191W
YLR078C,YMR193W
YLR079W,YMR194C-B
YLR081W,YMR194W
YLR083C,YMR196W
YLR084C,YMR197C
YLR085C,YMR198W
YLR088W,YMR199W
YLR089C,YMR200W
YLR090W,YMR201C
YLR091W,YMR202W
YLR092W,YMR203W
YLR093C,YMR205C
YLR095C,YMR206W
YLR096W,YMR209C
YLR100W,YMR210W
YLR101C,YMR211W
YLR102C,YMR214W
YLR103C,YMR215W
YLR104W,YMR216C
YLR105C,YMR217W
YLR106C,YMR220W
YLR107W,YMR221C
YLR108C,YMR222C
YLR109W,YMR223W
YLR110C,YMR225C
YLR112W,YMR228W
YLR113W,YMR230W
YLR115W,YMR231W
YLR116W,YMR232W
YLR117C,YMR235C
YLR121C,YMR236W
YLR126C,YMR237W
YLR129W,YMR239C
YLR130C,YMR240C
YLR131C,YMR241W
YLR132C,YMR242C
YLR133W,YMR243C
YLR134W,YMR244C-A
YLR135W,YMR244W
YLR136C,YMR246W
YLR137W,YMR250W
YLR138W,YMR251W
YLR139C,YMR251W-A
YLR142W,YMR252C
YLR143W,YMR253C
YLR144C,YMR255W
YLR145W,YMR256C
YLR146C,YMR257C
YLR146W-A,YMR258C
YLR147C,YMR260C
YLR149C,YMR263W
YLR150W,YMR267W
YLR151C,YMR268C
YLR152C,YMR270C
YLR163C,YMR271C
YLR164W,YMR272C
YLR165C,YMR274C
YLR166C,YMR275C
YLR167W,YMR277W
YLR168C,YMR279C
YLR172C,YMR281W
YLR173W,YMR282C
YLR174W,YMR283C
YLR175W,YMR284W
YLR176C,YMR285C
YLR177W,YMR286W
YLR178C,YMR287C
YLR179C,YMR288W
YLR180W,YMR290C
YLR182W,YMR291W
YLR183C,YMR292W
YLR185W,YMR293C
YLR186W,YMR294W
YLR187W,YMR295C
YLR188W,YMR296C
YLR190W,YMR297W
YLR191W,YMR298W
YLR192C,YMR299C
YLR193C,YMR300C
YLR194C,YMR301C
YLR195C,YMR302C
YLR196W,YMR303C
YLR197W,YMR304C-A
YLR198C,YMR304W
YLR199C,YMR305C
YLR200W,YMR306W
YLR201C,YMR307W
YLR202C,YMR308C
YLR203C,YMR309C
YLR204W,YMR310C
YLR205C,YMR312W
YLR206W,YMR317W
YLR209C,YMR318C
YLR210W,YMR319C
YLR211C,YMR320W
YLR212C,YMR322C
YLR213C,YMR323W
YLR214W,YMR325W
YLR215C,YNL001W
YLR216C,YNL002C
YLR218C,YNL003C
YLR219W,YNL004W
YLR220W,YNL005C
YLR221C,YNL007C
YLR222C,YNL008C
YLR222C-A,YNL009W
YLR223C,YNL010W
YLR224W,YNL014W
YLR226W,YNL015W
YLR227C,YNL016W
YLR227W-B,YNL020C
YLR228C,YNL021W
YLR229C,YNL022C
YLR231C,YNL023C
YLR233C,YNL024C
YLR237W,YNL025C
YLR239C,YNL026W
YLR243W,YNL029C
YLR244C,YNL030W
YLR248W,YNL031C
YLR249W,YNL032W
YLR251W,YNL035C
YLR252W,YNL036W
YLR253W,YNL037C
YLR254C,YNL039W
YLR257W,YNL040W
YLR258W,YNL042W
YLR259C,YNL044W
YLR260W,YNL046W
YLR261C,YNL049C
YLR262C,YNL050C
YLR262C-A,YNL052W
YLR263W,YNL055C
YLR264W,YNL057W
YLR266C,YNL058C
YLR270W,YNL059C
YLR272C,YNL061W
YLR273C,YNL062C
YLR274W,YNL064C
YLR275W,YNL065W
YLR276C,YNL066W
YLR277C,YNL067W
YLR278C,YNL067W-B
YLR280C,YNL069C
YLR281C,YNL070W
YLR284C,YNL071W
YLR285W,YNL072W
YLR286C,YNL073W
YLR287C,YNL074C
YLR287C-A,YNL075W
YLR288C,YNL077W
YLR289W,YNL078W
YLR290C,YNL079C
YLR291C,YNL080C
YLR292C,YNL081C
YLR293C,YNL083W
YLR294C,YNL086W
YLR295C,YNL087W
YLR296W,YNL090W
YLR298C,YNL092W
YLR300W,YNL093W
YLR301W,YNL094W
YLR303W,YNL095C
YLR304C,YNL096C
YLR305C,YNL097C
YLR307W,YNL098C
YLR308W,YNL099C
YLR309C,YNL100W
YLR311C,YNL102W
YLR312C,YNL104C
YLR312W-A,YNL108C
YLR313C,YNL109W
YLR314C,YNL110C
YLR316C,YNL112W
YLR317W,YNL113W
YLR318W,YNL115C
YLR319C,YNL116W
YLR320W,YNL118C
YLR321C,YNL119W
YLR323C,YNL121C
YLR324W,YNL122C
YLR325C,YNL123W
YLR326W,YNL124W
YLR327C,YNL125C
YLR328W,YNL126W
YLR329W,YNL128W
YLR330W,YNL129W
YLR331C,YNL131W
YLR332W,YNL132W
YLR333C,YNL133C
YLR335W,YNL134C
YLR336C,YNL135C
YLR337C,YNL137C
YLR340W,YNL138W
YLR342W,YNL140C
YLR342W-A,YNL141W
YLR343W,YNL142W
YLR344W,YNL144C
YLR345W,YNL146C-A
YLR346C,YNL148C
YLR347C,YNL149C
YLR348C,YNL152W
YLR351C,YNL154C
YLR352W,YNL157W
YLR354C,YNL160W
YLR355C,YNL162W
YLR356W,YNL162W-A
YLR357W,YNL164C
YLR359W,YNL165W
YLR361C,YNL166C
YLR363C,YNL169C
YLR363W-A,YNL173C
YLR364W,YNL175C
YLR367W,YNL177C
YLR368W,YNL178W
YLR370C,YNL179C
YLR372W,YNL180C
YLR373C,YNL181W
YLR375W,YNL182C
YLR378C,YNL183C
YLR380W,YNL184C
YLR381W,YNL185C
YLR382C,YNL186W
YLR383W,YNL187W
YLR384C,YNL188W
YLR385C,YNL189W
YLR386W,YNL190W
YLR388W,YNL192W
YLR389C,YNL194C
YLR390W,YNL195C
YLR390W-A,YNL196C
YLR393W,YNL197C
YLR394W,YNL200C
YLR396C,YNL202W
YLR397C,YNL203C
YLR398C,YNL206C
YLR399C,YNL207W
YLR401C,YNL208W
YLR403W,YNL209W
YLR405W,YNL211C
YLR406C,YNL212W
YLR407W,YNL213C
YLR409C,YNL216W
YLR410W,YNL217W
YLR411W,YNL218W
YLR412W,YNL220W
YLR413W,YNL221C
YLR414C,YNL222W
YLR418C,YNL223W
YLR419W,YNL225C
YLR420W,YNL229C
YLR424W,YNL230C
YLR426W,YNL231C
YLR429W,YNL233W
YLR430W,YNL236W
YLR431C,YNL238W
YLR432W,YNL239W
YLR435W,YNL240C
YLR436C,YNL243W
YLR438C-A,YNL244C
YLR438W,YNL245C
YLR439W,YNL246W
YLR440C,YNL247W
YLR441C,YNL248C
YLR443W,YNL249C
YLR446W,YNL250W
YLR447C,YNL252C
YLR448W,YNL254C
YLR449W,YNL255C
YLR450W,YNL257C
YLR451W,YNL258C
YLR452C,YNL260C
YLR453C,YNL261W
YLR455W,YNL262W
YLR457C,YNL263C
YLR459W,YNL264C
YLR464W,YNL268W
YLR466C-B,YNL269W
YLR466W,YNL270C
YML002W,YNL271C
YML004C,YNL272C
YML005W,YNL273W
YML006C,YNL277W
YML007W,YNL277W-A
YML008C,YNL279W
YML009C,YNL280C
YML009W-B,YNL281W
YML010W,YNL282W
YML011C,YNL283C
YML012W,YNL284C
YML013W,YNL287W
YML014W,YNL288W
YML015C,YNL289W
YML016C,YNL290W
YML017W,YNL291C
YML018C,YNL292W
YML019W,YNL295W
YML020W,YNL298W
YML021C,YNL299W
YML022W,YNL300W
YML023C,YNL301C
YML024W,YNL302C
YML025C,YNL304W
YML026C,YNL305C
YML027W,YNL306W
YML028W,YNL307C
YML029W,YNL309W
YML030W,YNL310C
YML031W,YNL312W
YML035C,YNL313C
YML036W,YNL314W
YML037C,YNL315C
YML038C,YNL316C
YML041C,YNL318C
YML042W,YNL319W
YML043C,YNL320W
YML046W,YNL321W
YML047C,YNL322C
YML048W,YNL323W
YML050W,YNL325C
YML051W,YNL326C
YML052W,YNL327W
YML054C,YNL328C
YML055W,YNL329C
YML056C,YNL330C
YML057W,YNL331C
YML058W,YNL332W
YML059C,YNL333W
YML060W,YNL334C
YML061C,YNL335W
YML062C,YNR001C
YML063W,YNR002C
YML064C,YNR003C
YML067C,YNR006W
YML069W,YNR007C
YML071C,YNR008W
YML072C,YNR009W
YML073C,YNR012W
YML074C,YNR013C
YML075C,YNR014W
YML076C,YNR015W
YML077W,YNR016C
YML078W,YNR017W
YML080W,YNR018W
YML081C-A,YNR020C
YML081W,YNR021W
YML082W,YNR022C
YML085C,YNR023W
YML086C,YNR027W
YML087C,YNR028W
YML088W,YNR029C
YML091C,YNR031C
YML092C,YNR032C-A
YML093W,YNR032W
YML094W,YNR033W
YML096W,YNR034W
YML097C,YNR035C
YML098W,YNR036C
YML099C,YNR037C
YML100W,YNR038W
YML101C,YNR039C
YML102W,YNR040W
YML103C,YNR041C
YML105C,YNR043W
YML106W,YNR044W
YML107C,YNR045W
YML108W,YNR048W
YML109W,YNR050C
YML110C,YNR052C
YML111W,YNR053C
YML112W,YNR054C
YML113W,YNR056C
YML114C,YNR058W
YML115C,YNR060W
YML116W,YNR062C
YML116W-A,YNR064C
YML117W,YNR067C
YML119W,YNR068C
YML120C,YNR069C
YML121W,YNR075W
YML124C,YOL001W
YML125C,YOL002C
YML126C,YOL004W
YML127W,YOL005C
YML128C,YOL007C
YML129C,YOL010W
YML130C,YOL011W
YML131W,YOL012C
YMR001C,YOL015W
YMR002W,YOL017W
YMR003W,YOL020W
YMR005W,YOL022C
YMR006C,YOL023W
YMR007W,YOL025W
YMR009W,YOL026C
YMR010W,YOL027C
YMR012W,YOL028C
YMR013C,YOL029C
YMR013C-A,YOL030W
YMR014W,YOL031C
YMR015C,YOL032W
YMR016C,YOL033W
YMR017W,YOL038C-A
YMR018W,YOL039W
YMR019W,YOL040C
YMR020W,YOL041C
YMR021C,YOL042W
YMR023C,YOL044W
YMR024W,YOL045W
YMR025W,YOL048C
YMR026C,YOL052C
YMR027W,YOL052C-A
YMR028W,YOL053W
YMR030W,YOL054W
YMR030W-A,YOL055C
YMR031C,YOL056W
YMR032W,YOL057W
YMR033W,YOL058W
YMR034C,YOL059W
YMR035W,YOL061W
YMR036C,YOL062C
YMR038C,YOL064C
YMR039C,YOL065C
YMR040W,YOL069W
YMR041C,YOL070C
YMR042W,YOL076W
YMR043W,YOL077C
YMR044W,YOL078W
YMR048W,YOL080C
YMR049C,YOL081W
YMR052C-A,YOL082W
YMR052W,YOL083W
YMR053C,YOL084W
YMR054W,YOL087C
YMR055C,YOL089C
YMR056C,YOL090W
YMR058W,YOL091W
YMR059W,YOL092W
YMR060C,YOL093W
YMR064W,YOL094C
YMR065W,YOL095C
YMR066W,YOL096C
YMR067C,YOL098C
YMR068W,YOL099C
YMR069W,YOL100W
YMR070W,YOL101C
YMR072W,YOL103W
YMR074C,YOL103W-A
YMR075C-A,YOL103W-B
YMR075W,YOL104C
YMR076C,YOL109W
YMR078C,YOL110W
YMR079W,YOL111C
YMR080C,YOL112W
YMR081C,YOL113W
YMR083W,YOL114C
YMR084W,YOL116W
YMR085W,YOL119C
YMR087W,YOL120C
YMR088C,YOL121C
YMR089C,YOL123W
YMR090W,YOL124C
YMR091C,YOL125W
YMR093W,YOL127W
YMR095C,YOL128C
YMR096W,YOL131W
YMR097C,YOL136C
YMR098C,YOL139C
YMR099C,YOL140W
YMR100W,YOL142W
YMR103C,YOL144W
YMR104C,YOL146W
YMR105C,YOL147C
YMR107W,YOL151W
YMR108W,YOL152W
YMR110C,YOL154W
YMR111C,YOL155C
YMR112C,YOL157C
YMR113W,YOL158C
YMR114C,YOL159C
YMR116C,YOL162W
YMR117C,YOL163W
YMR118C,YOR001W
YMR120C,YOR004W
YMR121C,YOR005C
YMR122W-A,YOR006C
YMR123W,YOR007C
YMR124W,YOR008C
YMR126C,YOR008W-B
YMR127C,YOR011W
YMR128W,YOR012W
YMR129W,YOR013W
YMR130W,YOR016C
YMR131C,YOR017W
YMR132C,YOR018W
YMR133W,YOR019W
YMR134W,YOR020C
YMR136W,YOR020W-A
YMR138W,YOR021C
YMR139W,YOR025W
YMR142C,YOR026W
YMR143W,YOR027W
YMR144W,YOR028C
YMR145C,YOR031W
YMR146C,YOR032C
YMR147W,YOR032W-A
YMR148W,YOR033C
YMR149W,YOR034C
YMR152W,YOR034C-A
YMR153W,YOR036W
YMR154C,YOR037W
YMR155W,YOR038C
YMR157C,YOR039W
YMR158W,YOR040W
YMR159C,YOR043W
YMR160W,YOR044W
YMR161W,YOR045W
YMR165C,YOR046C
YMR166C,YOR049C
YMR167W,YOR054C
YMR168C,YOR056C
YMR169C,YOR061W
YMR170C,YOR062C
YMR171C,YOR063W
YMR172W,YOR065W
YMR174C,YOR067C
YMR175W,YOR072W
YMR175W-A,YOR073W
YMR177W,YOR074C
YMR179W,YOR076C
YMR180C,YOR077W
YMR181C,YOR078W
YMR182C,YOR079C
YMR182W-A,YOR081C
YMR183C,YOR084W
YMR185W,YOR085W
YMR186W,YOR086C
YMR187C,YOR087W
YMR188C,YOR090C
YMR189W,YOR091W
YMR191W,YOR092W
YMR192W,YOR093C
YMR193W,YOR095C
YMR194C-B,YOR096W
YMR194W,YOR097C
YMR195W,YOR099W
YMR196W,YOR101W
YMR197C,YOR105W
YMR199W,YOR106W
YMR200W,YOR108W
YMR202W,YOR109W
YMR203W,YOR110W
YMR205C,YOR112W
YMR206W,YOR113W
YMR207C,YOR114W
YMR208W,YOR115C
YMR210W,YOR117W
YMR211W,YOR118W
YMR212C,YOR119C
YMR213W,YOR120W
YMR214W,YOR123C
YMR215W,YOR126C
YMR216C,YOR128C
YMR217W,YOR129C
YMR218C,YOR131C
YMR220W,YOR134W
YMR221C,YOR136W
YMR223W,YOR141C
YMR224C,YOR142W
YMR225C,YOR143C
YMR226C,YOR144C
YMR227C,YOR145C
YMR228W,YOR149C
YMR229C,YOR150W
YMR230W,YOR151C
YMR231W,YOR152C
YMR232W,YOR153W
YMR233W,YOR158W
YMR234W,YOR161C
YMR235C,YOR162C
YMR236W,YOR163W
YMR239C,YOR165W
YMR240C,YOR166C
YMR241W,YOR171C
YMR242C,YOR173W
YMR243C,YOR174W
YMR244C-A,YOR177C
YMR244W,YOR178C
YMR246W,YOR180C
YMR247C,YOR184W
YMR250W,YOR185C
YMR251W,YOR186W
YMR251W-A,YOR187W
YMR257C,YOR188W
YMR258C,YOR190W
YMR259C,YOR192C
YMR260C,YOR192C-B
YMR261C,YOR192C-C
YMR262W,YOR194C
YMR263W,YOR196C
YMR264W,YOR198C
YMR265C,YOR201C
YMR266W,YOR202W
YMR267W,YOR203W
YMR268C,YOR204W
YMR269W,YOR205C
YMR270C,YOR207C
YMR271C,YOR209C
YMR272C,YOR211C
YMR273C,YOR212W
YMR274C,YOR213C
YMR275C,YOR215C
YMR276W,YOR216C
YMR277W,YOR217W
YMR278W,YOR222W
YMR279C,YOR226C
YMR281W,YOR227W
YMR282C,YOR229W
YMR283C,YOR230W
YMR285C,YOR232W
YMR286W,YOR233W
YMR287C,YOR234C
YMR288W,YOR236W
YMR290C,YOR237W
YMR291W,YOR238W
YMR292W,YOR239W
YMR293C,YOR241W
YMR294W,YOR243C
YMR295C,YOR244W
YMR296C,YOR245C
YMR297W,YOR246C
YMR300C,YOR247W
YMR301C,YOR248W
YMR302C,YOR251C
YMR303C,YOR253W
YMR304C-A,YOR254C
YMR304W,YOR255W
YMR305C,YOR257W
YMR306W,YOR258W
YMR307W,YOR259C
YMR308C,YOR261C
YMR309C,YOR262W
YMR310C,YOR264W
YMR312W,YOR266W
YMR315W,YOR269W
YMR316C-B,YOR272W
YMR316W,YOR273C
YMR318C,YOR276W
YMR319C,YOR279C
YMR322C,YOR281C
