CycID1,CycID,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,X4,X4.1,X8,X8.1,X12,X12.1,X16,X16.1,X20,X20.1,X24,X24.1,X28,X28.1,X32,X32.1,X36,X36.1,X40,X40.1
Synpcc7942_0611,mutS,1,1,24,22,14.14298793,0.999978731,1,21.06666667,20.38415685,210.4356502,1,1,22.53333333,21.22943128,207.0116468,14.40012793,0.069561922,173.4335635,236.5721553,176.0282083,205.3900449,150.9465446,208.0479672,167.8915891,275.2477988,177.1946848,237.3077029,191.2086314,227.9203847,157.7580212,225.5299381,203.2818452,227.1256111,153.7149964,218.0273857,178.326332,314.7678392
Synpcc7942_0673,mutT,0.587596282,1,28,14,4.825877415,0.964674118,1,26.65060241,10.42300877,124.3770471,0.888622102,1,27.3253012,12.1747665,123.1181693,14.71633921,0.119530198,84.13040515,163.841828,116.8478052,119.5321602,121.3237291,140.0149268,109.4261409,133.8761646,93.48796213,136.733626,120.6113524,122.4399858,86.66314084,113.2356951,112.0355927,128.9631409,122.7482824,168.4460232,132.4820782,177.3820541
Synpcc7942_0038,mutT,1,1,28,2,13.07168308,0.943600138,1,27.17444717,0.963522767,183.1325009,0.998378754,1,27.58722359,1.474337263,170.1688688,12.17928716,0.07157177,177.6776178,164.3136022,194.2281846,160.4746265,169.7743689,143.088631,171.7670347,149.4922888,193.3794212,139.5793027,201.8907763,143.8960697,187.4674874,190.5633465,200.1718743,170.613206,155.0549038,162.5015928,151.436153,178.0584786
Synpcc7942_1807,mutT,0.587596282,1,24,14,15.02171934,0.988289622,1,22.52545825,13.05481537,180.4241041,0.896330968,1,23.26272912,13.52601606,170.9462589,12.99706244,0.076030108,157.5660564,176.4064737,144.8768171,173.7822558,191.4241747,205.6339013,169.1743315,198.0422657,149.2451212,171.6395326,158.6151981,152.276237,188.9932728,182.3165409,169.8772056,119.6596855,200.8181824,194.5548082,150.833875,188.8434821
Synpcc7942_2596,mviM,1,1,20,4,82.81570275,0.932386575,1,20.36832413,2.778471533,1334.97956,0.99766088,1,20.18416206,3.395091071,1313.061812,77.82292536,0.059268288,1264.744173,1637.141908,1473.194374,1270.799743,1147.458673,1211.920605,1354.237755,1459.250904,1255.963171,1379.652995,1249.849837,1282.611033,1320.504471,1415.796675,1310.818661,1152.894318,1158.704072,1071.958712,1359.394482,1470.857615
Synpcc7942_1448,nadA,0.000382986,0.003990109,24,14,52.82680253,0.039976206,0.342205783,21.47572816,16.01707268,547.9737279,0.000185056,0.001907938,22.73786408,15.11107779,496.910102,70.24637025,0.141366356,334.8750823,336.6238414,405.001751,520.4438389,533.5059922,632.446147,529.986573,539.5682596,492.0992338,523.0037135,457.7348559,465.9226347,502.304459,455.1386606,471.4814777,539.1163616,619.3844154,585.7498842,514.9136117,538.9212546
Synpcc7942_1881,nadB,0.961527498,1,28,22,70.65450881,0.948524794,1,23.78494624,23.39344281,568.8235435,0.996012152,1,25.89247312,22.90518277,517.6251951,60.46880752,0.116819676,413.9231341,466.3092086,357.257455,542.8061942,418.6982843,480.0248408,475.8610094,554.5179837,449.8785466,605.3652084,592.1151428,675.4963241,487.9312107,537.0731149,323.5398736,608.3256813,382.4346646,576.6702277,451.3687266,702.3986218
Synpcc7942_0951,nadC,0.961527498,1,24,22,8.590811846,0.832903954,1,20.75046904,19.89862927,564.3947747,0.978706295,1,22.37523452,20.98366359,541.5008694,67.70961211,0.125040634,562.9512621,692.6619409,363.9812757,489.3751025,462.3279411,603.2141041,548.8018881,612.173885,474.1323336,606.974244,466.5519532,590.669978,488.4145026,619.825755,338.0529997,463.4329592,456.070735,592.3322001,554.3745213,692.7567463
Synpcc7942_0106,nadD,1,1,28,14,5.992742557,0.999675572,1,23.99132321,13.07478968,132.2550431,0.999999947,1,25.99566161,13.58247234,133.232623,7.442733115,0.055862693,119.3124817,109.0274777,136.8594223,144.7900994,134.3479947,133.1312588,114.0955008,131.1204033,114.0207379,150.7263353,137.5071468,137.8311501,126.4450906,111.1614672,131.768279,139.3168053,112.6859539,200.9003274,128.0435745,165.7799223
Synpcc7942_0440,nagA,0.587596282,1,24,18,17.78750725,0.830124933,1,20,17.37230397,242.6092567,0.837951568,1,22,17.80476718,244.7738518,17.92054561,0.073212663,196.9182639,266.1508683,180.0058159,216.2113323,220.2164901,272.1052456,244.4567962,249.6177764,227.3535207,250.4675278,224.8873181,232.0730413,212.3717264,258.039179,201.6317457,245.3600584,246.5443647,414.9335811,254.4512582,268.6322412
Synpcc7942_1235,narB,0.023834236,0.085761917,20,2,97.84663645,0.320578033,0.919630534,20,19.90911599,374.2871443,0.044883662,0.153516922,20,0.954557997,344.3662737,94.33754724,0.273945373,426.3998353,425.5902126,305.4713533,268.0354324,254.4402059,390.6195895,275.793777,256.006954,323.9724181,641.7844386,395.3696401,259.7725627,300.940352,233.8085752,213.4966875,268.3767584,282.2464227,468.8089053,461.0067426,435.3846113
Synpcc7942_0933,narM,0.013910279,0.057156097,24,20,32.3269328,0.100651735,0.505287943,21.3926499,19.99325636,257.5584856,0.010600412,0.046799691,22.69632495,20.06262802,235.9192777,31.69105906,0.134330095,220.1611313,242.6447139,188.0825298,180.6992252,192.925199,225.048867,251.0678239,294.1905691,232.01663,285.8895605,215.2178705,245.7236937,229.726617,229.5522878,188.4782185,220.7541881,221.0996977,262.282419,235.0763078,287.3901602
Synpcc7942_2493,natA,1,1,28,8,5.577232633,1,1,24.6325167,10.69739869,63.03456898,1,1,26.31625835,9.47377212,60.98868889,2.943311243,0.048259953,44.84596811,77.88259644,61.93999689,65.59326756,60.68128108,70.11217213,62.37169762,50.05817277,35.85563157,97.07226587,49.77810027,63.97287016,52.79388305,58.50616209,40.7822302,86.76587137,58.73483087,75.97953376,53.63121398,65.05452429
Synpcc7942_1893,natA,1,1,24,10,12.34919378,0.998352123,1,23.99132321,10.55309795,113.620941,0.999998642,1,23.99566161,10.27659931,98.82887383,12.79467879,0.129462963,48.38048212,126.5032834,104.923503,122.3787945,91.0133798,101.7285177,85.96835605,98.05717961,75.03973208,81.4415541,71.5521065,132.0354918,72.00859307,124.8285314,124.096229,122.0512535,88.95376786,138.0428667,85.57548991,126.1746242
Synpcc7942_1861,natB,1,1,24,4,41.47774075,0.999868941,1,20.36832413,4.182346107,214.1316228,0.999999991,1,22.18416206,4.126281492,225.8867212,17.74450736,0.078554894,270.9843737,363.0506849,252.2656582,224.1944437,163.5846228,193.1964612,190.0318789,264.6961294,157.8890746,260.4828892,165.6653199,252.6934962,131.8516138,280.6020769,179.1676689,298.4559422,175.3271089,202.1327647,176.1665257,302.1471177
Synpcc7942_1894,natC,1,1,24,4,29.57945088,0.999910828,1,22.25352113,3.924016855,270.8885401,0.999999996,1,23.12676056,3.966228679,274.9546713,18.7623954,0.06823814,271.2664994,425.3295785,265.9226909,317.7183682,218.7401497,262.948496,223.8498302,309.9862091,201.4483225,343.8290356,200.732097,310.086426,225.8689005,322.7798065,272.7672168,295.8146656,200.8648519,285.0356191,201.4487235,332.5173948
Synpcc7942_2495,natD,1,1,24,2,19.82113671,0.999954299,1,20,4.149744015,187.8603149,0.999999999,1,22,3.199025875,180.6289326,8.74436371,0.048410648,182.2563969,203.7472847,156.381292,163.6525798,173.106496,160.1565636,159.6601553,174.1855695,175.6280911,212.9200742,171.0341069,223.3302517,139.1930016,200.4292494,145.1985421,220.3816142,139.364914,234.8126171,142.9396753,223.5168694
Synpcc7942_2177,natD,0.819887421,1,24,0,33.09922412,0.926760239,1,22.52545825,1.593725966,259.0811336,0.968527818,1,23.26272912,0.822944755,240.8136961,29.4810951,0.122422834,242.8198263,297.9420149,179.2580837,234.5023737,162.4875498,227.4524411,193.3622646,254.2522219,224.8435061,326.6162343,206.8017645,254.9410737,246.0763765,296.9273234,194.7825612,264.3792921,214.9668958,227.9076505,204.6486638,286.5207138
Synpcc7942_2127,nblA,0.01827761,0.070889795,24,10,96.58272862,0.251353967,0.803429239,23.18658281,9.234779997,610.0860474,0.029324327,0.109635998,23.5932914,9.613651235,504.0356977,161.4427529,0.320300236,360.4890546,610.216513,797.8022195,673.2429123,513.7113793,472.3668939,491.696844,412.8506371,457.0688887,385.7271795,390.6876629,371.247631,403.1752074,556.5938023,963.5413516,747.7007562,634.3699354,392.4887381,518.6735698,440.4354853
Synpcc7942_1823,nblB,0.284044956,0.575017839,20,4,45.62571613,0.690596898,1,20.21937843,0.051444491,1138.380656,0.51567116,1,20.10968921,2.036551625,1105.526363,94.91718008,0.085857003,1210.66558,1436.434894,977.0070578,994.4596557,1013.999601,1152.969622,959.390676,1241.160713,1025.06273,1222.675432,1145.786294,1133.3693,1031.532555,1209.371491,891.3624604,981.2145471,1017.51166,1174.738215,1097.093277,1183.61411
Synpcc7942_2305,nblR,0.343341746,0.667385595,24,18,31.68863656,0.99488298,1,21.47572816,15.96030928,353.1666808,0.708501358,1,22.73786408,16.9758501,341.5188323,24.32567461,0.071227916,259.0898629,461.0284611,294.4938376,302.4011021,354.3875493,374.3570233,364.1893802,360.3780793,310.203478,368.8738297,322.1167128,339.1385422,278.4497897,363.1891137,292.7346825,326.9866359,322.4103676,368.3956643,363.8600745,392.14907
Synpcc7942_0101,ndbA,1.86E-05,0.000557637,24,0,221.0535204,0.005302259,0.287325741,22.89855072,22.08281768,1362.073817,1.69E-06,7.62E-05,23.44927536,23.03159939,1190.486382,238.7796008,0.200573148,1258.492005,1238.95571,951.7645864,1015.018279,842.3978248,1018.154299,1167.797046,1255.288672,1361.460135,1410.207568,1407.222275,1395.399943,1218.843888,1184.607514,914.0705924,1036.84158,933.4524858,1084.72576,1123.814447,1273.060194
Synpcc7942_2508,ndbB,0.961527498,1,28,12,4.860684046,0.99956266,1,27.44416873,12.00650632,235.6319195,0.999233666,1,27.72208437,12.00449225,235.4810073,10.58838331,0.044964914,204.513645,251.9290744,245.9769829,232.1408368,252.4511267,246.4878022,208.4364425,223.8350547,231.3079748,239.561343,215.4238755,268.7076927,217.6097383,216.9461197,196.0765588,261.980636,272.8399068,238.2878138,271.4561907,244.1090735
Synpcc7942_0198,ndbC,1.86E-05,0.000557637,24,12,399.7604821,0.012055393,0.287325741,22.89855072,10.83874593,746.6012021,3.66E-06,0.000118197,23.44927536,11.41203115,531.3974151,471.3600191,0.887019782,205.123635,258.7912203,1178.418574,918.1197989,1092.443406,751.199198,537.8475693,371.6723892,207.19651,243.6658999,188.4145594,183.7884045,324.8394985,378.8339643,1232.170214,1050.735838,971.0514877,761.0308736,679.7795794,498.6044295
Synpcc7942_1343,ndhA,0.961527498,1,24,22,222.3833199,0.96028428,1,23.18658281,22.07432031,2315.519888,0.996983499,1,23.5932914,22.04435142,2123.023877,298.0757651,0.140401513,1824.098657,2561.837762,1777.692483,1928.535938,1474.994117,2277.084803,1611.940807,2846.177673,1880.611483,2708.303849,1864.738358,2717.079846,1936.404806,2545.54159,1397.202527,2196.489358,1551.777534,1978.956352,1838.843886,2582.569994
Synpcc7942_1415,ndhB,0.125826047,0.302128117,24,22,246.2934837,0.557287476,1,22.43407708,20.26562656,2611.327875,0.256470614,0.604173915,23.21703854,21.12759662,2430.780749,279.6796686,0.115057546,2441.689315,2386.804906,1747.350254,2054.824797,2233.349816,2514.259073,2103.815131,2896.141874,2147.11559,2948.842784,2318.885467,2919.692334,2311.59543,2612.157655,1792.615187,2218.774333,2289.898012,2554.225801,2438.126167,2878.228308
Synpcc7942_1180,ndhC,0.125826047,0.302128117,28,22,179.4591791,0.495087885,1,26.39618138,23.81250451,3052.00627,0.235217943,0.570422778,27.19809069,22.95292538,2907.054348,168.1908532,0.057856109,2754.048399,2861.57008,2840.560941,2527.957669,2864.698431,2709.762523,2676.889578,3088.332349,2984.828732,3077.417547,2850.712899,3124.514626,3094.354546,3164.231839,2589.605678,2917.090653,2842.11088,2614.727848,2754.808396,3069.581336
Synpcc7942_1976,ndhD1,4.76E-05,0.00102981,24,10,849.4466716,0.011186781,0.287325741,22.52545825,11.05554978,3580.187569,8.22E-06,0.00020464,23.26272912,10.55510396,2794.643723,1227.447197,0.439214196,1878.458199,2668.96235,3295.659823,4358.984916,3912.596907,3908.605838,2136.795264,2270.957261,1485.298948,2377.85317,2066.964829,2186.723934,2600.288605,2937.714224,4531.278489,4115.623031,4113.837404,3681.036133,2458.732148,2584.573106
Synpcc7942_1439,ndhD2,1,1,24,14,143.7117861,0.943401548,1,20.36832413,11.04298414,1384.323907,0.998367205,1,22.18416206,12.48411419,1273.291735,85.82258013,0.067402134,910.683557,1371.393708,1322.348002,1527.551197,1434.011717,993.3649441,1458.011977,1254.809699,1148.197684,1022.628499,1433.480043,1041.818639,1509.141075,1188.561174,1778.7125,1281.211083,1420.118491,1107.961259,1203.720993,1225.4134
Synpcc7942_2092,ndhD3,1,1,28,22,181.9558532,0.999703168,1,28,21.88556025,829.696013,0.999999956,1,28,21.94278012,719.9520949,139.7065605,0.194049801,467.68958,428.3224214,622.6667979,627.5433845,438.820169,717.8669326,443.1812778,1253.410624,424.1214441,1168.243663,481.1111143,1254.667324,471.8601853,889.0687972,476.2508485,1143.186021,405.0039657,574.6325407,507.2287757,976.3822021
Synpcc7942_0609,ndhD4,1,1,20,2,68.39590559,0.952758657,1,22.52545825,20.72706258,547.835509,0.998866129,1,21.26272912,0.214345732,484.0408602,84.11023121,0.1737668,427.5003927,668.6511022,303.6229719,457.4910175,347.8299689,537.2031682,394.9616017,639.1739543,358.8487029,728.4781749,403.6763875,679.144428,389.8379884,633.1446407,314.4939139,435.0064164,322.3697632,492.6957319,412.6132143,625.3281805
Synpcc7942_1473,ndhD5,1,1,28,24,8.12903617,1,1,28,24.95937989,117.9890428,1,1,28,24.47968994,112.0552514,2.667614692,0.023806244,83.95499939,103.1560104,179.0167909,78.4230291,99.03030444,78.87726136,69.51910036,129.2766377,83.93329733,171.2606076,76.17120442,140.7728309,80.27043004,144.8890545,101.0896687,158.0841464,83.57737826,124.4094274,81.10903669,164.1041911
Synpcc7942_1346,ndhE,1,1,24,2,62.50047245,0.999997179,1,21.31021195,20.96576624,1147.134179,1,1,22.65510597,0.760870856,1101.085281,69.56301938,0.063176777,943.2393394,1357.648011,1050.17161,997.3881105,984.4186676,1123.067831,839.0880652,1335.335963,905.2741878,1433.439571,889.9773345,1376.045235,892.7522454,1373.908811,777.0446413,1134.202769,970.8649825,1200.551958,926.1965317,1347.184264
Synpcc7942_1977,ndhF1,1,1,28,14,149.8274685,0.970994807,1,28,13.59963776,2169.205908,0.999575222,1,28,13.79981888,2043.454924,116.1625417,0.056846148,1869.054951,2070.514047,1814.293766,2296.841916,2012.616419,2425.989323,1937.72017,2405.557345,1804.358415,2311.517473,1780.892654,2078.444964,1800.728381,2028.60362,1997.160428,2132.882389,2004.746395,2055.334627,2013.758362,2166.982437
Synpcc7942_2091,ndhF3,1,1,28,22,225.6058228,0.997228405,1,28,22.74325053,1392.693593,0.999996156,1,28,22.37162526,1195.076942,244.3122904,0.204432269,800.1456204,1041.728115,1031.342685,970.5013329,808.7685266,1127.823341,708.9640217,1937.079988,794.505194,2025.7821,788.230494,1954.369657,790.7415741,1670.306247,750.9103859,1653.439948,707.5658769,855.174741,823.7011781,1566.343801
Synpcc7942_0309,ndhF4,0.493766276,0.890280975,24,8,36.85412563,0.48870833,1,20.59590317,9.472812161,1104.649631,0.584370598,1,22.29795158,8.844148628,985.4081849,142.6897751,0.144802709,839.6260648,936.9447382,1222.108285,1180.823295,854.6227936,956.8151697,852.1035442,1038.390756,747.1095454,989.1078169,905.5969248,1014.046014,987.5645178,1165.366334,1351.298269,1236.569334,819.1322982,916.3423723,907.7404555,1058.932868
Synpcc7942_1345,ndhG,0.343341746,0.667385595,24,22,141.3409161,0.797749478,1,22.25352113,0.06281672,2270.848016,0.628599269,1,23.12676056,22.19578638,2152.029412,211.2062795,0.098142841,2128.338741,2343.440845,1889.668384,1942.471828,1966.95136,2097.214239,1697.198711,2587.420208,1969.509448,2501.073602,2045.773373,2619.859001,2022.080854,2338.185797,1654.56501,2178.127145,1951.638859,1929.448502,2074.590407,2490.370142
Synpcc7942_1744,ndhH,1,1,28,24,29.42202812,1,1,28,26.33667403,348.7458535,1,1,28,25.16833702,331.4590206,7.017864303,0.021172645,257.0716591,296.2837106,318.2959135,304.7444222,330.2950019,391.9172986,269.4178408,332.4759652,271.2638676,393.9426675,322.0990896,420.2147726,314.2642852,394.0262165,262.4934644,351.7746412,362.8508209,351.1103346,271.6487028,389.0925409
Synpcc7942_1344,ndhI,0.125826047,0.302128117,28,22,218.5888385,0.449365232,1,28,21.43110876,2634.230139,0.218973821,0.539312378,28,21.71555438,2443.465914,236.8476772,0.096931034,2231.494965,2157.883212,2238.863592,2134.081925,2231.69406,2420.260957,2171.6039,2896.424758,2336.072622,2840.679111,2394.888725,3008.454682,2418.824522,2540.82536,1989.349336,2556.718792,2289.428976,2128.242631,2322.132079,2499.177786
Synpcc7942_1182,ndhJ,0.819887421,1,24,14,111.3379253,0.922837345,1,22.34343434,16.30686519,1918.369606,0.96763764,1,23.17171717,15.21410212,1919.162908,108.3659677,0.056465226,1550.783504,1642.481321,1848.965981,1848.137026,1916.971337,2005.59263,1707.57729,2059.427012,1544.666768,2135.623256,1685.586011,2242.631198,1754.866565,1865.434984,1764.889889,2102.521751,2008.36919,2533.146604,1851.683925,2398.558557
Synpcc7942_1181,ndhK,1,1,28,18,184.4364295,0.985749682,1,25.90163934,16.56747927,3546.480434,0.999897978,1,26.95081967,17.28204699,3417.143924,146.7294166,0.042939197,3267.342155,2567.401605,3320.201273,3409.250038,3601.827899,3540.03997,3260.678735,3649.121092,3434.656325,3531.36806,3323.520941,3860.210068,3311.228515,3235.32111,3177.405723,3691.014585,3745.748712,3219.297377,3304.887443,3596.581547
Synpcc7942_0413,ndhL,0.050611446,0.153498781,20,4,70.27785594,0.257759613,0.814494207,21.64383562,20.60032816,1321.65764,0.069654371,0.218712968,20.82191781,1.580251486,1235.775908,110.3328812,0.089282272,1356.607331,1382.472329,1211.494091,963.6291342,1201.528705,1185.566479,1133.481075,1264.798668,1328.583388,1405.339798,1225.492554,1426.240693,1147.360198,1333.499673,1030.511089,1107.816613,1211.320448,1279.879126,1151.136948,1274.01458
Synpcc7942_0552,nfrC,0.101156161,0.253910122,24,22,51.94050765,0.538316137,1,22.80412371,19.86554867,412.450359,0.212936847,0.526527061,23.40206186,20.9191628,360.5139892,69.36267546,0.192399401,335.7993685,493.7132996,265.9668415,298.7613039,283.1845811,391.025009,358.8085897,467.8459046,375.7451221,471.4842194,344.3658902,398.5187789,306.070448,369.4345611,207.7391925,327.7779679,240.6412873,357.7700592,303.9826662,405.9469316
Synpcc7942_0546,nhaS4,0.000806317,0.006626167,24,10,51.97472161,0.053323166,0.372962593,21.72888016,9.925767986,277.656899,0.000475289,0.003880226,22.86444008,9.985671301,235.703001,77.58097357,0.329147161,171.7441023,270.3020875,362.6955365,319.6184864,259.0204582,276.2086179,248.9548058,203.6475543,126.5559092,222.7394403,155.655004,201.7629691,235.5071774,268.3864819,381.855951,365.9351837,208.1077366,211.109052,209.3399046,222.6390697
Synpcc7942_2384,nifJ,1.86E-05,0.000557637,24,12,192.363643,0.008515291,0.287325741,22.99376299,11.30173498,347.5078681,2.64E-06,0.000101009,23.4968815,11.64873252,244.3295166,233.1858234,0.954390721,64.64990027,131.2817421,366.294108,530.0785697,542.4815531,423.5034136,222.2272767,156.5935319,91.65949027,98.49419918,96.84218018,103.5274414,112.8030218,168.2113571,460.2477634,475.5258419,510.7277667,517.4920541,226.5458879,272.891097
Synpcc7942_2558,nifS,0.284044956,0.575017839,24,14,10.84439112,0.705352021,1,23.08977035,12.4141686,90.69493448,0.522453287,1,23.54488518,13.19668826,87.69618266,13.02195656,0.148489434,54.19640124,103.3690919,74.96011765,102.5248826,86.32272508,95.02592398,109.499754,83.28914483,72.13315267,76.6413457,73.36130605,79.99667733,70.4049831,84.52129107,68.74952597,127.2301195,108.4885819,115.2931213,82.67881006,114.3921871
Synpcc7942_1929,nifS,0.101156161,0.253910122,28,16,61.00934236,0.380571938,1,25.54272517,16.04090332,571.356597,0.163889104,0.429561966,26.77136259,16.05520628,520.5904924,50.11523267,0.096266131,469.0046072,396.7521068,500.4458053,523.0232602,534.3303969,610.3901474,523.8752546,562.150884,500.3777474,649.2753586,501.1988563,536.778206,454.363725,415.0175603,496.6464802,575.9560588,564.6020542,484.7868522,539.3882608,534.7509003
Synpcc7942_1739,nifS,0.155572965,0.356044746,24,14,31.83009702,0.404576283,1,21.72888016,13.37910835,356.0857587,0.23700832,0.570745374,22.86444008,13.70794796,331.7105614,35.89249518,0.108204258,257.2095095,256.5278476,382.8700335,307.5044186,425.6932742,375.6994807,339.992978,278.2093355,342.7571826,334.2702022,342.6222547,312.4650984,318.3746205,284.3533266,322.6531778,395.0049021,417.4600667,348.5607673,325.498029,329.781043
Synpcc7942_0450,nifU,0.030852159,0.104519558,24,0,380.0926354,0.22917328,0.76905858,24.41501104,23.68360534,2514.637168,0.042082325,0.144930827,24.20750552,23.84491082,2174.447521,403.5227441,0.185574837,2529.505439,2000.218656,2333.120533,1744.549213,1997.31396,1524.283844,2225.500612,1803.262629,2989.95301,2159.984408,3067.441588,2193.575263,2452.643992,1965.462897,2256.027066,1684.918204,1907.054812,1698.636149,1865.068054,1808.949367
Synpcc7942_1787,nifU,0.013910279,0.057156097,24,22,109.0188902,0.16454621,0.660838812,23.38266385,20.07412131,1037.719629,0.016204589,0.066693269,23.69133192,21.02808425,929.4770807,148.3150334,0.159568252,919.6678891,1018.800128,668.5123153,759.7920937,795.0726251,979.8619332,916.557244,1121.971799,898.3272415,1121.704731,966.8595467,1089.949616,830.4268809,963.5962626,607.062095,898.3383939,799.5150711,835.1852248,934.9019115,992.8903576
Synpcc7942_1240,nirA,1,1,24,14,280.9995964,1,1,24.41501104,11.31154854,2579.602947,1,1,24.20750552,12.66822775,2457.806716,138.7119153,0.056437276,2780.323494,1874.46172,3129.634845,2402.69405,2926.169556,1852.266269,3727.943986,2007.195318,2464.522494,1700.069597,2662.689336,1884.911269,3284.086445,2010.547948,2775.855342,1908.67193,2897.960714,2099.713816,3071.979899,2067.756291
Synpcc7942_1241,nirB,0.101156161,0.253910122,24,12,50.39594141,0.235985163,0.784382078,24.09586057,9.519848134,327.2291248,0.113032675,0.32019495,24.04793028,10.76243843,304.819971,50.2901854,0.164983237,240.7939939,339.0202143,335.0012738,363.9050955,329.4637922,366.8179392,347.0099919,261.639743,249.768074,264.1782202,258.361192,296.582037,249.4682773,342.5945443,301.7877122,332.423081,349.7941039,426.3581097,281.6118671,331.6950345
Synpcc7942_2032,norA,0.819887421,1,24,0,41.54261264,0.680106897,1,22.80412371,0.798818814,190.317264,0.88330812,1,23.40206186,0.409882167,165.5150802,43.31196518,0.261679873,149.3027155,306.6609462,83.09525768,144.9494203,92.07554792,172.6845315,128.2935079,183.503443,122.0840402,251.0544325,141.9787396,231.301302,166.7227287,221.3144181,115.0314233,132.9397523,107.0700104,151.44571,121.9515033,168.3462284
Synpcc7942_1239,nrtA,1,1,28,10,541.5628872,0.999846634,1,28,4.89441305,6454.835836,0.999999988,1,28,7.447206525,6113.812449,603.9408028,0.098783011,8736.178251,4299.888964,7037.376689,5264.526193,7440.227729,5907.348927,7092.737448,5239.845899,6539.386452,4427.38981,6589.123272,4901.491653,7301.028262,3648.085848,7254.914587,5282.114889,8163.543647,6503.581725,8504.449202,4836.240065
Synpcc7942_1238,nrtB,1,1,28,8,257.4554796,0.999999568,1,20,19.87841345,2362.808326,1,1,24,3.355619498,2522.279119,5.677928413,0.00225111,4168.436019,2634.114441,2451.832191,1272.988536,2999.221125,2495.437698,2122.733043,2165.765668,2608.541539,2005.523025,2750.877654,2244.74829,2730.860568,1682.009688,2362.675385,2198.25794,3114.1369,3162.921579,3184.350634,2086.848049
Synpcc7942_1237,nrtC,0.695784384,1,20,0,333.6555587,0.679016469,1,20,19.54896973,2773.509711,0.826703337,1,20,19.77448487,2613.887931,343.7818142,0.131521252,3148.937804,2106.530301,2620.731827,1632.731835,2601.152179,3033.475442,2771.009214,2064.726432,2995.737493,2867.062146,3042.097011,2535.77821,2687.885524,1591.461547,2187.480987,2223.051186,2889.756745,3384.747682,3091.785427,2801.619619
Synpcc7942_1236,nrtD,0.064166371,0.181355579,24,18,171.884704,0.495190643,1,21.31021195,18.50543974,2471.369835,0.141367947,0.381785454,22.65510597,18.33232661,2374.706696,395.1678024,0.166406994,2877.766295,1580.13856,2471.335533,2049.121355,2479.201793,2331.856525,2527.050261,1869.507065,2577.646347,2948.773975,2489.782022,2078.155141,2458.981337,1287.43859,1732.690823,1987.215455,2502.967298,2281.088577,3166.226947,3267.325061
Synpcc7942_0127,ntcA,1,1,28,22,54.30959676,0.999950157,1,25.54272517,23.96800097,595.2298555,0.999999999,1,26.77136259,23.07776709,569.4443527,35.95992549,0.063149148,504.3169018,677.924962,560.1387126,524.590173,469.3961913,421.9008774,719.3601053,644.3895434,539.9607412,471.9231545,543.012964,573.5142284,631.9075004,751.6142792,482.6129502,533.643818,520.8529982,545.4469613,482.0825689,636.3905418
Synpcc7942_1242,ntcB,0.493766276,0.890280975,28,8,11.47106118,0.908101828,1,28,5.776822743,194.4079837,0.808040028,1,28,6.888411372,172.5410339,18.8493129,0.109245392,177.0253478,173.6767022,168.9537693,192.1148187,158.3367772,193.3373608,157.4541719,137.980564,125.3867603,196.2756188,154.4095195,198.6048551,170.3336007,156.0205948,175.4948283,217.9356075,206.3886034,247.8368959,142.4876926,182.8529896
Synpcc7942_0447,nth,0.101156161,0.253910122,24,18,9.275637216,0.616957491,1,23.08977035,15.06598177,227.3711,0.235534566,0.570422778,23.54488518,16.51080312,225.5156599,22.1546058,0.098239767,191.5184087,146.8656038,196.8969724,231.3486609,244.3902433,270.3536781,192.0033567,193.9847024,197.419146,251.4412385,244.2098935,218.5283687,187.0701781,183.4969036,176.7909763,239.1418787,266.043142,354.947688,244.4569698,271.9347258
Synpcc7942_2022,nusA,0.001150303,0.008302183,24,14,237.3751022,0.040770607,0.342205783,21.98807157,13.24418135,1222.431884,0.000514361,0.004040247,22.99403579,13.63164809,1100.543998,229.1563807,0.208221008,771.1435861,721.1865385,955.7317856,1221.498328,1313.339027,1545.665048,1008.265335,1245.748087,881.2734823,1106.442965,848.4498206,1084.977351,896.3596024,1078.512523,1123.023648,1438.011196,1311.5197,1432.877198,1198.916797,1250.35293
Synpcc7942_2471,nusB,0.010503636,0.045485311,28,20,106.6000905,0.103011459,0.508413601,25.19362187,19.33388917,742.8612537,0.008470882,0.03898798,26.59681093,19.70421774,656.4624292,113.1416219,0.172350491,673.2841475,414.6322842,453.3041221,517.7156299,600.3273032,769.5187038,667.2726969,787.8966433,698.5753432,810.7610163,661.7612969,721.6374018,687.93001,494.83277,482.5792145,620.2982403,614.4178051,614.3516621,697.8907134,714.4230181
Synpcc7942_0635,nusG,1,1,28,18,190.1894771,1,1,28,23.91200045,5446.677762,1,1,28,20.95600022,5341.600884,147.3386512,0.027583239,5559.988129,3784.694271,5313.702201,4940.784965,6060.880621,5209.753503,5655.279979,4843.833159,5937.468763,4796.207249,5850.011467,5000.041092,6659.542507,4659.599715,5366.411187,4918.646318,6113.102844,4520.48478,5739.39496,5258.143353
