CycID1,CycID,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,X4,X4.1,X8,X8.1,X12,X12.1,X16,X16.1,X20,X20.1,X24,X24.1,X28,X28.1,X32,X32.1,X36,X36.1,X40,X40.1
Synpcc7942_1422,ccmL,0.01827761,0.070889795,24,22,548.7772552,0.115853922,0.54429484,22.99376299,20.12441291,4366.708032,0.015156249,0.063214504,23.4968815,21.0517781,3767.262317,875.8727016,0.232495809,4095.30248,4601.23322,1966.379593,3270.924283,2826.798447,3770.177875,4036.761012,4888.70021,3811.183907,4653.174044,3704.545259,4481.20932,3661.460509,3921.733953,2562.312968,2882.405797,2740.903008,2939.040929,3909.618691,3944.255902
Synpcc7942_1423,ccmM,0.004301847,0.022362422,28,20,443.3469822,0.055351673,0.376572858,24.41501104,19.88956326,2891.341857,0.002224646,0.012852363,26.20750552,20.03472824,2471.02405,553.1449515,0.223852516,2712.386252,1961.800833,1380.864275,2060.783145,1939.089828,2750.994767,2681.774371,3212.127268,2556.553147,3074.458942,2588.788148,2805.633447,2352.633185,2290.2858,1677.288325,1862.363148,1886.709482,2114.289898,2779.737158,2602.454572
Synpcc7942_1424,ccmN,0.004301847,0.022362422,24,20,178.2036341,0.165268728,0.661033192,22.80412371,19.9526328,1248.695743,0.00586464,0.02880267,23.40206186,19.98876066,1089.898399,221.764034,0.203472208,1118.569974,1035.019336,631.9209798,861.8950971,823.5169935,1292.292106,1038.406774,1382.36492,1037.045939,1454.27985,1069.565861,1305.536505,1007.861235,1017.72349,730.5857934,884.742615,920.6419703,1161.666818,1112.701724,1322.942352
Synpcc7942_1425,ccmO,0.191227213,0.414769825,24,22,62.18949881,0.431978113,1,20.9073724,20.44205914,682.7492684,0.288598275,0.662924082,22.4536862,21.26825198,636.1783195,75.23144193,0.118255275,557.853677,772.8275961,568.3810222,646.2719879,468.8739363,607.8139935,626.8442113,705.9441233,603.9303669,734.6356175,695.3488292,729.4489143,525.3778393,681.5910314,522.7595825,533.7386358,535.4475309,714.2434964,635.202749,681.1231705
Synpcc7942_0202,ccoN,0.000173248,0.002451068,24,12,636.9003997,0.01117132,0.287325741,22.71047228,12.36707719,1090.169258,2.74E-05,0.000512905,23.35523614,12.19790198,751.7572519,597.9975554,0.795466294,188.8720557,482.3871652,1461.627605,1553.390666,1501.475211,1110.722986,695.5070227,535.3652688,209.7472638,297.4016829,180.9541634,310.2466573,414.5136073,685.0842647,1762.852487,1471.682265,1348.821547,913.4683573,886.6980725,628.0039819
Synpcc7942_0511,ccsA,0.080821947,0.215237058,24,22,53.74314667,0.312880912,0.905899384,21.14722753,0.150007905,1039.981588,0.118281424,0.32944155,22.57361377,21.71310952,970.8934048,153.1737063,0.15776573,1087.412457,1204.12759,668.0826161,912.4114867,701.7906512,987.9184584,817.4704732,1061.67687,904.8881774,1251.705983,936.8861154,1117.691077,922.2727042,1045.455506,684.9965254,890.3822739,777.7900601,1012.527664,922.7822245,1130.101577
Synpcc7942_0394,cdsA,0.001150303,0.008302183,24,12,39.01025094,0.071064806,0.425363863,22.80412371,12.31370226,391.2021221,0.000851131,0.005903387,23.40206186,12.16880301,366.0601849,49.93226978,0.136404536,318.4685388,338.1253033,367.7530122,402.9923854,409.9664952,465.6733409,347.85404,378.3727988,300.4203978,352.5589935,328.2017461,379.0642762,297.5625459,361.0874283,382.0631816,414.6990883,423.0076133,443.7416227,391.2662795,353.7934365
Synpcc7942_1016,cheW,0.030852159,0.104519558,28,0,57.62517499,0.211723506,0.733317725,23.48195329,3.423977662,1235.436269,0.039395407,0.137387343,25.74097665,1.876686491,1166.930519,114.7422981,0.098328303,1168.433561,1501.713217,1295.841487,1138.443862,963.2910672,1027.568169,1162.905164,1133.490324,1174.127023,1158.550125,1080.128466,1208.528107,1244.399468,1360.06937,1317.522515,1185.155285,952.1025156,975.7207703,1095.725851,1099.286699
Synpcc7942_1838,chlB,6.94E-07,9.60E-05,24,12,266.8129281,0.011962404,0.287325741,23.18658281,12.00973318,790.229054,1.63E-07,2.06E-05,23.5932914,12.00851893,610.3185597,427.2785549,0.70009104,384.7448128,325.404472,661.9666001,1040.70035,974.1057426,1256.530642,584.2542386,442.3851104,322.3356321,312.1718025,358.0443373,323.2179104,420.5296652,364.5075568,899.9459191,991.3762298,1203.903656,1183.749307,829.0786103,547.1303908
Synpcc7942_2274,chlD,0.125826047,0.302128117,28,18,56.05479937,0.415977452,1,25.07936508,19.62514559,571.0610387,0.206745062,0.516344236,26.53968254,18.91455004,536.946892,50.24892451,0.093582671,418.6390777,506.6664217,445.0780607,568.0975794,497.7140735,568.4343025,572.734846,522.6936445,529.5030408,619.7519388,529.3023639,653.3012132,493.6850993,443.420187,488.6703026,534.2034252,529.1636781,477.1482304,586.5383323,590.073305
Synpcc7942_2084,chlG,0.695784384,1,24,0,92.0117593,0.524013804,1,22.80412371,22.70416903,444.3483586,0.732465408,1,23.40206186,23.35077408,386.6269369,82.73596926,0.213994322,386.6349865,519.8964595,233.2333327,382.3071537,303.5196227,399.9460401,272.1393628,420.5376485,353.6673711,561.0277012,380.5700871,563.2149604,331.3395312,465.8838809,197.4460048,361.3055401,286.1481033,389.4932085,308.7089172,376.1116526
Synpcc7942_2137,chlH,0.000558947,0.005135709,24,2,335.7090047,0.026820317,0.318349454,24.85393258,23.90091373,2358.3643,0.000181513,0.001883201,24.42696629,0.549466802,2006.177166,366.5578279,0.182714585,2379.536375,1750.158095,2036.802184,1825.382538,1565.270882,1673.149345,1805.847153,2066.798024,2339.117351,2181.686386,2590.122436,2290.794004,2384.043129,2022.750762,1879.977963,1913.836969,1459.430776,1540.418313,1575.406117,1867.56468
Synpcc7942_0583,chlI,0.064166371,0.181355579,24,22,56.60050248,0.643347527,1,21.64383562,20.01233451,900.3145996,0.172858997,0.447886476,22.82191781,21.0108524,828.4294245,128.2268679,0.154783092,844.8211331,972.7368624,551.1145865,671.8055275,692.2927616,937.8429333,746.2949258,1017.896065,733.3392427,978.9211482,784.9704119,994.2316213,746.2352943,903.8534158,504.6807777,672.5294549,678.5047467,954.6146195,780.0480543,1070.888156
Synpcc7942_1419,chlL,0.000173248,0.002451068,24,12,203.3384605,0.030489493,0.328261905,23.08977035,12.01324608,918.5780172,6.95E-05,0.000955114,23.54488518,12.01123889,784.7453625,279.0215235,0.355556766,566.8309873,694.3932988,765.0134104,1071.138544,1211.227723,1186.17461,668.5353115,714.0600286,522.7000843,706.8889275,540.194434,617.5789371,557.9795897,817.693281,953.5685124,981.3538344,1318.283935,923.9573265,825.1603751,842.9549604
Synpcc7942_0439,chlM,3.00E-05,0.000785877,24,22,132.3090055,0.015459791,0.291627884,22.71047228,20.76391696,922.6548241,7.22E-06,0.000185438,23.35523614,21.38119171,791.8741691,196.9787008,0.248750002,860.1535656,891.8253944,574.2584782,570.7353111,638.8704786,683.2893249,782.9265944,864.1800603,887.1625797,1033.236723,876.1646917,897.4304172,804.178222,867.3588241,461.046015,607.4816684,579.9045457,731.8541245,750.7394094,879.5844368
Synpcc7942_1420,chlN,0.000382986,0.003990109,24,12,134.5584212,0.025196366,0.318349454,22.71047228,12.29842449,505.6063668,0.000121092,0.001370541,23.35523614,12.16260108,419.9858281,168.2968409,0.400720285,270.3857361,297.2484708,371.0932247,639.0487991,570.944179,702.6157905,394.0295529,425.8064028,291.2903862,344.3767152,275.7409742,371.946235,291.4299424,368.4382448,464.7852687,636.9340838,639.0767901,598.1872363,417.6699345,482.3445596
Synpcc7942_0385,chlP,0.000382986,0.003990109,24,2,732.771788,0.022958062,0.308823201,23.08977035,0.475088245,5311.046887,0.000111153,0.001287305,23.54488518,1.223263158,4649.723589,894.1968587,0.192311831,6425.723071,5195.443276,4518.321137,3876.17102,3648.823868,3965.233211,4531.765621,5057.023562,5195.128861,5032.18013,5277.547084,5177.768606,5398.259122,5132.256876,4037.565338,3785.505373,3224.572073,3316.917524,4012.62021,4077.635686
Synpcc7942_0306,chlP,1,1,28,8,16.07119158,0.997871678,1,21.55945419,9.462191724,100.1792719,0.999997734,1,24.7797271,8.977726891,93.02090246,14.71604871,0.158201526,73.43388224,118.7008028,79.2266587,136.1307596,93.45014493,145.9455032,62.97481843,91.0906504,70.43562078,108.1383009,76.04459178,100.3339882,65.55356547,94.73476072,74.66128991,188.7766076,71.37263685,92.13407228,68.675995,104.6170974
Synpcc7942_0390,chrA,0.000558947,0.005135709,24,12,62.41388597,0.058345997,0.389494726,24.41501104,10.45634078,196.8497396,0.000369524,0.003202634,24.20750552,11.23561205,173.7134581,66.44772487,0.382513396,117.2265979,160.6043345,212.2643657,249.3580353,218.1092243,202.3313155,175.8276493,175.90138,118.0542064,119.1613647,115.4955285,123.7210121,131.2708746,163.9799096,214.5661692,251.3553155,199.9531018,304.0948399,153.1522886,291.3818523
Synpcc7942_0644,cikA,3.96E-06,0.000209882,24,12,177.6684454,0.009235513,0.287325741,23.88768898,10.51824896,405.7150574,6.63E-07,4.35E-05,23.94384449,11.25744882,308.338835,208.0901426,0.674874907,154.0138671,315.0279805,402.7134008,514.1808585,562.6807139,497.7095298,329.4318641,200.2695887,182.3663126,203.2052133,153.4458129,148.8638211,170.4443548,230.1475531,446.6098806,487.0933468,561.2317852,565.8967044,379.9595528,338.8053089
Synpcc7942_0280,cinA,1,1,24,16,12.54705691,0.999962748,1,20,16.89287383,149.4777576,0.999999999,1,22,16.62441394,143.3003087,8.346762154,0.058246645,80.04739887,171.525479,121.427803,138.7311054,113.3538852,164.8019194,122.7661728,189.2036206,132.8612959,171.3082036,113.3757016,153.4979091,127.2108856,167.7950132,109.7653094,176.081316,128.3113467,203.6040994,106.9356936,172.8089774
Synpcc7942_0089,clcD,1,1,24,4,52.09888256,0.99672154,1,20,4.32409012,431.2867977,0.99999462,1,22,4.211582899,422.3676063,20.77468889,0.049186274,486.4265563,473.4688418,335.8627759,476.8576844,375.2346204,366.6190025,356.7935322,435.3974852,387.0967428,441.8662918,427.9470269,559.1697723,360.4302914,370.1307225,347.9083715,504.5429909,363.4926035,531.1024573,420.9394188,411.1186687
Synpcc7942_0637,clpB,0.961527498,1,24,20,10.93114535,0.930243117,1,21.55945419,16.63459161,387.0994682,0.994223049,1,22.7797271,18.27961071,372.5867907,17.5081871,0.046990896,334.8532336,319.4367011,332.5246611,376.1874006,396.6291119,416.6524513,334.4324499,351.9501749,392.1095998,428.0747504,341.6687438,417.3538679,329.1689525,345.5189289,313.1673655,389.0287119,403.2785098,472.68633,352.6930484,380.3052184
Synpcc7942_0260,clpC,1,1,24,22,171.9482241,0.999974942,1,28,20.28374837,4649.136067,1,1,26,21.33412127,4469.173723,199.9239338,0.044733981,5063.401445,3518.502553,4854.189945,4048.900164,4622.8683,4083.710565,4779.106808,4195.410036,5300.601931,4218.118045,5103.33248,4194.223603,4863.315872,3943.096533,4555.111793,3917.25967,4458.494168,4193.887698,4578.414905,4048.435766
Synpcc7942_1554,clpP,0.000806317,0.006626167,28,22,144.8002893,0.033810698,0.332132724,24.85393258,20.4044935,1918.910617,0.000313787,0.002841203,26.42696629,21.22998104,1783.418867,177.3332646,0.099434445,1817.690303,1487.65153,1635.247699,1591.250151,1652.68025,1690.786907,1830.083708,1795.824965,2065.781661,1992.793068,1885.071682,1783.372935,1858.042486,1692.430063,1569.229313,1673.326894,1597.168886,1625.290951,1760.412753,1903.155771
Synpcc7942_2538,clpP,0.002268547,0.013546,24,22,218.6583763,0.046830576,0.358794259,24.6325167,20.64723083,2603.747748,0.001078292,0.007159856,24.31625835,21.33602165,2436.712888,215.5438307,0.088456802,2481.443916,2109.746988,2236.506514,2271.978025,2238.526067,2421.444881,2327.342099,2556.91509,2720.857771,2588.495504,2732.178568,2561.358347,2513.26958,2242.953988,2266.24882,2203.890107,2302.785176,2235.442989,2499.049793,2451.797959
Synpcc7942_2537,clpP,0.030852159,0.104519558,28,22,65.82839005,0.226107289,0.763302453,24.96613995,22.97014756,1512.609864,0.041613284,0.143513957,26.48306998,22.58696425,1418.941361,119.4521085,0.084183964,1535.723474,1266.856731,1260.471141,1360.992735,1288.025703,1479.266752,1349.721406,1366.331846,1551.539625,1541.419489,1499.766048,1607.034464,1331.611072,1484.557399,1222.226875,1438.736353,1320.753908,1224.5376,1287.234784,1444.47607
Synpcc7942_2525,clpP,0.023834236,0.085761917,28,22,216.7150869,0.202124904,0.712876786,28,20.65111888,2113.919259,0.030521232,0.112589435,28,21.32555944,1915.516755,226.0329383,0.118001024,1960.647682,1340.091765,1644.026109,1686.231469,1808.53654,1863.534985,1864.171564,1998.44932,2190.481682,2062.696785,2248.559365,2152.712913,2070.494603,1698.089067,1600.669506,1816.282175,1741.133035,1987.696882,1668.226174,1903.431767
Synpcc7942_2526,clpX,0.000382986,0.003990109,24,12,278.1006356,0.01508531,0.291627884,22.89855072,12.14954636,1508.04047,7.55E-05,0.00098378,23.44927536,12.08319416,1342.309055,300.5372659,0.22389573,1138.372342,1080.291104,1639.272471,1542.50194,1826.937475,1637.158448,1365.793547,1174.428163,1182.908278,1205.097478,1163.255827,1214.353529,1157.770691,1139.31321,1602.037573,1518.057227,1731.714768,1685.74006,1318.205269,1354.438091
Synpcc7942_1488,cmpA,1,1,24,2,10.07564685,0.999814882,1,28,2.194981404,77.42047739,0.999999983,1,26,2.102431842,67.92897725,8.852575483,0.130321048,48.6453261,88.52738105,75.26644165,58.85237307,42.55629149,78.22200409,26.31397646,71.2753547,45.73301817,96.99992981,45.76041303,99.99677053,62.07668028,77.65230438,86.24780908,80.19437186,47.58072941,99.44407566,51.44580023,72.16041285
Synpcc7942_1489,cmpB,0.343341746,0.667385595,20,14,7.954268819,0.932679977,1,20,15.6265569,56.63113524,0.684878648,1,20,14.81327845,50.98748405,7.319314692,0.143551203,50.33784664,40.01545041,60.81947204,37.69515292,49.79727371,62.75335641,55.32211984,55.98655174,40.99988231,74.49833223,37.08978008,52.15612709,39.64310884,54.5056493,61.22625879,72.09974611,40.73700948,56.93053265,43.42572333,33.71030714
Synpcc7942_1490,cmpC,1,1,20,16,12.18685417,0.998962308,1,20,15.63363549,141.8099677,0.999999461,1,20,15.81681775,137.8691259,12.09081742,0.087697788,117.8074481,151.5966079,132.6429888,125.431883,100.9129734,169.6262999,139.3458279,159.6178449,113.3129865,162.1999495,112.5400285,140.7835713,125.0737387,114.39384,129.9864069,192.7085631,113.7014658,177.5424237,113.6315157,164.5261535
Synpcc7942_1491,cmpD,1,1,24,10,7.457568716,0.999999969,1,28,11.99994111,81.09617745,1,1,26,10.9880679,77.291081,2.554490092,0.033050257,57.9790537,105.9519154,66.28322119,83.8764866,80.3008324,90.89993193,62.84835071,75.50035691,73.36342225,69.72070711,52.43177723,92.54820977,70.77825258,94.90298728,81.95315115,75.52954675,68.82250369,86.20912734,70.82769071,94.77205358
Synpcc7942_2007,coaD,1,1,28,10,32.77048929,0.999543096,1,28,8.216428544,769.3877717,0.999999896,1,28,9.108214272,744.1973749,22.44233799,0.030156433,624.4303586,922.2400599,722.139159,792.1521254,703.0735312,824.3192434,822.1206,731.430464,724.1624964,742.0563994,805.7993181,658.9277042,660.0167998,720.0812732,690.8769077,758.4970246,708.4825354,772.0665389,777.7229532,821.1044046
Synpcc7942_0271,cobA,0.023834236,0.085761917,20,4,20.75232738,0.141555181,0.615135079,20.51948052,1.956478512,187.6063637,0.022576849,0.088390493,20.25974026,2.991830507,173.3735566,25.06877942,0.144594019,190.8117267,221.0702018,142.6758124,174.6498921,144.5934943,167.5366916,158.2364851,163.8128284,179.2653157,210.5632177,211.7289799,176.3996413,148.8415348,196.4217353,135.3321066,146.9213082,131.1896607,198.8725084,174.7715539,187.3518638
Synpcc7942_2610,cobA,1,1,24,2,36.53462587,0.99443373,1,20.21937843,19.98068311,274.6365246,0.999984479,1,22.10968921,0.790731572,261.3311311,31.04981049,0.118814052,279.6931002,375.5296525,224.1896599,263.8979237,217.7563871,272.506015,191.0745683,306.1257751,280.6256454,304.7159502,236.481281,314.6074306,183.1170594,277.3496037,176.5227468,275.3746167,126.1815757,346.0618638,185.7170191,326.1144961
Synpcc7942_1855,cobB,1,1,28,0,8.324664926,0.999731921,1,21.64383562,0.357796803,79.37834577,0.999999964,1,24.82191781,0.205167027,73.8616879,5.618311218,0.076065297,64.86585061,91.08382969,54.149054,74.36894883,38.77406333,83.9280577,82.19568832,77.83866187,53.68650553,91.92579478,66.88029832,96.54068825,71.79502295,89.7614674,53.06407389,64.06795904,47.20680351,99.38729752,51.01652317,109.0144452
Synpcc7942_1853,cobI,0.155572965,0.356044746,20,2,42.31693216,0.415156169,1,20.6728972,0.794124456,298.2754411,0.241538934,0.577189967,20.3364486,1.407422524,273.9273571,55.65974404,0.203191622,257.3502357,415.4554751,209.3894129,251.482444,182.1699805,255.8594181,241.6230528,307.5197755,253.1178399,385.65875,255.8934561,306.2707286,216.7334122,340.1070278,202.5861177,247.521007,201.1823483,257.6380779,279.724927,391.3883152
Synpcc7942_1854,cobJ,1,1,20,0,11.97221,0.998882423,1,20,0.116003838,96.70167648,0.999999375,1,20,0.058001919,93.4711928,12.36559364,0.132293098,65.13514822,152.46721,68.74936857,86.73785778,73.65385813,99.17918298,73.46702634,110.9119508,80.91725363,108.8487353,103.3240891,99.55989668,56.84741635,108.9765062,71.585173,91.60582179,75.63986379,126.7833442,69.96431946,145.0698336
Synpcc7942_0021,cobK,0.587596282,1,24,2,7.281143854,0.724517511,1,22.89855072,5.205911943,110.2448002,0.789276808,1,23.44927536,3.64261185,101.757871,18.31613943,0.179997274,85.03822898,164.8946873,118.9920543,133.6262579,74.20786123,74.19950732,76.75131519,100.5944243,59.87524555,114.4003797,95.8981988,126.3310772,82.81013855,117.73055,119.9987704,132.3431895,59.65542806,92.99679132,89.12360836,103.9527365
Synpcc7942_0706,cobL,0.819887421,1,24,12,42.51470185,0.745618803,1,25.90163934,14.09827869,403.6309586,0.912173512,1,24.95081967,13.02807839,353.68474,31.30248352,0.088503913,315.9070716,364.0068623,434.6853864,396.1710191,330.5843322,331.7495205,342.9292061,367.7780659,253.1210798,367.7491932,237.0490788,301.3079109,348.7284191,336.3458204,413.4413188,453.1814069,267.6658566,488.6640834,329.8243827,470.9387696
Synpcc7942_1850,cobL,1,1,28,0,7.056356639,0.999777955,1,20,0.023086128,65.89974821,0.999999975,1,24,0.013851677,65.09906518,1.428883411,0.021949369,63.48371251,86.02224547,39.70910595,44.84187984,61.89707622,74.94028123,56.08601649,89.1171027,61.98116988,52.91176784,71.36180148,55.62165612,52.04317847,84.91947649,58.57966011,60.85777287,76.14513624,91.40234029,50.65148629,73.68608425
Synpcc7942_1229,cobM,0.155572965,0.356044746,28,22,36.08365501,0.483929828,1,24.96613995,22.2139475,227.6695982,0.27001134,0.629962759,26.48306998,22.18589106,195.8446483,42.41030346,0.21655074,125.1728151,227.9626787,112.2649996,126.6630015,144.3241387,228.4644051,175.7749903,192.4616833,181.6227472,245.8085941,221.5286001,297.6553325,195.354133,200.5246112,135.8338084,181.7761662,138.9598706,205.4332745,158.8823094,235.0601432
Synpcc7942_0097,cobN,1,1,20,0,8.148735963,0.999071845,1,20,0.011352369,113.1304779,0.999999569,1,20,0.005676185,111.5509237,8.087157303,0.072497448,110.6528405,144.1763643,118.2006939,109.688485,86.14733822,112.0403698,115.5186498,110.4859282,96.50059046,132.2835609,104.4025059,122.4595314,93.34640147,116.4891812,88.7606553,111.8191216,100.7526567,132.3326436,83.34601003,141.6149463
Synpcc7942_1072,cobO,0.412813559,0.773443011,28,14,15.28442116,0.861973696,1,20.51948052,15.54346412,243.5250804,0.723514495,1,24.25974026,15.25328664,229.4275614,27.88428045,0.121538495,185.3488253,301.2880282,189.2579591,199.1571344,220.2239211,276.4949334,248.0943555,273.8336387,195.4363893,251.4994574,173.8209536,236.9415929,166.2866737,236.3499909,180.5946673,216.361018,210.1757295,322.6995374,234.0679973,288.2803246
Synpcc7942_0957,cobO,1,1,20,0,24.86876433,0.998672678,1,20,19.58978957,410.5279235,0.999999119,1,20,19.79489478,406.5286104,24.76865553,0.060927214,352.1991791,450.6288705,325.1917981,434.8849758,376.3081429,450.2967333,356.8367843,421.8813917,358.0084228,471.1673045,388.1149382,442.9462566,346.4362543,405.3259251,300.2375114,414.4947504,409.3469639,563.593797,370.3376492,492.3345597
Synpcc7942_0990,cobP,1,1,20,16,6.31034721,1,1,21.55945419,15.97993699,113.6461604,1,1,20.7797271,16.01289121,106.2305682,0.800931268,0.007539556,69.96994813,142.3178953,98.55929471,90.44555178,95.42884078,129.8165938,98.31269868,99.41668806,80.71621112,121.3644151,95.3038097,103.0190518,90.50816201,126.2820592,112.6482937,121.4659208,108.1342307,114.3259318,87.63685464,139.0950509
Synpcc7942_0211,cobQ,1,1,28,6,5.974513486,1,1,28,8.727012733,179.7551455,1,1,28,7.363506366,172.861193,3.018066363,0.017459479,165.4687344,186.1199455,137.5586322,177.4287479,164.8575116,210.4158117,134.8362603,172.7239429,119.4095537,229.3618822,160.4325126,183.3650177,151.4623933,199.2731042,130.2113405,228.9540616,158.1304179,203.0362819,122.0165084,235.5861587
Synpcc7942_0454,cobS,1,1,24,2,6.111174638,0.999999999,1,20,19.99991803,87.3349914,1,1,22,0.916621585,80.95987592,2.371341771,0.029290334,68.51872152,96.51975074,58.80350217,80.13415055,67.38651479,86.28124088,67.63514261,88.95164267,55.41847005,109.3872074,83.06678365,85.75420262,57.08714666,94.75130308,62.84625902,107.7406555,65.43286922,105.8636338,71.23553506,101.8016901
Synpcc7942_0827,cobW,0.004301847,0.022362422,24,14,72.26830077,0.166860148,0.661033192,21.64383562,13.07955386,990.5221447,0.005914233,0.028932105,22.82191781,13.55213216,925.8635614,130.285926,0.140718278,917.1588804,814.0432448,788.0456519,917.8019135,1271.921697,1018.895796,941.4632344,907.7502616,1005.399068,786.18207,866.5735376,713.1593408,877.8670859,866.6545589,939.8255921,1000.118996,1259.253357,1033.442374,957.6876944,873.2985064
Synpcc7942_0568,codA,1,1,28,4,24.74416406,0.97999889,1,23.88768898,1.89028978,203.4878796,0.999798631,1,25.94384449,2.879630883,191.4254831,18.27156002,0.095449988,167.8766768,262.0371568,234.4644306,187.4158508,149.7339126,160.4823221,168.5751527,189.8479558,173.8637557,234.0623432,171.7145709,199.4708982,187.8414817,237.5007078,188.1821427,217.3082718,135.6798743,210.9758186,127.7848674,230.0440028
Synpcc7942_2458,comE,0.010503636,0.045485311,28,10,26.81271026,0.093782691,0.483465509,22.52545825,12.16444404,173.885525,0.007804436,0.036528282,25.26272912,11.33252911,153.3844617,66.58384214,0.434097701,51.67210934,155.8769591,98.28057036,241.8394152,232.1225298,238.1453175,115.4260592,146.5663912,94.30542742,115.3687447,91.72535827,125.5291366,113.4815389,149.5132316,167.7851484,296.60207,246.3295206,290.2728557,146.2358124,188.653614
Synpcc7942_1391,comM,4.76E-05,0.00102981,24,12,187.2939674,0.010375232,0.287325741,23.28421053,10.28474576,294.8604714,7.66E-06,0.000192646,23.64210526,11.13194109,183.7120618,227.0183663,1.235729239,30.12917209,115.138701,420.0126164,470.2289748,455.1786944,294.2564308,204.4637116,79.17269393,41.01546954,51.53497179,27.03594216,48.54933149,59.3165654,100.5990413,435.6308745,379.2235774,444.2381474,379.9677275,195.6080297,157.2889048
Synpcc7942_0361,cp12,0.023834236,0.085761917,24,2,489.4290855,0.551914813,1,22.52545825,1.533032867,5061.524099,0.070126386,0.219641133,23.26272912,1.760885326,4601.453823,571.592717,0.124220027,4056.85943,5753.019152,5117.101013,4774.977767,3577.370563,4049.917373,3991.843776,4497.001439,4910.514782,5245.397801,4550.84446,5706.536393,3631.334129,5658.328663,4341.689008,5163.369316,3292.454875,3942.08291,3858.563965,4735.713796
Synpcc7942_0252,cp12,1,1,28,8,491.6026154,0.999996662,1,22.89855072,4.000041217,4848.860547,1,1,25.44927536,5.85841848,4410.767579,222.7237748,0.050495468,6359.981957,3114.768007,5523.700652,4312.736852,5673.265795,4235.797227,4767.522897,3434.34064,5142.476597,3809.217952,5132.662521,3617.505766,4393.329277,3416.730194,4894.71515,4275.529025,5121.55598,4393.826963,3859.620598,3345.040625
Synpcc7942_1048,cpcA1,0.695784384,1,28,26,352.9517269,0.890164518,1,22.99376299,1.756253599,7664.589333,0.916077155,1,25.4968815,0.063117439,7390.062469,446.3055769,0.060392666,8154.089349,7417.838539,7867.471891,7392.483155,6838.344049,6079.12852,7799.959204,6925.25466,8308.360576,6111.688782,8267.823466,7160.18014,8438.174202,7128.895283,7940.563916,6690.78586,7417.960057,6494.608522,7564.090628,6625.674039
Synpcc7942_1047,cpcB1,0.412813559,0.773443011,24,4,440.8381935,0.441595059,1,23.48195329,1.553787498,7172.675529,0.492587041,1,23.74097665,2.763878184,6928.472153,415.4368108,0.059960811,7581.323484,7437.596935,7268.013323,6954.090728,6503.575659,6036.212437,7412.474263,6465.468997,7449.648791,6166.961208,7405.868707,6766.580909,7883.06944,7065.842113,7267.597292,6197.913881,6954.737958,6316.299375,6620.942872,6306.774444
Synpcc7942_1049,cpcC1,1,1,20,6,641.6335493,0.956508191,1,24.74272931,1.289001242,12349.14503,0.999040214,1,22.37136465,3.93843582,11793.61434,652.2834604,0.05530819,13002.16872,11216.86572,12431.96522,11508.94848,11533.1028,10097.48964,12570.72507,11202.56183,12561.60914,10686.51486,12498.66383,11534.22665,13999.91261,12078.88902,13036.19719,10545.11872,11946.93699,10097.90032,12508.02888,10280.86826
Synpcc7942_1050,cpcC2,0.080821947,0.215237058,28,26,996.8107417,0.468268221,1,28,26.97403246,18694.22929,0.161763652,0.425334207,28,26.48701623,17543.92457,1312.376846,0.074805203,18550.54041,16846.03753,17242.39583,16775.8993,15933.80167,15118.07094,18013.63186,17265.2752,18249.1309,15396.21358,19692.34495,18411.0839,20399.1862,17177.30764,19776.55215,17026.45553,16691.39377,15514.96531,18432.4478,15213.41888
Synpcc7942_1051,cpcD,1,1,28,4,485.0443443,0.99992287,1,28,3.290781796,12097.02858,0.999999997,1,28,3.645390898,11530.93381,471.5783859,0.040896808,13186.63703,10349.78533,12790.54725,10721.64437,11168.32479,9179.77555,12150.071,10778.49853,12641.74439,10035.68808,12603.64826,10465.69898,13678.58124,10798.88598,13999.51321,10402.23022,12079.23353,11642.53427,11886.88744,11244.19172
Synpcc7942_1054,cpcE,1,1,20,8,80.44235625,0.99857867,1,21.98807157,4.549947558,1287.823414,0.999998989,1,20.99403579,6.37093402,1212.644773,81.20984559,0.066969196,1164.34707,1343.675395,1142.545198,1400.085444,999.0938338,1288.415922,1039.476236,1448.499358,943.7547055,1446.02834,1076.520132,1447.262558,1193.6676,1446.441261,1192.594318,1391.838476,906.6290456,1092.63817,973.6830643,1318.643833
Synpcc7942_1055,cpcF,0.039652498,0.127894715,24,2,61.45616434,0.276635941,0.847986873,23.18658281,1.856719546,713.781777,0.060469992,0.196566945,23.5932914,1.92769765,644.9771878,102.6087669,0.159088986,669.5638726,844.4535484,680.2816478,697.7240236,518.2944969,582.7048393,508.4197863,681.381797,561.2727936,819.7779375,582.4924081,740.2869359,579.35455,925.1549914,630.6385662,706.1102563,456.6118481,479.0465014,513.2214371,527.2964896
