SAMPLE2,SAMPLE6
YBR052C,YBR074W
YBR053C,YBR076W
YBR054W,YBR078W
YBR055C,YBR079C
YBR056W,YBR080C
YBR057C,YBR082C
YBR058C,YBR083W
YBR060C,YBR084C-A
YBR061C,YBR085C-A
YBR062C,YBR086C
YBR063C,YBR087W
YBR064W,YBR088C
YBR065C,YBR089C-A
YBR066C,YBR090C
YBR067C,YBR091C
YBR070C,YBR094W
YBR072W,YBR096W
YBR073W,YBR098W
YBR074W,YBR099C
YBR076C-A,YBR101C
YBR076W,YBR103W
YBR078W,YBR104W
YBR079C,YBR105C
YBR080C,YBR106W
YBR083W,YBR109C
YBR084C-A,YBR109W-A
YBR084W,YBR114W
YBR085C-A,YBR115C
YBR086C,YBR116C
YBR087W,YBR117C
YBR088C,YBR118W
YBR089C-A,YBR119W
YBR090C,YBR120C
YBR091C,YBR121C
YBR094W,YBR122C
YBR095C,YBR126W-A
YBR096W,YBR126W-B
YBR099C,YBR127C
YBR101C,YBR128C
YBR104W,YBR130C
YBR105C,YBR131W
YBR106W,YBR133C
YBR109C,YBR136W
YBR110W,YBR138C
YBR112C,YBR140C
YBR114W,YBR141C
YBR115C,YBR142W
YBR116C,YBR143C
YBR117C,YBR146W
YBR120C,YBR148W
YBR121C,YBR149W
YBR121C-A,YBR151W
YBR122C,YBR153W
YBR123C,YBR154C
YBR124W,YBR155W
YBR125C,YBR156C
YBR126C,YBR158W
YBR126W-A,YBR159W
YBR126W-B,YBR160W
YBR128C,YBR161W
YBR130C,YBR162C
YBR131W,YBR162W-A
YBR132C,YBR164C
YBR133C,YBR166C
YBR137W,YBR167C
YBR139W,YBR168W
YBR141C,YBR169C
YBR142W,YBR173C
YBR143C,YBR175W
YBR145W,YBR177C
YBR146W,YBR179C
YBR148W,YBR180W
YBR149W,YBR181C
YBR151W,YBR185C
YBR152W,YBR186W
YBR153W,YBR187W
YBR154C,YBR189W
YBR155W,YBR191W
YBR156C,YBR191W-A
YBR157C,YBR192W
YBR158W,YBR195C
YBR160W,YBR196C
YBR162C,YBR197C
YBR162W-A,YBR199W
YBR163W,YBR200W
YBR164C,YBR201C-A
YBR166C,YBR201W
YBR167C,YBR203W
YBR168W,YBR205W
YBR169C,YBR206W
YBR171W,YBR211C
YBR172C,YBR212W
YBR173C,YBR213W
YBR175W,YBR214W
YBR177C,YBR219C
YBR179C,YBR220C
YBR180W,YBR221C
YBR181C,YBR222C
YBR182C,YBR225W
YBR183W,YBR228W
YBR185C,YBR230C
YBR187W,YBR230W-A
YBR188C,YBR231C
YBR189W,YBR233W
YBR191W,YBR233W-A
YBR191W-A,YBR236C
YBR192W,YBR239C
YBR193C,YBR240C
YBR195C,YBR241C
YBR197C,YBR242W
YBR198C,YBR243C
YBR200W,YBR244W
YBR201C-A,YBR245C
YBR202W,YBR246W
YBR203W,YBR247C
YBR205W,YBR249C
YBR206W,YBR250W
YBR207W,YBR251W
YBR208C,YBR252W
YBR211C,YBR253W
YBR212W,YBR255C-A
YBR213W,YBR255W
YBR214W,YBR256C
YBR215W,YBR257W
YBR218C,YBR260C
YBR219C,YBR261C
YBR220C,YBR262C
YBR221C,YBR267W
YBR222C,YBR268W
YBR223C,YBR269C
YBR226C,YBR270C
YBR227C,YBR271W
YBR228W,YBR273C
YBR230C,YBR275C
YBR230W-A,YBR280C
YBR231C,YBR281C
YBR235W,YBR282W
YBR236C,YBR283C
YBR238C,YBR286W
YBR239C,YBR287W
YBR240C,YBR291C
YBR241C,YBR294W
YBR242W,YBR295W
YBR243C,YBR296C
YBR244W,YBR297W
YBR245C,YBR298C
YBR246W,YBR299W
YBR247C,YCL001W
YBR248C,YCL002C
YBR249C,YCL005W
YBR250W,YCL011C
YBR251W,YCL012C
YBR252W,YCL014W
YBR253W,YCL016C
YBR254C,YCL017C
YBR255C-A,YCL018W
YBR256C,YCL021W-A
YBR257W,YCL024W
YBR258C,YCL025C
YBR259W,YCL026C-B
YBR261C,YCL027W
YBR262C,YCL028W
YBR263W,YCL029C
YBR267W,YCL030C
YBR268W,YCL031C
YBR269C,YCL033C
YBR270C,YCL036W
YBR271W,YCL037C
YBR275C,YCL038C
YBR276C,YCL039W
YBR279W,YCL040W
YBR280C,YCL042W
YBR281C,YCL044C
YBR282W,YCL045C
YBR283C,YCL047C
YBR284W,YCL048W
YBR285W,YCL048W-A
YBR286W,YCL050C
YBR287W,YCL054W
YBR288C,YCL055W
YBR291C,YCL057C-A
YBR292C,YCL058C
YBR293W,YCL058W-A
YBR294W,YCL059C
YBR295W,YCL063W
YBR296C,YCL064C
YBR297W,YCR002C
YBR298C,YCR003W
YBR299W,YCR004C
YCL001W,YCR007C
YCL002C,YCR008W
YCL004W,YCR010C
YCL011C,YCR012W
YCL012C,YCR014C
YCL016C,YCR017C
YCL017C,YCR018C
YCL018W,YCR019W
YCL021W-A,YCR020C
YCL024W,YCR020C-A
YCL025C,YCR021C
YCL026C-A,YCR022C
YCL026C-B,YCR023C
YCL027W,YCR024C
YCL029C,YCR024C-A
YCL030C,YCR027C
YCL031C,YCR030C
YCL033C,YCR031C
YCL034W,YCR033W
YCL035C,YCR034W
YCL036W,YCR037C
YCL037C,YCR038C
YCL038C,YCR042C
YCL039W,YCR043C
YCL040W,YCR044C
YCL042W,YCR045W-A
YCL044C,YCR046C
YCL047C,YCR047C
YCL048W,YCR048W
YCL048W-A,YCR052W
YCL049C,YCR054C
YCL050C,YCR057C
YCL054W,YCR059C
YCL055W,YCR060W
YCL056C,YCR061W
YCL057C-A,YCR065W
YCL058C,YCR067C
YCL058W-A,YCR068W
YCL059C,YCR069W
YCL061C,YCR071C
YCL064C,YCR072C
YCR002C,YCR073C
YCR003W,YCR077C
YCR004C,YCR083W
YCR005C,YCR084C
YCR006C,YCR086W
YCR008W,YCR087C-A
YCR010C,YCR087W
YCR012W,YCR089W
YCR014C,YCR091W
YCR015C,YCR092C
YCR016W,YCR093W
YCR017C,YCR094W
YCR018C,YCR095W-A
YCR019W,YCR097W
YCR020C,YCR099C
YCR020C-A,YCR100C
YCR020W-B,YCR101C
YCR021C,YDL001W
YCR022C,YDL003W
YCR023C,YDL006W
YCR024C,YDL010W
YCR024C-A,YDL012C
YCR024C-B,YDL013W
YCR026C,YDL014W
YCR027C,YDL015C
YCR028C,YDL017W
YCR028C-A,YDL018C
YCR030C,YDL019C
YCR031C,YDL020C
YCR034W,YDL022C-A
YCR035C,YDL022W
YCR037C,YDL024C
YCR042C,YDL025C
YCR043C,YDL028C
YCR044C,YDL029W
YCR046C,YDL031W
YCR047C,YDL033C
YCR048W,YDL036C
YCR051W,YDL039C
YCR052W,YDL040C
YCR053W,YDL042C
YCR054C,YDL043C
YCR057C,YDL044C
YCR059C,YDL045C
YCR061W,YDL045W-A
YCR063W,YDL046W
YCR065W,YDL048C
YCR066W,YDL049C
YCR067C,YDL051W
YCR069W,YDL052C
YCR071C,YDL055C
YCR072C,YDL056W
YCR073W-A,YDL057W
YCR075C,YDL059C
YCR076C,YDL060W
YCR079W,YDL061C
YCR082W,YDL062W
YCR083W,YDL063C
YCR087C-A,YDL064W
YCR088W,YDL069C
YCR089W,YDL070W
YCR090C,YDL071C
YCR091W,YDL073W
YCR092C,YDL074C
YCR095C,YDL075W
YCR095W-A,YDL078C
YCR098C,YDL079C
YCR102C,YDL080C
YCR108C,YDL081C
YDL001W,YDL082W
YDL002C,YDL083C
YDL003W,YDL084W
YDL004W,YDL085C-A
YDL005C,YDL085W
YDL010W,YDL086W
YDL013W,YDL087C
YDL014W,YDL088C
YDL015C,YDL089W
YDL016C,YDL091C
YDL017W,YDL092W
YDL018C,YDL093W
YDL019C,YDL095W
YDL020C,YDL097C
YDL022C-A,YDL098C
YDL022W,YDL099W
YDL029W,YDL101C
YDL030W,YDL102W
YDL031W,YDL103C
YDL033C,YDL105W
YDL035C,YDL106C
YDL036C,YDL107W
YDL039C,YDL108W
YDL040C,YDL110C
YDL042C,YDL111C
YDL043C,YDL112W
YDL044C,YDL114W
YDL045W-A,YDL116W
YDL046W,YDL117W
YDL047W,YDL120W
YDL048C,YDL123W
YDL051W,YDL124W
YDL052C,YDL125C
YDL053C,YDL126C
YDL054C,YDL127W
YDL055C,YDL128W
YDL059C,YDL129W
YDL060W,YDL130W
YDL061C,YDL130W-A
YDL063C,YDL131W
YDL064W,YDL132W
YDL066W,YDL133W
YDL067C,YDL134C
YDL069C,YDL136W
YDL070W,YDL137W
YDL072C,YDL138W
YDL073W,YDL139C
YDL074C,YDL141W
YDL075W,YDL143W
YDL076C,YDL145C
YDL078C,YDL147W
YDL080C,YDL148C
YDL081C,YDL149W
YDL082W,YDL150W
YDL083C,YDL153C
YDL084W,YDL155W
YDL085C-A,YDL157C
YDL085W,YDL160C
YDL086W,YDL164C
YDL087C,YDL166C
YDL088C,YDL168W
YDL090C,YDL169C
YDL092W,YDL170W
YDL093W,YDL174C
YDL095W,YDL175C
YDL098C,YDL176W
YDL101C,YDL178W
YDL102W,YDL179W
YDL103C,YDL180W
YDL104C,YDL181W
YDL105W,YDL182W
YDL107W,YDL183C
YDL108W,YDL187C
YDL109C,YDL189W
YDL110C,YDL190C
YDL111C,YDL191W
YDL112W,YDL192W
YDL114W,YDL197C
YDL116W,YDL198C
YDL117W,YDL199C
YDL119C,YDL200C
YDL120W,YDL201W
YDL121C,YDL202W
YDL122W,YDL204W
YDL123W,YDL207W
YDL124W,YDL208W
YDL125C,YDL209C
YDL126C,YDL210W
YDL127W,YDL211C
YDL129W,YDL213C
YDL130W,YDL214C
YDL130W-A,YDL215C
YDL131W,YDL216C
YDL132W,YDL217C
YDL133C-A,YDL218W
YDL133W,YDL219W
YDL136W,YDL220C
YDL137W,YDL221W
YDL138W,YDL222C
YDL141W,YDL223C
YDL143W,YDL225W
YDL145C,YDL226C
YDL146W,YDL227C
YDL148C,YDL229W
YDL150W,YDL230W
YDL153C,YDL231C
YDL154W,YDL233W
YDL155W,YDL234C
YDL156W,YDL235C
YDL157C,YDL236W
YDL158C,YDL238C
YDL159W,YDL239C
YDL160C-A,YDL240W
YDL161W,YDL241W
YDL164C,YDL243C
YDL166C,YDL244W
YDL167C,YDL247W
YDL168W,YDR001C
YDL170W,YDR002W
YDL171C,YDR003W
YDL174C,YDR003W-A
YDL177C,YDR005C
YDL178W,YDR006C
YDL179W,YDR011W
YDL180W,YDR012W
YDL181W,YDR016C
YDL182W,YDR018C
YDL184C,YDR019C
YDL185W,YDR021W
YDL189W,YDR022C
YDL191W,YDR023W
YDL192W,YDR025W
YDL197C,YDR026C
YDL198C,YDR027C
YDL199C,YDR030C
YDL201W,YDR031W
YDL202W,YDR032C
YDL203C,YDR033W
YDL204W,YDR034C
YDL205C,YDR034C-A
YDL206W,YDR034W-B
YDL208W,YDR035W
YDL209C,YDR036C
YDL210W,YDR037W
YDL211C,YDR038C
YDL212W,YDR041W
YDL213C,YDR046C
YDL214C,YDR047W
YDL215C,YDR048C
YDL217C,YDR052C
YDL218W,YDR055W
YDL219W,YDR059C
YDL220C,YDR060W
YDL222C,YDR061W
YDL223C,YDR062W
YDL225W,YDR064W
YDL226C,YDR065W
YDL227C,YDR066C
YDL229W,YDR067C
YDL231C,YDR070C
YDL235C,YDR072C
YDL236W,YDR073W
YDL237W,YDR074W
YDL241W,YDR075W
YDL243C,YDR076W
YDL244W,YDR078C
YDL248W,YDR079W
YDR001C,YDR083W
YDR002W,YDR085C
YDR003W,YDR087C
YDR005C,YDR088C
YDR006C,YDR089W
YDR012W,YDR091C
YDR013W,YDR092W
YDR014W,YDR093W
YDR014W-A,YDR094W
YDR016C,YDR096W
YDR018C,YDR098C
YDR019C,YDR099W
YDR020C,YDR101C
YDR021W,YDR104C
YDR023W,YDR106W
YDR025W,YDR109C
YDR026C,YDR110W
YDR030C,YDR111C
YDR031W,YDR113C
YDR032C,YDR115W
YDR033W,YDR116C
YDR034C,YDR117C
YDR035W,YDR118W
YDR036C,YDR119W-A
YDR037W,YDR120C
YDR041W,YDR121W
YDR042C,YDR123C
YDR043C,YDR127W
YDR044W,YDR129C
YDR045C,YDR130C
YDR046C,YDR133C
YDR047W,YDR135C
YDR048C,YDR144C
YDR049W,YDR146C
YDR051C,YDR147W
YDR054C,YDR151C
YDR055W,YDR154C
YDR058C,YDR155C
YDR059C,YDR156W
YDR060W,YDR157W
YDR061W,YDR158W
YDR062W,YDR159W
YDR063W,YDR160W
YDR064W,YDR161W
YDR065W,YDR162C
YDR066C,YDR165W
YDR067C,YDR167W
YDR068W,YDR171W
YDR070C,YDR173C
YDR073W,YDR174W
YDR074W,YDR175C
YDR075W,YDR177W
YDR076W,YDR178W
YDR077W,YDR179C
YDR079W,YDR183C-A
YDR081C,YDR184C
YDR083W,YDR186C
YDR086C,YDR188W
YDR087C,YDR191W
YDR088C,YDR192C
YDR089W,YDR194C
YDR090C,YDR197W
YDR091C,YDR201W
YDR093W,YDR202C
YDR094W,YDR204W
YDR096W,YDR208W
YDR097C,YDR210C-C
YDR098C,YDR210W
YDR099W,YDR213W
YDR100W,YDR214W
YDR101C,YDR217C
YDR103W,YDR218C
YDR104C,YDR219C
YDR106W,YDR222W
YDR109C,YDR223W
YDR110W,YDR225W
YDR111C,YDR226W
YDR113C,YDR229W
YDR115W,YDR232W
YDR116C,YDR233C
YDR117C,YDR234W
YDR119W,YDR235W
YDR119W-A,YDR237W
YDR120C,YDR238C
YDR121W,YDR240C
YDR123C,YDR241W
YDR124W,YDR244W
YDR127W,YDR245W
YDR132C,YDR246W
YDR133C,YDR247W
YDR135C,YDR248C
YDR139C,YDR249C
YDR140W,YDR253C
YDR141C,YDR254W
YDR143C,YDR255C
YDR144C,YDR256C
YDR146C,YDR257C
YDR147W,YDR258C
YDR151C,YDR261C
YDR152W,YDR261C-D
YDR153C,YDR262W
YDR154C,YDR263C
YDR155C,YDR264C
YDR156W,YDR266C
YDR157W,YDR267C
YDR158W,YDR268W
YDR159W,YDR275W
YDR161W,YDR276C
YDR162C,YDR277C
YDR164C,YDR279W
YDR165W,YDR280W
YDR167W,YDR281C
YDR171W,YDR283C
YDR172W,YDR285W
YDR173C,YDR292C
YDR174W,YDR293C
YDR175C,YDR294C
YDR178W,YDR295C
YDR179W-A,YDR296W
YDR180W,YDR297W
YDR181C,YDR298C
YDR183C-A,YDR299W
YDR183W,YDR300C
YDR184C,YDR301W
YDR185C,YDR302W
YDR186C,YDR303C
YDR190C,YDR305C
YDR191W,YDR306C
YDR192C,YDR309C
YDR194C,YDR311W
YDR196C,YDR313C
YDR197W,YDR316W
YDR198C,YDR318W
YDR204W,YDR319C
YDR206W,YDR321W
YDR207C,YDR322C-A
YDR210C-D,YDR322W
YDR210W,YDR324C
YDR211W,YDR325W
YDR212W,YDR326C
YDR213W,YDR328C
YDR214W,YDR329C
YDR217C,YDR330W
YDR218C,YDR331W
YDR219C,YDR333C
YDR223W,YDR334W
YDR224C,YDR336W
YDR225W,YDR337W
YDR226W,YDR340W
YDR231C,YDR341C
YDR232W,YDR342C
YDR233C,YDR343C
YDR234W,YDR346C
YDR235W,YDR347W
YDR237W,YDR348C
YDR238C,YDR349C
YDR239C,YDR352W
YDR240C,YDR353W
YDR242W,YDR356W
YDR243C,YDR357C
YDR245W,YDR358W
YDR246W,YDR359C
YDR246W-A,YDR361C
YDR247W,YDR362C
YDR249C,YDR364C
YDR251W,YDR365C
YDR252W,YDR366C
YDR253C,YDR368W
YDR256C,YDR371W
YDR257C,YDR374C
YDR258C,YDR375C
YDR259C,YDR376W
YDR260C,YDR377W
YDR261C,YDR379C-A
YDR261W-B,YDR380W
YDR262W,YDR381W
YDR263C,YDR382W
YDR266C,YDR383C
YDR267C,YDR385W
YDR268W,YDR388W
YDR273W,YDR389W
YDR276C,YDR390C
YDR277C,YDR393W
YDR279W,YDR394W
YDR280W,YDR395W
YDR281C,YDR397C
YDR282C,YDR398W
YDR285W,YDR400W
YDR286C,YDR401W
YDR291W,YDR402C
YDR292C,YDR403W
YDR293C,YDR404C
YDR294C,YDR405W
YDR295C,YDR406W
YDR296W,YDR407C
YDR297W,YDR408C
YDR298C,YDR414C
YDR299W,YDR415C
YDR300C,YDR418W
YDR301W,YDR419W
YDR302W,YDR420W
YDR304C,YDR424C
YDR307W,YDR425W
YDR308C,YDR427W
YDR309C,YDR428C
YDR310C,YDR429C
YDR311W,YDR430C
YDR312W,YDR432W
YDR313C,YDR433W
YDR316W,YDR437W
YDR317W,YDR438W
YDR320C-A,YDR440W
YDR321W,YDR441C
YDR322C-A,YDR444W
YDR322W,YDR448W
YDR324C,YDR449C
YDR326C,YDR450W
YDR328C,YDR451C
YDR329C,YDR453C
YDR330W,YDR454C
YDR331W,YDR457W
YDR333C,YDR458C
YDR337W,YDR459C
YDR339C,YDR461C-A
YDR340W,YDR461W
YDR341C,YDR462W
YDR342C,YDR464W
YDR343C,YDR465C
YDR346C,YDR466W
YDR347W,YDR469W
YDR348C,YDR470C
YDR349C,YDR471W
YDR351W,YDR472W
YDR352W,YDR478W
YDR353W,YDR480W
YDR357C,YDR482C
YDR358W,YDR483W
YDR359C,YDR484W
YDR361C,YDR485C
YDR362C,YDR487C
YDR363W,YDR489W
YDR364C,YDR492W
YDR365C,YDR493W
YDR368W,YDR494W
YDR369C,YDR496C
YDR370C,YDR497C
YDR372C,YDR499W
YDR375C,YDR500C
YDR376W,YDR501W
YDR378C,YDR502C
YDR379C-A,YDR503C
YDR381C-A,YDR506C
YDR381W,YDR507C
YDR382W,YDR508C
YDR384C,YDR511W
YDR385W,YDR513W
YDR387C,YDR514C
YDR392W,YDR515W
YDR393W,YDR520C
YDR394W,YDR522C
YDR395W,YDR523C
YDR397C,YDR524C
YDR398W,YDR524C-B
YDR399W,YDR525W-A
YDR400W,YDR527W
YDR403W,YDR528W
YDR405W,YDR529C
YDR407C,YDR531W
YDR408C,YDR532C
YDR409W,YDR533C
YDR410C,YDR534C
YDR412W,YDR538W
YDR414C,YDR541C
YDR415C,YEL001C
YDR416W,YEL004W
YDR418W,YEL005C
YDR419W,YEL006W
YDR420W,YEL008W
YDR421W,YEL011W
YDR427W,YEL015W
YDR428C,YEL016C
YDR429C,YEL017W
YDR430C,YEL018W
YDR432W,YEL019C
YDR433W,YEL020C
YDR434W,YEL020W-A
YDR435C,YEL021W
YDR437W,YEL022W
YDR438W,YEL023C
YDR439W,YEL024W
YDR440W,YEL026W
YDR441C,YEL027W
YDR444W,YEL028W
YDR447C,YEL029C
YDR448W,YEL030W
YDR449C,YEL031W
YDR450W,YEL036C
YDR451C,YEL038W
YDR454C,YEL039C
YDR455C,YEL040W
YDR459C,YEL041W
YDR460W,YEL042W
YDR461C-A,YEL044W
YDR461W,YEL046C
YDR462W,YEL048C
YDR463W,YEL049W
YDR464W,YEL050C
YDR465C,YEL052W
YDR468C,YEL053C
YDR469W,YEL053W-A
YDR470C,YEL054C
YDR471W,YEL055C
YDR472W,YEL057C
YDR476C,YEL059C-A
YDR477W,YEL060C
YDR478W,YEL061C
YDR479C,YEL063C
YDR480W,YEL065W
YDR482C,YEL066W
YDR483W,YEL067C
YDR485C,YEL071W
YDR487C,YEL072W
YDR488C,YEL074W
YDR489W,YEL077C
YDR490C,YER001W
YDR492W,YER002W
YDR493W,YER003C
YDR494W,YER004W
YDR495C,YER005W
YDR496C,YER006W
YDR497C,YER007C-A
YDR500C,YER009W
YDR501W,YER010C
YDR502C,YER012W
YDR504C,YER013W
YDR506C,YER015W
YDR507C,YER016W
YDR508C,YER017C
YDR510W,YER019C-A
YDR511W,YER019W
YDR512C,YER020W
YDR513W,YER023W
YDR514C,YER024W
YDR515W,YER025W
YDR516C,YER026C
YDR517W,YER027C
YDR518W,YER028C
YDR520C,YER030W
YDR523C,YER032W
YDR524C,YER034W
YDR524C-B,YER035W
YDR525W-A,YER036C
YDR527W,YER037W
YDR528W,YER038C
YDR529C,YER038W-A
YDR531W,YER039C
YDR532C,YER039C-A
YDR534C,YER041W
YDR539W,YER043C
YDR540C,YER044C-A
YDR541C,YER045C
YEL001C,YER046W
YEL002C,YER048C
YEL003W,YER048W-A
YEL005C,YER049W
YEL006W,YER050C
YEL008C-A,YER052C
YEL011W,YER053C-A
YEL015W,YER054C
YEL016C,YER055C
YEL017C-A,YER056C
YEL017W,YER056C-A
YEL018W,YER058W
YEL019C,YER060W-A
YEL020C,YER061C
YEL020W-A,YER062C
YEL021W,YER063W
YEL022W,YER064C
YEL024W,YER067W
YEL026W,YER068W
YEL029C,YER069W
YEL030W,YER070W
YEL031W,YER072W
YEL032W,YER073W
YEL033W,YER074W
YEL034W,YER075C
YEL036C,YER077C
YEL037C,YER078C
YEL039C,YER079W
YEL040W,YER080W
YEL041W,YER081W
YEL042W,YER082C
YEL043W,YER083C
YEL046C,YER084W
YEL047C,YER084W-A
YEL048C,YER086W
YEL049W,YER087C-B
YEL050C,YER087W
YEL051W,YER090W
YEL052W,YER091C
YEL053C,YER093C
YEL053W-A,YER093C-A
YEL054C,YER095W
YEL055C,YER096W
YEL056W,YER098W
YEL057C,YER100W
YEL058W,YER101C
YEL060C,YER103W
YEL061C,YER106W
YEL062W,YER107C
YEL063C,YER110C
YEL064C,YER112W
YEL065W,YER113C
YEL066W,YER115C
YEL069C,YER116C
YEL070W,YER118C
YEL071W,YER121W
YEL072W,YER122C
YEL073C,YER123W
YEL077C,YER124C
YER001W,YER126C
YER002W,YER127W
YER003C,YER131W
YER004W,YER132C
YER005W,YER134C
YER006W,YER137C
YER007C-A,YER141W
YER007W,YER143W
YER009W,YER144C
YER010C,YER145C
YER013W,YER146W
YER015W,YER147C
YER016W,YER148W
YER017C,YER149C
YER018C,YER150W
YER019W,YER153C
YER020W,YER154W
YER021W,YER155C
YER022W,YER156C
YER025W,YER157W
YER027C,YER158C
YER028C,YER159C
YER029C,YER162C
YER030W,YER163C
YER031C,YER165W
YER034W,YER166W
YER035W,YER167W
YER036C,YER168C
YER037W,YER169W
YER038C,YER170W
YER038W-A,YER173W
YER039C-A,YER175W-A
YER040W,YER180C
YER042W,YER182W
YER043C,YER183C
YER044C,YER184C
YER044C-A,YER185W
YER045C,YER188W
YER048C,YFL001W
YER048W-A,YFL003C
YER049W,YFL004W
YER050C,YFL007W
YER052C,YFL008W
YER053C,YFL009W
YER053C-A,YFL010C
YER054C,YFL011W
YER055C,YFL012W
YER056C,YFL013W-A
YER056C-A,YFL014W
YER058W,YFL017C
YER060W,YFL018C
YER060W-A,YFL021C-A
YER061C,YFL021W
YER062C,YFL022C
YER064C,YFL023W
YER066W,YFL024C
YER067W,YFL025C
YER068W,YFL026W
YER069W,YFL027C
YER070W,YFL028C
YER072W,YFL031W
YER073W,YFL033C
YER074W,YFL034C-A
YER075C,YFL034C-B
YER077C,YFL034W
YER078C,YFL036W
YER080W,YFL037W
YER081W,YFL041W-A
YER082C,YFL042C
YER083C,YFL044C
YER084W,YFL045C
YER084W-A,YFL047W
YER086W,YFL048C
YER087C-B,YFL049W
YER087W,YFL050C
YER090W,YFL053W
YER091C,YFL055W
YER092W,YFL058W
YER093C,YFL059W
YER093C-A,YFL060C
YER094C,YFL062W
YER095W,YFR001W
YER096W,YFR007W
YER098W,YFR008W
YER100W,YFR009W
YER101C,YFR009W-A
YER102W,YFR011C
YER103W,YFR013W
YER105C,YFR015C
YER106W,YFR020W
YER107C,YFR022W
YER109C,YFR023W
YER110C,YFR025C
