SAMPLE2,SAMPLE6
YER113C,YFR026C
YER114C,YFR027W
YER115C,YFR028C
YER116C,YFR029W
YER117W,YFR030W
YER118C,YFR031C
YER119C,YFR031C-A
YER119C-A,YFR032C
YER121W,YFR032C-A
YER122C,YFR033C
YER124C,YFR034C
YER126C,YFR034W-A
YER127W,YFR035C
YER128W,YFR036W
YER129W,YFR037C
YER130C,YFR038W
YER131W,YFR041C
YER132C,YFR042W
YER134C,YFR044C
YER135C,YFR045W
YER137C,YFR046C
YER139C,YFR051C
YER140W,YFR052W
YER141W,YFR053C
YER143W,YFR054C
YER145C,YFR055W
YER145C-A,YGL001C
YER147C,YGL003C
YER148W,YGL005C
YER149C,YGL006W
YER150W,YGL007C-A
YER151C,YGL008C
YER154W,YGL009C
YER155C,YGL010W
YER156C,YGL012W
YER157W,YGL014W
YER158C,YGL015C
YER159C,YGL019W
YER161C,YGL020C
YER163C,YGL021W
YER164W,YGL022W
YER165W,YGL025C
YER166W,YGL027C
YER167W,YGL028C
YER168C,YGL029W
YER169W,YGL030W
YER170W,YGL031C
YER171W,YGL032C
YER172C,YGL033W
YER174C,YGL035C
YER176W,YGL036W
YER177W,YGL037C
YER178W,YGL038C
YER179W,YGL039W
YER180C,YGL040C
YER182W,YGL041W-A
YER183C,YGL043W
YER186C,YGL045W
YFL001W,YGL055W
YFL002C,YGL059W
YFL003C,YGL061C
YFL004W,YGL063W
YFL007W,YGL064C
YFL008W,YGL065C
YFL009W,YGL067W
YFL010C,YGL068W
YFL012W,YGL070C
YFL013W-A,YGL073W
YFL014W,YGL075C
YFL015C,YGL076C
YFL016C,YGL077C
YFL017C,YGL078C
YFL018C,YGL080W
YFL021W,YGL081W
YFL022C,YGL085W
YFL023W,YGL087C
YFL024C,YGL090W
YFL025C,YGL091C
YFL026W,YGL092W
YFL027C,YGL093W
YFL028C,YGL096W
YFL030W,YGL097W
YFL031W,YGL098W
YFL032W,YGL099W
YFL034C-A,YGL100W
YFL034C-B,YGL101W
YFL036W,YGL103W
YFL037W,YGL105W
YFL038C,YGL106W
YFL042C,YGL107C
YFL044C,YGL111W
YFL045C,YGL112C
YFL047W,YGL114W
YFL048C,YGL115W
YFL050C,YGL116W
YFL052W,YGL117W
YFL054C,YGL120C
YFL055W,YGL121C
YFL057C,YGL122C
YFL058W,YGL123W
YFL059W,YGL125W
YFL060C,YGL129C
YFR001W,YGL130W
YFR002W,YGL133W
YFR003C,YGL134W
YFR004W,YGL135W
YFR005C,YGL136C
YFR007W,YGL137W
YFR009W,YGL139W
YFR009W-A,YGL140C
YFR011C,YGL142C
YFR012W,YGL143C
YFR013W,YGL144C
YFR014C,YGL147C
YFR015C,YGL148W
YFR016C,YGL153W
YFR017C,YGL154C
YFR018C,YGL155W
YFR020W,YGL156W
YFR022W,YGL157W
YFR023W,YGL159W
YFR024C-A,YGL162W
YFR025C,YGL166W
YFR026C,YGL169W
YFR027W,YGL170C
YFR028C,YGL171W
YFR029W,YGL172W
YFR030W,YGL173C
YFR031C,YGL174W
YFR031C-A,YGL176C
YFR032C-A,YGL178W
YFR033C,YGL179C
YFR034C,YGL180W
YFR034W-A,YGL182C
YFR036W,YGL183C
YFR037C,YGL184C
YFR038W,YGL185C
YFR039C,YGL186C
YFR040W,YGL187C
YFR041C,YGL188C
YFR042W,YGL189C
YFR044C,YGL190C
YFR045W,YGL191W
YFR046C,YGL194C
YFR048W,YGL195W
YFR050C,YGL200C
YFR051C,YGL202W
YFR052C-A,YGL203C
YFR052W,YGL205W
YFR053C,YGL208W
YFR055W,YGL211W
YGL001C,YGL213C
YGL007C-A,YGL215W
YGL008C,YGL216W
YGL009C,YGL219C
YGL010W,YGL220W
YGL011C,YGL224C
YGL012W,YGL225W
YGL014W,YGL226W
YGL016W,YGL227W
YGL019W,YGL228W
YGL020C,YGL229C
YGL021W,YGL230C
YGL022W,YGL232W
YGL023C,YGL234W
YGL026C,YGL236C
YGL027C,YGL237C
YGL028C,YGL238W
YGL029W,YGL240W
YGL030W,YGL243W
YGL031C,YGL244W
YGL032C,YGL246C
YGL035C,YGL252C
YGL037C,YGL253W
YGL040C,YGL254W
YGL041W-A,YGL255W
YGL043W,YGL262W
YGL044C,YGR001C
YGL045W,YGR002C
YGL049C,YGR003W
YGL050W,YGR004W
YGL054C,YGR005C
YGL055W,YGR006W
YGL056C,YGR007W
YGL057C,YGR008C
YGL058W,YGR012W
YGL061C,YGR013W
YGL062W,YGR014W
YGL063W,YGR017W
YGL064C,YGR019W
YGL065C,YGR020C
YGL067W,YGR021W
YGL068W,YGR024C
YGL070C,YGR026W
YGL071W,YGR028W
YGL076C,YGR029W
YGL077C,YGR030C
YGL078C,YGR031W
YGL079W,YGR032W
YGL080W,YGR033C
YGL084C,YGR034W
YGL085W,YGR035C
YGL086W,YGR036C
YGL087C,YGR038W
YGL090W,YGR039W
YGL091C,YGR040W
YGL092W,YGR041W
YGL093W,YGR043C
YGL097W,YGR044C
YGL099W,YGR045C
YGL100W,YGR047C
YGL101W,YGR049W
YGL103W,YGR050C
YGL104C,YGR052W
YGL105W,YGR054W
YGL107C,YGR055W
YGL108C,YGR058W
YGL110C,YGR059W
YGL111W,YGR060W
YGL112C,YGR061C
YGL113W,YGR062C
YGL114W,YGR065C
YGL115W,YGR066C
YGL116W,YGR068C
YGL120C,YGR070W
YGL121C,YGR074W
YGL122C,YGR076C
YGL123W,YGR079W
YGL125W,YGR081C
YGL129C,YGR082W
YGL130W,YGR083C
YGL133W,YGR084C
YGL134W,YGR085C
YGL135W,YGR086C
YGL140C,YGR087C
YGL143C,YGR088W
YGL144C,YGR089W
YGL145W,YGR090W
YGL146C,YGR091W
YGL147C,YGR092W
YGL148W,YGR093W
YGL150C,YGR094W
YGL153W,YGR095C
YGL154C,YGR096W
YGL155W,YGR097W
YGL156W,YGR098C
YGL159W,YGR099W
YGL161C,YGR101W
YGL162W,YGR102C
YGL163C,YGR103W
YGL164C,YGR104C
YGL166W,YGR108W
YGL167C,YGR109C
YGL168W,YGR109W-B
YGL169W,YGR110W
YGL171W,YGR118W
YGL172W,YGR119C
YGL173C,YGR120C
YGL174W,YGR121C
YGL178W,YGR123C
YGL179C,YGR124W
YGL180W,YGR125W
YGL183C,YGR126W
YGL184C,YGR127W
YGL186C,YGR128C
YGL189C,YGR129W
YGL194C,YGR130C
YGL195W,YGR133W
YGL196W,YGR136W
YGL197W,YGR137W
YGL200C,YGR140W
YGL201C,YGR142W
YGL202W,YGR143W
YGL203C,YGR144W
YGL205W,YGR145W
YGL207W,YGR146C
YGL208W,YGR146C-A
YGL209W,YGR147C
YGL210W,YGR148C
YGL211W,YGR150C
YGL215W,YGR151C
YGL216W,YGR152C
YGL219C,YGR153W
YGL223C,YGR154C
YGL224C,YGR155W
YGL225W,YGR157W
YGL226C-A,YGR158C
YGL226W,YGR159C
YGL229C,YGR161C
YGL231C,YGR161W-C
YGL232W,YGR162W
YGL234W,YGR163W
YGL236C,YGR165W
YGL237C,YGR166W
YGL241W,YGR167W
YGL243W,YGR168C
YGL244W,YGR169C
YGL245W,YGR170W
YGL246C,YGR171C
YGL249W,YGR172C
YGL251C,YGR173W
YGL252C,YGR174C
YGL253W,YGR174W-A
YGL254W,YGR175C
YGL255W,YGR178C
YGL256W,YGR179C
YGL257C,YGR180C
YGR001C,YGR181W
YGR002C,YGR182C
YGR003W,YGR183C
YGR004W,YGR188C
YGR005C,YGR191W
YGR007W,YGR192C
YGR008C,YGR193C
YGR009C,YGR194C
YGR012W,YGR195W
YGR013W,YGR197C
YGR014W,YGR198W
YGR017W,YGR199W
YGR019W,YGR200C
YGR020C,YGR201C
YGR021W,YGR202C
YGR024C,YGR203W
YGR025W,YGR204W
YGR027C,YGR205W
YGR028W,YGR206W
YGR029W,YGR207C
YGR030C,YGR208W
YGR031W,YGR210C
YGR032W,YGR211W
YGR033C,YGR213C
YGR034W,YGR214W
YGR035C,YGR215W
YGR037C,YGR220C
YGR038W,YGR221C
YGR039W,YGR224W
YGR040W,YGR225W
YGR041W,YGR227W
YGR042W,YGR229C
YGR043C,YGR230W
YGR045C,YGR231C
YGR049W,YGR232W
YGR052W,YGR234W
YGR053C,YGR236C
YGR054W,YGR238C
YGR055W,YGR239C
YGR056W,YGR240C
YGR057C,YGR241C
YGR058W,YGR243W
YGR060W,YGR244C
YGR061C,YGR245C
YGR062C,YGR248W
YGR063C,YGR251W
YGR065C,YGR252W
YGR067C,YGR253C
YGR068C,YGR254W
YGR068W-A,YGR256W
YGR072W,YGR257C
YGR076C,YGR258C
YGR078C,YGR260W
YGR079W,YGR261C
YGR081C,YGR262C
YGR082W,YGR266W
YGR083C,YGR267C
YGR084C,YGR268C
YGR085C,YGR273C
YGR086C,YGR275W
YGR087C,YGR277C
YGR088W,YGR279C
YGR089W,YGR281W
YGR090W,YGR282C
YGR091W,YGR283C
YGR092W,YGR284C
YGR093W,YGR285C
YGR094W,YGR286C
YGR095C,YGR287C
YGR096W,YGR289C
YGR097W,YGR292W
YGR098C,YGR295C
YGR099W,YHL001W
YGR101W,YHL003C
YGR103W,YHL004W
YGR104C,YHL006W-A
YGR106C,YHL009C
YGR107W,YHL009W-B
YGR108W,YHL010C
YGR109C,YHL011C
YGR111W,YHL013C
YGR112W,YHL014C
YGR118W,YHL015W
YGR119C,YHL016C
YGR120C,YHL017W
YGR121C,YHL020C
YGR123C,YHL021C
YGR124W,YHL024W
YGR125W,YHL027W
YGR127W,YHL028W
YGR128C,YHL029C
YGR129W,YHL030W
YGR130C,YHL030W-A
YGR131W,YHL032C
YGR132C,YHL033C
YGR134W,YHL034C
YGR136W,YHL035C
YGR137W,YHL036W
YGR138C,YHL038C
YGR140W,YHL039W
YGR142W,YHL040C
YGR144W,YHR001W-A
YGR145W,YHR005C-A
YGR146C,YHR006W
YGR147C,YHR007C
YGR148C,YHR007C-A
YGR150C,YHR008C
YGR151C,YHR009C
YGR152C,YHR010W
YGR153W,YHR011W
YGR155W,YHR013C
YGR158C,YHR015W
YGR159C,YHR016C
YGR161C,YHR017W
YGR161W-C,YHR019C
YGR162W,YHR020W
YGR163W,YHR021C
YGR165W,YHR022C
YGR166W,YHR023W
YGR167W,YHR024C
YGR169C,YHR025W
YGR171C,YHR026W
YGR172C,YHR030C
YGR173W,YHR031C
YGR174C,YHR032W
YGR174W-A,YHR033W
YGR175C,YHR034C
YGR177C,YHR038W
YGR180C,YHR039C-A
YGR181W,YHR040W
YGR182C,YHR043C
YGR183C,YHR044C
YGR185C,YHR045W
YGR187C,YHR046C
YGR188C,YHR047C
YGR189C,YHR048W
YGR191W,YHR049W
YGR192C,YHR050W
YGR194C,YHR051W
YGR195W,YHR052W
YGR197C,YHR056C
YGR198W,YHR057C
YGR199W,YHR058C
YGR200C,YHR059W
YGR201C,YHR061C
YGR202C,YHR062C
YGR203W,YHR063C
YGR204W,YHR064C
YGR205W,YHR065C
YGR207C,YHR066W
YGR208W,YHR068W
YGR209C,YHR069C
YGR210C,YHR070W
YGR211W,YHR071C-A
YGR214W,YHR071W
YGR215W,YHR072W
YGR216C,YHR072W-A
YGR217W,YHR074W
YGR218W,YHR075C
YGR220C,YHR076W
YGR221C,YHR078W
YGR227W,YHR081W
YGR229C,YHR082C
YGR230W,YHR085W
YGR231C,YHR086W
YGR232W,YHR087W
YGR233C,YHR089C
YGR234W,YHR091C
YGR236C,YHR092C
YGR238C,YHR096C
YGR239C,YHR097C
YGR240C,YHR098C
YGR241C,YHR099W
YGR243W,YHR101C
YGR244C,YHR103W
YGR245C,YHR104W
YGR247W,YHR105W
YGR248W,YHR106W
YGR249W,YHR107C
YGR251W,YHR109W
YGR252W,YHR111W
YGR254W,YHR116W
YGR255C,YHR117W
YGR256W,YHR119W
YGR257C,YHR120W
YGR259C,YHR121W
YGR260W,YHR122W
YGR261C,YHR123W
YGR262C,YHR126C
YGR264C,YHR128W
YGR266W,YHR131C
YGR267C,YHR132C
YGR271C-A,YHR132W-A
YGR271W,YHR133C
YGR273C,YHR134W
YGR274C,YHR137W
YGR276C,YHR138C
YGR277C,YHR139C
YGR278W,YHR140W
YGR279C,YHR141C
YGR280C,YHR143W
YGR281W,YHR144C
YGR282C,YHR146W
YGR283C,YHR147C
YGR284C,YHR148W
YGR285C,YHR149C
YGR286C,YHR150W
YGR287C,YHR152W
YGR289C,YHR153C
YGR290W,YHR154W
YGR292W,YHR156C
YGR295C,YHR160C
YHL001W,YHR162W
YHL003C,YHR163W
YHL004W,YHR165C
YHL006W-A,YHR167W
YHL007C,YHR168W
YHL009C,YHR169W
YHL011C,YHR171W
YHL013C,YHR172W
YHL014C,YHR174W
YHL015W,YHR175W-A
YHL016C,YHR176W
YHL020C,YHR179W
YHL021C,YHR180W
YHL022C,YHR183W
YHL024W,YHR184W
YHL026C,YHR186C
YHL027W,YHR187W
YHL029C,YHR193C-A
YHL030W-A,YHR195W
YHL031C,YHR197W
YHL032C,YHR198C
YHL033C,YHR201C
YHL034C,YHR202W
YHL036W,YHR203C
YHL038C,YHR204W
YHL039W,YHR206W
YHL040C,YHR207C
YHL050C,YHR208W
YHR003C,YHR209W
YHR005C,YHR210C
YHR005C-A,YHR213W-A
YHR006W,YHR216W
YHR007C,YIL001W
YHR007C-A,YIL003W
YHR008C,YIL004C
YHR009C,YIL008W
YHR010W,YIL009W
YHR011W,YIL012W
YHR012W,YIL013C
YHR013C,YIL014W
YHR015W,YIL015W
YHR016C,YIL017C
YHR019C,YIL018W
YHR020W,YIL019W
YHR021C,YIL020C
YHR022C,YIL020C-A
YHR024C,YIL021W
YHR025W,YIL022W
YHR026W,YIL023C
YHR029C,YIL026C
YHR030C,YIL029C
YHR032W,YIL035C
YHR032W-A,YIL036W
YHR036W,YIL039W
YHR037W,YIL041W
YHR038W,YIL043C
YHR039C,YIL044C
YHR039C-A,YIL045W
YHR040W,YIL046W
YHR041C,YIL047C
YHR042W,YIL047C-A
YHR043C,YIL049W
YHR044C,YIL050W
YHR045W,YIL051C
YHR046C,YIL052C
YHR047C,YIL053W
YHR048W,YIL055C
YHR049W,YIL057C
YHR050W,YIL059C
YHR051W,YIL061C
YHR052W,YIL064W
YHR057C,YIL066C
YHR058C,YIL067C
YHR059W,YIL068C
YHR060W,YIL069C
YHR061C,YIL070C
YHR062C,YIL071C
YHR063C,YIL072W
YHR064C,YIL073C
YHR065C,YIL074C
YHR066W,YIL076W
YHR068W,YIL077C
YHR069C,YIL078W
YHR069C-A,YIL079C
YHR070W,YIL083C
YHR072W,YIL085C
YHR072W-A,YIL087C
YHR075C,YIL089W
YHR076W,YIL090W
YHR077C,YIL091C
YHR078W,YIL092W
YHR079C,YIL093C
YHR081W,YIL094C
YHR084W,YIL095W
YHR085W,YIL096C
YHR086W,YIL097W
YHR087W,YIL098C
YHR088W,YIL099W
YHR089C,YIL101C
YHR091C,YIL103W
YHR096C,YIL104C
YHR098C,YIL105C
YHR099W,YIL106W
YHR100C,YIL107C
YHR101C,YIL109C
YHR103W,YIL113W
YHR104W,YIL114C
YHR105W,YIL115C
YHR106W,YIL116W
YHR107C,YIL117C
YHR109W,YIL118W
YHR111W,YIL120W
YHR115C,YIL121W
YHR116W,YIL123W
YHR118C,YIL124W
YHR119W,YIL125W
YHR120W,YIL127C
YHR121W,YIL128W
YHR122W,YIL130W
YHR123W,YIL131C
YHR127W,YIL132C
YHR128W,YIL133C
YHR129C,YIL134W
YHR131C,YIL135C
YHR132W-A,YIL136W
YHR133C,YIL138C
YHR134W,YIL139C
YHR137W,YIL140W
YHR138C,YIL141W
YHR139C,YIL142W
YHR140W,YIL144W
YHR141C,YIL145C
YHR142W,YIL146C
YHR143W,YIL147C
YHR143W-A,YIL148W
YHR144C,YIL150C
YHR146W,YIL151C
YHR147C,YIL154C
YHR148W,YIL155C
YHR149C,YIL156W-B
YHR150W,YIL157C
YHR151C,YIL158W
YHR152W,YIL160C
YHR153C,YIL161W
YHR154W,YIL162W
YHR156C,YIL164C
YHR160C,YIL165C
YHR161C,YIL169C
YHR162W,YIR004W
YHR165C,YIR008C
YHR167W,YIR009W
YHR168W,YIR010W
YHR169W,YIR011C
YHR170W,YIR012W
YHR172W,YIR014W
YHR176W,YIR015W
YHR177W,YIR018W
YHR179W,YIR020W-A
YHR181W,YIR021W
YHR182W,YIR023W
YHR184W,YIR024C
YHR186C,YIR025W
YHR187W,YIR026C
YHR188C,YIR027C
YHR190W,YIR028W
YHR192W,YIR029W
YHR193C,YIR030C
YHR194W,YIR031C
YHR196W,YIR032C
YHR197W,YIR033W
YHR198C,YIR034C
YHR199C,YIR035C
YHR199C-A,YIR036C
YHR200W,YIR037W
YHR201C,YIR038C
YHR202W,YIR042C
YHR203C,YJL002C
YHR204W,YJL003W
YHR205W,YJL010C
YHR206W,YJL012C
YHR207C,YJL013C
YHR208W,YJL014W
YHR209W,YJL016W
YHR210C,YJL019W
YHR214C-B,YJL020C
YHR216W,YJL023C
YIL001W,YJL024C
YIL002W-A,YJL026W
YIL003W,YJL033W
YIL004C,YJL034W
YIL005W,YJL035C
YIL006W,YJL044C
YIL008W,YJL045W
YIL009C-A,YJL046W
YIL009W,YJL048C
YIL010W,YJL050W
YIL011W,YJL051W
YIL014W,YJL052W
YIL015W,YJL054W
YIL016W,YJL057C
YIL018W,YJL058C
YIL019W,YJL059W
YIL020C,YJL062W
YIL020C-A,YJL062W-A
YIL021W,YJL063C
YIL022W,YJL066C
YIL026C,YJL069C
YIL027C,YJL071W
YIL030C,YJL073W
YIL033C,YJL074C
YIL035C,YJL076W
YIL036W,YJL078C
YIL037C,YJL080C
YIL038C,YJL082W
YIL039W,YJL084C
YIL040W,YJL089W
YIL041W,YJL092W
YIL042C,YJL093C
YIL043C,YJL096W
YIL044C,YJL098W
YIL045W,YJL100W
YIL046W,YJL101C
YIL046W-A,YJL102W
YIL047C,YJL104W
YIL050W,YJL105W
YIL052C,YJL106W
YIL053W,YJL107C
YIL055C,YJL108C
YIL056W,YJL109C
YIL057C,YJL110C
YIL058W,YJL111W
YIL059C,YJL112W
YIL061C,YJL115W
YIL062C,YJL116C
YIL063C,YJL118W
YIL064W,YJL119C
YIL066C,YJL121C
YIL067C,YJL122W
YIL069C,YJL123C
YIL070C,YJL124C
YIL071W-A,YJL125C
YIL072W,YJL126W
YIL074C,YJL128C
YIL076W,YJL129C
YIL077C,YJL132W
YIL078W,YJL133C-A
YIL079C,YJL133W
YIL084C,YJL134W
YIL085C,YJL136C
YIL087C,YJL137C
YIL088C,YJL139C
YIL090W,YJL140W
YIL091C,YJL141C
YIL092W,YJL142C
YIL093C,YJL143W
YIL094C,YJL144W
YIL095W,YJL145W
YIL096C,YJL148W
YIL098C,YJL149W
YIL099W,YJL151C
YIL101C,YJL153C
YIL103W,YJL154C
YIL104C,YJL156C
YIL106W,YJL158C
YIL107C,YJL159W
YIL108W,YJL161W
YIL110W,YJL162C
YIL111W,YJL163C
YIL113W,YJL164C
YIL114C,YJL165C
YIL116W,YJL166W
YIL117C,YJL168C
YIL118W,YJL171C
YIL119C,YJL174W
YIL121W,YJL176C
YIL122W,YJL177W
YIL123W,YJL178C
YIL124W,YJL179W
YIL125W,YJL180C
YIL127C,YJL181W
YIL128W,YJL183W
YIL130W,YJL184W
YIL132C,YJL185C
YIL133C,YJL186W
YIL134W,YJL187C
YIL136W,YJL190C
YIL139C,YJL191W
YIL140W,YJL192C
YIL141W,YJL193W
YIL142W,YJL196C
YIL143C,YJL197W
YIL145C,YJL198W
YIL147C,YJL200C
YIL148W,YJL201W
YIL151C,YJL206C
YIL153W,YJL208C
YIL154C,YJL209W
YIL155C,YJL210W
YIL156W-B,YJL212C
YIL157C,YJL213W
YIL158W,YJL214W
YIL159W,YJL216C
YIL160C,YJL217W
YIL161W,YJL218W
YIL162W,YJR001W
YIL164C,YJR002W
YIL165C,YJR003C
YIL166C,YJR004C
YIL169C,YJR005C-A
YIR001C,YJR005W
YIR002C,YJR006W
YIR003W,YJR007W
YIR004W,YJR008W
YIR008C,YJR010W
YIR009W,YJR013W
YIR011C,YJR014W
YIR012W,YJR015W
YIR014W,YJR016C
YIR015W,YJR019C
YIR016W,YJR021C
YIR017C,YJR022W
YIR017W-A,YJR030C
YIR018W,YJR031C
YIR019C,YJR032W
YIR021W,YJR034W
YIR023W,YJR035W
YIR024C,YJR041C
YIR026C,YJR042W
YIR027C,YJR043C
YIR028W,YJR044C
YIR029W,YJR045C
YIR030C,YJR046W
YIR031C,YJR048W
YIR032C,YJR049C
YIR033W,YJR050W
YIR034C,YJR052W
YIR036C,YJR054W
YIR037W,YJR055W
YIR038C,YJR061W
YIR039C,YJR063W
YIR041W,YJR067C
YIR042C,YJR069C
YJL001W,YJR070C
YJL002C,YJR072C
YJL003W,YJR073C
YJL005W,YJR075W
YJL006C,YJR076C
YJL008C,YJR077C
YJL010C,YJR078W
YJL011C,YJR079W
YJL012C,YJR080C
YJL014W,YJR082C
YJL016W,YJR085C
YJL019W,YJR092W
YJL020C,YJR093C
YJL023C,YJR094C
YJL024C,YJR094W-A
YJL025W,YJR095W
YJL026W,YJR096W
YJL029C,YJR098C
YJL033W,YJR099W
YJL034W,YJR100C
YJL035C,YJR101W
YJL039C,YJR103W
YJL041W,YJR104C
YJL044C,YJR105W
YJL045W,YJR106W
YJL046W,YJR110W
YJL048C,YJR111C
YJL050W,YJR113C
YJL051W,YJR117W
YJL052W,YJR119C
YJL054W,YJR121W
YJL055W,YJR122W
YJL057C,YJR123W
YJL058C,YJR124C
YJL059W,YJR125C
YJL060W,YJR126C
YJL061W,YJR127C
YJL062W-A,YJR128W
YJL063C,YJR129C
YJL066C,YJR132W
YJL068C,YJR133W
YJL069C,YJR135W-A
YJL071W,YJR137C
YJL072C,YJR139C
YJL073W,YJR140C
YJL074C,YJR143C
YJL076W,YJR145C
YJL077C,YJR146W
YJL078C,YJR147W
YJL079C,YJR148W
YJL080C,YJR151C
YJL081C,YJR152W
YJL083W,YJR154W
YJL084C,YJR155W
YJL085W,YJR157W
YJL087C,YJR161C
YJL088W,YKL001C
YJL089W,YKL003C
YJL090C,YKL004W
YJL091C,YKL005C
YJL093C,YKL006W
YJL096W,YKL009W
YJL098W,YKL010C
YJL100W,YKL011C
YJL101C,YKL013C
YJL102W,YKL015W
YJL104W,YKL016C
YJL105W,YKL018W
YJL106W,YKL020C
YJL107C,YKL021C
YJL108C,YKL023C-A
YJL109C,YKL024C
YJL110C,YKL026C
YJL111W,YKL027W
YJL112W,YKL028W
YJL115W,YKL029C
YJL116C,YKL032C
YJL118W,YKL033W-A
YJL119C,YKL039W
YJL121C,YKL040C
YJL122W,YKL042W
YJL123C,YKL043W
YJL124C,YKL044W
YJL125C,YKL045W
YJL126W,YKL046C
YJL127C,YKL048C
YJL128C,YKL050C
YJL129C,YKL051W
YJL130C,YKL053C-A
YJL131C,YKL055C
YJL132W,YKL056C
YJL133C-A,YKL057C
YJL133W,YKL060C
YJL134W,YKL062W
YJL136C,YKL063C
YJL138C,YKL064W
YJL139C,YKL065W-A
YJL141C,YKL071W
YJL142C,YKL072W
YJL143W,YKL073W
YJL144W,YKL076C
YJL145W,YKL078W
YJL146W,YKL080W
YJL148W,YKL081W
YJL151C,YKL082C
YJL153C,YKL086W
YJL156C,YKL087C
YJL157C,YKL088W
YJL158C,YKL089W
YJL159W,YKL090W
YJL160C,YKL091C
YJL161W,YKL092C
YJL162C,YKL093W
YJL163C,YKL095W
YJL164C,YKL096C-B
YJL166W,YKL096W-A
YJL168C,YKL098W
YJL170C,YKL099C
YJL171C,YKL100C
YJL173C,YKL101W
YJL174W,YKL106W
YJL177W,YKL107W
YJL178C,YKL108W
YJL179W,YKL109W
YJL180C,YKL110C
YJL181W,YKL112W
YJL183W,YKL113C
YJL184W,YKL114C
YJL185C,YKL116C
YJL186W,YKL119C
YJL187C,YKL120W
YJL189W,YKL123W
YJL190C,YKL124W
YJL191W,YKL127W
YJL192C,YKL128C
YJL193W,YKL133C
YJL194W,YKL134C
YJL196C,YKL136W
YJL197W,YKL137W
YJL198W,YKL138C
YJL199C,YKL139W
YJL200C,YKL141W
YJL201W,YKL142W
YJL203W,YKL143W
YJL205C,YKL145W
YJL207C,YKL147C
YJL208C,YKL148C
YJL209W,YKL149C
YJL210W,YKL151C
YJL212C,YKL152C
YJL213W,YKL154W
YJL214W,YKL155C
YJL216C,YKL156W
YJL218W,YKL159C
YJR001W,YKL161C
YJR002W,YKL162C-A
YJR003C,YKL163W
YJR005C-A,YKL164C
YJR005W,YKL165C
YJR006W,YKL166C
YJR007W,YKL167C
YJR008W,YKL168C
YJR009C,YKL170W
YJR010W,YKL171W
YJR011C,YKL172W
YJR012C,YKL174C
YJR013W,YKL175W
YJR014W,YKL177W
YJR015W,YKL178C
YJR016C,YKL180W
YJR019C,YKL181W
YJR023C,YKL182W
YJR024C,YKL184W
YJR027W,YKL185W
YJR030C,YKL186C
YJR032W,YKL188C
YJR034W,YKL189W
YJR039W,YKL191W
YJR041C,YKL192C
YJR042W,YKL194C
YJR043C,YKL195W
YJR044C,YKL197C
YJR045C,YKL201C
YJR046W,YKL207W
YJR048W,YKL208W
YJR050W,YKL210W
YJR051W,YKL211C
YJR052W,YKL212W
YJR054W,YKL213C
YJR055W,YKL215C
YJR056C,YKL216W
YJR057W,YKL217W
YJR059W,YKL218C
YJR061W,YKL221W
YJR063W,YKL222C
YJR064W,YKR002W
YJR065C,YKR004C
YJR067C,YKR005C
YJR068W,YKR006C
YJR069C,YKR007W
YJR070C,YKR008W
YJR072C,YKR009C
YJR073C,YKR010C
YJR075W,YKR011C
YJR076C,YKR012C
YJR077C,YKR013W
YJR078W,YKR016W
YJR079W,YKR017C
YJR080C,YKR018C
YJR082C,YKR023W
YJR085C,YKR024C
YJR088C,YKR025W
YJR090C,YKR026C
YJR092W,YKR027W
YJR093C,YKR030W
YJR094C,YKR033C
YJR094W-A,YKR034W
YJR096W,YKR036C
YJR097W,YKR037C
YJR100C,YKR038C
YJR101W,YKR039W
YJR103W,YKR042W
YJR104C,YKR043C
YJR105W,YKR044W
YJR111C,YKR048C
YJR113C,YKR049C
YJR115W,YKR050W
YJR116W,YKR051W
YJR117W,YKR053C
YJR118C,YKR054C
YJR119C,YKR057W
YJR121W,YKR058W
YJR122W,YKR059W
YJR123W,YKR060W
YJR124C,YKR061W
YJR125C,YKR063C
YJR126C,YKR065C
YJR127C,YKR067W
YJR129C,YKR069W
YJR131W,YKR071C
YJR132W,YKR072C
YJR133W,YKR076W
YJR135W-A,YKR079C
YJR136C,YKR081C
YJR137C,YKR083C
YJR139C,YKR084C
YJR140C,YKR085C
YJR142W,YKR086W
YJR143C,YKR087C
YJR144W,YKR090W
YJR145C,YKR091W
YJR147W,YKR094C
YJR148W,YKR097W
YJR149W,YKR098C
YJR152W,YKR099W
YJR154W,YKR100C
YJR155W,YLL001W
YKL001C,YLL002W
YKL003C,YLL004W
YKL004W,YLL005C
YKL006W,YLL008W
YKL009W,YLL009C
YKL011C,YLL011W
YKL013C,YLL012W
YKL014C,YLL013C
YKL015W,YLL014W
YKL016C,YLL015W
YKL018W,YLL018C
YKL021C,YLL018C-A
YKL023C-A,YLL019C
YKL024C,YLL021W
YKL026C,YLL022C
YKL027W,YLL023C
YKL028W,YLL026W
YKL029C,YLL027W
YKL031W,YLL028W
YKL032C,YLL029W
YKL033W,YLL032C
YKL035W,YLL033W
YKL037W,YLL034C
YKL039W,YLL035W
YKL040C,YLL036C
YKL041W,YLL039C
YKL042W,YLL042C
YKL045W,YLL043W
YKL046C,YLL045C
YKL050C,YLL046C
YKL051W,YLL052C
YKL052C,YLL053C
YKL053C-A,YLL054C
YKL054C,YLL055W
YKL055C,YLL056C
YKL056C,YLL057C
YKL057C,YLL059C
YKL060C,YLL060C
