LDLEAF,LDM,LDVA,SDLEAF,SDM,SDVA
AT2G44050,AT2G20170,AT5G11670,AT1G42440,AT2G21250,AT2G04410
AT2G44490,AT2G20230,AT5G12480,AT1G42470,AT2G21280,AT2G04650
AT2G44520,AT2G20260,AT5G13110,AT1G42540,AT2G21300,AT2G04700
AT2G44660,AT2G20280,AT5G13300,AT1G42990,AT2G21320,AT2G04900
AT2G44770,AT2G20290,AT5G13630,AT1G43040,AT2G21330,AT2G05070
AT2G44900,AT2G20360,AT5G13640,AT1G43130,AT2G21340,AT2G05100
AT2G45190,AT2G20530,AT5G13740,AT1G43560,AT2G21370,AT2G05630
AT2G45270,AT2G20540,AT5G13790,AT1G43670,AT2G21380,AT2G05710
AT2G45280,AT2G20580,AT5G14060,AT1G43690,AT2G21440,AT2G06520
AT2G45560,AT2G21210,AT5G14360,AT1G43700,AT2G21660,AT2G06960
AT2G45590,AT2G21250,AT5G14370,AT1G43860,AT2G21680,AT2G07170
AT2G45640,AT2G21320,AT5G14590,AT1G44080,AT2G21950,At2g07685
AT2G45680,AT2G21370,AT5G14960,AT1G44446,AT2G22010,AT2G07690
AT2G45790,AT2G21380,AT5G15230,AT1G44575,AT2G22030,AT2G07718
AT2G45850,AT2G21410,AT5G15350,AT1G44750,AT2G22450,AT2G07739
AT2G45970,AT2G21530,AT5G15630,AT1G44835,AT2G22490,AT2G10950
AT2G46170,AT2G21540,AT5G15840,AT1G44900,AT2G22660,AT2G11520
AT2G46270,AT2G21600,AT5G15850,AT1G44960,AT2G22780,AT2G13560
AT2G46520,AT2G21660,AT5G15980,AT1G45000,AT2G22880,AT2G14255
AT2G46530,AT2G21990,AT5G16120,AT1G45050,AT2G22890,AT2G14878
AT2G46660,AT2G22010,AT5G16150,AT1G45130,AT2G22990,AT2G15080
AT2G46710,AT2G22410,AT5G16180,AT1G45145,AT2G23030,AT2G15128
AT2G46780,AT2G22450,AT5G16260,AT1G45201,AT2G23070,AT2G15240
AT2G46870,AT2G22500,AT5G16310,AT1G45231,AT2G23080,AT2G15280
AT2G46880,AT2G22540,AT5G16450,AT1G45249,AT2G23093,AT2G15320
AT2G47390,AT2G22720,AT5G16830,AT1G45474,AT2G23380,AT2G15630
AT2G47450,AT2G22780,AT5G16880,AT1G46480,AT2G23630,AT2G15690
AT2G47490,AT2G22980,AT5G18280,AT1G46554,AT2G23740,AT2G15880
AT2G47580,AT2G22990,AT5G18610,AT1G47210,AT2G23760,AT2G16240
AT2G47590,AT2G23070,AT5G18650,AT1G47260,AT2G23840,AT2G16365
AT2G47600,AT2G23100,AT5G18670,AT1G47270,AT2G24150,AT2G16380
AT2G47800,AT2G23170,AT5G18760,AT1G47290,AT2G24200,AT2G16430
AT2G47850,AT2G23190,AT5G19600,AT1G47340,AT2G24270,AT2G16530
AT2G47990,AT2G23200,AT5G20250,AT1G47500,AT2G24290,AT2G16600
AT3G01440,AT2G23350,AT5G20410,AT1G47530,AT2G24740,AT2G16640
AT3G01510,AT2G23760,AT5G20520,AT1G47640,AT2G24765,AT2G16730
AT3G01590,AT2G23810,AT5G20560,AT1G47710,AT2G24790,AT2G16740
AT3G01890,AT2G23840,AT5G20620,AT1G47720,AT2G24830,AT2G16750
AT3G02080,AT2G24050,AT5G22020,AT1G47740,AT2G25080,AT2G16900
AT3G02100,AT2G24200,AT5G22030,AT1G47900,AT2G25180,AT2G16940
AT3G02140,AT2G24290,AT5G22370,AT1G48030,AT2G25310,AT2G17000
AT3G02320,AT2G24690,AT5G23050,AT1G48090,AT2G25410,AT2G17150
AT3G02380,AT2G24790,AT5G23660,AT1G48100,AT2G25520,AT2G17190
AT3G02570,AT2G24830,AT5G24300,AT1G48110,AT2G25690,AT2G17250
AT3G02580,AT2G24940,AT5G24390,AT1G48120,AT2G25740,AT2G17450
AT3G02660,AT2G25080,AT5G25560,AT1G48175,AT2G25840,AT2G17480
AT3G02730,AT2G25110,AT5G25830,AT1G48190,AT2G25880,AT2G17525
AT3G02880,AT2G25140,AT5G25890,AT1G48210,AT2G25950,AT2G17700
AT3G02910,AT2G25200,AT5G25940,AT1G48240,AT2G25970,AT2G17840
AT3G02960,AT2G25430,AT5G26330,AT1G48260,AT2G26080,AT2G18040
AT3G03110,AT2G25450,AT5G26580,AT1G48310,AT2G26300,AT2G18130
AT3G03420,AT2G25520,AT5G27360,AT1G48350,AT2G26430,AT2G18150
AT3G03490,AT2G25690,AT5G27690,AT1G48360,AT2G26540,AT2G18160
AT3G03820,AT2G25737,AT5G27760,AT1G48410,AT2G26550,AT2G18245
AT3G03850,AT2G25870,AT5G28770,AT1G48430,AT2G26560,AT2G18280
AT3G04080,AT2G26030,AT5G28840,AT1G48520,AT2G26580,AT2G18290
AT3G04240,AT2G26100,AT5G35160,AT1G48550,AT2G26670,AT2G18350
AT3G04290,AT2G26210,AT5G35525,AT1G48600,AT2G26690,AT2G18390
AT3G04350,AT2G26430,AT5G35790,AT1G48650,AT2G26800,AT2G18670
AT3G04470,AT2G26500,AT5G36670,AT1G48770,AT2G26900,AT2G18740
AT3G04600,AT2G26550,AT5G36930,AT1G48790,AT2G26980,AT2G18790
AT3G04670,AT2G26580,AT5G37070,AT1G48800,AT2G27020,AT2G18860
AT3G04910,AT2G26590,AT5G37600,AT1G48920,AT2G27240,AT2G18960
AT3G04940,AT2G26670,AT5G38210,AT1G48950,AT2G27290,AT2G19170
AT3G05120,AT2G26690,AT5G38220,AT1G48960,AT2G27360,AT2G19450
AT3G05160,AT2G26730,AT5G38510,AT1G49050,AT2G27680,AT2G19570
AT3G05220,AT2G26800,AT5G39530,AT1G49130,AT2G27860,AT2G19620
AT3G05280,AT2G26900,AT5G39660,AT1G49170,AT2G28070,AT2G20010
AT3G05420,AT2G27040,AT5G39785,AT1G49200,AT2G28090,AT2G20130
AT3G05510,AT2G27290,AT5G39950,AT1G49230,AT2G28200,AT2G20320
AT3G05880,AT2G27310,AT5G41080,AT1G49240,AT2G28290,AT2G20420
AT3G05940,AT2G27470,AT5G41280,AT1G49300,AT2G28320,AT2G20560
AT3G05970,AT2G27510,AT5G41490,AT1G49320,AT2G28370,AT2G20580
AT3G06200,AT2G27600,AT5G42420,AT1G49380,AT2G28450,AT2G20740
AT3G06400,AT2G27680,AT5G42810,AT1G49430,AT2G28480,AT2G20830
AT3G06455,AT2G27810,AT5G43320,AT1G49470,AT2G28720,AT2G20900
AT3G06483,AT2G27860,AT5G43500,AT1G49480,AT2G28840,AT2G20960
AT3G06980,AT2G27920,AT5G44030,AT1G49600,AT2G28900,AT2G21050
AT3G07290,AT2G27980,AT5G44180,AT1G49630,AT2G28910,AT2G21100
AT3G07320,AT2G28070,AT5G44680,AT1G49640,AT2G28930,AT2G21130
AT3G07390,AT2G28085,AT5G44800,AT1G49670,AT2G29100,AT2G21200
AT3G07400,AT2G28150,AT5G44910,AT1G49750,AT2G29400,AT2G21210
AT3G07650,AT2G28290,AT5G45530,AT1G49760,AT2G29480,AT2G21250
AT3G07660,AT2G28320,AT5G45820,AT1G49780,AT2G29490,AT2G21270
AT3G07670,AT2G28370,AT5G45960,AT1G49850,AT2G29630,AT2G21320
AT3G07780,AT2G28390,AT5G46110,AT1G49952,AT2G29650,AT2G21330
AT3G07880,AT2G28810,AT5G46290,AT1G49970,AT2G29760,AT2G21370
AT3G07890,AT2G28830,AT5G46530,AT1G50010,AT2G29870,AT2G21380
AT3G08030,AT2G28900,AT5G46710,AT1G50030,AT2G29980,AT2G21520
AT3G08510,AT2G29080,AT5G46740,AT1G50040,AT2G30070,AT2G21620
AT3G08940,AT2G29390,AT5G46840,AT1G50090,AT2G30100,AT2G21655
AT3G09090,AT2G29490,AT5G47120,AT1G50120,AT2G30110,AT2G21660
AT3G09390,AT2G29605,AT5G47560,AT1G50170,AT2G30140,AT2G21850
AT3G09540,AT2G29630,AT5G48450,AT1G50240,AT2G30160,AT2G22200
AT3G09810,AT2G29640,AT5G48640,AT1G50260,AT2G30390,AT2G22240
AT3G10010,AT2G29650,AT5G48880,AT1G50320,AT2G30460,AT2G22330
AT3G10030,AT2G30080,AT5G48950,AT1G50360,AT2G30490,AT2G22410
AT3G10070,AT2G30390,AT5G49360,AT1G50380,AT2G30520,AT2G22420
AT3G10310,AT2G30400,AT5G49480,AT1G50430,AT2G30570,AT2G22450
AT3G10360,AT2G30520,AT5G51400,AT1G50450,AT2G30600,AT2G22480
AT3G10370,AT2G30570,AT5G51910,AT1G50480,AT2G30840,AT2G22490
AT3G10390,AT2G30780,AT5G52570,AT1G50490,AT2G30860,AT2G22610
AT3G10410,AT2G30860,AT5G53090,AT1G50570,AT2G30870,AT2G22670
AT3G10520,AT2G30950,AT5G53120,AT1G50590,AT2G30950,AT2G22840
AT3G10720,AT2G31070,AT5G53460,AT1G50600,AT2G30970,AT2G22880
AT3G10910,AT2G31170,AT5G53480,AT1G50620,AT2G31010,AT2G23070
AT3G11070,AT2G31380,AT5G53550,AT1G50640,AT2G31070,AT2G23093
AT3G11170,AT2G31420,AT5G53580,AT1G50840,AT2G31350,AT2G23150
AT3G11320,AT2G31510,AT5G53850,AT1G50880,AT2G31380,AT2G23200
AT3G11490,AT2G31570,AT5G53940,AT1G50920,AT2G31430,AT2G23310
AT3G11630,AT2G31750,AT5G53970,AT1G50940,AT2G31440,AT2G23350
AT3G11900,AT2G31800,AT5G54130,AT1G50950,AT2G31450,AT2G23380
AT3G12120,AT2G32040,AT5G54270,AT1G51110,AT2G31570,AT2G23420
AT3G12130,AT2G32090,AT5G54830,AT1G51160,AT2G31710,AT2G23700
AT3G12150,AT2G32100,AT5G54960,AT1G51170,AT2G31800,AT2G23810
AT3G12180,AT2G32270,AT5G54980,AT1G51200,AT2G31810,AT2G23840
AT3G12290,AT2G32320,AT5G55050,AT1G51270,AT2G32080,AT2G24000
AT3G12585,AT2G32390,AT5G55970,AT1G51360,AT2G32150,AT2G24090
AT3G12685,AT2G32450,AT5G56090,AT1G51390,AT2G32230,AT2G24170
AT3G12740,AT2G32480,AT5G56150,AT1G51440,AT2G32400,AT2G24250
AT3G12760,AT2G32520,AT5G56180,AT1G51500,AT2G32410,AT2G24270
AT3G12780,AT2G32540,AT5G56320,AT1G51510,AT2G32415,AT2G24280
AT3G12800,AT2G32710,AT5G56750,AT1G51560,AT2G32530,AT2G24540
AT3G13120,AT2G32810,AT5G56930,AT1G51600,AT2G32540,AT2G24570
AT3G13180,AT2G32870,AT5G56970,AT1G51610,AT2G32750,AT2G24830
AT3G13225,AT2G32880,AT5G57660,AT1G51730,AT2G32850,AT2G24940
AT3G13226,AT2G32960,AT5G57710,AT1G51760,AT2G32960,AT2G25060
AT3G13740,AT2G33040,AT5G57870,AT1G51940,AT2G33060,AT2G25180
AT3G13750,AT2G33380,AT5G58030,AT1G52150,AT2G33150,AT2G25450
AT3G13870,AT2G33530,AT5G58060,AT1G52230,AT2G33220,AT2G25520
AT3G13920,AT2G33570,AT5G58070,AT1G52310,AT2G33340,AT2G25530
AT3G13930,AT2G33590,AT5G58120,AT1G52320,AT2G33410,AT2G25840
AT3G14225,AT2G33710,AT5G58160,AT1G52340,AT2G33460,AT2G25870
AT3G14310,AT2G33860,AT5G58330,AT1G52380,AT2G33470,AT2G25950
AT3G14440,AT2G33980,AT5G58575,AT1G52420,AT2G33530,AT2G26080
AT3G14610,AT2G34190,AT5G58720,AT1G52430,AT2G33590,AT2G26170
AT3G14770,AT2G34200,AT5G59070,AT1G52490,AT2G33770,AT2G26210
AT3G14840,AT2G34355,AT5G59150,AT1G52510,AT2G33830,AT2G26300
AT3G14860,AT2G34380,AT5G59800,AT1G52530,AT2G33860,AT2G26430
AT3G14930,AT2G34390,AT5G59920,AT1G52670,AT2G34060,AT2G26440
AT3G14990,AT2G34420,AT5G60100,AT1G52700,AT2G34170,AT2G26480
AT3G15352,AT2G34430,AT5G60520,AT1G52710,AT2G34355,AT2G26530
AT3G15360,AT2G34470,AT5G60680,AT1G52740,AT2G34420,AT2G26650
AT3G15460,AT2G34560,AT5G60790,AT1G52870,AT2G34430,AT2G26690
AT3G15540,AT2G34660,AT5G60800,AT1G52880,AT2G34460,AT2G26695
AT3G15570,AT2G34930,AT5G61130,AT1G52980,AT2G34470,AT2G26700
AT3G15690,AT2G35040,AT5G61230,AT1G53000,AT2G34560,AT2G26760
AT3G15730,AT2G35050,AT5G61240,AT1G53025,AT2G34570,AT2G26790
AT3G15850,AT2G35060,AT5G61570,AT1G53080,AT2G34590,AT2G26800
AT3G16150,AT2G35370,AT5G61760,AT1G53120,AT2G34620,AT2G26900
AT3G16240,AT2G35410,AT5G61810,AT1G53170,AT2G34630,AT2G26980
AT3G16250,AT2G35450,AT5G61820,AT1G53190,AT2G34690,AT2G27150
AT3G16440,AT2G35490,AT5G62040,AT1G53210,AT2G34720,AT2G27170
AT3G16565,AT2G35620,AT5G62060,AT1G53240,AT2G34750,AT2G27580
AT3G16940,AT2G35680,AT5G62600,AT1G53250,AT2G34770,AT2G27600
AT3G17020,AT2G35770,AT5G62790,AT1G53280,AT2G34830,AT2G27680
AT3G17040,AT2G35795,AT5G63160,AT1G53300,AT2G34890,AT2G27740
AT3G17070,AT2G35800,AT5G63380,AT1G53310,AT2G34900,AT2G27810
At3g17185,AT2G35920,AT5G63400,AT1G53320,AT2G35010,AT2G28070
AT3G17240,AT2G35930,AT5G63490,AT1G53370,AT2G35060,AT2G28100
AT3G17390,At2g35940,AT5G63780,AT1G53390,AT2G35370,AT2G28320
AT3G17410,AT2G35940,AT5G63810,AT1G53440,AT2G35390,AT2G28370
AT3G17440,AT2G36070,AT5G63820,AT1G53500,AT2G35490,AT2G28520
AT3G17510,AT2G36230,AT5G64240,AT1G53530,AT2G35630,AT2G28800
AT3G17609,AT2G36250,AT5G64290,AT1G53580,AT2G35760,AT2G28840
AT3G17640,AT2G36310,AT5G64370,AT1G53650,AT2G35780,AT2G28900
AT3G17970,AT2G36390,AT5G64570,AT1G53670,AT2G35920,AT2G28950
AT3G18000,AT2G36460,AT5G64620,AT1G53690,AT2G35940,AT2G29130
AT3G18080,AT2G36470,AT5G64860,AT1G53700,AT2G36060,AT2G29360
AT3G18110,AT2G36530,AT5G64920,AT1G53710,AT2G36080,AT2G29400
AT3G18160,AT2G36580,AT5G64940,AT1G53720,AT2G36130,AT2G29450
AT3G18190,AT2G36950,AT5G65000,AT1G53750,AT2G36250,AT2G29630
AT3G18290,AT2G37180,AT5G65630,AT1G53760,AT2G36260,AT2G29650
AT3G18320,AT2G37200,AT5G65930,AT1G53780,AT2G36310,AT2G29680
AT3G18390,AT2G37220,AT5G66420,AT1G53800,AT2G36380,AT2G29700
AT3G18440,AT2G37250,AT5G66680,AT1G53840,AT2G36390,AT2G29890
AT3G18500,AT2G37660,AT5G66850,AT1G53870,AT2G36460,AT2G29980
AT3G18520,AT2G37760,AT5G66880,AT1G53880,AT2G36490,AT2G30100
AT3G18640,AT2G37800,AT5G66920,AT1G53885,AT2G36530,AT2G30140
AT3G18850,AT2G37950,AT5G67220,AT1G53910,AT2G36630,AT2G30160
AT3G18980,AT2G37970,AT5G67250,AT1G54040,AT2G36870,AT2G30250
AT3G18990,AT2G37975,AT5G67420,AT1G54100,AT2G36930,AT2G30320
AT3G19100,AT2G38025,AT5G67470,AT1G54130,AT2G36950,AT2G30350
AT3G19260,AT2G38240,AT5G67480,AT1G54250,AT2G37090,AT2G30490
AT3G19490,AT2G38290,ATCG00760,AT1G54320,AT2G37120,AT2G30520
AT3G19580,AT2G38330,ATCG00820,AT1G54340,AT2G37200,AT2G30570
AT3G19680,AT2G38400,ATCG01280,AT1G54350,AT2G37210,AT2G30600
AT3G19740,AT2G38420,ath-MIR160b,AT1G54360,AT2G37250,AT2G30870
AT3G19930,AT2G38460,ath-MIR160c,AT1G54390,AT2G37270,AT2G30933
AT3G20210,AT2G38480,ath-MIR169a,AT1G54410,AT2G37410,AT2G30950
AT3G20230,AT2G38550,ath-MIR169j,AT1G54730,AT2G37540,AT2G30990
AT3G20240,AT2G38650,ath-MIR169k,AT1G54780,AT2G37650,AT2G31070
AT3G20270,AT2G38670,ath-MIR169m,AT1G54820,AT2G37760,AT2G31190
AT3G20540,AT2G38820,ATMG00130,AT1G55000,AT2G37970,AT2G31200
AT3G20630,AT2G38870,ATMG00516,AT1G55140,AT2G37990,AT2G31350
AT3G20800,AT2G38970,,AT1G55190,AT2G38020,AT2G31380
AT3G20920,AT2G39190,,AT1G55265,AT2G38270,AT2G31390
AT3G21100,AT2G39200,,AT1G55310,AT2G38480,AT2G31430
AT3G21250,AT2G39210,,AT1G55320,AT2G38550,AT2G31440
AT3G21260,AT2G39450,,AT1G55325,AT2G38670,AT2G31510
AT3G21520,AT2G39570,,AT1G55450,AT2G38740,AT2G31790
AT3G21640,AT2G39725,,AT1G55490,AT2G39250,AT2G31800
AT3G21690,AT2G39770,,AT1G55510,AT2G39450,AT2G31810
AT3G21750,AT2G39900,,AT1G55530,AT2G39630,AT2G31880
AT3G21820,AT2G39930,,AT1G55590,AT2G39670,AT2G31890
AT3G21860,AT2G40080,,AT1G55640,AT2G39710,AT2G31902
AT3G22150,AT2G40400,,AT1G55670,AT2G39730,AT2G31970
AT3G22180,AT2G40430,,AT1G55690,AT2G39780,AT2G32040
AT3G22190,AT2G40490,,AT1G55810,AT2G39840,AT2G32080
AT3G22200,AT2G40540,,AT1G55820,AT2G39900,AT2G32090
AT3G22425,AT2G40560,,AT1G55840,AT2G40020,AT2G32560
AT3G22480,AT2G40570,,AT1G55850,AT2G40316,AT2G32590
AT3G22700,AT2G40600,,AT1G55880,AT2G40360,AT2G32720
AT3G22750,AT2G40840,,AT1G55910,AT2G40400,AT2G32830
AT3G22970,AT2G40850,,AT1G55915,AT2G40490,AT2G32960
AT3G22980,AT2G40930,,AT1G56000,AT2G40610,AT2G32990
AT3G23280,AT2G40940,,AT1G56090,AT2G40670,AT2G33150
AT3G23390,AT2G41010,,AT1G56145,AT2G40700,AT2G33210
AT3G23480,AT2G41140,,AT1G56170,AT2G40760,AT2G33340
AT3G23560,AT2G41170,,AT1G56190,AT2G40815,AT2G33380
AT3G23637,AT2G41190,,AT1G56220,AT2G40830,AT2G33410
AT3G23820,AT2G41250,,AT1G56280,AT2G40840,AT2G33470
AT3G23870,AT2G41460,,AT1G56290,AT2G40880,AT2G33530
AT3G24000,AT2G41530,,AT1G56300,AT2G40940,AT2G33540
AT3G24170,AT2G41630,,AT1G56330,AT2G41040,AT2G33590
AT3G24360,AT2G41830,,AT1G56340,AT2G41110,AT2G33670
AT3G24503,AT2G41880,,AT1G56450,AT2G41120,AT2G33705
AT3G24520,AT2G42230,,AT1G56500,AT2G41190,AT2G33710
AT3G24530,AT2G42290,,AT1G56510,AT2G41250,AT2G33750
AT3G24590,AT2G42490,,AT1G56580,AT2G41290,AT2G33800
AT3G25585,AT2G42590,,AT1G56600,AT2G41310,AT2G33810
AT3G25610,AT2G42600,,AT1G56610,AT2G41340,AT2G33830
AT3G25660,AT2G42670,,AT1G56670,AT2G41480,AT2G33860
AT3G25940,AT2G42780,,AT1G56700,AT2G41500,AT2G34090
AT3G26030,AT2G42810,,AT1G56710,AT2G41620,AT2G34190
AT3G26040,AT2G42880,,AT1G56850,AT2G41840,AT2G34315
AT3G26060,AT2G42900,,AT1G56940,AT2G41870,AT2G34340
AT3G26400,AT2G42980,,AT1G57600,AT2G41910,AT2G34357
AT3G26510,AT2G43120,,AT1G57620,AT2G42250,AT2G34420
AT3G26680,AT2G43350,,AT1G57720,AT2G42380,AT2G34430
AT3G26730,AT2G43360,,AT1G57770,AT2G42620,AT2G34470
AT3G26740,AT2G43530,,AT1G57790,AT2G42750,AT2G34480
AT3G26780,AT2G43535,,AT1G57820,AT2G42770,AT2G34510
AT3G26980,AT2G43550,,AT1G57870,AT2G42810,AT2G34560
AT3G27010,AT2G43710,,AT1G58030,AT2G42890,AT2G34620
AT3G27300,AT2G43750,,AT1G58060,AT2G43100,AT2G34650
AT3G27830,AT2G43970,,AT1G58080,AT2G43160,AT2G34720
AT3G27850,AT2G44060,,AT1G58100,AT2G43200,AT2G34750
AT3G28030,AT2G44100,,AT1G58180,AT2G43210,AT2G34770
AT3G28100,AT2G44160,,AT1G58190,AT2G43240,AT2G35020
AT3G28715,AT2G44520,,AT1G58200,AT2G43330,AT2G35370
AT3G28730,AT2G44740,,AT1G58290,AT2G43360,AT2G35635
AT3G28860,AT2G44920,,AT1G58310,AT2G43420,AT2G35800
AT3G28900,AT2G45170,,AT1G58440,AT2G43440,AT2G35840
AT3G29100,AT2G45300,,AT1G58470,AT2G43550,AT2G35880
AT3G29110,AT2G45350,,AT1G58520,AT2G43680,AT2G35920
AT3G29320,AT2G45440,,AT1G58590,AT2G43710,At2g35940
AT3G29400,AT2G45470,,AT1G58602,AT2G43720,AT2G35940
AT3G29770,AT2G45540,,AT1G58725,AT2G43750,AT2G36026
AT3G30180,AT2G45550,,AT1G58848,AT2G43790,AT2G36080
AT3G32920,AT2G45590,,AT1G59520,AT2G43850,AT2G36100
AT3G32980,AT2G45670,,AT1G59610,AT2G43900,AT2G36250
AT3G42670,AT2G45695,,AT1G59620,AT2G43920,AT2G36380
AT3G43230,AT2G45770,,AT1G59700,AT2G43970,AT2G36390
AT3G43240,AT2G45790,,AT1G59720,AT2G44060,AT2G36460
AT3G43790,AT2G45810,,AT1G59725,AT2G44180,AT2G36850
AT3G44160,AT2G45850,,AT1G59760,AT2G44310,AT2G36880
AT3G44600,AT2G46020,,AT1G59830,AT2G44350,AT2G36900
AT3G44720,AT2G46030,,AT1G59850,AT2G44480,AT2G36910
AT3G44735,AT2G46050,,AT1G59870,AT2G44650,AT2G36930
AT3G45010,AT2G46220,,AT1G59890,AT2G44680,AT2G37170
AT3G45140,AT2G46260,,AT1G59900,AT2G44750,AT2G37200
AT3G45210,AT2G46270,,AT1G59960,AT2G44800,AT2G37250
AT3G45640,AT2G46470,,AT1G59980,AT2G44860,AT2G37270
AT3G45650,AT2G46520,,AT1G60000,AT2G45000,AT2G37410
AT3G46010,AT2G46530,,AT1G60070,AT2G45200,AT2G37420
AT3G46180,AT2G46600,,AT1G60140,AT2G45270,AT2G37460
AT3G46220,AT2G46780,,AT1G60160,AT2G45280,AT2G37500
AT3G46290,AT2G47170,,AT1G60190,AT2G45420,AT2G37510
AT3G46330,AT2G47390,,AT1G60200,AT2G45440,AT2G37560
AT3G46490,AT2G47420,,AT1G60230,AT2G45490,AT2G37640
AT3G46650,AT2G47440,,AT1G60390,AT2G45620,AT2G37700
AT3G46970,AT2G47450,,AT1G60530,AT2G45670,AT2G37760
AT3G47110,AT2G47490,,AT1G60550,AT2G45770,AT2G37800
AT3G47420,AT2G47510,,AT1G60590,AT2G45790,AT2G37900
AT3G47470,AT2G47590,,AT1G60600,AT2G45880,AT2G37970
AT3G47500,AT2G47680,,AT1G60700,AT2G45950,AT2G38070
AT3G47530,AT2G47710,,AT1G60800,AT2G45960,AT2G38100
AT3G47550,AT2G47760,,AT1G60860,AT2G46050,AT2G38152
AT3G47570,AT2G47800,,AT1G60960,AT2G46170,AT2G38230
AT3G48360,AT2G47850,,AT1G60980,AT2G46220,AT2G38255
AT3G48440,AT2G47920,,AT1G60989,AT2G46270,AT2G38310
AT3G48470,AT2G47940,,AT1G60990,AT2G46450,AT2G38410
AT3G48620,AT2G48020,,AT1G61010,AT2G46470,AT2G38550
AT3G48800,AT3G01090,,AT1G61040,AT2G46680,AT2G38670
AT3G48820,AT3G01300,,AT1G61190,AT2G46900,AT2G38700
AT3G49100,AT3G01313,,AT1G61215,AT2G46910,AT2G38730
AT3G49160,AT3G01330,,AT1G61280,AT2G47170,AT2G38740
AT3G49260,AT3G01370,,AT1G61470,AT2G47390,AT2G38800
AT3G49370,AT3G01390,,AT1G61490,AT2G47420,AT2G38940
AT3G49390,AT3G01440,,AT1G61500,AT2G47450,AT2G39000
AT3G49640,AT3G01470,,AT1G61520,AT2G47490,AT2G39130
AT3G49670,AT3G01490,,AT1G61550,AT2G47540,AT2G39140
AT3G49710,AT3G01540,,AT1G61563,AT2G47590,AT2G39210
AT3G49780,AT3G01550,,AT1G61580,AT2G47680,AT2G39250
AT3G49860,AT3G01630,,AT1G61667,AT2G47800,AT2G39420
AT3G50000,AT3G01660,,AT1G61670,AT2G47850,AT2G39450
AT3G50240,AT3G01820,,AT1G61690,AT2G47890,AT2G39480
AT3G50350,AT3G01830,,AT1G61740,AT2G47960,AT2G39518
AT3G50380,AT3G01890,,AT1G61770,AT2G47980,AT2G39850
AT3G50420,AT3G01920,,AT1G61780,AT2G48030,AT2G39890
AT3G50750,AT3G02050,,AT1G61790,AT2G48100,AT2G39900
AT3G50790,AT3G02140,,AT1G61850,AT3G01090,AT2G40316
AT3G50890,AT3G02150,,AT1G61880,AT3G01120,AT2G40360
AT3G51460,AT3G02260,,AT1G62180,AT3G01180,AT2G40400
AT3G51830,AT3G02380,,AT1G62200,AT3G01310,AT2G40480
AT3G51870,AT3G02470,,AT1G62350,AT3G01380,AT2G40610
AT3G51895,AT3G02570,,AT1G62380,AT3G01390,AT2G40620
AT3G51920,AT3G02580,,AT1G62430,AT3G01470,AT2G40690
AT3G52180,AT3G02620,,AT1G62590,AT3G01510,AT2G40710
AT3G52390,AT3G02630,,AT1G62630,AT3G01520,AT2G40750
AT3G52640,AT3G02690,,AT1G62700,AT3G01550,AT2G40790
AT3G52660,AT3G02720,,AT1G62750,AT3G01740,AT2G40840
AT3G52750,AT3G02730,,AT1G62810,AT3G01830,AT2G40900
AT3G52840,AT3G02780,,AT1G62850,AT3G01890,AT2G40925
AT3G52990,AT3G02800,,AT1G62880,AT3G01980,AT2G41010
AT3G53260,AT3G02820,,AT1G62950,AT3G02080,AT2G41060
AT3G53410,AT3G02910,,AT1G63000,AT3G02150,AT2G41160
AT3G53430,AT3G03050,,AT1G63010,AT3G02400,AT2G41250
AT3G53520,AT3G03110,,AT1G63110,AT3G02470,AT2G41310
AT3G53570,AT3G03300,,AT1G63160,AT3G02630,AT2G41410
AT3G53710,AT3G03330,,AT1G63170,AT3G02700,AT2G41450
AT3G53800,AT3G03490,,AT1G63270,AT3G02720,AT2G41490
AT3G53970,AT3G03750,,AT1G63350,AT3G02820,AT2G41620
AT3G54085,AT3G03890,,AT1G63390,AT3G02830,AT2G41710
AT3G54110,AT3G03900,,AT1G63460,AT3G02870,AT2G41750
AT3G54120,AT3G04250,,AT1G63480,AT3G02910,AT2G41820
AT3G54210,AT3G04340,,AT1G63700,AT3G03110,AT2G41840
AT3G54250,AT3G04350,,AT1G63740,AT3G03290,AT2G41900
AT3G54490,AT3G04620,,AT1G63770,AT3G03470,AT2G41940
AT3G54650,AT3G04680,,AT1G63780,AT3G03490,AT2G42080
AT3G54826,AT3G04740,,AT1G63830,AT3G03630,AT2G42490
AT3G54900,AT3G04790,,AT1G63940,AT3G03640,AT2G42520
AT3G54990,AT3G04890,,AT1G63970,AT3G03690,AT2G42600
AT3G55030,AT3G04910,,AT1G63980,AT3G03710,AT2G42640
AT3G55240,AT3G04940,,AT1G64040,AT3G03780,AT2G42670
AT3G55260,AT3G04970,,AT1G64090,AT3G03890,AT2G42750
AT3G55380,AT3G05030,,AT1G64110,AT3G04000,AT2G42770
AT3G55390,AT3G05260,,AT1G64150,AT3G04090,AT2G42890
AT3G55410,AT3G05410,,AT1G64185,AT3G04120,AT2G42960
AT3G55450,AT3G05530,,AT1G64190,AT3G04260,AT2G43020
AT3G55480,AT3G05580,,AT1G64220,AT3G04340,AT2G43070
AT3G55560,AT3G05700,,AT1G64230,AT3G04470,AT2G43080
AT3G55605,AT3G05840,,AT1G64380,AT3G04670,AT2G43100
AT3G55610,AT3G05870,,AT1G64390,AT3G05030,At2g43110
