ADR,AOR,BFAT,BST,CER,HEA,HYP,KID,LIV,LUN,MUS,WAT
Usp49,,Trp53i11,,,Ern1,,Bckdk,Dnmt3a,Bcl9,,
Mylk,,Abhd6,,,Prpsap2,,Cdpf1,Pex1,Nfat5,,
Appl2,,Phf1,,,Pcp4l1,,Cdo1,Gpt2,Slc38a7,,
Ifnar2,,Niacr1,,,Copb1,,Inca1,A130010J15Rik,Hkdc1,,
Ap3s1,,Ppapdc3,,,Exosc4,,Mknk2,Map3k1,Zdhhc2,,
Gramd1b,,Egln1,,,Nr1d1,,Inpp5b,Serpine2,BC021614,,
Chmp3,,Apol6,,,Rbm38,,Msl3,Acp6,Pdcd6ip,,
4933412E24Rik,,Dpp3,,,BC018507,,Txnrd1,Chic2,Rtdr1,,
Wnt5a,,Ctdsp2,,,Calm2,,Psmc6,Zfp688,Csk,,
Socs7,,Figf,,,Elf3,,Pcmt1,Rnf185,Cables1,,
Unc93b1,,Adcy3,,,Slc35f1,,2310067B10Rik,Uck1,Catsperg1,,
Dhx32,,Lmbr1l,,,1300001I01Rik,,Crot,Msn,Mettl11b,,
Pitrm1,,Mettl20,,,Srrm1,,Tex10,Coq10a,Zfp511,,
Scx,,Med20,,,Gm20721,,Tmpo,Bcl7c,Fdx1,,
Tubgcp5,,Gbas,,,Gab2,,Hspd1,Znrf4,Smg9,,
Rps6ka3,,Gpr116,,,Dapk2,,Mgl2,Actb,Ptgr1,,
Morc4,,Kin,,,Fus,,Clip2,Tle1,Mbd1,,
Odf1,,Adtrp,,,Kbtbd12,,Ran,Ghdc,Tubgcp4,,
Eny2,,Map3k5,,,Sf1,,Ogfrl1,Gusb,Chd1l,,
Chd2,,Clock,,,Dock9,,Erbb4,Bola1,Zmynd8,,
Spa17,,Trim35,,,Mdh1,,Klhdc5,Mll1,Gm6816,,
Pes1,,Hoxd1,,,Fnip2,,Mad2l2,Adh6-ps1,Hs3st3a1,,
Slc43a1,,Desi1,,,Npc1,,Erap1,Zfp592,Rbm46,,
Slc7a5,,Rprd1a,,,Gnrh1,,Alg12,Surf6,Kif18a,,
Jmjd1c,,Hgsnat,,,Chd7,,Acan,Ccnjl,Samsn1,,
Slc12a5,,Slc30a1,,,Snx3,,Tmem174,Zmym5,Slc6a15,,
Ucp1,,Rpl3l,,,Fam165b,,Mrfap1,Spg20,Cytl1,,
Dmd,,Sgcb,,,Lysmd3,,Mpzl1,Rnf169,Ogfod1,,
Gsr,,Olfr815,,,Gpr75,,Tbpl1,B230307C23Rik,Sec14l4,,
Tab3,,Foxo1,,,BC016423,,Ripply3,Pklr,Lrch3,,
Lrrc58,,Lama3,,,Fzd6,,Gnao1,Ttc18,Pkig,,
Irgm2,,S100a10,,,Mical2,,Siae,Tenm3,Erg,,
Kidins220,,Fzd8,,,Col6a3,,Rell1,Gfod2,Cbx4,,
Phc3,,P2rx7,,,Nr3c2,,Cacnb4,Rnase4,Wwc2,,
Aff2,,Pfkfb3,,,Osbpl11,,Ranbp17,Exosc10,Prdm14,,
Loxl2,,Use1,,,Ppp4r1,,Tpst1,Zfp367,E230008N13Rik,,
Zeb1,,Psmd5,,,Ppargc1a,,Magt1,Chrac1,Efna2,,
Nrm,,Ank3,,,Lyve1,,Rnf130,Tk1,Cd244,,
Sqle,,Rbfox1,,,Grm1,,Gcnt1,Chn2,Ntrk3,,
Ttll5,,Ankrd29,,,Zfp329,,Cep250,Aaas,Gm12830,,
Ypel3,,Med17,,,Ryk,,Dmtf1,Pycrl,Rdh5,,
Tmcc3,,Eif4h,,,Adam17,,Flrt1,3110001D03Rik,Rapgef3,,
Atxn2,,Fam49b,,,Gm9857,,Nrip3,Mettl10,Slfn10-ps,,
Mapk10,,Sdhaf2,,,Deaf1,,Vasp,Ryr2,Ap2a2,,
Agt,,Tbc1d17,,,Gmds,,Pipox,Adamts9,Vmn1r58,,
Polr3k,,Kank2,,,Calcoco1,,Prx,Stam,Rgs9,,
Cdh11,,Msh6,,,Col3a1,,Snap29,Svil,Depdc5,,
9430002A10Rik,,Eml3,,,Slc16a9,,Trmt5,Pik3c2g,Rnf145,,
Hsd17b10,,Rod1,,,Atad2b,,Cygb,Sigmar1,Cd163,,
Ebf2,,Tor2a,,,Cd72,,Ppp5c,Actn4,Slc22a23,,
Edem3,,Rpf1,,,Tfrc,,Prr14,Wrnip1,Tmem2,,
Plac8,,Ppara,,,Pecam1,,0610010K14Rik,Pld1,Hilpda,,
Mrpl12,,Top1mt,,,Rhoc,,AU019823,Ift81,Tjp2,,
Farsb,,Acd,,,Ccdc32,,AW554918,Nfkb2,BC094916,,
Invs,,Sgk2,,,Dhx30,,Rab11fip2,Fam108b,Adcy7,,
Ifi44,,Cnih4,,,Neto2,,Angptl2,Fbxw9,Gm6484,,
Slc39a10,,Nif3l1,,,Zfp236,,Mboat2,43353,Tmem132d,,
Rpgrip1l,,Rras,,,Cmtm1,,Abce1,Cdpf1,Dnajb13,,
Bbs12,,Sync,,,Gata6,,B3galnt1,Cdo1,Dnaja2,,
Atp1a2,,Rab34,,,Gm10874,,Cep19,Map2k3,Emc7,,
Myst3,,Strn,,,Klra9,,Plau,Inca1,Hmgb3,,
Carf,,Commd7,,,Rnft1,,Sulf1,Mknk2,Blcap,,
Ccdc163,,Ntpcr,,,Nudcd1,,Micall1,Inppl1,Ywhab,,
Igsf11,,Sfxn5,,,Scd2,,Psma1,Inpp5b,Lrch1,,
Aph1b,,Gpr4,,,Ccl6,,Tmc7,Wdr26,Nr1d2,,
Ccrl2,,Ltbp1,,,Nav3,,Serbp1,Msl3,Igfbp5,,
Slc5a3,,Ogt,,,Klhl21,,Ptprj,Thoc6,Pbxip1,,
Stard7,,Snrpa1,,,Pgam2,,Cul9,Rabac1,Glipr1,,
R3hdm1,,Tfpt,,,Srrt,,Tmem106b,Txnrd1,Cxadr,,
Lrp1,,Gatc,,,Hdlbp,,Runx1t1,Psmc6,Aldh2,,
Rragd,,Gtf2a1,,,Tsc2,,Psmb6,Crot,Mustn1,,
Abhd16a,,Prox1,,,Trak1,,Als2cr12,Rab9b,Sh2d3c,,
Ccdc176,,Snx21,,,A530032D15Rik,,Kcnj8,Gas7,Reck,,
Fam45a,,Actn2,,,Mon2,,Lurap1l,4921524J17Rik,Stap1,,
Dnm3,,Zfp932,,,Mast2,,Cops3,Tmpo,Tmem28,,
Mllt4,,5830418K08Rik,,,Ptgis,,Slc13a2,Hspd1,Rnasel,,
Xpa,,Synm,,,Bod1,,Hephl1,Ahr,Abhd5,,
S100a1,,Mcc,,,Aim2,,Atp1b3,Ran,Luzp1,,
Pex19,,1110008F13Rik,,,Tspan18,,Slc44a2,Wdr38,Pus7,,
Cyb5r4,,Kcnc1,,,Tbc1d9,,Mrpl2,Erbb4,Mmp3,,
Gpd1l,,Cdk14,,,Ctif,,Blvrb,Rims3,Cirbp,,
Elp4,,Nme7,,,Heyl,,Usp7,Crebbp,Hes6,,
Tgfbi,,Fam20c,,,Kcnn2,,Slc19a3,Mon1b,Slc2a1,,
Fam120b,,Dnm1l,,,Mospd2,,Eif4g3,Eif2c4,43349,,
Slc27a2,,Ggh,,,Iigp1,,9430016H08Rik,Eif4e2,Klhl13,,
Apbb3,,Acss2,,,Rcan2,,Tspan4,Tecpr2,Rbpjl,,
Lca5,,Casr,,,Nbn,,Ppa2,Hsbp1,Rxfp1,,
Armcx1,,Fgf11,,,Tjp1,,Zbtb24,Mad2l2,Abcd1,,
Adssl1,,Nt5c3l,,,Nek6,,Pdia5,Gm20731,Nagk,,
Wdr90,,Ing2,,,Arhgef2,,Wdr44,Alg12,Agpat9,,
Fam78b,,Cnot8,,,Zfyve9,,Slc48a1,Gm10800,Tgs1,,
Tmem119,,Fam49a,,,Imp4,,Slc16a5,Kif13a,Rab11fip3,,
N6amt1,,Rexo4,,,Apod,,Rnase9,Hnrnpc,Zfp646,,
Stk24,,Elf1,,,Mthfd1l,,Nfat5,Prcc,Ssh2,,
P2ry2,,Rab17,,,BC088983,,2310016G11Rik,Tbl1xr1,Clybl,,
Zfp655,,Hagh,,,Adamts7,,Wdr31,Mpzl1,Myo1e,,
B530045E10Rik,,Agl,,,Zfml,,Gm13139,Siae,Snn,,
Pbx1,,Zfp72,,,Tgfb2,,Ankrd13c,Rell1,Dmkn,,
Rspo3,,Pcbd1,,,Fam174b,,Gm10684,Tpst1,Lama1,,
Anxa5,,Apcdd1,,,Crat,,1110031I02Rik,Magt1,Zfp653,,
Car1,,Ube2q1,,,Snx10,,1700010B08Rik,Slc41a2,Erbb3,,
1110021L09Rik,,Psma5,,,Nfya,,Grpel2,Dmtf1,Ccdc85a,,
Cdk6,,Cenpa,,,Cald1,,Rab28,Camsap3,Slc31a1,,
Pitpna,,Gm609,,,Sf3b1,,Osbp2,Cflar,Fam129c,,
Ccnd1,,Il15ra,,,Gngt2,,Pdcd6ip,Brd7,Elmo1,,
Dlg5,,Ccnl1,,,Sesn1,,Spg11,Rxrg,Il17ra,,
Myot,,Rabgap1l,,,Lamb2,,Med6,Isg20,Clcn7,,
Cpt1a,,Arrdc4,,,Zfc3h1,,BC003266,Trmt5,Aff3,,
Mycbp,,Strn4,,,Mcf2l,,Ptgr1,Nsun3,Acpp,,
Akt1,,Eya1,,,Aqp7,,Mbd1,Eif3j1,Tgfb1i1,,
Fam92a,,Rcan1,,,Pde3b,,Tubgcp4,Slc39a2,Ehbp1,,
Ednrb,,Acads,,,Prkaa1,,Zmynd8,Prr14,Gclm,,
Itga8,,Crybg3,,,Nxt2,,Mfsd9,0610010K14Rik,Fam38b,,
Gmfb,,Serpinb12,,,43166,,Ptk2,AW554918,Fam36a,,
Mgat4b,,D0H4S114,,,Elk1,,Slc2a10,Lipt1,Ctps,,
Lrrc16a,,Mcoln2,,,Rasl10a,,Tdrd7,Lrit1,Megf9,,
Pygm,,Ntrk2,,,Bptf,,Epm2aip1,Adat2,Gltscr2,,
Ptrf,,Tnks1bp1,,,Obscn,,Ranbp6,Abce1,Lonrf3,,
Klhl7,,Arnt,,,Fgfr3,,Tmem175,Cep19,Bpifb1,,
Slc24a6,,Mgrn1,,,Rps24,,Slc6a15,Plau,Il17re,,
E2f1,,Mt2,,,Fam65b,,Ogfod1,Gm20449,Gtf2b,,
Zfp866,,Twf2,,,Acsl3,,Saal1,Psma1,Lhpp,,
Gja6,,Bbs7,,,Ankrd12,,Kirrel3,Gm10801,Snx8,,
Serhl,,Rab3il1,,,Dimt1,,Cbx4,Tmc7,Dnajc5,,
Lyrm5,,Brap,,,Tbc1d8,,Cep70,Ptprj,Pdgfra,,
Acly,,Tln1,,,Stat1,,Car12,Cul9,Tmem98,,
Armc2,,Anapc7,,,Gtf3c5,,Ntrk3,Tmem106b,Pard3b,,
Arsa,,Ank,,,Banp,,Rapgef3,Pea15a,Cerk,,
Taf1,,Adam33,,,Prr13,,Tln2,Tpi1,Rab30,,
Txnrd3,,Phxr4,,,Flt1,,Ap2a2,Ptpla,43344,,
Hectd3,,Alpk1,,,Pnrc1,,Zfp644,Tgtp1,1700016D06Rik,,
Mdfic,,Ppap2a,,,Uts2r,,Tgds,Ripk2,Gpr125,,
Clvs1,,Slco5a1,,,Btf3l4,,Adal,Lmln,Ypel5,,
Ebpl,,Ar,,,Gprc5c,,Ube4b,Gstt3,Zhx2,,
Adamts1,,Mylk2,,,Rgl1,,Alas2,Slc13a2,Cd14,,
Ptpn13,,Gsto2,,,Efna1,,Ninl,Dennd3,Cd209a,,
Slc5a6,,Mrgprb1,,,Lass6,,Adam10,Ripply1,Cdk9,,
Stxbp5,,Ass1,,,Rapgef5,,Dhrs11,Atp1b3,Tshz3,,
Ptp4a1,,Slc41a3,,,Podn,,Ccar1,Slc44a2,Kdm1b,,
Cd44,,Mfn1,,,Nucks1,,Tbce,Tmem37,Mtch1,,
Rhobtb1,,Pacsin2,,,3110002H16Rik,,Atm,Micall2,Gstt2,,
Ifitm3,,Glyr1,,,Kcnj12,,Tjp2,Blvrb,Mea1,,
Cml3,,Ammecr1,,,Tfdp2,,Srek1,Setd8,Pphln1,,
Zfp408,,Hoxc6,,,Arhgef19,,Exog,Gm13152,Slc23a1,,
Tmem86a,,Gsk3b,,,Abhd11,,Tra2a,1190002N15Rik,Grasp,,
Dach1,,Maf,,,Sorbs1,,Dnaja2,Tspan4,Atg14,,
Pilra,,Prkcq,,,Rhbdl1,,Mrap,Cd9,Gstm5,,
Rbks,,Cebpa,,,Zadh2,,Hmgb3,Ppip5k1,S100g,,
Nfil3,,Psat1,,,Neo1,,Ywhab,Gpaa1,Itgam,,
Zdhhc4,,Ephb4,,,Abhd14a,,Nr1d2,Pdia5,Cmklr1,,
Mettl16,,Spef2,,,Dok7,,Igfbp5,Slc16a5,Tacc1,,
Ints12,,Ankrd52,,,Foxj2,,Aass,Stard3nl,Tcf19,,
Sh3glb1,,Smtn,,,Cd19,,Tbp,Tubg2,Mcm2,,
Zfp583,,Hspb7,,,Sec31a,,Glipr1,Bcl9,Tcp11l2,,
Rngtt,,Klhl23,,,Gck,,Capza2,Tas2r136,Pkn1,,
Fbxo21,,Alx4,,,Fam69b,,Cxadr,Gm13139,Gpt,,
Lonrf1,,Dennd4a,,,Gm4841,,Fuk,Mrpl23,Clec4f,,
Epn2,,Cyb5b,,,Tbc1d5,,Mustn1,Acot3,Chfr,,
Pepd,,Sema6d,,,Atf2,,Bola3,Zdhhc2,Myo19,,
Myo1d,,Bnc2,,,Abca8a,,Sh2d3c,BC021614,Vsig10,,
Sort1,,Pcmtd2,,,Tti1,,Eed,Grpel2,Pdgfc,,
Ttc30b,,Stac3,,,Lrat,,Reck,Rab28,Ric8,,
Tek,,Prdm10,,,Cyp51,,Stap1,Pdcd6ip,Trim34a,,
Scn1b,,Adamts2,,,Gcfc1,,Mks1,Nabp2,Rcn3,,
Akr1b8,,Cntfr,,,Tuba1a,,Abhd5,Med6,Bysl,,
2700046A07Rik,,Lonp1,,,H2-Ab1,,Pus7,Cables1,Fgd3,,
Sqstm1,,Ghr,,,Klf13,,Cirbp,Crem,Timp1,,
Col15a1,,Josd1,,,Glt28d2,,Nop2,Ptgr1,Snx14,,
Abhd3,,Ddx42,,,Setmar,,Hes6,Mob3a,Lynx1,,
Ak2,,Trpc3,,,Asxl2,,Tdrkh,Tubgcp4,Fam117b,,
Snca,,Pqbp1,,,Eef1e1,,Slc2a1,Glrx5,Reep5,,
Hist2h2be,,Masp1,,,Tufm,,Gfm1,Zmynd8,Slc35a5,,
Ermp1,,Bmpr1a,,,Dab2ip,,Chmp4c,Hbp1,6820408C15Rik,,
Me1,,Rai2,,,Pdcl3,,Klhl13,Gmeb1,Cuedc2,,
Lass2,,Mosc1,,,Psme4,,1700022I11Rik,Zfp111,Zdhhc15,,
Tmem159,,Fgf13,,,Ap1m1,,Slc6a11,Rmnd1,U2af1,,
Abcg1,,Trib1,,,Gpr182,,C1galt1c1,BC002230,Ptbp1,,
Fem1b,,Sell,,,Dis3l2,,Igsf21,Mfsd9,Ckb,,
Errfi1,,Tspan15,,,Adamts15,,Mical3,Avl9,Cybrd1,,
Serinc5,,Nkiras2,,,Prrg1,,Nagk,Rgl3,Ucp2,,
5730508B09Rik,,Homer1,,,Dctn6,,Fa2h,2210404J11Rik,Pglyrp1,,
Phb,,Wars2,,,Ap1s1,,Mxd3,Epm2aip1,Mdn1,,
Polk,,Mybpc2,,,Atxn1,,Adamtsl2,Ranbp6,Fbn1,,
Fastk,,Mina,,,Rapgef1,,Rab11fip3,1700029H14Rik,Bcat2,,
Rapgef4,,Gpr133,,,Nxn,,Homer3,Tmem175,Duxbl,,
BC057022,,Cnksr1,,,4933403G14Rik,,Timm44,Ppap2c,Ednra,,
Hfe,,Tef,,,Mum1l1,,Sult1d1,Ctf1,Stc1,,
Rab3ip,,Pmvk,,,Fam60a,,Myo1e,Ogfod1,Fkbp1b,,
43354,,Cacna1s,,,Ube2d1,,Zfp653,Sec14l4,Epha2,,
Gnpat,,Tmem115,,,Lactb2,,Erbb3,Ring1,Cstad,,
Chka,,Rbl1,,,Ttc28,,Clcn7,Kirrel3,Otub1,,
Dapk1,,Sytl1,,,Ppp1r3b,,Serpini1,Slc17a3,Dcun1d2,,
Snap91,,Nin,,,Chd6,,Tomm20,Rfc3,Klf8,,
Chpf2,,Xdh,,,Igsf23,,Zfp74,Tmco3,Stk10,,
Zc3h7a,,Enoph1,,,Kcna1,,Acr,Atad5,Prkca,,
Ptprk,,Pcif1,,,Slc14a1,,Fam38b,R3hdm2,Ppp1r3a,,
Pcdh18,,Sema6b,,,Wipf3,,Megf9,Impact,Rpl11,,
Zfand1,,Tk2,,,Cdkn1a,,Rasd1,Ntrk3,Aasdhppt,,
Ccdc111,,Dhrs7c,,,Casp12,,Bgn,Tln2,Nmrk1,,
Casd1,,Cyp4v3,,,Plxdc1,,Atp8a2,Ap2a2,Taar3,,
Eno3,,Ubb,,,Ppip5k2,,Gltscr2,Vmn1r58,Pafah1b3,,
Nbea,,Asns,,,Plagl1,,Lonrf3,Ube4b,Ak1,,
Hspe1,,Sec14l5,,,Cbfa2t3,,Sema5b,Depdc5,Pxdn,,
Fbxw2,,Sars,,,Zfp161,,Nr2e1,Rnf145,Mtmr12,,
Hibadh,,Fhl5,,,Wrap53,,Stk39,Alas2,Agpat3,,
Prkcd,,Myoz1,,,Ldb2,,Zdhhc13,Cd163,Chad,,
Cdk20,,6030452D12Rik,,,Fam20b,,Strn3,Slc22a23,Adamdec1,,
Park7,,Srp54a,,,Znhit6,,Fahd1,Dhrs11,Commd10,,
Prkacb,,Pgm1,,,Dido1,,Fxyd1,Tbce,Gmppa,,
Vcam1,,Ppp1cb,,,Wdr75,,Ccne2,Tjp2,Grap2,,
Slc19a2,,Unc45a,,,Znrf2,,Lhpp,Utp14a,Mrc2,,
Sec24a,,Slc35b2,,,Ap3d1,,Angpt2,Saa4,Sh2d7,,
Nr0b1,,Dpt,,,Efcab4b,,Snx8,Ubap2l,Nid1,,
Tmem182,,P2rx4,,,Gpd2,,Dnajc5,Spata26,C4b,,
Chst1,,Tbc1d4,,,Chrm2,,Pdgfra,Rit1,2610301G19Rik,,
Bhlhe40,,Kank3,,,Mdk,,Furin,Tmem132d,Tcap,,
Cenpc1,,Lyst,,,Ccl5,,Cerk,Hist1h2al,Dom3z,,
Laptm4b,,Scarb2,,,Socs7,,Col6a6,Tra2a,1500002C15Rik,,
Pex16,,Zfhx4,,,Tubgcp5,,Rab30,Dnaja2,Itga3,,
Ephx1,,Ncoa7,,,Eny2,,Tmem141,Emc7,Rfc4,,
Mapk6,,Rcl1,,,Trdn,,Gpr125,Mrap,Gtdc1,,
Matr3,,Gpnmb,,,Pcnt,,Ypel5,Hmgb3,Gipc1,,
Sox6,,Pla2g4e,,,Tubb4b,,Zhx2,Ugp2,Ptpn14,,
Cyp19a1,,Pknox2,,,Camk2n1,,Cd209a,Blcap,4922502D21Rik,,
Tardbp,,Cmya5,,,Chd2,,Kdm1b,Nedd4l,Inpp4a,,
Pde5a,,2310010M20Rik,,,Aplp2,,Apobec1,Ywhab,Riok2,,
H2-D1,,Lnx1,,,Acvr2a,,Mtch1,Cdh2,Edn1,,
Spice1,,2010110P09Rik,,,Rasl10b,,Gstt2,Nr1d2,Ybx1,,
Hspa4,,Ptprb,,,Lrrc58,,1110037F02Rik,Paqr9,Cst8,,
Pgf,,Pemt,,,Aff2,,Ppp2r1a,Igfbp5,Kalrn,,
Aqp1,,Slc30a2,,,Rap1b,,C330018D20Rik,Ndufa6,Ssr4,,
2010016I18Rik,,Eif6,,,4930522L14Rik,,Dennd1a,Cxadr,Frem1,,
Exd2,,Notch4,,,Loxl2,,Slc23a1,Fuk,Adcy5,,
Ociad2,,Popdc3,,,Fam166b,,Impa1,Mustn1,Eri3,,
Scg5,,Hspa4l,,,Cdc14a,,Frs2,Ncoa2,B4galt1,,
Ndufb9,,Tnnt3,,,Mpp5,,Purb,Bola3,Cdk4,,
Slc10a6,,Vps33a,,,Fbxl14,,S100g,Sh2d3c,Mpi,,
Lcp1,,Pds5a,,,Aox1,,Cmklr1,Reck,Arhgef18,,
Thoc7,,Zfp810,,,Olfr872,,Car3,Inhbc,Atp2a3,,
Kcnmb2,,Mylip,,,Atxn2,,Otor,Pah,Tcn2,,
Mcoln1,,D6Wsu116e,,,Synpo,,Vps35,Mks1,Isy1,,
Xkr6,,Rhou,,,Mapk10,,Tcf19,Slc25a3,Prss8,,
Tcf20,,Unc45b,,,Rreb1,,Anxa6,Mtnr1a,Fam46b,,
Myo5a,,Zfp276,,,Kcnn3,,Tcp11l2,Abhd5,Hint2,,
,,D17H6S53E,,,Mgst3,,Vwce,Pus7,Lmo7,,
,,Slc12a7,,,Smarcb1,,Abcb8,Ppapdc2,Ide,,
,,Ube2i,,,Nppa,,Gpt,Cirbp,Adra1b,,
,,H2afv,,,Lamb3,,Hbegf,Nop2,Atp6v1c2,,
,,Gnl1,,,Romo1,,Myo19,Hes6,Pdcd6,,
,,Tmem55a,,,Nkiras1,,Prorsd1,Tdrkh,Nup62cl,,
,,Eda,,,Wdr82,,Gm10787,Slc2a1,Ttc39a,,
,,Cry1,,,Thrsp,,Gtpbp8,Lyrm1,Irak1bp1,,
,,Chrdl1,,,Xylt1,,Casp6,Pam16,Tap2,,
,,Moxd1,,,Arhgef9,,Armc9,Gfm1,Ak7,,
,,Pusl1,,,Ankrd1,,Npl,Gypc,Zfp91,,
,,Uba7,,,Rbm18,,Ptpn12,Abcd1,Rpl13,,
,,Nptn,,,Daam2,,Ezh1,Wdr5b,Naga,,
,,Clic4,,,Gabrr2,,Lynx1,Ccdc104,Napepld,,
,,Mr1,,,Asb2,,Phf3,Ube2l6,Cnksr2,,
,,Nadkd1,,,Notch1,,Atad1,Vhl,Egln2,,
,,Dusp4,,,Lphn2,,Syngr2,Zc3hav1,Clstn1,,
,,Srgap2,,,9630033F20Rik,,Reep5,2810405K02Rik,Tfeb,,
,,Mboat7,,,Atp5a1,,Stard13,Mre11a,Mrps28,,
,,Itgad,,,Ralgapa2,,Cuedc2,2810021J22Rik,Odf3b,,
,,Stox2,,,Cdk18,,Zdhhc15,Wbp11,Pold1,,
,,Tbccd1,,,Clasp1,,Als2,Gne,Lhfpl2,,
,,Por,,,Slc39a10,,Chm,Ssh2,A930002H24Rik,,
,,Ddit4,,,Hmgn2,,Birc3,Clybl,Bin3,,
,,Lamc1,,,Myst3,,Abca13,Med11,Tiam2,,
,,Sys1,,,Gnb5,,Ckb,Spata2l,Gatad1,,
,,Chchd7,,,Dbt,,Cybrd1,Sult1d1,Samd4b,,
,,Rilpl1,,,Grhpr,,Pdk2,Myo1e,Abca5,,
,,Vps13a,,,Ccrl2,,Tmem167,Fam136b-ps,Nup210l,,
,,Bivm,,,Eea1,,Ush1c,Erbb3,Alad,,
,,Ankrd2,,,Deb1,,Ttc4,Cisd1,Ifitm1,,
,,Slmap,,,Trpm3,,Mypn,Slc31a1,Ppfibp1,,
,,Tppp3,,,Map3k6,,Mdn1,Elmo1,2310061I04Rik,,
,,Gabarapl1,,,Slc5a3,,Fbn1,Tomm20,Iqsec2,,
,,Olfr101,,,Slc37a1,,B630005N14Rik,Acpp,Bri3,,
,,Pitpnm1,,,Rragd,,Fancb,Ndufb11,Mapk12,,
,,Lrrc39,,,Paqr7,,Ston2,Cage1,Gm17296,,
,,Fam123b,,,C5ar1,,Ednra,Zfp74,Fuca2,,
,,Acacb,,,Lrrc1,,Stc1,Fam36a,Tmem109,,
,,Sorcs2,,,Palm,,Hn1l,Ctps,Rgs4,,
,,Zfp740,,,Trim13,,Mob1b,Megf9,Kif12,,
,,Mtm1,,,Dnm3,,Nmral1,Gltscr2,Xrn2,,
,,Trim63,,,Mgp,,Gabpb2,Lonrf3,Hsp90ab1,,
,,Adam19,,,Mbip,,Pgls,Sema5b,Cxcr2,,
,,Vmn1r38,,,Atg4c,,Mrpl36,Prmt5,Slc6a2,,
,,Slc25a48,,,Mllt4,,Tbx10,Mtmr10,Srm,,
,,Pank2,,,Tmem39b,,Gpbp1,Zdhhc14,Khdrbs1,,
,,Ccdc138,,,Xpa,,Krr1,Gtf2b,Zfp60,,
,,Homer2,,,Pi15,,Whsc1,Zdhhc13,Serpind1,,
,,Tdpoz4,,,Cd59a,,Nae1,Ccdc28a,Ccdc135,,
,,Farp1,,,Gpd1l,,Dync1i2,Fxyd1,Gucy1a3,,
,,Mertk,,,Elp4,,Nmrk1,Ccne2,Cp,,
,,Rabl6,,,Tgfbi,,Wnk2,Lhpp,Dnajb5,,
,,Fgf10,,,G630090E17Rik,,Pafah1b3,Snx8,E130308A19Rik,,
,,Pex3,,,Sar1a,,Fgfr1op2,Dnajc5,Ipo5,,
,,Mmd2,,,Gimap4,,Cradd,Tmem98,Met,,
,,Lox,,,Tbx20,,B230120H23Rik,Pard3b,Mmp11,,
,,Nap1l1,,,Wdr90,,Ak1,Furin,Grap,,
,,Mras,,,Ak3,,Pxdn,Cnot3,Krt19,,
,,Emcn,,,Stk24,,Stx2,Stk11,Napsa,,
,,1110018G07Rik,,,Nrtn,,Zfp523,Ppp1r7,Gatsl2,,
,,Trim28,,,Rbp1,,2610507B11Rik,Med13l,Ctsc,,
,,Tcea3,,,P2ry2,,Slc7a7,Gpr125,Pax5,,
,,Med15,,,Zfp655,,Trpv4,Ypel5,Acaca,,
,,Odf2,,,Ankrd17,,Hoxb4,Zhx2,Dpm1,,
,,Ino80,,,Fam126b,,Gc,Kdm1b,Med14,,
,,Prune2,,,Phtf2,,4732465J04Rik,Gchfr,2410002F23Rik,,
,,Bace1,,,Cpox,,Nid1,Apobec1,Cln6,,
,,Aldh1a7,,,Amigo2,,Rnf144b,Mtch1,Yaf2,,
,,Ccdc80,,,Anxa5,,Ctso,Dnajc30,Slain2,,
,,Tenc1,,,Axl,,Nploc4,Gstt2,Ripk4,,
,,Pola2,,,Pacs2,,Gadd45a,N4bp2l2,Fbxo11,,
,,Camk2g,,,Myot,,2610301G19Rik,Ppp2r1a,Mslnl,,
,,Slc25a26,,,Gm10129,,Zfp672,Mea1,Zfp809,,
,,Osbpl5,,,Cpt1a,,Amfr,Zfp37,Trnau1ap,,
,,Tbx3,,,Cetn3,,Dom3z,C330018D20Rik,Bcan,,
,,Maea,,,Mfsd7b,,Lrrc56,Dennd1a,Vpreb3,,
,,Rgp1,,,Nedd9,,Gipc1,Ndufaf2,Wnt3a,,
,,Prkar2b,,,Tbcel,,Fcgrt,6430550D23Rik,Vipr2,,
,,Phip,,,Akt1,,Riok2,Gstm5,Tmbim1,,
,,A430105I19Rik,,,BC043934,,Kif5b,Ptk6,AB124611,,
,,Lmtk2,,,Pip5k1b,,Ripk1,Clcf1,Oasl2,,
,,Mmaa,,,Ednrb,,Edn1,Polr2b,Rangap1,,
,,Trim54,,,Dsc2,,Folr1,Car3,Abcc6,,
,,Ccdc88a,,,BC030867,,Ocln,Abcb4,Wdr45,,
,,Lasp1,,,Slc7a6,,Gfpt1,Reep4,Gstk1,,
,,Mybl2,,,Prickle3,,Dedd2,Snrpg,Cstf2,,
,,Ttc7b,,,Amigo1,,Cdc14b,Tacc1,Cdc37,,
,,Asf1b,,,Tnfrsf12a,,Ier3,Mcm2,Pcsk7,,
,,Plekhm2,,,Zwint,,Tex13a,Tcp11l2,Rel,,
,,H3f3b,,,Yipf7,,Thumpd2,Gtf3c1,Vegfb,,
,,Sox17,,,Nt5m,,Slc35f3,Lrrc28,Mcee,,
,,Slc46a3,,,Klhl7,,Cml2,Thyn1,Igf1r,,
,,Slc22a15,,,Usp28,,Sugt1,Gan,Ppp1r14c,,
,,Khsrp,,,Tram2,,Thbs2,Chfr,Tubgcp6,,
,,Slc22a3,,,Ankrd39,,Dkc1,Myo19,Prdm6,,
