CycID
NCU00038
NCU00060
NCU00065
NCU00102
NCU00115
NCU00260
NCU00309
NCU00376
NCU00377
NCU00419
NCU00451
NCU00560
NCU00642
NCU00643
NCU00662
NCU00786
NCU00796
NCU00952
NCU00990
NCU01061
NCU01112
NCU01121
NCU01154
NCU01388
NCU01430
NCU01446
NCU01458
NCU01489
NCU01720
NCU01740
NCU01870
NCU01906
NCU01948
NCU02020
NCU02216
NCU02278
NCU02345
NCU02378
NCU02400
NCU02468
NCU02478
NCU02512
NCU02621
NCU02640
NCU02651
NCU02679
NCU02767
NCU02797
NCU03004
NCU03022
NCU03054
NCU03110
NCU03188
NCU03261
NCU03278
NCU03293
NCU03551
NCU03596
NCU03610
NCU03641
NCU03753
NCU03769
NCU03771
NCU03796
NCU03801
NCU03802
NCU04025
NCU04029
NCU04065
NCU04266
NCU04267
NCU04341
NCU04367
NCU04368
NCU04443
NCU04451
NCU04462
NCU04507
NCU04647
NCU04674
NCU04675
NCU04722
NCU04723
NCU04725
NCU04823
NCU04852
NCU05039
NCU05169
NCU05173
NCU05191
NCU05290
NCU05404
NCU05534
NCU05571
NCU05598
NCU05775
NCU05786
NCU05789
NCU05882
NCU05894
NCU05974
NCU06095
NCU06250
NCU06326
NCU06366
NCU06371
NCU06542
NCU06619
NCU06718
NCU06773
NCU06839
NCU06945
NCU07015
NCU07064
NCU07074
NCU07098
NCU07121
NCU07162
NCU07200
NCU07221
NCU07232
NCU07277
NCU07331
NCU07333
NCU07392
NCU07432
NCU07459
NCU07468
NCU07557
NCU07569
NCU07663
NCU07751
NCU07852
NCU07944
NCU08044
NCU08060
NCU08091
NCU08145
NCU08146
NCU08298
NCU08301
NCU08352
NCU08372
NCU08412
NCU08726
NCU08728
NCU08750
NCU08968
NCU08985
NCU09107
NCU09169
NCU09170
NCU09188
NCU09264
NCU09267
NCU09295
NCU09420
NCU09421
NCU09532
NCU09533
NCU09729
NCU09739
NCU09775
NCU09806
NCU09813
NCU09857
NCU10048
NCU10049
NCU11245
NCU11633
NCU11926
NCU11990
NCU12062
