"CycID","ARS_pvalue","ARS_BH.Q","ARS_period","ARS_adjphase","ARS_amplitude","JTK_pvalue","JTK_BH.Q","JTK_period","JTK_adjphase","JTK_amplitude","LS_pvalue","LS_BH.Q","LS_period","LS_adjphase","LS_amplitude","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"YAL005C","0.00121465503736207","0.00384573351695198","12.475","6.25455179261676","294.589256304322","0.00189462727146985","0.00728093621486956","12","6.5","133.630100168806","0.217983658582713","0.502746043435919","12.6106194690265","5.32349521667519","1244.98036057521","6.05532232804684e-05","0.000212876440265834","12.3618731563422","6.04131088938797","1102.70027921495","270.140690736919","0.244981066776586","1026.194","1306.269","1103.623","1106.002","1246.843","1369.65","1361.343","1409.024","1230.031","1091.481","1058.621","138.778","913.344","1327.76","1136.346","1034.663","1136.395","1378.186","1255.855","1313.769","1229.4","1128.231","1124.028","233.537"
"YAL007C","0.000161654883454654","0.000986344670607839","12.1707317073171","0.70415785066489","27.8866191543613","4.02824485567405e-06","6.46650523392332e-05","12","1.5","12.9610905224541","0.0456722158670134","0.258013700844469","12.3913043478261","0.1199052987311","76.4578996801161","9.48712974846444e-09","1.00819445382981e-07","12.1873453517144","0.780418629499678","61.2067003311811","28.6543382441834","0.468156886241845","110.684","55.869","62.269","57.566","47.545","42.062","38.758","39.678","50.627","42.268","60.613","100.683","135.28","51.634","62.234","56.669","51.055","40.919","44.02","36.346","43.382","52.938","48.323","127.013"
"YAL008W","0.00698909418927807","0.014103699215344","11.0888888888889","8.35929640733741","37.0322840372394","0.023801678636894","0.0545425173597706","10","9.5","30.8408158148419","0.423941857449008","0.708038953656177","10.4014598540146","5.66060385126997","195.99547422453","0.00396710899925501","0.00795519412011877","10.4967829143012","7.88688350398008","178.173786502209","29.4665935088555","0.165381193762137","228.147","152.094","192.379","164.483","176.371","196.915","200.414","194.548","221.654","218.531","208.393","57.888","141.618","141.817","157.093","157.949","170.889","179.948","196.566","204.827","192.8","187.479","192.065","68.621"
"YAL009W","0.0125038121392098","0.0219154221733504","5.42391304347826","5.03448888008997","2.78385297333039","0.897326646275243","1","13","9","1.34915973850394","0.656269308113773","0.849715375578581","5.5019305019305","2.73112442966287","41.9469228162856","0.13232949660048","0.177211273417533","7.97528118180292","5.5688770250451","39.0412292007897","0.550526392597839","0.0141011541866797","40.997","29.692","39.089","38.79","45.545","40.971","38.456","39.271","43.207","41.925","48.71","34.223","37.403","31.76","38.905","36.74","34.865","38.917","41.581","38.062","42.202","41.118","41.915","32.617"
"YAL010C","0.130850993687899","0.147529511277995","5.97604790419162","3.64044329412305","3.63160189041958","1","1","14","8","2.96207030639045","0.988130794952976","0.999999999903122","5.76923076923077","0.34309194277314","40.7673491224191","0.664326142566544","0.727772347552588","8.58175955780746","5.32439677850097","39.9937628230634","1.87845776429258","0.0469687679202149","43.128","34.524","40.568","42.112","39.439","37.9","42.847","38.713","45.392","41.78","48.139","18.897","41.846","33.242","44.728","44.291","41.572","43.955","42.652","42.457","39.056","44.897","43.073","23.03"
"YAL011W","0.0183563210078483","0.0289788620240352","6.2375","5.21989837878844","1.73487542161156","0.897326646275243","1","6","5.5","1.87772205744087","0.658895502338696","0.85067615067898","6.16883116883117","1.80910474879506","25.29753619934","0.170973460283823","0.222013044511499","6.13544372294372","5.80616636042649","23.5215148084347","1.60702253648344","0.0683213878685728","18.946","21.204","19.717","22.978","22.12","23.294","19.989","21.541","23.893","20.282","24.801","30.014","28.459","20.073","25.142","24.561","26.202","23.674","22.738","22.115","22.472","24.724","25.187","29.635"
"YAL012W","0.00707257469253064","0.0142295700378899","13.1315789473684","12.0676725081705","247.388469586733","0.029852351157279","0.0656081372047696","13","12.5","55.655667640412","0.426910068671248","0.709483383274795","13.3177570093458","11.9944633758173","431.178420574327","0.00483946384606826","0.00949123032254111","13.1497786522381","12.189888164611","266.146032011279","243.482028508387","0.914843729468297","209.251","85.736","121.766","150.089","130.542","124.643","117.375","135.875","131.391","169.908","267.207","1387.894","444.912","86.768","139.139","146.146","99.352","111.54","105.051","125.557","143.154","272.761","159.183","990.898"
"YAL013W","0.391241376288323","0.403407420784629","8.91071428571429","6.09602929454424","4.91343942847772","1","1","14","7","3.31562369698372","0.998520496273535","0.999999999903122","8.53293413173653","1.01322861244142","59.9540291244719","0.930412706321063","0.953315686894018","10.4812161391503","5.80897887515316","55.9776593089004","5.95923640594811","0.106457406035207","9.338","62.635","19.824","62.507","61.408","59.275","60.95","58.273","56.351","65.797","46.046","66.214","56.719","59.545","61.724","66.229","52.928","57.67","57.423","58.388","57.467","61.586","55.006","59.876"
"YAL014C","0.267878418124765","0.283927727717218","5.73563218390805","3.89887127034418","2.68396798389363","1","1","13","8.5","3.52492730421494","0.978479153367821","0.999999999903122","5.76923076923077","0.79157104213559","74.908764288594","0.84804413451942","0.891224767624496","8.16828765104627","5.68190627774725","72.9439168613821","0.866037175097575","0.0118726442500111","68.716","74.476","81.081","68.602","73.2","76.572","74.622","69.59","78.942","73.234","86.066","61.339","70.851","70.246","73.806","75.436","70.582","71.065","73.6","73.316","78.446","69.877","71.006","65.757"
"YAL015C","0.000694835427855756","0.00257104497713647","12.1707317073171","0.212269641887043","8.85215038356847","4.02824485567405e-06","6.46650523392332e-05","12","1","5.01303352522203","0.102047682773997","0.348876349899809","12.3913043478261","12.0848518554156","39.4083792090588","7.55360359816493e-08","6.03890205977138e-07","12.1873453517144","0.307024497813684","34.8953954979018","8.84390347823817","0.253440413901311","69.531","31.788","39.267","31.503","31.243","27.12","27.3","28.548","33.189","32.572","42.985","39.239","51.302","35.928","32.318","31.547","29.769","25.111","28.717","29.249","30.911","37.383","31.859","35.765"
"YAL016W","0.0107607934741637","0.019608556997365","12.475","5.80949087383062","9.81560072954092","1","1","12","5","3.7368825618756","0.636713822081578","0.83699728604658","13.0733944954128","4.7968283498795","120.281992732285","0.126067250186714","0.169505002023705","12.5161314984709","5.21206998760048","112.672485646995","9.33427111821812","0.0828442814997669","116.921","117.265","120.311","114.144","113.46","112.802","121.257","115.547","115.978","122.307","110.054","63.954","107.437","119.73","123.11","118.158","115.767","123.259","121.975","117.683","114.82","115.025","111.723","79.823"
"YAL017W","0.0311464495894805","0.043477491628472","6.48051948051948","1.65382987292498","4.21031672273426","0.106279619357033","0.188293351900285","15","1.5","3.93098337331132","0.726280006425546","0.895927440331411","15","2.674777806044","39.7560671115209","0.060619256632071","0.0889277197925999","12.1601731601732","2.16280528851235","35.2155366427261","0.524769005908008","0.0149016330840553","42.748","39.23","36.257","31.662","35.263","33.433","35.157","36.242","33.833","35.022","32.15","12.449","41.192","42.615","39.785","39.265","37.717","39.029","39.166","37.531","35.549","34.726","36.117","18.935"
"YAL018C","0.000378210924325773","0.0017050400362621","13.1315789473684","7.55827173212693","0.93553578475173","0.0024984045364147","0.00900256456470569","12","8.5","0.937623591853362","0.0247617260655861","0.215158337930722","12.1794871794872","8.27805331914819","3.29561733543728","4.04629857342353e-06","1.97179554734056e-05","12.4370220422852","8.14956365607058","2.34401038127517","1.10815651744212","0.472760925589106","1.203","1.054","0.839","2.607","2.801","3.891","3.625","2.409","3.14","3.021","4.004","1.852","2.13","0.9","1.219","1.821","2.348","2.444","2.698","3.139","4.127","2.056","1.936","1.562"
"YAL019W","0.0256671771823046","0.0372871513388136","13.4864864864865","11.479340301361","7.91635935941714","0.00715396493482501","0.0207208874580039","14","10","4.52194786568797","0.483760910817543","0.750181754878827","13.5714285714286","11.7925235719293","21.1233452021729","0.00478274163123149","0.00938908968563982","13.6859716859717","11.1271068863667","16.5904024541215","8.29581026866202","0.500036710477816","6.493","8.22","8.969","11.333","11.312","10.786","11.7","13.453","15.469","13.3","18.81","55.182","15.053","6.511","11.637","12.03","10.838","12.63","12.321","12.709","15.484","18.776","16.042","48.523"
"YAL020C","0.000449851122457989","0.00190971550017749","14.6764705882353","10.1176497700559","2.96042203671931","0.00107076332246695","0.00470144127404445","15","10.5","1.79074792335493","0.0531661641664208","0.272706918141878","13.8349514563107","9.57075639891163","16.2368941481174","4.38587187012729e-06","2.11951555188215e-05","14.503807348182","10.0615758543206","13.8654613356721","2.8909244342539","0.208498250744555","10.961","11.881","10.179","11.935","13.009","12.694","13.386","13.785","14.153","19.556","18.954","19.403","14.092","7.402","12.543","12.441","11.458","11.617","14.354","10.929","15.027","16.052","13.728","17.38"
"YAL021C","0.1771489517252","0.19466494731411","6.93055555555556","4.63442307109095","2.85377254319364","1","1","14","10.5","4.31900821948743","0.980869640520642","0.999999999903122","6.5668202764977","5.6972360745774","58.9743902004795","0.743948387303361","0.802966704759302","9.16579194401775","6.9772039203384","56.344876248265","0.204419485265019","0.00362800486710295","42.141","55.486","49.261","60.193","56.661","52.515","57.548","56.015","56.16","54.294","58.413","65.765","65.748","49.977","58.492","57.345","54.66","57.634","59.407","50.775","55.352","61.416","50.618","65.948"
"YAL022C","0.00198407951102808","0.00542070890270977","12.475","12.3567135042265","7.41740045901428","0.328835727412085","0.488703206940125","12","1.5","4.72170553137317","0.272548065669177","0.566377281671427","12.6106194690265","11.9843048490944","33.9386133483308","0.00834227310967128","0.0151605011169468","12.3618731563422","0.250797379884488","29.1793996524869","6.62080233648954","0.226899881948917","36.082","22.793","31.372","31.845","28.436","24.739","24.652","24.382","25.217","29.581","32.872","50.879","39.608","20.784","27.6","30.184","22.984","21.995","22.719","25.017","22.767","29.338","22.73","46.921"
"YAL023C","0.000271032860547082","0.00137740988090427","12.475","0.053729916783329","35.266428174036","5.94683486786548e-05","0.000521465230898956","13","0","12.6770103731124","0.107272593505691","0.356478695176634","12.6106194690265","12.1172837234718","89.699419505982","3.88517316207704e-07","2.52411464105819e-06","12.6952064896755","12.548311135322","66.2816069317931","35.7779085938094","0.539786378906392","90.056","60.855","51.749","54.039","53.08","42.848","42.921","49.329","46.128","51.754","57.931","161.391","149.157","59.021","51.959","51.726","37.967","43.506","40.364","42.664","44.501","58.352","43.48","156.723"
"YAL024C","0.000265919732219011","0.00136054041745781","12.7948717948718","12.7208443995819","1.55999273075965","0.00124964832147769","0.00547894943260593","13","12.5","0.578413347010596","0.0725312891940201","0.306703737163285","13.0733944954128","12.5650912519174","6.56577091507715","4.15488568805689e-06","2.01533544005829e-05","12.9560887634282","12.5968589482545","5.47370250063547","1.59569836482414","0.291520842544673","5.368","4.696","4.65","4.65","3.987","4.205","4.067","4.868","4.316","4.477","5.245","9.243","8.483","5.715","6.006","5.567","4.516","4.821","4.303","4.131","4.969","5.375","5.122","9.62"
"YAL025C","0.0279781752357208","0.0398524805939798","14.2571428571429","11.0443151614281","38.148496634131","0.00554314858274598","0.0168854546185254","13","9.5","20.8752063941893","0.454261763675015","0.73069268411025","13.5714285714286","11.5745679764576","81.749023677423","0.00396375147913441","0.00795108891748351","13.6095238095238","10.6944384825141","58.433046668782","39.6509858929512","0.678571256393769","10.542","9.975","26.097","31.413","34.257","32.191","37.244","45.344","51.886","47.475","90.143","257.919","21.868","9.965","32.472","31.613","40.493","33.065","43.525","42.564","55.287","83.765","67.282","187.189"
"YAL026C","0.00797852781526942","0.0155771257345736","12.475","0.091291918153632","2.13339573198998","0.391991571746148","0.566874370199148","13","12","1.27349931291697","0.466950868871248","0.739394164274066","12.8378378378378","12.6360964175812","19.0725859582379","0.0421226129098008","0.0642049774269458","12.7709459459459","12.40963069177","17.4821496159992","2.1623778650425","0.123690616574036","16.669","13.424","17.192","15.119","15.29","13.334","15.32","15.176","16.552","16.157","17.121","23.492","22.004","13.804","20.599","19.324","17.169","15.547","15.699","16.944","17.501","21.626","18.785","22.439"
"YAL026C-A","0.00652704733008225","0.013353379365792","12.7948717948718","0.0116672731316306","9.15724061502411","0.650650685496999","0.879516230696323","13","0.5","11.7803989745679","0.344741419324257","0.640743176626862","12.8378378378378","0.253411766062401","63.8134991768403","0.0422006206815136","0.0642754433472452","12.8775698775699","0.25374434930535","58.6000976527336","9.40567168543274","0.160506075282862","73.754","40.072","63.785","44.424","48.583","52.659","50.593","44.059","57.404","52.9","62.885","73.429","78.581","48.57","58.95","61.421","69.08","52.981","48.248","50.536","53.229","64.346","59.14","81.366"
"YAL027W","0.0341023226927279","0.0465122261405873","6.08536585365854","3.28321815133352","6.85726757368952","1","1","14","8","6.39578083583232","0.814690111456663","0.95842179067837","6.06382978723404","5.69735585064443","79.8133311104101","0.305708042999191","0.372646927464663","8.71639854696419","5.52347643620889","74.9372135761317","0.387251305509868","0.00516767687280558","77.623","67.281","92.649","71.505","78.733","81.062","82.055","75.216","86.443","79.199","82.349","46.102","68.784","73.275","81.352","75.381","75.86","72.081","76.028","72.025","74.079","83.088","76.123","49.961"
"YAL028W","0.0019909055662668","0.00543446467661131","12.320987654321","6.38061414385992","5.8996317540887","0.00327622059553527","0.0112190217684583","12","6.5","3.13601857456234","0.0949729070588148","0.341609721418428","12.3913043478261","6.19242829983993","26.2226813613716","7.27630230427101e-05","0.000249168185001786","12.2374306673824","6.36042711213029","23.8213686901238","5.89087514652971","0.247293731236024","17.913","24.917","21.046","26.087","28.32","27.253","27.518","28.259","25.034","26.671","23.247","4.716","17.496","27.874","22.931","25.313","25.745","31.095","27.07","28.3","27.377","24.662","26.549","9.141"
"YAL029C","0.00025707306300915","0.00133440491560267","11.4712643678161","1.56860241955675","2.62187325470582","0.0042728508207576","0.0137256002013537","12","1.5","2.16339319704024","0.0749644881649797","0.30923488387838","11.9747899159664","1.0580494351083","13.9376944782071","1.2381101572756e-05","5.34342278403152e-05","11.8153514279275","1.37921371982111","12.1747274324907","2.68892841013488","0.22086148745794","12.803","10.796","13.131","12.634","10.601","9.971","8.433","8.867","10.546","11.252","12.737","18.99","15.032","10.781","14.219","14.349","11.992","9.783","11.438","9.032","10.432","14.414","13.164","17.732"
"YAL030W","0.000384730390358023","0.00172117790865403","11.6046511627907","7.22950707315726","34.1425340076808","0.00554314858274598","0.0168854546185254","11","8","17.406140525688","0.149561705297059","0.414151189550544","12.3913043478261","6.10080498781542","175.045622162698","4.07730887204139e-05","0.000151468326167119","11.6653185035389","7.17559014456901","153.560561967893","33.7724984907707","0.219929505714052","147.999","149.912","162.356","162.112","182.038","173.696","177.66","181.336","183.571","176.056","166.423","37.536","122.57","133.407","146.565","153.044","169.534","166.874","170.217","155.557","196.336","150.401","143.654","54.689"
"YAL031C","0.184639502585591","0.20201812147302","14.2571428571429","12.0140620342461","1.46924708660224","1","1","13","10","1.07480230740355","0.990997388393012","0.999999999903122","13.8349514563107","12.9294319688375","24.7662448515028","0.757647261536075","0.81527116705128","13.6973647711512","11.6224934432283","23.8091339540457","1.50142843412703","0.0630610267901786","23.998","21.544","20.939","21.787","21.667","22.887","24.536","22.968","22.856","22.459","25.842","18.766","34.454","23.94","22.862","23.151","23.12","23.795","23.322","22.895","22.017","24.459","24.032","28.856"
"YAL031W-A","0.00292432132373688","0.00725757946520875","6.19875776397516","0.899528422870239","0.489486046064754","0.831325036300528","1","9","8","0.295570634535977","0.832082104024173","0.972900269115617","6.33333333333333","5.34030589770714","1.44324151568828","0.0534908726931127","0.0794377424135604","7.17736369910283","6.78768928160075","0.884945206975712","0.263157100370978","0.263157100370978","0.636","0.304","0","0.285","0.613","0.65","0.932","1.389","0.879","0.639","0.318","0","0.751","2.039","0.703","1.256","0.894","0.674","3.036","1.992","1.007","0.686","0.409","0.991"
"YAL032C","0.065296441997409","0.0798828246048947","9.24074074074074","4.8065316121819","4.60417388055194","0.391991571746148","0.566874370199148","10","4","4.95399010899296","0.759753109986497","0.918830135686771","9.07643312101911","5.71472283977529","49.2900525880808","0.247013080627203","0.308791795065074","9.43905795391995","4.87945809648575","44.4453945252586","4.66207622982347","0.104894472860939","21.76","54.428","34.755","52.829","42.996","45.942","42.183","41.227","40.88","39.124","48.083","48.719","44.97","56.676","54.262","48.965","44.308","40.563","42.098","45.062","42.206","50.025","43.056","46.558"
