"CycID","ARS_pvalue","ARS_BH.Q","ARS_period","ARS_adjphase","ARS_amplitude","JTK_pvalue","JTK_BH.Q","JTK_period","JTK_adjphase","JTK_amplitude","LS_pvalue","LS_BH.Q","LS_period","LS_adjphase","LS_amplitude","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"YBL051C","0.139690968087159","0.156449759016774","8.99099099099099","5.79628576602123","6.80611490039143","1","1","10","4.5","7.92772767727297","0.801227589450293","0.949023816666871","9.69387755102041","5.06129511758199","97.252146846355","0.625414393543531","0.691763496176111","9.56162284733713","5.14205028607569","90.6825080204139","7.83325367840615","0.0863810877026335","56.845","98.313","73.855","102.862","95.912","94.766","91.273","97.314","88.077","80.473","81.562","113.417","104.729","84.959","100.955","97.133","88.875","97.871","91.162","78.746","76.145","94.171","83.774","106.161"
"YBL052C","0.0447722338829744","0.0579641380844653","6.2375","2.61934820368509","2.90054362083281","0.328835727412085","0.488703206940125","15","0.5","2.90267333677078","0.670748022701766","0.859380424345503","15","0.677476361494699","30.61192960638","0.160763011576581","0.210333448263992","12.0791666666667","1.42288590696458","27.6508353076821","1.77231170828271","0.0640961362852686","31.215","25.973","29.62","28.905","25.717","22.978","24.398","25.552","28.825","25.155","27.83","17.454","33.69","29.598","38.263","32.026","30.157","25.134","27.976","26.267","27.534","29.32","26.881","22.906"
"YBL053W","0.388159579813743","0.400502011615336","8.99099099099099","7.50864894543614","0.244254424637504","1","1","13","8.5","0.300520382004283","0.999633958508273","0.999999999903122","15","6.97783420687461","1.2889915212519","0.92923589467294","0.952949705741997","12.3303303303303","8.04201194053104","0.888756839748924","0.237567236771897","0.237567236771897","0","0.751","1.566","0.705","0.757","1.07","2.559","0.858","0.965","1.052","1.569","0.645","0","1.007","0.579","0.414","1.227","1.11","0.227","1.367","0.415","0.283","0.674","1.632"
"YBL054W","0.0169105989892528","0.0273417305267216","14.8955223880597","9.95879414639792","22.8509954619209","0.000230456047190731","0.00146737386605809","14","9.5","26.7597490272237","0.265229861281508","0.557091722014556","14.1089108910891","9.5376762076449","69.3335255524013","0.000113452404667869","0.000368143952686966","14.3348110930496","9.66716860166673","50.8101264834584","25.7717625476433","0.507217051625201","11.741","11.045","19.161","31.416","39.012","43.904","49.585","53.449","58.365","58.886","65.549","169.743","25.661","11.548","22.307","29.038","41.544","43.254","54.126","46.421","53.199","65.626","59.397","122.751"
"YBL055C","0.00212256482232931","0.00567638754600893","12.0240963855422","11.4129736645242","5.69260353755455","0.0149266626235038","0.0369844788891062","12","0","3.99833529421934","0.147451462953283","0.411561857037958","12.6106194690265","11.6770828806181","28.48995586915","0.00041390792085938","0.00113904456407017","12.2115719515229","11.7023440781633","24.545777604809","5.82991807172854","0.237512054643009","31.667","11.333","22.752","23.849","21.712","21.11","20.194","22.483","22.918","24.201","34.026","41.876","32.68","14.299","19.304","21.37","20.236","20.417","20.984","21.083","25.804","31.141","27.904","33.473"
"YBL056W","0.000580433118873569","0.00228705725021092","13.1315789473684","0.545927447710555","19.7822699919722","1.98064720520976e-05","0.000221744783048208","13","1","14.593269750128","0.0302413502851127","0.226609122324776","13.0733944954128","1.3852748693885","103.802126524511","9.03786333550372e-08","7.06723643296863e-07","13.0683244809271","0.977952924158743","93.2208723438179","19.9615974996856","0.214132275291987","150.571","99.306","102.29","86.468","85.367","76.498","72.361","77.067","81.829","78.642","90.98","82.195","140.457","106.386","113.166","94.462","86.797","83.959","81.026","78.827","78.639","89.171","87.154","83.357"
"YBL057C","0.00194880113481255","0.00535356491513082","11.6046511627907","0.0246826650279898","7.00666400510311","0.0573837389264991","0.112179293751932","11","1","6.14758635563585","0.138093782650583","0.400810832627746","11.5853658536585","0.192648657818701","51.7240418244321","0.00113418271713484","0.00270315032504877","11.3966723388164","0.413744065346156","46.9070031500371","7.02952467837313","0.14986087804178","64.319","39.343","43.966","47.429","49.29","40.596","43.421","45.452","41.947","49.972","59.366","53.379","61.69","43.536","38.904","45.101","41.628","32.673","42.373","44.425","53.012","53.194","44.708","53.875"
"YBL058W","0.0542784397297924","0.0683039345251722","5.97604790419162","2.98077957311574","19.1132340496892","1","1","5","4.5","9.30764656075853","0.652591765650055","0.847224397510598","6.06382978723404","5.64199570121302","199.741068323428","0.351371336362686","0.422369506546905","5.67995923047522","4.81963374973014","185.174114277806","3.56599476757738","0.0192575230154876","170.726","222.14","180.882","185.084","193.249","179.402","187.882","180.688","200.352","195.428","193.593","89.597","181.393","219.364","206.089","192.376","194.703","191.962","195.921","202.875","186.551","191.213","185.582","114.483"
"YBL059C-A","0.00106423475039308","0.00347456450744047","12.961038961039","0.529347640416333","34.3590539086011","8.43933009682015e-05","0.000686459182674326","13","1","20.5068037611911","0.0767320510113469","0.312452297485558","13.0733944954128","1.0753587811968","84.3014931704837","1.35338315532252e-06","7.58995285258507e-06","13.0114778188173","0.86787376625246","69.6207877707848","33.4296109495475","0.480167088307146","190.961","76.454","79.21","58.986","54.018","38.184","47.393","42.373","49.259","46.81","66.615","44.582","143.55","115.277","81.572","64.647","55.187","47.899","52.16","43.959","49.818","56.941","57.249","56.213"
"YBL059W","0.0022751021875439","0.00597891731226348","12.961038961039","0.669128189493684","9.93883939095588","0.00107076332246695","0.00470144127404445","13","1","5.56988011540644","0.110583385451442","0.361362023546119","12.6106194690265","1.4230188019846","55.7923710914312","3.51668462894583e-05","0.000133370264552771","12.8572194766885","1.03426137093352","51.8820118114985","10.0933770421599","0.194544827575923","86.812","54.314","57.297","50.408","46.019","43.715","45.352","44.267","49.561","47.219","46.341","38.788","78.445","58.545","61.78","52.48","49.125","39.612","43.686","41.369","46.522","49.441","49.458","51.416"
"YBL060W","0.0911774043513026","0.106973025832116","12.7948717948718","12.2980400408751","1.26570917575214","1","1","13","11.5","2.11778480965371","0.871623044831464","0.997385210797414","12.6106194690265","12.5465581618334","27.0130618870378","0.535542995818557","0.606622157667912","12.8018304212994","12.1257853828619","26.1714460047307","1.26669803870493","0.048400001989801","28.16","21.289","25.717","25.165","23.418","23.667","24.45","24.784","26.025","24.7","29.059","26.314","29.088","23.255","29.591","26.509","24.863","27.176","24.726","26.019","27.963","28.234","26.277","29.7"
"YBL061C","0.00205139321114944","0.00554781985519271","12.6329113924051","12.2531306112107","15.2606992812026","0.00189462727146985","0.00728093621486956","12","0.5","4.3156494622768","0.266305800386621","0.557952072786569","12.8378378378378","12.0601653607856","37.5773383742086","0.000113584450541548","0.000368178656990447","12.4902497434143","12.2833775619858","29.2784726721546","14.9437070092763","0.510399131013706","35.764","16.265","21.798","23.369","22.89","17.282","17.906","21.342","21.199","24.005","30.462","80.114","47.245","14.482","24.393","23.798","21.249","19.523","20.095","21.28","21.443","30.651","26.42","85.137"
"YBL062W","0.00962427374111874","0.0179923686222256","14.056338028169","13.9298881118942","0.971759706320121","0.0573837389264991","0.112179293751932","13","1.5","0.468104689145495","0.156900293204966","0.421643480588013","13.0733944954128","1.3596001996646","2.78755668295287","0.00468777125687236","0.00922653129636766","13.3765775078606","0.949277277050934","2.18001972032741","1.00688458122477","0.461869483030889","5.156","3.204","1.541","1.849","3.725","1.58","1.259","1.407","1.187","2.071","2.574","0.635","4.868","3.636","3.133","1.832","1.449","2.459","1.119","0.807","1.224","0.835","1.659","1.406"
"YBL063W","2.75646617500236e-05","0.000321658399036814","13.3066666666667","0.507392806540688","6.71417285257589","0.0024984045364147","0.00900256456470569","13","1","4.66336922192528","0.0209731001790235","0.20506873913866","13.3177570093458","1.1475974306415","21.8191282773131","3.30082564170553e-07","2.18900655670701e-06","13.2081412253375","0.88640897204232","17.342627638458","6.71737923242388","0.387333417545551","27.23","24.541","19.49","13.644","11.997","12.87","13.058","11.963","14.773","12.861","14.721","12.154","34.6","28.206","23.595","17.836","15.545","13.449","12.95","12.723","12.973","14.359","15.159","14.277"
"YBL064C","0.00103217608410899","0.00340764117430541","12.6329113924051","6.27316861551517","148.461398481423","0.0149266626235038","0.0369844788891062","13","6","74.0397368444811","0.162327231802455","0.428820915357987","12.8378378378378","4.79428558861489","669.040663311523","0.000242815803412122","0.000714205668979523","12.8235830767476","5.69756352636107","561.448467049712","132.531183370133","0.236052266856396","640.205","595.391","663.316","584.571","674.704","745.486","692.529","697.114","627.861","649.757","538.319","130.622","444.225","587.638","495.282","547.77","609.102","655.606","626.636","640.153","605.869","509.167","566.427","157.659"
"YBL065W","0.0432194377430382","0.0563530776107625","6.3974358974359","1.58710917498551","1.23972804286648","0.328835727412085","0.488703206940125","6","2.5","0.765619867329734","0.379525553409363","0.666944992206202","6.0126582278481","5.2039232775717","2.60087031468045","0.107120435751395","0.146761527238533","6.13669804176133","1.77635663894799","2.07978733465533","1.34557944304791","0.646979342852334","1.139","5.989","2.043","2.554","2.194","0.582","2.782","2.799","0.525","1.716","0.853","0.351","0.672","8.032","2.517","1.574","0.533","2.716","1.236","3.269","3.156","1.229","1.466","0"
"YBL066C","0.000152237167095004","0.000952345494775757","12.961038961039","0.364699958946663","4.63342470200911","0.228990932393359","0.360726110530348","13","0","2.40628437637782","0.226657703069958","0.511856696028472","12.8378378378378","1.7430818535835","31.0037349633624","0.000646039100309803","0.00167171226468225","12.9329589329589","0.696106627697328","27.4190091474838","4.76374754948708","0.173738865757819","26.183","25.653","24.98","25.822","21.742","21.166","22.581","23.373","23.279","24.864","25.145","32.976","37.277","26.35","34.237","32.391","25.695","26.543","25.88","23.113","27.54","27.21","26.999","39.657"
"YBL067C","1.23817516198832e-05","0.00019668185557448","12.1707317073171","6.38981034497484","27.1196227091316","0.0573837389264991","0.112179293751932","12","7","9.78459008466885","0.110174550386476","0.360982274160441","12.3913043478261","5.7493610321596","130.430866716116","1.18388213370402e-05","5.13862431138482e-05","12.1873453517144","6.38778251051041","112.249045913156","28.685849082035","0.255555393354778","53.852","112.599","124.532","123.598","118.339","120.081","127.287","120.7","127.369","133.063","117.853","50.555","39.073","110.809","132.319","141.737","128.083","134.188","131.032","130.731","134.885","123.668","119.999","48.476"
"YBL068W","0.0104509346850201","0.0191821753383854","12.7948717948718","11.6400305250969","19.0459652841705","0.328835727412085","0.488703206940125","13","11.5","7.65230958600082","0.473671166714703","0.743013389057378","13.5714285714286","11.796261852389","64.8057943923189","0.0456314310650305","0.068929928728555","13.1221001221001","11.6503660371404","54.0715831618671","18.7985676429062","0.347660759009614","36.387","26.947","45.771","44.011","40.151","40.736","40.921","47.916","48.341","52.197","65.264","140.205","51.558","23.068","40.314","48.148","49.249","43.86","41.554","40.897","49.687","60.299","55.831","127.144"
"YBL068W-A","0.00218383593684246","0.00579681385160107","11.7411764705882","0.204887216600133","13.5027143351279","0.0707546480221698","0.133293761005441","12","0","6.45128871815547","0.126248086532097","0.383515706408696","12.6106194690265","11.8857949638261","55.074386389793","0.00137817265584605","0.00319645610541952","12.1172653132049","11.9570606646377","46.300964827068","13.8390062209475","0.298892393984348","50.228","35.315","47.641","42.06","34.785","34.764","41.366","41.698","37.471","45.435","63.402","93.542","49.972","31.93","38.985","41.626","42.379","26.396","43.589","35.525","32.854","63.606","52.351","81.152"
"YBL069W","0.00132539444139024","0.00407627646748909","12.961038961039","11.7104072783796","10.295626892075","0.000434489112906892","0.00238595469422536","14","11.5","6.0132360672104","0.0680242622007547","0.29889299278362","13.3177570093458","11.9102554629272","40.0100960390945","6.40466350299018e-06","2.98490769094811e-05","13.4262653234616","11.7252598513102","32.736070260214","10.5746025186659","0.323026020979611","29.716","22.667","26.531","26.714","21.668","23.053","25.468","30.206","30.172","34.495","43.094","68.225","35.252","23.189","29.138","28.024","28.687","23.519","26.91","26.413","28.632","39.283","32.275","55.939"
"YBL071W-A","0.013266100369924","0.0228235602621772","14.6764705882353","9.39751257684331","27.6817670741124","0.00918635815986823","0.0250867782691631","14","9","41.7963747291556","0.176435829816671","0.449745816407566","13.3177570093458","9.33743400359642","145.545631458206","0.0014943796840563","0.00342572569809355","13.9980758658604","9.25732058673369","122.093607922742","32.8043670521386","0.268682100646058","51.353","75.52","93.505","101.302","109.579","106.911","114.621","116.454","132.08","145.575","181.003","248.563","57.345","57.731","89.472","105.423","118.766","110.103","126.154","134.811","130.061","171.781","171.82","167.065"
"YBL072C","0.0100900616929713","0.0187065366186831","13.3066666666667","11.4304208099703","66.9209772452615","0.0463478212797688","0.0941226839108558","13","11","32.5113555853951","0.480732474236275","0.747395504398083","13.5714285714286","11.3299980532836","208.822265449194","0.0100452501226337","0.0178752427402174","13.2926984126984","11.254457600801","171.151870661452","70.0278392400068","0.409156142841849","153.782","77.934","146.299","120.674","138.092","133.791","145.951","153.696","164.284","168.311","189.258","452.675","220.297","57.371","99.429","113.33","124.527","125.726","148.003","147.589","153.012","147.856","137.796","445.265"
"YBL074C","0.000485198817075538","0.00201380740219861","12.1707317073171","7.20160663281206","0.932081266897906","0.0372768240568282","0.0788413274230859","12","8","0.999495435207185","0.106273997630678","0.354519306004923","12.1794871794872","8.4556790533906","7.05743967030262","0.000193717614341504","0.000587739241912124","12.1167396289348","7.88985604845382","5.74068692745248","0.965299503571626","0.168150522014269","2.479","4.652","4.391","4.528","5.66","5.064","4.934","6.616","6.427","5.532","5.499","4.522","4.876","4.708","6.087","6.017","6.02","6.811","8.048","8.432","6.54","7.53","7.207","5.363"
"YBL075C","7.39857517473297e-08","1.45725702711756e-05","12.320987654321","7.02696309328108","1879.67665163872","3.25655352056531e-09","5.34074777372711e-07","13","7","1786.22456127568","0.00200469753473564","0.187510905247746","12.1794871794872","6.84183619525195","4065.66852089699","4.44089209850063e-16","3.84961903624311e-13","12.5001582779361","6.96075904122659","2959.04537242485","1930.86537886115","0.652529831700033","365.321","2375.669","2502.846","2732.847","3547.042","4360.521","4778.895","4638.476","4340.277","3877.695","3012.083","290.782","206.744","1986.902","2412.424","2615.482","3287.427","4547.331","4618.93","4664.686","4435.998","3327.775","3670.296","230.12"
"YBL076C","0.0118204026555613","0.0210032806190179","13.1315789473684","12.0386396776755","35.7940374477703","0.00715396493482501","0.0207208874580039","12","0","5.57589052304652","0.488561699857211","0.753442279844076","13.3177570093458","12.0103408317036","100.499858278546","0.00256320295222656","0.00546312452199184","12.8164453189047","12.0369740528072","79.5230874459825","35.3070131531802","0.443984436308048","66.091","44.902","62.78","59.426","59.437","55.654","58.473","61.56","64.242","61.505","75.794","230.433","109.191","43.555","67.675","62.93","55.459","58.687","60.976","58.111","64.284","82.092","68.48","221.58"
"YBL078C","2.1998247850652e-05","0.000281614700332819","11.4712643678161","7.45432031729611","88.9868344346369","0.00011883934605879","0.000886982966647894","13","7.5","74.9144279328088","0.0394064074910523","0.246767885093607","12.1794871794872","6.55163788230395","350.670228310622","2.97112243696773e-08","2.69488354970407e-07","12.2169171824344","7.18337892911727","318.241073586309","91.7772501727902","0.288389079192506","239.778","284.914","322.155","278.706","345.897","339.271","377.69","366.955","398.522","369.801","329.129","86.46","176.545","286.76","326.865","318.611","369.107","360.881","399.316","410.996","439.299","374.333","359.636","113.048"
"YBL079W","0.000383068824985289","0.00171800563932796","12.475","0.373331753414444","8.25959066328492","6.08682989773291e-06","9.00850824864471e-05","13","0.5","5.07702668891941","0.0718922294309138","0.305277850375637","12.6106194690265","0.0343293820913004","33.3726033436915","4.64069637162723e-08","3.91107577542139e-07","12.6952064896755","0.301081032335881","28.2925918023016","8.04990013539824","0.284523248758828","33.053","24.678","28.864","24.65","23.025","21.595","20.955","20.477","23.66","24.157","26.51","52.396","37.703","26.355","32.63","29.548","24.323","23.883","23.197","22.862","23.564","27.765","26.008","46.411"
"YBL080C","0.00063317197950874","0.00242097515542472","13.1315789473684","0.480205493712685","14.9378843904677","0.00142853332048843","0.00588482022316618","13","1","7.50028162804571","0.108226849657881","0.358284575665597","13.3177570093458","0.884242622654298","39.8129632721985","1.44272736872786e-05","6.09642734919265e-05","13.1497786522381","0.788715821877025","31.7238283290041","14.9402103175835","0.470946008238361","73.187","44.604","33.297","26.218","22.066","20.749","21.616","21.459","23.989","23.912","26.841","12.249","72.077","64.303","35.503","28.085","26.087","22.681","21.555","20.448","24.144","26.282","25.757","18.782"
"YBL081W","0.0125781233705367","0.0220080889885861","13.3066666666667","12.0745947310684","47.4728070209252","0.0042728508207576","0.0137256002013537","13","12","6.08606806567261","0.530161814366365","0.777898282269949","13.3177570093458","12.0096382528826","80.3661022040676","0.00188718733753979","0.00417479138322691","13.2081412253375","12.0293383059778","46.7851286845482","46.5982371988601","0.996005322824947","22.41","18.373","17.049","25.257","20.561","18.726","18.259","20.02","24.476","26.505","50.578","282.277","59.797","18.396","25.641","26.227","20.907","15.771","19.986","16.547","20.891","40.622","31.232","177.51"
"YBL082C","0.00024170492459219","0.00128213020357556","12.1707317073171","11.7385366876745","6.02194590527623","0.00107076332246695","0.00470144127404445","12","0","3.94088286824793","0.0374842953990513","0.24228214756966","12.3913043478261","11.8302399238018","20.0952590894616","1.84004741343724e-06","9.8460385403326e-06","12.1873453517144","11.8587986247506","15.7151118052603","5.85709580326654","0.372704685518432","20.647","13.679","11.065","14.236","13.509","11.198","12.729","13.293","14.755","18.016","18.266","32.964","25.797","10.314","12.271","11.637","9.936","11.469","10.504","13.598","14.313","21.357","15.392","24.122"
"YBL083C","8.28477578379561e-05","0.000627615723546464","12.320987654321","11.654244237409","10.152320703466","0.00554314858274598","0.0168854546185254","12","0","7.05869344319471","0.045709414701352","0.258013700844469","12.3913043478261","11.7509588389794","32.0855271616938","3.6725699285034e-06","1.81032935224684e-05","12.2374306673824","11.8050054691636","24.5876611148199","9.32317767564547","0.379181152371831","30.657","22.254","15.983","24.803","21.092","20.481","18.692","20.386","23.78","28.933","31.295","51.092","43.256","16.253","16.045","17.472","13.817","18.077","14.803","22.373","24.082","30.843","24.621","34.83"
"YBL084C","0.0225037079925747","0.033790851311267","5.33689839572193","3.1374060369319","1.59835163415259","1","1","13","10","1.58816183054498","0.916519131394602","0.999999999903122","5.21978021978022","2.37707489070754","32.9494159695122","0.256025058497112","0.318548299151214","7.85222620516738","4.71682146295964","31.060746546268","0.201011466144007","0.00647155939554062","21.866","31.805","28.405","31.571","28.606","28.838","34.188","31.3","30.449","32.978","26.984","29.469","32.208","32.557","33.86","31.675","31.002","34.075","34.963","32.299","31.887","31.073","31.628","31.681"
"YBL085W","0.00759041538621308","0.0149979291968548","11.6046511627907","2.00023816045994","4.37265691508828","0.765323426325814","1","10","4.5","2.22066884631635","0.554579095964478","0.795213148590154","13.5714285714286","0.4476273558243","35.6646041284356","0.0747397872808965","0.106685727880612","11.7253599114064","2.29489372151919","31.3566265771883","4.62038634875054","0.14734959889186","25.873","31.353","24.562","31.53","28.032","27.887","29.767","30.25","26.715","26.85","28.388","38.708","46.178","36.456","36.901","31.13","29.005","29.467","28.811","30.304","27.831","31.404","29.996","46.917"
"YBL086C","0.000254068000385077","0.00132675096930865","11.6046511627907","7.14905622598048","12.1816875351828","1.98064720520976e-05","0.000221744783048208","11","8","9.25390644538836","0.0373854753098847","0.24228214756966","11.5853658536585","7.11220476353375","69.6648759824556","5.15736043871229e-08","4.32280894419629e-07","11.3966723388164","7.42706275704914","64.9242539806564","12.2704978684842","0.188997133061246","53.391","58.194","48.604","63.121","68.613","74.182","74.517","71.667","74.509","69.282","70.204","27.229","57.811","66.922","55.511","64.865","77.469","74.678","78.337","71.569","67.789","64.484","68.978","42.402"
"YBL087C","0.00764468245150618","0.0150667447174227","13.1315789473684","11.593438092046","52.486819752428","0.000317516176650339","0.0018833706353023","13","10.5","23.6810061019375","0.338754902162842","0.636119753512382","13.3177570093458","11.7031440509334","113.638583301111","9.30540064465468e-05","0.000310931558985488","13.1497786522381","11.264536647187","82.5845191719296","53.994866805571","0.653813418628268","55.66","31.249","48.15","43.873","54.743","55.427","56.779","64.739","68.686","77.024","93.958","312.173","98.727","24.379","41.313","43.442","46.629","44.382","56.554","59.985","68.827","85.538","78.638","272.175"
"YBL088C","0.000551662140480635","0.00220374316552765","11.3409090909091","7.35865212778631","0.883783900628699","1","1","14","8","1.26642824510511","0.346765394082033","0.642103268626725","11.5853658536585","7.4735701545155","10.6962651297337","0.00884040049993451","0.0159329950178793","12.3087583148559","7.65610361232327","9.66584103072465","0.848507032629637","0.0877840872752306","6.782","7.883","8.613","8.539","9.252","9.164","9.442","10.296","10.66","10.681","10.326","7.414","9.042","8.41","11.597","11.145","10.072","10.95","10.705","11.003","10.236","11.225","10.718","8.239"
"YBL089W","0.00832381159162376","0.016126940292883","11.6046511627907","0.674747669901271","3.88226304465436","0.190064360940145","0.308536795662065","11","1.5","1.89292485323639","0.219221891826186","0.504451437088091","11.9747899159664","0.0103181355302997","22.9742724243843","0.0141159536774278","0.0242307233138987","11.5264803595857","0.748103771771268","21.0993936748486","3.7546830603293","0.177952178066853","33.034","17.181","24.29","20.384","21.76","18.139","16.657","19.082","21.79","19.403","22.481","27.206","29.765","17.213","18.995","20.474","17.1","17.919","19.913","17.053","19.454","23.151","18.924","28.551"
"YBL090W","0.000391813111564998","0.00174209390947711","12.320987654321","0.831567310605033","41.9667945679204","1.0949722716724e-06","2.2832617678722e-05","13","0.5","26.1254742444994","0.0477897408106384","0.263763119166633","12.8378378378378","0.4849953740506","101.596918581847","6.73415123664256e-09","7.55320327244862e-08","12.7196084973863","0.609247839985327","83.467291512019","41.357197993545","0.495489876864996","223.5","97.686","94.045","60.979","55.589","53.687","48.125","52.178","62.979","67.181","79.632","64.73","175.494","127.712","95.852","77.062","65.418","56.099","56.146","53.903","63.135","71.202","60.551","86.323"
"YBL091C","0.421228819333678","0.431832484493455","12.0240963855422","11.2588859401838","4.02183831012041","1","1","13","11.5","9.54735575958075","0.999519957222311","0.999999999903122","5.45977011494253","0.92616138609184","121.706994958387","0.942772463198713","0.961469463309209","10.1612888334949","10.0284968351888","118.739431028436","2.64585298698525","0.0222828504740907","135.215","106.378","116.654","115.619","111.74","123.227","113.869","111.785","120.767","128.078","131.581","101.084","146.15","102.458","115.94","126.393","118.377","111.21","117.68","112.749","117.561","127.69","123.876","114.001"
"YBL091C-A","0.295617217422463","0.311100463981877","7.07801418439716","0.281717034576899","2.24076863032733","1","1","15","12","3.99426943022751","0.99683113870379","0.999999999903122","7.53968253968254","4.68616672054156","29.9079520822909","0.874711534484423","0.912243381957033","9.87256557469323","7.99989760533834","27.4940260550582","0.69810833626704","0.0253912735395334","23.735","27.104","19.996","26.853","26.85","28.47","32.993","22.958","32.133","31.351","32.281","15.3","34.029","35.941","30.624","31.067","26.408","24.816","25.712","25.103","26.476","28.018","28.699","20.844"
"YBL092W","0.0177649619489388","0.0283529166507524","13.6712328767123","11.2685773799231","327.121570109373","0.000166093395187204","0.00114398946878088","15","9.5","170.841948082138","0.490999459159092","0.755370736342059","13.8349514563107","11.3097266978699","936.292915421826","0.00015186831311953","0.000474529826987284","14.1687281110077","10.7962132775881","760.12767126035","347.102029827487","0.456636487462646","490.075","317.007","594.549","529.519","599.86","611.545","661.428","673.172","689.663","699.646","828.529","2268.952","805.227","240.93","480.451","486.41","501.151","511.699","552.394","621.799","657.08","729.195","655.109","2095.391"
"YBL093C","0.000416155869468193","0.00181933272041282","14.8955223880597","8.75556721803128","20.4963059109464","2.88178636279756e-05","0.00029538310218675","13","9.5","30.3596296502444","0.0103743985235576","0.187510905247746","13.0733944954128","9.06994543161015","126.145299497959","3.53215295900711e-08","3.10175168672288e-07","13.6563056278242","9.17124532152387","104.905988835128","24.8317250010938","0.236704551158844","64.669","63.656","81.204","94.212","99.919","102.168","106.409","121.023","125.268","128.24","158.07","127.558","78.77","64.124","85.512","91.724","96.747","100.53","115.711","111.663","109.863","139.884","138.257","109.612"
"YBL094C","0.0209106809533532","0.0320286557133156","11.0888888888889","7.67672348768591","0.727587316726587","0.897326646275243","1","12","7.5","0.756781032564902","0.428992292900488","0.711430782541722","11.4","6.599438905197","2.55449822872081","0.140453068310247","0.186247643904409","11.4962962962963","7.26461191082841","1.80827651229027","0.72488600464231","0.40087121616384","0","1.692","0.353","0.794","1.137","1.507","3.459","1.289","1.359","2.074","2.946","0.363","1.393","1.891","1.956","1.398","3.04","3.44","2.305","2.464","3.737","1.592","2.278","0.23"
"YBL095W","0.0323330012061381","0.0447324786408678","10.8478260869565","0.913575517238375","4.31572605616644","0.5513616451621","0.763675522219499","12","1","4.0950321465466","0.658184151058746","0.850119503751484","10.2517985611511","1.749061318161","42.8932171686664","0.17982457711708","0.232165007222648","11.0332082160359","1.24005705619841","40.4637870991116","4.45339986992282","0.110058899307045","59.117","41.863","46.155","42.839","33.235","36.596","35.95","40.441","38.117","43.129","50.464","29.564","50.692","41.451","43.322","37.628","35.934","34.906","34.865","41.3","42.015","45.696","39.591","34.486"
"YBL096C","0.012641735489643","0.0220836458160812","12.320987654321","7.94056879545121","0.853762402835587","0.157176230993757","0.26310217094348","12","9","0.712410082045447","0.226318470960471","0.511661878460558","11.7768595041322","8.1763531430833","3.54903513572819","0.0172705830928005","0.0290540333260642","12.0326157194844","8.37725217014618","2.94992914402039","0.956798684422229","0.324346327558984","1.272","3.953","1.141","3.137","3.676","2.274","2.797","4.167","4.395","4.152","2.54","3.133","1.877","1.223","2.46","2.009","3.873","3.034","3.588","2.656","5.035","3.432","3.275","1.734"
"YBL097W","0.000578452967458065","0.00228221885990607","14.463768115942","13.1407069027701","2.41596576983717","0.000797738695935006","0.00373797560380974","14","13.5","1.48563134727294","0.122843584920811","0.377178156448733","13.3177570093458","1.1722624915157","11.9014495453256","8.89371592549537e-06","3.9828094639045e-05","13.9271750417626","13.7274069722982","9.49993007690379","2.86286062868687","0.301355968466237","8.654","7.9","7.811","8.808","7.294","5.171","6.553","7.37","7.334","7.995","8.164","10.763","15.985","10.54","15.586","11.104","9.484","7.658","7.398","7.18","7.123","11.206","9.355","13.245"
"YBL098W","0.0279212988159698","0.0397994928859067","13.6712328767123","3.73440264574077","5.30116555953509","0.0463478212797688","0.0941226839108558","13","4","5.76574869379511","0.353662585463351","0.647954277956405","12.6106194690265","4.7145997183752","52.8098247935964","0.0175070752627896","0.0294274051785616","13.0939507819129","4.16463493848126","50.8205241109078","5.52209837542273","0.108658823812435","61.884","40.86","66.27","64.134","56.124","50.75","49.794","48.916","48.644","47.193","43.45","44.43","51.202","36.441","56.078","64.759","56.037","55.142","47.491","46.164","48.025","47.807","47.071","48.641"
"YBL099W","0.000348619782616577","0.0016148281228377","12.475","1.81762483757234","93.4571647033925","0.000797738695935006","0.00373797560380974","13","1","111.140922546558","0.00666902137146252","0.187510905247746","12.1794871794872","2.6348853605936","451.171767820991","4.14010758009731e-07","2.66973143422215e-06","12.5514957264957","1.83628394769826","397.093987435933","103.211526348792","0.259917121926819","545.241","507.582","488","483.535","404.877","317.026","306.776","345.595","317.012","331.893","326.726","325.054","595.134","414.366","528.7","513.207","359.516","332.335","304.493","302.979","315.639","362.016","312.516","423.508"
"YBL100W-B","0.0279611370484096","0.0398375627165413","12.475","7.41390156564596","0.150950344048011","0.117886409836375","0.208613221022783","13","7.5","0.177483802077823","0.282246695749353","0.579455926238487","12.8378378378378","7.83903618138884","0.962164505159499","0.0300873876822749","0.0475072257236649","12.7709459459459","7.58528396185636","0.892453155882431","0.155442240309093","0.155442240309093","0.516","0.864","0.661","0.81","0.675","1.262","0.865","1.067","1.036","0.963","0.92","0.636","0.696","0.78","0.958","0.874","1.019","0.977","0.832","0.924","1.284","1.035","1.281","0.661"
