CycID,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,0,3,6,9,12,15,18,21
Cre01.g019050,0.160561867,0.20728622,21,13.5,0.0555892,0.486408705,0.622417624,21.99501247,9.168137861,0.33582484,0.277233323,0.358196842,21.49750623,11.39029438,0.226691226,0.085987731,0.085987731,0.1898305,0.1402955,0.1981195,0.4370615,0.2180335,0.21638,0.2392005,0.10460935
Cre01.g019100,1.04E-05,0.000101526,21,18,0.574107067,0.021024289,0.101644165,20,16.74757449,1.924669901,3.56E-06,3.88E-05,20.5,17.36884621,1.341464748,0.643241834,0.479507073,1.688715,1.101935,0.373125,1.19914,1.41014,1.88071,2.036115,1.4192
Cre01.g019150,1.04E-05,0.000101526,21,15,1.786240259,0.010845053,0.101644165,21.88585608,12.91757312,3.391289266,1.91E-06,2.66E-05,21.44292804,13.98626161,1.745388931,1.837447663,1.052743965,0.589312,0.06387695,0.2161235,2.54056,3.422545,2.980325,2.562585,0.762852
Cre01.g019200,0.00097863,0.002519158,24,16.5,3.947727662,0.017426457,0.101644165,27.13846154,15.83159502,8.659158174,0.000204293,0.000652246,25.56923077,16.2475044,5.213037316,3.234051091,0.620377507,1.56165,3.17554,0.7347375,4.551825,8.183015,8.27068,8.246445,7.25178
Cre01.g019250,0.466308071,0.54921562,21,13.5,22.46626736,0.169845544,0.275484945,20,9.59259082,94.52068091,0.280034577,0.361297737,20.5,11.50548851,62.69424205,23.91630996,0.381475382,56.73695,22.89615,54.04425,100.2809,91.8892,47.0513,52.63775,49.7714
Cre01.g019300,1.79E-06,3.56E-05,24,1.5,0.264726283,0.021855973,0.101644165,26.01769912,7.74E-05,1.644096062,7.08E-07,1.50E-05,25.00884956,0.781563731,1.129293763,0.35329533,0.31284626,1.64569,1.37348,1.13442,0.882757,0.6677635,1.0152335,1.030175,1.19202
Cre01.g019350,0.001634479,0.003805356,24,3,0.534083055,0.070113426,0.150627884,28,7.74E-05,3.163581156,0.001154478,0.002688606,26,1.625035919,1.747006428,0.612153276,0.350401273,3.312165,1.887845,1.865565,1.823965,0.831021,1.155385,1.308775,1.567025
Cre01.g019400,1,1,21,19.5,0.15097154,0.999981216,1,20,17.71135156,0.769062205,1,1,20.5,18.59492482,0.617437582,0.10272786,0.10272786,0.4519785,0.933696,0.589962,0.470865,0.345884,0.807804,0.789462,0.643274
Cre01.g019450,9.27E-05,0.000440158,24,15,2.641364324,0.032737467,0.10633018,22.44274809,12.77672967,5.655523026,4.16E-05,0.000197255,23.22137405,13.86668137,2.767280902,3.016474812,1.090050096,0.6048495,0.3153225,0.5471475,3.266235,7.085725,3.74583,4.60531,1.47539
Cre01.g019500,1,1,21,9,0.35950723,0.995211136,1,28,9.756227956,3.04466583,0.999988515,1,24.5,9.518349731,2.654889703,0.043558233,0.016406796,3.57034,2.316065,2.547935,2.833555,3.41376,1.9873,2.22741,2.349955
Cre01.g019550,9.27E-05,0.000440158,24,19.5,0.105044814,0.02793584,0.102852943,28,20.99992264,0.329736741,3.59E-05,0.000178085,26,20.31246408,0.125050545,0.090100798,0.090100798,0.0354024,0.06000135,0.00947145,0.026114,0.08073385,0.1493415,0.2748255,0.320873
Cre01.g019600,4.69E-05,0.000274494,21,16.5,13.11018399,0.034995337,0.10867044,20.6557377,16.20247003,46.11048956,2.35E-05,0.000132042,20.82786885,16.35112236,32.12547032,15.10299499,0.470125257,39.4022,11.9683,24.0042,26.86,32.09165,50.1457,42.904,32.6989
Cre01.g019650,0.031869374,0.048720752,21,12,1.091688017,0.186420069,0.295134565,20,9.227774067,6.549377235,0.036394306,0.056290233,20.5,10.58637707,4.781698526,1.44878166,0.302984735,3.908715,2.41087,5.07149,7.609895,4.742825,5.061935,4.08777,3.692155
Cre01.g019700,0.000176005,0.000685626,21,15,2.312046134,0.011729865,0.101644165,22.10526316,14.77018157,4.523207191,2.91E-05,0.000153641,21.55263158,14.89783194,2.481920443,2.23058761,0.898734533,1.33729,0.4266595,0.4453015,2.800835,4.110995,4.23572,4.27934,1.69552
Cre01.g019750,0.001634479,0.003805356,21,15,1.541810981,0.040431979,0.113811674,20,13.27866946,7.861076337,0.000702127,0.001766865,20.5,14.12674667,5.887416471,2.845403099,0.4833025,7.000005,2.346275,3.815345,6.53305,7.806525,7.53994,6.56999,4.03572
Cre01.g019800,0.031869374,0.048720752,21,19.5,0.100627376,0.365343088,0.497125905,20,17.69861565,0.220046692,0.063491001,0.093640359,20.5,18.58839766,0.167848775,0.146646105,0.146646105,0.4525535,0.1262674,0.09396925,0.08075905,0.1160568,0.171636,0.2745615,0.160145
Cre01.g019850,0.063475569,0.090038806,24,4.5,1.227562121,0.043693133,0.117448541,28,7.74E-05,5.862780563,0.019102569,0.031413026,26,2.437535919,4.637669675,0.668180984,0.144076882,6.057865,4.986825,5.301225,5.6061,3.764145,3.484245,3.7111,4.0236
Cre01.g019900,0.00097863,0.002519158,24,21,3.849544118,0.014124451,0.101644165,25.41786744,20.99992264,9.499116506,0.000168487,0.000560949,24.70893372,21.01726376,4.48951933,3.87760559,0.863701725,6.36764,2.70746,1.178685,1.0230845,1.0190685,6.63907,6.35921,9.78476
Cre01.g019950,0.00266115,0.005726238,21,18,0.737691766,0.191440543,0.301070166,20,16.40666211,0.900532056,0.004372206,0.008534547,20.5,17.19412862,0.448700154,0.868291309,0.868291309,1.669015,0.03450835,0.03841125,0.03304295,0.10076615,1.162065,0.738611,0.275781
Cre01.g020000,2.26E-05,0.000170427,24,18,0.992069046,0.009806956,0.101644165,21.77777778,16.96667561,2.501101087,3.62E-06,3.91E-05,22.88888889,17.4994945,1.18620606,1.439835735,1.213815866,1.465205,0.10031785,0.09305955,0.238036,1.205295,2.40324,2.61035,1.561865
Cre01.g020050,0.000176005,0.000685626,24,16.5,3.701553951,0.015000088,0.101644165,22.21662469,15.18328826,6.464267302,3.66E-05,0.000180116,23.10831234,15.83982514,2.593263323,3.839228503,1.480462269,0.6914335,0.0098385,0.0263893,0.42598,5.98043,5.788735,5.517295,2.16717
Cre01.g020100,1.79E-06,3.56E-05,24,16.5,0.434093313,0.012811707,0.101644165,23.39522546,15.59811733,0.884439173,4.27E-07,1.06E-05,23.69761273,16.0459172,0.36970628,0.476553521,0.476553521,0.08600555,0.0282733,0.01564965,0.07252905,0.6528595,0.936767,0.6958155,0.4648105
Cre01.g020150,0.001634479,0.003805356,24,19.5,1.075617248,0.090697965,0.17702097,24.56824513,20.99992264,6.422654657,0.001455259,0.003280443,24.28412256,20.24395798,5.090762339,1.121174113,0.220236978,5.167775,5.406505,3.082395,4.559245,4.11451,6.00664,5.82947,6.47098
Cre01.g020200,0.031869374,0.048720752,24,13.5,0.615068525,0.079828002,0.163140881,20,13.30717586,2.340597547,0.01774231,0.029383192,22,13.50644672,1.475351698,0.837085007,0.567379973,0.9031605,1.3416,0.797106,1.46868,2.333165,2.409055,1.357815,0.8212535
Cre01.g020250,0.087651174,0.120191971,21,16.5,0.195530581,0.098970228,0.18783931,20,12.48249341,1.467265738,0.049857233,0.075121714,20.5,14.4508493,1.203067009,0.293019441,0.243560366,1.27623,1.06415,0.914189,1.17937,1.530755,1.39781,1.102135,1.041058
Cre01.g020300,0.927661379,1,24,9,0.526423321,0.987575352,1,28,8.852084126,25.29142465,0.996380725,1,26,8.984896201,19.54498609,2.49142531,0.127471327,25.71715,11.1325,25.6741,28.3836,14.82915,20.7626,17.76235,13.6684
Cre01.g020350,0.592350027,0.6843536,24,9,9.185882773,0.831093494,0.94874386,24.29752066,8.57659636,146.8471301,0.841175523,0.970503698,24.14876033,8.789935855,109.0918933,19.36067663,0.177471268,132.084,67.5626,152.6465,164.5235,78.8994,107.346,93.2269,77.33515
Cre01.g020400,0.00266115,0.005726238,21,13.5,1.05349718,0.026129382,0.102190859,20.27586207,12.21354924,4.164448717,0.000735233,0.001836691,20.63793103,12.84944486,3.096910862,1.044195453,0.337173235,2.5089,2.14078,1.95945,3.90635,4.12854,3.678715,3.211385,2.36571
Cre01.g020450,0.160561867,0.20728622,21,15,0.034383138,0.527586126,0.663200942,21.15107914,12.67796458,0.087991048,0.293818993,0.377295357,21.07553957,13.84332148,0.055613252,0.035969504,0.035969504,0.05432885,0,0,0.09184205,0.051713,0.11285085,0.05681405,0.0582839
Cre01.g020550,0.00423193,0.008454411,24,18,0.818360841,0.04445161,0.118459163,22.67352185,15.13282477,1.561660605,0.001801861,0.003950064,23.33676093,16.53902816,0.65677473,0.833898283,0.833898283,0.186593,0,0.0500417,0.03301565,1.76519,1.13703,1.473625,0.6191325
Cre01.g020650,0.00266115,0.005726238,24,22.5,1.13172511,0.024835473,0.101768566,25.71428571,20.99992264,3.729464592,0.000702182,0.001766865,24.85714286,21.80174832,1.948699993,1.348168289,0.691829575,3.12444,0.9951665,0.8050945,1.123919,0.6131155,2.257415,2.520115,3.772395
Cre01.g020700,0.00266115,0.005726238,24,19.5,1.900825004,0.044074343,0.117993978,27.13846154,20.99995307,7.443127115,0.001178851,0.002737451,25.56923077,20.28033503,4.74154851,1.631035633,0.343987967,4.238595,3.40273,2.09344,2.414505,5.343035,6.636065,5.234845,7.92761
Cre01.g020750,0.00423193,0.008454411,21,13.5,3.031515263,0.075519257,0.157650088,20,12.10900712,12.14042197,0.002891819,0.005947619,20.5,12.79515187,9.334274378,2.889981257,0.309609632,9.054825,5.216665,6.134505,11.6033,12.8989,9.42752,10.45629,7.34399
Cre01.g020800,2.26E-05,0.000170427,24,19.5,4.641477196,0.018662474,0.101644165,25.12820513,20.99992264,13.33514952,6.62E-06,5.73E-05,24.56410256,20.24341457,7.905595891,4.272582398,0.540450392,9.267725,5.487565,2.37718,3.257765,7.25269,11.32985,9.584855,14.03185
Cre01.g020850,4.47E-06,6.17E-05,24,1.5,0.509274744,0.011079423,0.101644165,25.41786744,7.74E-05,1.425552286,8.82E-07,1.69E-05,24.70893372,0.772191782,0.760748858,0.540975123,0.540975123,1.39511,1.260315,0.7643915,0.638431,0.2214225,0.250836,0.4705675,0.982214
Cre01.g020887,1,1,21,4.5,0.345053967,0.79681018,0.918781565,28,7.74E-05,2.473157168,0.977796685,1,24.5,2.625033847,1.809001654,0.115262115,0.063715871,2.628165,1.538735,1.866925,2.06911,1.29052,1.80124,1.45406,1.81472
Cre01.g020900,1.79E-06,3.56E-05,24,4.5,2.892123304,0.009352957,0.101644165,24.43213296,4.040899034,11.16721048,3.17E-07,9.83E-06,24.21606648,4.272837829,8.309108662,2.86365456,0.344640403,10.14812,10.60565,11.4476,8.959025,6.63932,5.31748,6.140615,7.20556
Cre01.g020950,0.000176005,0.000685626,24,18,9.46117111,0.011820269,0.101644165,26.48648649,16.38611575,20.06169859,2.93E-05,0.000154443,25.24324324,17.27470199,10.11250377,7.793613725,0.77069081,1.022233,3.49645,0.360823,8.146855,13.21795,21.5583,18.3916,14.32645
Cre01.g021000,0.04531654,0.066622016,24,21,0.272418014,0.097104076,0.185192331,23.6461126,20.53045856,0.990316098,0.028277346,0.044666835,23.8230563,20.76463105,0.697221938,0.261075651,0.261075651,0.7239185,0.7881125,0.342608,0.561159,0.3401305,0.8855735,0.9851595,0.9654525
Cre01.g021050,1,1,21,13.5,0.724409684,0.990746809,1,28,17.65298599,3.982275283,0.999957057,1,24.5,15.59818137,3.237453316,0.091839692,0.028367881,1.5524,3.910705,2.546945,3.97293,1.85183,4.718405,3.86804,3.47429
Cre01.g021100,1,1,21,13.5,0.115880659,0.999999923,1,20,9.066832683,1.298918429,1,1,20.5,11.23603746,1.162751174,0.055526103,0.047754072,1.26584,0.7991875,1.172615,1.49893,0.9339095,1.221875,1.20635,1.140975
Cre01.g021150,0.022059263,0.035158587,24,18,1.487139252,0.055978414,0.133374224,28,16.03636562,3.406012383,0.009504351,0.016847338,26,17.19545547,2.139736323,0.973441143,0.454935093,0.5550875,1.922725,0.250194,1.647275,3.162685,3.352065,3.113375,3.083465
Cre01.g021173,0.000569951,0.001646957,24,18,0.916265432,0.045549561,0.119962068,23.02872063,17.293682,5.117535837,0.000300081,0.000887566,23.51436031,17.64707447,4.043603401,1.13942623,0.281784863,3.951195,3.19357,2.54757,3.83515,3.943305,5.238985,5.116,4.58601
Cre01.g021200,0.04531654,0.066622016,24,1.5,0.163268481,0.258528687,0.378658115,25.2722063,7.74E-05,1.185917289,0.063813043,0.09409809,24.63610315,0.769915932,0.933301797,0.192444743,0.192444743,1.183685,1.064055,0.942996,0.8186655,0.7501035,0.734727,0.970836,0.968348
Cre01.g021250,0.010037898,0.017616642,24,21,2.119782386,0.104695674,0.195254097,26.17210682,20.99992264,12.20667558,0.008258254,0.014857661,25.08605341,21.03939701,9.048257406,2.07073972,0.228855085,8.680055,9.64751,5.53847,7.93238,6.601695,10.9104,9.95744,12.44725
Cre01.g021350,9.27E-05,0.000440158,24,4.5,3.768134914,0.012304215,0.101644165,23.90243902,3.162818319,11.09606397,1.68E-05,0.000106409,23.95121951,3.830063355,7.269836821,3.898847716,0.536304708,10.19615,10.69525,10.64235,7.336915,2.8258,4.556585,4.92964,6.987585
Cre01.g021400,2.26E-05,0.000170427,24,18,0.948095843,0.023595944,0.101644165,23.52,17.7103309,4.881210239,8.24E-06,6.68E-05,23.76,17.85552428,3.928482232,1.055917782,0.268785174,3.804815,3.142115,2.174855,3.841795,4.138115,4.759215,5.002555,4.5961
Cre01.g021450,0.031869374,0.048720752,24,6,0.994542152,0.238757531,0.355750488,21.45985401,8.634682153,5.256792388,0.044729184,0.067959824,22.72992701,7.414098057,3.673156558,1.084881859,0.295354103,4.021005,3.230255,4.41734,6.270485,3.054915,2.43638,2.875865,2.76969
Cre01.g021500,9.27E-05,0.000440158,21,16.5,5.86260111,0.011444106,0.101644165,20.95011876,15.99923861,15.38474263,1.57E-05,0.000101994,20.97505938,16.24934456,10.05818833,6.146531837,0.61109731,11.5635,6.30622,3.420675,5.31192,13.6433,14.6467,14.4421,12.0656
Cre01.g021550,0.279912985,0.344442478,24,7.5,0.15712443,0.860266126,0.972054848,25.71428571,8.709850781,3.373662807,0.583647801,0.703733467,24.85714286,8.093689782,2.641146255,0.343489958,0.130053365,3.194395,2.32328,2.797835,4.23385,1.945465,2.457135,2.141655,2.117895
Cre01.g021600,0.04531654,0.066622016,24,18,9.130717838,0.024789948,0.101730125,28,20.99992264,25.86689447,0.008752817,0.015649536,26,19.49996408,18.30803786,0.200359921,0.010943823,8.974115,11.66885,9.19955,21.9226,19.9764,24.1482,24.88885,25.76255
Cre01.g021650,4.69E-05,0.000274494,24,19.5,6.315128236,0.021104043,0.101644165,26.80851064,19.68695454,25.25491649,1.47E-05,9.74E-05,25.40425532,19.64834528,16.98887432,5.987315389,0.352425669,12.0928,16.1589,7.37794,9.580525,16.94375,21.73435,25.38145,24.82085
Cre01.g021700,0.010037898,0.017616642,24,0,2.140016247,0.082597857,0.166644436,24.98583569,20.99992264,12.46012503,0.006711768,0.012398063,24.49291785,22.53927815,9.798734358,2.701121521,0.275660246,12.9428,9.80888,7.300475,9.27029,5.62083,10.441485,9.997555,12.55355
Cre01.g021750,0.000322032,0.0010662,21,18,1.314787278,0.028368413,0.103075306,21.45985401,17.29652126,4.516529305,0.000115138,0.00041912,21.22992701,17.65414084,3.352852321,1.237584514,0.369113935,4.07853,2.10029,1.50316,3.320935,3.271015,4.66368,4.53684,3.9452
Cre01.g021850,0.000569951,0.001646957,21,13.5,0.38783817,0.061075725,0.139512549,20,10.28446495,1.370332146,0.000392158,0.001096407,20.5,11.860074,0.932897677,0.432812049,0.432812049,0.737941,0.3592465,0.6694385,1.55235,1.27134,0.963339,0.9148185,0.5389365
Cre01.g021900,1.04E-05,0.000101526,24,12,0.495343149,0.057212053,0.13484392,21.88585608,10.11444427,1.900068748,9.10E-06,7.05E-05,22.94292804,11.03721453,1.094560729,0.711934277,0.650429216,0.3623265,0.745266,0.8304665,2.324995,1.63197,1.14647,0.8433965,0.6172215
Cre01.g021950,9.27E-05,0.000440158,24,19.5,0.879879484,0.022971597,0.101644165,25.86510264,20.99992264,2.41980527,2.99E-05,0.000156864,24.93255132,20.25024026,1.32067228,0.860799744,0.65178906,1.68548,0.687584,0.52369,0.6048855,0.721746,1.980805,1.61379,2.535555
Cre01.g022000,0.000176005,0.000685626,21,15,1.078496233,0.017608051,0.101644165,22.79069767,14.31622149,1.726970615,4.24E-05,0.000199871,21.89534884,14.69666669,0.872277265,0.944651747,0.944651747,0.229292,0.0381274,0.01710665,1.052985,1.77709,1.44991,1.6488,0.5236305
Cre01.g022100,0.04531654,0.066622016,24,6,1.437229888,0.225358132,0.340478112,26.32835821,2.70750538,5.704912856,0.057027834,0.084909045,25.1641791,4.439415265,4.304203334,0.943580187,0.219222958,6.08388,4.147455,6.68249,4.353885,2.30231,3.908815,3.040685,3.93559
Cre01.g022150,0.000322032,0.0010662,24,21,1.340224667,0.071632395,0.15283096,22.79069767,20.99992264,2.386522304,0.000269365,0.000815338,23.39534884,21.01399684,1.447556882,1.793125311,1.238725285,4.56169,0.784417,0.0776879,0.08808355,0.3025555,1.7754,1.932035,2.41096
Cre01.g022200,0.000322032,0.0010662,24,16.5,17.75573058,0.016599377,0.101644165,23.27176781,15.79312441,40.02364518,7.02E-05,0.000289502,23.63588391,16.14494895,18.40409903,19.43667121,1.056105554,8.09432,3.906345,5.502335,3.735955,27.04165,44.0986,31.14685,23.5369
Cre01.g022250,0.363257419,0.436950812,24,3,0.51052756,0.661120362,0.793640128,21.3559322,3.670013934,6.90408171,0.582731755,0.703023965,22.6779661,3.365975518,6.021020952,0.76968692,0.12783329,6.333545,7.232535,6.21558,6.27607,4.0824,6.34462,5.811925,6.00854
Cre01.g022300,0.213256716,0.268639405,24,21,0.426465115,0.183729366,0.292138399,21.77777778,20.99993633,1.444567383,0.16611202,0.224965769,22.88888889,21.04956971,1.06469395,0.413506251,0.38838039,1.311015,1.35466,0.497624,0.9182435,0.4030375,1.46103,1.26475,1.459435
Cre01.g022350,0.006584336,0.012329551,24,16.5,1.537901741,0.032619229,0.106185579,28,16.33754443,3.907494097,0.002028755,0.004379501,26,16.52278849,2.370515775,1.349733618,0.569383943,0.3662635,1.596865,0.397119,2.831345,2.821055,4.339565,3.61812,3.09861
Cre01.g022400,0.00266115,0.005726238,21,9,0.515410133,0.0648854,0.144365698,20,7.82136429,2.349510316,0.001668703,0.003690811,20.5,8.401306341,1.729719414,0.583095071,0.337103848,1.179635,1.60572,2.175985,2.64314,1.49736,1.430585,1.31588,1.45212
Cre01.g022450,1,1,21,16.5,0.312137439,0.855715314,0.968702297,20,12.49812178,1.41057563,0.989050765,1,20.5,14.45885884,1.121665821,0.452709317,0.40360445,1.67593,1.1526715,0.3777215,1.0530415,1.491275,1.23611,1.0101595,0.794012
Cre01.g022462,0.363257419,0.436950812,21,18,0.431766472,0.338804576,0.468266133,20,13.97509843,3.163876732,0.380908756,0.478259365,20.5,15.94795223,2.547867275,1.044338354,0.409887267,3.33596,2.55433,1.336565,2.180155,3.481525,2.73111,2.959125,1.923025
Cre01.g022500,0.031869374,0.048720752,21,12,0.827463426,0.128770442,0.225919948,20,11.74168145,4.300915808,0.02665782,0.042374645,20.5,11.8747546,3.233144999,0.891855506,0.275847667,2.910095,3.177935,2.568435,4.05362,4.51325,3.211735,2.27262,2.220185
Cre01.g022550,0.000569951,0.001646957,21,15,2.158063026,0.038418778,0.11143439,21.45985401,12.73591339,4.745082662,0.000256832,0.000783336,21.22992701,13.88184537,2.238169495,2.471802921,1.104385939,0.49802,0.3483055,0.186853,2.022965,6.212775,3.13768,3.16369,1.097557
Cre01.g022600,0.119401804,0.158559137,21,9,1.014210327,0.114387001,0.207625145,20,9.114737199,5.802823366,0.072297726,0.105603862,20.5,9.064159957,4.436637723,1.105468318,0.249168038,3.550325,3.772075,4.33436,6.39073,5.143615,3.422275,3.661335,4.06656
Cre01.g022650,0.000176005,0.000685626,24,1.5,3.43427975,0.099485842,0.188506883,28,7.74E-05,22.81325684,0.000209292,0.000665306,26,0.812535919,10.31625231,5.382306847,0.521730827,23.80145,10.6283,9.55962,5.650645,3.345455,9.566535,7.076445,10.372175
Cre01.g022681,1,1,21,18,0.268651786,0.951074897,1,28,8.984023395,0.562560297,0.998783157,1,24.5,2.180510235,0.594600134,0.007729091,0.007729091,2.03946,0.09849615,0.4281075,0.822221,0.104596,0.456504,0.5086945,0.299426
Cre01.g022700,4.69E-05,0.000274494,24,4.5,0.815841631,0.044596124,0.118589166,24.03269755,3.956373328,2.341247473,2.94E-05,0.000154979,24.01634877,4.228373656,0.914500178,1.216151775,1.216151775,0.895103,3.117925,1.73487,0.9707885,0.1171585,0.1253243,0.1317235,0.222633
Cre01.g022750,0.001634479,0.003805356,24,21,3.203131847,0.015663381,0.101644165,26.32835821,20.99992264,10.15292973,0.000296282,0.00087886,25.1641791,21.04500567,5.458138533,3.234524473,0.592605785,6.547775,3.323135,1.989615,3.031055,2.687995,7.366635,7.205345,10.39515
Cre01.g022800,1.04E-05,0.000101526,24,15,1.124780615,0.012082085,0.101644165,23.02872063,12.59781553,4.198865268,2.12E-06,2.78E-05,23.51436031,13.77997947,3.006628687,1.173702133,0.390371494,2.130975,1.75608,2.139565,3.48734,4.27043,3.972805,3.34452,2.826505
Cre01.g022850,4.69E-05,0.000274494,24,16.5,7.235172252,0.013594321,0.101644165,22.55754476,14.93534806,13.54453215,9.73E-06,7.33E-05,23.27877238,15.7085144,6.035187826,7.937629754,1.315224974,1.870145,0.0813828,0.12522975,3.387465,13.72415,12.05795,11.35,5.36359
Cre01.g022900,0.000176005,0.000685626,21,15,0.651531865,0.014231838,0.101644165,23.02872063,14.1798593,1.194965145,3.48E-05,0.00017426,22.01436031,14.63990667,0.666822515,0.596553765,0.596553765,0.264975,0.0820551,0.1017854,0.868059,1.151995,1.085395,1.14162,0.4862495
Cre01.g022950,0.119401804,0.158559137,21,13.5,0.342550809,0.38524125,0.517856853,20,12.03275555,2.277834206,0.187634621,0.251491297,20.5,12.75607293,1.821279679,0.582783082,0.319985496,2.34668,1.04403,1.391105,2.164715,2.37691,1.880925,1.81158,1.037285
Cre01.g023000,0.015014056,0.02497277,24,12,0.280363773,0.211996893,0.324740604,26.17210682,12.02273847,1.735525765,0.021484647,0.034832251,25.08605341,12.03343121,1.122755455,0.486914844,0.433678449,0.2349765,1.30988,0.5491655,1.81277,1.676215,1.339415,1.23604,0.990405
Cre01.g023050,1,1,21,13.5,0.364266058,0.999533825,1,28,11.97010152,3.12983391,0.999999891,1,24.5,13.11191941,2.745967974,0.09792425,0.035661104,2.589875,2.767125,1.72656,3.354875,3.210075,2.367555,2.940665,3.02412
Cre01.g023100,4.69E-05,0.000274494,21,16.5,1.178421735,0.01426225,0.101644165,21.77777778,16.11748533,4.123371502,1.02E-05,7.53E-05,21.38888889,16.31761432,2.627091396,1.402228958,0.533757204,2.343505,1.46092,1.221395,2.398675,2.923585,4.198585,4.177675,2.46184
Cre01.g023150,2.26E-05,0.000170427,21,13.5,11.68486885,0.02526649,0.102190859,21.25301205,12.28845691,32.04137,8.79E-06,6.94E-05,21.12650602,12.89831832,15.34767189,15.81426137,1.03040132,3.07533,1.287975,5.36107,17.85425,40.7511,20.4011,17.1585,5.405455
Cre01.g023200,0.010037898,0.017616642,21,15,5.917705941,0.078740924,0.161760919,20.18306636,13.50648165,23.06014123,0.006436157,0.01196167,20.59153318,14.24403255,15.64070226,7.692713097,0.491839367,12.62055,8.155555,12.2612,11.63475,28.9163,18.5242,17.6369,11.78295
Cre01.g023250,6.62E-07,2.04E-05,21,1.5,0.352423434,0.018766477,0.101644165,24.29752066,7.74E-05,1.543380561,2.39E-07,8.16E-06,22.64876033,0.808920355,1.059359877,0.497144699,0.469287831,1.547165,1.279855,0.9781505,0.864358,0.414033,0.949566,1.01916,1.628635
Cre01.g023300,4.47E-06,6.17E-05,24,9,0.815184517,0.027451523,0.102461657,22.44274809,8.425439623,2.471369629,2.07E-06,2.77E-05,23.22137405,8.71288303,1.307108069,0.861816811,0.659330955,1.15008,1.1655,2.236435,2.83215,1.239445,0.7203215,0.4967925,0.412941
Cre01.g023350,0.00423193,0.008454411,24,9,2.368864286,0.232590705,0.349243889,25.12820513,8.93822211,8.547412141,0.007799233,0.014128378,24.56410256,8.974553303,4.640105188,2.071697997,0.446476516,6.99605,2.81046,6.308955,9.98022,5.34971,2.499055,1.756595,1.78874
Cre01.g023400,0.00097863,0.002519158,21,12,3.895875522,0.125671198,0.221884549,20,11.73550767,33.07580299,0.001230279,0.00284049,20.5,11.87159054,25.28601569,7.437004598,0.29411532,21.2438,19.6433,26.25725,24.95185,40.02775,24.13235,20.3854,17.8272
Cre01.g023450,2.26E-05,0.000170427,21,15,6.051856825,0.011017423,0.101644165,22.55754476,13.44492388,10.36878614,4.04E-06,4.19E-05,21.77877238,14.26850994,5.128566532,5.858852043,1.142395639,0.871614,0.06271825,0.3078745,7.345205,10.290065,9.336395,8.4371,2.3317
Cre01.g023500,0.001634479,0.003805356,21,1.5,0.532401909,0.130424249,0.228051261,20,0.238823442,3.44648701,0.002015234,0.004351478,20.5,0.854539871,2.884825599,0.98714503,0.342185341,3.361035,3.69052,2.51488,3.185185,1.314455,2.44368,3.031595,4.65466
Cre01.g023550,0.001634479,0.003805356,21,18,0.710198252,0.021307813,0.101644165,21.15107914,18.24582426,1.633979433,0.000392332,0.001096704,21.07553957,18.1227044,1.059356052,0.708414258,0.668721585,1.71005,0.6276325,0.331767,0.5773565,0.906445,1.73667,1.4438,1.587675
Cre01.g023650,0.744901443,0.846629461,24,15,0.027085548,0.966772688,1,28,9.248458864,0.214199852,0.95657231,1,26,12.41892733,0.176389003,0.023767945,0.023767945,0.1376115,0.1495025,0.134869,0.271072,0.166385,0.169168,0.2210715,0.175779
Cre01.g023700,1,1,21,12,0.022529624,0.992197272,1,20,10.07355764,0.058868262,0.999969479,1,20.5,11.01984115,0.039274936,0.015151968,0.015151968,0.04996565,0.0180661,0.0102289,0.0944157,0.0284884,0.04725565,0.0271445,0.02140555
Cre01.g023750,4.47E-06,6.17E-05,24,9,0.457963364,0.029640689,0.103841171,20.85106383,8.910635444,1.774078216,2.23E-06,2.84E-05,22.42553191,8.996526906,0.973572702,0.645717505,0.645717505,0.6462755,0.661022,1.356735,2.09915,1.08762,0.7323945,0.4835005,0.4059035
Cre01.g023773,0.010037898,0.017616642,21,10.5,0.031160782,0.197468117,0.308112252,22.21662469,7.781230911,0.39284874,0.014318298,0.024248803,21.60831234,9.186164785,0.314154576,0.079879828,0.079879828,0.20226,0.410463,0.3066695,0.4403035,0.3532725,0.244738,0.258356,0.2373885
Cre01.g023800,0.015014056,0.02497277,24,19.5,0.546353126,0.222391198,0.336843557,26.32835821,20.99992264,4.399128765,0.022378223,0.036120969,25.1641791,20.25862508,3.561506468,0.567058652,0.159218762,3.176305,3.968185,2.50272,3.33188,2.85582,3.84758,4.313405,4.32518
Cre01.g023850,0.00266115,0.005726238,21,1.5,0.614928341,0.084527272,0.168886748,20,6.61E-05,3.196623306,0.002114361,0.004529689,20.5,0.732176758,2.571898415,0.789478604,0.30696337,3.16814,3.250175,2.45147,2.8944,1.17358,1.970115,3.051945,3.51467
Cre01.g023900,0.022059263,0.035158587,21,0,0.336968201,0.292136572,0.416038853,23.1496063,20.99992179,2.260861154,0.038953041,0.059919741,22.07480315,21.04986429,1.646891531,0.576532192,0.350072959,2.82844,1.1775815,0.9800235,0.9982495,1.68072,1.842245,1.6823,2.35866
