CycID,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,0,3,6,9,12,15,18,21
Cre01.g000050,0.00266115,0.005726238,24,16.5,1.196951468,0.059993992,0.138138868,24.29752066,17.19828218,5.029160068,0.001555421,0.00346884,24.14876033,16.84762965,4.006304182,1.288601142,0.321643361,3.562705,2.128915,2.188375,5.14614,4.120335,5.187475,5.264995,4.446205
Cre01.g000100,1,1,21,18,0.338265742,0.999981353,1,20,9.5463283,2.219218333,1,1,20.5,13.67820754,2.101949148,0.154873866,0.073681072,2.255175,1.783295,1.664985,2.811685,1.645975,2.3405,2.214015,1.99974
Cre01.g000150,0.213256716,0.268639405,24,12,0.08552651,0.435776362,0.570594563,20,11.88760587,1.12431988,0.313728513,0.400402914,22,12.03818323,0.384090862,0.51903928,0.51903928,0.00615185,0.1698135,0.04481335,0.4123425,1.8323,0.077712,0.08929725,0.1217105
Cre01.g000200,1,1,24,21,0.387694274,0.810084078,0.930366138,26.80851064,7.74E-05,3.476832979,0.980701748,1,25.40425532,23.81652603,3.221854265,0.338141667,0.104952502,3.58519,2.891595,2.9569,3.496865,2.37398,3.35478,3.210815,3.74541
Cre01.g000250,0.279912985,0.344442478,24,18,1.225087247,0.980986515,1,20,17.20496901,11.09437034,0.629492156,0.751637999,22,17.71273296,9.949284922,0.693852805,0.069738962,8.403865,12.5371,8.71567,7.99375,9.921655,10.64665,11.30705,10.28965
Cre01.g000300,0.00423193,0.008454411,24,22.5,1.816437113,0.183350203,0.291564301,27.30650155,20.99992264,13.75578432,0.006332679,0.011793854,25.65325077,21.88921067,9.670026619,2.382719657,0.246402595,11.463,8.47593,7.465735,6.63781,10.633,8.016625,9.2579,14.1581
Cre01.g000350,0.04531654,0.066622016,24,3,2.503720155,0.346768897,0.476807233,23.27176781,3.260173735,17.32321103,0.080978959,0.117168478,23.63588391,3.132834372,12.79040432,3.770576826,0.294797313,12.6484,22.0119,14.2253,8.68315,10.892025,11.2124,10.6698,12.15785
Cre01.g000400,0.04531654,0.066622016,24,10.5,1.246052963,0.161871674,0.265998106,20,9.328370617,7.249727712,0.043389525,0.066100171,22,9.94310384,4.356931618,2.023172374,0.464357156,4.20608,2.119625,3.75914,8.82236,5.67369,3.402165,3.23924,2.278365
Cre01.g000450,1,1,21,4.5,0.665387481,0.966571084,1,28,7.74E-05,5.284743525,0.999434921,1,24.5,2.625033847,4.078855008,0.059398814,0.01456262,5.308135,4.30721,3.13959,5.013905,3.133925,4.140575,3.626585,3.956515
Cre01.g000500,0.119401804,0.158559137,21,3,0.055817595,0.473499228,0.609530901,23.39522546,2.120333384,0.322929751,0.218958914,0.289073156,22.19761273,2.591440021,0.206981417,0.10924741,0.10924741,0.242604,0.4987235,0.10657355,0.21081,0.0505359,0.200843,0.144686,0.242514
Cre01.g000550,9.27E-05,0.000440158,21,15,0.119270812,0.012927486,0.101644165,20.55944056,14.78776658,0.239510824,1.75E-05,0.00010939,20.77972028,14.89443214,0.10565532,0.131145572,0.131145572,0.05892765,0.00890621,0.014286705,0.0482141,0.2328645,0.23047,0.1657705,0.0522387
Cre01.g000600,9.27E-05,0.000440158,24,16.5,3.258782918,0.015632777,0.101644165,24.98583569,15.32038257,7.580299716,2.09E-05,0.000122508,24.49291785,15.92851238,4.280464628,3.239242446,0.756750196,1.302535,2.313575,0.499007,3.91516,6.63091,7.88675,6.483305,5.30913
Cre01.g000650,0.015014056,0.02497277,21,16.5,3.85970206,0.646734918,0.780197067,20,12.89634153,4.753733468,0.054712486,0.081756507,20.5,14.66294646,3.050051533,3.276986098,1.074403518,7.928845,0.2611965,0.2541035,0.718516,6.55488,3.52834,2.22263,1.83513
Cre01.g000700,0.213256716,0.268639405,21,0,0.067318687,0.410185897,0.544720443,24.43213296,7.74E-05,0.724401353,0.300599036,0.385295039,22.71606648,3.60E-05,0.619500404,0.079400767,0.079400767,0.7468835,0.597444,0.6614335,0.584311,0.495229,0.567229,0.6741665,0.6631245
Cre01.g000750,0.00097863,0.002519158,24,22.5,1.048038316,0.025023513,0.10192405,25.12820513,20.99992264,4.478526963,0.000284493,0.000851892,24.56410256,21.77867098,2.871293066,1.357312802,0.472718309,4.040095,2.472375,1.738735,1.811105,1.50026,3.44697,3.08506,4.62294
Cre01.g000800,4.69E-05,0.000274494,21,3,0.380362637,0.076627415,0.158960182,20.36951501,3.291150282,1.845566801,4.86E-05,0.00022119,20.68475751,3.148525055,1.17626447,0.718038927,0.610440038,1.20349,2.5707,1.218205,0.949123,0.717533,0.557191,1.100357,1.57767
Cre01.g000850,0.279912985,0.344442478,24,21,1.503841115,0.929505541,1,20,0.999922636,34.0700317,0.610482462,0.732469793,22,21.17495745,27.23126315,6.376125559,0.234147257,20.51105,47.55465,16.28195,10.246595,32.9853,27.5722,32.4009,34.6031
Cre01.g000900,9.27E-05,0.000440158,24,22.5,12.22817434,0.04500193,0.119117535,23.52,20.99992264,46.3313542,5.59E-05,0.00024475,23.76,21.74460378,28.93183031,17.53457955,0.606065339,51.3538,17.94075,15.68445,10.04641,14.3153,43.0803,31.26045,49.1929
Cre01.g000950,0.010037898,0.017616642,24,10.5,0.147257462,0.140833805,0.240865293,21.05011933,11.08643257,0.56191072,0.010689594,0.01868098,22.52505967,10.85897532,0.33763898,0.186395703,0.186395703,0.1987685,0.344302,0.2324785,0.608123,0.590923,0.264001,0.2143575,0.1549215
Cre01.g001000,0.000176005,0.000685626,21,15,2.353437054,0.020478291,0.101644165,21.88585608,13.48418482,4.645741279,4.88E-05,0.000221586,21.44292804,14.26383389,2.066527128,2.652605967,1.283605684,0.2177905,0.0171166,0.01776585,1.73205,5.745455,3.519645,3.3171,0.936403
Cre01.g001100,0.000322032,0.0010662,21,13.5,9.31485905,0.048843908,0.124553738,21.77777778,11.4981499,39.26196148,0.000189695,0.000615773,21.38888889,12.5214129,30.1287205,8.91520343,0.295903818,24.93035,14.9975,25.38715,38.2582,40.93735,31.8709,31.54915,26.6167
Cre01.g001150,1,1,21,18,0.284956962,0.998465755,1,20,12.00714276,2.568472987,0.999998822,1,20.5,14.93937495,2.424463434,0.286685769,0.1182471,3.00701,1.927895,1.930545,2.85348,2.267275,2.578345,2.29888,2.463405
Cre01.g001200,9.27E-05,0.000440158,24,1.5,0.411063092,0.023108645,0.101644165,24.16438356,7.74E-05,1.304843407,3.01E-05,0.000157579,24.08219178,0.752607044,0.834200789,0.45960456,0.45960456,1.259545,1.29562,0.804146,0.609876,0.2388325,0.7030305,0.6387075,1.113175
Cre01.g001237,2.21E-07,1.18E-05,24,1.5,5.167766167,0.012421357,0.101644165,25.71428571,7.74E-05,16.217657,5.68E-08,4.18E-06,24.85714286,0.776823107,8.721524567,5.885488372,0.674823344,16.09765,13.1881,8.942845,5.801175,2.01665,5.17165,6.47886,10.74265
Cre01.g001250,0.00266115,0.005726238,24,0,0.094258571,0.051294279,0.127574218,23.52,20.99992264,0.30335837,0.001351255,0.003076139,23.76,22.48710378,0.223173223,0.100481518,0.100481518,0.3386275,0.2576715,0.132748,0.158499,0.09498985,0.256502,0.248819,0.3057775
Cre01.g001300,1,1,21,19.5,0.026292634,0.999200391,1,20,14.90769501,0.081991968,0.99999968,1,20.5,17.15805084,0.063220117,0.022441886,0.022441886,0.0813766,0.09099245,0.03740635,0.0657659,0.040015,0.112198,0.05554195,0.03416695
Cre01.g001350,4.69E-05,0.000274494,21,15,0.472594817,0.021485965,0.101644165,20,12.49800283,1.565638325,1.49E-05,9.86E-05,20.5,13.72665502,0.979385277,0.584172647,0.584172647,0.789579,0.37484,0.4740285,1.00351,1.747225,1.352295,0.95997,0.7639055
Cre01.g001400,0.015014056,0.02497277,21,16.5,11.16892131,0.216799087,0.330368329,21.05011933,12.8194949,32.74056995,0.02189841,0.035424611,21.02505967,14.66196167,15.8936878,14.40276572,0.906194075,8.442565,4.010905,2.163745,3.02979,46.9796,23.4223,15.8214,18.6887
Cre01.g001450,4.47E-06,6.17E-05,21,16.5,3.691764199,0.009920893,0.101644165,23.27176781,16.12323689,6.330571531,7.95E-07,1.62E-05,22.13588391,16.36437479,2.753206849,2.977876323,1.081602831,1.27179,0.3407445,0.2080295,0.333568,4.404335,6.130475,5.93676,3.576505
Cre01.g001500,0.00423193,0.008454411,24,18,0.315644335,0.025124655,0.102042952,25.86510264,18.63127791,0.886691465,0.001079101,0.002540248,24.93255132,18.32947572,0.539353041,0.312238061,0.312238061,0.3962715,0.3947955,0.0815118,0.4378725,0.370027,0.874884,0.8950345,0.8255955
Cre01.g001550,0.00097863,0.002519158,24,21,4.769101131,0.058676083,0.136503812,24.16438356,20.99992264,17.95006575,0.000618154,0.001589094,24.08219178,21.00020607,10.16050197,5.77731695,0.568605466,9.36346,15.179,4.005945,2.761815,6.35315,11.04355,14.46855,17.9591
Cre01.g001600,1,1,21,18,1.464898976,0.928376304,1,28,7.74E-05,7.638046837,0.997371493,1,24.5,22.75003385,4.155071155,1.182548218,0.284603602,8.485105,2.12425,4.257225,4.212165,1.65164,4.91479,3.56316,3.830335
Cre01.g001650,0.00097863,0.002519158,24,21,0.216361876,0.051738333,0.12802614,28,20.99992264,0.884476244,0.000551436,0.00144419,26,21.12496408,0.396846951,0.243047205,0.243047205,0.3606815,0.273757,0.0943861,0.2198795,0.1787395,0.5483185,0.425476,0.9357935
Cre01.g001700,6.62E-07,2.04E-05,24,3,1.569411657,0.00845345,0.101644165,26.32835821,1.651585021,3.190593692,1.12E-07,6.19E-06,25.1641791,2.36203907,1.614060536,1.398543933,0.866475514,3.042405,3.24749,2.673155,1.19605,0.3683135,0.3758095,0.536562,1.22633
Cre01.g001750,0.213256716,0.268639405,24,19.5,0.573935593,0.335086293,0.463924235,26.80851064,13.01047564,7.409607694,0.260014024,0.337852425,25.40425532,16.48496599,5.746130338,1.532371336,0.266678834,3.6166,6.40776,1.727715,5.269535,8.19747,6.279185,7.547185,6.98963
Cre01.g001800,0.000176005,0.000685626,24,21,1.572665585,0.014810113,0.101644165,24.16438356,20.99992264,4.530254558,3.61E-05,0.000178765,24.08219178,21.00020607,2.916862247,1.30154655,0.44621461,3.467445,2.27402,1.17175,1.685655,1.96612,4.268795,3.81328,4.654165
Cre01.g001950,1,1,21,16.5,0.354281711,0.654908185,0.787474159,20.85106383,15.61338982,3.216767943,0.932104773,1,20.92553191,16.05532064,2.925483868,0.377131393,0.128912484,3.056625,3.23106,2.294275,1.98499,3.450325,3.13758,2.83878,3.447705
Cre01.g002000,1,1,24,3,2.455993983,0.993907579,1,20,11.95260127,12.47610107,0.999981403,1,22,7.948930697,12.86822972,0.321201093,0.024960783,12.2147,15.34175,13.67375,8.422165,15.9066,10.401805,10.54545,16.60215
Cre01.g002050,0.00266115,0.005726238,21,9,2.601184218,0.049130544,0.124881538,20,8.834339381,6.403938069,0.00129989,0.002973921,20.5,8.920456076,4.206528346,2.231365978,0.530453094,1.94854,3.197255,6.827835,5.143895,6.38442,2.56167,2.31381,3.00032
Cre01.g002100,1,1,21,18,0.564999531,1,1,26.48648649,9.054546158,4.866338848,1,1,23.74324324,2.362430993,4.618620843,0.043785737,0.009480262,5.15285,4.15571,3.801845,6.07268,3.60052,4.618395,4.95473,4.59012
Cre01.g002150,0.001634479,0.003805356,21,15,4.469708584,0.03817164,0.111132531,22.44274809,14.42743472,7.606615267,0.000666464,0.00168913,21.72137405,14.73948146,3.515539328,4.171182243,1.18649853,0.729797,0.0409097,0.0415736,2.220415,9.515,5.29713,6.878015,2.317135
Cre01.g002200,0.00266115,0.005726238,24,18,8.920611664,0.022069639,0.101644165,25.71428571,16.09088594,25.59838192,0.000630917,0.001615821,24.85714286,17.09869011,17.96755481,7.593242194,0.422608545,11.45685,12.51945,5.47986,16.93915,24.14925,25.01745,24.705,23.25825
Cre01.g002201,0.006584336,0.012329551,24,18,0.361671684,0.029304185,0.103583347,26.32835821,16.06229371,0.957193597,0.001843255,0.00402601,25.1641791,17.11259528,0.65288853,0.295562861,0.295562861,0.386195,0.419925,0.189988,0.5727205,0.912437,0.9402725,0.895575,0.896611
Cre01.g002227,0.119401804,0.158559137,24,19.5,0.217980868,0.506665278,0.642428609,25.2722063,20.90406392,1.702019373,0.230200149,0.302500465,24.63610315,20.19737051,1.418189736,0.213332811,0.150426142,1.24564,1.65751,0.874481,1.344255,1.241145,1.536495,1.74188,1.66777
Cre01.g002236,0.927661379,1,21,4.5,0.108965155,0.999604161,1,20.55944056,8.882351152,1.742879349,0.997290441,1,20.77972028,6.715158201,1.715162979,0.052183847,0.030425008,1.738655,1.88693,1.4322,1.926815,1.69528,1.444275,1.65679,1.917315
Cre01.g002250,0.000322032,0.0010662,24,22.5,3.654858175,0.05910416,0.137074425,24.98583569,20.99992264,12.60668754,0.000225914,0.000707391,24.49291785,21.77387446,5.037712519,4.267298885,0.847070743,5.36217,8.15546,2.09839,1.099725,1.83268,2.44719,5.824555,12.7855
Cre01.g002300,0.279912985,0.344442478,24,9,73.73143829,0.234932157,0.351678988,20,8.989691982,410.9614934,0.244743382,0.319862638,22,9.06933059,261.632372,88.19572854,0.33709792,274.4535,149.4725,310.5315,455.641,302.9205,148.199,202.781,194.17
Cre01.g002350,0.279912985,0.344442478,21,13.5,0.490802817,0.529641696,0.665419712,20,9.44135707,3.723910057,0.431244638,0.535365684,20.5,11.42798121,2.896081606,0.586745057,0.202599628,3.093095,1.71346,2.577395,4.05058,3.42607,2.47794,2.782225,2.3993
Cre01.g002400,0.022059263,0.035158587,24,7.5,0.803936216,0.044487791,0.118489782,20.6557377,6.223752602,4.232677682,0.007778874,0.014097568,22.32786885,6.852519605,2.491847258,1.515058457,0.60800615,1.720295,2.68445,4.49611,3.98197,1.477065,1.936635,1.61032,1.581485
Cre01.g002450,0.001634479,0.003805356,24,9,1.545753101,0.093212791,0.18029051,23.02872063,6.459868304,5.735002468,0.001491443,0.003348883,23.51436031,7.706990969,3.530066436,2.028708831,0.574694235,2.15287,4.15618,5.443065,6.087575,2.84907,3.53194,2.019565,1.752745
Cre01.g002500,0.592350027,0.6843536,24,21,6.219711247,0.979232662,1,20,17.45602825,82.42504492,0.895968175,1,22,19.22581554,73.26556365,13.31095637,0.181680939,50.98245,145.076,56.4962,33.1441,72.21995,76.62895,80.1643,78.60185
Cre01.g002550,4.47E-06,6.17E-05,24,21,4.447252641,0.014533131,0.101644165,24.56824513,20.99992264,11.73104065,1.14E-06,1.93E-05,24.28412256,21.00283681,6.886005358,4.494510109,0.652702093,11.14845,4.69202,2.955905,3.21634,3.89648,8.115755,8.74157,11.92375
Cre01.g002600,0.010037898,0.017616642,24,21,0.086132677,0.036881675,0.110030101,26.17210682,20.99992264,0.322415693,0.003295438,0.00665618,25.08605341,21.03939701,0.188475242,0.096967181,0.096967181,0.2474795,0.10169665,0.1415065,0.09654935,0.1109734,0.2090545,0.2441145,0.325013
Cre01.g002650,0.000445991,0.001473281,21,15,0.246514465,0.041955919,0.115576141,21.56479218,15.27141939,0.483469891,0.000222417,0.000697799,21.28239609,15.136574,0.197635512,0.266721023,0.266721023,0.0668425,0.0105939,0.01142305,0.0853688,0.393217,0.4125865,0.489546,0.0627563
Cre01.g002700,0.015014056,0.02497277,21,13.5,0.235431203,0.141682606,0.241675319,20,11.11521088,1.797411771,0.015215941,0.025610107,20.5,12.28583129,1.438790861,0.419438266,0.291521358,1.59051,0.752277,1.386285,1.77345,1.74085,1.64854,1.225465,0.980467
Cre01.g002750,1,1,21,18,0.126497868,1,1,20,9.004222322,0.553232463,1,1,20.5,13.40037823,0.507302981,0.047280896,0.047280896,0.691991,0.3520175,0.4551595,0.7542895,0.2643525,0.5998135,0.5077195,0.398764
Cre01.g002800,0.031869374,0.048720752,21,13.5,0.071515366,0.104049673,0.194364451,20,12.17921197,0.40440077,0.022247019,0.035934403,20.5,12.83113185,0.31183472,0.076431866,0.076431866,0.2836315,0.268957,0.183136,0.36771,0.4043385,0.356954,0.2943195,0.269135
Cre01.g002850,0.04531654,0.066622016,21,15,0.56922803,0.200708814,0.311869426,21.25301205,12.12527372,3.278178954,0.051843794,0.077852709,21.12650602,13.57173046,2.568576466,0.635878319,0.247560595,2.355635,1.741345,1.4106,3.43564,3.071635,2.87384,2.75231,2.534475
Cre01.g002900,6.62E-07,2.04E-05,24,21,22.88083258,0.013463464,0.101644165,25.86510264,20.99992264,55.36418952,1.74E-07,6.67E-06,24.93255132,21.02938249,22.05334964,24.79704596,1.124411772,34.2238,11.03475,1.0413175,0.2265015,2.01397,31.4015,32.3355,57.1926
Cre01.g002950,0.160561867,0.20728622,24,21,0.835906281,0.434782221,0.569663403,24.03269755,20.99992264,5.01515316,0.255641208,0.332808894,24.01634877,20.99997108,4.235287182,0.619383686,0.14624361,4.672825,3.906355,2.524855,4.89118,3.191895,4.777495,5.00395,4.910545
Cre01.g003000,1,1,21,13.5,0.342105332,0.596069679,0.730970615,20,12.16935871,1.388758278,0.904474765,1,20.5,12.82608206,1.151061413,0.228652734,0.198645121,1.528875,0.4067245,0.5840505,1.5088,1.25131,1.265675,1.248145,1.215715
Cre01.g003050,9.27E-05,0.000440158,21,15,0.658843208,0.023933901,0.101644165,22.67352185,12.82822717,1.745318573,3.11E-05,0.000161155,21.83676093,13.97624544,1.071327701,0.666722377,0.622332809,0.551391,0.4375655,0.4861295,1.08444,2.072035,1.362045,1.42004,0.8933785
Cre01.g003100,0.018536659,0.030800079,24,13.5,0.030228285,0.178327692,0.285693311,21.77777778,12.19709178,0.089284312,0.022187639,0.035852874,22.88888889,12.84719619,0.044616444,0.035281597,0.035281597,0.00779395,0.03595395,0.013434,0.05316715,0.106633,0.0629371,0.0378389,0.0284666
Cre01.g003150,0.213256716,0.268639405,24,18,0.244139223,0.495593976,0.631711682,24.98583569,20.92048255,2.801247046,0.343198501,0.434502253,24.49291785,19.43872697,2.376282633,0.41812426,0.175957293,2.53054,2.17473,1.8138,2.533705,1.56067,2.938455,2.595935,2.8159
Cre01.g003200,0.000176005,0.000685626,21,4.5,2.63298281,0.03243484,0.106036047,21.67076167,3.774079733,8.45852285,7.46E-05,0.000302208,21.33538084,4.143769339,4.8661385,3.097968725,0.636638009,5.58944,9.56099,7.33577,4.406305,1.042221,3.03877,4.03336,4.743965
Cre01.g003300,1,1,21,12,0.007969376,0.990991635,1,20,13.34724315,0.022089096,0.999959302,1,20.5,12.69760497,0.013669111,0.007823084,0.007823084,0.01787715,0.01123605,0.0060577,0.01264815,0.01687125,0.02978155,0.003718385,0.004120685
Cre01.g003350,0.279912985,0.344442478,24,18,1.782432348,0.252572948,0.371998788,28,17.73694188,7.366271609,0.258002084,0.33547562,26,17.98500873,5.652486171,0.956676857,0.169248863,1.0219745,5.568325,2.742565,8.39905,5.505105,7.39923,8.194455,6.541425
Cre01.g003400,0.213256716,0.268639405,24,15,0.678217934,0.181355692,0.289335454,28,12.86608834,2.018545664,0.164468869,0.222965458,26,14.09854101,1.446550407,0.505643075,0.349550954,0.209687,1.48413,0.4760245,2.176075,1.66637,2.02388,2.15239,1.60399
Cre01.g003450,0.031869374,0.048720752,24,15,0.928448881,0.099825782,0.188906508,28,17.65492018,4.35907299,0.021475745,0.034821325,26,16.32192722,3.559881185,0.522603228,0.146803559,2.3866,2.545985,2.954775,4.40238,3.203715,4.53908,4.560995,3.943055
Cre01.g003500,0.031869374,0.048720752,21,13.5,0.321924504,0.243187141,0.361052632,20,10.87460223,1.92948731,0.045416563,0.068907889,20.5,12.16251936,1.551131294,0.359643804,0.231859034,1.65092,0.806088,1.27735,2.0439,1.82685,1.661925,1.41487,1.365575
Cre01.g003519,0.006584336,0.012329551,24,21,0.858827855,0.075278127,0.157376784,24.03269755,20.99992264,2.711938213,0.004267418,0.008351573,24.01634877,20.99997108,1.713816047,0.863734953,0.503983467,1.976415,1.7912,0.8787005,0.9139265,0.8344275,2.16482,2.456125,2.690455
Cre01.g003540,9.27E-05,0.000440158,24,22.5,5.578015379,0.012425549,0.101644165,24.84507042,20.99992264,16.01406251,1.69E-05,0.000107109,24.42253521,21.76945393,8.584382051,6.262669323,0.729542242,13.3365,7.71948,3.74095,3.36993,2.68974,9.44101,11.38475,16.1152
Cre01.g003550,1.04E-05,0.000101526,24,3,1.77502894,0.016528174,0.101644165,26.48648649,2.188702537,4.843784059,2.84E-06,3.28E-05,25.24324324,2.620686463,2.834136115,1.691761643,0.596923216,4.412925,5.2121,4.0696,2.04267,1.0049595,1.778105,1.721695,2.15901
Cre01.g003650,0.00266115,0.005726238,21,13.5,1.551866039,0.076137125,0.158412438,20,12.1709597,8.205965061,0.001925671,0.004180508,20.5,12.82690256,6.328004641,1.845506021,0.291641066,6.62066,3.15401,4.558925,7.0602,8.879695,6.803705,6.413685,5.52575
Cre01.g003700,0.000322032,0.0010662,24,16.5,0.655223351,0.020648463,0.101644165,25.41786744,15.88231789,1.80558604,8.59E-05,0.000335341,24.70893372,16.21336681,1.284137164,0.623665432,0.48566886,0.923842,0.4224015,0.7014715,1.399925,1.73795,1.71256,1.847075,1.54562
Cre01.g003750,1.79E-06,3.56E-05,21,3,0.225932637,0.020302114,0.101644165,23.39522546,7.74E-05,0.533294754,6.61E-07,1.43E-05,22.19761273,1.585580469,0.241067689,0.301802344,0.301802344,0.467434,0.6337,0.173421,0.02595285,0.00542769,0.09898925,0.161277,0.51298
Cre01.g003800,0.04531654,0.066622016,24,9,0.740697889,0.179087019,0.286482304,21.05011933,7.333041466,3.85542125,0.047183852,0.071333904,22.52505967,8.146875295,2.610199088,1.044670034,0.400226189,1.8422,2.93218,3.07162,4.870215,1.86098,2.084475,2.138865,1.665005
Cre01.g003850,0.006584336,0.012329551,21,6,5.58547182,0.039403662,0.112390466,22.44274809,5.84443461,13.69297114,0.002401689,0.005064398,21.72137405,5.931342327,7.812700457,4.745043414,0.607349973,9.419125,9.511115,14.1243,13.26875,2.631135,3.389795,4.384505,4.871825
Cre01.g003950,9.27E-05,0.000440158,21,3,0.210070818,0.062766572,0.141766182,21.56479218,1.637008046,1.058676626,7.60E-05,0.000306513,21.28239609,2.327956667,0.770101396,0.378106019,0.378106019,0.9228945,1.350125,0.657235,0.626795,0.404397,0.653328,0.643331,1.159695
Cre01.g004000,1.04E-05,0.000101526,24,4.5,2.23779674,0.03923538,0.112230536,24.29752066,3.578853741,13.75172285,6.39E-06,5.58E-05,24.14876033,4.042417477,10.61703841,2.794612847,0.263219623,11.2982,15.19835,12.8774,9.883615,9.54147,7.7108,9.226045,9.18491
Cre01.g004050,0.006584336,0.012329551,21,18,0.215902611,0.073559762,0.155159167,20,17.9851984,0.315546697,0.00418119,0.008207445,20.5,18.00312847,0.16705119,0.2324882,0.2324882,0.485117,0.03917205,0.0400965,0.0313981,0.02792065,0.3046405,0.336212,0.250185
Cre01.g004100,9.27E-05,0.000440158,24,22.5,1.078415623,0.059420602,0.13740801,25.12820513,20.99992264,4.133604381,7.22E-05,0.000295325,24.56410256,21.77867098,2.61971048,1.152829949,0.440060059,3.391555,2.99993,1.81986,1.437455,2.04601,2.035625,2.845395,4.167135
Cre01.g004124,2.21E-07,1.18E-05,21,1.5,1.157760075,0.019352102,0.101644165,25.41786744,7.74E-05,6.729968988,8.65E-08,5.34E-06,23.20893372,0.82892581,4.863471293,2.394818265,0.492409253,6.760035,5.07768,3.990825,3.32045,2.668565,4.379865,4.86699,8.404555
Cre01.g004150,0.466308071,0.54921562,21,4.5,0.016019575,0.911313155,1,20,5.956465695,0.059240339,0.788617603,0.917887965,20.5,5.24911724,0.032951423,0.021710716,0.021710716,0.01810855,0.0487927,0.04994355,0.06068965,0,0.0189728,0.0420993,0.0259693
Cre01.g004157,1,1,24,6,0.200134907,0.993298756,1,24.56824513,8.890366684,0.751315638,0.999977496,1,24.28412256,7.42929178,0.466206962,0.09017728,0.09017728,0.7808265,0.1776565,0.528897,1.036442,0.229341,0.331306,0.2749885,0.3763335
Cre01.g004200,0.000322032,0.0010662,24,21,1.368896857,0.015394727,0.101644165,23.52,20.99992264,4.188463773,6.55E-05,0.000275535,23.76,21.00210378,2.752766646,1.243351454,0.451673394,3.530745,2.370135,0.9156775,1.60518,2.098225,3.771025,3.536595,4.289955
Cre01.g004250,2.21E-07,1.18E-05,24,21,40.53991669,0.009308532,0.101644165,24.56824513,20.99992264,101.2057723,4.31E-08,4.01E-06,24.28412256,21.00283681,55.33139085,38.57459795,0.697155762,72.6574,44.8213,18.6994,14.20345,27.9294,76.31525,82.0268,102.5842
Cre01.g004300,1,1,24,18,16.15487972,0.756351721,0.882118201,28,20.9999336,43.10597936,0.96756201,1,26,19.49996917,30.0716894,4.207579895,0.139918308,11.5432,45.49685,11.5153,16.748,37.73855,32.37395,40.2655,43.2791
Cre01.g004350,0.022059263,0.035158587,24,10.5,2.233128068,0.079766471,0.163056518,24.03269755,10.01554856,10.54369981,0.012920094,0.022134594,24.01634877,10.25794393,7.770942085,2.52800627,0.325315289,7.161815,6.87238,10.27645,8.65656,12.09115,7.17666,4.932565,5.014065
Cre01.g004400,0.000176005,0.000685626,24,18,44.32554012,0.020716179,0.101644165,22.44274809,15.28045326,79.49100869,4.93E-05,0.000223209,23.22137405,16.61331099,35.64503757,41.72193825,1.170483778,17.2557,3.99135,1.84184,5.40507,81.08325,66.4768,71.2671,38.764
Cre01.g004450,1,1,21,7.5,5.075541765,0.999988362,1,28,14.73454772,22.52094863,1,1,24.5,10.82136463,19.13498901,2.000718461,0.104558119,8.01434,29.2444,18.80605,12.3545,27.6653,18.56,20.55285,18.2229
Cre01.g004500,0.010037898,0.017616642,21,4.5,4.604891491,0.35364744,0.484486463,21.25301205,3.543886801,46.91745403,0.023574173,0.037903203,21.12650602,4.024950335,33.65290144,11.66481843,0.346621478,29.1108,61.2027,39.8959,22.31645,33.4246,23.72795,28.28305,35.15545
Cre01.g004550,9.27E-05,0.000440158,24,22.5,7.550284684,0.01276015,0.101644165,24.84507042,20.99992264,18.34835294,1.73E-05,0.00010855,24.42253521,21.76945393,8.832437122,7.480776493,0.846966289,13.3679,6.29947,1.954965,1.65757,1.88327,12.98925,12.5935,18.8654
Cre01.g004600,0.087651174,0.120191971,24,9,1.199253101,0.743074255,0.870217289,28,8.946655632,16.29756343,0.243027763,0.317800982,26,9.028804401,13.21775368,0.449703133,0.034022659,19.6231,11.1162,13.27905,18.97145,12.0683,11.0441,10.08666,9.837685
Cre01.g004650,0.00423193,0.008454411,21,0,4.850243402,0.04870619,0.124363505,20.36951501,17.90858203,15.70357673,0.001955481,0.004238938,20.68475751,19.43524808,8.597979109,7.212657272,0.838878204,18.12695,4.248815,3.41062,2.29521,2.16206,18.873,12.8251,14.0394
Cre01.g004700,0.087651174,0.120191971,21,6,0.311488315,0.191870115,0.301510181,21.67076167,4.269167417,1.246429337,0.085523201,0.123135059,21.33538084,5.149460032,0.726038271,0.38064864,0.38064864,0.505042,1.52805,1.083379,0.6436525,0.4218935,0.5249845,0.569707,0.5332715
Cre01.g004750,1,1,21,4.5,0.074464284,0.525213366,0.660990626,28,8.978644987,0.13635808,0.863424874,0.992051525,24.5,6.553157182,0.446893985,1.169261095,1.169261095,2.85893,0.0127911,0.1694265,0.1502745,0.0349965,0.08389035,0.0534543,0.105584
Cre01.g004800,1,1,21,3,4.049388404,0.428391367,0.563812894,28,7.74E-05,36.97943167,0.79154648,0.920631555,24.5,1.750033847,30.16979955,2.009384301,0.066602507,38.0428,29.82355,34.53535,25.70115,28.23915,28.91875,27.3433,28.54045
