CycID,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,0,6,12,18
1-Dec,1,1,18,0,0.093405715,1,1,28,11.99999638,4.222079141,1,1,23,4.928569941,4.181200276,0.122309766,0.02925231,4.930135701,4.121950427,4.222079141,4.046351867
1-Mar,1,1,18,6,0.802010906,1,1,20,6.000001318,13.69823389,1,1,19,6.016667293,12.94342645,0.794638786,0.061393232,8.055505828,13.69823389,12.53138152,12.68002165
10-Mar,1,1,18,6,0.04075882,1,1,20.07572172,5.999999523,4.205568533,1,1,19.03786086,6.017884646,4.122827993,0.086609237,0.02100724,3.555272995,4.205568533,4.109946916,4.054522832
11-Mar,1,1,24,0,0.110124822,1,1,27.77996071,7.45E-05,5.236976421,1,1,25.88998035,3.47E-05,5.294752447,0.256234322,0.048394014,4.935980086,5.226711693,5.146274552,5.518656352
2-Mar,1,1,18,12,2.112761601,1,1,20,11.99999313,53.67955892,1,1,19,12.03333007,51.68843966,1.527878541,0.029559386,48.59146455,48.96990326,53.67955892,52.34485352
3-Mar,0.127673938,0.491271509,24,18,2.789965787,0.999742498,1,27.45631068,17.99993369,38.10874631,0.39039442,1,25.72815534,18.08154911,33.87903297,2.992496925,0.088328877,25.42608806,30.94784058,33.73468961,38.10877048
4-Mar,1,1,24,18,0.087028166,1,1,23.37190083,17.99993369,5.580056128,1,1,23.68595041,18.00313133,5.442370731,0.080455153,0.014783108,4.328162767,5.295502907,5.540803912,5.580056345
5-Mar,0.006602959,0.072169707,18,6,6.032266503,0.360874343,1,20,6.00000002,111.0324421,0.016773903,0.181838281,19,6.016666676,104.9369925,5.015529491,0.047795628,99.60541213,111.0324421,97.31095502,103.5655312
6-Mar,0.156135806,0.553542795,24,21,10.17024558,0.98746329,1,24.67713787,17.99993369,214.832728,0.442437216,1,24.33856894,19.52461172,203.5319421,11.66084602,0.057292462,214.4553571,195.2757148,195.761075,214.8328334
7-Mar,0.40265731,0.980172393,24,15,8.849398975,0.999616158,1,28,6.000016114,382.0412984,0.768801729,1,26,10.91072177,375.9984062,7.830709979,0.020826445,318.9790729,382.0412984,381.9273715,383.7863247
8-Mar,1,1,18,9,0.089927013,1,1,23.81807973,6.000019459,6.21747139,1,1,20.90903987,7.860861152,6.122749819,0.126223074,0.020615422,5.484174587,6.21747139,6.176866274,6.020794363
9-Mar,0.156135806,0.553542795,24,21,0.627969383,0.934427271,1,25.91325596,17.99993369,17.89626221,0.426728549,1,24.95662798,19.58624387,16.74473588,0.858573434,0.05127423,18.29867508,15.86191114,16.49628309,17.89626995
A1BG,0.890537609,1,24,15,0.137787068,1,1,20,11.99999575,5.429005524,0.993777584,1,22,13.47499766,5.220697972,0.259894978,0.049781654,5.116825707,5.151107747,5.429005524,5.177431484
A1CF,1,1,18,15,0.094724339,1,1,21.01040119,17.99994205,5.464172628,1,1,19.50520059,16.4823734,5.361554037,0.107362206,0.020024457,4.364719959,5.253885567,5.379083195,5.464173038
A2LD1,1,1,18,3,0.420356993,1,1,28,6.63E-05,14.71367452,1,1,23,1.916693902,14.06993483,0.279929187,0.019895557,13.11846409,14.10856608,13.72198321,13.75409171
A2M,1,1,18,6,0.123653077,1,1,22.10526316,12,11.98024635,1,1,20.05263158,8.784962405,10.91894616,0.449959243,0.041209036,5.429732849,10.42147752,11.98024635,11.02295972
A2ML1,1,1,18,9,17.81150483,1,1,28,6.000011294,302.6490615,1,1,23,8.214290353,281.3418157,16.52198734,0.058725673,254.8029243,302.6490615,279.8921645,287.9465278
A4GALT,1,1,18,15,0.037340011,1,1,20,11.99999996,5.63418419,1,1,19,13.61666665,5.616403567,0.053521694,0.009529531,5.10864425,5.567082709,5.63418419,5.601383224
A4GNT,1,1,24,6,0.195254794,1,1,28,6.67E-05,6.865612092,1,1,26,3.250030959,6.672608105,0.013466513,0.002018178,5.156898478,6.699325851,6.54846614,6.576151346
AAAS,1,1,24,6,0.218996719,1,1,28,12.00001349,9.113052609,1,1,26,8.821434833,8.845266191,0.276865017,0.031300925,7.072628511,8.996340143,9.113052609,8.250837515
AACS,0.323687371,0.857983556,24,12,3.309109974,0.999218567,1,25.78723404,12.00000004,94.60604651,0.688513915,1,24.89361702,12.01548348,91.42502524,4.638889525,0.050739822,82.36382089,94.22655929,94.60604651,91.24132112
AADAC,1,1,24,12,7.138792887,1,1,23.24383562,5.999985666,59.77146281,1,1,23.62191781,8.954269905,52.53121578,7.341336924,0.139751894,19.58771557,59.77146281,55.52390296,47.80976309
AADACL2,2.94E-05,0.001873092,18,6,121.8958258,0.05885252,1,20,5.999982473,1292.219454,2.47E-05,0.001021662,19,6.016658342,1186.242962,101.6566416,0.085696307,1071.180472,1292.219454,1065.335627,1192.483367
AADAT,0.466894602,1,24,6,0.166600794,1,1,28,6.63E-05,4.777099065,0.822505687,1,26,3.250030788,4.668897163,0.058633091,0.012558231,4.215638745,4.726715004,4.594018566,4.58157013
AAGAB,1,1,18,6,0.817922081,1,1,28,5.999999096,86.31650217,1,1,23,6.297618677,85.93789912,0.137517445,0.001600196,75.55806842,86.31650217,85.21966107,87.05319492
AAK1,0.028357308,0.190423075,18,6,1.064155146,0.933678511,1,20,6.000000071,24.54114976,0.122626245,0.769629121,19,6.016666701,23.65038096,0.635166934,0.02685652,22.52880396,24.54114976,21.99241216,23.78528182
AAMP,0.561533274,1,24,21,2.825897097,1,1,22.1978022,17.99995079,131.0384768,0.885585281,1,23.0989011,19.47109016,128.7651083,3.134144095,0.024340011,119.9257676,125.6404665,127.904994,131.0384896
AANAT,1,1,18,0,0.057315796,1,1,28,12.00001563,4.434237301,1,1,23,4.928577847,4.447761959,0.123959349,0.02787005,4.238195312,4.38404893,4.434237301,4.398595223
AARS,0.008676919,0.086291937,24,6,3.002685954,0.985641489,1,25.44691062,6.000000492,39.29265154,0.049274698,0.409522136,24.72345531,6.005142195,36.46738022,2.982493577,0.081785244,41.42128643,39.29265154,36.96302698,33.0815755
AARS2,0.001167361,0.022418609,18,6,1.407989693,0.065669183,1,20,6.000012531,13.61817466,0.000803097,0.016849878,19,6.016672619,12.15894181,1.335801805,0.109861683,15.19864915,13.61817466,10.8904953,11.59206322
AARSD1,0.032955363,0.210093528,24,6,0.535094946,0.907908718,1,28,6.63E-05,11.19474419,0.134917724,0.821003091,26,3.250030788,10.82242224,0.274870859,0.025398275,10.92950463,11.17875189,10.79076734,10.14330723
AASDH,0.608286445,1,18,6,2.588411685,1,1,20,6.000004445,79.74890527,0.910671343,1,19,6.016668778,77.21053676,2.738184572,0.035463872,72.25009899,79.74890527,74.7355363,77.78715635
AASDHPPT,0.204095693,0.650320659,24,18,5.404414636,0.999470184,1,28,17.99993734,179.0297739,0.528265822,1,26,18.10711377,173.2507448,0.109750775,0.000633479,196.3530413,171.5381862,174.592605,179.029797
AASS,0.302687224,0.82536051,24,6,0.921532108,0.999995551,1,20,6.000000005,16.54692921,0.664413577,1,22,6.050000003,15.20633543,0.993499434,0.065334573,17.79189979,16.54692921,14.25380436,14.57651535
AATF,0.753044609,1,24,12,3.528908153,1,1,24.19851683,12.00000332,83.20446552,0.966631262,1,24.09925841,12.00020523,80.65513661,4.09778554,0.050806256,83.39583671,83.1168372,83.20446552,78.75462875
AATK,0.486712943,1,24,21,0.449943359,0.999999164,1,27.14011516,6.63E-05,11.18758507,0.83718528,1,25.57005758,23.97196022,11.33975343,0.618153668,0.054512091,9.184546405,10.96070555,10.94382878,12.1154478
ABAT,0.036025303,0.22321766,24,3,0.678407395,0.759049668,1,23.34617501,4.14E-05,9.906044476,0.125765692,0.782962213,23.67308751,1.479588974,9.062791328,0.832218464,0.091828051,9.817416791,9.723830837,8.15957243,8.482549376
ABCA1,0.316556098,0.847273613,18,3,3.634271963,1,1,26.8651045,6.63E-05,137.2292954,0.680676272,1,22.43255225,1.86940704,137.9633627,12.39308439,0.089828808,158.8106383,137.2114512,130.451903,148.4594402
ABCA10,0.134330487,0.507351325,24,18,2.680038009,0.998764807,1,25.78723404,17.99993369,52.84360616,0.403659331,1,24.89361702,18.02319319,47.13535541,5.262449174,0.111645476,30.92270072,42.92616852,45.37823935,52.84364741
ABCA11P,1,1,24,6,0.129962239,1,1,26.72967864,5.31E-05,5.482116747,1,1,25.36483932,3.170630097,5.378572171,0.030380738,0.005648476,4.837309959,5.403743359,5.300722549,5.328660923
ABCA12,0.000405957,0.011164467,24,21,27.57308823,0.311346964,1,24.30945559,17.99993369,226.0725693,0.001260915,0.023601877,24.15472779,19.51037616,200.3781922,28.89142383,0.144184472,203.3375552,177.8063576,184.1277715,226.0728011
ABCA13,0.645356527,1,18,6,0.735848141,1,1,28,5.999987866,10.41567674,0.927991941,1,23,6.297614064,9.081778934,1.408088072,0.155045403,6.40503595,10.41567674,8.494983243,10.67226406
ABCA2,0.282841021,0.791042617,24,3,0.161075499,0.999161727,1,28,6.63E-05,5.886674393,0.639733023,1,26,1.625030788,5.6048472,0.109066265,0.019459275,5.42720837,5.561877805,5.46697716,5.495596772
ABCA3,0.447740289,1,24,3,0.20326142,1,1,24.6198491,6.63E-05,7.194220949,0.807518383,1,24.30992455,1.519403023,6.980654657,0.262170963,0.037556787,8.022444386,6.90915383,6.7919268,7.021995295
ABCA4,0.246418918,0.724716375,18,9,0.142487825,0.997734103,1,24.00679117,11.99997936,5.236807061,0.590800645,1,21.00339559,10.50020337,5.077142372,0.217807987,0.04289972,4.405436436,5.176952968,5.236807061,4.924161632
ABCA5,0.109393363,0.446827591,24,3,8.287312653,0.999946971,1,20,8.01E-05,203.7078702,0.351446714,1,22,1.375044072,192.1947998,21.34799469,0.111074778,187.3796377,200.2657794,171.4892908,197.8549094
ABCA6,0.252198067,0.73396547,24,15,0.173379367,0.990737484,1,24.67713787,11.99998701,5.939099873,0.596382352,1,24.33856894,13.52347673,5.703422898,0.280038877,0.049100143,5.778649415,5.673541675,5.939099873,5.756154734
ABCA7,1,1,24,0,0.301509563,1,1,23.55358134,6.63E-05,8.561572001,1,1,23.77679067,3.35E-05,8.277645478,0.397413413,0.048010441,8.493639023,8.156898249,7.962959899,8.441037369
ABCA8,1,1,18,0,0.181715185,1,1,28,6.63E-05,8.008264227,1,1,23,2.72E-05,7.658722239,0.067023967,0.008751325,7.239310196,7.71456443,7.639903472,7.262468446
ABCA9,1,1,24,0,0.067069377,1,1,23.73810856,17.99993369,4.874868115,1,1,23.86905428,20.98414019,4.834307238,0.076413145,0.015806431,4.384838428,4.760989655,4.799841232,4.87486853
ABCB1,1,1,18,6,0.146448789,1,1,22.81871974,6.10E-05,8.372678696,1,1,20.40935987,3.401587268,8.250803018,0.112989287,0.013694338,7.983310007,8.273597809,8.11696121,8.251285389
ABCB10,0.189909023,0.622385993,24,18,6.40381417,0.967255521,1,20,17.9999393,203.7444109,0.494954691,1,22,18.14996662,197.8048398,8.065813788,0.040776625,209.7180861,186.1550609,202.536747,203.744417
ABCB11,0.940439669,1,24,15,0.13877226,1,1,20,11.99999998,4.932822782,0.998189981,1,22,13.47499999,4.816210208,0.16725829,0.034728196,4.044189532,4.691543718,4.932822782,4.803590273
ABCB4,0.447740289,1,18,15,0.146701501,1,1,20,11.99999999,5.691717587,0.807518383,1,19,13.61666666,5.536525987,0.226077522,0.040833823,5.990210343,5.356924738,5.691717587,5.511385288
ABCB5,1,1,18,9,0.055396724,1,1,28,17.99994726,4.943117877,1,1,23,13.14283548,4.908099377,0.016418334,0.003345151,4.690022293,4.91845834,4.932455132,4.943117924
ABCB7,0.093439491,0.406266971,24,3,7.592942916,0.996810829,1,20,6.000002916,210.4897374,0.314225457,1,22,4.675001604,205.6092687,5.844151378,0.028423579,214.2679659,210.4897374,196.5269927,206.0930774
ABCB8,1,1,24,6,0.089017095,1,1,28,12.00000011,6.498199183,1,1,26,8.821428622,6.496879634,0.010325526,0.001589305,6.090889189,6.481411032,6.498199183,6.357613621
ABCB9,0.224410469,0.685369331,24,0,0.150236284,0.995823419,1,22.48012719,5.74E-05,7.112023846,0.558339697,1,23.24006359,2.97E-05,6.94002652,0.178782433,0.025761059,7.11681611,6.961578218,6.744576308,6.961130527
ABCC1,1,1,24,12,0.824377248,1,1,28,11.99999671,55.21833812,1,1,26,12.07142705,54.11186857,0.96662677,0.017863489,50.3411877,53.45731089,55.21833812,52.11270051
ABCC10,0.394105712,0.968090863,24,3,0.922615049,0.993858851,1,28,6.63E-05,19.8188762,0.758810728,1,26,1.625030788,18.38414741,0.355606098,0.019343083,20.31522045,18.41046279,17.76304389,17.51726473
ABCC11,1,1,18,12,0.071494359,1,1,26.07252612,12.00000235,5.562302429,1,1,22.03626306,12.4165677,5.526942553,0.040010358,0.007239148,5.235698325,5.538464448,5.562302429,5.529528499
ABCC12,1,1,24,18,0.093125258,1,1,28,17.99993369,4.824725861,1,1,26,18.10711207,4.726445971,0.033025602,0.006987407,4.118044997,4.680408983,4.735671416,4.824726353
ABCC13,0.697557863,1,18,9,0.04838226,0.999958255,1,20,5.999999715,4.45962031,0.948786658,1,19,7.599999865,4.383827352,0.073236199,0.016705995,4.391887784,4.45962031,4.371582646,4.321178436
ABCC2,1,1,18,6,0.746042598,1,1,20,6.000000336,14.755286,1,1,19,6.016666826,14.31849159,0.290647003,0.020298717,17.84857574,14.755286,13.56909548,14.24804618
ABCC3,1,1,18,3,0.699979293,1,1,26.93333333,7.36E-05,24.62439805,1,1,22.46666667,1.87225292,23.43492028,0.753945535,0.032171884,19.9908969,23.60751498,22.61680991,22.97938616
ABCC4,0.032955363,0.210093528,18,9,5.754693298,0.999978011,1,20,5.999999517,42.81187245,0.145416403,0.86235162,19,7.599999771,37.02638977,5.085132966,0.137338072,24.77696269,42.81187245,34.58349731,37.03964581
ABCC5,6.49E-06,0.00068896,24,3,10.01905856,8.67E-05,0.020825254,20,5.999993486,58.67674333,1.25E-08,1.92E-06,22,4.674996417,50.12222819,9.764140675,0.194806596,52.2758143,58.67674333,37.27774296,48.33381798
ABCC8,0.180927477,0.604252977,24,9,0.212274321,0.988575692,1,23.87169387,5.999999873,5.964501023,0.4867061,1,23.93584693,7.496033471,5.755189727,0.268412064,0.046638265,6.042191184,5.964501023,5.899757654,5.576093903
ABCC9,1,1,24,12,0.279882033,1,1,23.50138504,5.99998663,8.770207444,1,1,23.75069252,8.969490986,8.386084684,0.39609613,0.047232546,10.85049912,8.770207444,8.55686342,8.154476678
ABCD1,1,1,24,12,0.236059658,1,1,24.79251899,6.00001845,6.747243551,1,1,24.3962595,9.051124871,6.475039202,0.266347247,0.041134461,8.744136977,6.747243551,6.584545536,6.160965283
ABCD2,0.295946002,0.813109967,18,3,0.075222845,1,1,24.99705362,6.63E-05,4.575889402,0.656283423,1,21.49852681,1.791572417,4.54529103,0.107263397,0.023598796,4.678375174,4.503634873,4.478800331,4.648310518
ABCD3,0.017819026,0.139950168,24,21,12.22192674,0.556269827,1,27.63517915,17.99993369,301.1587957,0.055646919,0.447145743,25.81758958,19.7032267,282.2489468,12.02185216,0.042593081,249.9681412,272.9433189,274.324914,301.158944
ABCD4,0.048193902,0.266808977,18,6,1.415688177,0.998438094,1,20,6.000015934,20.86039199,0.194114678,1,19,6.016674235,19.8554838,0.784351164,0.039502999,15.25988525,20.86039199,18.36209681,19.7749752
ABCE1,0.010260001,0.095812625,18,0,8.626840758,0.999562896,1,20,11.99999986,151.0867737,0.057225161,0.456354556,19,15.19999993,148.4425018,10.74292104,0.072370924,187.2831642,140.1053828,151.0867737,148.0304897
ABCF1,1,1,18,15,3.552122631,1,1,20,11.99999819,145.9978054,1,1,19,13.61666581,143.6452194,4.488545136,0.031247438,127.2769739,138.5357298,145.9978054,145.1773522
ABCF2,0.199269493,0.640344923,18,0,1.321576047,0.999999925,1,28,11.99999693,29.58478495,0.520710516,1,23,4.928570169,29.74265764,1.824522454,0.061343626,31.92929565,28.71395484,29.58478495,29.35669491
ABCF3,0.33835272,0.881054516,24,18,1.199197973,0.989112764,1,20.96885813,11.99999681,39.80378565,0.70100213,1,22.48442907,14.86532256,38.59673936,1.985125864,0.051432476,35.6085488,37.15837189,39.80378565,39.45871638
ABCG1,7.20E-06,0.000728263,24,18,17.15259795,0.000962416,0.092651428,25.81862447,17.99994251,99.24337284,1.37E-07,1.45E-05,24.90931223,18.02399123,80.63203623,13.24822281,0.164304704,80.34282422,64.58095189,85.12662409,99.24344047
ABCG2,0.561533274,1,24,6,0.132384287,0.999903585,1,22.12832551,5.999980618,5.406523131,0.885554035,1,23.06416275,6.009884359,5.170321031,0.246342581,0.04764551,5.068419193,5.406523131,5.161676494,4.969176808
ABCG4,0.697557863,1,24,3,0.105844199,1,1,28,11.99998224,4.632794222,0.948797147,1,26,7.196420324,4.653456597,0.062080681,0.013340767,5.692515984,4.602203003,4.632794222,4.545138738
ABCG5,1,1,18,6,0.117096959,1,1,20,6.000011856,5.413461741,1,1,19,6.016672298,5.330734599,0.10912108,0.020470177,4.75050106,5.413461741,5.321797874,5.326338899
ABCG8,1,1,18,0,0.179401026,0.999999994,1,28,6.63E-05,4.835268607,1,1,23,2.72E-05,4.580896954,0.074994806,0.016371206,4.904642823,4.532701676,4.509804686,4.456649931
ABHD1,1,1,18,15,0.116347387,1,1,20,11.99999991,5.87440611,1,1,19,13.61666663,5.827649626,0.120876879,0.020741961,5.370484387,5.683641417,5.87440611,5.861813688
ABHD10,1,1,18,3,1.328341087,1,1,20,5.82E-05,65.35480805,1,1,19,1.583360971,64.38635056,1.208676775,0.018772252,71.75857258,64.5041494,63.25344537,65.25293208
ABHD11,1,1,18,15,0.205105345,1,1,20,17.99993369,12.17853513,1,1,19,16.46663517,12.10514035,0.192479689,0.015900657,12.76160221,11.91580624,12.16671584,12.1785352
ABHD12,1,1,18,15,0.803589288,1,1,26.4628821,17.99993369,24.75888871,1,1,22.23144105,16.82396367,23.71045009,0.682234469,0.028773577,31.6045464,23.06039445,23.60550792,24.75889509
ABHD12B,0.620448882,1,24,18,12.0089139,0.999999363,1,28,17.99993369,195.1760026,0.916596427,1,26,18.10711207,173.0653603,8.600700556,0.049696257,137.4576365,164.0107636,170.8256547,195.1761372
ABHD13,0.07535871,0.354398625,18,15,2.340561976,0.568780782,1,20,11.99999998,55.27447733,0.177869271,0.978964718,19,13.61666666,52.1147088,3.553431186,0.068184804,50.54256354,49.2091098,55.27447733,52.69732971
ABHD14A,0.235196411,0.705008502,24,0,0.452440561,0.999647356,1,25.78723404,6.63E-05,9.761796383,0.575484192,1,24.89361702,3.20E-05,9.110755225,0.600139162,0.065871505,7.970695753,8.818272934,8.681399847,9.118144239
ABHD14B,0.63280492,1,24,6,0.729056848,0.999995182,1,22.38522427,6.000013205,17.51784381,0.922370682,1,23.19261214,6.007287035,16.73853418,0.513001202,0.030647917,20.04718712,17.51784381,16.25909046,16.08084593
ABHD15,0.782058648,1,24,21,0.568599214,0.999999694,1,23.52745424,17.99993369,13.4689391,0.974308581,1,23.76372712,19.48697902,12.97163788,0.711567726,0.054855658,20.16031826,12.35134763,12.66707941,13.46894353
ABHD2,0.827210928,1,24,18,2.968902756,0.999999521,1,20.94814815,17.99993369,82.39279995,0.984129097,1,22.47407407,18.08332919,79.12421337,3.229103342,0.040810559,91.99785748,74.78648444,80.54636302,82.39281015
ABHD3,0.055554852,0.292869189,24,6,1.823644923,0.288682103,1,20,6.000005169,28.77128043,0.082318481,0.58834521,22,6.050002843,25.31567796,3.127053846,0.123522422,19.54201601,28.77128043,23.87540102,23.35154753
ABHD4,0.608286445,1,24,3,0.191758621,0.999979825,1,20,6.63E-05,7.752325794,0.910665243,1,22,1.375036472,7.581061208,0.329579425,0.043474049,7.588101022,7.733749169,7.251433079,7.65680688
ABHD5,1,1,24,18,1.724793815,1,1,28,6.000015231,81.04992539,1,1,26,25.53572136,82.15507853,3.196000513,0.038902044,74.09528847,81.04992539,80.36826169,86.23831659
ABHD6,1,1,24,18,0.471350672,1,1,28,6.000029716,23.69852144,1,1,26,25.53572808,23.98241702,0.625055676,0.026063081,23.51268677,23.69852144,23.6926005,24.9362547
ABHD8,0.811940155,1,18,6,0.203498173,0.999999992,1,20.54237288,6.63E-05,10.22111926,0.981090544,1,19.27118644,3.211895511,9.953176326,0.356179491,0.03578551,10.9946852,10.11972104,9.58326778,9.981682631
ABI1,0.148550579,0.537069908,18,9,8.732072955,0.999999999,1,27.63517915,6.000023848,338.6242409,0.431811246,1,22.81758958,8.181422798,331.8426168,5.633724465,0.016977098,295.1789255,338.6242409,331.8256579,333.299807
ABI2,0.63280492,1,24,6,0.697609812,1,1,22.01349248,6.000009883,19.38247967,0.922372077,1,23.00674624,6.011209123,18.73329658,0.530323601,0.028309145,21.66801205,19.38247967,18.47969376,18.19170419
ABI3,1,1,24,18,0.301325249,1,1,28,5.999987793,9.793733167,1,1,26,25.53570862,9.798801705,0.245117248,0.025015023,7.607152506,9.793733167,9.647943863,10.26245278
ABI3BP,0.550309254,1,18,15,0.676298356,1,1,20,11.99999381,10.7489191,0.878995147,1,19,13.61666373,10.36612668,1.903853695,0.183661048,5.97535575,8.083276106,10.7489191,10.52683338
ABL1,1,1,24,6,0.573479002,1,1,25.47747748,6.000000017,26.32551822,1,1,24.73873874,6.005355081,25.78787954,0.413329352,0.016028047,29.01673172,26.32551822,25.6444231,25.17966326
ABL2,1,1,18,12,0.321797395,1,1,20,12.00000024,21.56413405,1,1,19,12.03333345,20.92799987,0.728827628,0.034825479,20.4114906,20.76902818,21.56413405,20.36869474
ABLIM1,0.992458679,1,18,9,12.8242701,1,1,24.76357268,5.999999287,449.4905596,0.999971492,1,21.38178634,7.935757451,441.3083913,9.337809252,0.021159374,413.9850596,449.4905596,443.8654806,437.7743969
ABLIM2,0.000405957,0.011164467,24,12,0.633596012,0.022827944,0.729292723,20.17118402,12.00000135,11.14780461,0.000116665,0.003637529,22.08559201,12.09084711,10.2262052,1.020987778,0.099840338,8.980925984,10.15940063,11.14780461,9.814777592
ABLIM3,0.353567431,0.906369843,24,12,0.252217938,0.999881885,1,24.28162564,5.99999912,6.887922926,0.721121371,1,24.14081282,9.017805314,6.631559069,0.332614227,0.050156264,5.57272667,6.887922926,6.847847865,6.468153253
ABO,1,1,24,18,0.060359626,1,1,28,6.000005407,4.51948304,1,1,26,25.5357168,4.55246512,0.151160015,0.033203992,4.507597857,4.51948304,4.4560591,4.731441516
ABP1,1,1,18,15,0.106074189,1,1,20,12.0000141,6.294418722,1,1,19,13.61667337,6.166681144,0.193797699,0.03142658,6.656793665,6.069424633,6.294418722,6.033841923
ABR,0.067533792,0.330970105,18,6,15.37232861,0.959785112,1,20,6.000002328,239.4427908,0.242170995,1,19,6.016667772,225.1511744,13.44428716,0.059712268,229.0935299,239.4427908,212.1913668,221.3131002
ABRA,0.528404511,1,24,12,0.097475184,0.999996261,1,20,11.99999869,4.695205752,0.865468878,1,22,12.09999928,4.52908463,0.167586152,0.037002213,4.532141493,4.47608946,4.695205752,4.465967034
ABT1,0.007575097,0.079033979,18,15,2.43372362,0.163493867,1,20,11.99998723,45.66398702,0.009528718,0.11816477,19,13.6166606,41.63686239,3.921346884,0.094179692,44.44493498,39.48857388,45.66398702,40.93408023
ABTB1,0.115215476,0.461296168,18,3,0.210876144,0.999979595,1,20,6.000000852,6.57596325,0.364185417,1,19,4.433333738,6.500568241,0.248098249,0.038165625,6.207940815,6.57596325,6.21266833,6.68186485
ABTB2,1,1,18,3,0.309691401,1,1,21.65390505,6.000006161,18.24151716,1,1,19.82695253,4.399137125,17.77745674,0.46284909,0.026035731,17.13173731,18.24151716,17.40493688,17.43619973
ACAA1,0.022888949,0.166177097,24,12,1.631292031,0.341446135,1,23.89859155,12.00001507,30.50732152,0.045732782,0.387861457,23.94929577,12.00006134,29.20639031,1.969297193,0.067426929,29.1779825,30.16071943,30.50732152,28.06266337
ACAA2,1,1,18,0,10.4300989,1,1,28,11.99999999,87.46811413,1,1,23,4.928571426,89.9546732,13.9430927,0.155001316,57.50110693,82.74131884,87.46811413,85.88592145
ACACA,1.86E-07,5.09E-05,24,9,4.758146297,0.000159265,0.030076316,24.6198491,5.999998656,51.57864078,7.47E-10,2.05E-07,24.30992455,7.520344985,47.28467521,5.186426072,0.109685137,45.28330412,51.57864078,50.02980386,42.1239186
ACACB,1,1,24,6,0.056549892,1,1,20.82474227,8.06E-05,6.455705078,1,1,22.41237113,2.801589755,6.406654519,0.091932467,0.014349528,6.113094386,6.442640931,6.332782774,6.400011532
ACAD10,1,1,24,0,0.140185607,1,1,20,6.57E-05,9.154225566,1,1,22,3.61E-05,9.075143274,0.186847868,0.020588972,8.816840587,9.063501908,8.898373769,9.243067803
ACAD8,0.923572791,1,18,3,0.522321394,1,1,20,5.999980707,27.96659286,0.997002057,1,19,4.433324169,27.91596431,0.823281295,0.029491415,29.01507845,27.96659286,26.94067469,28.94027535
ACAD9,0.030122327,0.198510691,24,9,5.969361248,0.74193425,1,22.72094269,6.000013643,109.8483347,0.107296148,0.707097843,23.36047134,7.464536692,101.0853419,7.529785544,0.074489391,74.6589947,109.8483347,101.3780996,93.30350769
ACADL,0.302687224,0.82536051,18,6,1.728964546,0.999999998,1,20,5.999980931,24.09102231,0.664415186,1,19,6.016657609,22.68075298,1.422043029,0.062698228,19.65732764,24.09102231,21.22124641,22.79949137
ACADM,0.095947723,0.41294695,18,6,4.055569839,0.950565895,1,20,6.000000022,66.63268429,0.309607771,1,19,6.016666677,62.7951544,3.131767949,0.049872765,41.24269291,66.63268429,58.19730854,61.61779137
ACADS,0.561533274,1,18,0,0.291404309,1,1,20,11.99999998,6.950979269,0.885585281,1,19,15.19999999,6.860873771,0.267074274,0.038927152,6.081994262,6.655574532,6.950979269,6.826337421
ACADSB,0.438407258,1,24,18,6.357871724,0.999997322,1,28,6.000010675,98.32804105,0.799919978,1,26,25.53571924,100.8875724,7.169520441,0.071064456,148.4138448,98.32804105,97.33409361,112.5031214
ACADVL,1,1,24,18,3.906591265,1,1,21.05210918,11.9999981,168.1241508,1,1,22.52605459,14.86735432,164.8638691,5.463658977,0.033140427,147.5209329,160.8638538,168.1241508,167.3237934
ACAN,1,1,18,15,0.078507486,1,1,26.89917565,17.99993521,5.57606685,1,1,22.44958782,16.86521258,5.584778802,0.159995131,0.028648428,4.738087879,5.487815882,5.544352195,5.576067021
ACAP1,1,1,18,9,0.071727509,1,1,28,17.99993369,5.96744438,1,1,23,13.14282991,5.907237366,0.037845525,0.006406637,4.991576514,5.920994976,5.957566261,5.967444435
ACAP2,0.47671979,1,24,15,4.709288149,0.999931408,1,26.04051565,11.99999986,116.9330323,0.829862172,1,25.02025783,13.58375271,112.3895103,4.679030694,0.041632272,102.9903079,110.7569906,116.9330323,115.2123808
ACAP3,0.974880863,1,24,6,0.587053375,1,1,20,6.000011174,23.85347871,0.999681839,1,22,6.050006145,23.35435514,0.375017586,0.016057715,22.0851572,23.85347871,22.98741798,23.17829889
ACAT1,1,1,18,15,8.421243592,1,1,20,12.000014,274.3919964,1,1,19,13.61667332,271.5099505,7.044072391,0.025944067,296.1788266,263.2821105,274.3919964,273.3761557
ACAT2,4.25E-06,0.000516246,24,9,49.49980653,0.000841764,0.088720157,24.08858603,6.00002272,322.1536242,7.32E-08,8.70E-06,24.04429302,7.502800014,274.724252,55.8147298,0.203166373,171.6052287,322.1536242,301.2630323,225.7265073
ACBD3,4.99E-05,0.002631652,24,15,8.572849775,0.018259932,0.618218717,25.97672994,12,113.5053162,1.36E-05,0.000620154,24.98836497,13.58057551,104.4107522,10.63506763,0.101857974,82.52960214,103.8558948,113.5053162,107.8191965
