CycID,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,0,6,12,18
SLC26A6,1,1,18,6,0.324904959,1,1,20,6.000005451,8.838717421,1,1,19,6.016669256,8.565530026,0.208739842,0.024369752,7.394781,8.838717421,8.201058474,8.481940842
SLC26A7,0.811940155,1,24,12,0.057150845,1,1,20,11.9999978,4.621273526,0.981090545,1,22,12.09999879,4.547003639,0.071818365,0.015794658,4.137843,4.519132105,4.621273526,4.525982053
SLC26A8,0.172312678,0.586899053,24,0,0.120580621,0.999997873,1,27.4918989,17.99993369,3.887637292,0.475314324,1,25.74594945,21.30137366,3.937241689,0.140401071,0.035659754,4.182343,3.825811368,3.845266474,3.887637526
SLC26A9,1,1,18,12,0.16870295,1,1,28,17.99995385,6.786013749,1,1,23,15.05950486,6.619538615,0.024869022,0.003756912,5.53471,6.585208053,6.693345053,6.786014105
SLC27A1,1,1,24,6,0.202703826,0.999999485,1,26.8651045,6.000000053,8.012137105,1,1,25.43255225,6.019097345,7.842506013,0.091663911,0.011688089,8.371038,8.012137105,7.750602,7.631364368
SLC27A2,1,1,24,12,0.993800397,1,1,23.89859155,5.999999852,16.14098995,1,1,23.94929577,8.993688792,14.65131286,1.239728526,0.084615525,18.30975,16.14098995,14.91154126,13.17916
SLC27A3,0.561533274,1,24,3,0.746057758,0.999998966,1,21.09398309,6.23E-05,17.78231905,0.885584946,1,22.54699155,1.40922028,16.86968324,1.374951849,0.081504307,16.56084,16.99155121,15.69521947,17.20265842
SLC27A4,0.466894602,1,24,3,6.710160511,0.999994694,1,28,6.63E-05,167.7299897,0.8225038,1,26,1.625030788,161.4580983,4.902717562,0.030365263,175.9261,164.9196105,156.8973263,155.9141105
SLC27A6,1,1,18,9,1.070663611,1,1,22.10526316,12.00000068,12.91886979,1,1,20.05263158,10.45601535,11.61083846,1.311400825,0.112946264,8.553246,11.63336474,12.91886979,10.80165974
SLC28A1,0.596315639,1,24,6,0.154549854,0.999998975,1,28,6.63E-05,5.529883004,0.904601657,1,26,3.250030788,5.363655743,0.068033248,0.012684119,5.40001,5.387829895,5.340645158,5.191838211
SLC28A2,0.381578393,0.9534411,24,6,0.181277253,1,1,28,6.63E-05,5.608836468,0.749205884,1,26,3.250030788,5.49935399,0.075123828,0.013660482,5.788938,5.607766737,5.505930211,5.279769737
SLC28A3,0.156135806,0.553542795,24,21,1.906055826,0.999183013,1,24.17094017,6.63E-05,17.5573837,0.445847605,1,24.08547009,22.58016124,16.52025167,2.108989272,0.127660844,14.33537,15.31231253,14.95129263,18.22930847
SLC29A1,1,1,18,12,0.298314209,1,1,20,12.00000072,11.98172784,1,1,19,12.03333367,11.7403331,0.287449687,0.024483946,9.998668,11.68536274,11.98172784,11.49110605
SLC29A2,1,1,18,3,0.127345689,1,1,20,5.31E-05,7.077812558,1,1,19,1.583358569,6.976176782,0.147645697,0.021164271,6.684335,6.978061105,6.846797737,7.102194579
SLC29A3,1,1,24,6,0.107502505,1,1,28,5.999997052,9.942776632,1,1,26,6.035712917,9.86696647,0.030874929,0.003129121,11.72581,9.942776632,9.770498053,10.006618
SLC29A4,0.026685922,0.183328189,18,12,0.096231576,0.808710347,1,24.59130435,11.99998687,5.193056579,0.104365161,0.691266668,21.29565217,12.2944432,5.053149587,0.212936805,0.042139422,5.254548,5.123384053,5.193056579,4.858544684
SLC2A1,0.00107899,0.021373561,18,15,45.57451697,0.00167767,0.135880764,20,11.99999995,346.5560947,2.57E-05,0.001052825,19,13.61666664,281.8142039,69.43631024,0.246390385,351.9222,228.0690526,346.5560947,291.0018895
SLC2A10,0.369346391,0.929986854,24,0,0.111161429,0.999997423,1,25.11545293,6.63E-05,5.288786201,0.737221963,1,24.55772647,3.24E-05,5.135003098,0.159337181,0.031029617,5.509401,5.077607263,5.011548842,5.151137316
SLC2A11,1,1,18,3,0.079287883,1,1,20,6.000002902,6.159484,1,1,19,4.433334712,6.128851661,0.086335147,0.014086676,5.540853,6.159484,6.035956,6.188121895
SLC2A12,0.000920657,0.019317891,18,9,11.51740475,0.255905006,1,27.31487444,5.999999441,59.93207158,0.002203662,0.03693633,22.65743722,8.152831491,54.5160939,7.462644539,0.136888834,50.19378,59.93207158,58.54266263,55.94093684
SLC2A13,0.071351608,0.342374908,24,15,2.944166363,0.528982569,1,20,11.99999998,34.38528263,0.161427602,0.922846795,22,13.47499999,31.31481219,3.857376949,0.123180587,37.05847,28.50442368,34.38528263,31.85759737
SLC2A2,0.209021296,0.659585211,18,0,0.199413305,0.998216992,1,28,12.0000002,5.084633526,0.535622625,1,23,4.928571513,5.135061011,0.152315644,0.029661896,4.894004,5.074974895,5.084633526,5.040413579
SLC2A4,0.923572791,1,24,6,0.09702495,0.999644038,1,28,6.63E-05,5.710817715,0.99697586,1,26,3.250030788,5.445831337,0.110052704,0.020208614,5.178357,5.440192632,5.318398526,5.306755474
SLC2A4RG,1,1,18,3,0.968085752,1,1,23.68509213,7.71E-05,39.57934063,1,1,20.84254606,1.736912753,38.63361204,0.865638596,0.022406359,40.06934,38.69446789,37.79674789,38.75652789
SLC2A5,1,1,18,3,0.084997771,1,1,25.14522822,6.83E-05,6.373364169,1,1,21.57261411,1.797747146,6.191537986,0.145047168,0.023426678,6.370268,6.190373684,6.052244316,6.183100053
SLC2A6,1,1,24,6,0.075357077,1,1,28,7.99E-05,5.871124631,1,1,26,3.250037089,5.819013998,0.002258099,0.000388055,5.347958,5.863121737,5.854710421,5.687246053
SLC2A8,1,1,18,6,2.643080295,1,1,20,6.000017779,52.34974895,1,1,19,6.016675111,50.14628512,2.346503231,0.046793162,44.6254,52.34974895,49.41014684,48.91673105
SLC2A9,1,1,24,12,0.240997547,1,1,23.57976654,12.00000133,6.453866316,1,1,23.78988327,12.00093684,6.177330033,0.387321674,0.062700499,5.426571,6.321998053,6.453866316,5.952272526
SLC30A1,1,1,18,9,9.082928026,1,1,28,6.000020058,330.1915368,1,1,23,8.214293952,321.6919992,6.546429298,0.020349991,260.5864,330.1915368,320.9856368,325.6674947
SLC30A10,0.890537609,1,24,6,0.054393305,1,1,27.7073808,6.00000228,4.999673316,0.993777584,1,25.8536904,6.03100515,4.948695552,0.059453617,0.012013998,4.770573,4.999673316,4.975183211,4.857893263
SLC30A2,0.842704209,1,24,21,0.160245599,0.999999999,1,24.08858603,17.99993369,7.025507702,0.986923985,1,24.04429302,19.5027963,6.844776441,0.203847512,0.029781471,7.378286,6.668163,6.752509632,7.025509211
SLC30A3,0.090988916,0.399289342,18,15,0.279875692,1,1,28,12.00000015,7.583877421,0.309090948,1,23,14.51190482,7.317194412,0.831917908,0.113693564,7.958204,7.044858421,7.583877421,6.803114737
SLC30A4,0.645356527,1,24,15,0.085863976,0.999221166,1,20,12.00001269,4.693648789,0.927771619,1,22,13.47500698,4.545744698,0.187766408,0.041305973,4.404153,4.464295474,4.693648789,4.530149368
SLC30A5,0.121305676,0.47680649,18,6,3.035390209,0.918219925,1,20,6.000001157,71.72509632,0.355849266,1,19,6.016667216,69.4900734,1.468328097,0.021130041,66.17009,71.72509632,64.13506421,70.83634947
SLC30A6,1,1,24,0,0.675697098,1,1,24.36530729,17.99993369,29.88353839,1,1,24.18265365,21.02382574,29.19306546,0.690987414,0.023669574,28.06291,28.57392053,28.82991947,29.88354421
SLC30A7,0.009281182,0.089933275,24,18,5.187048969,0.987801095,1,21.13602392,17.99993369,87.3076129,0.052184406,0.42805317,22.56801196,18.07272863,83.34243706,3.457727947,0.041488203,68.8291,77.97943632,85.92815947,87.30762053
SLC30A8,1,1,18,12,0.06674593,1,1,20.52249637,12.00002118,5.298097474,1,1,19.26124819,12.05168484,5.238906119,0.054922081,0.010483502,5.309774,5.209164158,5.298097474,5.231189
SLC30A9,0.189909023,0.622385993,24,15,5.675521869,0.86324352,1,20,11.99999998,199.445,0.460381189,1,22,13.47499999,192.5710213,8.448643186,0.043872869,204.1952,186.4938684,199.445,194.0487421
SLC31A1,0.295946002,0.813109967,18,3,2.684467255,1,1,23.76470588,6.63E-05,79.30268106,0.656283423,1,20.88235294,1.740225213,75.85725877,4.510479151,0.059460086,78.98284,74.06565368,72.59550789,78.96064579
SLC31A2,0.176574986,0.595686475,18,3,6.042368867,1,1,26.33147114,6.000000719,171.0392211,0.482757714,1,22.16573557,4.372533901,171.7300255,4.065731503,0.023675135,150.8571,171.0392211,161.1576632,183.7339737
SLC32A1,0.890537609,1,24,0,0.108408308,1,1,26.26625387,6.63E-05,5.487005768,0.993777584,1,25.13312693,3.17E-05,5.330638755,0.130460975,0.024473798,6.010876,5.254555474,5.242293368,5.321727737
SLC33A1,1,1,18,0,0.260618346,1,1,26.20135886,5.9999993,71.85632,1,1,22.10067943,2.53048061,71.66501543,0.240380469,0.003354223,84.03205,71.85632,71.80306737,71.30795263
SLC34A1,1,1,18,9,0.148065332,1,1,26.20135886,12.00000003,7.952169105,1,1,22.10067943,10.58613168,7.913919245,0.053704052,0.006786025,7.215065,7.947485789,7.952169105,7.910656
SLC34A2,0.796890021,1,18,15,0.110518669,0.999999979,1,28,12.00000147,4.875762263,0.977814813,1,23,14.51190537,4.886533334,0.187427445,0.038355913,4.951392,4.761330368,4.875762263,4.786583211
SLC34A3,0.086256351,0.385792881,18,15,2.158096967,0.972549257,1,20,12.00002363,28.91021053,0.291786705,1,19,13.61667789,27.2551287,2.436737662,0.089404739,33.86595,24.94872211,28.91021053,27.65179947
SLC35A1,0.001655095,0.028970136,18,3,5.796578549,0.991386463,1,20,6.000016871,136.6784789,0.012162799,0.143157151,19,4.433341347,135.3729958,7.959281882,0.058795196,121.7574,136.6784789,126.7557263,144.1327421
SLC35A2,0.000195639,0.006985461,24,18,3.075557409,0.001008154,0.095723905,20,12.00000873,38.12240368,3.24E-06,0.000187722,22,14.8500048,35.48801925,4.878647,0.137473071,35.89208,31.94062316,38.12240368,37.04613421
SLC35A3,0.057141518,0.297907131,18,3,0.451784665,0.405690843,1,27.14011516,17.99993369,31.07075294,0.11044705,0.719217649,22.57005758,9.365322581,27.43127805,1.916911721,0.069880511,28.0446,25.65987421,26.65015316,31.07077737
SLC35A4,1,1,18,3,0.673752554,1,1,20.46309696,5.34E-05,29.07395865,1,1,19.23154848,1.602654132,28.47111677,0.682028645,0.023955107,35.82392,28.53511842,27.82219368,28.88507737
SLC35A5,1,1,24,18,1.041106902,1,1,28,6.000001395,56.28607684,1,1,26,25.53571493,56.07291293,1.573449037,0.028060769,63.71091,56.28607684,54.81514474,58.05369947
SLC35B1,0.017819026,0.139950168,18,0,5.905967969,0.984181637,1,20,12,160.6056263,0.088447488,0.619387516,19,15.2,154.956015,11.44867082,0.073883359,165.767,145.2764789,160.6056263,155.4780737
SLC35B2,1,1,18,0,0.599541698,1,1,28,12.00001421,25.81607263,1,1,23,4.928577265,25.44327649,0.387885198,0.015245096,29.34349,25.35775526,25.81607263,24.25749158
SLC35B3,0.000204402,0.007207518,18,6,6.552779754,0.182899173,1,20,6.000000076,72.07747211,0.000418497,0.009989854,19,6.016666703,66.81593021,4.634300741,0.069359219,63.49338,72.07747211,58.08840579,69.04050895
SLC35B4,0.112271523,0.453353956,24,0,1.003250172,0.998574504,1,24.22615648,6.63E-05,21.70921811,0.357440721,1,24.11307824,3.30E-05,20.49322706,1.356333989,0.0661845,23.80698,20.22345474,19.31590421,20.70449053
SLC35C1,1,1,24,6,0.161066904,1,1,28,8.07E-05,7.213873393,1,1,26,3.250037449,7.003619726,0.006336918,0.000904806,8.251848,7.084407053,6.946934263,6.769675579
SLC35C2,0.185371651,0.612833415,18,9,1.160263233,0.935419955,1,20,6.000014667,31.99420263,0.47722414,1,19,7.600006967,30.66860741,1.49782563,0.048839049,25.25644,31.99420263,30.70133526,29.73578789
SLC35D1,0.041714723,0.245407901,18,3,2.295169617,0.997881022,1,27.45631068,6.000003126,54.97176368,0.173957365,0.969029348,22.72815534,4.37739472,55.43781367,1.144241297,0.020640087,54.43272,54.97176368,51.28533316,60.92901263
SLC35D2,0.658105666,1,24,9,1.102133752,0.999995337,1,20,6.000001681,28.07082474,0.933449063,1,22,7.425000925,25.87244305,1.504437334,0.058148252,24.03202,28.07082474,25.10169632,24.69333789
SLC35D3,1,1,18,9,0.093406684,1,1,28,12.00000008,6.075050263,1,1,23,10.67857146,6.042036663,0.046543276,0.007703243,8.725071,6.059754421,6.075050263,5.944517421
SLC35E1,0.906939368,1,24,18,1.841638398,0.999990097,1,25.26503871,17.99993369,79.46669876,0.995528038,1,24.63251936,18.01184419,78.04293367,0.308082959,0.003947609,81.79015,76.81259737,79.43205158,79.46669895
SLC35E2,0.016197106,0.131151031,18,6,5.479066391,0.823232843,1,20,6.000000042,106.3100937,0.070902675,0.531811907,19,6.016666686,101.1681279,3.656788816,0.036145661,110.4988,106.3100937,89.44714263,104.4119326
SLC35E3,0.584534491,1,18,6,2.491024053,0.999839939,1,20,6.000001283,50.21518684,0.898343899,1,19,6.016667276,47.22954425,3.183410106,0.067402939,43.30856,50.21518684,45.46412842,46.46629632
SLC35E4,0.2297497,0.695675378,24,15,0.691826204,1,1,20,11.99999998,18.19869316,0.567657477,1,22,13.47499999,17.57647859,0.760778132,0.043283877,16.44826,17.12777316,18.19869316,17.64859789
SLC35F1,0.974880863,1,24,0,0.279830261,0.999996837,1,27.85292186,6.63E-05,7.887712397,0.999681761,1,25.92646093,3.09E-05,6.870016167,0.671871457,0.097797653,9.145514,6.502468,6.378359053,6.577503316
SLC35F2,0.002507478,0.037515046,24,18,5.036063993,0.080597987,1,20.72300928,17.99993369,67.00958992,0.001921294,0.033185275,22.36150464,18.09712677,61.95699707,4.749513902,0.076658233,64.86496,54.83119368,65.09103842,67.00960053
SLC35F3,0.062145486,0.315008854,18,15,0.290085607,0.998120762,1,20,12.00001125,5.012200789,0.234478293,1,19,13.61667201,4.511607431,0.569269735,0.126178916,4.448303,4.153638789,5.012200789,4.398988789
SLC35F4,1,1,18,3,0.185673513,1,1,26.42990654,4.79E-05,5.648177355,1,1,22.21495327,1.851266256,5.40951649,0.157696389,0.029151661,5.798472,5.460391158,5.235674263,5.316709158
SLC35F5,0.038211862,0.231532552,18,6,32.21288581,0.643593254,1,20,6.000001691,356.3574684,0.115716898,0.7410416,19,6.01666747,314.2507112,43.99790332,0.140008922,256.3136,356.3574684,288.5812,301.6711789
SLC36A1,0.2297497,0.695675378,24,3,0.227022112,0.923383262,1,20,5.999978477,7.741963105,0.541075842,1,22,4.674988162,7.549415294,0.22798651,0.030199228,6.954235,7.741963105,7.247426842,7.533976947
SLC36A2,1,1,18,0,0.154890326,1,1,28,12.00000336,6.917174421,1,1,23,4.928572808,6.905753353,0.1926953,0.027903589,8.559751,6.810928579,6.917174421,6.768820158
SLC36A3,1,1,18,6,0.070779267,1,1,20,5.999994824,4.423618421,1,1,19,6.016664208,4.342159336,0.096329348,0.022184665,4.22221,4.423618421,4.265043789,4.383514053
SLC36A4,0.052498438,0.28209404,24,21,4.06018946,0.836934109,1,23.79136287,17.99992602,89.83249095,0.18124235,0.989342605,23.89568144,19.49378599,83.96331533,4.883730484,0.058165051,78.98253,77.97738737,83.84024053,89.83252789
SLC37A1,0.101141643,0.426869473,24,0,0.48047128,0.983261482,1,20,6.63E-05,9.26289675,0.32898753,1,22,3.65E-05,8.860174117,0.670895887,0.075720395,8.959289,9.084350526,8.037184368,9.266660211
SLC37A2,1,1,24,18,2.014018657,1,1,28,17.99993551,62.70824972,1,1,26,18.10711291,61.7331985,0.945838733,0.015321395,49.33836,61.82671632,62.65707316,62.70825
SLC37A3,0.127673938,0.491271509,24,3,0.60846185,0.981888378,1,20,6.000003259,20.48987421,0.385681505,1,22,4.675001792,19.98103609,0.606845778,0.030371087,18.97301,20.48987421,19.03044789,20.02787737
SLC37A4,1,1,24,6,0.848335451,1,1,28,6.01E-05,50.75048148,1,1,26,3.25002792,49.96649192,0.171979207,0.003441891,44.53515,50.31032368,49.63072474,49.18562368
SLC38A1,0.002002132,0.032688023,18,9,23.3677578,0.61485053,1,20,6.000020738,326.6769526,0.009478691,0.118021852,19,7.600009851,307.616508,21.48548016,0.069845017,264.1609,326.6769526,307.2735895,298.3510737
SLC38A10,0.086256351,0.385792881,24,9,1.22361293,0.998440588,1,24.76357268,5.999999866,23.96475526,0.297291929,1,24.38178634,7.525333105,22.66726361,1.230303045,0.054276646,18.89639,23.96475526,22.99244316,21.22437895
SLC38A11,1,1,18,15,0.093212937,1,1,28,11.99999995,5.925120789,1,1,23,14.51190474,5.971309727,0.217501395,0.036424404,5.974095,5.795368684,5.925120789,5.863360053
SLC38A2,0.194541122,0.630635307,18,6,34.39225962,0.996776095,1,20,6.000000007,1049.577637,0.511998893,1,19,6.01666667,1021.690632,20.89918589,0.020455493,964.9655,1049.577637,971.7342895,1026.714368
SLC38A3,1,1,18,15,0.099369716,1,1,20,11.99999502,6.392307211,1,1,19,13.6166643,6.329307241,0.132777034,0.020978131,5.855661,6.237883684,6.392307211,6.256250895
SLC38A4,0.21404789,0.668128178,24,6,1.368130353,0.548606874,1,20,6.000000002,13.54255363,0.368950852,1,22,6.050000001,11.16844941,1.841903549,0.164920257,8.305734,13.54255363,9.695364947,9.814697263
SLC38A5,0.112271523,0.453353956,24,6,0.625505598,0.927548216,1,28,6.000000124,10.25074632,0.339700453,1,26,6.035714343,9.687203599,0.406402481,0.041952507,9.091379,10.25074632,9.583730053,8.815335632
SLC38A6,0.088594899,0.392226855,24,6,0.715185476,0.844872749,1,20.03778932,6.000000013,9.670737053,0.268885017,1,22.01889466,6.048967215,8.774106769,0.651829441,0.07429012,8.49253,9.670737053,8.147588632,8.269681842
SLC38A7,0.596315639,1,18,9,0.245450199,0.999999854,1,24.50606586,12.00000017,8.787913263,0.904601928,1,21.25303293,10.51679437,8.624109506,0.257413573,0.029848134,7.795086,8.786793632,8.787913263,8.478268211
SLC38A9,8.85E-06,0.000817889,18,6,9.171514363,0.000122874,0.026730887,20,5.99998135,92.02004263,2.35E-08,3.36E-06,19,6.016657808,83.32266466,5.957446605,0.071498513,78.27657,92.02004263,67.37448105,83.62389895
SLC39A1,0.121305676,0.47680649,18,12,1.844975942,0.787599519,1,20,12.000002,56.88651526,0.319888695,1,19,12.03333428,54.34061957,2.738018561,0.050386223,51.35134,53.84377789,56.88651526,52.72910158
SLC39A10,0.0026024,0.038361129,24,6,2.57189232,0.065035558,1,20,6.000002413,46.35837421,0.001639027,0.029169525,22,6.050001327,41.93331975,4.049533423,0.096570781,35.49918,46.35837421,40.05347789,39.72471105
SLC39A11,0.289331195,0.802590663,18,15,1.484443408,0.996228687,1,20,11.99998291,35.25579211,0.646799599,1,19,13.61665855,32.73363082,2.732724921,0.083483709,27.19979,31.13149526,35.25579211,32.11353684
SLC39A12,1,1,18,6,0.027261795,1,1,28,6.000005011,4.502376632,1,1,23,6.297621106,4.488866844,0.008420791,0.001875928,5.021557,4.502376632,4.435324789,4.561855158
SLC39A13,0.411361339,0.992546468,24,0,2.476538971,1,1,20,4.20E-05,45.19709561,0.776766739,1,22,2.31E-05,43.14630206,2.889282477,0.066964777,37.92642,42.88877053,40.36906053,45.03636947
SLC39A14,0.992458679,1,24,3,1.222400241,0.999999999,1,20.24821002,6.000002908,27.29609,0.999971492,1,22.12410501,4.660693088,26.12375141,1.304637893,0.049940679,31.29475,27.29609,24.78228895,25.59903579
SLC39A2,1,1,18,6,4.363838789,1,1,23.06688418,5.999986933,182.2141384,1,1,20.53344209,6.092743726,176.9798666,4.667163144,0.026371153,122.9555,182.2141384,175.2181474,171.3868621
SLC39A3,0.608286445,1,18,0,0.226532264,1,1,26.76340694,17.99993369,7.802241934,0.910671343,1,22.38170347,18.71734452,7.812317614,0.176864665,0.022639206,7.328268,7.699252368,7.714081421,7.802242421
SLC39A4,0.008108877,0.082526027,24,12,10.12241212,0.533524821,1,20,12.00000028,105.2096695,0.027874464,0.265855437,22,12.10000015,92.63397302,14.50100911,0.156540939,75.79522,91.7164,105.2096695,84.66089684
SLC39A5,0.842704209,1,18,3,0.16265648,1,1,20,8.09E-05,6.54483209,0.986923985,1,19,1.583371778,6.412700565,0.252836715,0.039427494,6.272044,6.503531632,6.154614737,6.619341263
SLC39A6,0.438407258,1,24,15,26.60849889,0.999999992,1,24.90898415,11.99999997,666.5116263,0.799920944,1,24.45449207,13.5325521,639.3299989,26.49582792,0.041443117,798.2978,624.1021421,666.5116263,657.6879684
SLC39A7,0.127673938,0.491271509,24,18,0.838603894,0.877958008,1,20,11.99999998,21.63310474,0.357398872,1,22,14.84999999,20.92502227,2.196679858,0.104978615,20.42118,19.29067474,21.63310474,21.44651789
SLC39A8,0.028357308,0.190423075,24,0,1.156057715,0.643471108,1,24.76357268,6.63E-05,15.12817912,0.091303943,0.631583973,24.38178634,3.26E-05,13.76207951,1.464008878,0.106379917,13.59286,13.35059311,12.56322147,13.93616137
SLC39A9,0.022888949,0.166177097,18,6,3.01149707,0.987232616,1,20,5.999983342,113.5715416,0.108237161,0.709995672,19,6.016658754,111.5897839,1.663148385,0.014904128,105.8662,113.5715416,107.1202726,113.5504842
SLC3A1,0.827210928,1,24,18,0.057393736,0.999999998,1,20.86571569,17.99993369,4.597120201,0.984129172,1,22.43285785,18.08824078,4.533011511,0.065539479,0.014458265,4.645996,4.448077211,4.557242895,4.597120421
SLC3A2,0.03710416,0.227661479,24,18,3.829174139,0.539894233,1,20.11379801,11.99999992,64.88795789,0.098366878,0.666073088,22.056899,14.85096933,61.75585921,4.913771519,0.079567697,69.29044,58.32014526,64.88795789,63.31633053
SLC40A1,1,1,18,9,1.007415031,1,1,20,11.99999835,23.56035842,1,1,19,10.44999921,20.57768458,2.340171194,0.113723737,16.84022,19.35929632,23.56035842,19.36644316
SLC41A1,0.002507478,0.037515046,24,6,4.482356957,0.107290618,1,20.24821002,6.000000004,41.25730053,0.002480632,0.04085351,22.12410501,6.043448065,37.63985042,1.77492026,0.047155348,32.76231,41.25730053,33.66676474,35.99774737
SLC41A2,0.345890478,0.892478301,18,6,0.088529062,1,1,20,6.000017061,5.291084053,0.713099256,1,19,6.01667477,5.217311505,0.077641062,0.014881431,5.320496,5.291084053,5.080632421,5.303326895
SLC41A3,0.010606669,0.098133341,24,12,2.380444927,0.387439776,1,24.73469388,5.999993638,37.15038211,0.026688659,0.256851894,24.36734694,9.047279145,35.26761659,2.469730617,0.070028282,29.60384,37.15038211,36.92134526,34.42530053
SLC43A1,1.09E-05,0.000910053,24,6,6.798464006,0.000172387,0.031599755,20.01887683,6.000000038,33.09048684,3.95E-08,5.29E-06,22.00943841,6.04948251,24.91090402,5.641417826,0.226463794,21.26882,33.09048684,18.63858216,20.50240684
SLC43A2,1,1,18,3,0.125473977,1,1,20,6.63E-05,6.37007331,1,1,19,1.583364832,6.274638898,0.118724827,0.01892138,6.383123,6.330954789,6.141059263,6.337007947
SLC43A3,0.001214035,0.023080252,24,6,2.720589805,0.005369929,0.277577634,20,6.000009506,23.00179263,8.44E-05,0.002817008,22,6.050005228,20.06128767,1.651341451,0.082314828,16.32979,23.00179263,17.11508316,18.74127947
SLC44A1,1,1,24,18,17.99374626,1,1,26.07252612,17.99995132,1284.258337,1,1,25.03626306,18.03086665,1259.322923,18.24511583,0.014488036,1360.329,1238.448053,1263.598421,1284.258421
SLC44A2,0.369346391,0.929986854,24,3,3.226139334,0.999999906,1,20,6.000000055,116.7634563,0.737222877,1,22,4.67500003,113.9537234,3.892135568,0.034155405,132.1775,116.7634563,107.9025205,115.8241847
SLC44A3,0.923572791,1,24,6,0.883331933,1,1,24.99705362,5.999994048,20.37002842,0.997002057,1,24.49852681,6.002482666,19.35154374,0.573180092,0.029619347,18.07676,20.37002842,18.74086737,18.24187789
SLC44A4,1,1,24,0,0.053160641,1,1,20,5.83E-05,5.312875116,1,1,22,3.21E-05,5.276501745,0.068861161,0.013050533,4.985979,5.271648947,5.210897368,5.332180579
SLC44A5,1,1,24,0,2.980078902,1,1,25.85009141,6.63E-05,40.39306701,1,1,24.9250457,3.20E-05,40.24734385,4.624561252,0.114903514,5.517196,38.26176763,37.55454074,44.27615805
SLC45A1,0.26410064,0.755792975,18,12,0.081400718,0.99983449,1,26.20135886,12.00000015,6.67972,0.615672642,1,22.10067943,12.42785502,6.424667078,0.430014913,0.066931859,7.222768,6.560249474,6.67972,5.973861
SLC45A2,1,1,18,0,0.088168437,1,1,20,12.00000343,8.131188684,1,1,19,15.20000163,7.909225314,0.245191584,0.031000708,8.594127,7.713905526,8.131188684,7.805548158
SLC45A3,0.411361339,0.992546468,24,0,0.160769035,1,1,24.08858603,17.99993369,5.47441265,0.776766739,1,24.04429302,21.00556461,5.341096907,0.158860841,0.029743112,5.138479,5.217597579,5.239619526,5.474413947
SLC46A1,1,1,18,3,0.079799829,1,1,20,6.000000006,6.378822368,1,1,19,4.433333336,6.303534506,0.137181375,0.021762612,5.47133,6.378822368,6.174447895,6.354050737
SLC46A2,0.224410469,0.685369331,24,18,14.257341,0.999995894,1,25.69351908,17.99993369,241.3891832,0.55974082,1,24.84675954,18.02089739,216.0576342,23.01584424,0.106526411,174.964,195.9276811,211.3998279,241.3893489
SLC46A3,1,1,24,0,1.969265869,1,1,20,4.39E-05,54.3191697,1,1,22,2.42E-05,52.51375386,3.646568618,0.069440258,67.57317,51.93761737,49.26308211,55.67872263
SLC47A1,1,1,24,18,0.644508386,1,1,27.81639344,12.00000705,22.00906105,1,1,25.90819672,15.30397875,21.52752396,0.404669092,0.018797754,20.57927,21.38175368,22.00906105,21.90103
SLC47A2,1,1,24,18,10.55145623,1,1,23.09199782,17.99993369,98.86911432,1,1,23.54599891,18.00666062,88.96445842,7.11819565,0.080011679,76.3047,78.18238316,94.31767842,98.86913947
SLC48A1,0.016722208,0.133872183,18,6,2.850771699,0.606538084,1,20,6.000000046,42.31712474,0.056707644,0.453767945,19,6.016666688,39.67753686,2.25234184,0.056766171,31.47134,42.31712474,36.76695526,38.87183316
SLC4A1,0.782058648,1,24,3,0.135811878,0.99999949,1,28,6.63E-05,6.629837764,0.974308542,1,26,1.625030788,6.437330146,0.058095667,0.009024808,6.757341,6.444336737,6.348724105,6.322020684
SLC4A10,1,1,18,0,0.052866131,1,1,28,7.99E-05,5.040861295,1,1,23,3.28E-05,4.9413274,0.027150199,0.005494515,5.950303,4.966561105,4.888490421,4.873320211
SLC4A11,0.26410064,0.755792975,24,0,0.709718303,0.999998902,1,24.00679117,6.63E-05,11.93372079,0.615730458,1,24.00339559,3.32E-05,11.47734419,0.762572509,0.066441547,14.07323,11.03877526,11.00917716,11.92735979
SLC4A1AP,1,1,18,6,2.195071581,1,1,20,6.000004223,137.8025632,1,1,19,6.016668673,136.5606018,1.534268172,0.011235072,132.3426,137.8025632,134.4601105,138.4618158
SLC4A2,0.172312678,0.586899053,24,0,0.254857547,0.894665201,1,26.36420137,6.63E-05,9.7664134,0.44240689,1,25.18210068,3.17E-05,9.205423565,0.472358441,0.051313059,9.051513,9.076951053,8.809747263,9.104865
SLC4A3,0.738858135,1,18,15,0.166142516,1,1,20,11.99999495,7.146696895,0.962473066,1,19,13.61666427,6.976217984,0.220923537,0.031668095,6.340184,6.848437368,7.146696895,6.884615316
SLC4A4,0.411361339,0.992546468,24,18,0.081722629,1,1,20.26755853,17.99993369,4.934615274,0.776766739,1,22.13377926,18.12884389,4.880126328,0.056642434,0.011606756,4.696392,4.801090526,4.908083526,4.934615421
