"CycID","JTK_pvalue","JTK_BH.Q","JTK_period","JTK_adjphase","JTK_amplitude","LS_pvalue","LS_BH.Q","LS_period","LS_adjphase","LS_amplitude","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP","4","4","8","8","12","12","16","16","20","20","24","24","28","28","32","32","36","36","40","40"
"Synpcc7942_1541","0.191227212710324","0.414769825477968","24","2","18.4552500551642","0.498452926998177","1","22.6175869120654","0.923403863283703","149.121334626807","0.319365893521075","0.724905264236532","23.3087934560327","1.44701153717681","132.893664463773","22.8473476778854","0.171922023296404","133.0815897","199.5866941","96.66648485","138.102033","121.2636425","117.8803741","123.0060583","134.0794254","142.1533569","164.4221159","129.8407936","150.773839","114.4966897","181.6264985","81.81922535","150.3321292","98.31092326","76.43152178","106.2313453","146.7470397"
"Synpcc7942_1542","1","1","20","0","18.4418920125724","0.998439585111495","1","22.6175869120654","19.9661028211028","314.243068219454","0.999998781918952","1","21.3087934560327","20.0597670442863","291.435759525981","22.715313055591","0.0779427791995648","297.6119409","385.9141916","186.5720538","338.2750585","261.8373612","317.2088764","295.0752504","325.9873445","287.3537728","320.391487","278.1006786","357.3950577","257.2639111","315.721562","195.9453841","293.746351","237.6313532","326.7291302","268.8799409","255.2220591"
"Synpcc7942_1544","0.587596281783856","1","28","6","29.4770630187199","0.789585042425953","1","24.3076923076923","7.4959558262877","325.841181009784","0.820259177314996","1","26.1538461538461","6.83483226570701","306.610380155229","39.8054972738319","0.129824362938004","260.1167934","394.4495111","393.6861379","385.7099175","284.5938967","298.9744943","268.5851405","303.1496903","268.4564997","328.8277964","245.6482337","295.862861","237.9534999","362.3194202","352.9312414","415.8881973","292.4952759","304.1788907","241.3239458","347.4298211"
"Synpcc7942_1545","0.0238342355517372","0.0857619169419447","28","6","20.0986146337785","0.20494504336956","0.718750926746767","26.6506024096386","4.7743682052027","203.133907905585","0.0308793960016521","0.113574144821438","27.3253012048193","5.37532998654703","174.710770785411","32.3567018298207","0.185201528700042","171.1506154","249.2920797","182.7163862","195.8758569","181.3597418","172.9098908","170.4161566","126.8422611","129.4035856","175.1903363","175.0079425","167.4521235","159.5166142","212.477665","197.831279","243.8134335","183.3379952","221.1662662","114.1837368","176.8143288"
"Synpcc7942_1546","0.0506114456248836","0.153498781493252","24","10","21.7503927966751","0.31385478537633","0.907663665025623","23.5820895522388","7.9916430510935","109.740637224465","0.0816852334618936","0.247742060073222","23.7910447761194","8.9876952007558","98.1953450891029","21.2597104191702","0.216504258932834","79.40799818","133.850997","140.4529944","125.562328","96.65389018","114.9796868","69.43229517","92.44558022","61.17829882","106.90419","82.60792874","102.3459515","80.05381136","113.8623143","110.1808427","141.5275595","94.85180754","114.8437744","67.70805561","103.0368014"
"Synpcc7942_1548","7.42625520698153e-05","0.0013903289823597","24","0","132.301365810717","0.0178352431987813","0.296395923840675","22.6175869120654","1.2283871546719","426.559737862096","1.92507866515479e-05","0.000374487959080893","23.3087934560327","0.632963688469726","349.907448802821","116.306486576944","0.332392142479038","495.2068707","430.1507824","274.8052825","327.7955619","192.3600587","219.4159473","321.2429143","248.0470094","389.5421829","537.2509287","426.3839981","440.4784807","341.9030909","356.65964","265.0491578","358.758369","219.1958346","260.5392594","274.9448272","312.9956316"
"Synpcc7942_1549","1","1","24","2","17.0642250520529","0.876243894892553","1","28","2.5550654891106","180.990786721651","0.992005183825552","1","26","2.26961373899183","170.433408317333","16.0889169344756","0.094400018712994","154.4630866","234.3546888","152.459267","178.4259576","141.8972556","168.9948892","112.8669987","159.1236324","156.7100135","189.7985482","159.6329049","198.7203644","151.8180355","180.7883408","194.2752036","182.9725152","162.9940146","194.9108676","151.8407651","177.7958906"
"Synpcc7942_1550","0.125826047262601","0.302128117342214","24","10","26.2252600574449","0.512000564533501","1","22.1643286573146","9.8042670782894","224.839908232048","0.241089218476097","0.576668735836197","23.0821643286573","9.91391751758438","203.993496943204","33.1912063369273","0.162707178583092","145.2889225","250.8340385","208.9589142","251.4023646","202.3185467","252.345609","195.4277888","200.3457385","165.5258773","183.0709633","175.0029389","207.0335046","151.1980677","245.6802305","232.3886094","285.0253591","197.8930639","242.3042099","172.0780188","210.055243"
"Synpcc7942_1551","0.0238342355517372","0.0857619169419447","28","6","50.9919352484439","0.12843200305354","0.578448535141643","24.4150110375276","7.34646259486","286.393751157123","0.0207816257794583","0.0821514805581321","26.2075055187638","6.75085858976709","253.647995397281","52.398722535334","0.206580471701593","222.2659575","377.2882411","274.5217041","326.7497966","290.9691377","287.3256851","215.2121987","198.1802122","234.3759612","236.5479717","212.2015805","217.7238314","228.3681461","293.6797992","294.710499","345.5659193","302.0268664","287.0467237","218.2823349","207.0145649"
"Synpcc7942_1552","1","1","20","0","189.785909031745","0.984126645638583","1","20.4436229205176","19.6873918409578","2117.80189683728","0.999873346385271","1","20.2218114602588","19.8477984398979","2038.74728982607","189.149071615725","0.0927771051172612","2176.71709","2022.001681","1741.46278","1903.731686","1867.895217","2261.516105","1907.86932","2276.223477","1817.161257","2304.80185","1813.864392","2404.719644","1891.887179","1978.890943","1436.924687","1850.153772","1664.428049","2872.285588","1884.358324","2662.943378"
