"goterm" "ontology"
"4984" "GO:0004897" "F"
"4985" "GO:0004900" "F"
"4986" "GO:0004901" "F"
"4987" "GO:0004902" "F"
"4988" "GO:0004903" "F"
"4989" "GO:0004904" "F"
"4990" "GO:0004905" "F"
"4991" "GO:0004906" "F"
"4992" "GO:0004908" "F"
"4993" "GO:0004909" "F"
"4994" "GO:0004910" "F"
"4995" "GO:0004911" "F"
"4996" "GO:0004912" "F"
"4997" "GO:0004913" "F"
"4998" "GO:0004914" "F"
"4999" "GO:0004915" "F"
"5000" "GO:0004917" "F"
"5001" "GO:0004918" "F"
"5002" "GO:0004919" "F"
"5003" "GO:0004920" "F"
"5004" "GO:0004921" "F"
"5005" "GO:0004923" "F"
"5006" "GO:0004924" "F"
"5007" "GO:0004925" "F"
"5008" "GO:0004930" "F"
"5009" "GO:0004931" "F"
"5012" "GO:0004932" "F"
"5014" "GO:0004933" "F"
"5016" "GO:0004934" "F"
"5018" "GO:0004935" "F"
"5019" "GO:0004936" "F"
"5020" "GO:0004937" "F"
"5021" "GO:0004938" "F"
"5022" "GO:0004939" "F"
"5023" "GO:0004940" "F"
"5024" "GO:0004941" "F"
"5025" "GO:0004945" "F"
"5026" "GO:0004946" "F"
"5027" "GO:0004947" "F"
"5028" "GO:0004948" "F"
"5029" "GO:0004949" "F"
"5030" "GO:0004950" "F"
"5032" "GO:0004951" "F"
"5033" "GO:0004952" "F"
"5035" "GO:0004953" "F"
"5036" "GO:0004954" "F"
"5037" "GO:0004955" "F"
"5038" "GO:0004956" "F"
"5039" "GO:0004957" "F"
"5040" "GO:0004958" "F"
"5041" "GO:0004960" "F"
"5042" "GO:0004961" "F"
"5043" "GO:0004962" "F"
"5044" "GO:0004963" "F"
"5045" "GO:0004964" "F"
"5047" "GO:0004965" "F"
"5049" "GO:0004966" "F"
"5050" "GO:0004967" "F"
"5051" "GO:0004968" "F"
"5053" "GO:0004969" "F"
"5055" "GO:0004970" "F"
"5057" "GO:0004971" "F"
"5059" "GO:0004972" "F"
"5062" "GO:0004974" "F"
"5063" "GO:0004977" "F"
"5064" "GO:0004978" "F"
"5066" "GO:0004979" "F"
"5070" "GO:0004980" "F"
"5071" "GO:0004982" "F"
"5072" "GO:0004983" "F"
"5073" "GO:0004984" "F"
"5074" "GO:0004985" "F"
"5075" "GO:0004989" "F"
"5077" "GO:0004990" "F"
"5078" "GO:0004991" "F"
"5079" "GO:0004992" "F"
"5080" "GO:0004993" "F"
"5083" "GO:0004994" "F"
"5084" "GO:0004995" "F"
"5085" "GO:0004996" "F"
"5087" "GO:0004997" "F"
"5088" "GO:0004998" "F"
"5089" "GO:0004999" "F"
"5090" "GO:0005000" "F"
"5091" "GO:0005001" "F"
"5093" "GO:0005003" "F"
"5094" "GO:0005004" "F"
"5095" "GO:0005005" "F"
"5096" "GO:0005006" "F"
"5097" "GO:0005007" "F"
"5098" "GO:0005008" "F"
"5099" "GO:0005009" "F"
"5101" "GO:0005010" "F"
"5102" "GO:0005011" "F"
"5103" "GO:0005017" "F"
"5104" "GO:0005018" "F"
"5105" "GO:0005019" "F"
"5106" "GO:0005020" "F"
"5107" "GO:0005021" "F"
"5108" "GO:0005024" "F"
"5109" "GO:0005025" "F"
"5110" "GO:0005026" "F"
"5111" "GO:0005030" "F"
"5112" "GO:0005031" "F"
"5113" "GO:0005034" "F"
"5115" "GO:0005035" "F"
"5116" "GO:0005041" "F"
"5117" "GO:0005042" "F"
"5118" "GO:0005043" "F"
"5119" "GO:0005044" "F"
"5120" "GO:0005046" "F"
"5121" "GO:0005047" "F"
"5122" "GO:0005048" "F"
"5123" "GO:0005049" "F"
"5124" "GO:0005052" "F"
"5125" "GO:0005053" "F"
"5126" "GO:0005055" "F"
"5127" "GO:0005056" "F"
"5128" "GO:0005068" "F"
"5130" "GO:0005070" "F"
"5131" "GO:0005072" "F"
"5132" "GO:0005078" "F"
"5134" "GO:0005080" "F"
"5135" "GO:0005085" "F"
"5137" "GO:0005086" "F"
"5138" "GO:0005087" "F"
"5140" "GO:0005088" "F"
"5142" "GO:0005089" "F"
"5144" "GO:0005090" "F"
"5146" "GO:0005091" "F"
"5148" "GO:0005092" "F"
"5149" "GO:0005093" "F"
"5150" "GO:0005094" "F"
"5151" "GO:0005095" "F"
"5153" "GO:0005096" "F"
"5155" "GO:0005102" "F"
"5156" "GO:0005104" "F"
"5157" "GO:0005105" "F"
"5158" "GO:0005109" "F"
"5159" "GO:0005111" "F"
"5160" "GO:0005112" "F"
"5161" "GO:0005113" "F"
"5162" "GO:0005114" "F"
"5163" "GO:0005115" "F"
"5164" "GO:0005117" "F"
"5165" "GO:0005118" "F"
"5166" "GO:0005119" "F"
"5167" "GO:0005121" "F"
"5168" "GO:0005122" "F"
"5169" "GO:0005123" "F"
"5170" "GO:0005124" "F"
"5171" "GO:0005125" "F"
"5172" "GO:0005126" "F"
"5173" "GO:0005127" "F"
"5174" "GO:0005128" "F"
"5175" "GO:0005129" "F"
"5177" "GO:0005130" "F"
"5179" "GO:0005131" "F"
"5181" "GO:0005132" "F"
"5183" "GO:0005133" "F"
"5184" "GO:0005134" "F"
"5186" "GO:0005135" "F"
"5188" "GO:0005136" "F"
"5190" "GO:0005137" "F"
"5192" "GO:0005138" "F"
"5194" "GO:0005139" "F"
"5196" "GO:0005140" "F"
"5198" "GO:0005141" "F"
"5200" "GO:0005142" "F"
"5202" "GO:0005143" "F"
"5204" "GO:0005144" "F"
"5205" "GO:0005145" "F"
"5206" "GO:0005146" "F"
"5207" "GO:0005147" "F"
"5208" "GO:0005148" "F"
"5209" "GO:0005149" "F"
"5211" "GO:0005150" "F"
"5212" "GO:0005151" "F"
"5213" "GO:0005152" "F"
"5216" "GO:0005153" "F"
"5217" "GO:0005154" "F"
"5218" "GO:0005157" "F"
"5219" "GO:0005158" "F"
"5221" "GO:0005159" "F"
"5222" "GO:0005160" "F"
"5223" "GO:0005161" "F"
"5224" "GO:0005163" "F"
"5226" "GO:0005164" "F"
"5227" "GO:0005165" "F"
"5228" "GO:0005166" "F"
"5229" "GO:0005167" "F"
"5230" "GO:0005168" "F"
"5231" "GO:0005169" "F"
"5232" "GO:0005170" "F"
"5233" "GO:0005171" "F"
"5234" "GO:0005172" "F"
"5236" "GO:0005173" "F"
"5237" "GO:0005174" "F"
"5238" "GO:0005175" "F"
"5239" "GO:0005176" "F"
"5240" "GO:0005178" "F"
"5243" "GO:0005179" "F"
"5244" "GO:0005183" "F"
"5245" "GO:0005184" "F"
"5246" "GO:0005185" "F"
"5247" "GO:0005186" "F"
"5248" "GO:0005198" "F"
"5249" "GO:0005199" "F"
"5250" "GO:0005200" "F"
"5251" "GO:0005201" "F"
"5252" "GO:0005212" "F"
"5253" "GO:0005213" "F"
"5254" "GO:0005214" "F"
"5255" "GO:0005215" "F"
"5256" "GO:0005216" "F"
"5259" "GO:0005217" "F"
"5260" "GO:0005219" "F"
"5261" "GO:0005220" "F"
"5262" "GO:0005221" "F"
"5265" "GO:0005222" "F"
"5266" "GO:0005223" "F"
"5267" "GO:0005225" "F"
"5268" "GO:0005227" "F"
"5270" "GO:0005228" "F"
"5272" "GO:0005229" "F"
"5274" "GO:0005230" "F"
"5275" "GO:0005231" "F"
"5276" "GO:0005234" "F"
"5277" "GO:0005237" "F"
"5278" "GO:0005242" "F"
"5280" "GO:0005243" "F"
"5281" "GO:0005244" "F"
"5283" "GO:0005245" "F"
"5285" "GO:0005246" "F"
"5286" "GO:0005247" "F"
"5288" "GO:0005248" "F"
"5289" "GO:0005249" "F"
"5291" "GO:0005250" "F"
"5292" "GO:0005251" "F"
"5293" "GO:0005252" "F"
"5294" "GO:0005253" "F"
"5296" "GO:0005254" "F"
"5298" "GO:0005260" "F"
"5301" "GO:0005261" "F"
"5303" "GO:0005262" "F"
"5305" "GO:0005267" "F"
"5307" "GO:0005272" "F"
"5309" "GO:0005274" "F"
"5311" "GO:0005275" "F"
"5312" "GO:0005277" "F"
"5316" "GO:0005278" "F"
"5319" "GO:0005280" "F"
"5321" "GO:0005283" "F"
"5323" "GO:0005287" "F"
"5324" "GO:0005289" "F"
"5326" "GO:0005290" "F"
"5331" "GO:0005291" "F"
"5333" "GO:0005292" "F"
"5335" "GO:0005294" "F"
"5337" "GO:0005295" "F"
"5339" "GO:0005297" "F"
"5340" "GO:0005298" "F"
"5341" "GO:0005300" "F"
"5342" "GO:0005302" "F"
"5345" "GO:0005304" "F"
"5349" "GO:0005307" "F"
"5351" "GO:0005308" "F"
"5354" "GO:0005309" "F"
"5356" "GO:0005310" "F"
"5357" "GO:0005313" "F"
"5361" "GO:0005314" "F"
"5364" "GO:0005315" "F"
"5366" "GO:0005316" "F"
"5367" "GO:0005319" "F"
"5368" "GO:0005324" "F"
"5369" "GO:0005326" "F"
"5370" "GO:0005328" "F"
"5372" "GO:0005330" "F"
"5376" "GO:0005332" "F"
"5380" "GO:0005334" "F"
"5383" "GO:0005335" "F"
"5388" "GO:0005337" "F"
"5390" "GO:0005338" "F"
"5392" "GO:0005340" "F"
"5395" "GO:0005342" "F"
"5396" "GO:0005343" "F"
"5398" "GO:0005344" "F"
"5399" "GO:0005345" "F"
"5400" "GO:0005346" "F"
"5402" "GO:0005347" "F"
"5405" "GO:0005350" "F"
"5406" "GO:0005351" "F"
"5408" "GO:0005352" "F"
"5410" "GO:0005353" "F"
"5411" "GO:0005354" "F"
"5412" "GO:0005355" "F"
"5413" "GO:0005356" "F"
"5415" "GO:0005358" "F"
"5416" "GO:0005359" "F"
"5417" "GO:0005360" "F"
"5418" "GO:0005362" "F"
"5419" "GO:0005363" "F"
"5420" "GO:0005364" "F"
"5422" "GO:0005365" "F"
"5423" "GO:0005366" "F"
"5425" "GO:0005367" "F"
"5427" "GO:0005368" "F"
"5428" "GO:0005369" "F"
"5430" "GO:0005371" "F"
"5432" "GO:0005372" "F"
"5433" "GO:0005375" "F"
"5434" "GO:0005381" "F"
"5435" "GO:0005384" "F"
"5436" "GO:0005385" "F"
"5438" "GO:0005388" "F"
"5442" "GO:0005391" "F"
"5444" "GO:0005395" "F"
"5445" "GO:0005402" "F"
"5447" "GO:0005412" "F"
"5450" "GO:0005415" "F"
"5452" "GO:0005416" "F"
"5454" "GO:0005427" "F"
"5455" "GO:0005432" "F"
"5457" "GO:0005436" "F"
"5458" "GO:0005451" "F"
"5460" "GO:0005452" "F"
"5462" "GO:0005456" "F"
"5464" "GO:0005457" "F"
"5465" "GO:0005458" "F"
"5466" "GO:0005459" "F"
"5467" "GO:0005460" "F"
"5469" "GO:0005461" "F"
"5470" "GO:0005462" "F"
"5472" "GO:0005463" "F"
"5473" "GO:0005464" "F"
"5475" "GO:0005469" "F"
"5478" "GO:0005471" "F"
"5481" "GO:0005476" "F"
"5484" "GO:0005477" "F"
"5486" "GO:0005483" "F"
"5487" "GO:0005484" "F"
"5488" "GO:0005488" "F"
"5489" "GO:0005496" "F"
"5491" "GO:0005497" "F"
"5492" "GO:0005499" "F"
"5494" "GO:0005500" "F"
"5496" "GO:0005501" "F"
"5497" "GO:0005502" "F"
"5498" "GO:0005503" "F"
"5499" "GO:0005504" "F"
"5501" "GO:0005506" "F"
"5502" "GO:0005507" "F"
"5503" "GO:0005509" "F"
"5504" "GO:0005513" "P"
"5506" "GO:0005515" "F"
"5507" "GO:0005516" "F"
"5508" "GO:0005518" "F"
"5509" "GO:0005519" "F"
"5510" "GO:0005520" "F"
"5511" "GO:0005521" "F"
"5512" "GO:0005522" "F"
"5513" "GO:0005523" "F"
"5514" "GO:0005524" "F"
"5517" "GO:0005525" "F"
"5520" "GO:0005527" "F"
"5523" "GO:0005528" "F"
"5524" "GO:0005534" "F"
"5525" "GO:0005536" "F"
"5526" "GO:0005537" "F"
"5527" "GO:0005539" "F"
"5528" "GO:0005540" "F"
"5530" "GO:0005542" "F"
"5537" "GO:0005543" "F"
"5539" "GO:0005544" "F"
"5540" "GO:0005545" "F"
"5541" "GO:0005546" "F"
"5542" "GO:0005547" "F"
"5543" "GO:0005548" "F"
"5544" "GO:0005549" "F"
"5545" "GO:0005550" "F"
"5546" "GO:0005576" "C"
"5547" "GO:0005577" "C"
"5549" "GO:0005579" "C"
"5551" "GO:0005581" "C"
"5552" "GO:0005582" "C"
"5553" "GO:0005583" "C"
"5555" "GO:0005584" "C"
"5556" "GO:0005585" "C"
"5557" "GO:0005586" "C"
"5558" "GO:0005587" "C"
"5560" "GO:0005588" "C"
"5561" "GO:0005589" "C"
"5562" "GO:0005590" "C"
"5563" "GO:0005591" "C"
"5566" "GO:0005592" "C"
"5567" "GO:0005593" "C"
"5568" "GO:0005594" "C"
"5569" "GO:0005595" "C"
"5571" "GO:0005596" "C"
"5573" "GO:0005597" "C"
"5574" "GO:0005598" "C"
"5575" "GO:0005599" "C"
"5577" "GO:0005600" "C"
"5578" "GO:0005601" "C"
"5580" "GO:0005602" "C"
"5582" "GO:0005604" "C"
"5583" "GO:0005606" "C"
"5584" "GO:0005607" "C"
"5585" "GO:0005608" "C"
"5586" "GO:0005609" "C"
"5587" "GO:0005610" "C"
"5588" "GO:0005611" "C"
"5589" "GO:0005612" "C"
"5590" "GO:0005614" "C"
"5591" "GO:0005615" "C"
"5592" "GO:0005616" "C"
"5594" "GO:0005618" "C"
"5595" "GO:0005619" "C"
"5597" "GO:0005621" "C"
"5598" "GO:0005622" "C"
"5599" "GO:0005623" "C"
"5600" "GO:0005628" "C"
"5602" "GO:0005630" "C"
"5603" "GO:0005631" "C"
"5604" "GO:0005632" "C"
"5605" "GO:0005633" "C"
"5606" "GO:0005634" "C"
"5607" "GO:0005635" "C"
"5609" "GO:0005637" "C"
"5611" "GO:0005638" "C"
"5613" "GO:0005639" "C"
"5615" "GO:0005640" "C"
"5618" "GO:0005641" "C"
"5620" "GO:0005642" "C"
"5622" "GO:0005643" "C"
"5624" "GO:0005652" "C"
"5625" "GO:0005654" "C"
"5626" "GO:0005655" "C"
"5628" "GO:0005656" "C"
"5630" "GO:0005657" "C"
"5631" "GO:0005658" "C"
"5633" "GO:0005662" "C"
"5635" "GO:0005663" "C"
"5637" "GO:0005664" "C"
"5639" "GO:0005665" "C"
"5641" "GO:0005666" "C"
"5642" "GO:0005667" "C"
"5644" "GO:0005668" "C"
"5645" "GO:0005669" "C"
"5647" "GO:0005671" "C"
"5648" "GO:0005672" "C"
"5650" "GO:0005673" "C"
"5652" "GO:0005674" "C"
"5654" "GO:0005675" "C"
"5657" "GO:0005677" "C"
"5658" "GO:0005680" "C"
"5660" "GO:0005681" "C"
"5662" "GO:0005682" "C"
"5663" "GO:0005683" "C"
"5664" "GO:0005684" "C"
"5665" "GO:0005685" "C"
"5666" "GO:0005686" "C"
"5667" "GO:0005687" "C"
"5668" "GO:0005688" "C"
"5669" "GO:0005689" "C"
"5670" "GO:0005690" "C"
"5671" "GO:0005691" "C"
"5672" "GO:0005692" "C"
"5673" "GO:0005693" "C"
"5674" "GO:0005694" "C"
"5675" "GO:0005697" "C"
"5677" "GO:0005700" "C"
"5678" "GO:0005701" "C"
"5679" "GO:0005702" "C"
"5680" "GO:0005703" "C"
"5681" "GO:0005704" "C"
"5682" "GO:0005705" "C"
"5683" "GO:0005706" "C"
"5684" "GO:0005712" "C"
"5685" "GO:0005713" "C"
"5686" "GO:0005714" "C"
"5687" "GO:0005715" "C"
"5688" "GO:0005719" "C"
"5690" "GO:0005720" "C"
"5692" "GO:0005721" "C"
"5693" "GO:0005722" "C"
"5694" "GO:0005723" "C"
"5695" "GO:0005724" "C"
"5697" "GO:0005725" "C"
"5698" "GO:0005726" "C"
"5699" "GO:0005727" "C"
"5700" "GO:0005728" "C"
"5701" "GO:0005729" "C"
"5702" "GO:0005730" "C"
"5704" "GO:0005731" "C"
"5706" "GO:0005732" "C"
"5707" "GO:0005736" "C"
"5709" "GO:0005737" "C"
"5710" "GO:0005739" "C"
"5712" "GO:0005740" "C"
"5714" "GO:0005741" "C"
"5716" "GO:0005742" "C"
"5717" "GO:0005743" "C"
"5719" "GO:0005744" "C"
"5720" "GO:0005745" "C"
"5722" "GO:0005746" "C"
"5724" "GO:0005747" "C"
"5727" "GO:0005749" "C"
"5730" "GO:0005750" "C"
"5732" "GO:0005751" "C"
"5734" "GO:0005753" "C"
"5736" "GO:0005754" "C"
"5738" "GO:0005756" "C"
"5740" "GO:0005757" "C"
"5742" "GO:0005758" "C"
"5744" "GO:0005759" "C"
"5746" "GO:0005760" "C"
"5748" "GO:0005761" "C"
"5750" "GO:0005762" "C"
"5752" "GO:0005763" "C"
"5754" "GO:0005764" "C"
"5755" "GO:0005765" "C"
"5756" "GO:0005766" "C"
"5757" "GO:0005767" "C"
"5758" "GO:0005768" "C"
"5759" "GO:0005769" "C"
"5760" "GO:0005770" "C"
"5761" "GO:0005771" "C"
"5762" "GO:0005773" "C"
"5764" "GO:0005774" "C"
"5767" "GO:0005775" "C"
"5769" "GO:0005776" "C"
"5770" "GO:0005777" "C"
"5771" "GO:0005778" "C"
"5773" "GO:0005779" "C"
"5775" "GO:0005780" "C"
"5777" "GO:0005782" "C"
"5779" "GO:0005783" "C"
"5781" "GO:0005784" "C"
"5782" "GO:0005785" "C"
"5784" "GO:0005786" "C"
"5785" "GO:0005787" "C"
"5788" "GO:0005788" "C"
"5790" "GO:0005789" "C"
"5793" "GO:0005790" "C"
"5794" "GO:0005791" "C"
"5795" "GO:0005793" "C"
"5797" "GO:0005794" "C"
"5799" "GO:0005795" "C"
"5800" "GO:0005796" "C"
"5802" "GO:0005797" "C"
"5803" "GO:0005798" "C"
"5804" "GO:0005801" "C"
"5806" "GO:0005802" "C"
"5807" "GO:0005811" "C"
"5808" "GO:0005813" "C"
"5809" "GO:0005814" "C"
"5811" "GO:0005815" "C"
"5812" "GO:0005816" "C"
"5813" "GO:0005818" "C"
"5816" "GO:0005819" "C"
"5818" "GO:0005821" "C"
"5819" "GO:0005822" "C"
"5820" "GO:0005823" "C"
"5821" "GO:0005824" "C"
"5822" "GO:0005825" "C"
"5823" "GO:0005826" "C"
"5827" "GO:0005827" "C"
"5828" "GO:0005828" "C"
"5829" "GO:0005829" "C"
"5830" "GO:0005831" "C"
"5832" "GO:0005832" "C"
"5834" "GO:0005833" "C"
"5836" "GO:0005834" "C"
"5839" "GO:0005835" "C"
"5841" "GO:0005836" "C"
"5843" "GO:0005838" "C"
"5845" "GO:0005839" "C"
"5847" "GO:0005840" "C"
"5850" "GO:0005844" "C"
"5851" "GO:0005845" "C"
"5853" "GO:0005846" "C"
"5855" "GO:0005847" "C"
"5856" "GO:0005848" "C"
"5857" "GO:0005849" "C"
"5859" "GO:0005850" "C"
"5861" "GO:0005851" "C"
"5863" "GO:0005852" "C"
"5865" "GO:0005853" "C"
"5867" "GO:0005854" "C"
"5869" "GO:0005856" "C"
"5870" "GO:0005858" "C"
"5872" "GO:0005859" "C"
"5874" "GO:0005861" "C"
"5877" "GO:0005862" "C"
"5879" "GO:0005863" "C"
"5882" "GO:0005865" "C"
"5884" "GO:0005868" "C"
"5885" "GO:0005869" "C"
"5886" "GO:0005870" "C"
"5887" "GO:0005871" "C"
"5888" "GO:0005872" "C"
"5889" "GO:0005873" "C"
"5890" "GO:0005874" "C"
"5891" "GO:0005875" "C"
"5893" "GO:0005876" "C"
"5894" "GO:0005879" "C"
"5896" "GO:0005880" "C"
"5898" "GO:0005881" "C"
"5900" "GO:0005882" "C"
"5901" "GO:0005883" "C"
"5903" "GO:0005884" "C"
"5904" "GO:0005885" "C"
"5906" "GO:0005886" "C"
"5908" "GO:0005887" "C"
"5910" "GO:0005889" "C"
"5912" "GO:0005890" "C"
"5914" "GO:0005891" "C"
"5916" "GO:0005892" "C"
"5918" "GO:0005893" "C"
"5919" "GO:0005894" "C"
"5920" "GO:0005895" "C"
"5921" "GO:0005896" "C"
"5922" "GO:0005897" "C"
"5923" "GO:0005898" "C"
"5924" "GO:0005899" "C"
"5926" "GO:0005900" "C"
"5927" "GO:0005901" "C"
"5928" "GO:0005902" "C"
"5929" "GO:0005903" "C"
"5930" "GO:0005905" "C"
"5932" "GO:0005911" "C"
"5933" "GO:0005912" "C"
"5934" "GO:0005913" "C"
"5936" "GO:0005914" "C"
"5937" "GO:0005915" "C"
"5938" "GO:0005916" "C"
"5939" "GO:0005917" "C"
"5940" "GO:0005918" "C"
"5941" "GO:0005919" "C"
"5942" "GO:0005920" "C"
"5943" "GO:0005921" "C"
"5944" "GO:0005922" "C"
"5945" "GO:0005923" "C"
"5946" "GO:0005924" "C"
"5948" "GO:0005925" "C"
"5949" "GO:0005926" "C"
"5950" "GO:0005927" "C"
"5951" "GO:0005928" "C"
"5952" "GO:0005929" "C"
"5954" "GO:0005930" "C"
"5957" "GO:0005931" "C"
"5959" "GO:0005933" "C"
"5960" "GO:0005934" "C"
"5961" "GO:0005935" "C"
"5962" "GO:0005937" "C"
"5963" "GO:0005938" "C"
"5964" "GO:0005940" "C"
"5967" "GO:0005942" "C"
"5969" "GO:0005943" "C"
"5970" "GO:0005944" "C"
"5971" "GO:0005945" "C"
"5973" "GO:0005946" "C"
"5975" "GO:0005947" "C"
"5977" "GO:0005948" "C"
"5979" "GO:0005950" "C"
"5981" "GO:0005951" "C"
"5983" "GO:0005952" "C"
"5985" "GO:0005953" "C"
"5987" "GO:0005954" "C"
"5989" "GO:0005955" "C"
"5991" "GO:0005956" "C"
"5993" "GO:0005958" "C"
"5995" "GO:0005960" "C"
"5997" "GO:0005962" "C"
"5999" "GO:0005963" "C"
"6001" "GO:0005964" "C"
"6003" "GO:0005965" "C"
"6005" "GO:0005966" "C"
"6007" "GO:0005967" "C"
"6009" "GO:0005968" "C"
"6011" "GO:0005969" "C"
"6013" "GO:0005971" "C"
"6015" "GO:0005975" "P"
"6017" "GO:0005976" "P"
"6019" "GO:0005977" "P"
"6021" "GO:0005978" "P"
"6023" "GO:0005979" "P"
"6025" "GO:0005980" "P"
"6028" "GO:0005981" "P"
"6030" "GO:0005982" "P"
"6031" "GO:0005983" "P"
"6034" "GO:0005984" "P"
"6036" "GO:0005985" "P"
"6037" "GO:0005986" "P"
"6039" "GO:0005987" "P"
"6041" "GO:0005988" "P"
"6042" "GO:0005989" "P"
"6044" "GO:0005990" "P"
"6046" "GO:0005991" "P"
"6047" "GO:0005992" "P"
"6049" "GO:0005993" "P"
"6051" "GO:0005994" "P"
"6052" "GO:0005995" "P"
"6054" "GO:0005996" "P"
"6056" "GO:0005997" "P"
"6057" "GO:0005998" "P"
"6059" "GO:0005999" "P"
"6061" "GO:0006000" "P"
"6062" "GO:0006001" "P"
"6064" "GO:0006002" "P"
"6067" "GO:0006003" "P"
"6070" "GO:0006004" "P"
"6071" "GO:0006005" "P"
"6073" "GO:0006006" "P"
"6074" "GO:0006007" "P"
"6076" "GO:0006009" "P"
"6078" "GO:0006011" "P"
"6080" "GO:0006012" "P"
"6081" "GO:0006013" "P"
"6082" "GO:0006014" "P"
"6083" "GO:0006015" "P"
"6085" "GO:0006016" "P"
"6087" "GO:0006017" "P"
"6089" "GO:0006018" "P"
"6091" "GO:0006019" "P"
"6093" "GO:0006020" "P"
"6095" "GO:0006021" "P"
"6098" "GO:0006022" "P"
"6101" "GO:0006023" "P"
"6105" "GO:0006024" "P"
"6107" "GO:0006025" "P"
"6109" "GO:0006026" "P"
"6113" "GO:0006027" "P"
"6115" "GO:0006028" "P"
"6117" "GO:0006029" "P"
"6118" "GO:0006030" "P"
"6121" "GO:0006031" "P"
"6124" "GO:0006032" "P"
"6128" "GO:0006033" "P"
"6129" "GO:0006034" "P"
"6130" "GO:0006035" "P"
"6132" "GO:0006036" "P"
"6134" "GO:0006037" "P"
"6135" "GO:0006038" "P"
"6137" "GO:0006039" "P"
"6139" "GO:0006040" "P"
"6140" "GO:0006041" "P"
"6141" "GO:0006042" "P"
"6143" "GO:0006043" "P"
"6145" "GO:0006044" "P"
"6146" "GO:0006045" "P"
"6148" "GO:0006046" "P"
"6150" "GO:0006047" "P"
"6153" "GO:0006048" "P"
"6156" "GO:0006049" "P"
"6159" "GO:0006050" "P"
"6160" "GO:0006051" "P"
"6161" "GO:0006052" "P"
"6163" "GO:0006053" "P"
"6165" "GO:0006054" "P"
"6168" "GO:0006055" "P"
"6170" "GO:0006056" "P"
"6171" "GO:0006057" "P"
"6173" "GO:0006058" "P"
"6176" "GO:0006059" "P"
"6177" "GO:0006060" "P"
"6178" "GO:0006061" "P"
"6180" "GO:0006062" "P"
"6182" "GO:0006063" "P"
"6184" "GO:0006064" "P"
"6187" "GO:0006065" "P"
"6190" "GO:0006066" "P"
"6192" "GO:0006067" "P"
"6194" "GO:0006068" "P"
"6198" "GO:0006069" "P"
"6201" "GO:0006070" "P"
"6203" "GO:0006071" "P"
"6204" "GO:0006072" "P"
"6205" "GO:0006073" "P"
"6207" "GO:0006074" "P"
"6208" "GO:0006075" "P"
"6210" "GO:0006076" "P"
"6212" "GO:0006077" "P"
"6213" "GO:0006078" "P"
"6215" "GO:0006079" "P"
"6217" "GO:0006080" "P"
"6218" "GO:0006081" "P"
"6220" "GO:0006082" "P"
"6223" "GO:0006083" "P"
"6225" "GO:0006084" "P"
"6226" "GO:0006085" "P"
"6228" "GO:0006086" "P"
"6230" "GO:0006089" "P"
"6232" "GO:0006090" "P"
"6233" "GO:0006091" "P"
"6234" "GO:0006094" "P"
"6236" "GO:0006096" "P"
"6239" "GO:0006097" "P"
"6241" "GO:0006098" "P"
"6243" "GO:0006099" "P"
"6244" "GO:0006101" "P"
"6246" "GO:0006102" "P"
"6248" "GO:0006103" "P"
"6250" "GO:0006104" "P"
"6251" "GO:0006105" "P"
"6253" "GO:0006106" "P"
"6254" "GO:0006107" "P"
"6255" "GO:0006108" "P"
"6256" "GO:0006109" "P"
"6257" "GO:0006110" "P"
"6262" "GO:0006111" "P"
"6264" "GO:0006112" "P"
"6265" "GO:0006113" "P"
"6266" "GO:0006114" "P"
"6268" "GO:0006115" "P"
"6271" "GO:0006116" "P"
"6274" "GO:0006117" "P"
"6275" "GO:0006119" "P"
"6278" "GO:0006120" "P"
"6279" "GO:0006121" "P"
"6280" "GO:0006122" "P"
"6281" "GO:0006123" "P"
"6282" "GO:0006124" "P"
"6283" "GO:0006127" "P"
"6289" "GO:0006139" "P"
"6294" "GO:0006140" "P"
"6297" "GO:0006141" "P"
"6299" "GO:0006142" "P"
"6301" "GO:0006144" "P"
"6303" "GO:0006145" "P"
"6306" "GO:0006146" "P"
"6308" "GO:0006147" "P"
"6310" "GO:0006148" "P"
"6312" "GO:0006149" "P"
"6314" "GO:0006150" "P"
"6315" "GO:0006151" "P"
"6317" "GO:0006152" "P"
"6320" "GO:0006154" "P"
"6323" "GO:0006157" "P"
"6325" "GO:0006161" "P"
"6327" "GO:0006163" "P"
"6329" "GO:0006164" "P"
"6332" "GO:0006165" "P"
"6335" "GO:0006166" "P"
"6338" "GO:0006167" "P"
"6341" "GO:0006168" "P"
"6343" "GO:0006169" "P"
"6345" "GO:0006170" "P"
"6348" "GO:0006171" "P"
"6351" "GO:0006172" "P"
"6354" "GO:0006173" "P"
"6357" "GO:0006174" "P"
"6360" "GO:0006175" "P"
"6363" "GO:0006176" "P"
"6365" "GO:0006177" "P"
"6369" "GO:0006178" "P"
"6371" "GO:0006179" "P"
"6373" "GO:0006180" "P"
"6374" "GO:0006181" "P"
"6377" "GO:0006182" "P"
"6380" "GO:0006183" "P"
"6384" "GO:0006185" "P"
"6387" "GO:0006186" "P"
"6390" "GO:0006187" "P"
"6392" "GO:0006188" "P"
"6395" "GO:0006189" "P"
"6396" "GO:0006190" "P"
"6398" "GO:0006191" "P"
"6400" "GO:0006192" "P"
"6403" "GO:0006193" "P"
"6406" "GO:0006194" "P"
"6408" "GO:0006195" "P"
"6411" "GO:0006196" "P"
