ADR,AOR,BFAT,BST,CER,HEA,HYP,KID,LIV,LUN,MUS,WAT
Gen1,Tbc1d20,Proca1,Gjc3,Slc39a9,Hlf,Accs,Slc16a9,Gm9931,Ostm1,Ccdc176,Ece2
Adam17,Defb28,Nf1,Katnal1,Dcaf4,Luc7l3,Alkbh3,Ipmk,Swt1,Pam16,Lin52,Lrch3
Cys1,Dnttip1,Psmd11,Hsph1,Acot5,Rsad1,Arl14ep,Etv5,Tsen15,Cd24a,Otub2,Vgll3
Id2,Arfgef2,Ccl11,Chrm2,Tmem63c,Plxdc1,Fibin,Derl3,Rgl1,Gp49a,Yy1,Ets2
Prkar2b,Hspa14,Ptrh2,Gpnmb,Slc24a4,Nr1d1,Pla2g4e,Lss,Dhx9,Lilrb4,Zfyve21,Litaf
Ifrd1,Dnajc1,Mrpl27,Tacr1,Cyp46a1,Coa3,Mkks,Gm10787,Ier5,Pln,Efr3b,2310008H04Rik
Dnajb9,Uck1,Fam117a,Klf15,Eml1,Ubtf,Gss,Pttg1ip,Mr1,Gcc2,Trib2,Prodh
Snx6,Gtdc1,Snf8,43167,Wdr20a,Cd300lh,4922505G16Rik,Sumo3,Tor1aip1,Ranbp2,Lpin1,Dgcr8
Dpf3,Gpr155,Socs7,Cxcl12,Ptprn2,Rpl21,Ada,Ube2g2,Tor3a,P4ha1,Id2,Clcn2
Fam161b,Nfe2l2,Thra,Nrip2,Efr3b,Jmjd6,Wfdc8,Palm,Cacybp,Spock2,Colec11,Tbc1d23
Pgf,Olfr1095,Ttc25,Nod1,Fkbp1b,Fam49a,Bcas1,Hmha1,Rabgap1l,Tbata,Dld,Crybg3
Ddx24,Cry2,Nkiras2,Plxnd1,Id2,Pdia6,Hltf,Cirbp,Suco,Aifm2,Gpr22,4930453N24Rik
4831426I19Rik,Trpm7,Stat5a,Rassf4,Heatr5a,Cmpk2,Gm10729,Apba3,Fmo1,Slc25a16,Hbp1,Adamts5
Rtl1,Taf4a,Cd300lg,Gnb3,Dnaaf2,Pxdn,Mtap9,Zfp873,Fmo2,Dna2,Scin,Gcfc1
Hivep1,Uckl1,Gm1564,C030030A07Rik,Pygl,Fam150b,Adar,Hcfc2,Fmo3,Rhobtb1,Baz1a,Dscr3
Rbm24,Znf512b,Sox9,Rerg,Ltbp2,Lamb1,S100a16,Txnrd1,Atp1b1,Ank3,Tmem229b,Riok2
Syk,Vmn2r1,2310067B10Rik,Gpr4,1110018G07Rik,Nampt,2310001H18Rik,D10Wsu102e,Dcaf6,Specc1l,Asb2,3110052M02Rik
Nsd1,Pdgfc,43352,2310022A10Rik,Mlh3,Dock4,Fmo5,Pwp1,Mpzl1,Adora2a,Ifi27l2b,Caskin1
Tgfbi,Dennd4b,Syngr2,Dbp,Eml5,Daam1,Slc16a1,Fbxo7,Uck2,Chchd10,Ankrd9,Zfp598
Smad5,Vtcn1,Baiap2,Tmem86a,Begain,Rhoj,Tspan5,Gm5174,Rgs4,Vpreb3,Gm5444,Mapk14
Zfp273,Slc16a1,Hgs,Sytl2,Brf1,Exd2,Pde7a,BC030307,Dusp12,Zfp280b,Gng4,Cdkn1a
Slc12a7,Car1,Slc25a10,Arntl,Dnahc11,4933426M11Rik,Dcun1d1,Igf1,Fcgr2b,Lss,Zscan12,Pim1
Ftl1,Gm9791,Tcn2,Fus,Larp4b,Tnfaip2,Mfsd8,Ccdc53,Pcp4l1,Gm10100,Cmah,Rcan2
Pcsk1,Ankrd50,Mrps24,Ptpre,Prl2a1,Pacs2,Zfp687,Slc5a8,Usp21,1810043G02Rik,Mboat1,Ppp4r1
Mblac2,Pgrmc2,Urgcp,Tspan4,Serpinb9,Tmem196,Tars2,Uhrf1bp1l,Nit1,Icosl,Serpinb9,Prkce
Hapln1,Pdcd10,Camk2b,Peg3,Edn1,Rab10,Dclre1b,Cdk17,Itln1,Gzmm,Jarid2,Ttc7
Serinc5,Efna3,Tbrg4,Ehd2,Tgfbi,Efr3b,Gstm4,Ntn4,Pea15a,Fstl3,Ecm2,Amd1
Enc1,Tuft1,Ahsa2,Sphk2,Naa35,Lpin1,Rwdd3,Fgd6,Grem2,Arid3a,Tmed9,Unc93a
Dhx29,Zfp687,Gabra1,Fan1,Dapk1,Cys1,Enpep,Dcn,Ahctf1,Cirbp,Dapk1,Prdm9
Paip1,Gm129,Lsm11,Slco3a1,Clptm1l,Rnf144a,Srsf11,Atp2b1,Adck3,Ndufs7,Zfp759,Zfp101
Net1,Celsr2,Sgcd,Dgat2,Brd9,Dnajb9,Trp53inp1,Kitl,Psen2,Gadd45b,Arrdc3,Angptl4
Hfe,Pkn2,Sec24a,Fgfr2,2210408I21Rik,Stxbp6,Gpr63,Lin7a,Nvl,Zbtb7a,Arsb,Hspa1b
Scgn,Srsf11,Tcf7,Pnpla6,Serinc5,Timm9,Gabrr1,E2f7,Capn2,Dapk3,Pfkp,Ddr1
E2f3,Galt,Uqcrq,Upf3a,Mtx3,Rtn1,Gm13301,Osbpl8,C130074G19Rik,Apba3,Actn2,Cyp1b1
Eci2,Invs,Slc22a5,Gm17484,Lhfpl2,Max,Melk,Zfc3h1,Smyd2,Mfsd12,Hist1h2be,Colec12
Ofcc1,Fhl3,Sparc,Rnf150,Ap3b1,Pigh,Zcchc7,Tspan8,Prox1,Tcp11l2,Uqcrfs1,Rnf125
Dtnbp1,Gnl2,Olfr328,Gpr56,Ercc8,Fam161b,E230008N13Rik,Ptprb,Mfsd7b,Timp3,Mylk4,Mapre2
Kif13a,Ak2,Rnf187,Hydin,Elovl7,Ptpn21,Tmod1,Mdm1,Tatdn3,Pmch,Ssr1,Gm16490
Ndufs6,Srsf5,Zfp867,Csmd1,Ppap2a,Foxn3,Tgfbr1,Avpr1a,Nenf,Sycp3,Nedd9,Prrc1
Slc6a19,Tmem200b,Pld6,Palld,Net1,Ankrd9,Tmem38b,Ppm1h,1700034H15Rik,Uhrf1bp1l,Sema4d,Malt1
Atp6ap1l,Tmco4,Top3a,Pllp,Hist1h2be,Larp4b,Gng10,Ddit3,Traf5,Tmcc3,Nfil3,Mc5r
Pde8b,Rcc2,Tmem11,Pcnxl2,Cdkal1,Dip2c,Gpbp1l1,Ptges3,G0s2,Kitl,Klhl3,Cxxc1
Polk,Srm,Rangrf,Sesn3,Nedd9,Hist1h2bg,Id3,Pan2,Lrp11,Caps2,Ctla2a,Mbd1
Pik3r1,Rere,Kdm6b,Pvrl1,Tbc1d7,Hist1h2bc,Ubr4,Cnpy2,Nup43,Cpm,Zfp874b,Pcdh12
Ipo11,Tnfrsf25,Atp1b2,Usp2,Lman2,Dusp22,9430007A20Rik,Esr1,Zc3h12d,Ifng,Sdha,Dpysl3
Parg,AI464131,Mpdu1,Mcam,2210016F16Rik,Ly86,Morn1,1700052N19Rik,Epm2a,D930020B18Rik,Iqgap2,Dtwd2
Lgals3,Cntfr,Tnfsf12,Mpzl2,Isca1,Rreb1,B930041F14Rik,Plekhg1,Fuca2,Avpr1a,Pik3r1,Lox
Peli2,4930412F15Rik,Chrnb1,Pcolce2,1110018J18Rik,Bmp6,Ctnnal1,Tab2,Adat2,Avil,Mast4,Ccbe1
Olfr740,Zbtb5,Acadvl,Scap,Hiatl1,Edn1,Cyp2j9,Sash1,Nmbr,Cdk4,Map3k1,Ctif
Lrp10,Xpa,Inca1,Deb1,BC018507,Mylip,Ermap,Phactr2,Txlnb,Stac3,Snx18,Dok6
Psme1,Hemgn,Dhx33,Amotl1,Vcan,Bicd2,Exo5,Pde7b,Reps1,Pan2,Parp8,Acy3
Fgf9,Abca1,Smtnl2,Tmed1,Fam151b,S1pr3,Thrap3,L3mbtl3,Nhsl1,Cs,Hmgcs1,Fth1
Rnaseh2b,Svep1,Spns2,Elavl3,F2r,Cks2,Gpr3,Ncoa7,Map3k5,Ankrd52,Ptprg,Smarca2
Ints9,Podn,Nxn,Clk3,Btf3l4,Zfp346,Zbtb40,Fam26d,Bclaf1,Itga7,Pbrm1,Rpp30
Stc1,Thrap3,Utp6,Islr,Btf3,Ddx46,Plod1,Nt5dc1,Hbs1l,Akap12,Btd,Elovl3
Rcbtb2,Rcc1,Dusp14,Plekho2,Mccc2,Tgfbi,Per3,Marcks,Aldh8a1,Mthfd1l,Samd4,Adra2a
Ipo5,Tmem57,Usp32,Htr1b,Skiv2l2,Tppp,Pex1,Wisp3,Gm5420,Plekhg1,Tppp2,Grk5
Nr1d2,Slc25a34,Dhx40,Mras,Itga1,Arrdc3,Fgl2,G630090E17Rik,Slc2a12,Iyd,Abhd4,Cst6
Ndst2,Angptl7,Akap1,Slc38a3,Nnt,Homer1,Ept1,BC021785,1110021L09Rik,Ppp1r14c,Mmp14,Tmem216
Fam35a,Slc25a33,Hlf,Plxnb3,Fam149b,Srek1ip1,Cytl1,Slc16a10,Taar7b,9130014G24Rik,Trim13,Dtx4
Tmem55b,Per3,Stxbp4,Magee1,Arhgef3,Dimt1,Lap3,Gpr6,Stx7,Rab32,Adra1a,Vps13a
Hnrnpc,Pusl1,Spata20,Alg13,Rft1,Ankrd55,Med28,Smpd2,Med23,Utrn,Gm10032,Crtac1
Psmb5,Cdk6,Rsad1,Enox2,Btd,Sox4,Pdgfra,Ccdc162,Epb4.1l2,Ect2l,4930578I07Rik,Slc25a28
Nedd8,Abcb1a,Gm11541,Tsc22d3,Ncoa4,Mylk4,Anxa3,Foxo3,Arhgap18,Ccdc28a,Loxl2,Chuk
Tinf2,Rbm33,Tmem92,Klhl17,Vstm4,Bloc1s5,Pkd2,Qrsl1,Ptprk,Pex7,Vwa8,Ankrd16
Adcy4,Tmem128,Nfe2l1,Sdpr,Gdf10,Atxn1,Ephx4,Mcm9,Themis,Myb,Nr1d2,Acbd5
Cryl1,Slc4a4,Pcgf2,Kif21b,6720456H20Rik,Wnk2,Tpst2,AW822073,Echdc1,Akap7,Plac9,Setx
Pdlim2,Bmp3,Pip4k2b,Glt25d2,Mmp14,Nfil3,Pptc7,Slc29a3,Hddc2,Lama2,Prkcd,Angptl2
1190002H23Rik,Mrps18c,Fbxo47,Clk1,Thtpa,Thoc3,P2rx4,Tspan15,Frk,Hey2,Sh3bp5,Dhrs9
Dach1,Agpat9,Med24,Irs1,Mrp63,2210016F16Rik,Mmp17,Srgn,Slc22a16,1700025K23Rik,Gm7853,Itga6
Tmtc4,Lrrc8b,Nr1d1,Per2,Rcbtb1,Zfp874a,Crcp,Ddx21,Ddo,BC021785,Slc7a8,B230120H23Rik
Prlr,Lrrc8d,Dnajc7,Stk25,Gm10032,BC018507,2810453I06Rik,Ddx50,Cd164,Ccdc162,Tnfrsf19,Aplnr
Zfr,Fgfrl1,Plekhh3,Atp2b4,Entpd4,Irx1,Rasl11a,1700040L02Rik,Snx3,Fam162b,Slc25a30,Trp53i11
Cmbl,Fbxo21,Ezh1,Npl,Lgi3,Lrrc14b,Brca2,Phyhipl,Rtn4ip1,Gm9766,Gm1587,BC052040
Polr2k,Aacs,Gjc1,Nmbr,Enox1,Tmem171,Dmtf1,Bicc1,Prep,43353,Ednrb,Thbs1
Fzd6,Wbscr27,Map3k14,9330159F19Rik,Vwa8,Pik3r1,Nkx1-1,Gstt2,Gp49a,Pldi,Nadkd1,Disp2
Cthrc1,Por,Abca8a,Popdc3,Fam107a,Rnf180,Fam184b,Smarcb1,Pln,Ado,Adamts12,Adal
Dcaf13,0910001L09Rik,Nat9,P4ha1,Nr1d2,Abhd6,Rassf6,Mmp11,Fabp7,1700040L02Rik,Myo10,Eif3j1
Eny2,Wipi2,Trim65,Vmn2r83,Camk2g,Gpr137c,U90926,Col6a2,Lims1,Rtdr1,Fam134b,Sema6d
Ebag9,Zfp655,St6galnac2,Sash1,Zcchc24,Psmc6,Cnot6l,Pdxk,Ccdc138,Susd2,Sema5a,Slc20a1
Deptor,Wasf3,Usp36,Arid5b,Cacna1d,Cgrrf1,Plac8,Gm9978,P4ha1,Gstt3,BC030476,Stk35
Wdyhv1,Rasl11a,Cyth1,Pwp2,Tspan14,Parp2,Unc119b,2610008E11Rik,Pla2g12b,Gstt1,Zhx2,Cdc25b
Ndufb9,6330406I15Rik,Lgals3bp,Parpbp,Hnrnpc,Mettl17,Prkab1,ORF61,Micu1,Mmp11,Wdr67,Ankrd5
Khdrbs3,Abcf2,Dnajc27,Srgap1,Acin1,Mmp14,Ccdc60,Polr2e,Ascc1,Gm867,Ly6e,Macrod2
Gpihbp1,Nop14,Adcy3,Os9,Slc22a17,Trim13,Ubc,Mknk2,Pcbd1,Adarb1,Gpihbp1,Sstr4
Scx,2310079F23Rik,Ptrhd1,Gpr182,Tm9sf1,Gnrh1,Micall2,4930442H23Rik,Npffr1,Pdxk,Apol7b,Xkr7
Kdelr3,Lnx1,Osr1,Ascc2,Tinf2,Stc1,Papolb,Zfp938,Ppa1,Olfr1357,Kdelr3,Bpifa3
Tef,Clock,Fam49a,Adamts2,Gjb6,Phyhip,Zdhhc4,Appl2,Tysnd1,Med16,Tef,Trp53inp2
Csdc2,Slc10a6,E2f6,Shroom1,Lats2,Elf1,Flt1,Nuak1,Aifm2,Polr2e,Srebf2,Manbal
Ppara,Zfp644,Rock2,Llgl1,Efha1,Bora,4930590J08Rik,Cry1,Pbld1,Sbno2,Cyp2d12,Mmp9
Pim3,Gak,Pxdn,Zbtb4,Mtmr9,Mbnl2,Cand2,Hsp90b1,Jmjd1c,Adamtsl5,Pnpla3,Pck1
Grasp,Adrbk2,Nampt,Med11,Sorbs3,Nr1d2,Rnf133,Dram1,Rhobtb1,Mknk2,Parvb,Polr3k
Tenc1,Vps33a,Sypl,Dhrs13,Cysltr2,Zmynd17,Iqub,Tmpo,Adora2a,Gng7,Parvg,Fnbp1
Tarbp2,Pitpnm2,Fam177a,Rab34,Pabpc4,Sh3bp5,Cnot4,Elk3,Lss,Nfic,Gramd4,Zeb2
Hoxc4,Gtf2ird1,Psma6,Hoxb5,Pcdh9,Colq,Clec5a,Cradd,Slc19a1,4932415D10Rik,Irak4,Acvr1c
Pde1b,Clip2,Exd2,Stard3,Ednrb,3425401B19Rik,Epha1,4930430F08Rik,Pttg1ip,Glt8d2,Tmem117,Pde11a
Dnajc21,Radil,Ttc9,Fzd2,Sox21,Sncg,Pdia4,Acss3,Sumo3,Appl2,Mettl7a1,Olfr1135
Gm10116,Tecpr1,Dcaf4,Tanc2,Dab2,Ptgdr,Hibadh,Nav3,Bsg,Cry1,Nr4a1,Creb3l1
Zhx1,Slc46a3,Acot4,Nipal4,Rictor,Bmp4,Rpl29,Zdhhc17,Ptbp1,Utp20,Tenc1,Elp4
Atad2,Peg10,Acot6,Cyfip2,Prlr,Olfr730,Inmt,Atxn7l3b,Elane,4930485B16Rik,Prr13,A430105I19Rik
Zfat,Txnrd3,2310044G17Rik,Tnfsf12,Sema5a,Mettl3,Htra2,Rab21,Stk11,Elk3,Ubr5,Sppl2a
Ptk2,Slc6a6,Ahsa1,Sgsm2,Laptm4b,Acin1,Frmd4b,Tmem19,Cirbp,Lrriq1,Hhla1,Zc3h8
Ly6c1,Brpf1,Tshr,Tnfaip1,Wdr67,1700129C05Rik,Foxp1,Thap2,Ndufs7,Tmtc2,Fam135b,Slc4a11
Gm10238,Creld1,Calm1,Ccl6,Rnf139,Rhobtb2,Rad18,Cnot2,Plk5,Zdhhc17,Eif2c2,Ovol2
Dgat1,Irak2,Serpina3n,Ypel2,Dennd3,Slc39a14,Wbp11,Rab3ip,Dot1l,Slc35e3,Tob2,Thbd
St13,Chd4,Tcl1b4,Sp2,Bai1,Pabpc4,Slco1a4,Lyz2,Sppl2b,Slc16a7,Naga,Elmo2
Pacsin2,Pdk4,4933433P14Rik,Mpp2,H1f0,Slitrk6,Zfp28,Lyz1,Zbtb7a,Mbd6,Slc38a2,Bcas1
Mcat,Zfp467,Tnfaip2,Abca9,Tef,Stk24,Eml2,Cpsf6,Mfsd12,Gpr182,Hdac7,Pmepa1
Chkb,Inmt,Klc1,Adcy3,Parvb,Slc15a1,Gpr4,Cand1,Zfp873,Myl6,Senp1,Dido1
Arsa,Lrig1,Zfyve21,Dact1,Atxn10,Plcxd3,Zfp180,Srgap1,Tcp11l2,Ikzf4,Fmnl3,Nkain4
Mcrs1,Cidec,Aspg,4933426M11Rik,Gramd4,Fyb,Paf1,Usp15,Polr3b,Rdh5,Dgcr6,Tbl1xr1
Racgap1,Bhlhe41,A530016L24Rik,Flrt2,Fam19a5,Fam134b,Dbp,Slc16a7,Rfx4,Olfr825,Cldn5,4932438A13Rik
Cela1,Cyp2b10,Crip2,Eml1,Panx2,Eny2,Mesp2,Mars,Ric8b,Pik3ip1,Rtp4,Fgf2
Zfp174,Gm4884,Ubxn2a,Klhl29,Klhdc7b,Wdr67,Fzd4,Erbb3,Timp3,Selm,Ccdc50,Hspa4l
Hmox2,Car11,Ywhaq,Lpin1,Smarcd1,Rnf139,Me3,Dgka,BC030307,Sec14l4,Hspbap1,Mme
Mgrn1,Dbp,Hbp1,Zbed4,Mettl7a1,Hsf1,P4ha3,Mettl7b,Nup37,Sec14l3,Parp9,Iqcj
Mettl22,Lysmd4,Prkar2b,Heatr5a,Letmd1,Micall1,Olfr657,Pik3ip1,Ccdc53,Rnf215,Rabl3,Clk2
Cldn5,Sema4b,Bzw2,Zfyve26,Acvr1b,Tef,Fus,Gatsl3,Cdk17,Ascc2,B4galt4,S100a16
Rtp4,Gab2,Gm889,Sel1l,Tenc1,Srebf2,Psmd13,Rhbdd3,Lta4h,Nipsnap1,Gcsam,Txnip
Tfrc,Pak1,Nova1,Cinp,AW549877,Ppara,Ifitm1,Aebp1,Hal,Rasl10a,Filip1l,Csde1
Osbpl11,Ucp3,Strn3,Inhba,Nipbl,Gramd4,Tmem80,Igfbp1,Tmcc3,Ykt6,Itsn1,Slc16a1
Rabl3,Wee1,Egln3,Jarid2,43165,Creld2,Zscan18,Spred2,4732465J04Rik,Spred2,Bace2,Rhoc
Lrrc58,Arntl,Dnaaf2,Habp4,Rrm2b,CN725425,Sae1,Xpo1,Btg1,Tmem17,Txndc11,Arhgap29
Gsk3b,Fus,Six1,Arrdc3,Sybu,Muc19,Apoe,Cpeb4,B530045E10Rik,Pus10,Fgd4,Abca4
Spice1,Kndc1,Vti1b,Cetn3,Samd12,Ptger4,Kirrel2,Nsg2,Kitl,Gm6899,Slc25a1,Pitx2
Myh15,Cyp2e1,Zfp36l1,Serf1,Enpp2,Pdzd2,Lsr,Hba-a1,Nap1l1,Gm9972,Parl,Syde2
Robo1,Tspan4,Zfyve1,Net1,Atad2,Mtss1,Pdcd5,Kcnmb1,Ptprb,C1qtnf2,Fbxo40,Fndc3b
N6amt1,Muc5b,Pnma1,Pgbd1,Cyp11b2,Fam84b,Folh1,Ccnjl,Il22,Ccnjl,Arhgap31,Ufm1
Clic6,Leng1,Abcd4,Tubb2b,Ly6c1,Adcy8,Olfr675,Clint1,Llph,Rnf145,Qtrtd1,Kpna4
Ripply3,Bckdha,1110018G07Rik,Ccdc90a,Myh9,Sla,Cyb5r2,Med7,Avpr1a,Med7,Atp6v1a,Ubl4b
Ttc3,Hnrnpul1,Prox2,Cxcl14,Foxred2,Ly6c1,Tmem41b,Trim7,Ctdsp2,Timd4,Nxpe3,Dnajb4
Ppl,Fxyd5,Acyp1,Ctsq,4933432B09Rik,Tmem184b,Rpl7a,Ifi47,Mettl1,Trim7,Nit2,Ndufaf4
Tmem186,Scn1b,Ism2,Zcchc24,Ldoc1l,Csnk1e,Zkscan2,3010026O09Rik,Dctn2,Olfr1382,Crybg3,Nfx1
Emp2,Gramd1a,Snw1,Adcy4,Cerk,Poldip3,Fgfr2,Hnrnph1,Sdr9c7,Mgat4b,Nsun3,Ccl19
Dexi,Kctd15,Itpk1,Myo10,Brd1,Pacsin2,Stk32c,Ppp2ca,Prim1,Agxt2l2,Nrip1,Car9
Litaf,Dpy19l3,Asb2,4930548G14Rik,Fam116b,Alg12,E030019B06Rik,9530068E07Rik,Apon,Nhp2,Adamts1,Glipr2
2310008H04Rik,Lrrk1,Serpina3c,Nov,Lass5,Mapk12,Spaca7,Zcchc10,Stat2,D930048N14Rik,Adamts5,1700055D18Rik
Abcc5,Tsku,Idi1,Hsf1,Lima1,Arsa,Dusp26,P4ha2,Cs,Gm9945,Dscr3,Col15a1
Clcn2,Dgat2,Vmn1r195,Zc3h7b,Slc11a2,Zcrb1,Gm10709,Olfr314,Smarcc2,P4ha2,Erg,Tmem53
Dirc2,Lyve1,Hist1h1c,Pced1b,Spryd3,Rarg,Jund,Map2k3,Mmp19,Fnip1,Synj2,Med8
Cd200,Dnahc3,Tmem170b,Dazap2,Rbfox1,Calcoco1,Mt2,B9d1,Sarnp,Gpx3,Rps6ka2,Fhl3
Phldb2,Cog7,Hivep1,Vdr,Mkl2,Rbfox1,Gpr56,Tmem220,Olfr774,Slc36a1,Sod2,Rnf19b
Dzip3,Sirt3,Edn1,Csrnp2,Prkdc,1810013L24Rik,Bcmo1,Sco1,Olfr808,Larp1,Dcpp2,Slc9a1
5330426P16Rik,Evi5l,Gmpr,Tfcp2,Ccdc74a,Ppm1f,Letm2,Slc25a35,Olfr822,Olfr313,Abca3,Paqr7
Alcam,Frem3,Aspn,Glycam1,Tctex1d2,Cldn5,Tnks,Ctc1,Esr1,Btnl10,Ccdc154,Eif4g3
Atp5j,Ucp1,Cks2,Dvl3,Tfrc,Fam43a,Dlc1,Per1,Mthfd1l,Hist3h2a,Fance,Zbtb17
Ltn1,Herpud1,Unc5a,Mina,Mina,Osbpl11,Snx25,Mgl2,6530403G13Rik,Lrrc48,Pim1,Mthfr
Gtf2h5,Khdrbs1,Fgfr4,Slc5a3,Gps1,Hcls1,Tmem59l,Rnf167,Tab2,Map2k3,Cyp4f16,Srm
Tulp4,Pdp2,Ntrk2,Emp2,N6amt1,Lrrc58,Unc13a,Rpain,Sash1,Aldh3a1,Zfp563,Tox
Tcp1,Tmco7,Dapk1,Slc7a4,Ifnar2,Slc5a3,4921524J17Rik,Mis12,Rab32,Fam83g,Ppp1r18,Osgin2
Riok2,Vat1l,0610007P08Rik,Pla1a,Kcne2,Morc3,Ces1c,Xaf1,Pex3,Rcvrn,Supt3h,2610029I01Rik
Zfp54,Rhou,Zfp369,Rwdd2b,Emp2,Emp2,Pllp,Ube2g1,Heca,Slc25a35,Btg3,Ankrd6
Zfp53,Xab2,Zfp87,Urb1,Tekt5,Litaf,Zfp319,Olfr20,3110003A17Rik,Per1,Clip4,B4galt1
3110052M02Rik,Agpat6,BC048507,Rnaset2b,Dnm1l,Fgd4,Ctrl,1300001I01Rik,Ccdc28a,Kcnab3,Crim1,Trim14
Abca3,Adrb3,Ccnh,Vmn1r226,Spag6,Sdf2l1,Slc7a5,Mettl16,Pde7b,Sat2,Pkdcc,Tmem245
Clcn7,Dlc1,Lhfpl2,Prss34,Prodh,Prodh,2310022B05Rik,Tsr1,Eya4,Cldn7,Ezr,Bnc2
Syngap1,Pkn1,Zfp366,Zbtb22,Abcc5,Abcc5,Pdgfd,Smyd4,Enpp1,Gltpd2,Thbs2,Zyg11b
Cdkn1a,Tox3,Fgf10,Plcl2,Ehhadh,Fbxo40,Mmp13,Blmh,Enpp3,Mis12,Prss41,Szt2
Tap1,Fbxo31,Pfkp,Ttc7,Apod,Nr1i2,Chordc1,Coro6,L3mbtl3,Xaf1,Fkbp5,AA415398
BC051142,Mvd,Prl2c2,Tpm4,Lrrc33,Dzip3,Srpr,Tlcd1,Hint3,Atp2a3,Mdga1,Sesn2
Abhd16a,Taf1d,Stard3nl,Akap8l,Upk1b,5330426P16Rik,Olfr911-ps1,Rab34,Rnf217,Camkk1,Brd4,Tmem57
H2-Q4,Ldlr,Sox4,Hsp90ab1,Zdhhc23,Crybg3,Pvrl1,Aldoc,Rwdd1,P2rx5,Zfp799,Nbl1
H2-Q6,Zfp872,Cdkal1,Nfya,Nit2,Nsun3,Mcam,Nos2,Nt5dc1,1300001I01Rik,Hnrnpm,Rbp7
H2-Q7,Prdm10,Uqcrfs1,Plin3,Nsun3,Rcan1,Slc35f2,Adap2,Marcks,Rilp,C2,Slc25a33
2410017I17Rik,Olfr920,Nrn1,Hnrnpa1,Adamts1,Hlcs,Ube2s,Psmd11,2010001E11Rik,Slc43a2,Rftn1,Per3
Olfr118,Hspa8,Adtrp,Klhl14,Cldn8,Arid1b,Stra6,Slfn4,G630090E17Rik,Inpp5k,Nudt12,Clrn2
Zfp318,Usp2,Dtnbp1,Celf4,Synj1,Synj2,Hexa,Wfdc17,Ccdc162,Myo1c,Twsg1,Srd5a3
2310039H08Rik,Arhgap20,Hspb1,Spata24,Prdm15,Vmn2r90,Gm5919,Hnf1b,Cep57l1,Timm22,Ptprm,Slc4a4
Usp49,Edc3,Atxn1,Hbegf,Mpc1,Cdkn1a,Plscr4,Bcas3,Armc2,Tusc5,Lrrc30,Cdc7
Trip10,Clpx,Nfil3,Dpysl3,Zfp54,Zfp952,Dalrd3,Trim37,Lace1,Ssh2,Tgif1,Pigg
Zfp161,Leo1,H2afy,Spire1,Zfp760,Zbtb22,Cspg5,Supt4h1,D630037F22Rik,Coro6,Map4k3,Fbxo21
Fam82a1,Snrk,Ctla2b,Unc93b1,Gng13,Rgl2,Itga9,Bzrap1,43353,BC017647,Slc8a1,Gatsl2
Epcam,Birc3,Zfp874a,Glyat,Mslnl,Ier3,Entpd3,Mks1,Oit3,Adap2,Kpna2,Wbscr27
Tfb1m,Hephl1,Vcan,Il33,C130040N14Rik,Olfr110,Fat3,Cuedc1,Ccdc109a,Rhbdl3,Zeb1,Por
Wfikkn1,Tuba1b,Iqgap2,Plce1,Zbtb22,Rcan2,Rab3d,Ankrd40,Ddit4,Lig3,4921524L21Rik,Lmtk2
Itfg3,St3gal4,Ncf2,Mxi1,Abhd16a,Med20,Anln,Slc35b1,Anapc16,Slfn5,Gm5501,Rasl11a
Hnrnpm,Chst2,Parp8,Dpf2,Zfp57,1700067P10Rik,Acad8,Spop,Slc29a3,Bcas3,Pcdhb18,Cldn12
Angptl4,Srprb,2410127L17Rik,Tle4,2310039H08Rik,Man2a1,St3gal4,Gm53,Sgpl1,Tbx4,Cep192,Steap2
H2-K1,Tex264,Abhd6,Atad1,Ppp4r1,Zfp161,Dcps,Cbx1,2510003E04Rik,Tubd1,Acaa2,Gnai1
Hspa1a,Lonrf3,Ptprg,Opalin,Ypel5,Rasgrp3,1110032A03Rik,Scrn2,Ado,Rnf43,Cyb5,Spon2
H2-M10.4,Mcts1,Olfr721-ps1,Sfrp5,Slc30a6,Eml4,Paqr5,Mrpl10,Ube2d1,Supt4h1,Npc1,Wdr1
Slc25a27,Gabrq,2310021P13Rik,4930426L09Rik,Vit,Mta3,Slc17a5,Erbb2,Cisd1,Trim25,Nr3c1,Lcorl
Hsp90ab1,Med12,Dnahc12,Ak8,Pja2,Amd1,Col12a1,Thra,1110038D17Rik,Chad,Adrb2,Clock
Ubr2,Bhlhb9,Lrtm1,Cstad,Kctd5,Serac1,Impg1,Igfbp4,Ddt,Mrpl27,Alpk2,Rassf6
Pot1b,Tmem164,Ptpn20,Ssfa2,Dnase1l2,Slc22a3,Trpc1,Fkbp10,Gstt3,Col1a1,Ptpn2,Gbp6
Sh3gl1,Rragb,Gdf10,Lrp4,Haghl,Fpr-rs7,Ccrl2,G6pc,Smarcb1,Fam117a,Cfl1,Crlf2
Plin4,Pqbp1,Cgrrf1,BC052040,Decr2,Tnfrsf12a,Stt3b,Tmem106a,Pcnt,Gngt2,Ehd1,Auts2
Acsbg2,Apln,Mmp14,Spred1,2900010M23Rik,Paqr4,Ccr5,Arl4d,Col18a1,Ttll6,Macrod1,Gtf2i
Txndc2,Las1l,Il17d,Thbs1,Mtch1,Tbc1d24,Rp2h,Hexim1,Adarb1,Hoxb5,Lrrn4cl,Clip2
