LDLEAF,LDM,LDVA,SDLEAF,SDM,SDVA
AT3G09500,AT1G28290,,AT3G12740,AT1G54130,AT5G57130
AT3G09690,AT1G28330,,AT3G12760,AT1G54690,AT5G57170
AT3G09735,AT1G28340,,AT3G12770,AT1G55690,AT5G57190
AT3G09820,AT1G28350,,AT3G12780,AT1G55810,AT5G57490
AT3G10060,AT1G28390,,AT3G12810,AT1G55820,AT5G57630
AT3G10300,AT1G28670,,AT3G12930,AT1G55910,AT5G57655
AT3G10500,AT1G28680,,AT3G13000,AT1G56090,AT5G57660
AT3G10600,AT1G28730,,AT3G13030,AT1G56280,AT5G57870
AT3G10700,AT1G29350,,AT3G13060,AT1G56290,AT5G58110
AT3G10740,AT1G29370,,AT3G13080,AT1G56330,AT5G58120
AT3G10920,AT1G30120,,AT3G13180,AT1G56670,AT5G58140
AT3G10970,AT1G30370,,AT3G13200,AT1G57620,AT5G58220
AT3G11090,AT1G30410,,AT3G13220,AT1G58060,AT5G58240
AT3G11210,AT1G30500,,AT3G13222,AT1G58160,AT5G58250
AT3G11220,AT1G30520,,AT3G13225,AT1G58350,AT5G58290
AT3G11250,AT1G30820,,AT3G13350,AT1G58440,AT5G58330
AT3G11510,AT1G30830,,AT3G13450,AT1G59700,AT5G58350
AT3G11670,AT1G31120,,AT3G13460,AT1G60590,AT5G58440
AT3G12280,AT1G31150,,AT3G13470,AT1G61250,AT5G58480
AT3G12360,AT1G31220,,AT3G13490,AT1G61730,AT5G58575
AT3G12370,AT1G31500,,AT3G13510,AT1G61740,AT5G58800
AT3G12380,AT1G31710,,AT3G13580,AT1G61800,AT5G58950
AT3G12490,AT1G31817,,AT3G13672,AT1G61850,AT5G59000
AT3G12540,AT1G31850,,AT3G13710,AT1G61960,AT5G59030
AT3G12670,AT1G31970,,AT3G13740,AT1G62180,AT5G59260
AT3G12700,AT1G32080,,AT3G13750,AT1G62380,AT5G59440
AT3G12710,AT1G32220,,AT3G13790,AT1G62710,AT5G59480
AT3G13030,AT1G32500,,AT3G13800,AT1G62810,AT5G59520
AT3G13062,AT1G33080,,AT3G13870,AT1G63000,AT5G59600
AT3G13065,AT1G33140,,AT3G13880,AT1G63460,AT5G59800
AT3G13080,AT1G33230,,AT3G13920,AT1G63680,AT5G59820
AT3G13220,AT1G33250,,AT3G14000,AT1G63855,AT5G59860
AT3G13320,AT1G33265,,AT3G14010,AT1G64230,AT5G59910
AT3G13460,AT1G33680,,AT3G14020,AT1G64780,AT5G59920
AT3G13550,AT1G34220,,AT3G14067,AT1G64900,AT5G60120
AT3G13770,AT1G34360,,AT3G14100,AT1G65840,AT5G60230
AT3G14000,AT1G34550,,AT3G14130,AT1G65870,AT5G60540
AT3G14020,AT1G35400,,AT3G14150,AT1G65950,AT5G60600
AT3G14100,AT1G35410,,AT3G14205,AT1G66320,AT5G60680
AT3G14170,AT1G43190,,AT3G14230,AT1G66670,AT5G60750
AT3G14230,AT1G43650,,AT3G14240,AT1G66680,AT5G60790
AT3G14400,AT1G43890,,AT3G14310,AT1G67300,AT5G60800
AT3G14450,AT1G43910,,AT3G14390,AT1G67660,AT5G60820
AT3G14620,AT1G44100,,AT3G14410,AT1G67900,AT5G60850
AT3G15030,AT1G45160,,AT3G14420,AT1G67960,AT5G60860
AT3G15080,AT1G46554,,AT3G14440,AT1G67970,AT5G60980
AT3G15660,AT1G47550,,AT3G14570,AT1G68190,AT5G61020
AT3G15680,AT1G48100,,AT3G14590,AT1G68220,AT5G61260
AT3G15750,AT1G48210,,AT3G14600,AT1G68230,AT5G61310
AT3G16110,AT1G48320,,AT3G14630,AT1G68560,AT5G61380
AT3G16140,AT1G48350,,AT3G14640,AT1G68610,AT5G61440
AT3G16175,AT1G49170,,AT3G14730,AT1G68620,AT5G61500
AT3G16260,AT1G49350,,AT3G14770,AT1G68650,AT5G61590
AT3G16290,AT1G49390,,AT3G14790,AT1G68960,AT5G61820
AT3G16310,AT1G49520,,AT3G14810,AT1G69020,AT5G61830
AT3G16340,AT1G49620,,AT3G14840,AT1G69070,AT5G61910
AT3G16520,AT1G49650,,AT3G14860,AT1G69180,AT5G61960
AT3G16690,AT1G49720,,AT3G14930,AT1G69270,AT5G62020
AT3G16720,AT1G49990,,AT3G14960,AT1G69310,AT5G62040
AT3G16950,AT1G50055,,AT3G14980,AT1G69370,AT5G62130
AT3G17170,AT1G50380,,AT3G14990,AT1G69490,AT5G62190
AT3G17320,AT1G50720,,AT3G15040,AT1G69520,AT5G62200
AT3G17330,AT1G51160,,AT3G15080,AT1G69900,AT5G62380
AT3G17770,AT1G51200,,AT3G15090,AT1G70210,AT5G62430
AT3G17800,AT1G51260,,AT3G15150,AT1G70310,AT5G62540
AT3G17840,AT1G51560,,AT3G15190,AT1G70410,AT5G62580
AT3G18165,AT1G51810,,AT3G15210,AT1G70430,AT5G62600
AT3G18215,AT1G52590,,AT3G15352,AT1G70450,AT5G62620
AT3G18230,AT1G52710,,AT3G15355,AT1G70980,AT5G62680
AT3G18295,AT1G52800,,AT3G15360,AT1G71260,AT5G62890
AT3G18460,AT1G52980,,AT3G15380,AT1G71800,AT5G62920
AT3G18550,AT1G53240,,AT3G15420,AT1G71810,AT5G62930
AT3G18620,AT1G53510,,AT3G15570,AT1G72030,AT5G63110
AT3G18680,AT1G53870,,AT3G15580,AT1G72416,AT5G63180
AT3G18770,AT1G55070,,AT3G15590,AT1G72500,AT5G63190
AT3G18830,AT1G55350,,AT3G15620,AT1G72880,AT5G63280
AT3G19170,AT1G55360,,AT3G15690,AT1G72900,AT5G63410
AT3G19270,AT1G55420,,AT3G15710,AT1G73170,AT5G63420
AT3G19440,AT1G55520,,AT3G15730,AT1G73230,AT5G63620
AT3G19470,AT1G55530,,AT3G15850,AT1G73270,AT5G63700
AT3G19480,AT1G56170,,AT3G15870,AT1G73380,AT5G63760
AT3G20090,AT1G56280,,AT3G15890,AT1G73870,AT5G63780
AT3G20120,AT1G56300,,AT3G15920,AT1G74670,AT5G63800
AT3G20510,AT1G56720,,AT3G15970,AT1G74850,AT5G63810
AT3G20790,AT1G57630,,AT3G16080,AT1G74910,AT5G63840
AT3G20860,AT1G57770,,AT3G16140,AT1G75210,AT5G63850
AT3G21140,AT1G58200,,AT3G16175,AT1G75280,AT5G63920
AT3G21460,AT1G58440,,AT3G16180,AT1G75370,AT5G63960
AT3G21470,AT1G58590,,AT3G16250,AT1G75450,AT5G63990
AT3G21760,AT1G58848,,AT3G16310,AT1G75540,AT5G64000
AT3G21870,AT1G59760,,AT3G16340,AT1G75750,AT5G64040
AT3G22420,AT1G59910,,AT3G16370,AT1G76080,AT5G64050
AT3G22670,AT1G60090,,AT3G16380,AT1G76140,AT5G64120
AT3G22760,AT1G60530,,AT3G16520,AT1G76520,AT5G64250
AT3G22830,AT1G61160,,AT3G16565,AT1G76570,AT5G64400
AT3G23020,AT1G61250,,AT3G16630,AT1G76610,AT5G64420
AT3G23200,AT1G61380,,AT3G16640,AT1G76760,At5g64570
AT3G23530,AT1G61420,,AT3G16730,AT1G76880,AT5G64700
AT3G23633,AT1G61740,,AT3G16740,AT1G77090,AT5G64813
AT3G23920,AT1G61790,,AT3G16770,AT1G77590,AT5G64840
AT3G23990,AT1G61795,,AT3G16850,AT1G77650,AT5G64860
AT3G24180,AT1G62180,,AT3G16900,AT1G77670,AT5G64940
AT3G24420,AT1G62640,,AT3G16950,AT1G77680,AT5G64950
AT3G24760,AT1G62710,,AT3G17000,AT1G77930,AT5G65010
AT3G25040,AT1G62750,,AT3G17020,AT1G78060,AT5G65040
AT3G25160,AT1G63000,,AT3G17040,AT1G78210,AT5G65140
AT3G25770,AT1G63090,,AT3G17070,AT1G78290,AT5G65380
AT3G25890,AT1G63110,,AT3G17130,AT1G78580,AT5G65600
AT3G25910,AT1G63260,,At3g17185,AT1G78600,AT5G65650
AT3G26180,AT1G63800,,AT3G17210,AT1G78660,AT5G65670
AT3G26210,AT1G63830,,AT3G17280,AT1G78740,AT5G65720
AT3G26310,AT1G64185,,AT3G17300,AT1G78840,AT5G65740
AT3G26670,AT1G64470,,AT3G17310,AT1G79350,AT5G65760
AT3G26700,AT1G64640,,AT3G17340,AT1G79530,AT5G65930
AT3G26840,AT1G64760,,AT3G17370,AT1G79550,AT5G65950
AT3G27000,AT1G64960,,AT3G17390,AT1G79700,AT5G65970
AT3G27070,AT1G65040,,AT3G17410,AT1G79940,AT5G66070
AT3G27170,AT1G65180,,AT3G17440,AT1G79990,AT5G66160
AT3G27540,AT1G65190,,AT3G17450,AT1G80420,AT5G66170
AT3G27690,AT1G65520,,AT3G17465,AT1G80560,AT5G66180
AT3G28290,AT1G65620,,AT3G17480,AT1G80600,AT5G66190
AT3G28430,AT1G66180,,AT3G17510,AT1G80640,AT5G66280
AT3G28640,AT1G66240,,AT3G17590,AT1G80770,AT5G66380
AT3G28740,AT1G66410,,AT3G17609,AT2G01190,AT5G66420
AT3G28880,AT1G66760,,AT3G17611,AT2G01422,AT5G66460
AT3G28920,AT1G67280,,AT3G17640,AT2G02030,AT5G66530
AT3G29010,AT1G67290,,AT3G17650,AT2G02400,AT5G66560
AT3G29670,AT1G67470,,AT3G17660,AT2G03230,AT5G66562
AT3G30380,AT1G67510,,AT3G17700,AT2G03340,AT5G66650
AT3G30775,AT1G67580,,AT3G17800,AT2G03480,AT5G66675
AT3G42860,AT1G67730,,AT3G17810,AT2G03560,AT5G66680
AT3G43440,AT1G67900,,AT3G17910,AT2G04190,AT5G66760
AT3G43590,AT1G67960,,AT3G17940,AT2G04240,AT5G66770
AT3G43670,AT1G67970,,AT3G17970,AT2G04750,AT5G66840
AT3G44060,AT1G68050,,AT3G18030,AT2G04880,AT5G66880
AT3G44110,AT1G68130,,AT3G18035,AT2G05220,AT5G67030
AT3G44790,AT1G68400,,AT3G18040,AT2G05440,AT5G67140
AT3G45630,AT1G68570,,AT3G18160,AT2G05810,AT5G67190
AT3G45970,AT1G68820,,AT3G18215,AT2G06530,AT5G67220
AT3G46440,AT1G69310,,AT3G18230,At2g07685,AT5G67240
AT3G46614,AT1G69360,,AT3G18320,At2g07686,AT5G67270
AT3G46920,AT1G69370,,AT3G18370,At2g07736,AT5G67320
AT3G46980,AT1G69530,,AT3G18390,AT2G13150,AT5G67360
AT3G47340,AT1G69570,,AT3G18420,AT2G13360,AT5G67380
AT3G47350,AT1G69640,,AT3G18440,AT2G13440,AT5G67420
AT3G47360,AT1G69740,,AT3G18480,AT2G14100,At5g67460
AT3G47380,AT1G70210,,AT3G18490,AT2G15230,AT5G67480
AT3G47490,AT1G70518,,AT3G18500,AT2G15900,AT5G67490
AT3G47540,AT1G70640,,AT3G18600,AT2G15970,AT5G67520
AT3G47610,AT1G70730,,AT3G18680,AT2G16090,AT5G67560
AT3G47750,AT1G70810,,AT3G18740,AT2G16640,AT5G67600
AT3G47800,AT1G71090,,AT3G18750,AT2G16700,ATCG00065
AT3G48000,AT1G71350,,AT3G18770,AT2G16710,ATCG00740
AT3G48100,AT1G71520,,AT3G18780,AT2G16750,ATCG00820
AT3G48140,AT1G71530,,AT3G18820,AT2G16860,ath-MIR156d
AT3G48310,AT1G71696,,AT3G18830,AT2G17190,ath-MIR157a
AT3G48570,AT1G71880,,AT3G18850,AT2G17230,ath-MIR160a
AT3G48730,AT1G72070,,AT3G18860,AT2G17280,ath-MIR160c
AT3G48780,AT1G72150,,AT3G18870,AT2G17340,ath-MIR164c
AT3G48790,AT1G72160,,AT3G18890,AT2G17520,ath-MIR169a
AT3G48990,AT1G72450,,AT3G18930,AT2G17695,ath-MIR169h
AT3G49010,AT1G72500,,AT3G18940,AT2G17900,ath-MIR169l
AT3G49330,AT1G72740,,AT3G18980,AT2G18040,ath-MIR399c
AT3G49500,AT1G72900,,AT3G18990,AT2G18160,ath-MIR408
AT3G49560,AT1G73180,,AT3G19100,AT2G18220,ath-MIR777
AT3G49650,AT1G73200,,AT3G19130,AT2G18350,ath-MIR825
AT3G50010,AT1G73530,,AT3G19170,AT2G18840,ath-MIR828
AT3G50120,AT1G73630,,AT3G19190,AT2G19450,ath-MIR863
AT3G50210,AT1G73980,,AT3G19230,AT2G19480,ATMG00130
AT3G50270,AT1G74070,,AT3G19260,AT2G19780,ATMG00670
AT3G50500,AT1G74200,,AT3G19270,AT2G19830,ATMG00720
AT3G50740,AT1G74330,,AT3G19350,AT2G19860,ATMG00740
AT3G50830,AT1G74410,,AT3G19380,AT2G19910,ATMG00910
AT3G50850,AT1G74520,,AT3G19420,AT2G20050,ATMG01120
AT3G51220,AT1G74890,,AT3G19480,AT2G20280,ATMG01180
AT3G51240,AT1G75220,,AT3G19520,AT2G20290,AT1G01050
AT3G51400,AT1G75340,,AT3G19570,AT2G20616,AT1G01300
AT3G51430,AT1G75370,,AT3G19580,AT2G20635,AT1G01320
AT3G52720,AT1G75410,,AT3G19630,AT2G20750,AT1G01340
AT3G52930,AT1G75460,,AT3G19680,AT2G20940,AT1G01370
AT3G53110,AT1G75660,,AT3G19720,AT2G21130,AT1G01390
AT3G53170,AT1G76080,,AT3G19740,AT2G21410,AT1G01620
AT3G53180,AT1G76100,,AT3G19760,AT2G21530,AT1G01650
AT3G53250,AT1G76110,,AT3G19840,AT2G21790,AT1G01670
AT3G53680,AT1G76350,,AT3G19910,AT2G21920,AT1G01720
AT3G53700,AT1G76390,,AT3G19930,AT2G22125,AT1G01740
AT3G53720,AT1G76490,,AT3G19960,AT2G22240,AT1G01800
AT3G53890,AT1G76670,,AT3G19970,AT2G22400,AT1G01920
AT3G53950,AT1G76730,,AT3G19980,AT2G22620,AT1G01970
AT3G53990,AT1G76790,,AT3G20000,AT2G23000,AT1G02100
AT3G54230,AT1G77090,,AT3G20040,AT2G25470,AT1G02260
AT3G54280,AT1G77260,,AT3G20050,AT2G25800,AT1G02680
AT3G54460,AT1G77770,,AT3G20200,AT2G25850,AT1G02770
AT3G54510,AT1G77800,,AT3G20240,AT2G26170,AT1G02820
AT3G54540,AT1G77950,,AT3G20330,AT2G26200,AT1G02920
AT3G54850,AT1G78140,,AT3G20410,AT2G26240,AT1G03070
AT3G54890,AT1G78240,,AT3G20440,AT2G26470,AT1G03210
AT3G54910,AT1G78380,,AT3G20510,AT2G26890,AT1G04110
AT3G55010,AT1G78460,,AT3G20550,AT2G26930,AT1G04130
AT3G55020,AT1G78510,,AT3G20680,AT2G27070,AT1G04360
AT3G55110,AT1G78660,,AT3G20790,AT2G27500,AT1G04410
AT3G55430,AT1G78870,,AT3G20800,AT2G27770,AT1G04540
AT3G55580,AT1G78920,,AT3G20820,AT2G27820,AT1G04820
AT3G55630,AT1G78980,,AT3G20830,AT2G27920,AT1G04860
AT3G56000,AT1G79050,,AT3G20860,AT2G28360,AT1G05010
AT3G56050,AT1G79280,,AT3G20920,AT2G28470,AT1G05160
AT3G56060,AT1G79340,,AT3G20930,AT2G28660,AT1G05520
AT3G56080,AT1G79400,,AT3G21090,AT2G28850,AT1G05730
AT3G56090,AT1G79540,,AT3G21100,AT2G29360,AT1G05830
AT3G56310,AT1G79560,,AT3G21110,AT2G29430,AT1G05840
AT3G56430,AT1G79930,,AT3G21140,AT2G29680,AT1G06110
AT3G56940,AT1G79980,,AT3G21150,AT2G29690,AT1G06260
AT3G57020,AT1G80030,,AT3G21170,AT2G29910,AT1G06830
AT3G57410,AT1G80270,,AT3G21175,AT2G29960,AT1G07050
AT3G57580,AT1G80750,,AT3G21215,AT2G30105,AT1G07350
AT3G57660,AT1G80780,,AT3G21250,AT2G30150,AT1G07370
AT3G57680,AT1G80880,,AT3G21260,AT2G30440,AT1G07400
AT3G57710,AT2G01170,,AT3G21280,AT2G30790,AT1G07440
AT3G57740,AT2G01190,,AT3G21350,AT2G30945,AT1G07520
AT3G57880,AT2G01290,,AT3G21360,AT2G31050,AT1G07750
AT3G58020,AT2G01630,,AT3G21390,AT2G31190,AT1G07890
AT3G58180,AT2G01830,,AT3G21540,AT2G31360,AT1G08560
AT3G58570,AT2G01970,,AT3G21640,AT2G31560,AT1G08590
AT3G58820,AT2G02080,,AT3G21650,AT2G31740,AT1G08790
AT3G59020,AT2G02710,,AT3G21670,AT2G31790,AT1G08930
AT3G59100,AT2G02740,,AT3G21750,AT2G31902,AT1G09010
AT3G59110,AT2G03150,,AT3G21760,AT2G31955,AT1G09200
AT3G59140,AT2G03160,,AT3G21770,AT2G31970,AT1G09750
AT3G59210,AT2G03240,,AT3G21790,AT2G31980,AT1G09940
AT3G59260,AT2G03340,,AT3G21860,AT2G31990,AT1G09960
AT3G59280,AT2G03820,,AT3G21870,AT2G32090,AT1G10200
AT3G59400,AT2G04740,,AT3G21970,AT2G32100,AT1G10210
AT3G59600,AT2G05140,,AT3G22110,AT2G32160,AT1G10400
AT3G59750,AT2G05790,,AT3G22142,AT2G32390,AT1G10410
AT3G59820,AT2G05830,,AT3G22150,AT2G32500,AT1G10450
AT3G60120,AT2G06000,,AT3G22190,AT2G32520,AT1G10500
AT3G60190,AT2G06050,,AT3G22200,AT2G32550,AT1G10600
AT3G60620,AT2G07340,,AT3G22290,AT2G32560,AT1G10850
AT3G60750,At2g07677,,AT3G22300,AT2G32700,AT1G10910
AT3G60780,At2g07706,,AT3G22310,AT2G32710,AT1G10960
AT3G61060,AT2G07718,,AT3G22330,AT2G32730,AT1G11170
AT3G61113,At2g07736,,AT3G22440,AT2G32810,AT1G11190
AT3G61130,AT2G07755,,AT3G22450,AT2G33600,AT1G11460
AT3G61150,AT2G12480,,AT3G22460,AT2G34090,AT1G11545
AT3G61310,AT2G13360,,AT3G22540,AT2G34200,AT1G11780
AT3G61480,AT2G14170,,AT3G22680,AT2G34380,AT1G11970
AT3G61580,AT2G14880,,AT3G22730,AT2G34390,AT1G12230
AT3G61610,AT2G15110,,AT3G22780,AT2G34440,AT1G12360
AT3G61640,AT2G15280,,AT3G22790,AT2G34660,AT1G12460
AT3G61750,AT2G15690,,AT3G22860,AT2G35030,AT1G12520
AT3G61810,AT2G15710,,AT3G22890,AT2G35120,AT1G12580
AT3G62110,AT2G15900,,AT3G22900,AT2G35500,AT1G12710
AT3G62120,AT2G16440,,AT3G22960,AT2G35620,AT1G12730
AT3G62300,AT2G16660,,AT3G22970,AT2G35720,AT1G12880
AT3G62690,AT2G16730,,AT3G23000,AT2G36410,AT1G12890
AT3G62810,AT2G16950,,AT3G23030,AT2G36790,AT1G12930
AT3G62930,AT2G17040,,AT3G23050,AT2G36910,AT1G13200
AT3G63010,AT2G17210,,AT3G23060,AT2G37170,AT1G13820
AT3G63370,AT2G17440,,AT3G23070,AT2G37180,AT1G13960
AT3G63400,AT2G17480,,AT3G23090,AT2G37220,AT1G14190
AT4G00100,AT2G17630,,AT3G23180,AT2G37330,AT1G14290
AT4G00150,AT2G17900,,AT3G23280,AT2G37555,AT1G14360
AT4G00550,AT2G18030,,AT3G23340,AT2G37640,AT1G14610
AT4G00660,AT2G18230,,AT3G23400,AT2G37770,AT1G14740
AT4G00755,At2g18440,,AT3G23410,AT2G37950,AT1G14850
AT4G00810,AT2G18860,,AT3G23430,AT2G39000,AT1G14920
AT4G00880,AT2G19270,,AT3G23490,AT2G39140,AT1G15125
AT4G01210,AT2G19385,,AT3G23530,AT2G39210,AT1G15700
AT4G01320,AT2G19450,,AT3G23660,AT2G39440,AT1G15870
AT4G01450,AT2G19680,,AT3G23670,AT2G39570,AT1G15950
AT4G01570,AT2G19910,,AT3G23700,AT2G39700,AT1G16150
AT4G01650,AT2G20020,,AT3G23710,AT2G39705,AT1G16900
AT4G01690,AT2G20320,,AT3G23790,AT2G39770,AT1G17180
AT4G01870,AT2G20410,,AT3G23830,AT2G39890,AT1G17370
AT4G01883,AT2G20690,,AT3G23840,AT2G39920,AT1G17520
AT4G01900,AT2G20750,,AT3G23880,AT2G39930,AT1G17560
AT4G01950,AT2G20840,,AT3G23890,AT2G40330,AT1G17580
AT4G02340,AT2G20990,,AT3G23920,AT2G40340,AT1G17680
AT4G02380,AT2G21130,,AT3G24010,AT2G40650,AT1G17960
AT4G02400,AT2G21160,,AT3G24060,AT2G40710,AT1G18335
AT4G02600,AT2G21330,,AT3G24090,AT2G40730,AT1G18370
AT4G02850,AT2G21470,,AT3G24170,AT2G40750,AT1G18440
AT4G02930,AT2G21710,,AT3G24190,AT2G40780,AT1G18600
AT4G02990,AT2G21850,,AT3G24200,AT2G40890,AT1G19140
AT4G03280,AT2G22190,,AT3G24230,AT2G41312,AT1G19715
AT4G03360,AT2G22200,,AT3G24300,AT2G41410,AT1G20030
AT4G03400,AT2G22360,,AT3G24420,AT2G41690,AT1G20090
AT4G03410,AT2G22400,,AT3G24430,AT2G41720,AT1G20610
AT4G03935,AT2G22490,,AT3G24460,AT2G42170,AT1G21440
AT4G04040,AT2G22570,,AT3G24503,AT2G42450,AT1G21580
AT4G04340,AT2G22590,,AT3G24515,AT2G42500,AT1G21730
AT4G04350,AT2G22660,,AT3G24520,AT2G42650,AT1G22330
AT4G04750,AT2G22830,,AT3G24560,AT2G42690,AT1G22370
AT4G04955,AT2G23000,,AT3G24590,AT2G42710,AT1G22690
AT4G05010,AT2G23080,,AT3G24715,AT2G42740,AT1G22730
AT4G05180,AT2G23380,,AT3G24730,AT2G42790,AT1G23200
AT4G05390,AT2G23390,,AT3G24760,AT2G43020,AT1G23870
AT4G05420,AT2G23740,,AT3G24800,AT2G43340,AT1G23880
AT4G05520,AT2G24010,,AT3G24840,AT2G43400,AT1G24800
AT4G07950,AT2G24060,,AT3G25013,AT2G43410,AT1G25230
AT4G08290,AT2G24180,,AT3G25020,AT2G43500,AT1G25280
AT4G08300,AT2G24480,,AT3G25070,AT2G43535,AT1G25370
AT4G08320,AT2G24540,,AT3G25120,AT2G43590,AT1G25470
AT4G08370,AT2G24600,,AT3G25150,AT2G43910,AT1G26160
AT4G08390,AT2G25180,,AT3G25220,AT2G43930,AT1G26190
AT4G08920,AT2G25740,,AT3G25440,AT2G44210,AT1G26770
AT4G08980,AT2G25790,,AT3G25470,AT2G44490,AT1G26790
AT4G09650,AT2G25950,,AT3G25520,AT2G44670,AT1G27130
AT4G10100,AT2G26300,,AT3G25530,AT2G44900,AT1G27160
AT4G10300,AT2G26330,,AT3G25560,AT2G45210,AT1G27920
AT4G10310,AT2G26510,,AT3G25570,AT2G45560,AT1G27930
AT4G10490,AT2G26560,,AT3G25585,AT2G46030,AT1G27960
AT4G10760,AT2G26970,,AT3G25600,AT2G46320,AT1G28110
AT4G10770,AT2G26980,,AT3G25660,AT2G46420,AT1G28350
AT4G10920,AT2G27530,,AT3G25717,AT2G46620,AT1G29070
AT4G10925,AT2G27660,,AT3G25770,AT2G46780,AT1G29100
AT4G11010,AT2G28000,,AT3G25860,AT2G46790,AT1G29300
AT4G11240,AT2G28060,,AT3G25890,AT2G46800,AT1G29395
AT4G11370,AT2G28080,,AT3G25910,AT2G47020,AT1G29785
AT4G11400,AT2G28120,,AT3G26030,AT2G47180,AT1G29930
AT4G11440,AT2G28200,,AT3G26040,AT2G47250,AT1G29970
AT4G11480,AT2G28350,,AT3G26060,AT2G47580,AT1G29980
AT4G11980,AT2G28360,,AT3G26080,AT2G47650,AT1G30400
AT4G12040,AT2G28380,,AT3G26090,AT2G47750,AT1G30410
AT4G12310,AT2G28400,,AT3G26240,AT2G48000,AT1G30620
AT4G12750,AT2G28450,,AT3G26270,AT2G48020,AT1G30820
AT4G12790,AT2G28600,,AT3G26290,AT3G01150,AT1G30825
AT4G12917,AT2G28660,,AT3G26310,AT3G01290,AT1G31320
AT4G12980,AT2G28940,,AT3G26340,AT3G01440,AT1G31800
AT4G13340,AT2G29190,,AT3G26430,AT3G01490,AT1G31970
AT4G13570,AT2G29290,,AT3G26445,AT3G01540,AT1G32230
AT4G13590,AT2G29310,,AT3G26460,AT3G01770,AT1G32330
AT4G13720,AT2G29400,,AT3G26550,AT3G02060,AT1G32500
AT4G13810,AT2G29420,,AT3G26570,AT3G02140,AT1G32560
AT4G13840,AT2G29430,,AT3G26650,AT3G02200,AT1G33040
AT4G13850,AT2G29680,,AT3G26670,AT3G02260,AT1G33080
AT4G13860,AT2G29690,,AT3G26680,AT3G02350,AT1G33330
AT4G13940,AT2G30140,,AT3G26740,AT3G02380,AT1G33400
AT4G14220,AT2G30200,,AT3G26900,AT3G02530,AT1G33470
AT4G14570,AT2G30340,,AT3G27020,AT3G02570,AT1G33615
AT4G14716,AT2G30360,,AT3G27090,AT3G03040,AT1G33700
AT4G14770,AT2G30580,,AT3G27110,AT3G03250,AT1G34220
AT4G14910,AT2G30740,,AT3G27160,AT3G03320,AT1G35720
AT4G15248,AT2G30970,,AT3G27200,AT3G04010,AT1G35910
AT4G15410,AT2G31010,,AT3G27240,AT3G04060,AT1G42540
AT4G15440,AT2G31190,,AT3G27260,AT3G04140,AT1G43700
AT4G15560,AT2G31360,,AT3G27300,AT3G04590,AT1G44835
AT4G15630,AT2G31460,,AT3G27340,AT3G04600,AT1G45248
AT4G15850,AT2G31560,,AT3G27430,AT3G04650,AT1G46480
AT4G16100,AT2G31740,,AT3G27690,AT3G04720,AT1G47790
AT4G16144,AT2G32080,,AT3G27700,AT3G04880,AT1G48210
AT4G16155,AT2G32250,,AT3G27740,AT3G05180,AT1G48240
AT4G16360,AT2G32290,,AT3G27830,AT3G05220,AT1G48320
AT4G16390,AT2G32295,,AT3G27850,AT3G05250,AT1G49220
AT4G16440,AT2G32400,,AT3G27870,AT3G05290,AT1G49230
AT4G16480,AT2G32530,,At3g27990,AT3G05320,AT1G49360
AT4G16690,AT2G32560,,AT3G28100,AT3G05400,AT1G49405
AT4G16760,AT2G32930,,AT3G28220,AT3G05420,AT1G49480
AT4G16890,AT2G33255,,AT3G28290,AT3G05630,AT1G49840
AT4G17050,AT2G33830,,AT3G28500,AT3G05820,AT1G49850
AT4G17080,AT2G34050,,AT3G28690,AT3G05880,AT1G50250
AT4G17340,AT2G34060,,AT3G28710,AT3G06250,AT1G50380
AT4G17360,AT2G34090,,AT3G28715,AT3G06330,AT1G50420
AT4G17510,AT2G34400,,AT3G28730,AT3G06380,AT1G50460
AT4G17610,AT2G34460,,AT3G28740,AT3G06483,AT1G50590
AT4G17650,AT2G35140,,AT3G28760,AT3G06580,AT1G50620
AT4G17810,AT2G35380,,AT3G28780,AT3G06720,AT1G51160
AT4G17905,AT2G35530,,AT3G28810,AT3G06920,AT1G51170
AT4G17950,AT2G35630,,AT3G28900,AT3G06980,AT1G51300
AT4G17980,AT2G36060,,AT3G28960,AT3G07030,AT1G51570
AT4G18040,AT2G36130,,AT3G28970,AT3G07050,AT1G51860
AT4G18210,AT2G36240,,AT3G29090,AT3G07060,AT1G51965
AT4G18290,AT2G36630,,AT3G29110,AT3G07185,AT1G51980
AT4G18530,AT2G36670,,AT3G29130,AT3G07310,AT1G52180
AT4G18700,AT2G36720,,AT3G29180,AT3G07430,AT1G52380
AT4G19120,AT2G36740,,AT3G29230,AT3G07570,AT1G52510
AT4G19170,AT2G36750,,AT3G29240,AT3G07630,AT1G52700
AT4G19190,AT2G36800,,AT3G29320,AT3G07670,AT1G52920
AT4G19330,AT2G36910,,AT3G29350,AT3G07700,AT1G52940
AT4G19390,AT2G36990,,AT3G29400,AT3G08020,AT1G53310
AT4G19450,AT2G37110,,AT3G29575,AT3G08860,AT1G53500
AT4G19500,AT2G37410,,AT3G29590,AT3G08890,AT1G53720
AT4G19645,AT2G37520,,AT3G29770,AT3G08947,AT1G53800
AT4G19880,AT2G37540,,AT3G33520,AT3G09220,AT1G53870
AT4G20270,AT2G37585,,AT3G42050,AT3G09540,AT1G54095
AT4G20320,AT2G37770,,AT3G42723,AT3G09820,AT1G54160
AT4G20410,AT2G38040,,AT3G42790,AT3G09880,AT1G54370
