SAMPLE2,SAMPLE6
YHL004W,YDR494W
YJR116W,YGL142C
YBR073W,YKL151C
YDR449C,YBL056W
YDL088C,YHL024W
YBR215W,YJL185C
YDR435C,YOR063W
YNL161W,YDR524C-B
YLR331C,YPL076W
YDL052C,YIL017C
YFL058W,YER044C-A
YGR295C,YJL093C
YFR031C,YLR170C
YMR144W,YCR057C
YBR084C-A,YBR287W
YDR161W,YDL033C
YER062C,YGR239C
YCR068W,YOR006C
YPR051W,YNL283C
YCR094W,YOL032W
YLR253W,YER168C
YOR285W,YMR181C
YJL001W,YOL010W
YGR068W-A,YKR022C
YLL022C,YMR318C
YGL237C,YGL078C
YHR067W,YDR492W
YOR266W,YOL114C
YBR044C,YER132C
YDR120C,YNL318C
YLR071C,YLL014W
YGR151C,YLL056C
YJL012C,YGR143W
YER126C,YBL013W
YMR246W,YMR013W-A
YLR201C,YOR302W
YPL031C,YGR221C
YJL098W,YDR275W
YBR059C,YOR241W
YGR020C,YDR237W
YHR091C,YKR009C
YIR039C,YPR024W
YDR501W,YOR289W
YNL088W,YKL073W
YKR043C,YJL133W
YNL053W,YCL040W
YDR137W,YBR186W
YDR400W,YKL137W
YBR231C,YPR192W
YDL120W,YNL215W
YER082C,YDR111C
YLR151C,YAL031W-A
YML121W,YDL230W
YLR310C,YFR025C
YGR087C,YBL038W
YGR244C,YHR148W
YGL255W,YPL166W
YNL036W,YIL165C
YHR046C,YAR050W
YKR071C,YJR006W
YOR016C,YLR044C
YGR063C,YJL099W
YML065W,YNL333W
YPR005C,YIR021W
YAR003W,YOR390W
YFL062W,YML105C
YMR267W,YMR056C
YPL093W,YOR373W
YJR034W,YNR022C
YNL077W,YPL167C
YPL160W,YPL186C
YGL185C,YLR406C-A
YKL175W,YLR294C
YGL190C,YBR012C
YMR262W,YGR174W-A
YOR101W,YHR121W
YGL005C,YEL017W
YNL125C,YDL206W
YBL019W,YIL072W
YBR043C,YML031W
YDL231C,YNR014W
YML101C,YHR087W
YKL037W,YDR433W
YOL094C,YEL050C
YIL067C,YKL136W
YMR108W,YGL036W
YJL033W,YIL093C
YPL126W,YNL195C
YEL041W,YOR326W
YGL208W,YOR276W
YLL036C,YCL058C
YNL113W,YGR049W
YKR099W,YGL053W
YGL025C,YLL026W
YBR171W,YLR056W
YDL005C,YLR110C
YNL031C,YNL094W
YDL056W,YHR022C
YML120C,YOR153W
YOR384W,YMR018W
YLL021W,YNL213C
YGR048W,YGR125W
YOL149W,YPL129W
YHR032W-A,YER079W
YML129C,YKR063C
YIL059C,YLL009C
YBR220C,YMR020W
YLR317W,YAL063C-A
YPL058C,YDR123C
YOL154W,YDL225W
YBR227C,YOR150W
YER165W,YDR389W
YNR056C,YML003W
YNL327W,YMR060C
YOR130C,YIR014W
YJL181W,YBR109W-A
YDL039C,YOR178C
YER016W,YLR457C
YPL099C,YGR004W
YMR058W,YER188W
YOL078W,YNL179C
YEL002C,YKR079C
YJL156C,YOR303W
YMR166C,YNL152W
YNL146C-A,YPL033C
YPL050C,YCR098C
YDR510W,YNL244C
YLR327C,YNL135C
YPL277C,YJL084C
YBR116C,YDL085W
YLR142W,YML115C
YPL257W,YPR184W
YLR104W,YOR018W
YKR051W,YLR433C
YLR291C,YJL002C
YBR293W,YFR037C
YLR412W,YHL016C
YFR040W,YPL086C
YNR067C,YOR209C
YNL074C,YIR025W
YBR021W,YDR036C
YML021C,YJR106W
YER038C,YDL040C
YNL044W,YKL089W
YHR007C-A,YLR239C
YER060W-A,YHR050W
YER173W,YCR021C
YML048W,YHR063C
YBR130C,YBR038W
YPR072W,YOL063C
YHR048W,YHR009C
YHL034C,YPL087W
YDR418W,YDL218W
YLR183C,YNL098C
YIR024C,YLR332W
YOL155C,YHR168W
YIL009C-A,YGR248W
YJR040W,YMR138W
YOR059C,YHR208W
YMR325W,YKR013W
YGR271W,YER001W
YGR173W,YDR385W
YNR002C,YDR480W
YBR086C,YMR271C
YIL158W,YLL012W
YLR361C-A,YHR082C
YOR027W,YDR381W
YER048W-A,YDR349C
YHR164C,YLL028W
YGR278W,YNL323W
YPR150W,YGR254W
YKL204W,YIL145C
YDR462W,YLR168C
YMR273C,YPL123C
YJL162C,YGR159C
YMR175W-A,YNL331C
YLL054C,YDR066C
YDL055C,YDR325W
YPR080W,YNL203C
YFL017W-A,YGL040C
YOL019W,YER084W
YLR266C,YNL070W
YGR268C,YJR139C
YHL033C,YDL092W
YKR076W,YJL044C
YEL007W,YBR029C
YMR285C,YJL101C
YBR104W,YDR375C
YPL263C,YLR375W
YER096W,YPL183W-A
YDR311W,YLR252W
YIL128W,YGR098C
YKL088W,YDR146C
YJL046W,YBR046C
YLR228C,YGL238W
YER053C-A,YPR167C
YKL056C,YKL154W
YPL037C,YFL034W
YDR459C,YDR133C
YNR004W,YOR212W
YNL192W,YML128C
YGL068W,YOL002C
YKL096C-B,YKL146W
YDL157C,YHL008C
YOR007C,YNL066W
YBR105C,YJL107C
YDL013W,YMR115W
YJR052W,YCL048W-A
YGL200C,YKL039W
YNL194C,YGL028C
YDR260C,YMR127C
YPL012W,YBL029C-A
YBL047C,YJL118W
YKR001C,YIL029C
YNR072W,YER101C
YBR154C,YMR215W
YPL156C,YER159C
YKL048C,YPR056W
YJL020C,YOR185C
YPL105C,YML016C
YLR251W,YDL180W
YGL008C,YJL168C
YBR253W,YGL114W
YLR212C,YJL201W
YCR020C,YNL262W
YDR340W,YLR026C
YHR060W,YPR049C
YDR361C,YDL200C
YPL009C,YAR027W
YNL027W,YGR026W
YNL065W,YKL184W
YNL211C,YML009C
YHL038C,YMR250W
YOL111C,YDR444W
YER009W,YDR507C
YDR075W,YMR303C
YMR219W,YER018C
YFL034C-B,YHR161C
YIR011C,YDR116C
YMR297W,YKL027W
YIL139C,YJR031C
YJR021C,YBR139W
YNL301C,YPL241C
YPL005W,YPL100W
YGL105W,YLR439W
YBR255C-A,YCL055W
YKL188C,YGR039W
YGR090W,YKR027W
YKL062W,YNL177C
YER044C,YDR057W
YNL315C,YMR140W
YLL049W,YLR035C
YKL216W,YNL035C
YJL158C,YKL020C
YDR162C,YJR101W
YCR024C-B,YLR265C
YCR059C,YIL136W
YDL183C,YML127W
YKR046C,YOR052C
YER140W,YGR029W
YCL039W,YCR092C
YPL069C,YKL072W
YOR386W,YJR098C
YPL151C,YDR438W
YNL042W,YPL098C
YHR207C,YER017C
YDR171W,YHR044C
YPL157W,YFL024C
YDR479C,YMR232W
YAL034W-A,YCR083W
YBR013C,YMR160W
YNR057C,YIL116W
YGR161W-C,YGR052W
YIL015W,YER141W
YHR127W,YJL124C
YFL018C,YPR172W
YCL049C,YGL091C
YHR111W,YHR047C
YGL055W,YDR202C
YBR288C,YNL015W
YOL055C,YJL024C
YOR347C,YKL167C
YGL065C,YMR070W
YHR013C,YML083C
YOR307C,YDR296W
YNL144C,YPR160W-A
YIR038C,YER005W
YAL046C,YFR027W
YPL193W,YPL040C
YJL045W,YMR120C
YGR208W,YGR141W
YDR347W,YPR166C
YKR078W,YDR013W
YPR087W,YML070W
YLR027C,YDR173C
YML077W,YLR399C
YGL245W,YDR109C
YHR058C,YLR356W
YPR181C,YLR432W
YBR106W,YDR263C
YHR018C,YDR334W
YMR304W,YNL334C
YDL211C,YHR106W
YPL078C,YMR100W
YDR273W,YGL089C
YOL007C,YNL248C
YDR399W,YNL007C
YLR064W,YOR158W
YKL181W,YGL080W
YGR192C,YDL131W
YGL045W,YDR432W
YDL078C,YER145C
YOL041C,YMR136W
YMR226C,YKL065W-A
YHR200W,YBR127C
YDR524C,YBR017C
YBR219C,YMR053C
YMR122C,YOL044W
YPR125W,YNL005C
YEL046C,YHL039W
YIR015W,YPL221W
YGR136W,YDR393W
YMR242C,YGR093W
YDR204W,YFR023W
YMR145C,YOL065C
YDR300C,YPR133W-A
YLR229C,YIL021W
YJR151C,YMR201C
YML038C,YDR093W
YIL006W,YOR233W
YGR075C,YLL025W
YBR268W,YPL109C
YDR316W,YPL138C
YNL145W,YEL027W
YHR068W,YMR175W
YGL160W,YBR233W
YGR042W,YKL001C
YDR430C,YML002W
YPR160W,YDL223C
YER007W,YNL166C
YGR095C,YDR338C
YDL089W,YGR230W
YDR522C,YKR017C
YEL062W,YGR032W
YBR026C,YDR466W
YLR143W,YJR082C
YLR126C,YPL054W
YGL086W,YMR282C
YNL129W,YGR207C
YGL048C,YOR134W
YER106W,YJL062W-A
YBR083W,YDL238C
YJR012C,YCR088W
YGR169C,YJL144W
YMR074C,YGL262W
YDR341C,YJL141C
YMR269W,YGL021W
YHR138C,YPL066W
YFL021W,YHR152W
YBL039C-A,YFL041W
YPL144W,YMR278W
YML026C,YNL058C
YEL053C,YOL151W
YHL020C,YLR362W
YGR106C,YKL032C
YMR194C-B,YLR267W
YLR452C,YBR175W
YMR005W,YMR295C
YLR363C,YBR297W
YGL115W,YJR048W
YKL138C,YPR004C
YOL109W,YMR031C
YOR312C,YMR034C
YLR179C,YHR216W
YNL230C,YGR225W
YCR015C,YLR438C-A
YLR361C,YER070W
YBR077C,YOL012C
YDR380W,YGL188C
YGL226C-A,YDR078C
YDL177C,YLL002W
YOL084W,YBR180W
YDR060W,YLL013C
YLR069C,YLR372W
YPL213W,YJL133C-A
YLL041C,YJL014W
YPL203W,YOR108W
YBL026W,YBL016W
YGL258W-A,YAR002C-A
YBR076C-A,YER034W
YNR021W,YCL001W
YBL055C,YGL100W
YBR195C,YDR388W
YMR013C,YLR203C
YPL148C,YLR215C
YFL038C,YHR122W
YGL145W,YML054C
YPL088W,YML094W
YPL240C,YOL104C
YNL004W,YER154W
YPR060C,YGR084C
YEL043W,YDR343C
YEL018W,YNL023C
YHR069C,YJL206C
YLR323C,YHR076W
YGL172W,YKL192C
YPL053C,YBR251W
YJR070C,YOR071C
YDL143W,YNL073W
YDR257C,YJL026W
YKL162C,YPL038W-A
YHL027W,YGL170C
YMR290C,YOR074C
YPL211W,YOR278W
YBR074W,YIL056W
YBL071W-A,YPR073C
YAL038W,YDR503C
YMR024W,YOR019W
YOL047C,YLR108C
YDL018C,YLR214W
YLR147C,YPL028W
YIL061C,YDL070W
YML012W,YCR084C
YHR187W,YDR364C
YGR155W,YLR257W
YLR136C,YDR281C
YKR015C,YOL062C
YDL060W,YOL100W
YLR320W,YGR200C
YIL069C,YGL038C
YIL085C,YKR062W
YHR075C,YJL052W
YGL195W,YHR023W
YDR062W,YIR033W
YOL119C,YMR046C
YJR105W,YDL198C
YNL289W,YML130C
YER161C,YJL117W
YNR036C,YDR003W
YMR247C,YDR019C
YJL096W,YOR043W
YMR111C,YKL043W
YKL059C,YLR195C
YMR090W,YML068W
YGR119C,YFR014C
YGR235C,YOR120W
YER121W,YPL133C
YGR209C,YPR081C
YNL154C,YKL071W
YDL012C,YHR143W
YBL064C,YFL013W-A
YDL181W,YKR034W
YMR133W,YGL001C
YKL029C,YGL090W
YPR106W,YJR049C
YNL039W,YDL234C
YDL149W,YML118W
YDR009W,YHL001W
YBR282W,YDR368W
YER170W,YBR022W
YGR187C,YDL239C
YLR007W,YOR385W
YPL269W,YML085C
YER013W,YKL093W
YDR407C,YML088W
YER060W,YIL106W
YHR137W,YPR197C
YIR041W,YNR041C
YGL009C,YOR247W
YGR058W,YOL164W
YIL008W,YLR272C
YBR192W,YPL159C
YHR101C,YPR068C
YDR279W,YER167W
YBL009W,YDL115C
YER029C,YDL189W
YLR243W,YPL231W
YOL048C,YBL079W
YJL025W,YJR058C
YDR427W,YKL099C
YDR246W,YPL210C
YLR187W,YGR130C
YDL024C,YOR161C
YER182W,YER103W
YMR137C,YCR067C
YNL163C,YGR131W
YMR228W,YGL007C-A
YOL148C,YGL020C
YJR069C,YOR086C
YIL066C,YJL209W
YDR411C,YMR173W-A
YNL061W,YLR429W
YDR309C,YMR118C
YER095W,YOR028C
YCR054C,YBR048W
YJL138C,YGL236C
YJL063C,YBR294W
YKR004C,YDR277C
YMR206W,YNL169C
YER092W,YMR171C
YLR410W,YKR058W
YBR101C,YKR037C
ERCC-00138,YLR295C
YDR544C,YNL072W
YIL042C,YAL023C
YOL004W,YDL107W
YHR112C,YNL223W
YGL029W,YAL058W
YDR437W,YML067C
YHL022C,YPL173W
YGR017W,YKL152C
YIL124W,YKR019C
YLR305C,YBR047W
YOR343C,YHR193C-A
YGR234W,YFR038W
YCR004C,YJR121W
YKL028W,YDR337W
YPR173C,YPL216W
YAL011W,YBR296C
YPR137W,YML059C
YJL108C,YFL001W
YHR039C-A,YDR003W-A
YLR238W,YLL015W
YNL067W,YDR336W
YEL020C,YBR255W
YEL016C,YER150W
YLR020C,YFL047W
YPL060W,YIR037W
YIL156W-B,YDR105C
YER087W,YMR023C
YOL087C,YKL185W
YNL304W,YBR078W
YKL033W,YDL083C
YPL152W,YHL050C
YLR049C,YLR220W
YBR025C,YOR073W
YGL243W,YPL023C
YNL208W,YDR261C
YER055C,YAL007C
YHR065C,YIL001W
YJR123W,YDR288W
YDR405W,YBL107C
YNL128W,YBL048W
YGL163C,YHR204W
YMR139W,YGL144C
YJL128C,YBR117C
YDL217C,YFL042C
YJR002W,YNL300W
YOL085C,YDR022C
YPL094C,YOL016C
YJL157C,YPL158C
YAL037C-A,YDR261C-D
YER120W,YBR241C
YGL207W,YGR102C
YDR516C,YER131W
YPL106C,YLR314C
YFR042W,YOR248W
YLR256W,YBL030C
YPR191W,YDL155W
YMR241W,YOR295W
YOR147W,YBR111C
YJL189W,YGR066C
YBR260C,YGR101W
YLR396C,YOR067C
YNR037C,YBR151W
YPL243W,YLR105C
YDL109C,YOL163W
YBR018C,YMR041C
YLR440C,YLR460C
YDL248W,YPR011C
YCR043C,YCR011C
YBR054W,YCR077C
YPL270W,YKL090W
YNL062C,YJL203W
YNL164C,YHR139C
YML106W,YGL081W
YMR003W,YOR328W
YHR012W,YOR034C
YKL094W,YLR437C
YOR066W,YBR119W
YDR497C,YOL082W
YLR367W,YJR067C
YOR129C,YDR424C
YJR147W,YHR146W
YDR409W,YOR065W
YDR041W,YHL030W-A
YMR272C,YPL122C
YJL039C,YIL045W
YKL143W,YIL103W
YDL081C,YJR017C
YIL019W,YDL022C-A
YDL201W,YGR120C
YMR028W,YLR190W
YNL200C,YPL011C
YKR041W,YKL212W
YER073W,YGL156W
YGR144W,YMR036C
YEL006W,YOR213C
YKL225W,YDR352W
YJR007W,YEL021W
YBR053C,YOR090C
YNL238W,YIL014W
YCR073W-A,YLR144C
YHR211W,YEL071W
YOR269W,YLR324W
YLL060C,YNL263C
YDR500C,YPR030W
YPL163C,YIL073C
YMR258C,YDR303C
YML069W,YGL186C
YML125C,YER162C
YKL145W,YER188C-A
YFR030W,YER046W
YIL150C,YJR005W
YGR146C,YMR071C
YDL126C,YIL155C
YMR025W,YCL018W
YGR287C,YIL090W
YOR227W,YDR362C
YDL233W,YDR454C
YCL057C-A,YJL187C
YOR362C,YKL112W
YMR276W,YNR028W
YOR217W,YJR117W
YGR061C,YOR149C
YBR049C,YDR319C
YML124C,YMR304C-A
YPL246C,YKL133C
YDL178W,YDL194W
YOR111W,YNL137C
YLR152C,YDL176W
YLR431C,YDR487C
YMR096W,YLR346C
YNL240C,YLR209C
YKL019W,YOR084W
YGR168C,YLR342W
YGR027C,YEL061C
YGL250W,YNL006W
YJL048C,YFR052W
YEL031W,YGL248W
YDL147W,YGL228W
YJL129C,YMR015C
YKL191W,YFL014W
YDR320C-A,YOR193W
YIL099W,YGR201C
YBR102C,YJL051W
YDR144C,YHR049W
YIL094C,YBL039W-B
YIL002W-A,YDR420W
YMR032W,YCR024C
YAL049C,YDR186C
YPL112C,YDR529C
YMR078C,YBR072W
YJL085W,YOR079C
YKL209C,YPL223C
YKL128C,YPL250C
YMR010W,YGL213C
YBR193C,YMR152W
YCR023C,YPL117C
YHL009C,YMR293C
YDL086W,YHR096C
YOR201C,YMR165C
YPR109W,YPR010C-A
YIL038C,YFL050C
YDR001C,YFR051C
YPL137C,YLR005W
YML082W,YGR043C
YNL269W,YNR007C
YPL233W,YDL022W
YOR286W,YOL101C
YOR315W,YJL183W
YNL010W,YOL033W
YIL087C,YLR258W
YKR100C,YCR060W
YLR388W,YDR234W
YNL079C,YAL062W
YHR061C,YER148W
YLR415C,YBL101C
YHR104W,YDR005C
YLL008W,YKR016W
YPL111W,YPR182W
YBR158W,YNL245C
YGL146C,YPL215W
YBR182C,YIR028W
YER043C,YAL037W
YDL016C,YER003C
YMR054W,YMR085W
YPR015C,YFL031W
YDR264C,YPL059W
YOL036W,YLR164W
YMR231W,YDL093W
YDL139C,YAL055W
YPR100W,YLR263W
YOL028C,YDR285W
YKL149C,YPL236C
YNR033W,YDR094W
YBL093C,YDR434W
YPR122W,YKL005C
YER124C,YNL326C
YGR253C,YOR021C
YOL158C,YNR029C
YDR055W,YER180C
YMR190C,YLR030W
YDL110C,YHR167W
YNL187W,YER137C
YNL274C,YBL031W
YMR027W,YFR033C
YIL044C,YGL205W
YJR032W,YDR194C
YDR419W,YMR251W
YBR011C,YDL057W
YBR110W,YKL178C
YGR089W,YJR161C
YOR009W,YGL096W
YEL067C,YNL271C
YDR266C,YCR009C
YPR036W-A,YDR030C
YDR512C,YLR053C
YPL208W,YKL057C
YLR450W,YML076C
YML051W,YOL157C
YOR319W,YDR538W
YDL051W,YLR134W
YLL040C,YDR515W
YHR081W,YBR236C
YJL072C,YNL279W
YDR090C,YNL284C
YOR061W,YKR067W
YOR318C,YOL025W
YDR038C,YGR262C
YPL256C,YDL079C
YDR040C,YGR259C
YNL024C,YNL080C
YJL217W,YJR086W
YLL066W-B,YGL183C
YGL093W,YOR291W
YLR397C,YJL218W
YDR523C,YPL130W
YHL017W,YBL072C
YKL098W,YBR185C
YCR008W,YGL019W
YOR204W,YHR183W
YOR298C-A,YBR156C
YOL059W,YIL013C
YOR250C,YGR008C
YGR110W,YFR054C
YHL036W,YKL003C
YOR165W,YJL116C
YJR088C,YMR187C
YCR014C,YOR220W
YLR378C,YMR098C
YHR020W,YCR069W
YMR235C,YKL004W
YGL099W,YGL106W
YJR039W,YLR241W
YHR069C-A,YKL077W
YJL148W,YCL012C
YNL185C,YEL057C
YFR036W,YNL332W
YMR067C,YOR215C
YML086C,YBR199W
YDR016C,YBR056W
YMR167W,YMR305C
YGR062C,YOR273C
YOR122C,YMR038C
YIL113W,YGL012W
YNL234W,YKR053C
YJL142C,YOL054W
YDR414C,YCR099C
YCR072C,YJL214W
YKR093W,YJL208C
YDR342C,YAL029C
YBR118W,YER019W
YGR189C,YLR311C
YPL045W,YBR120C
YER113C,YFL011W
YDR471W,YMR084W
YOR380W,YFL007W
YFL044C,YPR185W
YHR039C,YDR229W
YIL009W,YFL037W
YBR245C,YKR042W
YNL046W,YDL007C-A
YOR355W,YBR148W
YDR076W,YLR246W
YPL265W,YML019W
YFR055W,YMR182W-A
YDL128W,YER175W-A
YDR214W,YJL104W
YPR061C,YGR165W
YGR267C,YKL087C
YOL090W,YCR046C
YGR185C,YEL039C
YIL020C-A,YDL144C
YML050W,YGR286C
YDR034W-B,YNR006W
YNL078W,YAL005C
YMR158W,YIL092W
YKR018C,YBL002W
YOR262W,YLR224W
YDR470C,YHL010C
YFL004W,YPL016W
YHR016C,YER122C
YDL045W-A,YHR147C
YNL290W,YHL041W
YMR132C,YLR204W
YDR358W,YNL254C
YBR010W,YML027W
YGL085W,YOR045W
YGR023W,YKR006C
YML008C,YLL046C
YLR206W,YER028C
YLL059C,YCL042W
YIL119C,YLL029W
YDR073W,YJL163C
YOR180C,YMR033W
YPL170W,YJL132W
YGL139W,YER169W
YLR287C,YBR286W
YBR248C,YHR158C
YGL140C,YKR068C
YDR183W,YKL081W
YDR079W,YPR119W
YPL229W,YBL011W
YDR205W,YPL238C
YER118C,YDL062W
YBL067C,YMR287C
YNL162W,YPL242C
YKL144C,YML034W
YOR093C,YKL119C
YLL055W,YJR094C
YLR343W,YMR277W
YMR064W,YLR376C
YGR193C,YOL139C
YML041C,YHR072W
YOL029C,YJR050W
YMR260C,YNL030W
YKL101W,YDR374C
YOR060C,YER020W
YJR015W,YDR126W
YNL024C-A,YNL197C
YDR185C,YJL174W
YDL170W,YDL179W
YEL073C,YLR350W
YHR191C,YOR025W
YGR036C,YCR073C
YML072C,YDR255C
YPL153C,YDL199C
YKL086W,YKR030W
YBR283C,YJL010C
YGL226W,YER163C
YDR450W,YBR196C
YLR393W,YPL268W
YNL330C,YGR097W
YDR513W,YEL004W
YJR030C,YEL015W
YGR170W,YBR206W
YPR069C,YHR051W
YBR061C,YPR124W
YNL064C,YGR240C
YOR010C,YGR266W
YPL002C,YMR113W
YER102W,YOR324C
YHR010W,YBR270C
YKL074C,YPL063W
YAL036C,YPL140C
YGR126W,YER123W
YKR023W,YAL024C
YKL082C,YLR070C
YGL010W,YPL228W
YHR195W,YDR353W
YGR237C,YFL012W
YDR287W,YNL243W
YPR111W,YFL053W
YMR002W,YLR318W
YOR296W,YGL219C
YBL106C,YBL008W
YIL127C,YLR210W
YIR042C,YDL160C
YBL068W,YIL043C
YMR281W,YNL021W
YPR055W,YPR097W
YBR019C,YBR201C-A
YOR239W,YBR256C
YBR001C,YPR168W
YOR256C,YHR109W
YBR160W,YPR057W
YGR232W,YJR113C
YMR006C,YOR238W
YHR064C,YDR429C
YMR174C,YNL104C
YKR002W,YOR365C
YOR151C,YOR005C
YOL053W,YJL176C
YPR025C,YLR453C
YKR088C,YOR297C
YOL123W,YOR388C
YLR121C,YGL157W
YDR081C,YBL097W
YCR012W,YBL043W
YKR044W,YOR251C
YNL220W,YBR205W
YJL186W,YCR044C
YIL024C,YJL092W
YPR070W,ERCC-00033
YJR084W,YDR448W
YER050C,YER184C
YLR019W,YGR060W
YMR087W,YHR086W
YDR068W,YER078C
YLR067C,YNL122C
YKL080W,YOL113W
YIL137C,YNL280C
YBL075C,YGL033W
YGL246C,YNL287W
YER035W,YOR281C
YHR108W,YBR094W
YML093W,YJL102W
YNL146W,YER058W
YOR155C,YDR346C
YGL143C,YBR250W
YNL239W,YLR089C
YLL018C-A,YCL064C
YNR073C,YKR083C
YJL095W,YDR453C
YDL117W,YHR134W
YGR271C-A,YMR220W
YMR030W,YLR436C
YOL075C,YGL229C
YOL056W,YOL005C
YCR045W-A,YLR383W
YIL022W,YLR328W
YDR224C,YDR376W
YER171W,YHR098C
YDL010W,YMR237W
YNL141W,YGR224W
YDR106W,YLR455W
YHR078W,YJL153C
YDR270W,YNL277W-A
YIL026C,YGR133W
YDR067C,YDR006C
YOR098C,YPR041W
YGR009C,YBL037W
YCR003W,YLL001W
YML017W,YHR132C
YGL122C,YER115C
YMR128W,YHR008C
YEL055C,YDR047W
YDL069C,YLR403W
YMR065W,YBR273C
YMR169C,YML091C
YLR387C,YDL209C
YPR183W,YCR093W
YGR012W,YGR211W
YOL024W,YGR163W
YKL092C,YDR197W
YNL095C,YMR059W
YBR007C,YDR302W
YAL015C,YPL202C
YGL253W,YDR267C
YPL124W,YLR248W
YDR233C,YDR065W
YOL076W,YDR404C
YOR196C,YIL004C
YEL040W,YOR301W
YNL250W,YOL089C
YMR252C,YLR038C
YER074W,YMR236W
YLR312W-A,YNL314W
YJL106W,YBR039W
YKL189W,YDR520C
YER152C,YGL137W
YCL033C,YDR089W
YGR006W,YHR011W
YCR045C,YJL213W
YKL163W,YER039C-A
YCR079W,YBR085C-A
YNL306W,YBR231C
YPR149W,YDL120W
YLR040C,YLR310C
YBR034C,YGL005C
YPL187W,YML120C
YHR030C,YIL059C
YDR384C,YJL181W
YMR052W,YER016W
YCR031C,YAL018C
YGR124W,YPL050C
YIL123W,YML048W
YJL178C,YPR072W
YOR051C,YHR048W
YLR352W,YMR325W
YOL105C,YER048W-A
YHR214C-B,YBR104W
YKL018C-A,YER096W
YPR112C,YDR311W
YNR038W,YIL128W
YDL192W,YJL046W
YGL257C,YLR228C
YFL066C,YER053C-A
YER099C,YDL157C
YBR299W,YOR007C
YNL182C,YLR212C
YML042W,YIL139C
YPR163C,YJR021C
YLR009W,YDR254W
YGR152C,YKL062W
YDR170C,YPR125W
YDL124W,YJR151C
YIL138C,YJL082W
YDR268W,YHR068W
YER091C,YFL033C
YOL064C,YDR522C
YHR132W-A,YGR169C
YOL110W,YMR194C-B
YMR129W,YIL023C
YOL128C,YGL115W
YJL016W,YNL230C
YLR074C,YHR069C
YOR085W,YLR323C
YJL190C,YBR074W
YPL204W,YHR075C
YOR284W,YMR111C
YOR159C,YBR136W
YER072W,YLR007W
YDL004W,YBR192W
YOR188W,YDR279W
YJL164C,YOL048C
YNL130C,YOL004W
YER100W,YDR437W
YDR228C,YGR017W
YMR110C,YIL124W
YFL048C,YHR039C-A
YBR247C,YER087W
YMR323W,YDL217C
YPR117W,YPR191W
YKL018W,YBR260C
YLR024C,YBR018C
YKR026C,YCR043C
YNL091W,YNL164C
YLL024C,YMR003W
YDL159W,YGR144W
YLR347C,YJR007W
YDR159W,YLL060C
YPR031W,YFR030W
YGL187C,YGR146C
YOR040W,YDL006W
YJR095W,YGR287C
YDR485C,YBR049C
YNL029C,YMR078C
YOL020W,YER026C
YGR011W,YDL139C
YNL136W,YOL028C
YLL057C,YNR033W
YBL057C,YBL093C
YDL058W,YNL187W
YER064C,YOR298C-A
YKR035C,YOL059W
YBL087C,YCR014C
YGL130W,YGR062C
YBR295W,YER113C
YMR035W,YDR076W
YKR086W,YDR034W-B
YPL181W,YPL170W
YOR075W,YGR180C
YMR159C,YBL067C
YOR211C,YLR343W
YGL084C,YMR064W
YKL183W,YGR036C
YDR541C,YKL086W
YPL245W,YLR393W
YGR118W,YOR239W
YJR044C,YOL053W
YMR088C,YKL080W
YDR436W,YER035W
YIL083C,YLL018C-A
YDR381C-A,YIL026C
YHR133C,YDL069C
YIL058W,YLR125W
YBR076W,YGR012W
YDL064W,YGL253W
YJL103C,YOL076W
YGR024C,YNL250W
YDR127W,YGR206W
YIL147C,YOL131W
YML097C,YKL163W
YNL051W,YGR124W
YMR097C,YJL178C
YNL059C,YOR163W
YLR033W,ERCC-00060
YJR033C,YFL048C
YMR253C,YKL018W
YGL249W,YLR122C
YHL040C,YDR485C
YLR023C,YGL130W
YBL098W,YMR159C
YJR009C,YOR211C
YGR148C,YLR033W
YJL196C,YDL074C
YHR105W,YLR398C
YCR053W,YLR309C
YLR085C,YNR045W
YDR069C,YKR091W
YDL074C,YNL049C
YHR114W,YIL169C
YLR137W,YLR296W
YOR346W,YOR017W
YPR010C,YNL189W
YGR257C,YMR320W
YOR279C,YMR079W
YJL112W,YDR210W
YBR036C,YPL127C
YLR398C,YGR188C
YEL022W,YMR089C
YLR309C,YOL045W
YPL092W,YIL117C
YDR282C,YBR003W
YLR446W,YJR035W
YPL227C,YCL038C
YGR273C,YPR158W
YMR184W,YBR211C
YBL081W,YNL121C
YFR046C,YNL225C
YHR194W,YLR055C
YJR142W,YPL007C
YGL027C,YDR298C
YMR286W,YHR154W
YDL036C,YGL252C
YBR213W,YDR098C
YHR037W,YBR121C
YOL159C-A,YJR078W
YLR107W,YGL006W
YNR045W,YMR066W
YMR072W,YMR225C
YER166W,YLR303W
YAL026C-A,YDL108W
YDL186W,YIL089W
YDR152W,YBL063W
YDR216W,YIL046W
YCR082W,YNL126W
YER063W,YHR019C
YHR045W,YJR055W
YMR280C,YOR033C
YNL090W,YJR013W
YOR330C,YBR262C
YPL072W,YCL048W
YPL252C,YBL015W
YGL057C,YDR174W
YNL049C,YGR040W
YDL073W,YLR119W
YNL108C,YGR179C
YEL042W,YGR175C
YKL085W,YNL196C
YLR219W,YLR202C
YBR082C,YOL042W
YGL173C,YPR065W
YNL138W,YLR288C
YOR072W-A,YNR069C
YLR355C,YDR356W
YHL032C,YER077C
YHR002W,YGR153W
YPL038W,YJL151C
