CycID,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,X4,X4.1,X8,X8.1,X12,X12.1,X16,X16.1,X20,X20.1,X24,X24.1,X28,X28.1,X32,X32.1,X36,X36.1,X40,X40.1
Synpcc7942_1541,0.191227213,0.414769825,24,2,18.45525006,0.498452927,1,22.61758691,0.923403863,149.1213346,0.319365894,0.724905264,23.30879346,1.447011537,132.8936645,22.84734768,0.171922023,133.0815897,199.5866941,96.66648485,138.102033,121.2636425,117.8803741,123.0060583,134.0794254,142.1533569,164.4221159,129.8407936,150.773839,114.4966897,181.6264985,81.81922535,150.3321292,98.31092326,76.43152178,106.2313453,146.7470397
Synpcc7942_1542,1,1,20,0,18.44189201,0.998439585,1,22.61758691,19.96610282,314.2430682,0.999998782,1,21.30879346,20.05976704,291.4357595,22.71531306,0.077942779,297.6119409,385.9141916,186.5720538,338.2750585,261.8373612,317.2088764,295.0752504,325.9873445,287.3537728,320.391487,278.1006786,357.3950577,257.2639111,315.721562,195.9453841,293.746351,237.6313532,326.7291302,268.8799409,255.2220591
Synpcc7942_1544,0.587596282,1,28,6,29.47706302,0.789585042,1,24.30769231,7.495955826,325.841181,0.820259177,1,26.15384615,6.834832266,306.6103802,39.80549727,0.129824363,260.1167934,394.4495111,393.6861379,385.7099175,284.5938967,298.9744943,268.5851405,303.1496903,268.4564997,328.8277964,245.6482337,295.862861,237.9534999,362.3194202,352.9312414,415.8881973,292.4952759,304.1788907,241.3239458,347.4298211
Synpcc7942_1545,0.023834236,0.085761917,28,6,20.09861463,0.204945043,0.718750927,26.65060241,4.774368205,203.1339079,0.030879396,0.113574145,27.3253012,5.375329987,174.7107708,32.35670183,0.185201529,171.1506154,249.2920797,182.7163862,195.8758569,181.3597418,172.9098908,170.4161566,126.8422611,129.4035856,175.1903363,175.0079425,167.4521235,159.5166142,212.477665,197.831279,243.8134335,183.3379952,221.1662662,114.1837368,176.8143288
Synpcc7942_1546,0.050611446,0.153498781,24,10,21.7503928,0.313854785,0.907663665,23.58208955,7.991643051,109.7406372,0.081685233,0.24774206,23.79104478,8.987695201,98.19534509,21.25971042,0.216504259,79.40799818,133.850997,140.4529944,125.562328,96.65389018,114.9796868,69.43229517,92.44558022,61.17829882,106.90419,82.60792874,102.3459515,80.05381136,113.8623143,110.1808427,141.5275595,94.85180754,114.8437744,67.70805561,103.0368014
Synpcc7942_1548,7.43E-05,0.001390329,24,0,132.3013658,0.017835243,0.296395924,22.61758691,1.228387155,426.5597379,1.93E-05,0.000374488,23.30879346,0.632963688,349.9074488,116.3064866,0.332392142,495.2068707,430.1507824,274.8052825,327.7955619,192.3600587,219.4159473,321.2429143,248.0470094,389.5421829,537.2509287,426.3839981,440.4784807,341.9030909,356.65964,265.0491578,358.758369,219.1958346,260.5392594,274.9448272,312.9956316
Synpcc7942_1549,1,1,24,2,17.06422505,0.876243895,1,28,2.555065489,180.9907867,0.992005184,1,26,2.269613739,170.4334083,16.08891693,0.094400019,154.4630866,234.3546888,152.459267,178.4259576,141.8972556,168.9948892,112.8669987,159.1236324,156.7100135,189.7985482,159.6329049,198.7203644,151.8180355,180.7883408,194.2752036,182.9725152,162.9940146,194.9108676,151.8407651,177.7958906
Synpcc7942_1550,0.125826047,0.302128117,24,10,26.22526006,0.512000565,1,22.16432866,9.804267078,224.8399082,0.241089218,0.576668736,23.08216433,9.913917518,203.9934969,33.19120634,0.162707179,145.2889225,250.8340385,208.9589142,251.4023646,202.3185467,252.345609,195.4277888,200.3457385,165.5258773,183.0709633,175.0029389,207.0335046,151.1980677,245.6802305,232.3886094,285.0253591,197.8930639,242.3042099,172.0780188,210.055243
Synpcc7942_1551,0.023834236,0.085761917,28,6,50.99193525,0.128432003,0.578448535,24.41501104,7.346462595,286.3937512,0.020781626,0.082151481,26.20750552,6.75085859,253.6479954,52.39872254,0.206580472,222.2659575,377.2882411,274.5217041,326.7497966,290.9691377,287.3256851,215.2121987,198.1802122,234.3759612,236.5479717,212.2015805,217.7238314,228.3681461,293.6797992,294.710499,345.5659193,302.0268664,287.0467237,218.2823349,207.0145649
Synpcc7942_1552,1,1,20,0,189.785909,0.984126646,1,20.44362292,19.68739184,2117.801897,0.999873346,1,20.22181146,19.84779844,2038.74729,189.1490716,0.092777105,2176.71709,2022.001681,1741.46278,1903.731686,1867.895217,2261.516105,1907.86932,2276.223477,1817.161257,2304.80185,1813.864392,2404.719644,1891.887179,1978.890943,1436.924687,1850.153772,1664.428049,2872.285588,1884.358324,2662.943378
Synpcc7942_1553,1,1,24,2,15.88433494,0.999302467,1,20,1.681239584,145.8043639,0.999999757,1,22,1.841348438,142.0675945,9.030387338,0.063564019,140.8144468,163.6714491,123.4833043,147.1870145,110.2046902,129.9443464,126.5351841,134.656667,131.8231681,166.5321664,133.6929233,180.8409491,117.5333006,146.1039298,115.1645019,149.3708858,135.6083223,197.2877499,99.45714778,175.8193657
Synpcc7942_1554,0.000806317,0.006626167,28,22,144.8002893,0.033810698,0.332132724,24.85393258,20.4044935,1918.910617,0.000313787,0.002841203,26.42696629,21.22998104,1783.418867,177.3332646,0.099434445,1817.690303,1487.65153,1635.247699,1591.250151,1652.68025,1690.786907,1830.083708,1795.824965,2065.781661,1992.793068,1885.071682,1783.372935,1858.042486,1692.430063,1569.229313,1673.326894,1597.168886,1625.290951,1760.412753,1903.155771
Synpcc7942_1555,0.023834236,0.085761917,24,20,240.8439654,0.509908302,1,25.78088578,19.98358449,2606.587954,0.065751119,0.209093597,24.89044289,20.01770481,2393.521739,218.4711386,0.09127602,2260.014982,1779.189976,2243.856929,2086.299444,2331.127113,2556.247302,2366.991095,2351.767577,2614.690619,2655.060501,2581.043254,2895.951632,2235.63349,2150.90046,1945.070527,2235.031351,2415.027983,2767.617878,2251.870948,2398.845518
Synpcc7942_1556,1.86E-05,0.000557637,24,12,434.9962255,0.010065871,0.287325741,23.58208955,10.40657464,921.9922564,3.09E-06,0.000109407,23.79104478,11.19715359,691.1047643,508.6374208,0.735977303,342.2565813,615.5880501,953.9135631,1297.392394,1103.499501,1205.663749,667.3425495,630.3920533,316.2105874,335.2154215,301.7620331,408.5597231,344.8597575,597.1027925,878.8562048,1283.350408,1168.495798,1472.132225,708.3403534,820.6969989
Synpcc7942_1557,0.000259241,0.003179851,24,10,2048.291848,0.032818028,0.330837606,23.28421053,11.61592921,4897.401399,0.000107832,0.001260572,23.64210526,10.82267571,3551.483791,2455.242116,0.691328543,2250.911852,3776.168954,7978.391107,6124.925695,5574.77626,3463.470667,4641.477784,2629.803812,1257.504091,1161.003417,1112.574517,1186.40913,3367.096563,4223.783628,7945.085414,5674.973184,5341.751217,3421.96869,4564.009227,3197.47715
Synpcc7942_1558,0.01827761,0.070889795,24,12,19.937025,0.082549241,0.453747483,22.89855072,10.80209088,177.7458872,0.011310648,0.049236912,23.44927536,11.39326284,160.3677735,26.77811467,0.1669794,139.0035389,190.2113168,161.6428854,181.9225082,171.5202835,189.0282106,171.6468937,147.8515476,144.5585294,132.2836647,149.4671994,127.2550857,166.217587,142.960152,176.5118977,209.4229448,189.9884789,211.3246411,136.4712113,148.054877
Synpcc7942_1559,3.00E-05,0.000785877,24,12,64.37464576,0.007651186,0.287325741,23.68308351,9.496753161,441.5856594,3.74E-06,0.000119282,23.84154176,10.74053235,398.3019844,78.40404977,0.196845742,367.2736014,418.2325476,476.7884785,457.9501895,466.8519182,465.8130031,396.5655999,399.0555987,347.2698629,366.5477834,318.6178703,326.051523,358.3476931,371.9037478,473.8921895,475.3745852,438.9820014,502.9433934,373.1636651,424.7967615
Synpcc7942_1560,0.101156161,0.253910122,20,14,14.61346484,0.55111074,1,22.71047228,12.16050436,80.65980397,0.21668838,0.534741393,21.35523614,13.1917488,68.17038203,12.86164255,0.18866907,40.98534561,95.75980998,69.45701107,56.47565318,78.35346143,79.67869725,67.69821428,61.54428687,48.62441122,52.2854599,45.18642958,54.38460554,54.73940913,81.74879966,86.25321069,103.0766074,58.92843815,105.1946935,57.78054023,80.5918466
Synpcc7942_1561,0.343341746,0.667385595,28,6,91.42132097,0.920616193,1,22.99376299,14.3672873,1402.82666,0.680135157,1,25.4968815,10.69746929,1283.820468,106.3159667,0.082812176,841.6750338,1403.207112,1455.64861,1388.643593,1277.724243,1383.791903,1136.477004,1265.46703,1125.399302,1352.417545,1160.417113,1265.766276,1020.197867,1469.621169,1404.759362,1599.766347,1435.089128,1347.368624,1307.972383,1446.366694
Synpcc7942_1562,1,1,24,14,64.09746992,0.985828583,1,21.72888016,18.05718168,996.4964818,0.999899108,1,22.86444008,16.16922361,916.552801,4.738582375,0.005170005,637.8547618,781.151482,916.3125971,987.9433702,870.9453348,985.026662,811.9576573,939.6719559,737.3538013,1000.482191,829.9987743,987.4454445,822.1965742,1060.978352,985.4976736,1035.268177,962.4165403,975.7831679,943.4179507,1059.758452
Synpcc7942_1563,1,1,28,4,11.88867673,0.998037462,1,28,11.99991803,80.96640268,0.999998073,1,28,7.999959017,76.64966025,4.91439794,0.064115065,92.39487408,85.62102983,89.22547886,79.8611238,61.63717387,83.66260122,68.80790196,81.26459819,70.26302701,72.65435439,49.34950808,80.20738362,92.0068586,88.99199423,76.14427624,61.94069714,73.40346534,82.1270807,81.41719578,84.09768602
Synpcc7942_1564,1,1,24,2,10.54185388,0.890765956,1,20,0.169289598,74.4688548,0.993804027,1,22,1.009775945,71.40770293,5.281411729,0.073961373,82.00994454,82.3298577,49.79890873,69.54092289,55.87245266,65.63054324,64.61558309,82.2178068,82.2573426,63.32051699,84.21712148,71.01311953,50.29584874,74.90245421,59.1656277,69.75047334,63.88727358,103.5466115,77.19879868,66.45624385
Synpcc7942_1565,0.005842913,0.028360337,24,0,64.33293706,0.059577253,0.392453333,23.18658281,0.150512792,365.1963147,0.003120065,0.016889047,23.5932914,0.076576445,324.8141465,62.91202152,0.193686212,368.0636999,411.5099377,230.6162565,282.3747218,252.9987581,283.9868846,293.3675492,357.6569374,315.2488151,381.0878124,359.7594776,406.9462893,336.5294388,348.863497,247.1335725,308.3436414,239.3918645,294.4672216,253.052913,342.0370786
Synpcc7942_1566,1,1,28,8,14.69011879,0.998145775,1,28,15.42008828,126.096327,0.99999828,1,28,11.71004414,119.9784774,11.45119797,0.095443768,108.0170258,150.1402801,107.2445208,114.9376785,130.902974,165.8123892,103.9007984,106.117059,125.8418203,124.6697543,109.7034604,158.9709282,87.24206057,86.46766308,92.42098352,109.7871543,136.3599999,155.055408,112.7846272,147.8266287
Synpcc7942_1568,0.493766276,0.890280975,20,12,19.07968214,0.64526682,1,20.6728972,9.36250668,237.5332661,0.683033271,1,20.3364486,10.70600116,202.8787608,35.09489931,0.17298459,145.2453135,221.9636819,170.3729553,273.3253942,199.0104419,235.5284871,151.8677331,190.2321028,141.5853358,211.295973,176.3865419,249.607849,190.9329721,248.6186055,232.1405316,307.4497224,172.5558804,223.2022906,126.2283978,201.8434634
Synpcc7942_1569,0.039652498,0.127894715,24,10,19.14874705,0.444316782,1,21.06666667,10.7831106,359.9804393,0.088775272,0.264414386,22.53333333,10.46136119,263.895994,76.63432247,0.290395929,155.5899988,146.262066,291.1441826,315.5122751,290.2349431,256.4444842,205.5610253,170.0180188,233.0204926,227.7253781,248.3507962,255.3575373,331.2065966,262.3104556,535.3083459,357.0028253,354.6612914,312.7408566,265.2463671,251.6679936
Synpcc7942_1570,0.050611446,0.153498781,20,12,78.99028327,0.16989875,0.663084461,20.44362292,10.83748158,506.5180995,0.049495935,0.166456424,20.22181146,11.42649138,386.4418974,110.3035943,0.285433839,200.650976,235.0809514,391.534356,489.8103049,421.3096983,407.0003037,300.804606,262.339311,295.2047886,335.2210855,381.802498,406.6864727,405.6775591,448.6127792,610.5942755,627.0142109,449.1845541,438.3763082,276.3006796,371.4577326
Synpcc7942_1571,0.010503636,0.045485311,24,10,7.441285542,0.127295498,0.578404725,23.38266385,10.99714823,34.24368839,0.0101848,0.045448301,23.69133192,10.50685342,27.67408634,9.290546929,0.335712869,23.11086716,27.55473655,27.53922785,43.596103,34.97191453,36.40298376,19.65787484,21.09567872,21.61930574,24.40046017,30.52744068,7.936537434,25.92456108,33.5269463,39.10974069,37.79598603,30.93986028,43.36578807,26.20547705,28.54960658
Synpcc7942_1572,0.000259241,0.003179851,28,10,98.35057349,0.011215043,0.287325741,23.18658281,10.32140567,356.7488674,4.00E-05,0.000667926,25.5932914,10.26660133,231.0491329,272.408548,1.179007013,57.3415409,138.2572235,416.9437008,599.0814946,513.0702877,488.7167021,178.1947721,102.9265069,78.13974265,64.84338645,73.95670974,84.58518574,85.08469586,103.8770719,590.0960235,523.1947593,584.6158992,590.3206244,212.0203012,230.3158867
Synpcc7942_1573,0.000382986,0.003990109,24,12,285.7527147,0.007615912,0.287325741,22.99376299,12.13700166,516.578791,4.01E-05,0.000667926,23.4968815,12.07550395,340.6416058,301.9419845,0.886391971,135.3060437,243.8379091,535.2098898,742.5109034,659.0118966,682.7749893,227.1781375,208.3590457,91.65443953,131.5595563,103.1916714,133.4196806,130.1067994,302.7941748,669.7490708,716.9838241,729.5431856,612.9751863,322.4883672,276.3878421
Synpcc7942_1574,0.000173248,0.002451068,28,8,96.10292194,0.012573927,0.287325741,23.88768898,9.584710112,198.1540133,3.06E-05,0.000551736,25.94384449,8.911125066,134.9122353,134.5119473,0.997032975,61.59768168,114.4098727,238.0647467,318.6904052,270.5299487,250.8348688,120.2497816,44.96011878,36.81527284,82.14890324,56.09441697,40.75574528,52.00086534,91.77141763,277.9420719,291.6534368,302.5747208,288.7741392,141.6309218,189.2827289
Synpcc7942_1575,0.003138671,0.017444845,28,10,29.81217717,0.041664317,0.343523671,23.88768898,9.246109181,108.3875172,0.00130013,0.008175058,25.94384449,9.653817777,82.14379023,45.93220034,0.559168261,54.75276189,92.54883648,106.1764228,160.3461075,109.2046952,155.1299601,58.04645691,68.53240315,45.24968154,75.84121524,52.0965456,39.40397739,50.3880512,74.38692223,114.1218651,148.6196197,110.9108776,140.7817805,63.80290701,115.877656
Synpcc7942_1576,0.002268547,0.013546,24,12,18.2624868,0.049572878,0.368387699,22.71047228,12.44310261,84.96311476,0.001135034,0.00739621,23.35523614,12.23699389,65.99387908,26.00752006,0.394089883,36.57409496,61.58281294,59.16057952,100.82123,87.04615528,100.4694495,59.08444807,54.97440299,34.47994833,50.56393239,45.35603141,60.81731886,47.54603724,63.07309772,79.94863407,105.3825817,99.4401308,120.7793663,51.15419435,70.95976659
Synpcc7942_1577,0.023834236,0.085761917,24,22,31.48231589,0.153865578,0.63887708,22.80412371,20.72587029,279.8074963,0.02423444,0.09312308,23.40206186,21.36060269,244.9525262,54.30822756,0.221709196,222.6054925,319.7106331,157.7635385,219.6595214,181.9103819,270.2300548,224.9229687,280.8168764,246.5336733,314.9183123,243.3781759,314.2561547,250.1560945,262.179135,144.8143837,187.2722691,192.1017048,189.7808831,252.4708484,257.9592337
Synpcc7942_1578,1,1,28,18,25.6416418,0.99999996,1,21.06666667,18.93325137,514.4272084,1,1,24.53333333,18.91013913,498.6778554,8.051398687,0.016145491,423.0777522,520.4730957,404.1912001,489.2893359,502.1804373,546.9806717,422.0930644,530.5732633,441.0582942,574.5519792,526.4908001,503.547791,477.6035078,527.1221762,451.991752,537.6992975,513.1070244,542.7384517,479.7501952,537.8550266
Synpcc7942_1579,0.412813559,0.773443011,28,8,6.793767028,0.848814057,1,25.54272517,14.45719286,75.31753583,0.717859491,1,26.77136259,11.40078144,65.01464905,7.694515972,0.118350496,53.57389704,76.38641916,46.68513373,86.41425651,65.14976036,80.85180699,64.38950413,52.80611459,45.74729404,67.87133752,59.92088927,54.15228605,50.75484957,71.94607658,65.32343999,83.64833955,73.12322494,84.82931172,61.68753975,82.02787272
Synpcc7942_1580,1,1,20,0,11.69421802,0.999999986,1,21.9009901,19.20702149,157.9818654,1,1,20.95049505,19.66196938,152.1063018,10.21072202,0.067128856,147.1529428,186.1004364,97.34837961,158.9343417,166.8165429,182.3247883,181.3528387,139.9012275,114.9680687,165.1104585,168.6899291,147.9635872,128.9184741,188.2508727,100.1006792,109.026507,156.8874767,186.6362187,146.9612975,160.9076669
Synpcc7942_1581,1,1,24,8,16.64533998,0.975240373,1,20.44362292,4.23302921,142.0608855,0.999690919,1,22.22181146,6.004244518,144.3040767,8.578900336,0.059450159,150.9391566,244.1291665,112.8659079,169.7728553,123.0985755,159.0378198,118.1404747,121.507164,122.5443738,172.0192802,119.3887363,155.5027242,124.5011142,165.9321817,131.8141026,142.3534483,110.7637439,151.1264064,141.2059059,152.9852775
Synpcc7942_1582,1,1,24,2,26.42831056,0.91469624,1,20,4.208112115,149.6956684,0.996253527,1,22,3.23112833,142.1985106,11.62856212,0.081776961,98.7599552,209.7071382,114.1859334,100.4792978,88.70631995,141.4447958,110.405573,145.0299944,126.0898461,176.2103076,159.2193276,151.5529577,135.1196508,150.344752,119.8370662,145.7044789,119.0714388,196.3752761,149.7920011,191.896482
Synpcc7942_1583,1,1,20,12,9.179505023,0.999999993,1,28,2.69524097,164.4519631,1,1,24,20.35510327,150.3614542,8.196443374,0.054511599,117.3715939,167.5299675,127.063643,189.9082184,124.8570443,133.9026427,124.9652121,197.5849123,107.2205706,193.769486,123.5321371,165.8801915,114.0295655,205.5253644,178.3696242,191.8078032,136.5154248,161.9526165,118.4360509,152.8080676
Synpcc7942_1584,0.695784384,1,28,18,16.17097821,0.998552759,1,28,18.68197429,212.8159201,0.947790165,1,28,18.34098715,200.0612323,11.6574989,0.058269655,178.5946244,181.5872648,172.146904,205.6320286,202.553571,212.4041936,207.6233494,216.9041134,198.318121,219.4774211,222.2963956,200.3333839,189.5349769,193.9298682,146.0854104,216.0723208,196.4762241,243.3751291,154.7022973,207.478033
Synpcc7942_1585,0.284044956,0.575017839,20,4,13.50345449,0.822140693,1,20,4.555976316,232.390495,0.573179085,1,20,4.277988158,226.1918532,16.6923857,0.073797466,247.0086141,254.0598931,225.5067807,235.9132275,184.4535103,209.6652125,224.3055021,206.5987409,209.2505005,228.8724208,227.8781552,262.519841,219.8152815,233.4291212,190.7789327,246.8520364,193.7820355,264.7752261,210.6348516,247.7371809
Synpcc7942_1586,1,1,20,10,19.1416023,0.991663845,1,21.55945419,8.937436295,221.20092,0.999965157,1,20.7797271,9.502032628,203.1031333,35.51563546,0.17486503,134.0283579,245.2649588,155.4215319,378.545604,161.6913358,258.1811624,130.4679855,217.9263017,137.3600362,244.6151305,145.122077,241.1910349,147.812135,249.5452857,192.9133925,330.5774983,168.1950542,215.7163392,151.6782398,179.2616482
Synpcc7942_1587,0.039652498,0.127894715,24,8,321.4161564,0.230399838,0.771096231,22.25352113,7.628062855,3730.786074,0.052034053,0.173446843,23.12676056,7.818156046,3403.756061,558.7757508,0.164164453,3128.633024,4287.982569,4495.632033,4136.027319,3166.038224,3117.938379,3370.240226,3215.607996,3146.798034,2840.741597,3258.658187,2834.851746,3620.114572,4025.099532,4937.615528,3699.636491,3310.697836,2442.919757,3264.778377,3004.587719
Synpcc7942_1588,0.587596282,1,24,2,32.54702898,0.789882513,1,21.31021195,2.694888771,234.5838916,0.820393379,1,22.65510597,2.376444764,222.6509112,29.89288551,0.134258986,248.4741342,309.4296666,209.6187447,223.0567794,153.7158581,209.9562432,178.8343099,250.0777378,192.7672345,261.3188878,204.3156175,271.6033476,178.4050864,258.205853,207.0007187,251.6921076,137.330682,188.4631573,174.1424329,293.7677455
Synpcc7942_1589,0.961527498,1,20,0,41.47327827,0.879094862,1,20,0.222264002,271.3245701,0.987359843,1,20,0.111132001,253.364737,43.60382274,0.172099019,219.2699906,369.8509385,166.5216039,164.3259194,176.2371447,278.2645094,240.8247742,262.2256803,222.7435144,337.8018764,239.2831065,294.8352631,189.1387352,266.6362168,181.938224,281.1669305,193.6672878,382.6378502,218.2043889,381.7207856
Synpcc7942_1590,1,1,20,0,55.0640483,0.944669657,1,20,19.91611159,482.1833247,0.998440237,1,20,19.9580558,460.6751783,40.30859252,0.087498946,468.0890046,439.1021359,329.2592529,414.9422348,404.9473606,499.3427008,395.0833315,587.2346732,361.6301514,519.0543749,549.5625964,490.9555998,371.0166195,412.1612342,318.1330493,557.0565017,450.8017934,631.3735573,475.1632628,538.5941307
Synpcc7942_1591,0.000382986,0.003990109,24,20,39.49989233,0.075519359,0.438832307,21.72888016,19.85205791,947.1333964,0.000331192,0.002955803,22.86444008,19.97161721,868.5679534,116.2839349,0.133880066,860.9062116,858.5693721,579.7810185,682.4003917,863.2315199,951.735707,895.1117626,900.2576016,894.7714066,991.7005002,933.7495485,913.2410235,765.5294149,853.3932438,653.2054474,730.5548315,900.4642315,986.6391725,927.2740046,961.2008324
Synpcc7942_1592,0.961527498,1,24,22,4.719268947,0.889082502,1,20.07259528,20.02176222,166.0329333,0.988919773,1,22.03629764,21.09021554,156.5425856,17.005294,0.108630466,163.7832645,185.240326,125.4673061,127.5460096,155.2003516,162.1231223,132.7755805,162.0278702,161.4873499,193.6154241,145.0422554,171.423955,129.4150058,175.1979964,102.8310722,150.2363415,141.6381627,190.0926275,128.635753,193.6705439
Synpcc7942_1593,0.050611446,0.153498781,28,24,104.4490535,0.259174124,0.816890594,28,23.16234073,2573.728876,0.069964828,0.21941111,28,23.58117036,2438.415562,153.8147871,0.063079809,2430.22667,2284.731077,2467.93353,2338.953628,2449.200164,2477.009331,2367.765401,2457.315595,2525.573317,2617.378405,2675.007356,2619.999021,2416.979143,2490.298801,2291.045841,2402.992134,2429.28076,2028.92578,2254.798481,2094.715769
Synpcc7942_1594,1,1,28,24,65.4066843,0.999726925,1,25.19362187,23.11899358,1530.305414,0.999999963,1,26.59681093,23.60195012,1479.30569,61.72424076,0.041725143,1308.561935,1634.437506,1252.178642,1479.770018,1310.382994,1596.321581,1400.550876,1555.387829,1353.698733,1618.540064,1521.44477,1607.945642,1508.704877,1572.269038,1200.421687,1549.924117,1376.133702,1576.231099,1377.810972,1533.351053
Synpcc7942_1595,1,1,24,0,22.72469474,1,1,20,0.014135518,675.1352078,1,1,22,0.007774535,666.4974099,13.18302364,0.019779557,602.5974557,743.9370141,621.8616637,667.8712834,630.2375891,727.239852,561.8614013,710.0843921,593.1467939,753.1496633,685.8463225,725.6713432,570.6951026,711.9188826,538.9397762,699.0167145,636.5035159,803.7762633,599.7711229,719.4560626
Synpcc7942_1596,0.080821947,0.215237058,24,20,33.74165538,0.248432405,0.797160681,22.61758691,18.35222902,619.1120837,0.098548536,0.285997501,23.30879346,19.16853915,584.6013015,66.20797985,0.11325322,469.2672018,650.2129784,464.7225058,540.4190535,573.8632328,648.1830189,600.7370601,624.3043038,565.82147,702.7652443,510.1207897,607.1801303,536.3891361,573.2949402,419.470578,514.3090358,601.1558624,633.0204354,642.1656617,669.5708348
Synpcc7942_1597,0.125826047,0.302128117,28,20,129.0464629,0.708523557,1,23.78494624,19.47400999,1450.583243,0.304666061,0.693435551,25.89247312,19.84708942,1339.361015,131.7333436,0.098355367,1165.51351,1208.045212,952.6464218,1266.961153,1266.904357,1519.96012,1361.442646,1528.900401,1257.809613,1536.123718,1387.760947,1485.960222,1256.286352,1253.502829,916.4485424,1300.846993,1183.2315,1749.944061,1265.179741,1439.165662
Synpcc7942_1598,0.961527498,1,24,18,59.77988884,0.871829417,1,23.48195329,16.14202232,632.2976941,0.986156599,1,23.74097665,17.06290664,588.096451,57.03267204,0.096978433,418.4425824,541.9886153,506.1873848,623.326872,537.9072155,796.9495817,507.3914057,635.6098425,513.6945803,753.3404113,567.0634643,662.9987839,480.1306161,484.4847095,465.1482722,630.3334194,653.5792927,719.4958333,593.4981798,621.0440755
Synpcc7942_1599,1,1,24,14,35.6994064,0.998283613,1,28,11.99991803,967.3416179,0.999998526,1,26,13.15472385,900.7130676,27.1672664,0.030161954,802.0951833,945.8790913,991.379558,975.0104384,791.6803884,889.1410428,901.7321624,931.7150835,808.72555,922.9913675,736.9125759,943.6693473,770.9798558,939.1543893,928.3244826,1051.56837,820.0387749,979.7457016,930.7309941,1015.102953
Synpcc7942_1600,1,1,20,18,8.262438316,0.999919169,1,20,15.49115863,212.1481175,0.999999997,1,20,16.74557931,217.7634525,10.20390223,0.046857735,193.0381634,252.914973,196.6443335,211.1382792,199.3204935,241.3620783,198.5860975,207.027615,194.7852366,243.8182289,189.8386778,221.6593383,168.5896021,240.1506968,191.8494247,225.5628315,223.0193201,294.6183902,192.5646604,268.7806098
Synpcc7942_1601,0.101156161,0.253910122,28,24,16.20065265,0.628189638,1,25.30892449,23.55377651,166.3811792,0.238676157,0.571995796,26.65446224,23.82634226,147.1731953,27.59416491,0.187494502,118.4867954,226.9334776,131.217446,126.9593146,132.8008564,157.219265,131.8499674,158.1033347,152.6729274,178.2840489,154.8396127,174.2889059,164.0805991,159.0918215,126.054105,150.343152,147.1272609,56.29951581,109.62338,76.76507155
Synpcc7942_1602,1,1,20,2,6.189032393,0.99999904,1,20,0.146155447,97.06593137,1,1,20,1.073077723,96.86080956,5.856873515,0.060466907,67.30159716,124.7431197,89.3720762,101.7179022,80.60701759,108.1512761,72.87695811,106.4341817,89.25282432,116.2947372,77.62334582,115.9909166,86.54890273,98.07694762,85.70776029,94.94045358,74.73896273,123.6227434,94.52527435,128.6891938
Synpcc7942_1603,0.819887421,1,24,0,69.86337579,0.930080714,1,22.52545825,1.307920184,929.8091063,0.969270655,1,23.26272912,0.675364573,865.9804234,81.88706462,0.094559949,969.0541521,801.0886356,979.9743141,823.5542588,695.2356183,699.8619924,753.6716134,961.1684698,870.8476992,1076.351138,844.8001527,948.5436737,886.3643137,849.6846487,833.303097,919.6097823,624.9231577,830.0043164,675.752276,1063.027815
Synpcc7942_1604,0.191227213,0.414769825,24,2,31.76828182,0.51690372,1,22.34343434,1.383912381,401.4851504,0.327594775,0.735940675,23.17171717,1.683095585,373.2441998,38.80000883,0.103953414,409.5273924,418.6427651,374.0109943,392.0697044,292.8905176,323.7583368,333.6950236,425.0843232,347.3416188,455.7898853,344.6789689,452.7103203,354.9242082,397.6754907,359.9471403,378.3772938,255.378483,337.6931035,317.4539187,411.7569437
Synpcc7942_1605,1,1,28,6,6.728444157,0.999896491,1,28,4.701569174,98.92059765,0.999999995,1,28,5.350784587,90.37628518,9.391645961,0.10391715,57.68322839,126.3692365,85.30210459,116.8857249,75.76316937,104.0778463,67.60492033,82.78099579,83.80486711,97.51874212,82.53974861,90.79921529,68.02185941,112.3266982,88.1620438,117.5626359,87.72669174,125.3775005,58.7720063,113.4112703
Synpcc7942_1606,1,1,24,2,63.69221863,0.991410512,1,20,0.377389878,312.7815498,0.999963004,1,22,1.124231099,345.2342577,46.44825819,0.134541278,394.6905311,386.4336307,319.7986337,158.2051093,151.2781315,185.1651208,167.0251692,656.1053253,218.7899372,365.2762846,280.1786605,256.2044301,276.7920914,305.6976717,385.543815,362.89054,365.9540466,236.1329715,322.6022185,1021.771773
Synpcc7942_1607,1,1,24,10,7.003100103,0.994678128,1,28,5.969364353,91.09214495,0.999985814,1,26,8.188157259,78.3545268,12.79233329,0.163262211,60.10382233,127.09083,72.46194448,75.59621909,75.98575348,79.31691732,66.15335934,70.69851252,63.10813552,102.5476874,58.1781338,58.15653472,61.60224799,87.31514461,92.89228141,132.8796415,64.77219968,125.3611683,49.42434705,97.04938327
