ID	Protein_copy_number	mRNA_copy_number	Protein_half-life_h	mRNA_half-life_h
ENSMUST00000074846	244774.57	NA	163.84	17.8
ENSMUST00000076410	244774.57	NA	163.84	17.8
ENSMUST00000110499	244774.57	NA	163.84	17.8
ENSMUST00000110498	244774.57	NA	163.84	17.8
ENSMUST00000074919	175.33	8.57	26.83	6
ENSMUST00000092112	175.33	8.57	26.83	6
ENSMUST00000074970	58161.82	16.67	118.8	10.38
ENSMUST00000079130	58161.82	16.67	118.8	10.38
ENSMUST00000115851	58161.82	16.67	118.8	10.38
ENSMUST00000074976	498925.48	NA	85	NA
ENSMUST00000078756	498925.48	NA	85	NA
ENSMUST00000090782	498925.48	NA	85	NA
ENSMUST00000074989	342.26	12.71	10.49	8.12
ENSMUST00000075012	252.89	7.93	67.92	8.59
ENSMUST00000106746	252.89	7.93	67.92	8.59
ENSMUST00000100305	252.89	7.93	67.92	8.59
ENSMUST00000075068	18846.82	14.13	32.71	15.46
ENSMUST00000075092	48703.28	40.45	44.03	14.31
ENSMUST00000075164	166.25	2.26	54.93	7.07
ENSMUST00000075175	76021.31	35.2	50.49	16.12
ENSMUST00000075190	1112.41	18.76	8.19	11.36
ENSMUST00000075242	697205.93	73.62	152.93	11.99
ENSMUST00000051437	697205.93	73.62	152.93	11.99
ENSMUST00000075249	161.16	9.54	8.71	3.9
ENSMUST00000101279	161.16	9.54	8.71	3.9
ENSMUST00000075280	15599.71	14.52	30.52	6.68
ENSMUST00000112123	15599.71	14.52	30.52	6.68
ENSMUST00000075406	1484.72	3.36	66.95	8.44
ENSMUST00000075447	2330.63	7.06	9.96	16.36
ENSMUST00000108450	2330.63	7.06	9.96	16.36
ENSMUST00000075491	21281.12	51.09	23.61	17.03
ENSMUST00000119353	21281.12	51.09	23.61	17.03
ENSMUST00000075558	8366411.07	NA	79.67	NA
ENSMUST00000090779	8366411.07	NA	79.67	NA
ENSMUST00000091703	8366411.07	NA	79.67	NA
ENSMUST00000091711	8366411.07	NA	79.67	NA
ENSMUST00000098843	8366411.07	NA	79.67	NA
ENSMUST00000099704	8366411.07	NA	79.67	NA
ENSMUST00000105105	8366411.07	NA	79.67	NA
ENSMUST00000105107	8366411.07	NA	79.67	NA
ENSMUST00000075641	1311992.67	564.79	150.84	6.53
ENSMUST00000093201	1311992.67	564.79	150.84	6.53
ENSMUST00000109354	1311992.67	564.79	150.84	6.53
ENSMUST00000101375	1311992.67	564.79	150.84	6.53
ENSMUST00000075666	62714.94	21.76	48.19	7.48
ENSMUST00000075682	620266.83	NA	196.93	NA
ENSMUST00000079716	620266.83	NA	196.93	NA
ENSMUST00000075686	22339.89	14.93	39.75	5.38
ENSMUST00000075689	3144.7	23.89	61.77	9.47
ENSMUST00000075738	47958.53	173.54	90.93	15.17
ENSMUST00000075771	167783.69	145.44	44.42	18.19
ENSMUST00000100507	167783.69	145.44	44.42	18.19
ENSMUST00000075774	175436.84	6.63	649.84	11.33
ENSMUST00000075799	541514.2	NA	78.32	NA
ENSMUST00000111610	541514.2	NA	78.32	NA
ENSMUST00000075799	11272.67	32.88	237.88	18.57
ENSMUST00000111610	11272.67	32.88	237.88	18.57
ENSMUST00000075833	7153.59	11.24	17.28	8.99
ENSMUST00000113335	7153.59	11.24	17.28	8.99
ENSMUST00000113337	7153.59	11.24	17.28	8.99
ENSMUST00000075845	4424.54	25.42	45.08	13.37
ENSMUST00000075853	29550.66	38.85	10.1	5.59
ENSMUST00000075886	86361.8	14.04	211.45	5.21
ENSMUST00000075895	3450.54	8.94	19.53	13.42
ENSMUST00000111252	3450.54	8.94	19.53	13.42
ENSMUST00000075924	18801.78	8.13	61.24	7.81
ENSMUST00000099281	18801.78	8.13	61.24	7.81
ENSMUST00000075961	100087.28	80.74	110.82	11.87
ENSMUST00000109905	100087.28	80.74	110.82	11.87
ENSMUST00000075968	129432.23	10.92	289.14	17.81
ENSMUST00000075995	8052.71	7.63	65.57	14.19
ENSMUST00000076070	2199.69	NA	41.03	7.01
ENSMUST00000076110	12103.72	8.06	23.47	5.58
ENSMUST00000076155	3668256.73	NA	214.8	12.78
ENSMUST00000080926	3668256.73	NA	214.8	12.78
ENSMUST00000081067	3668256.73	NA	214.8	12.78
ENSMUST00000080149	3668256.73	NA	214.8	12.78
ENSMUST00000076219	64441.11	25.67	34.72	15.03
ENSMUST00000076264	902.23	6.94	58.23	6.45
ENSMUST00000076265	2176.77	8.49	40.33	6.8
ENSMUST00000076270	2636.33	14.53	59.66	9.93
ENSMUST00000081362	2636.33	14.53	59.66	9.93
ENSMUST00000100928	2636.33	14.53	59.66	9.93
ENSMUST00000108533	2636.33	14.53	59.66	9.93
ENSMUST00000076313	27156.97	24.85	44.72	9.27
ENSMUST00000076351	70878.6	46.67	43.57	10.58
ENSMUST00000113485	70878.6	46.67	43.57	10.58
ENSMUST00000113487	70878.6	46.67	43.57	10.58
ENSMUST00000076372	31088.95	49.52	26.32	7.96
ENSMUST00000076431	38750.11	34.25	68.22	11.53
ENSMUST00000114093	38750.11	34.25	68.22	11.53
ENSMUST00000076541	366.18	7.92	21.27	15.44
ENSMUST00000076635	3179.69	5.5	41.02	3.35
ENSMUST00000088898	3179.69	5.5	41.02	3.35
ENSMUST00000114940	3179.69	5.5	41.02	3.35
ENSMUST00000076694	521307.6	231.53	209.34	12.54
ENSMUST00000076708	1297677.42	521.3	137.05	19.23
ENSMUST00000041274	1297677.42	521.3	137.05	19.23
ENSMUST00000082134	1297677.42	521.3	137.05	19.23
ENSMUST00000076734	4801.92	16.76	36.3	6.03
ENSMUST00000076813	3281.8	8.39	13.79	8.66
ENSMUST00000076817	12505.57	7.35	52.02	13.77
ENSMUST00000076896	18822.1	NA	13.9	NA
ENSMUST00000029679	18822.1	NA	13.9	NA
ENSMUST00000076949	5541.14	19.28	28.41	7.74
ENSMUST00000076961	11471.02	36.58	5.85	15.69
ENSMUST00000050267	11471.02	36.58	5.85	15.69
ENSMUST00000076991	1194.62	20.44	10.95	3.89
ENSMUST00000077037	804658.16	NA	49.22	18.35
ENSMUST00000078404	804658.16	NA	49.22	18.35
ENSMUST00000108838	804658.16	NA	49.22	18.35
ENSMUST00000077083	75104.23	38.89	139.49	14.26
ENSMUST00000108086	75104.23	38.89	139.49	14.26
ENSMUST00000077175	5396.08	8.59	21.75	14.17
ENSMUST00000077191	79140.14	10.74	166.76	19.25
ENSMUST00000077235	899.63	NA	56.98	NA
ENSMUST00000077271	28397.22	29.3	20.61	14.11
ENSMUST00000077290	220700.48	53.95	170.91	21.82
ENSMUST00000077303	720.63	21.46	25.83	17
ENSMUST00000110266	720.63	21.46	25.83	17
ENSMUST00000028769	720.63	21.46	25.83	17
ENSMUST00000077329	400.19	3.47	178.41	9.04
ENSMUST00000092723	400.19	3.47	178.41	9.04
ENSMUST00000115799	400.19	3.47	178.41	9.04
ENSMUST00000077340	11854.74	7.87	416.09	13.49
ENSMUST00000074357	11854.74	7.87	416.09	13.49
ENSMUST00000077353	38070.29	10.24	96.5	11.7
ENSMUST00000077367	29357.57	35.83	37.52	14.62
ENSMUST00000077407	31580.72	NA	68.93	NA
ENSMUST00000113919	31580.72	NA	68.93	NA
ENSMUST00000077408	1968.42	2.72	108.8	6.65
ENSMUST00000077439	13091.3	20.48	55.15	11.89
ENSMUST00000077440	781.55	16.12	18.32	5.72
ENSMUST00000109265	781.55	16.12	18.32	5.72
ENSMUST00000075922	781.55	16.12	18.32	5.72
ENSMUST00000077462	51332.21	49.16	35.85	11.05
ENSMUST00000077548	890.61	7.1	32.72	4.38
ENSMUST00000098763	890.61	7.1	32.72	4.38
ENSMUST00000077569	10415.25	NA	119.92	NA
ENSMUST00000088973	10415.25	NA	119.92	NA
ENSMUST00000101616	10415.25	NA	119.92	NA
ENSMUST00000115035	10415.25	NA	119.92	NA
ENSMUST00000115040	10415.25	NA	119.92	NA
ENSMUST00000077626	1364.91	12.39	76.75	17.19
ENSMUST00000099167	1364.91	12.39	76.75	17.19
ENSMUST00000077672	2093.59	7.39	48.04	8.69
ENSMUST00000109444	2093.59	7.39	48.04	8.69
ENSMUST00000077693	29259.47	16.9	72.67	8.49
ENSMUST00000114605	29259.47	16.9	72.67	8.49
ENSMUST00000077755	134760.9	57.78	50.01	9.13
ENSMUST00000077817	649257.91	116.8	103.48	6.58
ENSMUST00000069304	649257.91	116.8	103.48	6.58
ENSMUST00000109142	649257.91	116.8	103.48	6.58
ENSMUST00000077856	2013215.32	NA	51.91	NA
ENSMUST00000097682	2013215.32	NA	51.91	NA
ENSMUST00000107249	2013215.32	NA	51.91	NA
ENSMUST00000077874	12790.04	13.13	84.76	9.58
ENSMUST00000077909	1609.76	13.44	23.82	5.52
ENSMUST00000079282	1609.76	13.44	23.82	5.52
ENSMUST00000084738	1609.76	13.44	23.82	5.52
ENSMUST00000077915	1364105.64	24.51	121.61	9.55
ENSMUST00000082092	1364105.64	24.51	121.61	9.55
ENSMUST00000106599	1364105.64	24.51	121.61	9.55
ENSMUST00000106602	1364105.64	24.51	121.61	9.55
ENSMUST00000077925	1365.06	84.18	6	8
ENSMUST00000105458	1365.06	84.18	6	8
ENSMUST00000077935	316.83	2.96	19.82	4.13
ENSMUST00000079553	316.83	2.96	19.82	4.13
ENSMUST00000090037	316.83	2.96	19.82	4.13
ENSMUST00000080683	316.83	2.96	19.82	4.13
ENSMUST00000077950	79202.83	NA	85.43	NA
ENSMUST00000077955	1121.23	3.43	63.98	6.12
ENSMUST00000077977	801.48	9.88	34.1	10.66
ENSMUST00000100214	801.48	9.88	34.1	10.66
ENSMUST00000076488	801.48	9.88	34.1	10.66
ENSMUST00000116543	801.48	9.88	34.1	10.66
ENSMUST00000078019	16378.67	18.59	21.68	8.11
ENSMUST00000080880	16378.67	18.59	21.68	8.11
ENSMUST00000110663	16378.67	18.59	21.68	8.11
ENSMUST00000110664	16378.67	18.59	21.68	8.11
ENSMUST00000078021	20777.24	6.16	61.41	6.88
ENSMUST00000082121	20777.24	6.16	61.41	6.88
ENSMUST00000100949	20777.24	6.16	61.41	6.88
ENSMUST00000078036	7736.61	16.23	116.94	12.47
ENSMUST00000057579	7736.61	16.23	116.94	12.47
ENSMUST00000097562	7736.61	16.23	116.94	12.47
ENSMUST00000078050	2070.8	10.04	20.28	5.47
ENSMUST00000109214	2070.8	10.04	20.28	5.47
ENSMUST00000081763	2070.8	10.04	20.28	5.47
ENSMUST00000078079	11607.19	22.45	40.26	5.65
ENSMUST00000110147	11607.19	22.45	40.26	5.65
ENSMUST00000110152	11607.19	22.45	40.26	5.65
ENSMUST00000110144	11607.19	22.45	40.26	5.65
ENSMUST00000078124	138498.81	17.97	73.98	9.82
ENSMUST00000078139	33429.61	6.9	82.52	26.13
ENSMUST00000108340	33429.61	6.9	82.52	26.13
ENSMUST00000108339	33429.61	6.9	82.52	26.13
ENSMUST00000078155	49007.85	28.58	21.6	13.46
ENSMUST00000078218	7107.39	20.94	60.42	7.6
ENSMUST00000078259	1706.38	NA	16.03	2.92
ENSMUST00000076952	1706.38	NA	16.03	2.92
ENSMUST00000078286	101191.99	39.7	8.6	8.64
ENSMUST00000078308	582.44	4.38	13.83	4.42
ENSMUST00000078357	22289.24	53.13	271.89	16
ENSMUST00000065091	22289.24	53.13	271.89	16
ENSMUST00000078362	3337.89	5.37	54.53	7.28
ENSMUST00000109504	3337.89	5.37	54.53	7.28
ENSMUST00000109505	3337.89	5.37	54.53	7.28
ENSMUST00000078374	30277	8.95	40.97	9.39
ENSMUST00000079659	30277	8.95	40.97	9.39
ENSMUST00000078459	62556.73	25.3	66.5	9.3
ENSMUST00000078528	345884.63	125.6	135.01	8.55
ENSMUST00000078589	654.72	5.47	42.89	12
ENSMUST00000078635	124143.81	NA	79.15	9.83
ENSMUST00000078647	8046.07	10.03	36.11	7.77
ENSMUST00000113625	8046.07	10.03	36.11	7.77
ENSMUST00000032134	8046.07	10.03	36.11	7.77
ENSMUST00000078665	1632.67	10.16	30.15	6.83
ENSMUST00000078669	4822.58	13.88	52.63	12.46
ENSMUST00000078676	25800.2	104.4	180.87	13.49
ENSMUST00000078691	61840.51	42.04	171.63	11.21
ENSMUST00000025034	61840.51	42.04	171.63	11.21
ENSMUST00000078719	3559.47	13.47	82.24	13.43
ENSMUST00000111024	3559.47	13.47	82.24	13.43
ENSMUST00000111025	3559.47	13.47	82.24	13.43
ENSMUST00000111030	3559.47	13.47	82.24	13.43
ENSMUST00000078747	137.45	7.02	12.72	7.75
ENSMUST00000090300	137.45	7.02	12.72	7.75
ENSMUST00000078766	5068119.9	12.79	11.23	10.26
ENSMUST00000102844	5068119.9	12.79	11.23	10.26
ENSMUST00000102845	5068119.9	12.79	11.23	10.26
ENSMUST00000078788	75837.34	22.84	257.87	8.5
ENSMUST00000109848	75837.34	22.84	257.87	8.5
ENSMUST00000078803	52357.14	58.58	25.62	11.15
ENSMUST00000078804	500011.67	NA	109.73	NA
ENSMUST00000086181	500011.67	NA	109.73	NA
ENSMUST00000087889	500011.67	NA	109.73	NA
ENSMUST00000087940	500011.67	NA	109.73	NA
ENSMUST00000115075	500011.67	NA	109.73	NA
ENSMUST00000115076	500011.67	NA	109.73	NA
ENSMUST00000115078	500011.67	NA	109.73	NA
ENSMUST00000115079	500011.67	NA	109.73	NA
ENSMUST00000078812	41167.17	NA	36.93	11.8
ENSMUST00000078878	22414.53	12.21	78.47	15.33
ENSMUST00000078886	241.51	5.54	23.95	5.74
ENSMUST00000105787	241.51	5.54	23.95	5.74
ENSMUST00000105786	241.51	5.54	23.95	5.74
ENSMUST00000078912	20740.93	35.24	56.19	9.31
ENSMUST00000106668	20740.93	35.24	56.19	9.31
ENSMUST00000102637	20740.93	35.24	56.19	9.31
ENSMUST00000102638	20740.93	35.24	56.19	9.31
ENSMUST00000078918	25450.32	15.74	94.65	14.19
ENSMUST00000078944	7978.57	8.92	29.9	9.49
ENSMUST00000101587	7978.57	8.92	29.9	9.49
ENSMUST00000078945	19786.28	25.45	13.76	9.28
ENSMUST00000113234	19786.28	25.45	13.76	9.28
ENSMUST00000078977	20078.31	28.05	53.48	12.06
ENSMUST00000091394	20078.31	28.05	53.48	12.06
ENSMUST00000093171	20078.31	28.05	53.48	12.06
ENSMUST00000114544	20078.31	28.05	53.48	12.06
ENSMUST00000078981	1045480.05	NA	129.09	NA
ENSMUST00000102536	1045480.05	NA	129.09	NA
ENSMUST00000079041	31991.97	NA	66.31	NA
ENSMUST00000079071	3749.7	76.71	6.94	6.16
ENSMUST00000079213	34183.97	16.62	25.72	7.75
ENSMUST00000079284	4268.07	23.97	9.44	5.64
ENSMUST00000117786	4268.07	23.97	9.44	5.64
ENSMUST00000120859	4268.07	23.97	9.44	5.64
ENSMUST00000079314	42317.43	14.62	105.68	9.27
ENSMUST00000111817	42317.43	14.62	105.68	9.27
ENSMUST00000079324	2597.09	NA	4.83	7.93
ENSMUST00000079360	426.33	5.54	27.15	7.72
ENSMUST00000036802	426.33	5.54	27.15	7.72
ENSMUST00000111544	426.33	5.54	27.15	7.72
ENSMUST00000111526	426.33	5.54	27.15	7.72
ENSMUST00000111528	426.33	5.54	27.15	7.72
ENSMUST00000111529	426.33	5.54	27.15	7.72
ENSMUST00000079419	842956.77	6.3	134.87	9.04
ENSMUST00000080281	842956.77	6.3	134.87	9.04
ENSMUST00000080309	842956.77	6.3	134.87	9.04
ENSMUST00000100799	842956.77	6.3	134.87	9.04
ENSMUST00000112598	842956.77	6.3	134.87	9.04
ENSMUST00000079428	1497616.84	NA	82.38	NA
ENSMUST00000102483	1497616.84	NA	82.38	NA
ENSMUST00000079464	155199.19	11.22	89.76	12.26
ENSMUST00000079496	36643.53	NA	4.57	7.41
ENSMUST00000079497	99272.41	20.82	194.23	10.41
ENSMUST00000106121	99272.41	20.82	194.23	10.41
ENSMUST00000079510	12146.61	24.58	52.97	8.15
ENSMUST00000079549	166738.57	34.29	23.88	8.73
ENSMUST00000101343	166738.57	34.29	23.88	8.73
ENSMUST00000116605	166738.57	34.29	23.88	8.73
ENSMUST00000079625	10952.15	6.75	261.02	8.6
ENSMUST00000122242	10952.15	6.75	261.02	8.6
ENSMUST00000079634	18483.79	18.51	64.59	7.94
ENSMUST00000079643	432.44	6.87	24.19	7.96
ENSMUST00000079644	407908.33	120.28	25.45	17.79
ENSMUST00000079691	58305.4	13.13	105.47	14.81
ENSMUST00000079693	397.47	3.01	36.43	6.33
ENSMUST00000108054	397.47	3.01	36.43	6.33
ENSMUST00000079703	7343.04	18.98	10.88	9.49
ENSMUST00000079724	9902.68	54.4	7.75	7.54
ENSMUST00000094296	9902.68	54.4	7.75	7.54
ENSMUST00000079746	77854.74	67.73	63.6	14.44
ENSMUST00000079791	9430.32	9.88	48.82	13.08
ENSMUST00000115140	9430.32	9.88	48.82	13.08
ENSMUST00000079806	295.84	18.17	13.03	8.68
ENSMUST00000079812	812.52	43.23	6.13	5.11
ENSMUST00000107028	812.52	43.23	6.13	5.11
ENSMUST00000079817	48228.8	NA	58.72	8.11
ENSMUST00000079838	2408.23	NA	20.16	NA
ENSMUST00000088402	2408.23	NA	20.16	NA
ENSMUST00000116408	2408.23	NA	20.16	NA
ENSMUST00000116409	2408.23	NA	20.16	NA
ENSMUST00000118294	2408.23	NA	20.16	NA
ENSMUST00000119670	2408.23	NA	20.16	NA
ENSMUST00000120683	2408.23	NA	20.16	NA
ENSMUST00000121514	2408.23	NA	20.16	NA
ENSMUST00000079847	101706.74	19.68	308.5	14.19
ENSMUST00000079866	438576.19	49.95	96.59	11.27
ENSMUST00000107920	438576.19	49.95	96.59	11.27
ENSMUST00000079869	2327.81	8.57	23.15	8.08
ENSMUST00000079961	54527.91	28.55	77.36	13.34
ENSMUST00000109547	54527.91	28.55	77.36	13.34
ENSMUST00000079970	45185.94	21.45	36.04	15.5
ENSMUST00000080001	40497.21	42.85	37.7	12.12
ENSMUST00000111302	40497.21	42.85	37.7	12.12
ENSMUST00000080030	141553.41	20.09	69.82	20.68
ENSMUST00000080036	2081.29	7.6	75.2	13.16
ENSMUST00000114300	2081.29	7.6	75.2	13.16
ENSMUST00000080065	2316.43	11.15	68.42	20.67
ENSMUST00000080164	16287.93	24.37	27.24	14.52
ENSMUST00000113534	16287.93	24.37	27.24	14.52
ENSMUST00000113535	16287.93	24.37	27.24	14.52
ENSMUST00000113536	16287.93	24.37	27.24	14.52
ENSMUST00000121950	16287.93	24.37	27.24	14.52
ENSMUST00000080178	109175.03	49.03	89.87	10.96
ENSMUST00000106243	109175.03	49.03	89.87	10.96
ENSMUST00000106241	109175.03	49.03	89.87	10.96
ENSMUST00000078734	109175.03	49.03	89.87	10.96
ENSMUST00000094192	109175.03	49.03	89.87	10.96
ENSMUST00000073462	109175.03	49.03	89.87	10.96
ENSMUST00000080300	1860872.83	11.34	139.91	3.13
ENSMUST00000080356	224891.57	45.64	60.47	11.55
ENSMUST00000122202	224891.57	45.64	60.47	11.55
ENSMUST00000080379	123661.68	56.41	26.79	7.87
ENSMUST00000116234	123661.68	56.41	26.79	7.87
ENSMUST00000095348	123661.68	56.41	26.79	7.87
ENSMUST00000080449	3660.28	1.53	412.49	7.4
ENSMUST00000110404	3660.28	1.53	412.49	7.4
ENSMUST00000080469	450.33	8.67	29.41	10.36
ENSMUST00000115442	450.33	8.67	29.41	10.36
ENSMUST00000115443	450.33	8.67	29.41	10.36
ENSMUST00000080492	1157968.53	NA	170.13	NA
ENSMUST00000080493	29182.44	96.29	21.3	25.29
ENSMUST00000087876	29182.44	96.29	21.3	25.29
ENSMUST00000087877	29182.44	96.29	21.3	25.29
ENSMUST00000109089	29182.44	96.29	21.3	25.29
ENSMUST00000069396	29182.44	96.29	21.3	25.29
ENSMUST00000087871	29182.44	96.29	21.3	25.29
ENSMUST00000109087	29182.44	96.29	21.3	25.29
ENSMUST00000080511	1301012.05	NA	80.35	NA
ENSMUST00000080517	3026.99	3.07	49.23	4.5
ENSMUST00000101504	3026.99	3.07	49.23	4.5
ENSMUST00000080536	127359.91	52.14	58.07	11.51
ENSMUST00000080713	11308.61	14.1	24.58	7.82
ENSMUST00000114979	11308.61	14.1	24.58	7.82
ENSMUST00000080723	2734.73	34.74	14.22	13.6
ENSMUST00000080812	7617.47	16.42	21.72	6.46
ENSMUST00000115182	7617.47	16.42	21.72	6.46
ENSMUST00000080813	1965416.28	NA	117.37	NA
ENSMUST00000080845	6663.33	19.31	25.5	9.18
ENSMUST00000080850	1332103.05	307.89	38.85	26.67
ENSMUST00000110894	1332103.05	307.89	38.85	26.67
ENSMUST00000080856	25799.65	NA	66.99	13.81
ENSMUST00000109293	25799.65	NA	66.99	13.81
ENSMUST00000080859	403325.3	NA	71.22	NA
ENSMUST00000091701	403325.3	NA	71.22	NA
ENSMUST00000091752	403325.3	NA	71.22	NA
ENSMUST00000091754	403325.3	NA	71.22	NA
ENSMUST00000080861	1661393.24	NA	177.85	NA
ENSMUST00000102782	1661393.24	NA	177.85	NA
ENSMUST00000080919	40665.03	38.92	53.72	8.18
ENSMUST00000106142	40665.03	38.92	53.72	8.18
ENSMUST00000081028	1005.63	6.16	23.3	5.54
ENSMUST00000111963	1005.63	6.16	23.3	5.54
ENSMUST00000081104	39034.07	46.82	12.44	6.65
ENSMUST00000081111	416366.88	NA	47.61	9.65
ENSMUST00000081202	12803.36	26.32	39.99	9.14
ENSMUST00000081224	2191.63	NA	11.87	9.13
ENSMUST00000088233	2191.63	NA	11.87	9.13
ENSMUST00000023746	2191.63	NA	11.87	9.13
ENSMUST00000081288	37892.54	23.94	32.68	11.82
ENSMUST00000081333	8352.1	9.99	88.62	8.15
ENSMUST00000081339	1599.45	8.62	83.77	5.48
ENSMUST00000081387	7057.93	NA	6.41	7.57
ENSMUST00000093906	7057.93	NA	6.41	7.57
ENSMUST00000106322	7057.93	NA	6.41	7.57
ENSMUST00000081421	3171.54	NA	27.44	16.13
ENSMUST00000081497	4836.97	29.8	93.15	9.05
ENSMUST00000116505	4836.97	29.8	93.15	9.05
ENSMUST00000081506	6873.01	NA	9.82	NA
ENSMUST00000081510	8051.77	8.43	34.36	12.83
ENSMUST00000081551	213504.89	33.84	70.32	9.31
ENSMUST00000081591	33067.15	41.76	31.41	6.17
ENSMUST00000081593	1830176.1	NA	195.66	18.21
ENSMUST00000081619	607.26	20.61	18.28	9
ENSMUST00000111796	607.26	20.61	18.28	9
ENSMUST00000111800	607.26	20.61	18.28	9
ENSMUST00000081649	22919.17	NA	12.35	17.58
ENSMUST00000081650	833289.56	NA	125.98	NA
ENSMUST00000081677	84728.73	17.39	22.93	8.37
ENSMUST00000114345	84728.73	17.39	22.93	8.37
ENSMUST00000114348	84728.73	17.39	22.93	8.37
ENSMUST00000117069	84728.73	17.39	22.93	8.37
ENSMUST00000081702	9712.01	NA	38.92	8.91
ENSMUST00000081721	978.89	30.02	22.02	9.85
ENSMUST00000114623	978.89	30.02	22.02	9.85
ENSMUST00000114618	978.89	30.02	22.02	9.85
ENSMUST00000081840	1272847.05	812.49	179.27	15.09
ENSMUST00000081932	6572.56	18.52	71.69	6.37
ENSMUST00000102989	6572.56	18.52	71.69	6.37
ENSMUST00000091504	6572.56	18.52	71.69	6.37
ENSMUST00000081933	3794.46	3.09	66.27	5.04
ENSMUST00000081945	974.44	NA	100.32	NA
ENSMUST00000088049	974.44	NA	100.32	NA
ENSMUST00000061185	974.44	NA	100.32	NA
ENSMUST00000023718	974.44	NA	100.32	NA
ENSMUST00000081946	166124	50.83	57.42	10.31
ENSMUST00000082024	680.31	5.58	32.37	3.05
ENSMUST00000082026	1008.22	4.78	64.35	6.34
ENSMUST00000082094	14181.16	30.2	69.28	6.92
ENSMUST00000082149	60286.27	20.47	39.47	8.11
ENSMUST00000097666	60286.27	20.47	39.47	8.11
ENSMUST00000113360	60286.27	20.47	39.47	8.11
ENSMUST00000113363	60286.27	20.47	39.47	8.11
ENSMUST00000082152	22058.05	NA	31.68	9.98
ENSMUST00000082177	1352.83	33.19	4.64	13.49
ENSMUST00000112584	1352.83	33.19	4.64	13.49
ENSMUST00000112588	1352.83	33.19	4.64	13.49
ENSMUST00000082223	985532.15	NA	115.01	NA
ENSMUST00000082226	1219.72	2.95	46.09	18.39
ENSMUST00000107635	1219.72	2.95	46.09	18.39
ENSMUST00000082283	5263.65	41.88	59.36	14.56
ENSMUST00000082305	483059.61	130.05	152.77	11.81
ENSMUST00000082337	965.16	8.88	21.02	10.41
ENSMUST00000082402	32217.67	NA	151.54	NA
ENSMUST00000082405	492740.23	NA	344.38	NA
ENSMUST00000082407	14497.17	NA	296.54	NA
ENSMUST00000120841	14497.17	NA	296.54	NA
ENSMUST00000082414	1257.31	NA	192.17	NA
ENSMUST00000121074	1257.31	NA	192.17	NA
ENSMUST00000082429	117522.17	227.28	43.25	12.61
ENSMUST00000082437	34422.97	99.35	24.17	18.45
ENSMUST00000082438	23837.03	38.57	28.02	14.58
ENSMUST00000107924	23837.03	38.57	28.02	14.58
ENSMUST00000084116	7309.08	NA	25	6.45
ENSMUST00000084123	7159.08	NA	10.8	NA
ENSMUST00000103212	7159.08	NA	10.8	NA
ENSMUST00000084124	526085	102.94	253.09	17.22
ENSMUST00000084170	2956.24	13.69	30.32	4.87
ENSMUST00000084249	2956.24	13.69	30.32	4.87
ENSMUST00000102568	2956.24	13.69	30.32	4.87
ENSMUST00000084214	538.31	NA	161.94	NA
ENSMUST00000084215	538.31	NA	161.94	NA
ENSMUST00000105831	538.31	NA	161.94	NA
ENSMUST00000105832	538.31	NA	161.94	NA
ENSMUST00000084219	78434.82	37.67	128.25	9.38
ENSMUST00000105850	78434.82	37.67	128.25	9.38
ENSMUST00000084218	78434.82	37.67	128.25	9.38
ENSMUST00000084241	11057.43	17.14	82.3	7.75
ENSMUST00000105912	11057.43	17.14	82.3	7.75
ENSMUST00000097853	11057.43	17.14	82.3	7.75
ENSMUST00000084299	1851.28	16.79	10.46	4.75
ENSMUST00000084418	11159.38	NA	125.23	5.46
ENSMUST00000084432	1362.25	3.28	102.87	20.49
ENSMUST00000097992	1362.25	3.28	102.87	20.49
ENSMUST00000084434	2010544.51	NA	61.08	21.99
ENSMUST00000106003	2010544.51	NA	61.08	21.99
ENSMUST00000106004	2010544.51	NA	61.08	21.99
ENSMUST00000084488	1627.41	8.5	42	14.46
ENSMUST00000084500	296644.24	39.94	28.67	14.12
ENSMUST00000084502	211659.5	55.68	27.2	10.27
ENSMUST00000084519	3961.46	6.88	212.94	8.89
ENSMUST00000084524	35202.35	6.59	118.97	6.1
ENSMUST00000084527	495.55	5.06	70.02	7.78
ENSMUST00000084528	495.55	5.06	70.02	7.78
ENSMUST00000084563	2836.26	NA	5.94	NA
ENSMUST00000084630	1935.95	9.71	124.46	7.33
ENSMUST00000107796	1935.95	9.71	124.46	7.33
ENSMUST00000116341	1935.95	9.71	124.46	7.33
ENSMUST00000084660	1590.77	6.99	21.41	7.46
ENSMUST00000084708	18876.23	38.15	17.88	9.98
ENSMUST00000106653	18876.23	38.15	17.88	9.98
ENSMUST00000084721	9912	67.67	18.56	15.42
ENSMUST00000084731	136111.61	72.51	58.91	8.05
ENSMUST00000084820	190.23	NA	102.26	10.89
ENSMUST00000084828	1685.36	NA	13.2	9.89
ENSMUST00000084852	52271.59	37	42.98	15.1
ENSMUST00000084853	15327.17	NA	93.82	19.09
ENSMUST00000084867	7181.31	NA	47.06	10.98
ENSMUST00000098322	7181.31	NA	47.06	10.98
ENSMUST00000084881	25857.65	43.99	20.96	20.52
ENSMUST00000084885	2762.29	16.96	28.1	5.75
ENSMUST00000116492	2762.29	16.96	28.1	5.75
ENSMUST00000084896	1255.94	5.69	23.14	15.74
ENSMUST00000107011	1255.94	5.69	23.14	15.74
ENSMUST00000084947	32122.22	11.14	96.16	5.71
