"Ensembl_TransID","Probe"
"ENSMUST00000084760",10556115
"ENSMUST00000084761",10556117
"ENSMUST00000084763",10556043
"ENSMUST00000084770",10511870
"ENSMUST00000084787",10597686
"ENSMUST00000084791",10440182
"ENSMUST00000084797",10597612
"ENSMUST00000084799",10566294
"ENSMUST00000084806",10403112
"ENSMUST00000084811",10566199
"ENSMUST00000084812",10566190
"ENSMUST00000084816",10566170
"ENSMUST00000084817",10566168
"ENSMUST00000084820",10590004
"ENSMUST00000084828",10399087
"ENSMUST00000084830",10566091
"ENSMUST00000084838",10436196
"ENSMUST00000084852",10555590
"ENSMUST00000084881",10597413
"ENSMUST00000084882",10398996
"ENSMUST00000084885",10589848
"ENSMUST00000084891",10398936
"ENSMUST00000084892",10511541
"ENSMUST00000084922",10597273
"ENSMUST00000084935",10555303
"ENSMUST00000084941",10398727
"ENSMUST00000084947",10398717
"ENSMUST00000084949",10511368
"ENSMUST00000084953",10398695
"ENSMUST00000084966",10447634
"ENSMUST00000084968",10398601
"ENSMUST00000084985",10398461
"ENSMUST00000084986",10565627
"ENSMUST00000085040",10498345
"ENSMUST00000085043",10398095
"ENSMUST00000085050",10402435
"ENSMUST00000085052",10398032
"ENSMUST00000085065",10397975
"ENSMUST00000085073",10588752
"ENSMUST00000085077",10565292
"ENSMUST00000085094",10565190
"ENSMUST00000085096",10402142
"ENSMUST00000085109",10397683
"ENSMUST00000085111",10596517
"ENSMUST00000085113",10588542
"ENSMUST00000085114",10588538
"ENSMUST00000085116",10401997
"ENSMUST00000085144",10510084
"ENSMUST00000085177",10588192
"ENSMUST00000085192",10401473
"ENSMUST00000085206",10595856
"ENSMUST00000085222",10553861
"ENSMUST00000085238",10401296
"ENSMUST00000085245",10396896
"ENSMUST00000085272",10553403
"ENSMUST00000085289",10595306
"ENSMUST00000085299",10396278
"ENSMUST00000085311",10595126
"ENSMUST00000085314",10400805
"ENSMUST00000085319",10579993
"ENSMUST00000085351",10552919
"ENSMUST00000085358",10594911
"ENSMUST00000085374",10552857
"ENSMUST00000085375",10552845
"ENSMUST00000085422",10552718
"ENSMUST00000085425",10451287
"ENSMUST00000085450",10552608
"ENSMUST00000085453",10586390
"ENSMUST00000085455",10552587
"ENSMUST00000085461",10552500
"ENSMUST00000085513",10562548
"ENSMUST00000085519",10586064
"ENSMUST00000085546",10385426
"ENSMUST00000085548",10450888
"ENSMUST00000085553",10394954
"ENSMUST00000085555",10361200
"ENSMUST00000085558",10527605
"ENSMUST00000085585",10562382
"ENSMUST00000085591",10527565
"ENSMUST00000085614",10535739
"ENSMUST00000085623",10562308
"ENSMUST00000085635",10361075
"ENSMUST00000085658",10585834
"ENSMUST00000085668",10551828
"ENSMUST00000085671",10527465
"ENSMUST00000085673",10594053
"ENSMUST00000085679",10527441
"ENSMUST00000085701",10535532
"ENSMUST00000085709",10593918
"ENSMUST00000085715",10560510
"ENSMUST00000085724",10352439
"ENSMUST00000085733",10535426
"ENSMUST00000085741",10394527
"ENSMUST00000085745",10394498
"ENSMUST00000085754",10585517
"ENSMUST00000085774",10527051
"ENSMUST00000085786",10535282
"ENSMUST00000085797",10352302
"ENSMUST00000085814",10399265
"ENSMUST00000085818",10561702
"ENSMUST00000085835",10551666
"ENSMUST00000085840",10486595
"ENSMUST00000085856",10526842
"ENSMUST00000085862",10351961
"ENSMUST00000085876",10351880
"ENSMUST00000085886",10526718
"ENSMUST00000085901",10551469
"ENSMUST00000085913",10360270
"ENSMUST00000085939",10584883
"ENSMUST00000085944",10561142
"ENSMUST00000085953",10551162
"ENSMUST00000085989",10448312
"ENSMUST00000086006",10560818
"ENSMUST00000086010",10550855
"ENSMUST00000086012",10550822
"ENSMUST00000086023",10534152
"ENSMUST00000086040",10351224
"ENSMUST00000086041",10560551
"ENSMUST00000086046",10526055
"ENSMUST00000086056",10525961
"ENSMUST00000086061",10584362
"ENSMUST00000086062",10584360
"ENSMUST00000086063",10584358
"ENSMUST00000086064",10584356
"ENSMUST00000086074",10359480
"ENSMUST00000086084",10351099
"ENSMUST00000086104",10550365
"ENSMUST00000086130",10350864
"ENSMUST00000086195",10350760
"ENSMUST00000086199",10350753
"ENSMUST00000086210",10560028
"ENSMUST00000086216",10533549
"ENSMUST00000086228",10560021
"ENSMUST00000086229",10560019
"ENSMUST00000086232",10560017
"ENSMUST00000086248",10549889
"ENSMUST00000086278",10591763
"ENSMUST00000086281",10591754
"ENSMUST00000086297",10559745
"ENSMUST00000086318",10559782
"ENSMUST00000086319",10559786
"ENSMUST00000086338",10559758
"ENSMUST00000086349",10549748
"ENSMUST00000086364",10559644
"ENSMUST00000086370",10481272
"ENSMUST00000086374",10591517
"ENSMUST00000086395",10358188
"ENSMUST00000086399",10583519
"ENSMUST00000086400",10559486
"ENSMUST00000086421",10345913
"ENSMUST00000086430",10354309
"ENSMUST00000086465",10357878
"ENSMUST00000086471",10533071
"ENSMUST00000086473",10591220
"ENSMUST00000086474",10583441
"ENSMUST00000086476",10591216
"ENSMUST00000086480",10583426
"ENSMUST00000086482",10591203
"ENSMUST00000086492",10583382
"ENSMUST00000086496",10591182
"ENSMUST00000086519",10405935
"ENSMUST00000086535",10500009
"ENSMUST00000086544",10357696
"ENSMUST00000086545",10453166
"ENSMUST00000086549",10453139
"ENSMUST00000086555",10453114
"ENSMUST00000086556",10349752
"ENSMUST00000086559",10349711
"ENSMUST00000086570",10447079
"ENSMUST00000086615",10524388
"ENSMUST00000086617",10532563
"ENSMUST00000086635",10524314
"ENSMUST00000086639",10452734
"ENSMUST00000086643",10532463
"ENSMUST00000086672",10514556
"ENSMUST00000086675",10451493
"ENSMUST00000086690",10349147
"ENSMUST00000086694",10357084
"ENSMUST00000086721",10349016
"ENSMUST00000086723",10446376
"ENSMUST00000086738",10348963
"ENSMUST00000086763",10446282
"ENSMUST00000086764",10601593
"ENSMUST00000086795",10532032
"ENSMUST00000086829",10542896
"ENSMUST00000086831",10523727
"ENSMUST00000086837",10356671
"ENSMUST00000086844",10385776
"ENSMUST00000086861",10348590
"ENSMUST00000086869",10445983
"ENSMUST00000086876",10451860
"ENSMUST00000086882",10356489
"ENSMUST00000086884",10568363
"ENSMUST00000086887",10468517
"ENSMUST00000086932",10445729
"ENSMUST00000086969",10463632
"ENSMUST00000086975",10356299
"ENSMUST00000086978",10531304
"ENSMUST00000087012",10451291
"ENSMUST00000087026",10451238
"ENSMUST00000087031",10445458
"ENSMUST00000087033",10531126
"ENSMUST00000087043",10522919
"ENSMUST00000087050",10356088
"ENSMUST00000087085",10607646
"ENSMUST00000087086",10355916
"ENSMUST00000087092",10563734
"ENSMUST00000087104",10607619
"ENSMUST00000087114",10450957
"ENSMUST00000087122",10347593
"ENSMUST00000087128",10450912
"ENSMUST00000087129",10445172
"ENSMUST00000087143",10602795
"ENSMUST00000087144",10450854
"ENSMUST00000087157",10602765
"ENSMUST00000087158",10450808
"ENSMUST00000087165",10450784
"ENSMUST00000087169",10603147
"ENSMUST00000087176",10467529
"ENSMUST00000087177",10530627
"ENSMUST00000087195",10530615
"ENSMUST00000087200",10444978
"ENSMUST00000087204",10527732
"ENSMUST00000087211",10444957
"ENSMUST00000087212",10522368
"ENSMUST00000087213",10530503
"ENSMUST00000087215",10347386
"ENSMUST00000087216",10530477
"ENSMUST00000087236",10463016
"ENSMUST00000087241",10522288
"ENSMUST00000087252",10462912
"ENSMUST00000087268",10355343
"ENSMUST00000087285",10506150
"ENSMUST00000087315",10444605
"ENSMUST00000087321",10467206
"ENSMUST00000087324",10522009
"ENSMUST00000087328",10450369
"ENSMUST00000087332",10521596
"ENSMUST00000087341",10462632
"ENSMUST00000087348",10542878
"ENSMUST00000087366",10346943
"ENSMUST00000087374",10346882
"ENSMUST00000087399",10444459
"ENSMUST00000087435",10346651
"ENSMUST00000087445",10542727
"ENSMUST00000087465",10529801
"ENSMUST00000087497",10444152
"ENSMUST00000087511",10521566
"ENSMUST00000087514",10521555
"ENSMUST00000087517",10490510
"ENSMUST00000087521",10346533
"ENSMUST00000087527",10549108
"ENSMUST00000087543",10450059
"ENSMUST00000087556",10466682
"ENSMUST00000087557",10606609
"ENSMUST00000087566",10568050
"ENSMUST00000087600",10466659
"ENSMUST00000087605",10443980
"ENSMUST00000087622",10542522
"ENSMUST00000087629",10529485
"ENSMUST00000087638",10461979
"ENSMUST00000087654",10449971
"ENSMUST00000087655",10455647
"ENSMUST00000087674",10521385
"ENSMUST00000087675",10542460
"ENSMUST00000087689",10461869
"ENSMUST00000087694",10552356
"ENSMUST00000087714",10403945
"ENSMUST00000087721",10449807
"ENSMUST00000087723",10449775
"ENSMUST00000087773",10466342
"ENSMUST00000087812",10466298
"ENSMUST00000087814",10461711
"ENSMUST00000087818",10466296
"ENSMUST00000087822",10466290
"ENSMUST00000087824",10466288
"ENSMUST00000087825",10466286
"ENSMUST00000087828",10466280
"ENSMUST00000087830",10466278
"ENSMUST00000087831",10466276
"ENSMUST00000087857",10466272
"ENSMUST00000087864",10521068
"ENSMUST00000087867",10601326
"ENSMUST00000087877",10479112
"ENSMUST00000087883",10346015
"ENSMUST00000087884",10461636
"ENSMUST00000087897",10520982
"ENSMUST00000087908",10479087
"ENSMUST00000087923",10466120
"ENSMUST00000087938",10539342
"ENSMUST00000087942",10443470
"ENSMUST00000087950",10490097
"ENSMUST00000087951",10461547
"ENSMUST00000087965",10372528
"ENSMUST00000087978",10405179
"ENSMUST00000087996",10432866
"ENSMUST00000088001",10489936
"ENSMUST00000088013",10465916
"ENSMUST00000088018",10432810
"ENSMUST00000088029",10345656
"ENSMUST00000088046",10548415
"ENSMUST00000088049",10427070
"ENSMUST00000088095",10478718
"ENSMUST00000088102",10605729
"ENSMUST00000088117",10528951
"ENSMUST00000088134",10600746
"ENSMUST00000088146",10605648
"ENSMUST00000088174",10345442
"ENSMUST00000088194",10548057
"ENSMUST00000088198",10600576
"ENSMUST00000088201",10605488
"ENSMUST00000088217",10600547
"ENSMUST00000088223",10461028
"ENSMUST00000088233",10432439
"ENSMUST00000088237",10464409
"ENSMUST00000088244",10520304
"ENSMUST00000088246",10547995
"ENSMUST00000088260",10478544
"ENSMUST00000088295",10520234
"ENSMUST00000088296",10436043
"ENSMUST00000088302",10528630
"ENSMUST00000088307",10442736
"ENSMUST00000088311",10528617
"ENSMUST00000088336",10353624
"ENSMUST00000088357",10547789
"ENSMUST00000088373",10546855
"ENSMUST00000088386",10422412
"ENSMUST00000088392",10528484
"ENSMUST00000088407",10345077
"ENSMUST00000088419",10417053
"ENSMUST00000088448",10353346
"ENSMUST00000088455",10541599
"ENSMUST00000088463",10353336
"ENSMUST00000088468",10541564
"ENSMUST00000088476",10344981
"ENSMUST00000088481",10604958
"ENSMUST00000088494",10489190
"ENSMUST00000088506",10448471
"ENSMUST00000088542",10344924
"ENSMUST00000088546",10599893
"ENSMUST00000088552",10477920
"ENSMUST00000088555",10426370
"ENSMUST00000088561",10541290
"ENSMUST00000088592",10430384
"ENSMUST00000088598",10442373
"ENSMUST00000088610",10477808
"ENSMUST00000088614",10431659
"ENSMUST00000088615",10344072
"ENSMUST00000088627",10599812
"ENSMUST00000088644",10547436
"ENSMUST00000088652",10599781
"ENSMUST00000088653",10460466
"ENSMUST00000088658",10353010
"ENSMUST00000088666",10344743
"ENSMUST00000088677",10509238
"ENSMUST00000088687",10566611
"ENSMUST00000088716",10589466
"ENSMUST00000088717",10426225
"ENSMUST00000088735",10416689
"ENSMUST00000088744",10528038
"ENSMUST00000088763",10442270
"ENSMUST00000088765",10442262
"ENSMUST00000088779",10604633
"ENSMUST00000088785",10561831
"ENSMUST00000088786",10519504
"ENSMUST00000088787",10442224
"ENSMUST00000088788",10426180
"ENSMUST00000088790",10547227
"ENSMUST00000088809",10441899
"ENSMUST00000088811",10442172
"ENSMUST00000088823",10431410
"ENSMUST00000088827",10431393
"ENSMUST00000088876",10604470
"ENSMUST00000088880",10421709
"ENSMUST00000088896",10547140
"ENSMUST00000088904",10348570
"ENSMUST00000088921",10477536
"ENSMUST00000088922",10421661
"ENSMUST00000088924",10477528
"ENSMUST00000088940",10441511
"ENSMUST00000088950",10477406
"ENSMUST00000088955",10477389
"ENSMUST00000088962",10547030
"ENSMUST00000088970",10421577
"ENSMUST00000088973",10604347
"ENSMUST00000088987",10540855
"ENSMUST00000089011",10433578
"ENSMUST00000089015",10447848
"ENSMUST00000089017",10421488
"ENSMUST00000089018",10540812
"ENSMUST00000089027",10477264
"ENSMUST00000089049",10416325
"ENSMUST00000089058",10447742
"ENSMUST00000089085",10441680
"ENSMUST00000089097",10436775
"ENSMUST00000089105",10440711
"ENSMUST00000089106",10436758
"ENSMUST00000089112",10477069
"ENSMUST00000089120",10447668
"ENSMUST00000089129",10425763
"ENSMUST00000089157",10430825
"ENSMUST00000089162",10540493
"ENSMUST00000089174",10425686
"ENSMUST00000089178",10425655
"ENSMUST00000089185",10441422
"ENSMUST00000089188",10599001
"ENSMUST00000089200",10476945
"ENSMUST00000089215",10540333
"ENSMUST00000089230",10421012
"ENSMUST00000089236",10416112
"ENSMUST00000089246",10603811
"ENSMUST00000089257",10476814
"ENSMUST00000089279",10440279
"ENSMUST00000089289",10440246
"ENSMUST00000089295",10546557
"ENSMUST00000089296",10556149
"ENSMUST00000089302",10598678
"ENSMUST00000089304",10540231
"ENSMUST00000089305",10436414
"ENSMUST00000089317",10546476
"ENSMUST00000089318",10440131
"ENSMUST00000089332",10440091
"ENSMUST00000089334",10540168
"ENSMUST00000089362",10436253
"ENSMUST00000089370",10598555
"ENSMUST00000089374",10603533
"ENSMUST00000089377",10425161
"ENSMUST00000089398",10430344
"ENSMUST00000089414",10425082
"ENSMUST00000089417",10539954
"ENSMUST00000089418",10546233
"ENSMUST00000089419",10546231
"ENSMUST00000089420",10539957
"ENSMUST00000089450",10430195
"ENSMUST00000089452",10425049
"ENSMUST00000089465",10430190
"ENSMUST00000089469",10425040
"ENSMUST00000089473",10420439
"ENSMUST00000089490",10544271
"ENSMUST00000089494",10415636
"ENSMUST00000089497",10546066
"ENSMUST00000089510",10487871
"ENSMUST00000089519",10539741
"ENSMUST00000089520",10598240
"ENSMUST00000089534",10466843
"ENSMUST00000089549",10420268
"ENSMUST00000089558",10539705
"ENSMUST00000089559",10487711
"ENSMUST00000089578",10539588
"ENSMUST00000089581",10487660
"ENSMUST00000089614",10374762
"ENSMUST00000089620",10439312
"ENSMUST00000089622",10545692
"ENSMUST00000089628",10435504
"ENSMUST00000089667",10545561
"ENSMUST00000089669",10424756
"ENSMUST00000089684",10439092
"ENSMUST00000089688",10415052
"ENSMUST00000089689",10429584
"ENSMUST00000089752",10419638
"ENSMUST00000089771",10419594
"ENSMUST00000089776",10487109
"ENSMUST00000089798",10419559
"ENSMUST00000089824",10434880
"ENSMUST00000089830",10538586
"ENSMUST00000089832",10438784
"ENSMUST00000089836",10414483
"ENSMUST00000089838",10414479
"ENSMUST00000089840",10408723
"ENSMUST00000089844",10419435
"ENSMUST00000089860",10545045
"ENSMUST00000089874",10458731
"ENSMUST00000089883",10438708
"ENSMUST00000089925",10438639
"ENSMUST00000089926",10486858
"ENSMUST00000089959",10419288
"ENSMUST00000090006",10576661
"ENSMUST00000090020",10380739
"ENSMUST00000090024",10418991
"ENSMUST00000090025",10424082
"ENSMUST00000090057",10428426
"ENSMUST00000090061",10546551
"ENSMUST00000090064",10544608
"ENSMUST00000090070",10538126
"ENSMUST00000090071",10486403
"ENSMUST00000090127",10496539
"ENSMUST00000090147",10413803
"ENSMUST00000090150",10428222
"ENSMUST00000090156",10544436
"ENSMUST00000090166",10496457
"ENSMUST00000090170",10453632
"ENSMUST00000090171",10496425
"ENSMUST00000090174",10474921
"ENSMUST00000090178",10496387
"ENSMUST00000090180",10413733
"ENSMUST00000090190",10433973
"ENSMUST00000090212",10413710
"ENSMUST00000090219",10486112
"ENSMUST00000090227",10428020
"ENSMUST00000090237",10537437
"ENSMUST00000090243",10544171
"ENSMUST00000090246",10502224
"ENSMUST00000090247",10427928
"ENSMUST00000090260",10459066
"ENSMUST00000090269",10485982
"ENSMUST00000090275",10485979
"ENSMUST00000090277",10433782
"ENSMUST00000090287",10437885
"ENSMUST00000090300",10437852
"ENSMUST00000090302",10413461
"ENSMUST00000090322",10485786
"ENSMUST00000090326",10474488
"ENSMUST00000090329",10474483
"ENSMUST00000090330",10474481
"ENSMUST00000090337",10413381
"ENSMUST00000090339",10427744
"ENSMUST00000090379",10501879
"ENSMUST00000090380",10422980
"ENSMUST00000090398",10418096
"ENSMUST00000090413",10522973
"ENSMUST00000090429",10474223
"ENSMUST00000090433",10382890
"ENSMUST00000090457",10433340
"ENSMUST00000090461",10422760
"ENSMUST00000090469",10417933
"ENSMUST00000090473",10501622
"ENSMUST00000090474",10536845
"ENSMUST00000090475",10485445
"ENSMUST00000090476",10500276
"ENSMUST00000090487",10536805
"ENSMUST00000090488",10427459
"ENSMUST00000090499",10412960
"ENSMUST00000090511",10543524
"ENSMUST00000090522",10437257
"ENSMUST00000090537",10444997
"ENSMUST00000090541",10390237
"ENSMUST00000090543",10417734
"ENSMUST00000090546",10501397
"ENSMUST00000090553",10501358
"ENSMUST00000090558",10501319
"ENSMUST00000090559",10485170
"ENSMUST00000090563",10495306
"ENSMUST00000090568",10536667
"ENSMUST00000090569",10495279
"ENSMUST00000090591",10412760
"ENSMUST00000090601",10543273
"ENSMUST00000090632",10536407
"ENSMUST00000090678",10500976
"ENSMUST00000090680",10500960
"ENSMUST00000090682",10473754
"ENSMUST00000090695",10484856
"ENSMUST00000090697",10494945
"ENSMUST00000090700",10473602
"ENSMUST00000090701",10473600
"ENSMUST00000090702",10484749
"ENSMUST00000090707",10473566
"ENSMUST00000090708",10473564
"ENSMUST00000090709",10473562
"ENSMUST00000090711",10484679
"ENSMUST00000090712",10473557
"ENSMUST00000090717",10473523
"ENSMUST00000090746",10494643
"ENSMUST00000090750",10500469
"ENSMUST00000090759",10494551
"ENSMUST00000090766",10484237
"ENSMUST00000090781",10494388
"ENSMUST00000090785",10494335
"ENSMUST00000090791",10500237
"ENSMUST00000090797",10536427
"ENSMUST00000090804",10494238
"ENSMUST00000090811",10472933
"ENSMUST00000090813",10472930
"ENSMUST00000090815",10500117
"ENSMUST00000090826",10472860
"ENSMUST00000090827",10390622
"ENSMUST00000090839",10494114
"ENSMUST00000090840",10607724
"ENSMUST00000090848",10494085
"ENSMUST00000090860",10428336
"ENSMUST00000090863",10493907
"ENSMUST00000090866",10499935
"ENSMUST00000090867",10499924
"ENSMUST00000090929",10499470
"ENSMUST00000090935",10482824
"ENSMUST00000090938",10499454
"ENSMUST00000090940",10482795
"ENSMUST00000090971",10499285
"ENSMUST00000090973",10493114
"ENSMUST00000090986",10499189
"ENSMUST00000090990",10398105
"ENSMUST00000091001",10471778
"ENSMUST00000091006",10471739
"ENSMUST00000091014",10492720
"ENSMUST00000091023",10492668
"ENSMUST00000091064",10505747
"ENSMUST00000091112",10498350
"ENSMUST00000091137",10498119
"ENSMUST00000091142",10470768
"ENSMUST00000091178",10608193
"ENSMUST00000091184",10491773
"ENSMUST00000091186",10491753
"ENSMUST00000091188",10608156
"ENSMUST00000091190",10608138
"ENSMUST00000091201",10407291
"ENSMUST00000091227",10497808
"ENSMUST00000091257",10491363
"ENSMUST00000091259",10497663
"ENSMUST00000091263",10480921
"ENSMUST00000091270",10497613
"ENSMUST00000091278",10470200
"ENSMUST00000091282",10606323
"ENSMUST00000091288",10476314
"ENSMUST00000091291",10576692
"ENSMUST00000091299",10411709
"ENSMUST00000091364",10497181
"ENSMUST00000091374",10355017
"ENSMUST00000091377",10411353
"ENSMUST00000091403",10406663
"ENSMUST00000091420",10480324
"ENSMUST00000091436",10480155
"ENSMUST00000091458",10410766
"ENSMUST00000091466",10406287
"ENSMUST00000091481",10410644
"ENSMUST00000091493",10406159
"ENSMUST00000091514",10410452
"ENSMUST00000091554",10410138
"ENSMUST00000091560",10405757
"ENSMUST00000091563",10409990
"ENSMUST00000091569",10409857
"ENSMUST00000091579",10409660
"ENSMUST00000091605",10556123
"ENSMUST00000091623",10409118
"ENSMUST00000091636",10458247
"ENSMUST00000091641",10404675
"ENSMUST00000091648",10447647
"ENSMUST00000091672",10404380
"ENSMUST00000091676",10510093
"ENSMUST00000091678",10408372
"ENSMUST00000091679",10404309
"ENSMUST00000091708",10494386
"ENSMUST00000091715",10397557
"ENSMUST00000091721",10408156
"ENSMUST00000091729",10404002
"ENSMUST00000091730",10404000
"ENSMUST00000091732",10403994
"ENSMUST00000091733",10403992
"ENSMUST00000091734",10403990
"ENSMUST00000091736",10403986
"ENSMUST00000091739",10403982
"ENSMUST00000091763",10407964
"ENSMUST00000091789",10457022
"ENSMUST00000091790",10459962
"ENSMUST00000091813",10459866
"ENSMUST00000091818",10485840
"ENSMUST00000091829",10403428
"ENSMUST00000091852",10456579
"ENSMUST00000091853",10407420
"ENSMUST00000091878",10510167
"ENSMUST00000091879",10448195
"ENSMUST00000091884",10459158
"ENSMUST00000091892",10455863
"ENSMUST00000091900",10455761
"ENSMUST00000091903",10418702
"ENSMUST00000091905",10458890
"ENSMUST00000091920",10455312
"ENSMUST00000091924",10500362
"ENSMUST00000091927",10455294
"ENSMUST00000091986",10373642
"ENSMUST00000091996",10367471
"ENSMUST00000092003",10394173
"ENSMUST00000092011",10446613
"ENSMUST00000092020",10430768
"ENSMUST00000092048",10401958
"ENSMUST00000092058",10367059
"ENSMUST00000092070",10453939
"ENSMUST00000092073",10554198
"ENSMUST00000092074",10366956
"ENSMUST00000092089",10407255
"ENSMUST00000092094",10464448
"ENSMUST00000092096",10457409
"ENSMUST00000092123",10471978
"ENSMUST00000092143",10372807
"ENSMUST00000092155",10495449
"ENSMUST00000092162",10372652
"ENSMUST00000092163",10372648
"ENSMUST00000092165",10372595
"ENSMUST00000092167",10366476
"ENSMUST00000092170",10372488
"ENSMUST00000092175",10366391
"ENSMUST00000092176",10366376
"ENSMUST00000092215",10365792
"ENSMUST00000092295",10370824
"ENSMUST00000092298",10394119
"ENSMUST00000092366",10364301
"ENSMUST00000092370",10364321
"ENSMUST00000092371",10364315
"ENSMUST00000092404",10393395
"ENSMUST00000092406",10364155
"ENSMUST00000092426",10584691
"ENSMUST00000092430",10369867
"ENSMUST00000092459",10392825
"ENSMUST00000092466",10392803
"ENSMUST00000092473",10369604
"ENSMUST00000092486",10369431
"ENSMUST00000092491",10448224
"ENSMUST00000092500",10382257
"ENSMUST00000092559",10381683
"ENSMUST00000092566",10368720
"ENSMUST00000092569",10391755
"ENSMUST00000092584",10368675
"ENSMUST00000092597",10362464
"ENSMUST00000092618",10539279
"ENSMUST00000092623",10368495
"ENSMUST00000092627",10362372
"ENSMUST00000092629",10362363
"ENSMUST00000092639",10368409
"ENSMUST00000092640",10429160
"ENSMUST00000092646",10362210
"ENSMUST00000092657",10362162
"ENSMUST00000092658",10362158
"ENSMUST00000092659",10362156
"ENSMUST00000092660",10362154
"ENSMUST00000092665",10368243
"ENSMUST00000092680",10368173
"ENSMUST00000092699",10390890
"ENSMUST00000092700",10390886
"ENSMUST00000092768",10380501
"ENSMUST00000092788",10380285
"ENSMUST00000092834",10379795
"ENSMUST00000092836",10379727
"ENSMUST00000092888",10410007
"ENSMUST00000092891",10569714
"ENSMUST00000092892",10388648
"ENSMUST00000092907",10388409
"ENSMUST00000092917",10378413
"ENSMUST00000092921",10388276
"ENSMUST00000092956",10461369
"ENSMUST00000092959",10377751
"ENSMUST00000092973",10387295
"ENSMUST00000092995",10477673
"ENSMUST00000093007",10446537
"ENSMUST00000093019",10376803
"ENSMUST00000093029",10386665
"ENSMUST00000093033",10576460
"ENSMUST00000093039",10582642
"ENSMUST00000093043",10576373
"ENSMUST00000093059",10582419
"ENSMUST00000093100",10575894
"ENSMUST00000093110",10527646
"ENSMUST00000093113",10581961
"ENSMUST00000093126",10500347
"ENSMUST00000093157",10575302
"ENSMUST00000093162",10581636
"ENSMUST00000093183",10435019
"ENSMUST00000093191",10385153
"ENSMUST00000093193",10385118
"ENSMUST00000093209",10375051
"ENSMUST00000093221",10574607
"ENSMUST00000093222",10574598
"ENSMUST00000093239",10342271
"ENSMUST00000093253",10384797
"ENSMUST00000093292",10374478
"ENSMUST00000093299",10374455
"ENSMUST00000093312",10580577
"ENSMUST00000093321",10384398
"ENSMUST00000093326",10580519
"ENSMUST00000093336",10455967
"ENSMUST00000093342",10573696
"ENSMUST00000093369",10383920
"ENSMUST00000093389",10373778
"ENSMUST00000093393",10573128
"ENSMUST00000093434",10572741
"ENSMUST00000093450",10579508
"ENSMUST00000093454",10572419
"ENSMUST00000093456",10579307
"ENSMUST00000093494",10578806
"ENSMUST00000093517",10571696
"ENSMUST00000093526",10578477
"ENSMUST00000093527",10590135
"ENSMUST00000093772",10590407
"ENSMUST00000093773",10590269
"ENSMUST00000093775",10597598
"ENSMUST00000093792",10596051
"ENSMUST00000093795",10588091
"ENSMUST00000093800",10595768
"ENSMUST00000093801",10587792
"ENSMUST00000093802",10595529
"ENSMUST00000093811",10595298
"ENSMUST00000093812",10587383
"ENSMUST00000093813",10414623
"ENSMUST00000093820",10586920
"ENSMUST00000093832",10593953
"ENSMUST00000093837",10585682
"ENSMUST00000093844",10585484
"ENSMUST00000093852",10593225
"ENSMUST00000093853",10585068
"ENSMUST00000093859",10512919
"ENSMUST00000093864",10584388
"ENSMUST00000093865",10584386
"ENSMUST00000093866",10584384
"ENSMUST00000093867",10584382
"ENSMUST00000093893",10590844
"ENSMUST00000093901",10393714
"ENSMUST00000093902",10383168
"ENSMUST00000093906",10382998
"ENSMUST00000093911",10382653
"ENSMUST00000093912",10382573
"ENSMUST00000093914",10382523
"ENSMUST00000093923",10392012
"ENSMUST00000093925",10381753
"ENSMUST00000093935",10381107
"ENSMUST00000093936",10381103
"ENSMUST00000093938",10380965
"ENSMUST00000093939",10390507
"ENSMUST00000093942",10390407
"ENSMUST00000093944",10380654
"ENSMUST00000093951",10502696
"ENSMUST00000093956",10380109
"ENSMUST00000093962",10569646
"ENSMUST00000093976",10495891
"ENSMUST00000093991",10568810
"ENSMUST00000094004",10378893
"ENSMUST00000094018",10558049
"ENSMUST00000094026",10568339
"ENSMUST00000094028",10500928
"ENSMUST00000094037",10557488
"ENSMUST00000094053",10557233
"ENSMUST00000094077",10387372
"ENSMUST00000094081",10377418
"ENSMUST00000094097",10566870
"ENSMUST00000094103",10386951
"ENSMUST00000094109",10566622
"ENSMUST00000094111",10535669
"ENSMUST00000094116",10527483
"ENSMUST00000094124",10555736
"ENSMUST00000094134",10566050
"ENSMUST00000094140",10376579
"ENSMUST00000094141",10566026
"ENSMUST00000094151",10386230
"ENSMUST00000094156",10386211
"ENSMUST00000094161",10565727
"ENSMUST00000094215",10554704
"ENSMUST00000094216",10565250
"ENSMUST00000094218",10479463
"ENSMUST00000094226",10534489
"ENSMUST00000094227",10492291
"ENSMUST00000094228",10492281
"ENSMUST00000094245",10526241
"ENSMUST00000094251",10479247
"ENSMUST00000094287",10490138
"ENSMUST00000094291",10549495
"ENSMUST00000094303",10360315
"ENSMUST00000094312",10554150
"ENSMUST00000094315",10564537
"ENSMUST00000094324",10589420
"ENSMUST00000094327",10525575
"ENSMUST00000094331",10564337
"ENSMUST00000094335",10403756
"ENSMUST00000094337",10360012
"ENSMUST00000094339",10564266
"ENSMUST00000094340",10564262
"ENSMUST00000094344",10478540
"ENSMUST00000094346",10478535
"ENSMUST00000094348",10351465
"ENSMUST00000094360",10553559
"ENSMUST00000094361",10490946
"ENSMUST00000094363",10374578
"ENSMUST00000094383",10563764
"ENSMUST00000094384",10563749
"ENSMUST00000094388",10563747
"ENSMUST00000094389",10563745
"ENSMUST00000094390",10563740
"ENSMUST00000094391",10525103
"ENSMUST00000094424",10563373
