"Ensembl_TransID","Probe"
"ENSMUST00000031549",10455954
"ENSMUST00000031554",10543204
"ENSMUST00000031555",10527012
"ENSMUST00000031556",10536429
"ENSMUST00000031560",10532828
"ENSMUST00000031565",10527158
"ENSMUST00000031588",10524436
"ENSMUST00000031590",10525043
"ENSMUST00000031591",10525069
"ENSMUST00000031594",10533122
"ENSMUST00000031598",10525111
"ENSMUST00000031607",10533182
"ENSMUST00000031613",10535502
"ENSMUST00000031617",10525187
"ENSMUST00000031621",10535508
"ENSMUST00000031622",10535524
"ENSMUST00000031624",10527427
"ENSMUST00000031627",10535629
"ENSMUST00000031628",10535637
"ENSMUST00000031632",10535653
"ENSMUST00000031633",10535659
"ENSMUST00000031637",10543134
"ENSMUST00000031646",10527538
"ENSMUST00000031650",10535771
"ENSMUST00000031653",10535807
"ENSMUST00000031654",10527598
"ENSMUST00000031655",10535841
"ENSMUST00000031663",10506454
"ENSMUST00000031667",10527658
"ENSMUST00000031668",10536220
"ENSMUST00000031670",10536216
"ENSMUST00000031674",10542953
"ENSMUST00000031678",10543306
"ENSMUST00000031680",10536620
"ENSMUST00000031689",10536738
"ENSMUST00000031690",10536717
"ENSMUST00000031691",10536722
"ENSMUST00000031692",10526311
"ENSMUST00000031693",10536729
"ENSMUST00000031694",10536711
"ENSMUST00000031695",10543448
"ENSMUST00000031697",10537882
"ENSMUST00000031707",10543333
"ENSMUST00000031709",10543362
"ENSMUST00000031718",10543530
"ENSMUST00000031719",10536752
"ENSMUST00000031726",10534842
"ENSMUST00000031727",10526587
"ENSMUST00000031729",10526630
"ENSMUST00000031734",10526656
"ENSMUST00000031736",10534889
"ENSMUST00000031739",10526687
"ENSMUST00000031740",10534921
"ENSMUST00000031741",10534945
"ENSMUST00000031749",10544477
"ENSMUST00000031750",10537849
"ENSMUST00000031778",10537098
"ENSMUST00000031779",10536818
"ENSMUST00000031787",10538310
"ENSMUST00000031788",10544815
"ENSMUST00000031795",10538547
"ENSMUST00000031797",10537007
"ENSMUST00000031805",10538526
"ENSMUST00000031806",10537051
"ENSMUST00000031817",10538590
"ENSMUST00000031837",10538169
"ENSMUST00000031838",10544610
"ENSMUST00000031840",10538187
"ENSMUST00000031841",10544629
"ENSMUST00000031843",10538247
"ENSMUST00000031851",10537343
"ENSMUST00000031853",10544704
"ENSMUST00000031859",10537318
"ENSMUST00000031862",10346549
"ENSMUST00000031863",10537300
"ENSMUST00000031866",10543944
"ENSMUST00000031868",10543921
"ENSMUST00000031876",10537231
"ENSMUST00000031879",10544452
"ENSMUST00000031894",10537742
"ENSMUST00000031895",10537728
"ENSMUST00000031897",10537712
"ENSMUST00000031898",10537690
"ENSMUST00000031899",10544383
"ENSMUST00000031900",10537676
"ENSMUST00000031901",10544365
"ENSMUST00000031902",10544348
"ENSMUST00000031913",10537634
"ENSMUST00000031914",10426581
"ENSMUST00000031935",10544307
"ENSMUST00000031937",10544286
"ENSMUST00000031967",10544263
"ENSMUST00000031976",10538811
"ENSMUST00000031977",10537463
"ENSMUST00000031978",10544243
"ENSMUST00000031982",10545101
"ENSMUST00000031984",10538755
"ENSMUST00000031985",10544186
"ENSMUST00000031986",10537428
"ENSMUST00000032065",10545910
"ENSMUST00000032066",10539692
"ENSMUST00000032069",10539669
"ENSMUST00000032070",10539665
"ENSMUST00000032071",10545897
"ENSMUST00000032073",10545877
"ENSMUST00000032074",10545874
"ENSMUST00000032078",10539606
"ENSMUST00000032080",10545835
"ENSMUST00000032088",10539486
"ENSMUST00000032094",10541182
"ENSMUST00000032106",10539358
"ENSMUST00000032107",10540227
"ENSMUST00000032114",10539337
"ENSMUST00000032122",10539244
"ENSMUST00000032124",10545576
"ENSMUST00000032125",10539802
"ENSMUST00000032127",10546001
"ENSMUST00000032128",10539795
"ENSMUST00000032129",10545993
"ENSMUST00000032130",10546031
"ENSMUST00000032132",10539810
"ENSMUST00000032133",10539818
"ENSMUST00000032138",10546079
"ENSMUST00000032143",10539861
"ENSMUST00000032151",10546685
"ENSMUST00000032152",10546695
"ENSMUST00000032157",10540275
"ENSMUST00000032159",10546736
"ENSMUST00000032165",10539882
"ENSMUST00000032168",10546113
"ENSMUST00000032169",10546137
"ENSMUST00000032172",10546217
"ENSMUST00000032179",10546294
"ENSMUST00000032180",10546339
"ENSMUST00000032183",10540105
"ENSMUST00000032185",10540122
"ENSMUST00000032191",10546791
"ENSMUST00000032192",10540408
"ENSMUST00000032194",10540472
"ENSMUST00000032196",10540480
"ENSMUST00000032198",10541307
"ENSMUST00000032200",10541333
"ENSMUST00000032203",10541354
"ENSMUST00000032207",10547590
"ENSMUST00000032211",10547633
"ENSMUST00000032214",10541741
"ENSMUST00000032216",10547916
"ENSMUST00000032217",10547906
"ENSMUST00000032218",10547820
"ENSMUST00000032220",10547926
"ENSMUST00000032228",10541410
"ENSMUST00000032233",10541301
"ENSMUST00000032237",10547251
"ENSMUST00000032238",10541636
"ENSMUST00000032240",10541614
"ENSMUST00000032257",10542140
"ENSMUST00000032258",10548326
"ENSMUST00000032259",10548333
"ENSMUST00000032260",10542156
"ENSMUST00000032263",10542192
"ENSMUST00000032264",10542200
"ENSMUST00000032265",10548385
"ENSMUST00000032269",10541191
"ENSMUST00000032270",10548409
"ENSMUST00000032272",10547386
"ENSMUST00000032288",10608638
"ENSMUST00000032306",10548552
"ENSMUST00000032309",10548585
"ENSMUST00000032315",10542251
"ENSMUST00000032317",10548675
"ENSMUST00000032321",10542287
"ENSMUST00000032322",10548701
"ENSMUST00000032327",10548754
"ENSMUST00000032335",10542378
"ENSMUST00000032338",10548829
"ENSMUST00000032341",10548875
"ENSMUST00000032342",10548879
"ENSMUST00000032344",10548892
"ENSMUST00000032356",10548957
"ENSMUST00000032359",10542557
"ENSMUST00000032362",10542596
"ENSMUST00000032371",10549079
"ENSMUST00000032372",10542650
"ENSMUST00000032373",10549097
"ENSMUST00000032374",10549102
"ENSMUST00000032376",10540523
"ENSMUST00000032386",10549276
"ENSMUST00000032396",10542691
"ENSMUST00000032398",10540544
"ENSMUST00000032399",10549256
"ENSMUST00000032402",10549222
"ENSMUST00000032410",10546903
"ENSMUST00000032413",10542677
"ENSMUST00000032414",10540659
"ENSMUST00000032419",10542665
"ENSMUST00000032421",10549162
"ENSMUST00000032422",10540727
"ENSMUST00000032425",10546944
"ENSMUST00000032427",10549341
"ENSMUST00000032440",10546967
"ENSMUST00000032441",10542842
"ENSMUST00000032443",10542857
"ENSMUST00000032451",10540822
"ENSMUST00000032454",10540838
"ENSMUST00000032462",10547022
"ENSMUST00000032469",10547088
"ENSMUST00000032471",10540984
"ENSMUST00000032472",10548314
"ENSMUST00000032473",10455961
"ENSMUST00000032477",10541545
"ENSMUST00000032479",10541753
"ENSMUST00000032485",10541873
"ENSMUST00000032486",10547985
"ENSMUST00000032489",10548000
"ENSMUST00000032491",10541895
"ENSMUST00000032492",10548030
"ENSMUST00000032497",10542006
"ENSMUST00000032500",10548118
"ENSMUST00000032501",10542066
"ENSMUST00000032510",10548207
"ENSMUST00000032512",10548286
"ENSMUST00000032517",10548295
"ENSMUST00000032518",10542112
"ENSMUST00000032539",10560045
"ENSMUST00000032541",10550015
"ENSMUST00000032551",10559964
"ENSMUST00000032557",10465651
"ENSMUST00000032559",10550638
"ENSMUST00000032560",10560474
"ENSMUST00000032561",10560459
"ENSMUST00000032566",10560434
"ENSMUST00000032570",10550564
"ENSMUST00000032571",10550514
"ENSMUST00000032573",10550509
"ENSMUST00000032585",10562578
"ENSMUST00000032591",10527172
"ENSMUST00000032622",10559825
"ENSMUST00000032627",10553568
"ENSMUST00000032648",10562643
"ENSMUST00000032661",10552444
"ENSMUST00000032663",10552451
"ENSMUST00000032667",10562720
"ENSMUST00000032683",10550870
"ENSMUST00000032704",10562461
"ENSMUST00000032705",10552156
"ENSMUST00000032709",10562399
"ENSMUST00000032710",10553501
"ENSMUST00000032715",10553413
"ENSMUST00000032717",10563797
"ENSMUST00000032719",10372342
"ENSMUST00000032728",10553935
"ENSMUST00000032732",10553917
"ENSMUST00000032736",10553897
"ENSMUST00000032738",10564272
"ENSMUST00000032747",10554463
"ENSMUST00000032749",10554419
"ENSMUST00000032754",10554375
"ENSMUST00000032760",10564813
"ENSMUST00000032761",10564805
"ENSMUST00000032762",10564795
"ENSMUST00000032766",10564762
"ENSMUST00000032768",10564527
"ENSMUST00000032770",10564502
"ENSMUST00000032796",10551777
"ENSMUST00000032800",10551883
"ENSMUST00000032802",10551760
"ENSMUST00000032808",10561706
"ENSMUST00000032811",10551696
"ENSMUST00000032815",10561516
"ENSMUST00000032818",10551542
"ENSMUST00000032820",10408032
"ENSMUST00000032825",10564713
"ENSMUST00000032827",10564704
"ENSMUST00000032835",10554249
"ENSMUST00000032839",10564698
"ENSMUST00000032840",10554223
"ENSMUST00000032841",10564692
"ENSMUST00000032842",10554926
"ENSMUST00000032844",10565514
"ENSMUST00000032856",10554819
"ENSMUST00000032865",10565315
"ENSMUST00000032877",10565570
"ENSMUST00000032879",10554938
"ENSMUST00000032882",10555055
"ENSMUST00000032888",10567219
"ENSMUST00000032891",10567229
"ENSMUST00000032892",10556598
"ENSMUST00000032898",10417070
"ENSMUST00000032902",10556546
"ENSMUST00000032906",10567095
"ENSMUST00000032908",10567086
"ENSMUST00000032909",10556528
"ENSMUST00000032910",10557575
"ENSMUST00000032912",10568169
"ENSMUST00000032915",10568150
"ENSMUST00000032916",10568139
"ENSMUST00000032918",10568131
"ENSMUST00000032920",10557560
"ENSMUST00000032924",10557528
"ENSMUST00000032931",10555438
"ENSMUST00000032936",10568040
"ENSMUST00000032944",10557470
"ENSMUST00000032946",10555414
"ENSMUST00000032955",10552508
"ENSMUST00000032956",10557439
"ENSMUST00000032958",10555378
"ENSMUST00000032963",10565873
"ENSMUST00000032967",10555293
"ENSMUST00000032968",10567863
"ENSMUST00000032969",10565862
"ENSMUST00000032974",10567879
"ENSMUST00000032977",10555280
"ENSMUST00000032978",10567903
"ENSMUST00000032985",10565819
"ENSMUST00000032988",10568332
"ENSMUST00000032992",10567941
"ENSMUST00000032997",10567825
"ENSMUST00000033000",10557342
"ENSMUST00000033001",10565775
"ENSMUST00000033004",10557326
"ENSMUST00000033006",10567743
"ENSMUST00000033008",10567072
"ENSMUST00000033009",10555179
"ENSMUST00000033010",10557317
"ENSMUST00000033012",10567049
"ENSMUST00000033018",10556491
"ENSMUST00000033023",10557300
"ENSMUST00000033025",10557285
"ENSMUST00000033035",10557262
"ENSMUST00000033036",10567010
"ENSMUST00000033040",10555118
"ENSMUST00000033049",10568369
"ENSMUST00000033050",10566934
"ENSMUST00000033053",10557895
"ENSMUST00000033056",10568355
"ENSMUST00000033057",10563170
"ENSMUST00000033058",10566877
"ENSMUST00000033070",10557831
"ENSMUST00000033075",10557793
"ENSMUST00000033087",10563275
"ENSMUST00000033088",10557716
"ENSMUST00000033093",10563303
"ENSMUST00000033095",10557631
"ENSMUST00000033099",10563344
"ENSMUST00000033121",10553163
"ENSMUST00000033123",10563487
"ENSMUST00000033127",10563558
"ENSMUST00000033131",10555586
"ENSMUST00000033133",10568392
"ENSMUST00000033136",10557992
"ENSMUST00000033139",10568464
"ENSMUST00000033149",10568536
"ENSMUST00000033152",10557165
"ENSMUST00000033153",10567680
"ENSMUST00000033154",10557156
"ENSMUST00000033157",10567657
"ENSMUST00000033158",10557139
"ENSMUST00000033160",10567626
"ENSMUST00000033161",10557124
"ENSMUST00000033163",10557069
"ENSMUST00000033166",10557060
"ENSMUST00000033169",10567564
"ENSMUST00000033173",10557035
"ENSMUST00000033176",10556940
"ENSMUST00000033178",10567556
"ENSMUST00000033179",10566516
"ENSMUST00000033180",10556962
"ENSMUST00000033184",10566529
"ENSMUST00000033185",10566477
"ENSMUST00000033187",10555925
"ENSMUST00000033189",10555935
"ENSMUST00000033201",10556828
"ENSMUST00000033207",10567526
"ENSMUST00000033210",10556820
"ENSMUST00000033229",10566272
"ENSMUST00000033236",10567407
"ENSMUST00000033241",10558265
"ENSMUST00000033255",10567366
"ENSMUST00000033257",10568593
"ENSMUST00000033263",10567380
"ENSMUST00000033264",10566144
"ENSMUST00000033267",10567394
"ENSMUST00000033275",10568624
"ENSMUST00000033282",10558325
"ENSMUST00000033283",10555695
"ENSMUST00000033289",10555681
"ENSMUST00000033300",10555662
"ENSMUST00000033310",10568714
"ENSMUST00000033313",10598664
"ENSMUST00000033325",10556280
"ENSMUST00000033326",10556266
"ENSMUST00000033335",10556208
"ENSMUST00000033341",10556178
"ENSMUST00000033342",10556169
"ENSMUST00000033386",10559385
"ENSMUST00000033389",10559373
"ENSMUST00000033393",10569618
"ENSMUST00000033394",10569611
"ENSMUST00000033414",10599008
"ENSMUST00000033415",10569545
"ENSMUST00000033418",10599174
"ENSMUST00000033419",10599120
"ENSMUST00000033427",10599487
"ENSMUST00000033430",10599530
"ENSMUST00000033433",10599554
"ENSMUST00000033442",10604473
"ENSMUST00000033444",10599581
"ENSMUST00000033450",10604564
"ENSMUST00000033463",10587854
"ENSMUST00000033464",10599776
"ENSMUST00000033465",10599792
"ENSMUST00000033466",10599802
"ENSMUST00000033468",10604713
"ENSMUST00000033473",10604751
"ENSMUST00000033477",10599826
"ENSMUST00000033483",10603328
"ENSMUST00000033489",10598403
"ENSMUST00000033490",10603362
"ENSMUST00000033494",10598456
"ENSMUST00000033495",10598467
"ENSMUST00000033498",10598482
"ENSMUST00000033500",10603382
"ENSMUST00000033502",10603417
"ENSMUST00000033503",10603425
"ENSMUST00000033505",10603440
"ENSMUST00000033509",10603485
"ENSMUST00000033513",10603508
"ENSMUST00000033519",10603567
"ENSMUST00000033524",10599876
"ENSMUST00000033525",10604864
"ENSMUST00000033532",10599927
"ENSMUST00000033537",10599863
"ENSMUST00000033539",10605392
"ENSMUST00000033540",10600524
"ENSMUST00000033541",10600504
"ENSMUST00000033543",10605421
"ENSMUST00000033544",10600512
"ENSMUST00000033545",10605431
"ENSMUST00000033547",10605437
"ENSMUST00000033549",10605815
"ENSMUST00000033553",10600857
"ENSMUST00000033554",10600886
"ENSMUST00000033556",10600892
"ENSMUST00000033560",10605884
"ENSMUST00000033575",10606248
"ENSMUST00000033578",10601343
"ENSMUST00000033581",10601350
"ENSMUST00000033582",10358709
"ENSMUST00000033585",10450923
"ENSMUST00000033591",10606369
"ENSMUST00000033597",10606436
"ENSMUST00000033598",10601449
"ENSMUST00000033602",10601648
"ENSMUST00000033608",10606619
"ENSMUST00000033610",10606640
"ENSMUST00000033611",10606654
"ENSMUST00000033617",10606694
"ENSMUST00000033621",10606714
"ENSMUST00000033625",10601973
"ENSMUST00000033626",10606928
"ENSMUST00000033634",10607089
"ENSMUST00000033642",10607156
"ENSMUST00000033643",10499108
"ENSMUST00000033646",10607206
"ENSMUST00000033650",10602966
"ENSMUST00000033662",10607587
"ENSMUST00000033664",10606016
"ENSMUST00000033665",10602865
"ENSMUST00000033671",10602772
"ENSMUST00000033673",10601164
"ENSMUST00000033674",10601178
"ENSMUST00000033683",10484357
"ENSMUST00000033686",10606149
"ENSMUST00000033689",10601298
"ENSMUST00000033691",10601314
"ENSMUST00000033692",10601324
"ENSMUST00000033695",10606217
"ENSMUST00000033715",10600082
"ENSMUST00000033720",10602164
"ENSMUST00000033721",10603182
"ENSMUST00000033723",10607694
"ENSMUST00000033725",10607910
"ENSMUST00000033727",10603026
"ENSMUST00000033730",10607712
"ENSMUST00000033731",10600150
"ENSMUST00000033737",10605055
"ENSMUST00000033738",10605051
"ENSMUST00000033739",10607738
"ENSMUST00000033740",10600159
"ENSMUST00000033751",10603099
"ENSMUST00000033752",10600210
"ENSMUST00000033756",10603125
"ENSMUST00000033776",10600485
"ENSMUST00000033783",10606789
"ENSMUST00000033797",10606876
"ENSMUST00000033800",10601888
"ENSMUST00000033804",10601903
"ENSMUST00000033805",10607004
"ENSMUST00000033806",10602081
"ENSMUST00000033809",10602062
"ENSMUST00000033811",10606948
"ENSMUST00000033818",10570201
"ENSMUST00000033820",10570280
"ENSMUST00000033822",10570308
"ENSMUST00000033824",10570344
"ENSMUST00000033825",10577125
"ENSMUST00000033826",10577154
"ENSMUST00000033827",10570379
"ENSMUST00000033828",10577164
"ENSMUST00000033839",10577222
"ENSMUST00000033842",10570518
"ENSMUST00000033846",10577315
"ENSMUST00000033852",10570621
"ENSMUST00000033854",10577359
"ENSMUST00000033866",10570771
"ENSMUST00000033871",10577517
"ENSMUST00000033873",10571114
"ENSMUST00000033875",10571128
"ENSMUST00000033876",10571142
"ENSMUST00000033877",10577948
"ENSMUST00000033880",10571162
"ENSMUST00000033882",10577980
"ENSMUST00000033888",10576799
"ENSMUST00000033892",10570018
"ENSMUST00000033898",10576973
"ENSMUST00000033899",10570068
"ENSMUST00000033900",10577025
"ENSMUST00000033906",10577057
"ENSMUST00000033909",10570168
"ENSMUST00000033910",10578149
"ENSMUST00000033913",10578138
"ENSMUST00000033915",10571815
"ENSMUST00000033917",10571808
"ENSMUST00000033918",10571797
"ENSMUST00000033919",10571788
"ENSMUST00000033920",10571774
"ENSMUST00000033927",10578193
"ENSMUST00000033929",10578157
"ENSMUST00000033930",10571312
"ENSMUST00000033933",10571302
"ENSMUST00000033934",10570827
"ENSMUST00000033936",10570850
"ENSMUST00000033938",10577544
"ENSMUST00000033941",10570855
"ENSMUST00000033950",10577623
"ENSMUST00000033952",10570957
"ENSMUST00000033957",10577666
"ENSMUST00000033958",10577685
"ENSMUST00000033961",10570975
"ENSMUST00000033973",10571728
"ENSMUST00000033975",10577838
"ENSMUST00000033979",10571054
"ENSMUST00000033983",10578027
"ENSMUST00000033990",10578071
"ENSMUST00000033992",10571274
"ENSMUST00000033999",10578377
"ENSMUST00000034000",10578361
"ENSMUST00000034014",10578281
"ENSMUST00000034017",10578922
"ENSMUST00000034021",10578771
"ENSMUST00000034022",10578763
"ENSMUST00000034023",10571865
"ENSMUST00000034026",10571840
"ENSMUST00000034029",10579812
"ENSMUST00000034030",10579799
"ENSMUST00000034033",10572934
"ENSMUST00000034034",10572865
"ENSMUST00000034041",10571705
"ENSMUST00000034048",10571647
"ENSMUST00000034049",10578539
"ENSMUST00000034051",10571621
"ENSMUST00000034052",10578857
"ENSMUST00000034053",10571601
"ENSMUST00000034056",10578493
"ENSMUST00000034060",10571958
"ENSMUST00000034064",10578427
"ENSMUST00000034074",10580457
"ENSMUST00000034076",10580469
"ENSMUST00000034079",10573713
"ENSMUST00000034085",10580486
"ENSMUST00000034086",10573779
"ENSMUST00000034087",10580504
"ENSMUST00000034090",10580510
"ENSMUST00000034091",10573867
"ENSMUST00000034093",10538939
"ENSMUST00000034094",10574378
"ENSMUST00000034097",10580969
"ENSMUST00000034109",10579845
"ENSMUST00000034111",10572989
"ENSMUST00000034115",10579825
"ENSMUST00000034121",10573583
"ENSMUST00000034131",10580331
"ENSMUST00000034132",10573615
"ENSMUST00000034133",10580349
"ENSMUST00000034136",10573626
"ENSMUST00000034138",10580370
"ENSMUST00000034140",10580391
"ENSMUST00000034146",10573152
"ENSMUST00000034147",10579969
"ENSMUST00000034148",10579958
"ENSMUST00000034150",10579925
"ENSMUST00000034159",10575249
"ENSMUST00000034162",10575227
"ENSMUST00000034163",10575291
"ENSMUST00000034164",10581625
"ENSMUST00000034172",10580635
"ENSMUST00000034173",10580649
"ENSMUST00000034178",10580663
"ENSMUST00000034184",10573910
"ENSMUST00000034185",10573916
"ENSMUST00000034187",10573924
"ENSMUST00000034189",10580624
"ENSMUST00000034190",10575476
"ENSMUST00000034197",10575534
"ENSMUST00000034203",10575512
"ENSMUST00000034204",10491036
"ENSMUST00000034205",10575733
"ENSMUST00000034206",10580733
"ENSMUST00000034207",10574013
"ENSMUST00000034211",10574018
"ENSMUST00000034214",10574023
"ENSMUST00000034215",10574027
"ENSMUST00000034218",10574059
"ENSMUST00000034219",10575672
"ENSMUST00000034226",10580756
"ENSMUST00000034227",10580765
"ENSMUST00000034228",10574204
"ENSMUST00000034230",10574220
"ENSMUST00000034231",10574213
"ENSMUST00000034232",10574226
"ENSMUST00000034234",10574232
"ENSMUST00000034239",10574308
"ENSMUST00000034243",10574350
"ENSMUST00000034245",10574342
"ENSMUST00000034249",10580875
"ENSMUST00000034260",10579602
"ENSMUST00000034265",10582221
"ENSMUST00000034267",10572647
"ENSMUST00000034272",10572637
"ENSMUST00000034277",10582201
"ENSMUST00000034278",10582190
"ENSMUST00000034279",10576010
"ENSMUST00000034280",10582171
"ENSMUST00000034281",10575993
"ENSMUST00000034285",10582162
"ENSMUST00000034287",10575955
"ENSMUST00000034296",10579356
"ENSMUST00000034299",10579347
"ENSMUST00000034300",10575861
"ENSMUST00000034303",10582074
"ENSMUST00000034304",10575833
"ENSMUST00000034308",10575750
"ENSMUST00000034311",10572449
"ENSMUST00000034316",10576569
"ENSMUST00000034326",10572180
"ENSMUST00000034339",10574438
"ENSMUST00000034343",10574471
"ENSMUST00000034346",10574498
"ENSMUST00000034351",10581151
"ENSMUST00000034355",10574545
"ENSMUST00000034359",10581181
"ENSMUST00000034363",10574780
"ENSMUST00000034365",10574880
"ENSMUST00000034368",10581355
"ENSMUST00000034369",10581378
"ENSMUST00000034370",10581395
"ENSMUST00000034371",10581421
"ENSMUST00000034375",10574944
"ENSMUST00000034377",10574976
"ENSMUST00000034378",10574985
"ENSMUST00000034382",10575021
"ENSMUST00000034385",10575095
"ENSMUST00000034388",10575129
"ENSMUST00000034392",10575144
"ENSMUST00000034393",10581518
"ENSMUST00000034396",10583215
"ENSMUST00000034398",10590892
"ENSMUST00000034400",10575153
"ENSMUST00000034406",10590968
"ENSMUST00000034409",10590974
"ENSMUST00000034411",10591009
"ENSMUST00000034413",10583291
"ENSMUST00000034427",10581926
"ENSMUST00000034428",10528546
"ENSMUST00000034429",10581917
"ENSMUST00000034430",10581914
"ENSMUST00000034431",10581910
"ENSMUST00000034432",10581902
"ENSMUST00000034435",10581882
"ENSMUST00000034441",10575550
"ENSMUST00000034443",10576175
"ENSMUST00000034448",10591905
"ENSMUST00000034453",10582592
"ENSMUST00000034458",10576417
"ENSMUST00000034460",10576439
"ENSMUST00000034463",10576482
"ENSMUST00000034464",10582664
"ENSMUST00000034465",10582699
"ENSMUST00000034466",10576506
"ENSMUST00000034467",10576524
"ENSMUST00000034469",10582712
"ENSMUST00000034470",10591960
"ENSMUST00000034472",10591967
"ENSMUST00000034473",10584015
"ENSMUST00000034478",10592001
"ENSMUST00000034483",10583159
"ENSMUST00000034487",10583122
"ENSMUST00000034488",10583090
"ENSMUST00000034492",10583080
"ENSMUST00000034497",10583071
"ENSMUST00000034499",10583034
"ENSMUST00000034507",10583242
"ENSMUST00000034508",10584634
"ENSMUST00000034510",10584615
"ENSMUST00000034511",10584604
"ENSMUST00000034512",10592719
"ENSMUST00000034513",10592705
"ENSMUST00000034521",10592493
"ENSMUST00000034522",10584561
"ENSMUST00000034524",10593205
"ENSMUST00000034527",10593198
"ENSMUST00000034533",10592061
"ENSMUST00000034534",10584142
"ENSMUST00000034537",10592084
"ENSMUST00000034541",10584194
"ENSMUST00000034543",10584200
"ENSMUST00000034547",10593591
"ENSMUST00000034550",10585328
"ENSMUST00000034552",10593483
"ENSMUST00000034554",10585276
"ENSMUST00000034560",10585249
"ENSMUST00000034561",10585233
"ENSMUST00000034562",10585214
"ENSMUST00000034564",10593413
"ENSMUST00000034567",10593367
"ENSMUST00000034568",10593347
"ENSMUST00000034570",10593325
"ENSMUST00000034585",10585010
"ENSMUST00000034588",10585005
"ENSMUST00000034590",10593123
"ENSMUST00000034591",10584941
"ENSMUST00000034592",10584901
"ENSMUST00000034594",10593050
"ENSMUST00000034597",10584870
"ENSMUST00000034599",10593035
"ENSMUST00000034600",10584827
"ENSMUST00000034602",10584821
"ENSMUST00000034607",10592919
"ENSMUST00000034609",10584787
"ENSMUST00000034610",10592164
"ENSMUST00000034612",10592140
"ENSMUST00000034618",10592752
"ENSMUST00000034619",10592176
"ENSMUST00000034623",10342918
"ENSMUST00000034629",10592790
"ENSMUST00000034630",10584259
"ENSMUST00000034632",10584271
"ENSMUST00000034644",10592830
"ENSMUST00000034650",10584674
"ENSMUST00000034653",10591169
"ENSMUST00000034689",10583472
"ENSMUST00000034692",10591270
"ENSMUST00000034697",10583586
"ENSMUST00000034698",10591537
"ENSMUST00000034699",10595033
"ENSMUST00000034700",10591544
"ENSMUST00000034702",10587226
"ENSMUST00000034709",10587208
"ENSMUST00000034713",10583732
"ENSMUST00000034717",10591563
"ENSMUST00000034720",10594835
"ENSMUST00000034723",10586865
"ENSMUST00000034728",10591576
"ENSMUST00000034731",10594812
"ENSMUST00000034734",10587000
"ENSMUST00000034737",10587038
"ENSMUST00000034738",10454063
"ENSMUST00000034739",10594785
"ENSMUST00000034740",10586933
"ENSMUST00000034742",10594774
"ENSMUST00000034745",10586781
"ENSMUST00000034746",10586907
"ENSMUST00000034749",10594762
"ENSMUST00000034751",10594758
"ENSMUST00000034754",10586759
"ENSMUST00000034763",10591806
"ENSMUST00000034766",10586700
"ENSMUST00000034774",10586079
"ENSMUST00000034775",10594315
"ENSMUST00000034776",10586110
"ENSMUST00000034777",10586118
"ENSMUST00000034787",10595327
"ENSMUST00000034791",10595382
"ENSMUST00000034792",10593260
"ENSMUST00000034796",10595392
"ENSMUST00000034803",10585129
"ENSMUST00000034808",10593219
"ENSMUST00000034811",10593652
"ENSMUST00000034815",10594251
"ENSMUST00000034817",10594277
"ENSMUST00000034822",10593723
"ENSMUST00000034827",10585599
"ENSMUST00000034830",10585438
"ENSMUST00000034832",10585610
"ENSMUST00000034834",10585932
"ENSMUST00000034843",10585444
"ENSMUST00000034846",10593913
"ENSMUST00000034848",10585474
"ENSMUST00000034851",10593756
"ENSMUST00000034854",10593767
"ENSMUST00000034856",10593937
"ENSMUST00000034859",10585509
"ENSMUST00000034860",10593981
"ENSMUST00000034863",10593966
"ENSMUST00000034865",10585749
"ENSMUST00000034866",10593789
"ENSMUST00000034869",10585535
"ENSMUST00000034876",10593842
"ENSMUST00000034878",10595288
"ENSMUST00000034879",10585572
"ENSMUST00000034881",10595280
"ENSMUST00000034883",10585825
"ENSMUST00000034889",10585851
"ENSMUST00000034896",10587368
"ENSMUST00000034900",10595159
"ENSMUST00000034903",10587315
"ENSMUST00000034904",10587284
"ENSMUST00000034905",10587266
"ENSMUST00000034911",10595081
"ENSMUST00000034920",10594353
"ENSMUST00000034927",10595695
"ENSMUST00000034929",10594652
"ENSMUST00000034941",10587818
"ENSMUST00000034944",10586491
"ENSMUST00000034945",10586484
"ENSMUST00000034946",10594590
"ENSMUST00000034947",10586477
"ENSMUST00000034949",10586458
"ENSMUST00000034955",10586405
"ENSMUST00000034960",10586284
"ENSMUST00000034961",10586331
"ENSMUST00000034964",10586184
"ENSMUST00000034965",10586176
"ENSMUST00000034966",10586157
"ENSMUST00000034969",10586140
"ENSMUST00000034973",10594404
"ENSMUST00000034980",10587892
"ENSMUST00000034982",10588007
"ENSMUST00000034983",10595793
"ENSMUST00000034986",10595452
"ENSMUST00000034988",10587604
"ENSMUST00000034991",10595560
"ENSMUST00000034992",10587639
"ENSMUST00000035007",10589929
"ENSMUST00000035009",10597461
"ENSMUST00000035010",10597493
"ENSMUST00000035020",10589994
"ENSMUST00000035026",10595863
"ENSMUST00000035027",10595871
"ENSMUST00000035033",10588049
"ENSMUST00000035037",10595924
"ENSMUST00000035043",10595990
"ENSMUST00000035045",10595981
"ENSMUST00000035048",10596014
"ENSMUST00000035053",10589413
"ENSMUST00000035055",10589438
"ENSMUST00000035058",10589494
"ENSMUST00000035061",10589535
"ENSMUST00000035065",10350516
"ENSMUST00000035069",10597173
"ENSMUST00000035075",10597268
"ENSMUST00000035076",10589685
"ENSMUST00000035077",10589703
"ENSMUST00000035078",10589723
