ID	Translation_number	Protein_halflive	mRNA_halflive
ENSMUST00000075896	750.1119067	82.65	9.83
ENSMUST00000096753	750.1119067	83.6	9.83
ENSMUST00000099980	750.1119067	83.62	9.83
ENSMUST00000099981	750.1119067	83.62	9.83
ENSMUST00000111882	750.1119067	83.62	9.83
ENSMUST00000090782	750.1119067	85	9.83
ENSMUST00000074976	750.1119067	85	9.83
ENSMUST00000078756	750.1119067	85	9.83
ENSMUST00000077950	750.1119067	85.43	9.83
ENSMUST00000055770	750.1119067	85.83	9.83
ENSMUST00000023269	750.1119067	87.11	9.83
ENSMUST00000114450	750.1119067	87.11	9.83
ENSMUST00000122365	750.1119067	87.11	9.83
ENSMUST00000023068	750.1119067	87.21	9.83
ENSMUST00000021639	750.1119067	87.74	9.83
ENSMUST00000030164	750.1119067	88.68	9.83
ENSMUST00000073945	750.1119067	88.94	9.83
ENSMUST00000051758	750.1119067	88.94	9.83
ENSMUST00000025177	750.1119067	89.18	9.83
ENSMUST00000117488	750.1119067	91.25	9.83
ENSMUST00000105330	750.1119067	91.25	9.83
ENSMUST00000105328	750.1119067	91.25	9.83
ENSMUST00000119547	750.1119067	91.25	9.83
ENSMUST00000114389	750.1119067	91.46	9.83
ENSMUST00000033763	750.1119067	91.46	9.83
ENSMUST00000057110	750.1119067	92.16	9.83
ENSMUST00000028668	750.1119067	92.16	9.83
ENSMUST00000079251	750.1119067	93.48	9.83
ENSMUST00000018246	750.1119067	93.48	9.83
ENSMUST00000091704	750.1119067	93.48	9.83
ENSMUST00000051091	750.1119067	93.48	9.83
ENSMUST00000087342	750.1119067	93.83	9.83
ENSMUST00000094028	750.1119067	93.88	9.83
ENSMUST00000091742	750.1119067	94.71	9.83
ENSMUST00000074752	750.1119067	94.71	9.83
ENSMUST00000091741	750.1119067	94.71	9.83
ENSMUST00000070124	750.1119067	94.71	9.83
ENSMUST00000090776	750.1119067	94.71	9.83
ENSMUST00000081342	750.1119067	94.71	9.83
ENSMUST00000078369	750.1119067	94.71	9.83
ENSMUST00000091745	750.1119067	94.71	9.83
ENSMUST00000102969	750.1119067	94.71	9.83
ENSMUST00000073261	750.1119067	94.71	9.83
ENSMUST00000108817	750.1119067	94.71	9.83
ENSMUST00000091708	750.1119067	94.71	9.83
ENSMUST00000091751	750.1119067	94.71	9.83
ENSMUST00000096234	750.1119067	96.39	9.83
ENSMUST00000115777	750.1119067	96.39	9.83
ENSMUST00000118236	750.1119067	96.39	9.83
ENSMUST00000115776	750.1119067	96.39	9.83
ENSMUST00000119480	750.1119067	99.67	9.83
ENSMUST00000052776	750.1119067	100.22	9.83
ENSMUST00000061185	750.1119067	100.32	9.83
ENSMUST00000088049	750.1119067	100.32	9.83
ENSMUST00000023718	750.1119067	100.32	9.83
ENSMUST00000081945	750.1119067	100.32	9.83
ENSMUST00000089333	750.1119067	100.71	9.83
ENSMUST00000067927	750.1119067	100.71	9.83
ENSMUST00000055990	750.1119067	103.16	9.83
ENSMUST00000091188	750.1119067	103.84	9.83
ENSMUST00000034801	750.1119067	104.26	9.83
ENSMUST00000116537	750.1119067	104.26	9.83
ENSMUST00000087714	750.1119067	104.65	9.83
ENSMUST00000104941	750.1119067	104.65	9.83
ENSMUST00000102979	750.1119067	104.65	9.83
ENSMUST00000102964	750.1119067	104.65	9.83
ENSMUST00000102965	750.1119067	104.65	9.83
ENSMUST00000102977	750.1119067	104.65	9.83
ENSMUST00000102972	750.1119067	104.65	9.83
ENSMUST00000102971	750.1119067	104.65	9.83
ENSMUST00000102968	750.1119067	104.65	9.83
ENSMUST00000102967	750.1119067	104.65	9.83
ENSMUST00000102983	750.1119067	104.65	9.83
ENSMUST00000090778	750.1119067	104.65	9.83
ENSMUST00000014505	750.1119067	104.73	9.83
ENSMUST00000115075	750.1119067	109.73	9.83
ENSMUST00000115076	750.1119067	109.73	9.83
ENSMUST00000115078	750.1119067	109.73	9.83
ENSMUST00000115079	750.1119067	109.73	9.83
ENSMUST00000078804	750.1119067	109.73	9.83
ENSMUST00000031653	750.1119067	111.39	9.83
ENSMUST00000029955	750.1119067	112.79	9.83
ENSMUST00000025357	750.1119067	113.36	9.83
ENSMUST00000088018	750.1119067	113.58	9.83
ENSMUST00000108850	750.1119067	113.98	9.83
ENSMUST00000020831	750.1119067	113.98	9.83
ENSMUST00000099329	750.1119067	114.44	9.83
ENSMUST00000066308	750.1119067	114.66	9.83
ENSMUST00000082223	750.1119067	115.01	9.83
ENSMUST00000080813	750.1119067	117.37	9.83
ENSMUST00000022696	750.1119067	117.97	9.83
ENSMUST00000087933	750.1119067	118.27	9.83
ENSMUST00000097767	750.1119067	118.27	9.83
ENSMUST00000101010	750.1119067	119.1	9.83
ENSMUST00000088973	750.1119067	119.92	9.83
ENSMUST00000077569	750.1119067	119.92	9.83
ENSMUST00000101616	750.1119067	119.92	9.83
ENSMUST00000058659	750.1119067	119.94	9.83
ENSMUST00000032203	750.1119067	122.06	9.83
ENSMUST00000062601	750.1119067	122.47	9.83
ENSMUST00000079085	750.1119067	122.47	9.83
ENSMUST00000121632	750.1119067	125.27	9.83
ENSMUST00000108182	750.1119067	125.27	9.83
ENSMUST00000112301	750.1119067	125.87	9.83
ENSMUST00000112303	750.1119067	125.87	9.83
ENSMUST00000033727	750.1119067	125.87	9.83
ENSMUST00000081650	750.1119067	125.98	9.83
ENSMUST00000102536	750.1119067	129.09	9.83
ENSMUST00000110505	750.1119067	131.48	9.83
ENSMUST00000093196	750.1119067	131.48	9.83
ENSMUST00000085546	750.1119067	131.48	9.83
ENSMUST00000093344	750.1119067	131.75	9.83
ENSMUST00000085049	750.1119067	131.75	9.83
ENSMUST00000120094	750.1119067	131.87	9.83
ENSMUST00000057885	750.1119067	131.87	9.83
ENSMUST00000102814	750.1119067	134.19	9.83
ENSMUST00000078432	750.1119067	134.93	9.83
ENSMUST00000032597	750.1119067	134.93	9.83
ENSMUST00000098622	750.1119067	137.91	9.83
ENSMUST00000092995	750.1119067	138.33	9.83
ENSMUST00000099272	750.1119067	140.33	9.83
ENSMUST00000075453	750.1119067	140.33	9.83
ENSMUST00000035983	750.1119067	140.33	9.83
ENSMUST00000089785	750.1119067	140.33	9.83
ENSMUST00000032473	750.1119067	140.99	9.83
ENSMUST00000066912	750.1119067	140.99	9.83
ENSMUST00000048134	750.1119067	141.52	9.83
ENSMUST00000059973	750.1119067	141.52	9.83
ENSMUST00000084105	750.1119067	141.52	9.83
ENSMUST00000059980	750.1119067	142.7	9.83
ENSMUST00000045004	750.1119067	145.59	9.83
ENSMUST00000073080	750.1119067	145.82	9.83
ENSMUST00000105893	750.1119067	147.36	9.83
ENSMUST00000100472	750.1119067	147.36	9.83
ENSMUST00000102553	750.1119067	147.36	9.83
ENSMUST00000102552	750.1119067	147.36	9.83
ENSMUST00000001920	750.1119067	147.56	9.83
ENSMUST00000105652	750.1119067	148.61	9.83
ENSMUST00000030779	750.1119067	148.61	9.83
ENSMUST00000075363	750.1119067	148.61	9.83
ENSMUST00000071781	750.1119067	149.73	9.83
ENSMUST00000082402	750.1119067	151.54	9.83
ENSMUST00000076703	750.1119067	152.87	9.83
ENSMUST00000051955	750.1119067	152.89	9.83
ENSMUST00000071135	750.1119067	153.29	9.83
ENSMUST00000110619	750.1119067	153.45	9.83
ENSMUST00000110620	750.1119067	153.45	9.83
ENSMUST00000054544	750.1119067	153.45	9.83
ENSMUST00000113211	750.1119067	153.45	9.83
ENSMUST00000057074	750.1119067	154.63	9.83
ENSMUST00000066640	750.1119067	154.63	9.83
ENSMUST00000033585	750.1119067	159.96	9.83
ENSMUST00000059802	750.1119067	160.59	9.83
ENSMUST00000105832	750.1119067	161.94	9.83
ENSMUST00000084215	750.1119067	161.94	9.83
ENSMUST00000105831	750.1119067	161.94	9.83
ENSMUST00000084214	750.1119067	161.94	9.83
ENSMUST00000086764	750.1119067	166.86	9.83
ENSMUST00000080355	750.1119067	166.86	9.83
ENSMUST00000073926	750.1119067	166.86	9.83
ENSMUST00000080443	750.1119067	169.16	9.83
ENSMUST00000008812	750.1119067	169.16	9.83
ENSMUST00000080492	750.1119067	170.13	9.83
ENSMUST00000102739	750.1119067	176.87	9.83
ENSMUST00000102741	750.1119067	176.87	9.83
ENSMUST00000102740	750.1119067	176.87	9.83
ENSMUST00000102742	750.1119067	176.87	9.83
ENSMUST00000111962	750.1119067	177.27	9.83
ENSMUST00000102782	750.1119067	177.85	9.83
ENSMUST00000080861	750.1119067	177.85	9.83
ENSMUST00000072739	750.1119067	178.72	9.83
ENSMUST00000035775	750.1119067	178.72	9.83
ENSMUST00000071134	750.1119067	179.24	9.83
ENSMUST00000042334	750.1119067	186.74	9.83
ENSMUST00000025632	750.1119067	189.31	9.83
ENSMUST00000067996	750.1119067	191.64	9.83
ENSMUST00000102866	750.1119067	191.64	9.83
ENSMUST00000082414	750.1119067	192.17	9.83
ENSMUST00000046514	750.1119067	193.29	9.83
ENSMUST00000109384	750.1119067	196.43	9.83
ENSMUST00000079716	750.1119067	196.93	9.83
ENSMUST00000023514	750.1119067	204.79	9.83
ENSMUST00000032373	750.1119067	205.46	9.83
ENSMUST00000037615	750.1119067	208.25	9.83
ENSMUST00000114783	750.1119067	212.56	9.83
ENSMUST00000114786	750.1119067	212.56	9.83
ENSMUST00000026841	750.1119067	212.56	9.83
ENSMUST00000096987	750.1119067	216.43	9.83
ENSMUST00000023760	750.1119067	216.71	9.83
ENSMUST00000046754	750.1119067	220.42	9.83
ENSMUST00000024637	750.1119067	220.42	9.83
ENSMUST00000052902	750.1119067	227.83	9.83
ENSMUST00000054213	750.1119067	227.83	9.83
ENSMUST00000020277	750.1119067	229.58	9.83
ENSMUST00000071718	750.1119067	229.74	9.83
ENSMUST00000054289	750.1119067	234.25	9.83
ENSMUST00000009789	750.1119067	237.74	9.83
ENSMUST00000105466	750.1119067	237.74	9.83
ENSMUST00000092512	750.1119067	237.74	9.83
ENSMUST00000040090	750.1119067	244.28	9.83
ENSMUST00000038675	750.1119067	247.08	9.83
ENSMUST00000117291	750.1119067	273.04	9.83
ENSMUST00000043735	750.1119067	273.04	9.83
ENSMUST00000120585	750.1119067	273.04	9.83
ENSMUST00000118466	750.1119067	278.08	9.83
ENSMUST00000022317	750.1119067	278.08	9.83
ENSMUST00000006452	750.1119067	285.38	9.83
ENSMUST00000082407	750.1119067	296.54	9.83
ENSMUST00000021806	750.1119067	326.58	9.83
ENSMUST00000113897	750.1119067	340.39	9.83
ENSMUST00000113895	750.1119067	340.39	9.83
ENSMUST00000113896	750.1119067	340.39	9.83
ENSMUST00000113898	750.1119067	340.39	9.83
ENSMUST00000082405	750.1119067	344.38	9.83
ENSMUST00000048417	750.1119067	362.47	9.83
ENSMUST00000068333	750.1119067	379.74	9.83
ENSMUST00000024932	750.1119067	660.72	9.83
ENSMUST00000098862	750.1119067	660.72	9.83
ENSMUST00000110092	750.1119067	2272.12	9.83
ENSMUST00000110090	750.1119067	2272.12	9.83
ENSMUST00000110093	750.1119067	2272.12	9.83
ENSMUST00000034301	750.1119067	2272.12	9.83
ENSMUST00000122211	750.1119067	2272.12	9.83
ENSMUST00000115351	750.1119067	2272.12	9.83
ENSMUST00000022210	750.1119067	2272.12	9.83
ENSMUST00000100179	750.1119067	2582.8	9.83
ENSMUST00000033901	750.1119067	4806.6	9.83
ENSMUST00000060171	750.1119067	46.185	9.83
ENSMUST00000164571	750.1119067	46.185	9.83
ENSMUST00000092552	750.1119067	46.185	9.83
ENSMUST00000073238	750.1119067	46.185	9.83
ENSMUST00000099177	750.1119067	46.185	9.83
ENSMUST00000170061	750.1119067	46.185	9.83
ENSMUST00000167423	750.1119067	46.185	9.83
ENSMUST00000064591	750.1119067	46.185	9.83
ENSMUST00000099413	750.1119067	46.185	9.83
ENSMUST00000104985	750.1119067	46.185	9.83
ENSMUST00000066573	750.1119067	46.185	9.83
ENSMUST00000169286	750.1119067	46.185	9.83
ENSMUST00000089097	750.1119067	46.185	9.83
ENSMUST00000167725	750.1119067	46.185	9.83
ENSMUST00000100068	750.1119067	46.185	9.83
ENSMUST00000099099	750.1119067	46.185	9.83
ENSMUST00000068342	750.1119067	46.185	9.83
ENSMUST00000098886	750.1119067	46.185	9.83
ENSMUST00000062524	750.1119067	46.185	9.83
ENSMUST00000079151	750.1119067	46.185	9.83
ENSMUST00000163768	750.1119067	46.185	9.83
ENSMUST00000099141	750.1119067	46.185	9.83
ENSMUST00000077715	750.1119067	46.185	9.83
ENSMUST00000169954	750.1119067	46.185	9.83
ENSMUST00000163259	750.1119067	46.185	9.83
ENSMUST00000057431	750.1119067	46.185	9.83
ENSMUST00000072280	750.1119067	46.185	9.83
ENSMUST00000068068	750.1119067	46.185	9.83
ENSMUST00000053460	750.1119067	46.185	9.83
ENSMUST00000099179	750.1119067	46.185	9.83
ENSMUST00000074576	750.1119067	46.185	9.83
ENSMUST00000060761	750.1119067	46.185	9.83
ENSMUST00000097739	750.1119067	46.185	9.83
ENSMUST00000097824	750.1119067	46.185	9.83
ENSMUST00000100864	750.1119067	46.185	9.83
ENSMUST00000105093	750.1119067	46.185	9.83
ENSMUST00000091506	750.1119067	46.185	9.83
ENSMUST00000100848	750.1119067	46.185	9.83
ENSMUST00000098589	750.1119067	46.185	9.83
ENSMUST00000167135	750.1119067	46.185	9.83
ENSMUST00000105081	750.1119067	46.185	9.83
ENSMUST00000089106	750.1119067	46.185	9.83
ENSMUST00000089105	750.1119067	46.185	9.83
ENSMUST00000074637	750.1119067	46.185	9.83
ENSMUST00000076906	750.1119067	46.185	9.83
ENSMUST00000067993	750.1119067	46.185	9.83
ENSMUST00000101619	750.1119067	46.185	9.83
ENSMUST00000097289	750.1119067	46.185	9.83
ENSMUST00000171685	750.1119067	46.185	9.83
ENSMUST00000053150	750.1119067	46.185	9.83
ENSMUST00000097384	750.1119067	46.185	9.83
ENSMUST00000051103	750.1119067	46.185	9.83
ENSMUST00000072180	750.1119067	46.185	9.83
ENSMUST00000098074	750.1119067	46.185	9.83
ENSMUST00000081334	750.1119067	46.185	9.83
ENSMUST00000075284	750.1119067	46.185	9.83
ENSMUST00000056118	750.1119067	46.185	9.83
ENSMUST00000075602	750.1119067	46.185	9.83
ENSMUST00000003122	750.1119067	46.185	9.83
ENSMUST00000067523	750.1119067	46.185	9.83
ENSMUST00000165488	750.1119067	46.185	9.83
ENSMUST00000088147	750.1119067	46.185	9.83
ENSMUST00000071254	750.1119067	46.185	9.83
ENSMUST00000097608	750.1119067	46.185	9.83
ENSMUST00000097644	750.1119067	46.185	9.83
ENSMUST00000059053	750.1119067	46.185	9.83
ENSMUST00000055502	750.1119067	46.185	9.83
ENSMUST00000092700	750.1119067	46.185	9.83
ENSMUST00000092699	750.1119067	46.185	9.83
ENSMUST00000071028	750.1119067	46.185	9.83
ENSMUST00000050864	750.1119067	46.185	9.83
ENSMUST00000033479	750.1119067	46.185	9.83
ENSMUST00000074862	750.1119067	46.185	9.83
ENSMUST00000066505	750.1119067	46.185	9.83
ENSMUST00000114578	750.1119067	46.185	9.83
ENSMUST00000172178	750.1119067	46.185	9.83
ENSMUST00000056256	750.1119067	46.185	9.83
ENSMUST00000051217	750.1119067	46.185	9.83
ENSMUST00000036821	750.1119067	46.185	9.83
ENSMUST00000061311	750.1119067	46.185	9.83
ENSMUST00000151653	750.1119067	46.185	9.83
ENSMUST00000058538	750.1119067	46.185	9.83
ENSMUST00000069051	750.1119067	46.185	9.83
ENSMUST00000064334	750.1119067	46.185	9.83
ENSMUST00000042671	750.1119067	46.185	9.83
ENSMUST00000067360	750.1119067	46.185	9.83
ENSMUST00000171473	750.1119067	46.185	9.83
ENSMUST00000104964	750.1119067	46.185	9.83
ENSMUST00000056086	750.1119067	46.185	9.83
ENSMUST00000059598	750.1119067	46.185	9.83
ENSMUST00000097982	750.1119067	46.185	9.83
ENSMUST00000076667	750.1119067	46.185	9.83
ENSMUST00000023262	750.1119067	46.185	9.83
ENSMUST00000085720	750.1119067	46.185	9.83
ENSMUST00000105102	750.1119067	46.185	9.83
ENSMUST00000098075	750.1119067	46.185	9.83
ENSMUST00000078246	750.1119067	46.185	9.83
ENSMUST00000075698	750.1119067	46.185	9.83
ENSMUST00000164165	750.1119067	46.185	9.83
ENSMUST00000164729	750.1119067	46.185	9.83
ENSMUST00000169484	750.1119067	46.185	9.83
ENSMUST00000096501	750.1119067	46.185	9.83
ENSMUST00000169046	750.1119067	46.185	9.83
ENSMUST00000164398	750.1119067	46.185	9.83
ENSMUST00000170569	750.1119067	46.185	9.83
ENSMUST00000171729	750.1119067	46.185	9.83
ENSMUST00000169690	750.1119067	46.185	9.83
ENSMUST00000105138	750.1119067	46.185	9.83
ENSMUST00000073949	750.1119067	46.185	9.83
ENSMUST00000164330	750.1119067	46.185	9.83
ENSMUST00000099182	750.1119067	46.185	9.83
ENSMUST00000052622	750.1119067	46.185	9.83
ENSMUST00000098479	750.1119067	46.185	9.83
ENSMUST00000076071	750.1119067	46.185	9.83
ENSMUST00000068250	750.1119067	46.185	9.83
ENSMUST00000060246	750.1119067	46.185	9.83
ENSMUST00000069431	750.1119067	46.185	9.83
ENSMUST00000053319	750.1119067	46.185	9.83
ENSMUST00000092680	750.1119067	46.185	9.83
ENSMUST00000079952	750.1119067	46.185	9.83
ENSMUST00000105049	750.1119067	46.185	9.83
ENSMUST00000100089	750.1119067	46.185	9.83
ENSMUST00000095109	750.1119067	46.185	9.83
ENSMUST00000060348	750.1119067	46.185	9.83
ENSMUST00000089635	750.1119067	46.185	9.83
ENSMUST00000105137	750.1119067	46.185	9.83
ENSMUST00000099256	750.1119067	46.185	9.83
ENSMUST00000069543	750.1119067	46.185	9.83
ENSMUST00000054333	750.1119067	46.185	9.83
ENSMUST00000167843	750.1119067	46.185	9.83
ENSMUST00000037090	750.1119067	46.185	9.83
ENSMUST00000110971	750.1119067	46.185	9.83
ENSMUST00000060705	750.1119067	46.185	9.83
ENSMUST00000098592	750.1119067	46.185	9.83
ENSMUST00000105001	750.1119067	46.185	9.83
ENSMUST00000168646	750.1119067	46.185	9.83
ENSMUST00000059428	750.1119067	46.185	9.83
ENSMUST00000074808	750.1119067	46.185	9.83
ENSMUST00000101030	750.1119067	46.185	9.83
ENSMUST00000066758	750.1119067	46.185	9.83
ENSMUST00000063384	750.1119067	46.185	9.83
ENSMUST00000098916	750.1119067	46.185	9.83
ENSMUST00000170146	750.1119067	46.185	9.83
ENSMUST00000052898	750.1119067	46.185	9.83
ENSMUST00000072014	750.1119067	46.185	9.83
ENSMUST00000070359	750.1119067	46.185	9.83
ENSMUST00000067077	750.1119067	46.185	9.83
ENSMUST00000058992	750.1119067	46.185	9.83
ENSMUST00000171969	750.1119067	46.185	9.83
ENSMUST00000082166	750.1119067	46.185	9.83
ENSMUST00000094956	750.1119067	46.185	9.83
ENSMUST00000070500	750.1119067	46.185	9.83
ENSMUST00000095459	750.1119067	46.185	9.83
ENSMUST00000164001	750.1119067	46.185	9.83
ENSMUST00000052724	750.1119067	46.185	9.83
ENSMUST00000071430	750.1119067	46.185	9.83
ENSMUST00000104999	750.1119067	46.185	9.83
ENSMUST00000099990	750.1119067	46.185	9.83
ENSMUST00000091218	750.1119067	46.185	9.83
ENSMUST00000064646	750.1119067	46.185	9.83
ENSMUST00000172206	750.1119067	46.185	9.83
ENSMUST00000094315	750.1119067	46.185	9.83
ENSMUST00000068836	750.1119067	46.185	9.83
ENSMUST00000070258	750.1119067	46.185	9.83
ENSMUST00000099385	750.1119067	46.185	9.83
ENSMUST00000164240	750.1119067	46.185	9.83
ENSMUST00000071536	750.1119067	46.185	9.83
ENSMUST00000104915	750.1119067	46.185	9.83
ENSMUST00000090946	750.1119067	46.185	9.83
ENSMUST00000084306	750.1119067	46.185	9.83
ENSMUST00000166373	750.1119067	46.185	9.83
ENSMUST00000079279	750.1119067	46.185	9.83
ENSMUST00000073560	750.1119067	46.185	9.83
ENSMUST00000075909	750.1119067	46.185	9.83
ENSMUST00000057870	750.1119067	46.185	9.83
ENSMUST00000048824	750.1119067	46.185	9.83
ENSMUST00000044987	750.1119067	46.185	9.83
ENSMUST00000084445	750.1119067	46.185	9.83
ENSMUST00000081679	750.1119067	46.185	9.83
ENSMUST00000069880	750.1119067	46.185	9.83
ENSMUST00000094955	750.1119067	46.185	9.83
ENSMUST00000065533	750.1119067	46.185	9.83
ENSMUST00000087964	750.1119067	46.185	9.83
ENSMUST00000098586	750.1119067	46.185	9.83
ENSMUST00000098092	750.1119067	46.185	9.83
ENSMUST00000099148	750.1119067	46.185	9.83
ENSMUST00000165827	750.1119067	46.185	9.83
ENSMUST00000050306	750.1119067	46.185	9.83
ENSMUST00000066196	750.1119067	46.185	9.83
ENSMUST00000098424	750.1119067	46.185	9.83
ENSMUST00000096324	750.1119067	46.185	9.83
ENSMUST00000070814	750.1119067	46.185	9.83
ENSMUST00000029080	750.1119067	46.185	9.83
ENSMUST00000065310	750.1119067	46.185	9.83
ENSMUST00000085097	750.1119067	46.185	9.83
ENSMUST00000164855	750.1119067	46.185	9.83
ENSMUST00000169328	750.1119067	46.185	9.83
ENSMUST00000050829	750.1119067	46.185	9.83
ENSMUST00000060657	750.1119067	46.185	9.83
ENSMUST00000094214	750.1119067	46.185	9.83
ENSMUST00000082269	750.1119067	46.185	9.83
ENSMUST00000100823	750.1119067	46.185	9.83
ENSMUST00000065921	750.1119067	46.185	9.83
ENSMUST00000068526	750.1119067	46.185	9.83
ENSMUST00000168138	750.1119067	46.185	9.83
ENSMUST00000059704	750.1119067	46.185	9.83
ENSMUST00000046116	750.1119067	46.185	9.83
ENSMUST00000069263	750.1119067	46.185	9.83
ENSMUST00000094945	750.1119067	46.185	9.83
ENSMUST00000066837	750.1119067	46.185	9.83
ENSMUST00000166566	750.1119067	46.185	9.83
ENSMUST00000163332	750.1119067	46.185	9.83
ENSMUST00000099104	750.1119067	46.185	9.83
ENSMUST00000054532	750.1119067	46.185	9.83
ENSMUST00000165229	750.1119067	46.185	9.83
ENSMUST00000167359	750.1119067	46.185	9.83
ENSMUST00000079045	750.1119067	46.185	9.83
ENSMUST00000054425	750.1119067	46.185	9.83
ENSMUST00000060220	750.1119067	46.185	9.83
ENSMUST00000079057	750.1119067	46.185	9.83
ENSMUST00000062127	750.1119067	46.185	9.83
ENSMUST00000028069	750.1119067	46.185	9.83
ENSMUST00000062667	750.1119067	46.185	9.83
ENSMUST00000069568	750.1119067	46.185	9.83
ENSMUST00000059351	750.1119067	46.185	9.83
ENSMUST00000099389	750.1119067	46.185	9.83
ENSMUST00000066689	750.1119067	46.185	9.83
ENSMUST00000104912	750.1119067	46.185	9.83
ENSMUST00000097040	750.1119067	46.185	9.83
ENSMUST00000060994	750.1119067	46.185	9.83
ENSMUST00000098612	750.1119067	46.185	9.83
ENSMUST00000075768	750.1119067	46.185	9.83
ENSMUST00000110476	750.1119067	46.185	9.83
ENSMUST00000110452	750.1119067	46.185	9.83
ENSMUST00000110455	750.1119067	46.185	9.83
ENSMUST00000078156	750.1119067	46.185	9.83
ENSMUST00000105106	750.1119067	46.185	9.83
ENSMUST00000102982	750.1119067	46.185	9.83
ENSMUST00000078267	750.1119067	46.185	9.83
ENSMUST00000099703	750.1119067	46.185	9.83
ENSMUST00000090781	750.1119067	46.185	9.83
ENSMUST00000064229	750.1119067	46.185	9.83
ENSMUST00000057722	750.1119067	46.185	9.83
ENSMUST00000170390	750.1119067	46.185	9.83
ENSMUST00000168137	750.1119067	46.185	9.83
ENSMUST00000055358	750.1119067	46.185	9.83
ENSMUST00000052189	750.1119067	46.185	9.83
ENSMUST00000096582	750.1119067	46.185	9.83
ENSMUST00000095978	750.1119067	46.185	9.83
ENSMUST00000072100	750.1119067	46.185	9.83
ENSMUST00000094424	750.1119067	46.185	9.83
ENSMUST00000089430	750.1119067	46.185	9.83
ENSMUST00000099198	750.1119067	46.185	9.83
ENSMUST00000099442	750.1119067	46.185	9.83
ENSMUST00000098625	750.1119067	46.185	9.83
ENSMUST00000057113	750.1119067	46.185	9.83
ENSMUST00000035939	750.1119067	46.185	9.83
ENSMUST00000066460	750.1119067	46.185	9.83
ENSMUST00000074556	750.1119067	46.185	9.83
ENSMUST00000078422	750.1119067	46.185	9.83
ENSMUST00000099661	750.1119067	46.185	9.83
ENSMUST00000077142	750.1119067	46.185	9.83
ENSMUST00000104942	750.1119067	46.185	9.83
ENSMUST00000171127	750.1119067	46.185	9.83
ENSMUST00000099454	750.1119067	46.185	9.83
ENSMUST00000169612	750.1119067	46.185	9.83
ENSMUST00000057768	750.1119067	46.185	9.83
ENSMUST00000063891	750.1119067	46.185	9.83
ENSMUST00000058298	750.1119067	46.185	9.83
ENSMUST00000092370	750.1119067	46.185	9.83
ENSMUST00000093950	750.1119067	46.185	9.83
ENSMUST00000068970	750.1119067	46.185	9.83
ENSMUST00000105155	750.1119067	46.185	9.83
ENSMUST00000165573	750.1119067	46.185	9.83
ENSMUST00000059018	750.1119067	46.185	9.83
ENSMUST00000074926	750.1119067	46.185	9.83
ENSMUST00000072306	750.1119067	46.185	9.83
ENSMUST00000067972	750.1119067	46.185	9.83
ENSMUST00000054018	750.1119067	46.185	9.83
ENSMUST00000052867	750.1119067	46.185	9.83
ENSMUST00000101060	750.1119067	46.185	9.83
ENSMUST00000089614	750.1119067	46.185	9.83
ENSMUST00000099266	750.1119067	46.185	9.83
ENSMUST00000098658	750.1119067	46.185	9.83
ENSMUST00000068485	750.1119067	46.185	9.83
ENSMUST00000077710	750.1119067	46.185	9.83
ENSMUST00000163731	750.1119067	46.185	9.83
ENSMUST00000169657	750.1119067	46.185	9.83
ENSMUST00000070021	750.1119067	46.185	9.83
ENSMUST00000078326	750.1119067	46.185	9.83
ENSMUST00000091090	750.1119067	46.185	9.83
ENSMUST00000066157	750.1119067	46.185	9.83
ENSMUST00000098355	750.1119067	46.185	9.83
ENSMUST00000086544	750.1119067	46.185	9.83
ENSMUST00000164667	750.1119067	46.185	9.83
ENSMUST00000167403	750.1119067	46.185	9.83
ENSMUST00000176059	750.1119067	46.185	9.83
ENSMUST00000063563	750.1119067	46.185	9.83
ENSMUST00000170499	750.1119067	46.185	9.83
ENSMUST00000099162	750.1119067	46.185	9.83
ENSMUST00000080170	750.1119067	46.185	9.83
ENSMUST00000062683	750.1119067	46.185	9.83
ENSMUST00000084653	750.1119067	46.185	9.83
ENSMUST00000056140	750.1119067	46.185	9.83
ENSMUST00000073853	750.1119067	46.185	9.83
ENSMUST00000084390	750.1119067	46.185	9.83
ENSMUST00000086675	750.1119067	46.185	9.83
ENSMUST00000097466	750.1119067	46.185	9.83
ENSMUST00000165499	750.1119067	46.185	9.83
ENSMUST00000104998	750.1119067	46.185	9.83
ENSMUST00000098110	750.1119067	46.185	9.83
ENSMUST00000031308	750.1119067	46.185	9.83
ENSMUST00000076791	750.1119067	46.185	9.83
ENSMUST00000067018	750.1119067	46.185	9.83
ENSMUST00000053120	750.1119067	46.185	9.83
ENSMUST00000053792	750.1119067	46.185	9.83
ENSMUST00000099111	750.1119067	46.185	9.83
ENSMUST00000053604	750.1119067	46.185	9.83
ENSMUST00000058918	750.1119067	46.185	9.83
ENSMUST00000165661	750.1119067	46.185	9.83
ENSMUST00000096572	750.1119067	46.185	9.83
ENSMUST00000076186	750.1119067	46.185	9.83
ENSMUST00000098113	750.1119067	46.185	9.83
ENSMUST00000105156	750.1119067	46.185	9.83
ENSMUST00000089350	750.1119067	46.185	9.83
ENSMUST00000166069	750.1119067	46.185	9.83
ENSMUST00000095448	750.1119067	46.185	9.83
ENSMUST00000134825	750.1119067	46.185	9.83
ENSMUST00000097570	750.1119067	46.185	9.83
ENSMUST00000098585	750.1119067	46.185	9.83
ENSMUST00000098260	750.1119067	46.185	9.83
